化学工業品,,"90,633","67,754","22,879","17,054","2,301","14,753",-,-,-,"73,579","65,453","8,126",-,-,-,"6,806,019","182,725","6,623,294",化学工業品,,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,,
44,セメント,"1,900",850,"1,050","1,050",-,"1,050",-,-,-,850,850,-,-,-,-,"2,040,505",-,"2,040,505",44,セメント,,,,,,
45,ガラス類,"12,570","12,500",70,-,-,-,-,-,-,"12,570","12,500",70,-,-,-,-,-,-,45,ガラス類,,,,,,
46,窯業品,840,840,-,-,-,-,-,-,-,840,840,-,-,-,-,-,-,-,46,窯業品,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"371,249","176,102","195,147",47,重油,,,,,,
48,石油製品,"10,180","10,005",175,-,-,-,-,-,-,"10,180","10,005",175,-,-,-,"4,361,001",-,"4,361,001",48,石油製品,,,,,,
49,LNG/液化天然ガス,60,-,60,-,-,-,-,-,-,60,-,60,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,,
50,LPG/液化石油ガス,30,10,20,-,-,-,-,-,-,30,10,20,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,,
51,その他石油製品,"1,885","1,830",55,-,-,-,-,-,-,"1,885","1,830",55,-,-,-,"32,872","6,471","26,401",51,その他石油製品,,,,,,
52,コークス,"16,004","2,301","13,703","16,004","2,301","13,703",-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,,
54,化学薬品,"40,369","34,578","5,791",-,-,-,-,-,-,"40,369","34,578","5,791",-,-,-,-,-,-,54,化学薬品,,,,,,
55,化学肥料,"3,580","1,785","1,795",-,-,-,-,-,-,"3,580","1,785","1,795",-,-,-,-,-,-,55,化学肥料,,,,,,
56,その他化学工業品,"3,215","3,055",160,-,-,-,-,-,-,"3,215","3,055",160,-,-,-,392,152,240,56,その他化学工業品,,,,,,
軽工業品,,"351,912","176,940","174,972",-,-,-,-,-,-,"351,912","176,940","174,972",-,-,-,"109,011","109,011",-,軽工業品,,,,,,,
57,紙・パルプ,"127,602","30,105","97,497",-,-,-,-,-,-,"127,602","30,105","97,497",-,-,-,-,-,-,57,紙・パルプ,,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,,
59,その他繊維工業品,175,165,10,-,-,-,-,-,-,175,165,10,-,-,-,-,-,-,59,その他繊維工業品,,,,,,
60,砂糖,"48,350","4,225","44,125",-,-,-,-,-,-,"48,350","4,225","44,125",-,-,-,-,-,-,60,砂糖,,,,,,
61,製造食品,"55,405","35,035","20,370",-,-,-,-,-,-,"55,405","35,035","20,370",-,-,-,-,-,-,61,製造食品,,,,,,
62,飲料,"107,510","99,145","8,365",-,-,-,-,-,-,"107,510","99,145","8,365",-,-,-,-,-,-,62,飲料,,,,,,
63,水,"4,860","1,060","3,800",-,-,-,-,-,-,"4,860","1,060","3,800",-,-,-,"109,011","109,011",-,63,水,,,,,,
64,たばこ,"4,950","4,950",-,-,-,-,-,-,-,"4,950","4,950",-,-,-,-,-,-,-,64,たばこ,,,,,,
65,その他食料工業品,"3,060","2,255",805,-,-,-,-,-,-,"3,060","2,255",805,-,-,-,-,-,-,65,その他食料工業品,,,,,,
雑工業品,,"132,772","114,951","17,821",-,-,-,-,-,-,"132,772","114,951","17,821",-,-,-,-,-,-,雑工業品,,,,,,,
66,がん具,75,75,-,-,-,-,-,-,-,75,75,-,-,-,-,-,-,-,66,がん具,,,,,,
67,衣服・身廻品・はきもの,230,220,10,-,-,-,-,-,-,230,220,10,-,-,-,-,-,-,67,衣服・身廻品・はきもの,,,,,,
68,文房具・運動娯楽用品・楽器,670,630,40,-,-,-,-,-,-,670,630,40,-,-,-,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,,
69,家具装備品,"14,125","13,640",485,-,-,-,-,-,-,"14,125","13,640",485,-,-,-,-,-,-,69,家具装備品,,,,,,
70,その他日用品,"76,075","71,490","4,585",-,-,-,-,-,-,"76,075","71,490","4,585",-,-,-,-,-,-,70,その他日用品,,,,,,
71,ゴム製品,"1,935","1,605",330,-,-,-,-,-,-,"1,935","1,605",330,-,-,-,-,-,-,71,ゴム製品,,,,,,
72,木製品,35,30,5,-,-,-,-,-,-,35,30,5,-,-,-,-,-,-,72,木製品,,,,,,
73,その他製造工業品,"39,627","27,261","12,366",-,-,-,-,-,-,"39,627","27,261","12,366",-,-,-,-,-,-,73,その他製造工業品,,,,,,
特殊品,,"660,640","489,829","170,811",-,-,-,"413,363","413,363",-,"247,277","76,466","170,811","152,448","152,448",-,"176,847","176,293",554,特殊品,,,,,,,
74,金属くず,"3,955",465,"3,490",-,-,-,-,-,-,"3,955",465,"3,490",-,-,-,393,-,393,74,金属くず,,,,,,
75,再利用資材,"9,035",30,"9,005",-,-,-,-,-,-,"9,035",30,"9,005","30,191","30,191",-,"135,722","135,561",161,75,再利用資材,,,,,,
76,動植物性製造飼肥料,"12,020","10,205","1,815",-,-,-,-,-,-,"12,020","10,205","1,815",-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,,
77,廃棄物,"4,735","4,735",-,-,-,-,-,-,-,"4,735","4,735",-,-,-,-,-,-,-,77,廃棄物,,,,,,
78,廃土砂,"413,363","413,363",-,-,-,-,"413,363","413,363",-,-,-,-,"122,257","122,257",-,"40,732","40,732",-,78,廃土砂,,,,,,
79,輸送用容器,"184,797","47,590","137,207",-,-,-,-,-,-,"184,797","47,590","137,207",-,-,-,-,-,-,79,輸送用容器,,,,,,
80,取合せ品,"32,735","13,441","19,294",-,-,-,-,-,-,"32,735","13,441","19,294",-,-,-,-,-,-,80,取合せ品,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,
