19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,600,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,174,174,-,-,98,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,31,173,689,"4,994",357,336,"8,281","1,186","114,397","114,385",7,5,"162,273",-,-,"3,688",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,337,337,-,-,839,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,197,-,99,-,-,"4,862","4,855",7,-,"9,865",-,-,"2,602",29,鋼材,,,,,
30,非鉄金属,-,-,324,577,-,-,-,296,"1,470","1,470",-,-,"1,549",-,-,122,30,非鉄金属,,,,,
31,金属製品,21,4,2,586,-,99,30,9,"4,857","4,857",-,-,"15,924",-,-,256,31,金属製品,,,,,
32,鉄道車両,-,-,-,1,-,-,-,-,10,10,-,-,752,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,10,140,140,-,-,"1,374",-,-,17,33,完成自動車,,,,,
34,その他輸送用車両,-,2,-,-,-,60,-,-,155,155,-,-,41,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,239,239,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,1,103,-,-,"7,507",7,"4,504","4,504",-,-,"68,019",-,-,10,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,901,901,-,-,30,-,-,-,37,その他輸送機械,,,,,
38,産業機械,10,162,148,"2,862",357,45,627,385,"57,074","57,074",-,-,"50,459",-,-,369,38,産業機械,,,,,
39,電気機械,-,5,205,618,-,3,90,341,"29,992","29,987",-,5,"5,389",-,-,266,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,9,50,-,30,27,138,"2,986","2,986",-,-,"6,874",-,-,46,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,"5,953","5,953",-,-,401,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,917,917,-,-,757,-,-,-,42,その他機械,,,,,
化学工業品,,1,-,"1,412","13,591",-,194,471,"1,423","50,271","50,251",15,5,"69,357",-,-,"6,924",化学工業品,,,,,,
43,陶磁器,-,-,-,15,-,-,-,-,272,272,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,1,-,-,-,-,-,-,-,54,54,-,-,454,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,368,-,-,1,15,"3,233","3,218",15,-,187,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,79,15,-,122,11,117,662,662,-,-,"5,442",-,-,373,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,2,-,-,249,249,-,-,428,-,-,180,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,175,175,-,-,173,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,30,30,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,111,"1,975",-,4,15,504,"12,316","12,316",-,-,"9,691",-,-,"1,522",54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,64,64,-,-,15,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,-,"1,222","11,218",-,66,444,787,"33,216","33,211",-,5,"52,967",-,-,"4,849",56,その他化学工業品,,,,,
軽工業品,,-,-,60,"2,128",-,21,15,"10,372","21,718","21,714",-,4,"8,703",22,-,368,軽工業品,,,,,,
57,紙・パルプ,-,-,60,"1,846",-,-,-,"10,125","1,457","1,453",-,4,"2,541",-,-,76,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,649,649,-,-,27,-,-,4,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,2,-,20,-,73,"1,103","1,103",-,-,"3,505",-,-,158,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,31,31,-,-,11,-,-,11,60,砂糖,,,,,
61,製造食品,-,-,-,175,-,-,15,174,"16,454","16,454",-,-,"2,576",22,-,119,61,製造食品,,,,,
62,飲料,-,-,-,105,-,-,-,-,"1,344","1,344",-,-,43,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,656,656,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,1,-,-,24,24,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,10,30,"2,557","32,883",-,6,168,445,"28,526","28,526",-,-,"12,805",-,30,"1,169",雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,-,-,351,351,-,-,57,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,"2,555","30,815",-,-,-,33,"1,832","1,832",-,-,"1,668",-,-,197,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,148,-,4,47,3,"4,944","4,944",-,-,"1,089",-,-,282,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,185,-,-,-,-,"3,113","3,113",-,-,908,-,-,30,69,家具装備品,,,,,
70,その他日用品,-,-,-,26,-,1,-,404,"8,813","8,813",-,-,"2,003",-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,30,2,764,-,-,91,2,"2,033","2,033",-,-,"3,319",-,-,641,71,ゴム製品,,,,,
72,木製品,10,-,-,3,-,-,30,-,597,597,-,-,100,-,-,12,72,木製品,,,,,
73,その他製造工業品,-,-,-,942,-,1,-,3,"6,843","6,843",-,-,"3,661",-,30,7,73,その他製造工業品,,,,,
特殊品,,-,7,44,"3,197",-,15,533,650,"20,929","20,929",-,-,"84,779",-,-,"4,989",特殊品,,,,,,
74,金属くず,-,-,-,525,-,-,-,120,27,27,-,-,398,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,150,-,-,-,100,"8,105","8,105",-,-,"71,031",-,-,111,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,600,-,-,-,-,18,18,-,-,28,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,37,52,-,-,90,91,"5,567","5,567",-,-,"10,149",-,-,"4,576",79,輸送用容器,,,,,
80,取合せ品,-,7,7,"1,870",-,15,443,339,"7,212","7,212",-,-,"3,173",-,-,302,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
