52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,210,-,-,30,-,-,15,-,"4,407",825,60,"2,217",405,705,165,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,497,300,-,-,197,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,241,844,289,-,117,120,554,"12,294",41,792,"4,911","1,614",45,"2,903",-,56,その他化学工業品,,,,,
軽工業品,,-,66,812,296,-,48,92,"3,203","109,592","2,818","3,179","17,021","13,997",87,"51,837",374,軽工業品,,,,,,
57,紙・パルプ,-,-,-,-,-,-,-,-,432,15,-,63,-,-,279,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,10,295,-,-,267,15,-,13,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,-,-,-,658,-,-,208,60,-,30,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,"2,262","1,980",-,-,42,-,-,-,60,砂糖,,,,,
61,製造食品,-,66,438,125,-,48,60,"3,070","77,345",574,"1,180","8,434","6,899",44,"45,318",359,61,製造食品,,,,,
62,飲料,-,-,374,171,-,-,32,123,"25,365",159,"1,819","6,511","6,831",43,"6,077",15,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,"2,463",-,180,"1,328",150,-,120,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,210,-,-,210,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,562,90,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,-,-,120,336,-,-,15,64,"18,111","1,572","1,553","9,138","2,432",-,202,-,雑工業品,,,,,,
66,がん具,-,-,-,30,-,-,-,-,145,30,13,45,12,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,134,-,-,-,2,"2,453",195,256,670,845,-,82,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,-,-,"4,617",30,100,"3,302","1,185",-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,30,-,-,-,62,"6,579","1,243",688,"1,764",225,-,120,-,69,家具装備品,,,,,
70,その他日用品,-,-,-,-,-,-,-,-,223,-,15,73,90,-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,-,120,142,-,-,-,-,"3,165",-,1,"3,134",-,-,-,-,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,195,45,-,30,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,-,-,-,15,-,734,29,480,120,75,-,-,-,73,その他製造工業品,,,,,
特殊品,,-,-,75,-,-,-,73,30,"4,599",60,209,"1,791",689,-,354,-,特殊品,,,,,,
74,金属くず,-,-,15,-,-,-,-,-,31,15,-,-,16,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,"1,862",-,-,591,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,60,-,-,-,73,30,492,-,125,318,-,-,34,-,79,輸送用容器,,,,,
80,取合せ品,-,-,-,-,-,-,-,-,"2,214",45,84,882,673,-,320,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
