"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20211201","高輪地区総合支所管内","白金二丁目","857","1123","1980"
"20211201","高輪地区総合支所管内","白金三丁目","1403","1756","3159"
"20211201","高輪地区総合支所管内","白金四丁目","484","694","1178"
"20211201","高輪地区総合支所管内","白金五丁目","629","785","1414"
"20211201","高輪地区総合支所管内","白金六丁目","1342","1683","3025"
"20211201","高輪地区総合支所管内","白金台一丁目","343","468","811"
"20211201","高輪地区総合支所管内","白金台二丁目","1010","1334","2344"
"20211201","高輪地区総合支所管内","白金台三丁目","1293","1753","3046"
"20211201","高輪地区総合支所管内","白金台四丁目","689","951","1640"
"20211201","高輪地区総合支所管内","白金台五丁目","697","898","1595"
"20211201","芝浦港南地区総合支所管内","芝浦一丁目","1289","1227","2516"
"20211201","芝浦港南地区総合支所管内","芝浦二丁目","1384","1583","2967"
"20211201","芝浦港南地区総合支所管内","芝浦三丁目","795","869","1664"
"20211201","芝浦港南地区総合支所管内","芝浦四丁目","6039","6594","12633"
"20211201","芝浦港南地区総合支所管内","海岸二丁目","485","502","987"
"20211201","芝浦港南地区総合支所管内","海岸三丁目","1768","1450","3218"
"20211201","芝浦港南地区総合支所管内","港南一丁目","137","147","284"
"20211201","芝浦港南地区総合支所管内","港南二丁目","976","1115","2091"
"20211201","芝浦港南地区総合支所管内","港南三丁目","2299","2614","4913"
"20211201","芝浦港南地区総合支所管内","港南四丁目","3669","4256","7925"
"20211201","芝浦港南地区総合支所管内","港南五丁目","272","183","455"
"20211201","芝浦港南地区総合支所管内","台場一丁目","1627","1824","3451"
"20211201","芝浦港南地区総合支所管内","台場二丁目","370","389","759"

"町丁別選挙人名簿登録者数　令和3年12月1日時点","Ver202112",,,,
