 3-(2)海上出入貨物品種別表,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,,輸出,,,,輸入,,,,移出,,移入,
30,非鉄金属,"23,958","203,409","6,795","63,784","6,748","63,714","13,568","112,386","13,564","109,311",180,"3,984","3,415","23,255"
31,金属製品,"140,053","1,232,854","21,037","198,836","21,037","198,830","113,951","989,712","113,827","984,694","3,377","28,533","1,688","15,773"
32,鉄道車両,168,"2,085",16,480,16,480,152,"1,605",152,"1,605",-,-,-,-
33,完成自動車,"1,118,704","9,425,600","9,639","72,894","9,639","72,456","2,069","17,155","2,053","15,728","620,777","5,301,035","486,219","4,034,516"
34,その他輸送用車両,"10,042","71,984",242,"1,707",242,"1,707","8,845","61,310","7,587","56,764",919,"6,888",36,"2,079"
35,二輪自動車,"6,289","46,154","1,049","10,436","1,049","10,434","5,199","35,471","5,199","35,471",18,109,23,138
36,自動車部品,"176,735","1,621,109","110,354","1,026,424","110,354","1,026,424","61,686","552,897","61,677","552,788","2,040","16,687","2,655","25,101"
37,その他輸送機械,"51,273","435,869","5,227","41,633","5,227","41,633","27,816","239,252","27,816","239,252","6,950","61,572","11,280","93,412"
38,産業機械,"262,415","2,356,624","136,793","1,204,152","135,208","1,197,051","111,775","1,025,484","111,750","1,024,490","10,690","93,749","3,157","33,239"
39,電気機械,"306,486","2,676,779","49,318","450,618","49,318","450,499","251,774","2,191,614","251,726","2,190,906","4,127","26,012","1,267","8,535"
40,測量・光学・医療用機械,"51,342","423,996","17,147","154,798","16,873","149,650","30,422","240,742","30,418","227,058","2,791","21,030",982,"7,426"
41,事務用機器,"19,905","152,200","2,596","18,631","2,596","18,631","14,786","113,147","14,786","113,147","2,433","19,705",90,717
42,その他機械,"4,794","43,586",885,"7,719",885,"7,719","2,044","16,623","2,044","16,623","1,115","11,344",750,"7,900"
化学工業品,,"1,050,672","9,201,431","184,263","1,539,768","184,254","1,539,706","276,513","2,387,766","276,509","2,378,156","38,517","329,502","551,379","4,944,395"
43,陶磁器,"12,216","101,593",879,"7,740",879,"7,737","11,337","93,774","11,337","93,774",-,79,-,-
44,セメント,"139,670","1,649,613",60,491,60,491,"1,362","10,867","1,362","10,867","2,536","20,207","135,712","1,618,048"
45,ガラス類,"20,137","193,089","5,836","57,836","5,836","57,834","13,726","126,454","13,726","126,454",555,"8,433",20,366
46,窯業品,"32,928","271,540","8,650","74,037","8,641","73,986","15,804","142,718","15,804","142,707","4,015","25,450","4,459","29,335"
47,重油,"39,711","319,079",-,-,-,-,-,-,-,-,"19,328","153,285","20,383","165,794"
48,揮発油,34,"2,721",-,-,-,-,-,238,-,238,34,608,-,"1,875"
49,その他の石油,"378,490","3,012,968","1,955","18,533","1,955","18,533","1,473","12,598","1,473","12,598","1,627","13,459","373,435","2,968,378"
50,LNG/液化天然ガス,-,80,-,-,-,-,-,75,-,75,-,-,-,5
51,LPG/液化石油ガス,483,"6,017",-,-,-,-,45,"1,410",45,"1,410",438,"4,587",-,20
52,その他石油製品,"7,471","61,659",872,"4,869",872,"4,869","1,310","10,327","1,310","10,327",350,"2,437","4,939","44,026"
53,コークス,"3,299","49,732",-,-,-,-,660,"14,500",660,"4,979",-,"13,271","2,639","21,961"
54,石炭製品,319,"4,275",289,"3,417",289,"3,417",30,838,30,838,-,-,-,20
55,化学薬品,"74,662","660,086","22,968","193,912","22,968","193,912","45,236","399,360","45,236","399,360","3,290","28,299","3,168","38,515"
56,化学肥料,"5,430","42,458",799,"1,715",799,"1,715","4,221","35,543","4,221","35,543",205,"2,540",205,"2,660"
57,その他化学工業品,"335,822","2,826,521","141,955","1,177,218","141,955","1,177,212","181,309","1,539,064","181,305","1,538,986","6,139","56,847","6,419","53,392"
軽工業品,,"638,032","5,348,692","43,260","392,058","43,213","391,918","402,979","3,191,418","402,979","3,190,147","68,170","554,608","123,623","1,210,608"
58,紙・パルプ,"190,708","1,714,788","14,253","137,251","14,253","137,191","66,662","526,027","66,662","525,184","21,055","162,016","88,738","889,494"
59,糸及び紡績半製品,"3,891","38,232",583,"3,902",583,"3,902","3,308","34,166","3,308","34,166",-,104,-,60
60,その他繊維工業品,"28,499","236,580","5,029","35,724","4,982","35,644","23,115","199,129","23,115","199,129",355,"1,518",-,209
61,砂糖,"8,839","86,527",38,541,38,541,"3,039","30,780","3,039","30,780","1,280","9,094","4,482","46,112"
62,製造食品,"251,366","2,042,344","18,852","173,833","18,852","173,833","209,719","1,664,142","209,719","1,663,839","14,145","127,815","8,650","76,554"
63,飲料,"91,483","740,634","3,756","35,362","3,756","35,362","56,016","436,168","56,016","436,043","22,278","182,342","9,433","86,762"
64,水,"28,361","188,695",746,"4,811",746,"4,811","22,138","139,210","22,138","139,210","3,697","32,129","1,780","12,545"
65,たばこ,"10,333","77,721",-,136,-,136,"9,648","67,365","9,648","67,365",535,"5,560",150,"4,660"
66,その他食料工業品,"24,552","223,171",3,498,3,498,"9,334","94,431","9,334","94,431","4,825","34,030","10,390","94,212"
雑工業品,,"1,047,905","7,823,489","90,860","795,290","90,860","795,287","919,166","6,713,624","919,081","6,713,332","29,431","248,321","8,448","66,254"
67,がん具,"47,355","397,506","2,302","19,173","2,302","19,173","45,048","378,167","45,048","378,166",5,50,-,116
68,衣服・身廻品・はきもの,"463,833","3,090,871","10,893","106,482","10,893","106,482","451,552","2,971,925","451,552","2,971,916","1,323","10,103",65,"2,361"
69,文房具・運動娯楽用品・楽器,"63,652","520,528","9,340","80,872","9,340","80,872","54,040","434,792","54,035","434,655",195,"3,842",77,"1,022"
70,家具装備品,"171,191","1,442,089","6,328","59,175","6,328","59,175","163,213","1,362,959","163,211","1,362,956","1,115","13,964",535,"5,991"
71,その他日用品,"76,585","535,833","12,416","87,064","12,416","87,064","42,477","277,801","42,477","277,800","18,851","150,832","2,841","20,136"
72,ゴム製品,"69,645","558,983","26,316","248,741","26,316","248,741","41,214","291,885","41,214","291,885","1,075","8,725","1,040","9,632"
73,木製品,"103,215","829,067",950,"7,584",950,"7,581","100,318","802,563","100,244","802,466","1,877","18,209",70,711
74,その他製造工業品,"52,429","448,612","22,315","186,199","22,315","186,199","21,304","193,532","21,300","193,488","4,990","42,596","3,820","26,285"
特殊品,,"996,989","8,155,564","250,482","1,878,168","191,579","1,535,761","179,050","1,447,691","173,497","1,421,140","349,057","3,092,204","218,400","1,737,501"
75,金属くず,"81,972","476,786","74,757","413,435","16,773","75,985","4,329","42,159","4,329","42,159","1,869","10,714","1,017","10,478"
76,再利用資材,"167,568","1,407,500","150,748","1,201,400","150,748","1,201,400","3,530","27,522","3,530","27,522","11,539","161,988","1,751","16,590"
77,動植物性製造飼肥料,"84,007","736,712","1,674","11,946","1,674","11,896","73,564","680,150","73,564","680,150","8,274","40,761",495,"3,855"
78,廃棄物,359,"8,087",-,-,-,-,-,-,-,-,250,"2,375",109,"5,712"
79,廃土砂,"81,280","742,019",-,-,-,-,-,-,-,-,"70,876","730,181","10,404","11,838"
80,輸送用容器,"122,198","985,265","15,039","136,685","14,120","131,778","82,715","638,483","77,162","612,174","6,401","56,279","18,043","153,818"
81,取合せ品,"459,605","3,799,195","8,264","114,702","8,264","114,702","14,912","59,377","14,912","59,135","249,848","2,089,906","186,581","1,535,210"
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
