年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
11,4,3,8,7,11,4,9,4,14,7,1,5,34,34,6,17,7,8,1,1,1,1,3,2,7,1,18,14,67,54,5,0,7,12,3,6,2,4,3,11,9,4,3,2,5,11,6,6,4,6,1,2,6,8,1,3,6,7,2,7,3,4,1,4,1,0,6,6,14,13,0,0,6,2,23,21,5,4,15,17,15,19,2,5,4,6,1,1,5,8,16,14,15,17,3,5,6,6,3,6,0,0,13,12,15,15,5,0,4,5,1,1,12,13,16,11,1,7,0,1,3,5,6,5,8,13,15,11,12,11,7,7,8,11,15,5,16,11,14,10,40,37,1,3,6,6,11,4,3,4,7,9,4,1,5,4,3,1,2,2,0,1,2,5,653,640,"1,293"
12,3,3,6,10,6,5,3,8,9,6,4,4,34,20,15,11,8,4,3,5,1,2,4,1,6,5,15,7,56,50,4,7,4,8,5,4,3,7,6,4,6,8,1,6,6,4,10,9,4,3,10,10,3,5,6,3,5,7,6,0,8,8,4,3,0,1,8,6,4,5,1,3,1,6,16,11,5,8,22,19,10,14,5,4,7,6,1,1,3,5,8,14,16,17,7,6,6,9,6,8,0,0,8,8,17,13,6,4,5,4,0,1,12,8,10,8,0,4,1,1,4,3,4,3,15,12,14,15,17,12,6,4,10,13,16,8,10,14,8,5,38,31,3,3,8,9,8,11,1,5,8,7,1,4,6,1,2,1,1,3,3,4,8,8,640,607,"1,247"
13,3,1,13,8,9,9,5,7,3,8,5,4,29,28,12,18,6,4,5,0,1,1,5,1,6,2,11,11,62,52,7,3,3,6,8,11,4,2,10,8,4,5,6,1,8,6,7,5,9,1,8,11,6,4,3,3,4,8,4,5,4,6,3,1,1,1,6,5,7,6,2,1,4,2,10,18,7,9,18,13,5,13,5,7,2,7,0,2,7,4,12,12,20,19,4,6,5,12,7,5,0,0,10,9,10,23,4,9,4,6,3,1,6,16,9,12,3,6,5,1,7,5,2,1,11,17,19,11,14,6,11,4,6,3,15,7,16,10,12,6,36,30,0,1,3,9,9,8,5,1,4,7,0,1,8,1,2,5,2,0,1,2,8,13,640,613,"1,253"
14,2,6,7,11,16,3,7,8,4,4,2,5,34,29,12,12,4,12,3,2,2,2,4,7,6,7,12,9,59,51,4,4,10,3,8,6,4,5,5,8,2,3,5,0,8,5,10,12,8,4,1,5,9,5,1,2,12,3,6,1,6,3,0,3,1,0,5,6,10,6,0,0,7,1,9,10,6,6,21,15,8,7,2,5,7,6,2,2,9,8,10,9,17,12,3,2,5,4,6,8,0,0,8,4,15,5,7,7,4,2,3,0,11,9,13,12,5,7,1,2,6,3,2,3,7,8,8,19,5,12,7,6,12,6,7,10,13,13,9,8,37,37,3,3,8,5,8,8,5,3,10,8,1,2,2,2,0,1,0,2,1,0,8,8,627,562,"1,189"
15,2,3,6,12,6,5,8,7,9,7,5,4,26,28,13,14,13,7,5,1,1,1,1,0,6,3,7,7,60,54,3,1,12,5,6,9,2,5,7,7,6,5,4,0,9,3,5,7,5,7,9,3,7,7,4,1,10,6,3,6,8,6,3,2,0,1,7,6,5,12,1,0,4,5,10,5,8,6,15,21,7,6,3,4,5,5,2,0,4,7,20,9,14,17,6,7,5,3,8,4,0,0,13,3,8,15,3,9,6,2,1,2,10,10,7,15,5,6,4,3,7,4,1,4,9,4,10,12,9,7,8,9,9,12,9,14,13,12,11,12,36,34,4,4,6,8,11,6,4,6,3,4,1,1,2,3,2,4,1,2,0,3,3,10,611,591,"1,202"
16,2,1,12,10,5,7,4,6,5,9,2,5,25,19,20,12,8,12,3,4,0,0,5,6,3,6,12,11,55,67,3,4,6,6,9,3,4,6,4,6,4,7,4,1,2,6,11,5,5,4,1,5,6,6,4,2,11,9,5,2,7,9,3,3,0,0,4,5,8,6,0,1,4,4,4,13,8,7,34,16,5,7,5,3,8,8,4,1,10,5,15,13,13,17,8,6,9,12,2,4,0,0,7,10,17,15,4,3,5,5,0,3,13,11,13,11,5,7,3,1,5,3,3,2,8,11,11,7,9,10,12,8,10,9,7,7,12,15,8,13,25,33,4,1,12,8,8,6,3,3,2,9,1,4,3,2,1,2,2,1,3,1,8,7,615,615,"1,230"
17,7,6,8,13,13,9,9,7,8,3,5,5,17,23,12,17,6,12,4,1,1,0,4,3,4,4,10,8,61,51,1,4,7,7,10,3,3,6,5,4,4,4,3,3,4,6,8,12,3,9,7,1,9,3,4,2,13,10,8,9,8,4,4,4,2,2,9,6,12,9,1,1,4,3,8,6,5,8,22,22,6,7,7,5,7,4,3,4,6,7,5,13,21,9,7,6,3,6,12,4,0,0,8,6,14,9,6,6,5,5,3,1,13,19,17,6,8,8,1,2,3,1,5,2,7,13,13,12,8,11,6,7,10,7,7,9,12,10,9,11,26,21,7,1,14,5,8,9,4,2,5,8,0,1,3,3,8,1,1,3,4,4,6,7,651,585,"1,236"
18,4,5,8,11,10,11,6,1,5,6,7,2,23,14,18,24,11,15,4,1,0,0,4,6,5,5,14,10,59,59,6,3,5,9,5,7,3,4,3,3,2,5,1,5,6,5,6,9,3,5,7,5,6,7,3,2,9,8,9,4,17,8,4,1,0,0,7,5,9,14,2,3,6,5,13,8,3,7,24,20,15,6,5,5,5,3,0,5,11,10,12,14,13,13,10,6,12,7,4,7,0,0,8,5,13,17,5,10,1,6,1,1,12,15,9,11,5,5,2,0,2,5,3,2,6,6,14,14,7,19,9,10,9,6,9,10,10,19,12,8,22,17,2,3,12,12,3,6,3,3,10,8,3,2,2,3,7,2,3,1,3,0,12,12,643,636,"1,279"
19,5,2,5,14,12,14,8,6,8,9,8,4,22,16,23,17,16,9,3,1,2,0,7,4,7,3,10,10,69,62,7,4,10,5,7,7,11,7,8,8,5,9,4,5,11,9,10,7,4,7,4,3,9,6,1,1,11,9,7,2,11,11,5,2,0,0,5,10,14,8,2,12,1,2,7,9,13,14,22,17,11,10,9,2,8,12,5,3,7,6,10,15,13,8,4,4,6,13,10,9,0,0,7,8,7,20,6,9,2,5,2,2,15,21,10,12,4,11,2,3,3,7,2,4,12,8,12,8,5,5,7,8,11,11,14,13,6,9,11,8,15,23,2,4,8,4,6,14,7,7,6,1,3,4,7,1,2,4,2,1,4,3,14,12,691,677,"1,368"
20,4,3,16,16,6,8,12,9,5,9,4,3,24,16,18,13,7,9,3,3,3,1,4,4,7,4,18,12,84,46,3,5,8,4,6,9,6,3,14,14,8,5,4,3,12,24,16,11,4,5,9,6,5,11,3,1,6,14,3,7,9,6,0,1,2,0,12,11,18,16,9,13,7,11,5,7,10,14,26,27,5,5,14,11,11,6,0,7,17,12,10,12,15,10,7,5,10,5,10,10,0,0,9,5,14,17,4,5,4,0,3,0,15,17,16,14,12,6,1,1,5,4,1,2,12,12,12,11,5,12,11,9,8,8,25,5,17,12,10,8,11,20,2,5,7,6,10,12,15,4,4,5,0,5,4,2,2,4,0,0,6,4,11,9,775,691,"1,466"
21,4,6,10,20,4,5,3,10,8,7,7,7,15,17,18,18,11,8,3,4,5,1,4,2,12,5,19,27,68,53,4,6,9,3,3,6,7,4,27,17,8,6,1,7,25,15,12,9,3,2,3,9,12,17,0,2,11,12,1,1,12,12,0,1,0,0,6,7,13,14,6,12,2,8,5,6,7,13,29,28,12,12,15,3,3,12,3,0,16,14,19,16,12,17,8,5,9,7,13,11,0,0,12,17,16,20,6,3,1,4,2,2,18,25,8,13,7,10,1,4,5,6,2,2,16,13,10,9,10,10,7,11,10,6,14,13,14,12,14,20,15,16,3,4,4,6,6,11,18,9,4,2,2,2,6,3,4,2,4,0,3,1,18,9,767,769,"1,536"
22,1,6,16,29,10,13,11,11,8,4,6,8,17,10,26,14,18,6,3,2,0,0,4,2,6,5,25,23,76,57,4,2,5,6,8,4,15,9,33,20,4,14,3,8,22,19,10,10,2,5,2,6,14,13,2,2,16,10,4,2,6,4,5,2,1,0,9,13,23,21,10,8,18,6,2,11,11,12,25,38,11,8,7,2,4,5,3,2,10,18,17,15,11,6,6,5,7,5,13,7,0,0,8,12,10,10,3,4,3,3,1,1,23,33,15,9,8,6,4,3,6,6,2,5,16,12,14,10,14,9,3,11,8,7,24,6,11,13,13,17,14,15,4,3,7,4,9,9,7,4,7,1,1,1,2,3,1,2,0,2,2,1,13,20,823,750,"1,573"
23,1,3,29,30,16,6,18,15,6,5,6,1,7,16,14,17,12,8,1,0,0,2,5,3,4,10,22,18,73,63,6,6,8,7,12,7,3,9,27,12,14,11,5,17,25,16,17,4,6,2,5,7,8,11,3,3,5,9,5,5,9,10,1,2,0,0,16,11,22,16,8,6,22,12,12,15,9,9,31,37,2,6,9,3,7,9,0,1,11,16,10,26,14,13,8,9,6,11,9,14,0,0,16,18,13,11,2,7,5,1,3,3,25,23,17,22,1,10,0,1,4,1,5,5,18,14,8,7,14,9,6,10,10,6,8,4,19,17,9,14,7,11,2,2,5,2,12,11,5,8,1,5,3,3,5,1,1,0,2,0,1,0,13,19,809,794,"1,603"
24,7,5,23,22,7,8,11,16,9,7,5,6,15,15,11,10,12,12,2,0,1,3,8,4,11,5,26,20,68,55,6,4,9,8,13,11,4,9,29,17,15,13,9,13,15,15,12,4,3,6,5,3,10,13,7,4,14,14,1,5,7,7,0,0,1,1,16,16,25,18,13,6,9,11,13,13,8,16,23,21,5,17,8,6,7,8,1,2,7,28,19,17,14,13,7,8,10,5,8,5,0,0,7,13,6,9,2,3,3,4,2,3,22,16,13,11,4,5,0,1,3,6,2,1,20,17,10,7,18,13,7,4,6,9,7,6,29,13,21,15,11,9,2,3,6,8,10,11,4,5,5,5,2,1,5,5,0,1,1,3,2,1,16,8,815,761,"1,576"
25,2,2,21,29,9,9,16,10,9,12,5,9,12,23,17,11,11,11,1,0,6,2,5,0,12,4,26,29,54,48,6,7,5,3,7,4,11,7,25,25,11,16,4,5,14,20,19,11,5,4,4,4,12,11,5,5,3,7,3,4,9,5,1,0,0,0,13,10,31,19,7,13,14,14,5,13,20,10,22,23,3,9,4,7,4,3,1,0,14,23,12,21,6,13,2,4,4,3,8,8,0,0,12,11,11,12,6,2,3,1,2,4,13,20,9,17,3,8,0,1,3,3,4,3,15,15,6,9,14,14,4,8,10,8,3,8,14,11,19,16,10,13,4,3,6,4,4,12,4,7,2,5,0,1,6,1,4,1,1,1,2,1,16,16,730,766,"1,496"
26,3,4,14,17,8,8,14,10,13,10,8,6,10,11,16,9,9,11,1,1,1,3,5,1,4,9,26,22,59,41,5,6,2,5,12,7,6,5,26,14,16,12,7,7,17,15,14,8,5,7,5,2,7,6,3,2,5,9,3,7,4,6,1,0,0,1,17,18,21,25,13,12,7,11,5,7,13,12,26,33,3,12,7,3,7,7,2,0,20,19,9,13,16,19,8,5,6,3,9,7,0,0,10,8,9,10,4,5,6,2,1,0,20,23,16,9,7,8,1,1,0,1,2,3,11,26,4,3,8,8,8,4,10,9,9,6,16,9,13,9,10,12,1,1,8,4,7,12,9,6,5,5,0,4,0,2,0,2,1,0,0,2,12,23,726,705,"1,431"
27,3,2,19,22,11,5,14,12,7,4,5,5,10,15,16,10,9,7,0,2,1,4,4,3,16,11,32,23,54,44,4,2,6,3,13,8,12,14,27,12,15,17,9,13,12,8,8,8,4,7,1,4,8,9,2,5,7,5,5,4,7,4,0,0,1,0,12,14,23,18,7,6,9,10,4,8,12,9,26,19,8,8,8,4,3,5,2,1,13,19,14,16,10,12,11,10,7,4,8,10,0,0,9,12,10,11,4,4,1,2,0,2,22,24,9,10,3,10,1,1,2,4,3,5,14,14,5,7,8,2,2,5,9,4,5,5,18,7,15,8,3,10,1,0,3,6,4,13,10,6,2,2,1,0,0,0,1,2,2,1,0,0,13,16,699,658,"1,357"
28,4,7,18,20,5,5,10,15,11,8,5,2,11,14,11,9,8,3,0,0,2,2,6,6,9,8,27,18,40,37,5,5,10,7,9,6,3,9,22,12,14,15,3,6,15,9,5,7,7,6,3,2,11,12,3,1,5,11,7,7,9,5,1,3,0,0,19,9,21,20,4,5,8,7,2,8,13,20,19,26,7,3,7,5,4,3,1,0,11,12,19,10,12,7,11,8,4,9,5,5,0,0,17,7,12,10,3,7,4,1,2,1,20,14,12,9,5,3,2,4,6,2,5,4,17,19,3,10,14,11,10,4,4,4,7,3,15,11,12,11,12,11,3,3,3,3,8,14,4,6,2,5,0,0,0,1,1,1,1,0,2,1,19,11,691,625,"1,316"
29,2,6,17,16,7,9,9,10,6,7,4,3,15,9,3,6,8,11,3,4,1,2,3,3,12,10,16,12,36,39,3,5,9,8,10,13,4,7,21,16,15,19,8,8,9,11,10,12,4,11,3,2,8,6,5,2,3,5,4,5,7,9,0,2,0,1,14,12,12,14,1,4,6,5,8,11,16,7,21,23,12,3,5,4,4,5,1,1,7,14,16,18,28,22,14,7,5,4,5,6,0,0,9,8,14,7,2,1,4,1,1,1,23,19,10,8,8,8,1,2,3,0,3,2,17,14,8,3,16,7,4,1,9,7,6,4,12,18,12,11,25,17,1,1,5,4,7,8,4,4,2,4,0,1,2,0,2,0,3,1,1,1,19,11,673,623,"1,296"
30,2,3,13,13,6,7,12,13,9,10,5,4,11,12,5,11,9,7,2,2,3,7,7,0,10,8,12,21,44,44,4,1,5,6,15,9,7,10,19,16,15,9,8,7,6,5,7,9,5,8,1,4,5,6,1,3,8,7,8,8,5,10,0,1,1,0,20,12,23,17,11,4,10,9,3,7,15,13,20,13,9,12,4,5,4,9,1,1,8,12,20,10,13,11,13,7,2,4,6,10,0,0,9,9,15,17,3,3,4,3,1,2,26,22,7,9,3,4,4,0,3,1,3,4,12,22,9,3,11,13,10,7,5,5,9,6,8,16,9,11,10,20,2,4,3,3,11,11,5,5,2,0,0,1,1,3,0,0,4,2,1,1,16,15,658,659,"1,317"
31,7,4,16,15,5,5,14,15,12,9,2,7,12,14,9,6,11,4,2,1,1,0,4,2,9,11,12,17,41,37,2,7,8,4,10,9,9,12,24,19,11,12,4,2,9,6,4,7,4,4,6,3,5,5,3,3,11,9,4,5,11,2,2,1,1,0,12,13,23,18,5,4,7,8,14,9,14,15,21,13,8,20,5,7,8,8,2,0,8,9,21,21,15,25,16,4,8,10,6,4,0,0,12,7,9,14,3,5,2,1,0,2,29,25,13,11,12,3,1,1,5,4,3,4,17,18,7,11,14,21,4,5,6,5,7,1,21,17,14,7,22,28,3,0,6,4,12,14,5,7,5,2,1,1,1,3,2,0,4,4,1,1,13,10,732,681,"1,413"
32,8,5,24,12,5,12,16,14,11,9,10,8,13,11,14,9,12,10,4,3,2,1,5,3,11,9,20,17,48,49,4,6,4,9,9,10,15,9,24,19,9,9,11,6,8,15,13,9,8,6,4,0,8,12,3,4,6,6,4,8,11,2,2,2,0,0,14,13,29,12,10,2,3,4,5,8,16,24,33,17,15,20,7,2,10,11,1,1,11,9,21,15,21,26,12,10,4,5,7,5,0,0,12,11,15,12,2,3,4,3,8,3,24,25,21,14,13,4,1,3,6,1,9,3,16,18,15,15,12,23,3,8,6,9,10,9,12,20,14,9,19,25,1,1,9,8,6,15,10,8,4,2,1,2,1,1,2,1,5,1,2,0,20,13,848,758,"1,606"
33,7,6,18,19,8,9,13,14,4,10,6,9,9,11,7,8,12,9,1,1,7,1,4,2,9,8,16,18,56,48,3,7,5,6,16,7,8,9,18,9,11,16,8,5,12,16,7,8,1,4,7,4,10,16,1,4,6,14,6,7,8,11,2,4,1,0,15,16,18,20,7,2,12,9,12,9,19,8,25,21,22,28,5,3,8,2,2,0,9,9,19,18,28,19,15,18,5,5,4,3,0,0,14,10,10,13,2,2,2,3,3,5,27,18,11,13,7,7,1,0,3,2,8,6,23,29,14,14,11,7,10,7,9,7,6,5,16,19,11,12,14,23,2,2,6,10,11,7,5,5,6,6,1,0,3,2,1,1,4,4,1,1,9,15,783,765,"1,548"
34,3,5,18,18,11,8,13,11,14,10,12,5,16,16,13,14,12,14,2,4,0,1,8,7,13,6,17,18,47,41,4,7,9,8,12,10,8,15,22,12,7,14,5,5,16,17,5,5,5,6,1,10,9,9,3,5,9,12,5,5,9,8,2,1,1,1,20,15,24,29,5,2,12,8,1,6,26,19,20,32,21,28,9,8,5,7,1,2,11,11,24,22,19,21,2,11,4,7,8,3,0,0,11,18,11,14,5,3,2,5,3,1,23,12,14,11,8,5,5,3,3,4,0,0,29,25,13,14,14,16,7,8,12,12,20,8,20,17,13,12,35,25,2,2,7,4,12,8,7,6,3,2,0,0,1,5,0,2,4,4,1,2,14,11,842,818,"1,660"
