年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
9,3,0,14,9,5,7,6,1,3,5,2,3,29,27,6,12,4,5,1,2,0,3,4,5,8,2,10,8,57,50,5,5,5,6,8,6,4,10,7,5,6,5,3,3,7,7,6,11,3,6,4,8,4,2,0,0,10,8,1,4,7,4,1,7,0,2,5,7,12,20,0,1,3,7,17,13,6,6,18,17,26,37,4,3,3,1,0,1,6,6,12,13,13,8,10,1,6,5,6,0,0,0,9,9,17,13,2,4,0,5,0,2,8,10,9,10,3,6,3,1,3,5,2,3,10,11,27,21,3,15,2,6,8,5,10,12,8,8,9,14,31,27,3,1,4,12,7,14,8,4,7,4,2,0,0,3,2,0,4,2,2,1,6,5,589,617,"1,206"
10,1,3,6,7,5,3,6,5,7,7,6,7,35,23,21,11,6,11,0,3,2,4,3,3,5,5,12,6,53,52,6,5,11,9,8,9,10,6,5,6,3,7,2,2,7,11,11,11,5,5,5,6,10,3,1,3,8,5,3,5,6,6,5,3,5,0,7,5,9,19,0,0,10,5,15,11,8,4,21,18,19,31,3,1,4,4,1,2,7,6,13,13,17,16,5,5,3,10,3,9,0,0,8,9,10,10,4,2,5,3,2,3,11,12,11,15,2,2,4,1,7,4,3,3,11,17,17,12,11,11,10,3,10,7,8,15,11,14,9,8,34,38,1,3,8,6,6,5,2,2,8,3,2,0,6,2,1,0,2,3,2,0,12,9,662,633,"1,295"
11,3,3,8,6,11,6,10,6,14,7,0,5,33,40,7,19,6,7,1,1,2,0,2,2,6,2,15,16,67,41,6,0,7,7,2,6,2,5,2,10,8,3,2,1,7,13,9,6,4,7,2,3,7,8,1,3,8,7,3,7,4,3,3,6,1,0,5,4,17,11,0,0,5,1,22,18,7,1,14,17,13,20,1,7,6,3,2,0,5,7,17,16,14,15,2,5,9,9,1,7,0,0,12,12,12,13,3,2,5,3,1,1,14,10,17,14,0,7,1,4,5,4,8,3,10,11,17,13,12,11,8,7,8,11,19,3,12,11,10,8,36,34,2,3,4,7,8,4,2,5,5,7,2,1,5,3,3,0,2,1,0,2,2,8,648,620,"1,268"
12,3,3,4,10,7,5,3,5,9,6,4,2,32,22,14,10,11,4,4,4,0,2,5,2,7,4,16,12,56,60,6,6,4,11,7,7,3,7,6,5,5,7,2,5,5,5,6,9,4,1,9,8,2,8,4,3,4,5,4,0,8,9,4,3,0,1,10,5,6,7,1,2,2,5,18,13,4,10,23,19,13,13,5,3,6,6,1,1,2,6,9,11,16,17,5,5,7,7,7,7,0,0,8,7,16,14,7,3,5,6,1,1,12,11,9,9,1,5,1,1,4,4,4,4,13,15,10,12,16,10,5,4,8,15,14,9,11,11,8,8,35,33,2,3,10,5,10,12,1,5,9,10,3,0,5,2,1,2,1,4,1,4,6,6,630,623,"1,253"
13,5,1,11,9,7,10,6,10,5,9,4,5,33,28,12,15,5,5,3,1,2,2,6,1,3,3,10,8,65,44,6,5,4,6,7,11,4,3,11,5,4,6,4,2,9,7,11,6,7,3,8,11,7,1,4,2,4,10,6,4,4,7,2,1,0,1,3,4,7,7,2,1,3,5,8,18,8,8,15,16,7,15,4,6,2,9,0,3,8,5,11,14,18,22,6,5,6,13,8,6,0,0,10,12,9,23,4,8,5,3,2,2,7,13,12,10,2,3,4,1,7,5,1,0,9,15,23,13,13,6,9,5,7,4,13,7,18,12,14,6,43,32,1,0,4,13,8,4,5,1,4,6,0,4,8,1,2,5,2,0,3,1,7,13,651,627,"1,278"
14,2,4,9,7,10,3,4,7,3,1,4,6,31,29,13,16,5,9,4,2,2,2,4,7,8,5,13,11,60,55,5,2,9,3,9,6,4,4,5,9,4,3,6,0,9,4,7,10,9,4,2,7,9,6,2,3,9,3,4,1,6,3,1,3,2,0,6,9,3,6,0,1,4,1,11,11,2,6,23,13,6,5,2,7,5,3,0,1,9,5,11,12,17,12,3,4,6,5,5,8,0,0,8,1,16,6,5,5,4,6,2,0,11,11,13,10,4,8,1,1,5,1,2,2,11,11,9,17,7,10,10,5,10,6,9,7,11,13,9,8,31,34,3,4,4,6,10,8,6,3,10,7,0,1,4,1,1,1,0,2,0,1,11,7,614,547,"1,161"
15,2,6,6,16,12,5,9,6,8,9,4,3,32,21,9,14,10,10,6,0,1,1,1,0,6,5,5,5,52,49,2,3,8,4,5,7,2,4,2,6,5,5,3,0,8,2,7,9,7,6,8,2,8,8,3,0,12,7,3,5,7,5,4,1,0,1,8,6,11,10,0,0,7,5,10,5,9,7,16,20,9,5,3,5,5,6,3,1,2,8,15,8,13,13,4,4,4,4,7,4,0,0,12,5,8,11,4,10,4,2,3,2,11,10,6,15,7,8,4,3,8,5,2,4,7,6,8,13,13,8,9,7,11,8,9,13,12,13,11,11,41,36,2,4,10,5,11,8,4,4,4,5,1,1,2,3,0,3,1,2,1,3,4,11,613,575,"1,188"
16,2,1,7,9,5,4,6,7,7,9,1,6,27,29,23,9,11,11,2,5,0,0,4,4,4,4,13,14,58,71,5,3,10,6,10,5,4,6,8,6,5,6,6,1,3,7,10,3,4,6,3,5,3,5,4,3,12,9,7,3,7,8,1,4,0,0,3,5,7,7,1,1,2,5,5,12,7,6,30,17,4,7,3,4,5,8,3,1,11,6,17,11,15,20,8,5,8,10,3,6,0,0,9,11,14,18,3,3,6,4,0,3,15,10,11,15,5,5,2,1,6,5,2,3,10,8,12,8,8,12,11,9,10,11,8,10,13,13,7,13,27,33,6,0,9,10,8,4,2,5,2,9,1,5,2,3,3,3,1,1,3,1,7,10,627,646,"1,273"
17,7,4,11,12,14,11,7,6,6,5,6,4,16,18,13,19,5,12,4,1,1,0,3,4,2,4,10,7,64,51,1,5,7,8,8,3,4,6,2,4,4,4,3,0,3,4,9,13,4,6,6,2,9,5,4,0,7,8,7,5,9,5,5,2,1,2,11,6,10,8,1,1,5,3,5,7,7,9,23,25,5,8,8,6,9,5,3,3,5,6,7,15,18,10,7,6,5,7,12,3,0,0,5,5,19,11,6,6,4,6,1,2,12,17,17,5,6,8,3,3,2,1,3,2,7,14,11,13,7,7,7,9,9,7,5,4,12,12,10,9,26,24,6,1,12,6,9,10,4,2,4,7,0,0,3,2,7,1,2,2,4,3,6,6,632,573,"1,205"
18,3,6,9,11,7,9,7,5,6,3,6,3,21,20,17,21,9,12,5,1,0,0,5,5,7,6,14,12,63,54,2,2,4,8,6,6,2,5,5,6,4,10,1,7,8,7,7,10,3,6,7,3,8,7,3,3,17,8,7,7,16,8,3,3,1,0,7,5,9,15,2,0,4,3,14,9,2,7,24,19,15,7,7,4,6,4,2,5,6,8,14,12,15,13,10,8,9,4,13,8,0,0,12,9,13,13,6,10,3,4,3,2,15,20,8,11,7,7,0,0,3,5,5,1,6,9,16,12,6,15,8,8,10,4,12,15,20,25,10,9,23,15,0,2,11,10,2,7,7,5,11,8,3,3,3,4,5,2,2,1,4,1,9,10,685,652,"1,337"
19,4,2,7,15,11,14,8,4,10,11,7,1,21,15,19,17,16,10,3,1,1,0,7,6,6,2,15,7,65,63,12,4,11,7,8,7,7,5,7,7,6,7,4,6,10,8,10,6,3,6,5,5,7,5,1,0,9,11,8,2,9,13,6,2,0,0,7,14,13,6,3,12,4,4,9,7,12,14,25,16,10,11,8,2,7,8,5,4,13,9,9,16,12,9,5,7,7,11,11,6,0,0,4,8,11,21,2,7,2,5,1,2,16,23,13,13,3,11,4,1,2,8,2,3,13,11,13,8,7,10,10,8,11,15,16,11,6,10,12,7,15,27,3,5,10,5,8,10,9,7,4,3,2,4,4,0,3,3,5,2,3,2,14,14,711,689,"1,400"
20,6,3,12,22,6,8,9,8,2,8,6,5,27,17,23,14,7,12,3,2,4,1,5,3,8,6,15,24,88,53,3,6,6,3,6,8,10,7,12,11,8,6,3,2,8,19,12,10,4,4,5,4,6,13,2,1,8,8,5,7,12,4,1,1,2,0,14,11,20,20,9,7,6,7,3,9,8,15,30,27,8,4,15,11,11,10,0,4,16,10,11,12,17,10,9,3,8,10,11,14,0,0,12,5,5,13,7,6,4,2,4,0,13,14,15,15,11,4,1,2,5,1,1,4,12,11,7,12,5,12,8,9,8,5,22,8,15,13,12,14,14,15,2,4,9,7,9,17,9,7,6,5,0,5,7,1,3,4,0,0,6,4,14,14,776,717,"1,493"
21,4,5,13,24,6,3,8,8,10,7,7,8,20,18,13,16,12,8,3,3,2,0,4,2,9,4,17,24,74,50,3,6,13,4,5,8,7,6,29,20,11,7,1,7,20,12,16,10,2,6,6,10,11,17,1,2,10,16,1,3,10,13,0,1,0,0,5,8,20,14,5,8,3,12,4,10,11,13,26,23,11,11,14,4,2,10,1,2,17,19,18,16,11,18,8,10,10,6,10,9,0,0,12,18,21,26,4,4,1,3,2,1,23,24,7,12,8,10,1,5,6,8,2,2,14,16,14,9,10,13,9,11,11,9,13,10,15,10,12,19,15,18,4,4,4,3,6,9,22,5,3,2,0,1,4,3,1,3,4,0,1,1,12,10,785,790,"1,575"
22,2,3,17,33,9,14,11,14,10,10,5,7,15,12,29,13,15,6,2,4,3,1,3,2,6,3,20,24,68,58,8,2,7,5,6,6,15,9,31,16,11,11,3,8,21,22,12,7,5,4,3,6,14,7,2,3,13,8,3,1,7,4,5,2,1,0,11,20,23,23,7,5,17,8,5,10,8,15,26,37,11,5,9,2,7,7,3,1,9,24,14,14,9,10,8,6,9,4,7,6,0,0,12,9,8,9,6,3,3,2,1,2,18,26,14,11,9,6,4,0,3,8,1,5,16,19,11,7,8,7,4,11,8,4,10,9,15,20,13,15,11,17,3,4,5,5,12,9,8,1,5,1,2,1,3,4,3,1,0,2,2,1,14,17,797,758,"1,555"
23,1,2,27,26,12,4,21,16,8,4,8,2,10,14,12,20,15,5,3,0,0,2,6,2,5,5,21,19,81,58,6,5,6,6,12,6,10,9,40,13,11,13,3,18,20,13,18,9,4,2,3,6,15,16,2,3,6,9,6,5,8,11,1,2,0,0,13,17,27,16,10,3,20,12,8,12,12,11,21,43,4,9,8,2,5,8,0,2,13,18,14,24,16,13,5,7,5,10,10,13,0,0,12,16,13,10,1,4,5,2,3,2,21,34,18,20,2,12,0,4,6,1,5,2,16,12,10,8,12,9,5,12,10,8,12,5,16,10,11,18,8,12,3,2,7,3,7,13,4,10,2,4,3,1,3,3,0,1,2,0,0,1,15,19,824,803,"1,627"
24,2,6,25,28,10,8,12,18,9,7,3,7,17,17,9,11,12,15,2,0,1,1,5,3,13,8,30,23,57,47,5,3,11,6,13,11,3,12,27,18,19,15,11,11,14,20,10,4,6,6,6,5,8,9,5,1,10,14,0,6,9,5,0,0,1,1,17,17,24,17,11,7,16,11,8,12,11,16,30,23,2,12,9,7,8,6,0,2,4,31,15,15,9,11,10,7,9,6,9,5,0,0,13,16,9,6,2,5,3,3,3,4,25,14,11,12,3,4,1,0,2,4,1,3,24,17,5,7,14,12,6,5,5,4,9,4,28,15,17,11,10,9,2,3,6,4,10,9,4,2,5,3,0,3,5,4,1,1,0,2,2,1,14,9,797,747,"1,544"
25,5,3,17,25,7,9,17,12,6,13,6,7,9,24,20,12,10,6,1,0,6,5,6,2,11,6,28,23,66,55,5,8,4,5,7,7,13,6,25,19,13,14,3,3,13,17,17,8,4,4,3,2,10,12,5,4,9,6,3,4,7,7,1,0,0,0,21,10,28,25,13,13,13,14,13,17,20,9,20,24,5,13,4,8,4,6,1,0,13,21,16,22,10,14,2,10,5,4,8,9,0,0,9,11,10,14,2,2,4,3,2,2,15,18,9,16,4,6,0,2,1,3,6,3,14,20,9,8,20,16,2,5,10,13,4,8,16,10,20,20,9,12,2,2,9,5,5,12,3,8,1,7,2,1,8,1,2,1,3,2,1,1,16,16,771,795,"1,566"
26,3,4,15,21,6,8,11,6,16,5,7,6,9,12,13,6,9,8,1,1,1,2,4,1,7,9,22,24,49,43,3,5,5,4,12,7,6,6,24,20,19,14,6,5,18,14,10,6,6,7,4,2,8,8,4,4,5,9,4,6,7,8,1,0,0,1,15,14,25,18,10,10,9,12,5,7,11,13,31,30,2,10,7,4,6,4,3,0,16,17,10,15,13,16,8,3,6,3,9,4,0,0,11,7,8,9,6,4,5,2,1,2,20,26,17,12,7,8,1,1,2,2,1,5,10,20,5,3,9,7,9,6,11,7,8,5,18,7,15,9,11,8,3,2,5,6,6,8,9,6,5,4,0,2,1,3,1,1,1,1,0,2,14,21,721,668,"1,389"
27,4,3,21,14,8,4,17,12,11,9,4,5,9,14,16,9,12,10,0,1,2,4,2,2,13,8,27,21,55,39,4,3,8,6,12,8,12,13,31,11,15,16,9,12,15,12,12,7,5,8,2,4,8,8,1,2,8,5,1,4,5,4,0,0,1,0,12,16,18,23,7,8,10,8,5,10,12,10,27,22,8,10,11,3,3,7,2,0,15,17,14,16,14,16,8,6,3,2,10,10,0,0,10,11,10,10,1,3,2,2,0,2,20,25,10,8,4,10,0,1,1,4,4,3,16,19,4,8,6,4,3,5,8,5,5,6,13,11,19,10,6,16,1,0,4,4,4,10,10,4,2,4,0,2,0,0,0,2,1,1,0,1,13,18,706,671,"1,377"
28,3,3,16,22,10,6,7,12,8,9,7,3,14,13,11,8,8,4,0,1,3,2,7,7,10,9,31,17,49,41,7,6,8,6,11,8,3,10,19,11,12,19,4,8,13,6,4,7,3,4,2,2,10,11,3,2,4,9,10,3,10,4,1,2,0,0,14,11,20,18,4,6,6,13,2,6,18,18,19,20,6,5,5,4,3,4,1,0,9,14,16,13,12,8,13,12,6,9,2,7,0,0,13,10,14,11,6,7,3,1,1,0,19,16,7,10,5,4,3,2,5,1,3,6,13,17,3,9,12,8,8,4,5,2,8,5,16,9,10,12,6,6,3,2,5,3,8,14,4,6,2,3,1,0,0,0,2,2,2,0,2,1,16,11,669,625,"1,294"
29,3,8,16,18,3,8,8,9,8,4,4,4,11,13,5,5,8,10,3,4,0,2,4,2,12,9,18,15,32,37,3,3,14,9,8,12,5,7,17,15,20,19,7,6,11,9,9,9,6,12,5,1,8,9,4,2,4,8,5,7,6,7,0,3,0,0,18,11,11,17,3,4,8,4,7,8,15,9,23,31,10,2,8,7,4,4,0,0,7,13,24,15,26,14,11,6,3,3,5,3,0,0,12,4,11,8,2,2,3,0,2,2,24,19,9,7,8,9,1,2,3,2,2,2,17,16,6,4,14,11,6,1,9,6,4,2,14,19,14,10,23,18,1,2,3,5,7,10,4,3,2,4,0,0,2,1,2,0,3,0,0,1,19,12,677,619,"1,296"
30,1,3,13,12,6,8,11,14,5,12,2,3,12,10,3,11,5,7,3,2,4,6,6,2,13,8,13,18,47,48,3,2,5,6,16,6,5,12,17,16,12,8,10,5,7,8,7,11,6,4,2,5,6,3,2,3,7,8,7,9,6,13,0,0,1,0,14,9,26,16,8,2,4,8,4,9,14,15,24,13,13,11,4,4,2,5,2,0,8,14,17,11,11,15,15,4,4,5,6,9,0,0,8,11,18,14,1,3,4,2,0,1,30,21,14,10,3,5,4,1,4,1,4,4,14,17,7,3,13,9,11,6,5,9,9,7,7,14,8,9,14,18,2,3,2,4,9,7,5,6,3,2,0,2,1,3,1,0,3,3,1,1,17,14,661,643,"1,304"
31,5,4,15,16,9,4,8,14,13,9,5,6,16,10,7,7,14,6,2,1,1,1,4,1,8,8,9,16,36,33,4,3,7,5,11,14,7,9,23,22,13,12,5,4,10,7,3,7,6,9,2,3,7,6,3,3,13,9,5,5,8,0,0,2,0,0,19,17,21,20,6,6,15,5,10,10,15,18,18,15,6,14,5,6,6,9,1,1,6,12,23,25,12,23,17,6,6,6,8,4,0,0,10,8,7,13,5,6,3,2,1,3,28,25,11,10,11,3,1,0,3,3,3,3,15,18,8,9,11,21,3,2,4,3,8,2,16,18,17,7,20,26,2,1,7,4,12,17,4,3,4,0,1,1,1,3,2,0,4,4,2,1,10,13,707,682,"1,389"
32,7,3,20,12,4,10,17,14,11,7,2,8,12,16,16,12,13,6,4,1,3,1,6,4,9,11,19,16,44,44,4,8,3,8,11,10,14,9,23,16,9,7,10,4,8,10,13,9,7,6,9,0,7,9,3,2,5,5,4,7,8,4,4,2,1,0,12,12,27,13,9,2,3,6,8,6,9,19,34,19,14,26,4,4,12,10,1,0,10,7,16,13,21,24,14,7,5,9,7,7,0,0,11,8,14,14,1,3,4,3,5,3,24,25,18,9,11,3,1,3,8,1,8,2,13,14,12,12,14,24,4,10,7,11,6,7,15,22,13,8,16,23,2,1,7,6,4,16,9,7,6,3,1,2,1,2,3,3,4,1,1,0,21,14,800,725,"1,525"
33,8,5,15,18,8,11,16,12,6,12,13,9,8,9,6,6,12,12,1,3,7,2,2,2,10,8,16,16,63,54,2,7,8,7,17,9,6,9,28,10,13,18,6,2,13,21,9,8,1,2,6,2,9,13,1,4,3,13,6,8,12,7,1,0,1,0,10,15,24,16,7,1,12,7,11,9,23,13,28,19,21,27,8,3,6,3,1,0,12,11,25,18,24,20,16,17,3,6,3,3,0,0,15,11,11,13,3,2,3,1,4,2,26,22,15,14,9,8,0,0,3,1,6,8,20,26,15,13,8,9,7,4,10,9,11,6,17,22,13,12,17,31,1,1,9,12,11,9,7,8,4,4,1,0,1,1,1,1,5,3,1,1,11,14,832,775,"1,607"
34,5,7,20,19,10,9,14,14,10,11,10,4,18,14,13,14,12,14,1,2,1,1,7,4,7,6,20,16,46,41,5,6,6,9,12,11,12,13,19,8,8,12,7,6,12,13,2,5,5,8,2,10,8,14,2,6,10,12,4,3,9,12,2,4,1,0,16,16,21,26,5,3,11,10,2,7,24,17,19,33,20,23,8,6,7,6,1,1,6,10,17,23,23,21,3,14,5,6,5,4,0,0,8,14,10,11,3,3,2,7,4,3,23,13,11,10,8,5,5,3,4,5,2,0,29,30,16,16,16,15,9,9,14,8,17,8,17,12,14,9,28,23,4,5,7,3,11,8,7,4,3,5,0,0,3,5,0,2,3,3,1,1,13,13,805,807,"1,612"
