"ID","設置場所所在地","設置場所名称","設置年","備考","経度","緯度","分類"
"22","本町４－８","宮の台児童遊園","平成27年度","","139.673575104076","35.6955291821773","初期消火機器設置箇所（スタンドパイプ）"
"23","（本町２－３２）","朝日が丘公園","平成26年度","","139.680995271939","35.6947651175391","初期消火機器設置箇所（スタンドパイプ）"
"24","本町１－１５","なかの坂公園","平成27年度","","139.68470303237","35.6960344850299","初期消火機器設置箇所（スタンドパイプ）"
"25","中央２－３","防衛省宿舎","平成27年度","","139.680797246763","35.6975959371202","初期消火機器設置箇所（スタンドパイプ）"
"26","（中　央３－２３）","白玉神社","平成26年度","","139.674175203954","35.6991440591668","初期消火機器設置箇所（スタンドパイプ）"
"27","中央２－７","塔の山公園","平成27年度","","139.681607026021","35.6988300289085","初期消火機器設置箇所（スタンドパイプ）"
"28","中央２－４６","本町通公園","平成27年度","","139.677122337417","35.698787916203","初期消火機器設置箇所（スタンドパイプ）"
"29","中央２－３５","かえで公園","平成27年度","","139.680314023319","35.7005825421405","初期消火機器設置箇所（スタンドパイプ）"
"30","（中央２－３９）","宮前公園","平成26年度","","139.678382040874","35.7009764034308","初期消火機器設置箇所（スタンドパイプ）"
"31","東中野１－２２","川添公園","平成27年度","","139.686202604992","35.7035542776687","初期消火機器設置箇所（スタンドパイプ）"
"32","東中野１－１１","氷川公園","平成27年度","","139.683282475503","35.7029660428968","初期消火機器設置箇所（スタンドパイプ）"
"33","（東中野２－６）","上の原公園","平成26年度","","139.681095771631","35.7024931940813","初期消火機器設置箇所（スタンドパイプ）"
"34","（中野１－４４）","城山公園","平成25年度","","139.673964488309","35.7040334131675","初期消火機器設置箇所（スタンドパイプ）"
"35","中央１－１８","小淀特養ホーム","平成27年度","","139.687266840336","35.7001568738979","初期消火機器設置箇所（スタンドパイプ）"
"36","中央１－２０","ゆりの木公園","平成27年度","","139.686578301197","35.6987254183302","初期消火機器設置箇所（スタンドパイプ）"
"37","（東中野２－３４）","高根公園","平成26年度","","139.678239689558","35.7055921107236","初期消火機器設置箇所（スタンドパイプ）"
"38","本町５－２８","本五ふれあい公園","平成27年度","","139.670583548772","35.6921782956524","初期消火機器設置箇所（スタンドパイプ）"
"39","（本町４－２７）","中野本郷小学校","平成26年度","","139.67033824638","35.6948313878773","初期消火機器設置箇所（スタンドパイプ）"
"40","（本町６－３９）","西町公園","平成26年度","","139.661868839337","35.6954499131927","初期消火機器設置箇所（スタンドパイプ）"
"41","（本町４－６）","本四公園","平成26年度","","139.672794647119","35.697046439283","初期消火機器設置箇所（スタンドパイプ）"
"42","（本町６－１５）","杉山公園","平成26年度","","139.667161449543","35.6967699394826","初期消火機器設置箇所（スタンドパイプ）"
"43","（中央５－２７）","中央西公園","平成26年度","","139.66335569803","35.6991459615486","初期消火機器設置箇所（スタンドパイプ）"
"44","（中央４－３５）","上町防災広場","平成26年度","","139.669930103525","35.7007957454617","初期消火機器設置箇所（スタンドパイプ）"
"45","（中央３－１７）","仲町公園","平成26年度","","139.673960579546","35.7008477284802","初期消火機器設置箇所（スタンドパイプ）"
"46","中野３－２０","囲桃園公園","平成27年度","","139.662367797408","35.7033216403328","初期消火機器設置箇所（スタンドパイプ）"
"47","中野３－２９","宮桃防災広場","平成27年度","","139.664504144054","35.7017413923652","初期消火機器設置箇所（スタンドパイプ）"
"48","（中野１－３１）","谷戸運動公園","平成26年度","","139.675200881166","35.7025836747651","初期消火機器設置箇所（スタンドパイプ）"
"49","中野２－２１","桃園公園","平成27年度","","139.667134784422","35.7033103502665","初期消火機器設置箇所（スタンドパイプ）"
"50","（中央５－４２）","中央公園","平成26年度","","139.666613954227","35.7006586621081","初期消火機器設置箇所（スタンドパイプ）"
"51","中野２－２４","公社中野住宅","平成27年度","","139.666527271648","35.7053812148017","初期消火機器設置箇所（スタンドパイプ）"
"52","中野４－１５","囲町ひろば","平成27年度","","139.660202518263","35.7063535447727","初期消火機器設置箇所（スタンドパイプ）"
"53","中野６－２３","文園西公園","平成27年度","","139.674607825094","35.7064530539486","初期消火機器設置箇所（スタンドパイプ）"
"54","中野５－１９","天神小公園","平成27年度","","139.670868141042","35.7072708467272","初期消火機器設置箇所（スタンドパイプ）"
"55","中野５－２６","打越公園","平成27年度","","139.668818710203","35.7080328181627","初期消火機器設置箇所（スタンドパイプ）"
"56","（東中野３－１１）","みどり公園","平成26年度","","139.682630299768","35.7084782708132","初期消火機器設置箇所（スタンドパイプ）"
"57","（中野６－２）","さくら公園","平成26年度","","139.678034379151","35.7071629518792","初期消火機器設置箇所（スタンドパイプ）"
"58","（中野５－４１）","昭三公園","平成26年度","","139.66822728241","35.7096565412374","初期消火機器設置箇所（スタンドパイプ）"
"59","東中野３－１１","みどり公園","平成27年度","","139.682630299768","35.7084782708132","初期消火機器設置箇所（スタンドパイプ）"
"60","中野５－５２","ブロードウェイ屋上","平成27年度","","139.665625588847","35.7091925110637","初期消火機器設置箇所（スタンドパイプ）"
"61","東中野５－２３","おたき公園","平成27年度","","139.692171941427","35.7100980691842","初期消火機器設置箇所（スタンドパイプ）"
"62","（東中野４－２５）","すみよし公園","平成26年度","","139.687382042498","35.7100702544255","初期消火機器設置箇所（スタンドパイプ）"
"63","上高田４－１７","上高田台公園","平成27年度","","139.678095745586","35.7129426373216","初期消火機器設置箇所（スタンドパイプ）"
"64","（上高田２－３２）","こぶし公園","平成25年度","","139.670682106578","35.7124427761696","初期消火機器設置箇所（スタンドパイプ）"
"65","（上高田１－１７）","Ｕ１８プラザ上高田","平成26年度","","139.677523081253","35.7101203998907","初期消火機器設置箇所（スタンドパイプ）"
"66","上高田５－２９","上高田北公園","平成27年度","","139.675149260073","35.7183007016074","初期消火機器設置箇所（スタンドパイプ）"
"67","上高田３－１０","上高田三丁目公園","平成27年度","","139.675461061924","35.7135528731169","初期消火機器設置箇所（スタンドパイプ）"
"68","上高田４－２４","アパート内駐輪場","平成27年度","","139.67938727908","35.7142863854361","初期消火機器設置箇所（スタンドパイプ）"
"69","上高田４－１７","上高田四丁目団地内","平成27年度","","139.678095745586","35.7129426373216","初期消火機器設置箇所（スタンドパイプ）"
"70","新井１－３４","新井東防災広場","平成27年度","","139.668813963614","35.7118413797809","初期消火機器設置箇所（スタンドパイプ）"
"71","新井３－１１－４","新井区民活動センター","平成27年度","","139.663761584363","35.7141923200463","初期消火機器設置箇所（スタンドパイプ）"
"72","新井２－３１","新井南公園","平成27年度","","139.66260060875","35.7109472363928","初期消火機器設置箇所（スタンドパイプ）"
"73","新井４－１９","新井小学校南側道路","平成27年度","","139.668197037371","35.7168588350431","初期消火機器設置箇所（スタンドパイプ）"
"74","新井５－４","新井薬師公園","平成27年度","","139.667277100664","35.7146471207349","初期消火機器設置箇所（スタンドパイプ）"
"75","松が丘１－２","松が丘公園","平成27年度","","139.671237438666","35.7173272454862","初期消火機器設置箇所（スタンドパイプ）"
"76","江古田１－３１","都営江古田一丁目アパート","平成27年度","","139.671510903168","35.7259652817091","初期消火機器設置箇所（スタンドパイプ）"
"77","江原町１－１５","江原公園","平成27年度","","139.674794843473","35.7288098750677","初期消火機器設置箇所（スタンドパイプ）"
"78","江古田２－２１","江古田二丁目公園","平成27年度","","139.664891626687","35.7260868441519","初期消火機器設置箇所（スタンドパイプ）"
"79","江原町１－２６","公社江古田住宅","平成27年度","","139.671499609143","35.7283275326626","初期消火機器設置箇所（スタンドパイプ）"
"80","松が丘１－３０","パシフィック中野南側","平成27年度","","139.672958369968","35.7201574273212","初期消火機器設置箇所（スタンドパイプ）"
"81","沼袋１－１９","沼袋公園","平成27年度","","139.668631180639","35.7197806313703","初期消火機器設置箇所（スタンドパイプ）"
"82","（沼袋３－１４）","沼袋西公園","平成26年度","","139.659034595601","35.7166563671312","初期消火機器設置箇所（スタンドパイプ）"
"83","沼袋２－４０","丸山塚公園","平成27年度","","139.662831670957","35.723350452235","初期消火機器設置箇所（スタンドパイプ）"
"84","（野方４－３６）","野方第一公園","平成26年度","","139.6565428799","35.7204923469902","初期消火機器設置箇所（スタンドパイプ）"
"85","（野方５－２８）","くるみ公園","平成26年度","","139.653356245298","35.7195083906713","初期消火機器設置箇所（スタンドパイプ）"
"86","（野方１－３２）","野方一丁目公園","平成25年度","","139.657078222986","35.7103707450112","初期消火機器設置箇所（スタンドパイプ）"
"87","（野方１－１３）","区営野方一丁目団地","平成26年度","","139.65988492006","35.7125884541457","初期消火機器設置箇所（スタンドパイプ）"
"88","（野方２－６１）","たんぽぽ公園","平成25年度","","139.654486271067","35.7145383400247","初期消火機器設置箇所（スタンドパイプ）"
"89","丸山２－２３","丸山公園","平成27年度","","139.650654976685","35.7240657041407","初期消火機器設置箇所（スタンドパイプ）"
"90","（野方１－３８）","もみの木公園","平成26年度","","139.654861178466","35.7095222476903","初期消火機器設置箇所（スタンドパイプ）"
"91","（大和町３－１６）","大和町三丁目防災広場","平成25年度","","139.647476478594","35.7116780728704","初期消火機器設置箇所（スタンドパイプ）"
"92","（大和町２－４５）","大和北公園","平成25年度","","139.648967756726","35.7144783114588","初期消火機器設置箇所（スタンドパイプ）"
"93","（大和町１－２１）","啓明公園","平成25年度","","139.652967552442","35.7117304194093","初期消火機器設置箇所（スタンドパイプ）"
"94","（大和町１－５４）","大和花公園","平成26年度","","139.650023732461","35.7116093267714","初期消火機器設置箇所（スタンドパイプ）"
"95","（若宮１－４２）","みつわ公園","平成25年度","","139.647537122593","35.7189629071337","初期消火機器設置箇所（スタンドパイプ）"
"96","（若宮２－４８）","鷺南公園","平成26年度","","139.642749315862","35.7184019506049","初期消火機器設置箇所（スタンドパイプ）"
"97","（若宮３－５）","かせい公園","平成26年度","","139.646320021449","35.7206773062479","初期消火機器設置箇所（スタンドパイプ）"
"98","（白鷺１－４）","都営住宅公園内","平成26年度","","139.63942518215","35.7169635507999","初期消火機器設置箇所（スタンドパイプ）"
"99","白鷺２－６","白鷺二丁目防災広場","平成27年度","","139.635320745803","35.7175330081463","初期消火機器設置箇所（スタンドパイプ）"
"100","鷺宮３－４０","鷺宮児童遊園","平成27年度","","139.641968924011","35.7246097026619","初期消火機器設置箇所（スタンドパイプ）"
"101","鷺宮４－７","第八中学校","平成27年度","","139.63586930359","35.7240363431917","初期消火機器設置箇所（スタンドパイプ）"
"102","白鷺３－１５","西中野児童遊園","平成27年度","","139.630180660354","35.7223233375095","初期消火機器設置箇所（スタンドパイプ）"
"103","（若宮３－５７）","都営住宅内","平成26年度","","139.640192023171","35.7201727356567","初期消火機器設置箇所（スタンドパイプ）"
"104","（白鷺１－１４）","住宅内広場","平成26年度","","139.639547803562","35.720540688103","初期消火機器設置箇所（スタンドパイプ）"
"105","（白鷺１－１２）","都営第二鷺宮住宅内","平成26年度","","139.638845762411","35.7182425264193","初期消火機器設置箇所（スタンドパイプ）"
"106","白鷺２－１３","白鷺ハイム敷地内","平成27年度","","139.632796947104","35.7177522010632","初期消火機器設置箇所（スタンドパイプ）"
"107","鷺宮６－２５","都営住宅集会室東側","平成27年度","","139.63021252139","35.7256411825842","初期消火機器設置箇所（スタンドパイプ）"
"108","鷺宮６－３１","西鷺公園","平成27年度","","139.62615105317","35.7267202800737","初期消火機器設置箇所（スタンドパイプ）"
"109","（大和町４－５１）","みはと公園","平成26年度","","139.642091153488","35.716137637808","初期消火機器設置箇所（スタンドパイプ）"
"110","白鷺３－３","鷺宮西住宅敷地内","平成27年度","","139.633821974462","35.721397770792","初期消火機器設置箇所（スタンドパイプ）"
"111","上鷺宮２－１８","上鷺東公園","平成27年度","","139.63492324325","35.729653760344","初期消火機器設置箇所（スタンドパイプ）"
"112","上鷺宮４－１３","風の子広場","平成27年度","","139.628246075137","35.7341880684383","初期消火機器設置箇所（スタンドパイプ）"
"113","上鷺宮５－８","北中野公園","平成27年度","","139.627358644929","35.7286397114562","初期消火機器設置箇所（スタンドパイプ）"
"114","上鷺宮２－４","都営上鷺宮二丁目アパート","平成27年度","","139.635213738384","35.7271222114871","初期消火機器設置箇所（スタンドパイプ）"
"115","弥生町１－４３－２０","弥一向台町民館","平成28年度","","139.677815178627","35.6894552245798","初期消火機器設置箇所（スタンドパイプ）"
"116","弥生町１－４９－９","（有）銀洋舎クリーニング店","平成28年度","","139.676707458432","35.6900649529914","初期消火機器設置箇所（スタンドパイプ）"
"117","弥生町１－２０－１０","岡税理士事務所","平成28年度","","139.679763611477","35.6906079338367","初期消火機器設置箇所（スタンドパイプ）"
"118","弥生町２－１９","弥生町二丁目公園","平成28年度","","139.674805599783","35.6909268297587","初期消火機器設置箇所（スタンドパイプ）"
"119","弥生町２－７","花見公園","平成28年度","","139.676475257135","35.6923586557934","初期消火機器設置箇所（スタンドパイプ）"
"120","弥生町１－５８－１４","弥生区民活動センター","平成28年度","","139.678201674039","35.6925447032664","初期消火機器設置箇所（スタンドパイプ）"
"121","本町１－５","若の芽公園","平成28年度","","139.683259790303","35.6929153928132","初期消火機器設置箇所（スタンドパイプ）"
"122","本町１－２３","本一公園","平成28年度","","139.682763240267","35.6941941175676","初期消火機器設置箇所（スタンドパイプ）"
"123","本町２－１４","東郷公園","平成28年度","","139.678348290744","35.6943774066883","初期消火機器設置箇所（スタンドパイプ）"
"124","本町２－３２","朝日が丘公園","平成28年度","","139.681063141888","35.694847505482","初期消火機器設置箇所（スタンドパイプ）"
"125","野方１－３８","もみの木公園","平成28年度","","139.654844041559","35.7094944263349","初期消火機器設置箇所（スタンドパイプ）"
"126","野方１－３２","野方一丁目公園","平成28年度","","139.657014400413","35.7103457593562","初期消火機器設置箇所（スタンドパイプ）"
"127","大和町１－５４","大和花公園","平成28年度","","139.64996327575","35.7116065047161","初期消火機器設置箇所（スタンドパイプ）"
"128","大和町３－１６","大和三丁目防災広場","平成28年度","","139.647562306328","35.7116305164149","初期消火機器設置箇所（スタンドパイプ）"
"129","大和町１－２１","啓明公園","平成28年度","","139.652811984738","35.7116885144052","初期消火機器設置箇所（スタンドパイプ）"
"130","野方１－５７","こまどり公園","平成28年度","","139.655030559275","35.7118738410811","初期消火機器設置箇所（スタンドパイプ）"
"131","大和町３－２５","みすみ公園","平成28年度","","139.647065630319","35.7120742730802","初期消火機器設置箇所（スタンドパイプ）"
"132","野方１－１２","野方ひがし公園","平成28年度","","139.658997412973","35.7125403464665","初期消火機器設置箇所（スタンドパイプ）"
"133","大和町３－２７","大和鹿鳴公園","平成28年度","","139.646357234129","35.7127944891922","初期消火機器設置箇所（スタンドパイプ）"
"134","野方２－１４","野方第二公園","平成28年度","","139.657060037734","35.713139998442","初期消火機器設置箇所（スタンドパイプ）"
"135","大和町４－２６－１８","松井宅","平成28年度","","139.64474477558","35.7136698995362","初期消火機器設置箇所（スタンドパイプ）"
"136","大和町４－１４","大和西児童遊園","平成28年度","","139.646237812036","35.7145122871297","初期消火機器設置箇所（スタンドパイプ）"
"137","大和町２－４５","大和北公園","平成28年度","","139.64900905056","35.7145328854419","初期消火機器設置箇所（スタンドパイプ）"
"138","野方２－６１","たんぽぽ公園","平成28年度","","139.654635698422","35.714712590425","初期消火機器設置箇所（スタンドパイプ）"
"139","大和町４－５０","西大和公園","平成28年度","","139.643768447652","35.7147661867659","初期消火機器設置箇所（スタンドパイプ）"
"140","大和町２－８","大和公園","平成28年度","","139.651395119769","35.7157341733797","初期消火機器設置箇所（スタンドパイプ）"
"141","野方５－２８","くるみ公園","平成28年度","","139.653362004628","35.7194946154617","初期消火機器設置箇所（スタンドパイプ）"
"142","野方４－３６","野方第一公園","平成28年度","","139.656459471092","35.7205979090493","初期消火機器設置箇所（スタンドパイプ）"
"143","野方４－４１","東山公園","平成28年度","","139.657232997487","35.7222221303288","初期消火機器設置箇所（スタンドパイプ）"
"144","野方６－４４","こうさぎ公園","平成28年度","","139.650030851512","35.7225106499688","初期消火機器設置箇所（スタンドパイプ）"
"145","丸山２－２","籠原公園","平成28年度","","139.653236175738","35.7235344748057","初期消火機器設置箇所（スタンドパイプ）"
"146","丸山２－２３","丸山公園","平成28年度","","139.650687122517","35.7241006744215","初期消火機器設置箇所（スタンドパイプ）"
"147","上高田３－３１－１","上高田隣人会館","平成29年度","R6.7月 島崎氏宅跡に隣人会館が移転。それに伴いスタンドパイプも移転","139.672243980212","35.7137196590873","初期消火機器設置箇所（スタンドパイプ）"
"148","上高田４－２５","都営上高田四丁目アパート２号棟前","平成29年度","","139.678763660479","35.7143764233819","初期消火機器設置箇所（スタンドパイプ）"
"149","上高田５－３７－７","上高田北町会会館","平成29年度","","139.673898098509","35.7164327259814","初期消火機器設置箇所（スタンドパイプ）"
"150","本町１－１５","なかの坂公園","平成29年度","","139.684662324648","35.6960076075474","初期消火機器設置箇所（スタンドパイプ）"
"151","本町３－２９","青桐公園","平成29年度","","139.677786295535","35.6970242447086","初期消火機器設置箇所（スタンドパイプ）"
"152","本町４－６","本四公園","平成29年度","","139.672701654296","35.6970363369672","初期消火機器設置箇所（スタンドパイプ）"
"153","本町４－３７","西町花の公園","平成29年度","","139.66790729342","35.6956501979281","初期消火機器設置箇所（スタンドパイプ）"
"154","本町５－２８","本五ふれあい公園","平成29年度","","139.670410513748","35.692446595649","初期消火機器設置箇所（スタンドパイプ）"
"155","本町６－１５","杉山公園","平成29年度","","139.667112902213","35.697243572442","初期消火機器設置箇所（スタンドパイプ）"
"156","本町６－３０","本六公園","平成29年度","","139.663714360388","35.6962280723061","初期消火機器設置箇所（スタンドパイプ）"
"157","本町６－３９","西町公園","平成29年度","","139.661868032864","35.6953923500252","初期消火機器設置箇所（スタンドパイプ）"
"158","中央１－２０","ゆりの木公園","平成29年度","","139.686703152774","35.6987067919112","初期消火機器設置箇所（スタンドパイプ）"
"159","中央１－２４","小淀公園","平成29年度","","139.68639319344","35.7007523944577","初期消火機器設置箇所（スタンドパイプ）"
"160","中央２－７","塔の山公園","平成29年度","","139.681639720063","35.6988091767376","初期消火機器設置箇所（スタンドパイプ）"
"161","中央２－３９","宮前公園","平成29年度","","139.678519090942","35.7007538567377","初期消火機器設置箇所（スタンドパイプ）"
"162","中央２－５２","ひまわり公園","平成29年度","","139.675659391724","35.6996120490711","初期消火機器設置箇所（スタンドパイプ）"
"163","中央４－７","追分公園","平成29年度","","139.668782568871","35.6981458635057","初期消火機器設置箇所（スタンドパイプ）"
"164","中央４－８","鍋横防災広場","平成29年度","","139.669305357555","35.698630727864","初期消火機器設置箇所（スタンドパイプ）"
"165","中央５－６","なつめ公園","平成29年度","","139.666188367415","35.6984161088499","初期消火機器設置箇所（スタンドパイプ）"
"166","中央５－２７","中央西公園","平成29年度","","139.663449094314","35.699177579535","初期消火機器設置箇所（スタンドパイプ）"
"167","東中野１－２２","川添公園","平成29年度","","139.686292045517","35.7035825903847","初期消火機器設置箇所（スタンドパイプ）"
"168","東中野２－６","上の原公園","平成29年度","","139.680944988613","35.7025493413295","初期消火機器設置箇所（スタンドパイプ）"
"169","東中野２－３４","高根公園","平成29年度","","139.678205256728","35.7055166860208","初期消火機器設置箇所（スタンドパイプ）"
"170","中野１－３１","谷戸運動公園","平成29年度","","139.675093606515","35.7024258204308","初期消火機器設置箇所（スタンドパイプ）"
"171","中野１－４４","城山公園","平成29年度","","139.673997009607","35.7040884795339","初期消火機器設置箇所（スタンドパイプ）"
"172","上高田１－４３","上一こなら公園","平成29年度","","139.674346517727","35.7110827653005","初期消火機器設置箇所（スタンドパイプ）"
"173","上高田２－８","上高田二丁目公園","平成29年度","","139.672723630222","35.7108121926","初期消火機器設置箇所（スタンドパイプ）"
"174","上高田２－３２","こぶし公園","平成29年度","","139.670760521839","35.7123839890703","初期消火機器設置箇所（スタンドパイプ）"
"175","上高田３－１０","上高田三丁目公園","平成29年度","","139.675534179881","35.7134750279458","初期消火機器設置箇所（スタンドパイプ）"
"176","上高田４－１７","上高田台公園","平成29年度","","139.678295723449","35.7129477334556","初期消火機器設置箇所（スタンドパイプ）"
"177","上高田５－７","中野上高田公園","平成29年度","","139.677773572586","35.7162602877164","初期消火機器設置箇所（スタンドパイプ）"
"178","上高田５－２９","上高田北公園","平成29年度","","139.675189818055","35.7179929995916","初期消火機器設置箇所（スタンドパイプ）"
"179","南台３－１９","多田防災広場","平成30年度","","139.667828454278","35.6846392714259","初期消火機器設置箇所（スタンドパイプ）"
"180","弥生町３－１７","栄一会館","平成30年度","","139.674887137152","35.6869886610806","初期消火機器設置箇所（スタンドパイプ）"
"181","南台１－１５","南台いちょう公園","平成30年度","","139.673171300505","35.684031805861","初期消火機器設置箇所（スタンドパイプ）"
"182","南台２－８","新山通防災広場","平成30年度","","139.670399437351","35.6814863255936","初期消火機器設置箇所（スタンドパイプ）"
"183","南台２－４８","前原公園","平成30年度","","139.670705102175","35.6847621321931","初期消火機器設置箇所（スタンドパイプ）"
"184","南台４－２５－１","高齢者会館しんやまの家","平成30年度","令和５年度にささの葉公園から新山の家へ移設","139.667572941107","35.680756295218","初期消火機器設置箇所（スタンドパイプ）"
"185","南台４－３７","南台さくら公園","平成30年度","","139.6659777563","35.6799912530313","初期消火機器設置箇所（スタンドパイプ）"
"186","南台５－７","南台公園","平成30年度","","139.663994592981","35.6814757829799","初期消火機器設置箇所（スタンドパイプ）"
"187","南台５－２７","南部公園","平成30年度","","139.660995430551","35.6831498743116","初期消火機器設置箇所（スタンドパイプ）"
"188","弥生町３－３４","ぱんだ公園","平成30年度","","139.674306548395","35.689178477536","初期消火機器設置箇所（スタンドパイプ）"
"189","弥生町４－２０","栄町公園","平成30年度","","139.671684020404","35.686478612188","初期消火機器設置箇所（スタンドパイプ）"
"190","弥生町５－４","弥生公園","平成30年度","","139.666808182007","35.6863937103438","初期消火機器設置箇所（スタンドパイプ）"
"191","弥生町５－８","れんげ公園","平成30年度","","139.664753719959","35.688799206137","初期消火機器設置箇所（スタンドパイプ）"
"192","中央３－１７","仲町公園","平成30年度","","139.67402968029","35.7007871142236","初期消火機器設置箇所（スタンドパイプ）"
"193","中央４－３５","上町防災広場","平成30年度","","139.669784918626","35.700800975734","初期消火機器設置箇所（スタンドパイプ）"
"194","中央４－３６","上町公園","平成30年度","","139.670251342102","35.7012082547132","初期消火機器設置箇所（スタンドパイプ）"
"195","中央４－５０","いちょう公園","平成30年度","","139.669317454122","35.7023011784139","初期消火機器設置箇所（スタンドパイプ）"
"196","中央５－４１","橋場公園","平成30年度","","139.665989127841","35.7017112318645","初期消火機器設置箇所（スタンドパイプ）"
"197","中央５－４２","中央公園","平成30年度","","139.666413378099","35.7003879944455","初期消火機器設置箇所（スタンドパイプ）"
"198","中野２－５","紅葉山公園","平成30年度","","139.670872619447","35.7043934949283","初期消火機器設置箇所（スタンドパイプ）"
"199","中野３－１６","子宝公園","平成30年度","","139.662218865911","35.7018604606979","初期消火機器設置箇所（スタンドパイプ）"
"200","中野３－２０，２１","囲桃園公園","平成30年度","","139.662050828898","35.7033213897888","初期消火機器設置箇所（スタンドパイプ）"
"201","中野３－２９","宮桃防災広場","平成30年度","","139.664577515027","35.7017315587448","初期消火機器設置箇所（スタンドパイプ）"
"202","中野４－１３","中野四季の森公園","平成30年度","","139.660466579371","35.7081352482144","初期消火機器設置箇所（スタンドパイプ）"
"203","中野４－２１","囲町ひろば","平成30年度","","139.660557466551","35.7064800830131","初期消火機器設置箇所（スタンドパイプ）"
"204","中野５－５","すみれ公園","平成30年度","","139.671643534383","35.7092920199105","初期消火機器設置箇所（スタンドパイプ）"
"205","中野５－３４","あじさい公園","平成30年度","","139.667970232087","35.7071530957679","初期消火機器設置箇所（スタンドパイプ）"
"206","中野５－４１","昭三公園","平成30年度","","139.66825998532","35.7096943005631","初期消火機器設置箇所（スタンドパイプ）"
"207","中野６－２","さくら公園","平成30年度","","139.677940841647","35.7070558365541","初期消火機器設置箇所（スタンドパイプ）"
"208","中野６－６","そらまめ公園","平成30年度","","139.67658297778","35.7079918530356","初期消火機器設置箇所（スタンドパイプ）"
"209","中野６－１０","文園公園","平成30年度","","139.676584941076","35.7062618345194","初期消火機器設置箇所（スタンドパイプ）"
"210","東中野３－１１","みどり公園","平成30年度","","139.682618872595","35.7085695162037","初期消火機器設置箇所（スタンドパイプ）"
"211","東中野３－２２","桜山公園","平成30年度","","139.680151181066","35.7073314861907","初期消火機器設置箇所（スタンドパイプ）"
"212","若宮３－４２","若宮防災広場","平成31年度","","139.645229692219","35.7185690820802","初期消火機器設置箇所（スタンドパイプ）"
"213","白鷺２－６","白鷺二丁目防災広場","平成31年度","","139.635320903909","35.7174960958395","初期消火機器設置箇所（スタンドパイプ）"
"214","沼袋１－１９","沼袋公園","平成31年度","","139.668613004957","35.7197487744864","初期消火機器設置箇所（スタンドパイプ）"
"215","沼袋２－２８","百観音公園","平成31年度","","139.664538095998","35.7218929372062","初期消火機器設置箇所（スタンドパイプ）"
"216","沼袋２－４０","丸山塚公園","平成31年度","","139.662872269115","35.7233521134401","初期消火機器設置箇所（スタンドパイプ）"
"217","沼袋３－１４","沼袋西公園","平成31年度","","139.659634302523","35.7165653883229","初期消火機器設置箇所（スタンドパイプ）"
