"管理番号","設置形式","設置本数","調査結果","緯度","経度","経度","緯度","分類"
"鷺53-003","建柱式","1","点検済","35.7246563852","139.627638012","139.627634567248","35.7246563581011","点検済"
"鷺7-134","建柱式","1","点検済","35.7348714902","139.627768099","139.627764573358","35.7348714937302","点検済"
"鷺9-492","建柱式","1","点検済","35.7285530754","139.627808157","139.627804680603","35.7285530601494","点検済"
"鷺9-476","建柱式","1","点検済","35.7273433798","139.627832472","139.627829005434","35.7273433609385","点検済"
"鷺7-133","建柱式","1","点検済","35.734481766","139.627884775","139.627881252076","35.7344817684801","点検済"
"鷺7-131","建柱式","1","点検済","35.7342662194","139.627931714","139.627928192239","35.7342662212832","点検済"
"鷺9-498","建柱式","1","点検済","35.731183186","139.627996087","139.627992589237","35.7311831787951","点検済"
"鷺9-286","建柱式","1","点検済","35.7250918848","139.628030956","139.628027506083","35.7250918593039","点検済"
"鷺57-010","建柱式","1","点検済","35.7225115149","139.628077894","139.62807446522","35.722511481463","点検済"
"鷺57-011","建柱式","1","点検済","35.7237265977","139.62807742","139.628073981051","35.7237265680453","点検済"
"鷺9-461","建柱式","1","点検済","35.7335052699","139.62812081","139.628117293221","35.7335052697156","点検済"
"鷺9-471","建柱式","1","点検済","35.7291659603","139.628165444","139.628161961595","35.7291659471263","点検済"
"鷺53-012","建柱式","1","点検済","35.7324397766","139.628246569","139.628243060426","35.7324397733019","点検済"
"鷺7-132","建柱式","1","点検済","35.7342379152","139.628284425","139.628280901845","35.7342379172853","点検済"
"鷺57-009","建柱式","1","点検済","35.7217548083","139.628378302","139.628374877681","35.7217547726978","点検済"
"鷺8-155","建柱式","1","点検済","35.7223381668","139.628394362","139.628390933103","35.7223381330549","点検済"
"鷺8-161","建柱式","1","点検済","35.722440744","139.62844938","139.628445950496","35.7224407106503","点検済"
"鷺9-274","建柱式","1","点検済","35.7255829077","139.628477544","139.628474088513","35.7255828840299","点検済"
"鷺7-130","建柱式","1","点検済","35.7348529838","139.628472179","139.628468651177","35.7348529877044","点検済"
"鷺9-268","建柱式","1","点検済","35.7244789184","139.628548622","139.628545175594","35.7244788913765","点検済"
"鷺7-144","建柱式","1","点検済","35.7332439615","139.628535427","139.628531911163","35.7332439608069","点検済"
"鷺7-148","建柱式","1","点検済","35.734532931","139.628572091","139.628568565606","35.7345329340815","点検済"
"鷺7-146","建柱式","1","点検済","35.7324857604","139.62869145","139.628687939429","35.7324857575464","点検済"
"鷺55-003","建柱式","1","点検済","35.7319561329","139.628756493","139.628752986978","35.7319561284532","点検済"
"鷺8-159","建柱式","1","点検済","35.7231734912","139.628816843","139.628813406044","35.723173460249","点検済"
"鷺9-269","建柱式","1","点検済","35.7241762441","139.628820866","139.628817421322","35.7241762163097","点検済"
"鷺9-470","建柱式","1","点検済","35.7289361543","139.628835618","139.628832135745","35.7289361409114","点検済"
"鷺8-162","建柱式","1","点検済","35.7227521352","139.628869146","139.628865712317","35.7227521029919","点検済"
"鷺9-469","建柱式","1","点検済","35.7285464011","139.628870487","139.628867007429","35.7285463865364","点検済"
"鷺7-129","建柱式","1","点検済","35.7343810688","139.628939554","139.628936028261","35.7343810716582","点検済"
"鷺7-145","建柱式","1","点検済","35.7326267398","139.628952295","139.628948782325","35.7326267375443","点検済"
"鷺7-118","建柱式","1","点検済","35.7272257985","139.628977776","139.628974305866","35.7272257800125","点検済"
"鷺9-499","建柱式","1","点検済","35.73326895","139.62903142","139.629027902421","35.7332689497126","点検済"
"鷺8-149","建柱式","1","点検済","35.7219662826","139.629072913","139.629069484816","35.7219662481031","点検済"
"鷺7-128","建柱式","1","点検済","35.7351109845","139.629068971","139.629065438847","35.735110989599","点検済"
"鷺9-273","建柱式","1","点検済","35.7249547027","139.629107863","139.629104410502","35.724954677485","点検済"
"鷺7-137","建柱式","1","点検済","35.734874756","139.629114568","139.62911103807","35.734874760419","点検済"
"鷺8-158","建柱式","1","点検済","35.7229938435","139.629146755","139.62914331809","35.7229938122673","点検済"
"鷺9-281","建柱式","1","点検済","35.725371692","139.629219174","139.629215718511","35.7253716681788","点検済"
"鷺9-464","建柱式","1","点検済","35.735256858","139.629208446","139.629204912164","35.7352568635925","点検済"
"鷺9-468","建柱式","1","点検済","35.7288316397","139.629266113","139.629262629727","35.7288316262396","点検済"
"鷺9-280","建柱式","1","点検済","35.7261898776","139.629344568","139.629341104916","35.7261898562977","点検済"
"鷺9-282","建柱式","1","点検済","35.7258715044","139.629405626","139.629402165567","35.7258714821698","点検済"
"鷺8-148","建柱式","1","点検済","35.7213976838","139.629440457","139.629437031767","35.7213976477368","点検済"
"鷺9-477","建柱式","1","点検済","35.7328564432","139.629406929","139.62940341352","35.7328564418911","点検済"
"鷺8-148","建柱式","1","点検済","35.7213976838","139.629440457","139.629437031767","35.7213976477368","点検済"
"鷺53-014","建柱式","1","点検済","35.735284764","139.629417327","139.629413792751","35.7352847697876","点検済"
"鷺57-008","建柱式","1","点検済","35.7224124357","139.629455209","139.62945177575","35.7224124028196","点検済"
"鷺7-138","建柱式","1","点検済","35.7316154198","139.629450446","139.629446940149","35.7316154148314","点検済"
"鷺8-146","建柱式","1","点検済","35.7230232404","139.629508853","139.629505414865","35.7230232094931","点検済"
"鷺7-143","建柱式","1","点検済","35.7322094082","139.629497745","139.629494234319","35.7322094050449","点検済"
"鷺9-272","建柱式","1","点検済","35.7247609053","139.629530311","139.629526858564","35.724760879795","点検済"
"鷺9-276","建柱式","1","点検済","35.7253771357","139.629551768","139.62954831128","35.7253771121278","点検済"
"鷺8-152","建柱式","1","点検済","35.7210346523","139.629575812","139.629572389592","35.7210346151892","点検済"
"鷺8-157","建柱式","1","点検済","35.7225889344","139.629584119","139.62958068413","35.7225889021466","点検済"
"鷺53-016","建柱式","1","点検済","35.7330509995","139.629560355","139.629556837492","35.7330509989114","点検済"
"鷺9-262","建柱式","1","点検済","35.7248115322","139.629596025","139.629592572061","35.724811506882","点検済"
"鷺9-465","建柱式","1","点検済","35.7350173768","139.629591031","139.629587498261","35.7350173819249","点検済"
"鷺7-126","建柱式","1","点検済","35.734845358","139.629620237","139.629616705489","35.7348453626482","点検済"
"鷺7-117","建柱式","1","点検済","35.7271975339","139.629659296","139.629655824284","35.7271975158171","点検済"
"鷺55-004","建柱式","1","点検済","35.7289258117","139.629664421","139.629660935737","35.728925798844","点検済"
"鷺9-270","建柱式","1","点検済","35.7238730243","139.629681185","139.629677739421","35.7238729960799","点検済"
"鷺9-497","建柱式","1","点検済","35.7304352712","139.629689902","139.629686404754","35.73043526283","点検済"
"鷺9-459","壁掛式","1","点検済","35.7331795282","139.629693349","139.629689830065","35.7331795280855","点検済"
"鷺7-139","建柱式","1","点検済","35.7320072995","139.629787803","139.629784292694","35.7320072959325","点検済"
"鷺9-460","建柱式","1","点検済","35.7316428295","139.629789941","139.629786433861","35.7316428248398","点検済"
"鷺8-147","建柱式","1","点検済","35.7219471124","139.629828266","139.629824835452","35.7219470782856","点検済"
"鷺7-124","建柱式","1","点検済","35.7340201907","139.6298334","139.629829874401","35.7340201931506","点検済"
"鷺9-518","建柱式","1","点検済","35.7344469302","139.629855528","139.629851999284","35.7344469338594","点検済"
"鷺9-495","建柱式","1","点検済","35.7312382053","139.629866593","139.629863088804","35.7312381994772","点検済"
"鷺9-288","建柱式","1","点検済","35.7258601279","139.629895514","139.629892052035","35.7258601059623","点検済"
"鷺9-284","建柱式","1","点検済","35.7255916177","139.630049318","139.630045857713","35.725591595018","点検済"
"鷺9-454","建柱式","1","点検済","35.7332363776","139.630047977","139.630044456483","35.7332363778844","点検済"
"鷺9-283","建柱式","1","点検済","35.7253357635","139.630074799","139.630071340626","35.7253357401399","点検済"
"鷺9-271","建柱式","1","点検済","35.7245355336","139.630219638","139.630216185786","35.7245355078551","点検済"
"鷺9-496","建柱式","1","点検済","35.7311313752","139.630138493","139.630134988783","35.7311313692379","点検済"
"鷺9-453","建柱式","1","点検済","35.7325940805","139.630263895","139.630260378685","35.7325940790222","点検済"
"鷺7-142","建柱式","1","点検済","35.7333534057","139.6301727","139.630169177897","35.733353406463","点検済"
"鷺9-271","建柱式","1","点検済","35.7245355336","139.630219638","139.630216185786","35.7245355078551","点検済"
"鷺53-002","建柱式","1","点検済","35.7214832139","139.630268545","139.630265116695","35.7214831785864","点検済"
"鷺9-453","建柱式","1","点検済","35.7325940805","139.630263895","139.630260378685","35.7325940790222","点検済"
"鷺7-125","建柱式","1","点検済","35.7346526788","139.630265236","139.63026170386","35.7346526832788","点検済"
"鷺9-221","建柱式","1","点検済","35.7233580378","139.630299434","139.630295990658","35.7233580084305","点検済"
"鷺9-456","建柱式","1","点検済","35.7327606428","139.630368501","139.6303649832","35.7327606418741","点検済"
"鷺7-096","建柱式","1","点検済","35.7271953144","139.6303913","139.630387825628","35.7271952967848","点検済"
"鷺7-135","建柱式","1","点検済","35.7345376843","139.630399805","139.630396273423","35.7345376885578","点検済"
"鷺8-140","建柱式","1","点検済","35.7208493483","139.630439272","139.630435848197","35.7208493110907","点検済"
"鷺9-494","建柱式","1","点検済","35.7304799068","139.630444944","139.630441443833","35.7304798990484","点検済"
"鷺7-141","建柱式","1","点検済","35.7336368289","139.630439751","139.630436226204","35.7336368306111","点検済"
"鷺7-094","建柱式","1","点検済","35.7272961844","139.630500063","139.630496587756","35.7272961671735","点検済"
"鷺9-467","建柱式","1","点検済","35.7287143202","139.630496783","139.630493296629","35.7287143072256","点検済"
"鷺53-015","建柱式","1","点検済","35.7306960382","139.630505284","139.630501782039","35.7306960311764","点検済"
"鷺9-493","建柱式","1","点検済","35.7304369733","139.630531471","139.63052797099","35.7304369655168","点検済"
"鷺9-427","建柱式","1","点検済","35.734980393","139.630541417","139.630537881587","35.7349803986103","点検済"
"鷺9-463","建柱式","1","点検済","35.7348601145","139.630556133","139.630552598464","35.7348601197765","点検済"
"鷺7-097","建柱式","1","点検済","35.7353443031","139.630578543","139.630575004683","35.735344309771","点検済"
"鷺53-001","建柱式","1","点検済","35.7222065366","139.630683965","139.630680529524","35.722206503804","点検済"
"鷺8-151","建柱式","1","点検済","35.7210753994","139.630697072","139.630693645081","35.7210753630114","点検済"
"鷺7-108","建柱式","1","点検済","35.7347586241","139.630745924","139.630742389651","35.7347586292064","点検済"
"鷺9-457","建柱式","1","点検済","35.7337120154","139.630790866","139.630787339536","35.7337120175563","点検済"
"鷺7-136","建柱式","1","点検済","35.7325079793","139.631029589","139.631026071167","35.7325079780618","点検済"
"鷺9-259","建柱式","1","点検済","35.7240481805","139.630898803","139.630895352074","35.7240481536456","点検済"
"鷺9-260","建柱式","1","点検済","35.7243700429","139.630929083","139.630925629031","35.7243700170696","点検済"
"鷺9-258","建柱式","1","点検済","35.7271770548","139.630945223","139.630941747234","35.7271770375129","点検済"
"鷺8-142","建柱式","1","点検済","35.7212480706","139.631039565","139.631036136006","35.7212480349848","点検済"
"鷺7-136","建柱式","1","点検済","35.7325079793","139.631029589","139.631026071167","35.7325079780618","点検済"
"鷺9-255","建柱式","1","点検済","35.7256955422","139.631148363","139.631144898177","35.7256955206038","点検済"
"鷺8-135","壁掛式","1","点検済","35.7221097535","139.631210715","139.631207278121","35.7221097207537","点検済"
"鷺9-253","建柱式","1","点検済","35.7252214455","139.631258994","139.631255532865","35.7252214225192","点検済"
"鷺9-363","建柱式","1","点検済","35.7185467263","139.631325541","139.631322132664","35.7185466822874","点検済"
"鷺9-250","壁掛式","1","点検済","35.7242132619","139.631328732","139.631325278095","35.7242132358264","点検済"
"鷺9-458","建柱式","1","点検済","35.7312789883","139.631324038","139.631320528777","35.7312789835694","点検済"
"鷺8-141","建柱式","1","点検済","35.7211472602","139.631352872","139.631349442424","35.7211472244374","点検済"
"鷺9-256","建柱式","1","点検済","35.72600316","139.631348848","139.631345380446","35.726003139481","点検済"
"鷺9-366","壁掛式","1","点検済","35.7186974226","139.631377012","139.631373601824","35.7186973791152","点検済"
"鷺9-362","建柱式","1","点検済","35.7181837854","139.63167271","139.63166930341","35.7181837404058","点検済"
"鷺9-252","建柱式","1","点検済","35.7246672727","139.63149637","139.631492911968","35.7246672481918","点検済"
"鷺9-217","建柱式","1","点検済","35.7232867234","139.63154465","139.631541202614","35.7232866945294","点検済"
"鷺8-156","建柱式","1","点検済","35.7218793807","139.631577222","139.631573786163","35.7218793473941","点検済"
"鷺8-137","建柱式","1","点検済","35.72154576","139.631582201","139.631578767343","35.7215457256204","点検済"
"鷺57-003","建柱式","1","点検済","35.7190654475","139.631665349","139.631661935388","35.71906540528","点検済"
"鷺9-362","建柱式","1","点検済","35.7181837854","139.63167271","139.63166930341","35.7181837404058","点検済"
"鷺9-433","建柱式","1","点検済","35.7314063616","139.631686807","139.631683295402","35.731406357485","点検済"
"鷺9-368","建柱式","1","点検済","35.719429963","139.631813658","139.63181024097","35.7194299220389","点検済"
"鷺9-246","建柱式","1","点検済","35.7257936349","139.632007818","139.632004349563","35.725793614171","点検済"
"鷺9-226","建柱式","1","点検済","35.7231114311","139.631857127","139.631853680325","35.7231114018868","点検済"
"鷺55-002","建柱式","1","点検済","35.7323959471","139.631877244","139.631873723904","35.7323959461387","点検済"
"鷺9-251","建柱式","1","点検済","35.7248599815","139.631902725","139.631899263737","35.7248599579174","点検済"
"鷺9-244","建柱式","1","点検済","35.7250189388","139.631902725","139.63189926247","35.7250189156475","点検済"
"鷺9-364","建柱式","1","点検済","35.7182890912","139.631949855","139.631946446644","35.7182890466756","点検済"
"鷺9-365","建柱式","1","点検済","35.718701778","139.632022083","139.632018670907","35.7187017347843","点検済"
"鷺9-246","建柱式","1","点検済","35.7257936349","139.632007818","139.632004349563","35.725793614171","点検済"
"鷺8-136","建柱式","1","点検済","35.7226090916","139.63210545","139.632102006565","35.7226090609297","点検済"
"鷺7-102","壁掛式","1","点検済","35.7348350216","139.63207975","139.632076211215","35.7348350278023","点検済"
"鷺8-139","建柱式","1","点検済","35.7212337688","139.632123918","139.632120485506","35.7212337337537","点検済"
"鷺55-001","建柱式","1","点検済","35.7304298278","139.63244319","139.632439683571","35.7304298212838","点検済"
"鷺9-355","建柱式","1","点検済","35.717813285","139.632204473","139.632201067619","35.71781323905","点検済"
"鷺9-430","建柱式","1","点検済","35.7292284434","139.632186152","139.632182656152","35.7292284330943","点検済"
"鷺7-099","建柱式","1","点検済","35.7254194655","139.632252111","139.632248644674","35.7254194438114","点検済"
"鷺57-001","建柱式","1","点検済","35.7221899221","139.632266783","139.632263342381","35.7221898901882","点検済"
"鷺9-249","建柱式","1","点検済","35.7247119115","139.632280916","139.632277455133","35.7247118876638","点検済"
"鷺9-216","建柱式","1","点検済","35.7243040307","139.632339878","139.632336420224","35.7243040055874","点検済"
"鷺9-247","建柱式","1","点検済","35.7262476955","139.632402278","139.632398804713","35.7262476763962","点検済"
"鷺9-369","建柱式","1","点検済","35.7188629251","139.632425755","139.632422340728","35.7188628826779","点検済"
"鷺55-001","建柱式","1","点検済","35.7304298278","139.63244319","139.632439683571","35.7304298212838","点検済"
"鷺7-103","建柱式","1","点検済","35.7346519923","139.632491033","139.63248749404","35.7346519982048","点検済"
"鷺9-370","建柱式","1","点検済","35.7195598903","139.632540561","139.632537140508","35.7195598501314","点検済"
"鷺9-444","建柱式","1","点検済","35.7322397469","139.632538882","139.632535361529","35.7322397458633","点検済"
"鷺9-358","建柱式","1","点検済","35.7174604982","139.632620215","139.632616811453","35.7174604513886","点検済"
"鷺8-153","建柱式","1","点検済","35.7210320946","139.632670893","139.632667460296","35.721032059217","点検済"
"鷺9-356","建柱式","1","点検済","35.7177305327","139.632934034","139.632930626701","35.7177304868284","点検済"
"鷺8-138","建柱式","1","点検済","35.7216493471","139.632788549","139.632785110966","35.721649313763","点検済"
"鷺9-425","建柱式","1","点検済","35.7283564327","139.632780882","139.632777391031","35.7283564201747","点検済"
"鷺9-432","建柱式","1","点検済","35.7296707938","139.632780047","139.632776545791","35.7296707852173","点検済"
"鷺53-011","建柱式","1","点検済","35.7336202044","139.632770483","139.632766951081","35.7336202075996","点検済"
"鷺8-005","建柱式","1","点検済","35.7275241063","139.632818699","139.632815214277","35.7275240913358","点検済"
"鷺53-010","建柱式","1","点検済","35.7329024332","139.633040592","139.633037064795","35.7329024344858","点検済"
"鷺9-354","建柱式","1","点検済","35.7173712125","139.632891119","139.632887714375","35.7173711654502","点検済"
"鷺8-131","建柱式","1","点検済","35.7217336916","139.632882578","139.632879138978","35.721733658588","点検済"
"鷺8-170","建柱式","1","点検済","35.7210717108","139.633178643","139.633175208286","35.7210716758294","点検済"
"鷺9-242","建柱式","1","点検済","35.7257521723","139.632899501","139.632896029932","35.7257521520411","点検済"
"鷺9-374","建柱式","1","点検済","35.7194008059","139.632917941","139.632914520139","35.7194007654375","点検済"
"鷺9-356","建柱式","1","点検済","35.7177305327","139.632934034","139.632930626701","35.7177304868284","点検済"
"鷺9-399","建柱式","1","点検済","35.7204330042","139.632971585","139.632968155883","35.7204329670812","点検済"
"鷺9-431","建柱式","1","点検済","35.7303013643","139.632963538","139.632960031461","35.7303013577171","点検済"
"鷺9-360","建柱式","1","点検済","35.7173559685","139.633022547","139.633019142301","35.7173559215389","点検済"
"鷺9-375","建柱式","1","点検済","35.7184986749","139.633033044","139.633029630356","35.7184986315774","点検済"
"鷺9-212","建柱式","1","点検済","35.723238151","139.633051573","139.633048121379","35.7232381229222","点検済"
"鷺53-010","建柱式","1","点検済","35.7329024332","139.633040592","139.633037064795","35.7329024344858","点検済"
"鷺9-436","建柱式","1","点検済","35.7312114913","139.633048028","139.63304451369","35.7312114874756","点検済"
"鷺8-133","建柱式","1","点検済","35.7218717118","139.633171002","139.633167560912","35.7218716793993","点検済"
"鷺8-170","建柱式","1","点検済","35.7210717108","139.633178643","139.633175208286","35.7210716758294","点検済"
"鷺9-379","建柱式","1","点検済","35.7197753604","139.633190185","139.63318676045","35.7197753212992","点検済"
"鷺9-443","建柱式","1","点検済","35.7335509924","139.633222371","139.633218838545","35.7335509957115","点検済"
"鷺9-442","建柱式","1","点検済","35.7340789764","139.633222371","139.633218834497","35.7340789811863","点検済"
"鷺9-435","建柱式","1","点検済","35.7306089143","139.6332331","139.633229590213","35.7306089088698","点検済"
"鷺8-134","壁掛式","1","点検済","35.7224951831","139.633277357","139.633273910194","35.7224951528101","点検済"
"鷺9-429","建柱式","1","点検済","35.7294194099","139.633278957","139.633275456146","35.7294194008957","点検済"
"鷺9-357","建柱式","1","点検済","35.7177838861","139.633313566","139.633310157585","35.7177838406476","点検済"
"鷺9-241","建柱式","1","点検済","35.7260019561","139.633313771","139.633310296617","35.7260019368666","点検済"
"鷺9-428","建柱式","1","点検済","35.7287013017","139.633308","139.633304504639","35.7287012905608","点検済"
"鷺8-171","建柱式","1","点検済","35.7203731197","139.63332966","139.633326230072","35.7203730825263","点検済"
"鷺9-373","建柱式","1","点検済","35.7190153614","139.633344412","139.633340993035","35.7190153198499","点検済"
"鷺8-175","建柱式","1","点検済","35.7206703644","139.633349776","139.633346344195","35.7206703282175","点検済"
"鷺9-517","建柱式","1","点検済","35.7302756512","139.633329296","139.633325788325","35.730275644798","点検済"
"鷺7-107","建柱式","1","点検済","35.7354549843","139.63332966","139.633326111975","35.735454992926","点検済"
"鷺53-009","建柱式","1","点検済","35.7313432193","139.633438289","139.633434772841","35.7313432161731","点検済"
"鷺9-361","建柱式","1","点検済","35.718437191","139.633482546","139.633479130964","35.7184371477092","点検済"
"鷺7-105","建柱式","1","点検済","35.7350155837","139.633454344","139.633450799255","35.735015591222","点検済"
"鷺9-219","建柱式","1","点検済","35.7245083087","139.633493334","139.633489870745","35.7245082849941","点検済"
"鷺8-128","建柱式","1","点検済","35.7220596693","139.633819163","139.633815718093","35.7220596379207","点検済"
"鷺9-353","建柱式","1","点検済","35.718497077","139.633520097","139.633516681285","35.718497033933","点検済"
"鷺9-210","建柱式","1","点検済","35.7238701945","139.633527865","139.633524406735","35.7238701687572","点検済"
"鷺9-400","建柱式","1","点検済","35.7211650015","139.633539109","139.633535672338","35.7211649670329","点検済"
"鷺9-359","建柱式","1","点検済","35.7172646787","139.633556796","139.633553390482","35.7172646316523","点検済"
"鷺9-347","建柱式","1","点検済","35.7170576226","139.633630067","139.633626663004","35.7170575749136","点検済"
"鷺7-072","建柱式","1","点検済","35.7249949863","139.633635432","139.633631963906","35.7249949642909","点検済"
"鷺7-104","建柱式","1","点検済","35.7346249191","139.63362135","139.633617807661","35.7346249256246","点検済"
"鷺9-240","建柱式","1","点検済","35.726523573","139.633698463","139.633694983731","35.7265235555671","点検済"
"鷺8-180","建柱式","1","点検済","35.7204722014","139.63371858","139.63371514829","35.7204721647553","点検済"
"鷺9-348","建柱式","1","点検済","35.7174158554","139.633746743","139.633743335842","35.7174158088924","点検済"
"鷺8-174","建柱式","1","点検済","35.7212493459","139.633805522","139.633802083776","35.7212493118562","点検済"
"鷺9-378","建柱式","1","点検済","35.7191601443","139.633819214","139.633815792444","35.7191601035051","点検済"
"鷺8-128","建柱式","1","点検済","35.7220596693","139.633819163","139.633815718093","35.7220596379207","点検済"
"鷺57-012","建柱式","1","点検済","35.7223895713","139.633819163","139.633815715454","35.7223895409143","点検済"
"鷺9-452","建柱式","1","点検済","35.7342161428","139.633825868","139.633822328597","35.734216148362","点検済"
"鷺7-020","建柱式","1","点検済","35.7186285148","139.633924424","139.633921006346","35.7186284723375","点検済"
"鷺8-167","建柱式","1","点検済","35.7208598165","139.633921087","139.633917651295","35.7208597812473","点検済"
"鷺9-243","建柱式","1","点検済","35.725238446","139.633920076","139.633916605538","35.7252384248803","点検済"
"鷺9-239","建柱式","1","点検済","35.7265520874","139.634308522","139.634305040063","35.7265520704801","点検済"
"鷺9-218","建柱式","1","点検済","35.7240431229","139.6339682","139.633964738884","35.7240430979976","点検済"
"鷺9-424","建柱式","1","点検済","35.7271898708","139.63396132","139.633957834179","35.7271898555618","点検済"
"鷺8-177","建柱式","1","点検済","35.7214423173","139.633988925","139.633985484621","35.7214422839853","点検済"
"鷺9-423","建柱式","1","点検済","35.7282295891","139.634016305","139.634012811216","35.7282295770256","点検済"
"鷺8-189","建柱式","1","点検済","35.7206311673","139.634100795","139.634097360529","35.7206311314616","点検済"
"鷺7-095","建柱式","1","点検済","35.7275578564","139.634120911","139.634117422238","35.7275578423951","点検済"
"鷺9-382","建柱式","1","点検済","35.7197786747","139.634192933","139.63418950525","35.7197786361033","点検済"
"鷺7-067","建柱式","1","点検済","35.7222320943","139.634189718","139.634186270634","35.7222320636628","点検済"
"鷺8-173","建柱式","1","点検済","35.7209664176","139.634196067","139.634192629738","35.7209663828593","点検済"
"鷺7-101","建柱式","1","点検済","35.7262938514","139.634201378","139.634197898048","35.7262938335942","点検済"
"鷺9-440","建柱式","1","点検済","35.7322696641","139.634206742","139.634203216108","35.7322696642516","点検済"
"鷺8-176","建柱式","1","点検済","35.72142187","139.634274143","139.634270701834","35.7214218367819","点検済"
"鷺9-346","建柱式","1","点検済","35.7173625016","139.634304643","139.634301233884","35.7173624552639","点検済"
"鷺9-239","建柱式","1","点検済","35.7265520874","139.634308522","139.634305040063","35.7265520704801","点検済"
"鷺9-381","建柱式","1","点検済","35.719055648","139.634327441","139.634324019038","35.7190556071454","点検済"
"鷺9-220","建柱式","1","点検済","35.7246690995","139.634331681","139.634328213664","35.7246690768642","点検済"
"鷺9-380","建柱式","1","点検済","35.7186765657","139.634358202","139.634354782516","35.7186765236091","点検済"
"鷺7-113","建柱式","1","点検済","35.7273520484","139.634370121","139.63436663266","35.7273520339211","点検済"
"鷺9-416","建柱式","1","点検済","35.7304686861","139.634479295","139.634475782157","35.7304686810437","点検済"
"鷺8-183","建柱式","1","点検済","35.7221783471","139.634536654","139.634533205664","35.722178316477","点検済"
