"管理番号","設置形式","設置本数","調査結果","緯度","経度","経度","緯度","分類"
"昭8-113","壁掛式","1","点検済","35.7066721287","139.676769119","139.676765594371","35.706672104317","点検済"
"上96-002","建柱式","1","点検済","35.709342161","139.67677407","139.676770520309","35.7093421445494","点検済"
"上7-084","建柱式","1","点検済","35.7113287706","139.67677409","139.676770521439","35.7113287599749","点検済"
"江7-028","建柱式","1","点検済","35.7298484743","139.67673786","139.676734104819","35.7298485242962","点検済"
"上8-098-2","建柱式","2","点検済","35.7150486582","139.676778764","139.676775158988","35.7150486586063","点検済"
"上8-098-1","建柱式","2","点検済","35.7150628137","139.676788151","139.676784546535","35.7150628141426","点検済"
"東57-011","建柱式","1","点検済","35.6943859209","139.676829456","139.676826038169","35.6943858603532","点検済"
"南8-233","建柱式","1","点検済","35.6926346489","139.676847927","139.676844523757","35.6926345832212","点検済"
"南96-010","建柱式","1","点検済","35.6937254716","139.676845819","139.676842406382","35.6937254091223","点検済"
"東7-062","建柱式","1","点検済","35.6975577427","139.676839898","139.67683645353","35.6975576915333","点検済"
"南13-4","建柱式","1","点検済","35.6897229976","139.676857643","139.676854263374","35.6897229245492","点検済"
"南8-277","建柱式","1","点検済","35.6911898329","139.676855206","139.67685181514","35.6911897632383","点検済"
"南8-195","建柱式","1","点検済","35.688935138","139.6768713","139.676867926353","35.6889350630959","点検済"
"東57-020-1","建柱式","2","点検済","35.6999395673","139.676850064","139.676846599513","35.6999395231803","点検済"
"東57-020-2","建柱式","2","点検済","35.6999575946","139.676850029","139.676846564362","35.6999575505334","点検済"
"上55-002-1","建柱式","2","点検済","35.719529287","139.676814973","139.676811324359","35.7195293016227","点検済"
"上8-128","建柱式","1","点検済","35.716146245","139.67682302","139.676819404601","35.716146248709","点検済"
"昭7-065","建柱式","1","点検済","35.7089066229","139.679981746","139.679978184459","35.7089066100636","点検済"
"上55-002-2","建柱式","2","点検済","35.7195140435","139.676821679","139.676818029999","35.7195140580706","点検済"
"昭9-153","建柱式","1","点検済","35.706466707","139.676852524","139.676849001074","35.7064666821106","点検済"
"昭9-152","建柱式","1","点検済","35.7065854079","139.676860571","139.676857046591","35.7065853834447","点検済"
"江9-155","建柱式","1","点検済","35.7308707392","139.67682302","139.676819253616","35.7308707930121","点検済"
"上8-086","建柱式","1","点検済","35.7141906136","139.676860571","139.67685697424","35.7141906115319","点検済"
"東9-100","建柱式","1","点検済","35.6956848726","139.676896781","139.676893351674","35.6956848159895","点検済"
"東7-099","建柱式","1","点検済","35.7017533532","139.676885423","139.676881942046","35.7017533144935","点検済"
"昭8-105","建柱式","1","点検済","35.7082721022","139.676874963","139.676871423431","35.7082720827063","点検済"
"東96-018","建柱式","1","点検済","35.7056369269","139.676903062","139.676899546003","35.705636899678","点検済"
"東9-280","建柱式","1","点検済","35.7025468075","139.676938852","139.676935363631","35.7025467712254","点検済"
"南7-025","建柱式","1","点検済","35.6872004153","139.676978383","139.676975022964","35.6872003366046","点検済"
"東9-099","建柱式","1","点検済","35.695384277","139.676964377","139.676960950128","35.6953842196561","点検済"
"東8-235","建柱式","1","点検済","35.7026571857","139.676963543","139.676960053512","35.702657149793","点検済"
"昭9-138","建柱式","1","点検済","35.7091613933","139.676951766","139.676948217496","35.7091613765137","点検済"
"上8-032-1","建柱式","2","点検済","35.7146261704","139.67694506","139.676941459182","35.7146261697514","点検済"
"東8-088","建柱式","1","点検済","35.6985558145","139.676986635","139.676983181151","35.6985557665803","点検済"
"上7-102","建柱式","1","点検済","35.7117558071","139.676962495","139.676958921198","35.711755798043","点検済"
"昭8-107","建柱式","1","点検済","35.7071698746","139.676975237","139.676971706838","35.7071698520138","点検済"
"東9-082-1","建柱式","2","点検済","35.6936217775","139.67700249","139.676999077719","35.693621715035","点検済"
"東9-082-2","建柱式","2","点検済","35.6936398048","139.677002455","139.676999042568","35.6936397423881","点検済"
"東8-234","建柱式","1","点検済","35.7032648443","139.67698819","139.676984694917","35.7032648102259","点検済"
"上9-020","壁掛式","1","点検済","35.710032015","139.676978588","139.676975031033","35.7100320008691","点検済"
"上8-131-2","建柱式","2","点検済","35.7167511485","139.67696638","139.676962758011","35.7167511541702","点検済"
"上8-131-1","建柱式","2","点検済","35.7167691757","139.676966345","139.676962722832","35.7167691814293","点検済"
"上8-032-2","建柱式","2","点検済","35.7146218148","139.676971883","139.676968281177","35.7146218142194","点検済"
"東7-091","建柱式","1","点検済","35.7020183329","139.676999453","139.676995969078","35.7020182951717","点検済"
"南8-222","建柱式","1","点検済","35.6902454829","139.677026868","139.677023483232","35.6902454114102","点検済"
"東9-038","建柱式","1","点検済","35.6947757762","139.680366462","139.680363023316","35.6947757235845","点検済"
"江7-040","建柱式","1","点検済","35.7299219602","139.676965177","139.676961420088","35.729922010721","点検済"
"東7-067","建柱式","1","点検済","35.6977245712","139.677029051","139.677025604176","35.6977245208735","点検済"
"昭7-079","建柱式","1","点検済","35.7083637233","139.677016139","139.677012597894","35.7083637043381","点検済"
"東8-096","建柱式","1","点検済","35.6987849555","139.677042384","139.677038928215","35.6987849083215","点検済"
"昭8-110","建柱式","1","点検済","35.7073348577","139.677035881","139.677032349043","35.707334835696","点検済"
"東16-006","建柱式","1","点検済","35.6947566409","139.677080512","139.67707708986","35.694756581977","点検済"
"東8-106","建柱式","1","点検済","35.7006536602","139.677073049","139.677069576983","35.7006536185799","点検済"
"上8-089","建柱式","1","点検済","35.7125797547","139.677050234","139.677046651935","35.7125797481671","点検済"
"南12-006","建柱式","1","点検済","35.6876639848","139.677100629","139.677097264271","35.6876639073917","点検済"
"東8-089","建柱式","1","点検済","35.6981223481","139.677096605","139.677093154798","35.6981222991013","点検済"
"東12-005","建柱式","1","点検済","35.7040981047","139.677085453","139.677081949921","35.7040980732439","点検済"
"東7-116","建柱式","1","点検済","35.7043224949","139.680508707","139.680505184404","35.7043224697958","点検済"
"東8-231","建柱式","1","点検済","35.7037885774","139.677087563","139.677084062696","35.703788545036","点検済"
"上8-138-1","建柱式","2","点検済","35.7174694903","139.677076845","139.677073215264","35.717469498472","点検済"
"上8-138-2","建柱式","2","点検済","35.7174875175","139.67707681","139.677073180084","35.7174875257311","点検済"
"江9-185","建柱式","1","点検済","35.7309197292","139.67705369","139.67704992189","35.730919783412","点検済"
"東8-097","建柱式","1","点検済","35.6991004539","139.677117894","139.677114435184","35.6991004077869","点検済"
"上8-143","建柱式","1","点検済","35.7183979844","139.677080844","139.677077204959","35.7183979956207","点検済"
"東9-127","建柱式","1","点検済","35.6969920215","139.67713408","139.677130638792","35.6969919692105","点検済"
"上7-076","建柱式","1","点検済","35.70968845","139.677113369","139.677109814668","35.7096884350163","点検済"
"南8-203","建柱式","1","点検済","35.6901855757","139.677156284","139.677152899664","35.6901855042915","点検済"
"上8-135","建柱式","1","点検済","35.7187997729","139.677104652","139.677101008746","35.7187997854703","点検済"
"昭9-129","建柱式","1","点検済","35.7107381855","139.68057891","139.680575327701","35.7107381788057","点検済"
"上8-130","建柱式","1","点検済","35.7162577211","139.677143051","139.677139432907","35.716257725525","点検済"
"上9-016","建柱式","1","点検済","35.7102602531","139.677184102","139.677180541672","35.7102602399366","点検済"
"東11-005","建柱式","1","点検済","35.7018303111","139.677207314","139.677203830707","35.701830273177","点検済"
"南8-206","建柱式","1","点検済","35.6906604754","139.677230716","139.6772273268","35.6906604053257","点検済"
"東8-216","建柱式","1","点検済","35.7046228768","139.677205079","139.677201570587","35.704622847087","点検済"
"東8-246","建柱式","1","点検済","35.7033215958","139.677226481","139.677222984189","35.7033215622957","点検済"
"上8-087-1","建柱式","2","点検済","35.7136015192","139.677209258","139.677205665324","35.7136015159048","点検済"
"上8-088","建柱式","1","点検済","35.7134207611","139.677218646","139.677215054756","35.7134207572723","点検済"
"東8-082","建柱式","1","点検済","35.6999768557","139.677245492","139.677242025179","35.6999768123935","点検済"
"東9-075","建柱式","1","点検済","35.6934825853","139.67726022","139.677256807664","35.6934825229146","点検済"
"上8-087-2","建柱式","2","点検済","35.7136009496","139.677224555","139.677220962172","35.7136009463217","点検済"
"東7-061","建柱式","1","点検済","35.7010236964","139.677256197","139.677252720454","35.7010236562303","点検済"
"昭96-005","建柱式","1","点検済","35.7071547165","139.677247736","139.677244204582","35.7071546943016","点検済"
"江9-186","建柱式","1","点検済","35.7310630492","139.677204136","139.677200365636","35.7310631040742","点検済"
"南8-207","建柱式","1","点検済","35.6911626026","139.67728436","139.677280966701","35.6911625337984","点検済"
"上8-119-2","建柱式","2","点検済","35.7129378255","139.677253503","139.677249916434","35.712937820313","点検済"
"上8-119-1","建柱式","2","点検済","35.7129558527","139.677253468","139.67724988126","35.712955847566","点検済"
"上9-097","建柱式","1","点検済","35.7172155065","139.67724815","139.677244522038","35.7172155141026","点検済"
"上7-007-2","建柱式","2","点検済","35.7120313055","139.67727229","139.677268712093","35.7120312976865","点検済"
"昭8-152","建柱式","1","点検済","35.7072779297","139.677293699","139.677290166238","35.7072779079366","点検済"
"南8-194","建柱式","1","点検済","35.6893691989","139.677331299","139.677327919477","35.6893691259839","点検済"
"上7-007-1","建柱式","2","点検済","35.7120313055","139.677289724","139.677286146362","35.7120312977118","点検済"
"昭8-108","建柱式","1","点検済","35.7077021958","139.67729899","139.677295453392","35.7077021752918","点検済"
"南8-208","建柱式","1","点検済","35.6915061804","139.677343834","139.677340437731","35.6915061124823","点検済"
"東7-066","建柱式","1","点検済","35.6976990895","139.677337606","139.677334157832","35.6976990396658","点検済"
"東8-083","建柱式","1","点検済","35.7001197592","139.677346051","139.677342582133","35.7001197164449","点検済"
"南8-212","建柱式","1","点検済","35.6928571273","139.677366294","139.677362886342","35.6928570632979","点検済"
"昭8-116","建柱式","1","点検済","35.706517792","139.677345703","139.677342176813","35.7065177680861","点検済"
"東8-233","壁掛式","1","点検済","35.7041212821","139.677355394","139.677351889332","35.7041212511624","点検済"
"上9-094","建柱式","1","点検済","35.7169302264","139.677350074","139.677346448312","35.7169302331274","点検済"
"東8-084","建柱式","1","点検済","35.6989927539","139.677396506","139.677393046672","35.6989927079727","点検済"
"昭8-154","建柱式","1","点検済","35.7074560703","139.677386392","139.677382857161","35.7074560492065","点検済"
"東9-250","建柱式","1","点検済","35.7041369786","139.680865964","139.680862441248","35.7041369535621","点検済"
"南8-190","建柱式","1","点検済","35.6892335892","139.677439928","139.677436549496","35.6892335161285","点検済"
"昭96-008","建柱式","1","点検済","35.7090514079","139.677415118","139.677411567798","35.7090513914886","点検済"
"江9-184","建柱式","1","点検済","35.7303797488","139.677380919","139.677377155477","35.7303798014161","点検済"
"昭7-071","建柱式","1","点検済","35.7082706353","139.677430162","139.677426619606","35.7082706166666","点検済"
"東11-009","建柱式","1","点検済","35.7043801066","139.677440852","139.677437344566","35.7043800765646","点検済"
"東96-017","建柱式","1","点検済","35.705347801","139.677446813","139.677443296826","35.7053477738145","点検済"
"上7-071","建柱式","1","点検済","35.7097575987","139.67745468","139.677451123352","35.7097575844475","点検済"
"昭7-143","建柱式","1","点検済","35.7063655955","139.677471667","139.677468141539","35.7063655713415","点検済"
"東8-203","建柱式","1","点検済","35.7019392617","139.677492374","139.67748888827","35.7019392245896","点検済"
"上9-015","建柱式","1","点検済","35.7102236703","139.677505642","139.677502080558","35.7102236575201","点検済"
"昭8-109","建柱式","1","点検済","35.707729209","139.677524948","139.677521409994","35.7077291889263","点検済"
"東8-080","建柱式","1","点検済","35.7002624295","139.677541852","139.677538381106","35.7002623875119","点検済"
"上8-085-1","建柱式","2","点検済","35.7145310527","139.677341425","139.67751278788","35.7144989200898","点検済"
"上8-134","建柱式","1","点検済","35.718350084","139.677511677","139.677508036381","35.7183500956203","点検済"
"上8-085-2","建柱式","2","点検済","35.7145130255","139.67734146","139.677520161301","35.7144796967583","点検済"
"南8-163","建柱式","1","点検済","35.6903947062","139.677571356","139.677567967807","35.6903946361351","点検済"
"上9-096","建柱式","1","点検済","35.7171817521","139.677529782","139.677526152882","35.7171817598923","点検済"
"昭96-006","建柱式","1","点検済","35.7073810317","139.677551188","139.677547652994","35.7073810106467","点検済"
"東8-067","建柱式","1","点検済","35.6974991906","139.677584948","139.677581500262","35.6974991406348","点検済"
"上9-025","建柱式","1","点検済","35.709520206","139.677561969","139.67755841346","35.7095201912432","点検済"
"東8-213","壁掛式","1","点検済","35.704079582","139.677586108","139.677582602974","35.7040795513584","点検済"
"上8-065","建柱式","1","点検済","35.7125505749","139.677590534","139.677586949456","35.7125505690609","点検済"
"東8-255","建柱式","1","点検済","35.7038465221","139.677615077","139.677611573478","35.7038464907903","点検済"
"東9-126","建柱式","1","点検済","35.6966569311","139.677633718","139.677630276751","35.6966568787325","点検済"
"東9-210","建柱式","1","点検済","35.7000794022","139.677638054","139.677634584264","35.7000793598921","点検済"
"南8-211","建柱式","1","点検済","35.6924295672","139.67765502","139.677651614514","35.6924295025138","点検済"
"上8-129","建柱式","1","点検済","35.7159469819","139.677610248","139.67760663085","35.7159469860382","点検済"
"東9-014","建柱式","1","点検済","35.6946746317","139.677660615","139.677657190619","35.694674573601","点検済"
"南11-010","建柱式","1","点検済","35.6915136198","139.677667669","139.677664271088","35.6915135525472","点検済"
"東9-098","建柱式","1","点検済","35.6951563354","139.677661209","139.677657780568","35.6951562787129","点検済"
"東9-013","建柱式","1","点検済","35.6947024956","139.677663491","139.67766006637","35.6947024375881","点検済"
"南8-191","建柱式","1","点検済","35.6895215012","139.677733114","139.677681341804","35.6894698308666","点検済"
"東14-002","建柱式","1","点検済","35.7022434518","139.677671307","139.677667817618","35.7022434158893","点検済"
"東7-092","建柱式","1","点検済","35.701255773","139.677673669","139.677670188495","35.7012557342007","点検済"
"東9-252","建柱式","1","点検済","35.7033589273","139.681201843","139.681198325534","35.7033589006167","点検済"
"東9-120","建柱式","1","点検済","35.6963383586","139.677700102","139.677696663767","35.6963383054347","点検済"
"上9-095","建柱式","1","点検済","35.7171817521","139.677661881","139.677658251001","35.7171817600666","点検済"
"南8-182","壁掛式","1","点検済","35.6883785344","139.677718878","139.677715504711","35.6883784599153","点検済"
"昭9-017","建柱式","1","点検済","35.710577578","139.681215137","139.681211553245","35.7105775718167","点検済"
"東8-076","建柱式","1","点検済","35.7008499888","139.677698761","139.677695284243","35.7008499488612","点検済"
"南12-008","建柱式","1","点検済","35.6884645849","139.677722901","139.677719527316","35.6884645106374","点検済"
"昭9-020","建柱式","1","点検済","35.7093784821","139.681274602","139.68127102929","35.7093784725915","点検済"
"南8-221","建柱式","1","点検済","35.6927135218","139.677742235","139.677738826699","35.6927134581175","点検済"
"東9-122","建柱式","1","点検済","35.6965605426","139.677734971","139.677731530442","35.6965604901745","点検済"
"東8-204","建柱式","1","点検済","35.7024525974","139.677727823","139.677724331446","35.7024525621986","点検済"
"東8-081-2","建柱式","2","点検済","35.6985220522","139.677736983","139.6777335256","35.6985220054703","点検済"
"東8-081-1","建柱式","2","点検済","35.6985144284","139.677737653","139.677734196213","35.6985143816855","点検済"
"鍋8-129","建柱式","1","点検済","35.7035415978","139.677729607","139.677726105265","35.7035415658301","点検済"
"上7-077","建柱式","1","点検済","35.7091373822","139.677722297","139.677718744776","35.7091373665589","点検済"
"上8-080","建柱式","1","点検済","35.7140568578","139.677715902","139.677712302254","35.7140568565518","点検済"
"南11-016","建柱式","1","点検済","35.6901409175","139.677780569","139.677777181117","35.6901408472837","点検済"
"昭8-100","建柱式","1","点検済","35.7062701654","139.677749487","139.677745960978","35.706270141409","点検済"
"東9-207","建柱式","1","点検済","35.6988172002","139.677764475","139.677761015621","35.6988171543944","点検済"
"東7-065","建柱式","1","点検済","35.6976605622","139.67776984","139.677766389736","35.6976605130852","点検済"
"東8-212","建柱式","1","点検済","35.7037688962","139.677759363","139.677755859439","35.7037688649049","点検済"
"上12-001","建柱式","1","点検済","35.7121118859","139.6777457","139.677742118785","35.712111878986","点検済"
"南8-204","建柱式","1","点検済","35.6905461076","139.677791297","139.677787906659","35.6905460383728","点検済"
"東8-087","建柱式","1","点検済","35.6993388798","139.677786604","139.677783139348","35.6993388355654","点検済"
"南14-005","建柱式","1","点検済","35.6899339648","139.677819461","139.677816074614","35.6899338941404","点検済"
"南8-172","建柱式","1","点検済","35.6895756085","139.677826166","139.67782278297","35.6895755370431","点検済"
"東8-209","建柱式","1","点検済","35.7031545523","139.677799832","139.677796333762","35.7031545192755","点検済"
"東8-215","建柱式","1","点検済","35.7047272973","139.677798066","139.677794553615","35.7047272688736","点検済"
"東9-197","建柱式","1","点検済","35.6994871134","139.681479134","139.68147564971","35.6994870762379","点検済"
"東8-079","建柱式","1","点検済","35.6996188757","139.677829634","139.677826167204","35.6996188323854","点検済"
"上7-072","建柱式","1","点検済","35.7118722771","139.677814675","139.677811095867","35.7118722696003","点検済"
"昭7-070","建柱式","1","点検済","35.7082823613","139.677838263","139.677834718414","35.7082823433364","点検済"
"南8-201","建柱式","1","点検済","35.6895102546","139.677835554","139.677876312037","35.6894814638389","点検済"
"上8-127","建柱式","1","点検済","35.716132192","139.677828942","139.677825321614","35.7161321969799","点検済"
"南8-171","建柱式","1","点検済","35.6889895999","139.677895904","139.677892524752","35.6889895272531","点検済"
"東8-066","建柱式","1","点検済","35.697019357","139.677882926","139.677879480795","35.6970193061818","点検済"
"南8-170","建柱式","1","点検済","35.6890821852","139.67790395","139.677900570599","35.6890821127674","点検済"
"東9-124","建柱式","1","点検済","35.6964910918","139.677894635","139.677891194179","35.6964910394595","点検済"
"南8-181","建柱式","1","点検済","35.6874874383","139.677913836","139.677910469094","35.6874873621453","点検済"
"南11-014","建柱式","1","点検済","35.6902871611","139.677914325","139.677910935694","35.6902870914788","点検済"
"南8-168","建柱式","1","点検済","35.6900004076","139.677922726","139.677919338624","35.6900003372818","点検済"
"昭9-137","建柱式","1","点検済","35.7095044161","139.677892551","139.677888994184","35.7095044017963","点検済"
"南8-178","建柱式","1","点検済","35.6880871133","139.677941483","139.677938111161","35.6880870385998","点検済"
"東9-117","建柱式","1","点検済","35.6955844765","139.67794139","139.67793795657","35.6955844215982","点検済"
"上8-063-2","建柱式","2","点検済","35.7122251338","139.677910656","139.677907072701","35.7122251275121","点検済"
"上8-063-1","建柱式","2","点検済","35.7122490901","139.677910656","139.67790707247","35.7122490838598","点検済"
"上9-010-2","建柱式","2","点検済","35.7110382002","139.677913338","139.677909766371","35.7110381903673","点検済"
"上9-010-1","建柱式","2","点検済","35.7110567121","139.677921385","139.677917812778","35.7110567023788","点検済"
"東9-045","建柱式","1","点検済","35.6956224204","139.677956822","139.677953388174","35.6956223656383","点検済"
"東8-239","建柱式","1","点検済","35.7028572899","139.677950197","139.677946700668","35.7028572562617","点検済"
"東8-202","建柱式","1","点検済","35.7018280453","139.677967578","139.677964090843","35.701828008685","点検済"
"東8-052-2","建柱式","2","点検済","35.6982696147","139.681878907","139.68187543104","35.6982695748249","点検済"
"上8-137","建柱式","1","点検済","35.7181606259","139.677943513","139.67793987172","35.7181606374909","点検済"
"南7-026","建柱式","1","点検済","35.6876215037","139.678003192","139.677999823532","35.6876214280497","点検済"
"上55-003-1","建柱式","2","点検済","35.7185215974","139.677948189","139.677944544289","35.7185216101396","点検済"
"上55-003-2","建柱式","2","点検済","35.7185035702","139.677948224","139.67794457947","35.7185035828809","点検済"
"東8-214","建柱式","1","点検済","35.7043248566","139.677980374","139.677976864306","35.7043248272993","点検済"
"南8-160","壁掛式","1","点検済","35.6910613061","139.678009897","139.678006501503","35.6910612384585","点検済"
"上7-074","建柱式","1","点検済","35.7102073361","139.677981734","139.677978170383","35.710207323949","点検済"
"東9-011","建柱式","1","点検済","35.69296072","139.678015288","139.678011876277","35.6929606575778","点検済"
"上8-133","壁掛式","1","点検済","35.7183598835","139.677975029","139.677971385522","35.7183598957922","点検済"
"東12-002","建柱式","1","点検済","35.7015375633","139.678035953","139.678032468107","35.7015375259552","点検済"
"昭7-078","建柱式","1","点検済","35.7084023775","139.67806225","139.678058703143","35.7084023602353","点検済"
"東9-209","建柱式","1","点検済","35.700405061","139.678078903","139.67807542808","35.7004050204252","点検済"
"南8-162","建柱式","1","点検済","35.6905808241","139.678106591","139.678103198405","35.6905807555486","点検済"
"東96-014","建柱式","1","点検済","35.7054184931","139.678078147","139.678074626964","35.7054184671531","点検済"
"東7-090","壁掛式","1","点検済","35.7014328838","139.678087026","139.678083541789","35.7014328462385","点検済"
"東11-004","建柱式","1","点検済","35.6999411486","139.678094387","139.678090916196","35.699941106744","点検済"
"南8-193-2","建柱式","2","点検済","35.6886245664","139.678129633","139.678126255942","35.6886244933301","点検済"
"南8-193-1","建柱式","2","点検済","35.6886065391","139.678129668","139.678126291086","35.6886064659881","点検済"
"昭8-102","建柱式","1","点検済","35.7069909284","139.678106515","139.678102980666","35.7069909070866","点検済"
"東9-125","建柱式","1","点検済","35.697436999","139.678128834","139.678125384043","35.6974369498566","点検済"
"東9-293","建柱式","1","点検済","35.703982658","139.678119868","139.678116360713","35.7039826279571","点検済"
"東14-005","建柱式","1","点検済","35.7044308585","139.678050772","139.678119207877","35.7043712067855","点検済"
"上9-027","建柱式","1","点検済","35.7098643163","139.678121209","139.678117647854","35.7098643033463","点検済"
"東9-069-2","建柱式","2","点検済","35.6961237979","139.678155407","139.678151968271","35.6961237450131","点検済"
"東9-069-1","建柱式","2","点検済","35.6961461253","139.678155407","139.678151968084","35.6961460724823","点検済"
"東8-207","建柱式","1","点検済","35.7026173173","139.678146232","139.678142736826","35.7026172832955","点検済"
"上9-022-2","建柱式","2","点検済","35.7102323819","139.678131938","139.678128373077","35.7102323700814","点検済"
"東9-234","建柱式","1","点検済","35.7036886182","139.678149372","139.678145867507","35.7036885872978","点検済"
"上9-022-1","建柱式","2","点検済","35.7102193145","139.678139985","139.678136419789","35.7102193026652","点検済"
"東9-158","建柱式","1","点検済","35.7021140019","139.678171329","139.678167838227","35.7021139664709","点検済"
"東8-077","建柱式","1","点検済","35.700217563","139.678190452","139.678186978198","35.7002175220757","点検済"
"東8-210","建柱式","1","点検済","35.7033718776","139.678210029","139.678206526709","35.7033718459037","点検済"
"上9-011","建柱式","1","点検済","35.7113555545","139.67819747","139.678193893906","35.7113555460535","点検済"
"昭9-136","建柱式","1","点検済","35.7089892657","139.678206495","139.678202941733","35.70898925037","点検済"
"東96-012","建柱式","1","点検済","35.7011212316","139.678227591","139.678224108875","35.7011211933748","点検済"
"東9-047","建柱式","1","点検済","35.6949815963","139.678248881","139.678245451111","35.6949815402246","点検済"
"南8-167","壁掛式","1","点検済","35.69037191","139.678271615","139.678268223269","35.6903718412911","点検済"
"東8-086","建柱式","1","点検済","35.6997636268","139.678298235","139.678294764534","35.6997635847739","点検済"
"東8-211","建柱式","1","点検済","35.7031617947","139.678294764","139.678291263167","35.7031617625348","点検済"
"昭7-141","建柱式","1","点検済","35.706903787","139.678302992","139.678299457446","35.7069037657455","点検済"
"東9-016","建柱式","1","点検済","35.694508312","139.678346179","139.678342753038","35.6945082547025","点検済"
"上9-006-2","建柱式","2","点検済","35.7100196778","139.678321451","139.678317887185","35.7100196656469","点検済"
"上9-006-1","建柱式","2","点検済","35.7100016506","139.678321486","139.678317922359","35.7100016383945","点検済"
"東55-001","建柱式","1","点検済","35.7040770546","139.682795367","139.682791834926","35.704077032612","点検済"
"東9-276","建柱式","1","点検済","35.6943013531","139.682888103","139.682884655833","35.6943013039953","点検済"
"東9-072","建柱式","1","点検済","35.697142139","139.678380713","139.678377264122","35.6971420894998","点検済"
"南8-140","建柱式","1","点検済","35.6897645899","139.678402171","139.678398783028","35.6897645200332","点検済"
"南8-220","建柱式","1","点検済","35.6925041938","139.678405451","139.678402041202","35.6925041308165","点検済"
"東8-069","建柱式","1","点検済","35.699836596","139.678392112","139.678388640756","35.6998365542913","点検済"
"上9-023","建柱式","1","点検済","35.7095741095","139.678400829","139.678397269521","35.7095740961222","点検済"
"東9-015","建柱式","1","点検済","35.6948600503","139.6784581","139.678454670094","35.6948599942711","点検済"
"東16-002","建柱式","1","点検済","35.6933635925","139.678481966","139.678478548842","35.6933635321796","点検済"
"南8-157-2","建柱式","2","点検済","35.6915118372","139.678490992","139.678487590077","35.6915117715898","点検済"
"南8-157-1","建柱式","2","点検済","35.6915298645","139.678490958","139.678487555933","35.6915297989317","点検済"
"昭8-114","壁掛式","1","点検済","35.7063311324","139.678469401","139.678465870749","35.7063311097456","点検済"
"昭7-077","建柱式","1","点検済","35.7084072823","139.678468555","139.678465006232","35.708407265696","点検済"
"東9-271","建柱式","1","点検済","35.7058633984","139.678483307","139.67847978125","35.7058633743901","点検済"
"上8-112","建柱式","1","点検済","35.714411659","139.67847392","139.678470312579","35.7144116598144","点検済"
"南8-164","壁掛式","1","点検済","35.6909899833","139.678523014","139.678519616096","35.6909899165361","点検済"
"上8-107","建柱式","1","点検済","35.7139867756","139.678506199","139.678502595892","35.7139867752568","点検済"
"南8-158","建柱式","1","点検済","35.6913003875","139.678577855","139.678574454573","35.691300321599","点検済"
"東7-060","建柱式","1","点検済","35.696615544","139.678575844","139.678572398284","35.696615493248","点検済"
"南8-218","建柱式","1","点検済","35.6921232797","139.678604007","139.678600599205","35.692123215998","点検済"
"上8-062","建柱式","1","点検済","35.7118723224","139.678569138","139.67856555506","35.7118723159754","点検済"
"東9-294","建柱式","1","点検済","35.7033521046","139.678587914","139.678584409468","35.703352073452","点検済"
"東9-010","壁掛式","1","点検済","35.6930839006","139.678608864","139.678605448316","35.6930838397021","点検済"
"上9-004","建柱式","1","点検済","35.7092773678","139.678581208","139.678577650023","35.7092773539022","点検済"
"東8-206","建柱式","1","点検済","35.7023320523","139.678597915","139.678594420084","35.7023320182385","点検済"
"東8-078","建柱式","1","点検済","35.7000096862","139.678603802","139.678600327956","35.7000096454045","点検済"
"東57-017","建柱式","1","点検済","35.6974002619","139.678618759","139.678615306797","35.697400213588","点検済"
"東9-009","建柱式","1","点検済","35.6930848466","139.678645515","139.678642099128","35.6930847857768","点検済"
"東8-108","建柱式","1","点検済","35.7011217131","139.678636193","139.678632709057","35.7011216756109","点検済"
"南14-006","建柱式","1","点検済","35.689786194","139.678661986","139.678658597047","35.6897861247053","点検済"
"上55-001","建柱式","1","点検済","35.7142875252","139.678625464","139.678621857814","35.7142875258807","点検済"
"東9-238","建柱式","1","点検済","35.7036984195","139.678652287","139.678648779038","35.7036983895165","点検済"
"昭8-104","建柱式","1","点検済","35.7072275676","139.67865766","139.67865412072","35.7072275478505","点検済"
"東9-096","建柱式","1","点検済","35.6944584827","139.678684473","139.678681045391","35.6944584259457","点検済"
"東96-013","建柱式","1","点検済","35.7039597883","139.678679109","139.678675598639","35.7039597590982","点検済"
"昭9-134","建柱式","1","点検済","35.7090650199","139.678677768","139.678674211107","35.7090650055323","点検済"
"南11-008","建柱式","1","点検済","35.6916130265","139.678712982","139.678709578183","35.6916129615699","点検済"
"東57-012","建柱式","1","点検済","35.7006368787","139.67870064","139.678697159816","35.7006368398964","点検済"
"南8-216","建柱式","1","点検済","35.692421719","139.67871666","139.678713248914","35.6924216563579","点検済"
"東9-074","建柱式","1","点検済","35.6973980837","139.678708613","139.678705160365","35.6973980354989","点検済"
"昭9-135","建柱式","1","点検済","35.7088318399","139.678698541","139.67869498674","35.7088318248701","点検済"
"東9-044","建柱式","1","点検済","35.6951143723","139.678730965","139.678727531592","35.6951143175312","点検済"
"昭9-003","建柱式","1","点検済","35.706454946","139.678720276","139.678716743354","35.7064549241085","点検済"
"上9-009","壁掛式","1","点検済","35.7107017176","139.678726047","139.678722474801","35.7107017080169","点検済"
"上8-061","建柱式","1","点検済","35.7116157573","139.678741871","139.678738289607","35.7116157504111","点検済"
"南8-147","建柱式","1","点検済","35.6901308629","139.678787681","139.678784288675","35.6901307946609","点検済"
