年次（西暦）,地域階層コード,地域コード,従業地・通学地コード,地域名,（常住地）東京都,（常住地）区部,（常住地）千代田区,（常住地）中央区,（常住地）港区,（常住地）新宿区,（常住地）文京区,（常住地）台東区,（常住地）墨田区,（常住地）江東区,（常住地）品川区,（常住地）目黒区,（常住地）大田区,（常住地）世田谷区,（常住地）渋谷区,（常住地）中野区,（常住地）杉並区,（常住地）豊島区,（常住地）北区,（常住地）荒川区,（常住地）板橋区,（常住地）練馬区,（常住地）足立区,（常住地）葛飾区,（常住地）江戸川区,（常住地）多摩・島しょ,（常住地）市部,（常住地）八王子市,（常住地）立川市,（常住地）武蔵野市,（常住地）三鷹市,（常住地）青梅市,（常住地）府中市,（常住地）昭島市,（常住地）調布市,（常住地）町田市,（常住地）小金井市,（常住地）小平市,（常住地）日野市,（常住地）東村山市,（常住地）国分寺市,（常住地）国立市,（常住地）福生市,（常住地）狛江市,（常住地）東大和市,（常住地）清瀬市,（常住地）東久留米市,（常住地）武蔵村山市,（常住地）多摩市,（常住地）稲城市,（常住地）羽村市,（常住地）あきる野市,（常住地）西東京市,（常住地）郡部,（常住地）瑞穂町,（常住地）日の出町,（常住地）檜原村,（常住地）奥多摩町,（常住地）島部,（常住地）埼玉県,（常住地）千葉県,（常住地）神奈川県,（常住地）他の道府県,常住地別昼間人口（総数）
2030,4,13114,1,（従業地・通学地）中野区,300930,278878,244,497,582,4050,823,467,674,1454,1025,710,1398,2719,1839,231172,11393,1781,1257,542,2579,9603,1263,900,1906,22052,21963,1439,872,1515,1798,276,1174,472,1257,799,1355,1703,841,1069,1155,403,162,406,415,427,851,207,422,329,138,188,2290,88,50,31,0,7,1,11529,5722,8697,1907,328785
2030,4,13115,1,（従業地・通学地）杉並区,476180,438446,254,431,649,2269,843,443,610,1247,1050,1020,1482,6919,1765,8717,393202,1233,1076,499,2227,9118,1020,765,1607,37734,37606,2382,1277,3835,4613,451,2525,728,3326,968,2563,2041,1376,1200,1723,729,256,755,536,349,896,272,748,627,236,246,2948,125,73,43,2,7,3,9678,4193,8326,1940,500317
2030,4,13116,1,（従業地・通学地）豊島区,330470,307905,493,1013,1371,4610,4861,1444,1443,2617,2258,1717,3025,4018,1647,4077,4840,210680,8101,2684,19704,16268,4753,2858,3423,22565,22498,1387,635,1001,1150,221,1080,345,1379,1203,801,1365,634,1277,715,301,130,482,409,1373,1918,147,556,374,97,133,3385,66,49,15,2,0,1,60342,16230,17957,5804,430803
2030,4,13117,1,（従業地・通学地）北区,297008,292212,188,308,460,1011,1985,1057,774,1140,750,454,1070,957,489,931,1197,3506,249922,3933,9351,3082,6213,1852,1582,4796,4783,305,194,293,244,61,253,71,321,248,199,323,171,252,164,75,31,118,83,200,305,33,105,61,24,27,622,13,10,3,0,0,0,34370,5847,3851,2795,343871
2030,4,13118,1,（従業地・通学地）荒川区,179640,177553,145,227,254,405,1038,2214,1133,861,436,259,608,527,203,363,546,925,2949,149572,1357,1010,8000,3161,1360,2087,2084,141,67,129,125,21,122,36,144,168,103,121,63,91,89,38,6,60,40,70,101,20,57,50,9,12,201,3,2,1,0,0,0,10233,7536,2270,1943,201622
2030,4,13119,1,（従業地・通学地）板橋区,491217,484100,235,392,472,1428,2063,567,613,1099,842,534,976,1252,561,1550,1804,5585,8441,1182,436878,12168,2654,1251,1553,7117,7092,386,198,334,368,74,371,124,410,322,232,498,207,392,240,105,27,155,129,475,606,58,150,116,31,50,1034,25,15,7,1,2,0,41928,4657,4219,2842,544863
2030,4,13120,1,（従業地・通学地）練馬区,593183,572624,145,227,328,1510,855,261,286,557,447,426,615,1159,470,4435,4377,2815,1437,471,8692,540849,1020,532,710,20559,20507,463,432,1032,756,105,516,192,532,272,490,1523,239,1645,462,173,66,173,468,1770,2694,190,135,105,65,73,5936,50,35,14,1,0,2,25728,2370,2603,1363,625247
2030,4,13121,1,（従業地・通学地）足立区,554267,551631,157,466,340,543,1027,1591,2354,1535,533,295,741,695,331,520,691,962,3360,5043,1863,1254,514568,9848,2914,2636,2624,200,87,144,189,41,168,49,179,157,104,158,104,120,92,37,20,57,44,98,130,27,63,38,14,23,281,11,9,2,0,0,1,35631,14359,2631,4308,611196
2030,4,13122,1,（従業地・通学地）葛飾区,350941,349592,143,321,237,329,478,728,2474,1464,383,174,531,417,161,257,388,406,688,1377,664,516,8884,320084,8488,1349,1340,109,63,89,91,18,79,13,89,101,72,76,55,59,49,21,8,42,19,19,60,17,35,30,7,1,118,9,7,1,0,1,0,8041,17166,1825,1867,379840
2030,4,13123,1,（従業地・通学地）江戸川区,527358,524878,259,832,371,626,628,794,3170,7316,734,281,929,620,293,569,775,460,677,815,909,737,2897,8235,491951,2480,2466,178,69,138,217,36,195,48,241,145,118,148,82,94,91,45,19,69,37,46,69,20,75,62,12,17,195,10,6,4,0,0,4,5671,29481,3036,1848,567394
2030,2,13500,1,（従業地・通学地）多摩・島しょ,3555144,124686,843,1211,2160,4801,2404,1137,1520,2897,3224,2631,5226,18900,3762,7312,24541,3327,2772,1120,5400,20510,2759,2209,4020,3430458,3360027,486310,159618,108390,142302,112766,215618,93910,181284,329011,96986,161668,168342,109614,103467,59900,46664,58658,71317,56268,84627,63990,113137,70896,46205,70862,148217,48930,27837,16141,1436,3516,21501,89448,16534,145662,21263,3828051
2030,3,13200,1,（従業地・通学地）市部,3480978,124221,842,1207,2157,4786,2397,1133,1516,2870,3200,2616,5196,18856,3754,7290,24487,3299,2762,1117,5368,20447,2746,2186,3989,3356757,3344773,485410,158898,108348,142239,109137,215496,92897,181237,328958,96928,161387,168143,109456,103348,59826,45598,58649,70899,56237,84551,62750,113095,70871,44415,67913,148087,11973,7075,4078,257,563,11,86673,16378,145285,21019,3750333
2030,4,13201,1,（従業地・通学地）八王子市,502217,14040,114,198,268,588,359,203,242,427,455,371,852,1898,434,765,2165,407,379,194,761,1481,433,365,681,488177,486923,421427,4160,1229,1407,1921,4702,3040,2955,7316,1515,1940,14439,980,2440,1580,1290,402,1089,294,465,942,5061,1507,1098,2759,965,1251,628,550,34,39,3,10793,2604,28664,6716,550994
2030,4,13202,1,（従業地・通学地）立川市,189638,6620,47,73,111,332,113,61,97,176,183,149,281,689,154,509,1516,184,159,68,371,853,153,135,206,183018,182060,7927,126205,1003,1118,2186,3314,5448,1058,1051,1619,3117,5417,1616,3557,3146,1401,164,3120,335,544,2933,1172,822,1214,1623,950,955,573,325,13,44,3,5726,807,5591,1326,203088
2030,4,13203,1,（従業地・通学地）武蔵野市,148502,19281,140,162,239,653,318,137,200,422,352,332,523,1663,434,1224,5941,400,323,144,567,3992,333,292,490,129221,128931,1955,1269,94356,6310,427,2371,757,1706,445,3743,2459,1110,989,1944,747,249,208,523,261,770,272,308,296,228,284,4944,289,82,202,1,4,1,6004,2310,3817,1139,161772
2030,4,13204,1,（従業地・通学地）三鷹市,161628,10829,74,61,162,371,183,91,116,234,222,220,342,1707,256,669,3158,242,218,88,355,1383,187,163,327,150799,150685,1743,964,3852,121746,336,2962,560,5205,446,2598,1649,949,601,1304,540,160,422,372,170,521,245,476,550,162,213,1939,114,61,41,3,9,0,2691,1045,2497,659,168520
2030,4,13205,1,（従業地・通学地）青梅市,106198,545,1,9,2,26,13,2,2,19,24,6,25,40,17,40,141,19,9,3,27,84,11,7,18,105653,103706,1198,968,120,131,90251,324,1389,70,104,190,291,452,229,284,213,1285,18,367,33,73,559,77,53,3204,1708,115,1947,1208,451,37,251,0,4040,135,638,281,111292
2030,4,13206,1,（従業地・通学地）府中市,229818,8146,54,90,139,333,163,71,118,233,302,179,440,1485,266,399,1351,228,236,84,438,828,236,173,300,221672,221453,5881,2212,883,1760,717,178277,1176,4873,1273,2119,1922,4228,945,2957,2459,346,565,628,337,370,389,3377,2352,338,436,633,217,121,85,3,8,2,5956,1136,8516,1013,246439
2030,4,13207,1,（従業地・通学地）昭島市,93039,1213,7,14,10,43,28,11,9,28,29,15,39,108,40,117,274,36,39,10,73,189,33,27,34,91826,90994,2492,4205,188,229,1832,607,70009,148,224,323,732,1065,364,568,488,1829,19,779,58,117,1373,194,121,1073,1725,232,832,491,303,13,25,0,1781,262,1068,306,96456
2030,4,13208,1,（従業地・通学地）調布市,195479,11588,47,116,384,377,202,88,140,261,290,288,421,3542,695,441,1903,250,215,87,382,752,208,174,325,183891,183840,3201,543,788,3645,125,6307,260,156218,1096,762,580,1593,261,446,424,88,2059,180,95,173,132,2114,2066,67,115,502,50,32,18,0,0,1,2519,1111,6499,984,206592
2030,4,13209,1,（従業地・通学地）町田市,332451,7304,48,78,169,267,138,78,93,162,318,288,677,2106,343,242,679,157,157,64,262,398,190,121,269,325147,325078,6461,475,172,290,181,908,252,878,308631,198,250,1017,148,293,228,89,647,153,40,73,92,2145,1080,86,143,148,69,44,19,3,3,0,1915,969,54202,1443,390980
2030,4,13210,1,（従業地・通学地）小金井市,101554,5300,47,58,103,258,110,49,68,122,139,91,197,483,126,426,1300,132,115,47,212,833,109,96,179,96254,96157,1137,836,1300,1299,294,2139,422,565,293,77471,3293,650,679,1858,474,163,82,346,212,564,206,240,218,139,198,1079,97,60,29,3,5,0,2787,702,2102,713,107858
2030,4,13211,1,（従業地・通学地）小平市,161257,5570,43,57,87,293,137,61,71,120,149,105,199,375,118,471,964,196,170,55,269,1236,120,95,179,155687,155460,1254,2008,668,580,515,1214,732,336,292,1515,129079,700,3957,2848,587,250,66,2469,510,1801,875,163,214,359,323,2145,227,160,51,3,13,0,5865,743,2282,991,171138
2030,4,13212,1,（従業地・通学地）日野市,159386,2968,30,31,39,127,60,29,54,87,106,48,147,411,74,180,557,70,94,29,147,359,89,66,134,156418,156152,11819,2052,389,443,626,1741,1187,743,981,493,658,128572,349,941,724,325,92,485,89,147,395,1433,429,324,478,237,266,155,95,8,8,0,2296,418,4288,1229,167617
2030,4,13213,1,（従業地・通学地）東村山市,104187,2167,8,13,29,104,40,11,16,32,32,19,28,91,31,184,346,88,54,12,143,801,29,20,36,102020,101916,407,664,175,166,185,373,276,99,46,344,2547,252,89543,575,135,104,14,1611,1159,1441,431,74,35,105,140,1015,104,79,23,1,1,0,5901,143,334,140,110705
2030,4,13214,1,（従業地・通学地）国分寺市,102058,4022,43,50,105,155,91,55,55,127,98,86,130,305,133,304,918,135,90,48,181,553,106,80,174,98036,97918,1459,1739,597,609,418,1809,680,317,244,1477,3669,865,1038,78896,1001,217,64,642,152,283,329,233,206,186,251,537,118,72,37,0,9,0,3544,678,1703,746,108729
2030,4,13215,1,（従業地・通学地）国立市,66453,3129,39,27,60,127,80,31,33,69,79,82,137,469,100,176,772,86,63,16,122,359,59,48,95,63324,63196,1701,2156,495,498,307,2256,866,500,414,647,1332,1338,331,2200,45526,169,80,361,94,140,274,426,375,184,245,281,128,83,39,3,3,0,1731,551,2175,469,71379
2030,4,13218,1,（従業地・通学地）福生市,45272,284,1,4,2,12,6,1,1,3,0,6,7,34,11,30,76,3,7,1,15,51,8,2,3,44988,44015,755,707,70,55,1548,162,1329,47,44,100,194,237,136,144,145,34365,5,248,17,41,559,38,40,1368,1574,87,973,703,227,10,33,0,994,41,230,101,46638
2030,4,13219,1,（従業地・通学地）狛江市,59621,2079,11,9,40,41,30,11,15,24,30,35,80,1223,68,41,162,25,39,9,41,58,23,24,40,57542,57536,288,51,36,198,8,400,20,1639,842,34,37,74,30,42,41,6,53130,9,13,9,10,235,333,9,8,34,6,3,3,0,0,0,250,113,2073,119,62176
2030,4,13220,1,（従業地・通学地）東大和市,64356,521,1,1,0,25,11,4,2,4,5,7,16,35,6,50,122,13,7,7,21,165,8,2,9,63835,63609,423,1632,65,73,409,170,463,42,55,116,1400,337,1261,289,147,162,4,53720,82,176,1706,79,46,185,275,292,226,166,52,3,5,0,1119,60,205,70,65810
2030,4,13221,1,（従業地・通学地）清瀬市,57558,2203,10,11,13,84,59,15,18,32,24,26,35,65,24,93,141,129,58,15,161,1063,50,35,42,55355,55337,99,99,78,67,29,143,50,33,33,135,469,61,1428,134,47,25,14,140,49732,1651,53,20,27,21,21,728,18,13,2,0,3,0,4889,280,281,236,63244
2030,4,13222,1,（従業地・通学地）東久留米市,83631,2161,2,13,11,80,46,18,7,21,22,22,26,74,35,93,200,104,60,16,160,1069,40,17,25,81470,81423,134,222,179,120,62,170,97,45,20,202,1648,65,1747,158,67,43,15,299,1553,72050,150,28,30,22,36,2261,47,33,13,0,1,0,3823,90,193,114,87851
2030,4,13223,1,（従業地・通学地）武蔵村山市,63570,497,0,7,4,19,2,2,6,5,10,8,20,32,5,41,81,13,5,7,27,170,9,11,13,63073,62186,671,3125,72,84,777,242,1277,55,65,152,663,288,613,310,179,394,10,1987,78,162,49691,98,69,474,448,202,887,786,84,5,12,0,1346,151,311,110,65488
2030,4,13224,1,（従業地・通学地）多摩市,126739,5180,45,78,95,166,114,48,81,132,173,123,311,1421,234,205,668,127,115,59,214,302,153,121,195,121559,121482,8638,700,181,447,170,2890,291,2406,3737,238,338,3166,184,359,401,106,378,262,60,90,146,93539,2327,91,164,173,77,52,21,1,3,0,1831,720,11056,874,141220
2030,4,13225,1,（従業地・通学地）稲城市,66961,1251,2,12,25,29,10,19,19,35,48,37,110,322,61,49,161,22,25,5,61,92,36,20,51,65710,65694,1404,210,61,181,48,1297,116,987,1033,87,104,460,53,108,171,30,145,46,24,36,51,1395,57536,29,45,37,16,11,5,0,0,0,517,149,4487,255,72369
2030,4,13227,1,（従業地・通学地）羽村市,45564,289,0,2,3,7,4,1,4,9,11,4,8,28,3,31,75,4,10,1,20,43,7,8,6,45275,43890,802,643,61,65,4054,154,938,39,54,98,196,284,148,156,117,1425,4,323,20,53,471,49,30,32605,1037,64,1385,1108,223,14,40,0,1184,42,236,116,47142
2030,4,13228,1,（従業地・通学地）あきる野市,64193,251,2,2,4,12,6,4,7,3,5,4,9,23,3,24,62,10,2,1,14,34,6,4,10,63942,62324,1778,616,62,69,1562,155,1030,55,106,65,195,291,114,159,121,999,4,198,11,31,212,53,42,767,53564,65,1617,314,1164,96,43,1,532,60,360,128,65273
2030,4,13229,1,（従業地・通学地）西東京市,149648,6783,26,31,53,257,74,32,42,83,94,65,136,227,83,486,754,219,113,47,324,3299,110,80,148,142865,142808,356,437,1268,649,149,409,232,218,113,687,2625,233,1712,378,118,78,38,542,808,2770,254,68,67,77,100,128422,57,37,16,3,1,0,6639,1058,1477,741,159563
2030,3,13300,1,（従業地・通学地）郡部,52328,213,0,0,0,13,3,0,1,9,6,4,8,28,1,15,38,13,4,0,11,45,3,1,10,52115,15160,890,716,35,56,3625,117,1011,35,48,58,277,195,152,116,73,1066,8,415,29,75,1239,38,25,1789,2949,123,36955,20761,12062,1179,2953,0,2636,44,236,139,55383
2030,4,13303,1,（従業地・通学地）瑞穂町,30937,150,0,0,0,7,3,0,0,6,6,3,4,16,1,10,29,6,3,0,11,39,2,0,4,30787,9943,501,582,29,45,2407,81,762,29,36,47,247,135,134,86,52,775,7,383,25,71,1190,26,19,1465,700,109,20844,20666,142,9,27,0,2417,29,152,77,33612
2030,4,13305,1,（従業地・通学地）日の出町,16204,52,0,0,0,6,0,0,1,2,0,1,4,11,0,5,5,7,1,0,0,5,1,0,3,16152,4144,352,111,6,9,650,31,203,6,9,8,27,50,12,26,18,262,0,25,3,4,41,8,6,250,2013,14,12008,80,11868,42,18,0,174,8,71,20,16477
2030,4,13307,1,（従業地・通学地）檜原村,1473,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1471,306,23,14,0,1,32,3,18,0,0,3,0,2,3,1,1,8,0,4,1,0,4,1,0,9,178,0,1165,2,32,1128,3,0,6,0,5,8,1492
2030,4,13308,1,（従業地・通学地）奥多摩町,3714,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,0,0,3,3705,767,14,9,0,1,536,2,28,0,3,0,3,8,3,3,2,21,1,3,0,0,4,3,0,65,58,0,2938,13,20,0,2905,0,39,7,8,34,3802
2030,3,13350,1,（従業地・通学地）島部,21838,252,1,4,3,2,4,4,3,18,18,11,22,16,7,7,16,15,6,3,21,18,10,22,21,21586,94,10,4,7,7,4,5,2,12,5,0,4,4,6,3,1,0,1,3,2,1,1,4,0,1,0,7,2,1,1,0,0,21490,139,112,141,105,22335
2030,1,11000,1,（従業地・通学地）埼玉県,145537,97788,529,895,947,2151,2517,1662,2013,2765,1662,1097,2211,3208,1143,2445,3572,4184,8486,2905,14251,13999,15814,5716,3616,47749,46479,2391,1634,1059,983,2634,1846,1056,1047,911,1117,3395,1066,5741,1744,658,678,313,1625,4730,3805,1086,429,471,859,712,4489,1268,1092,141,8,27,2,,,,,
2030,1,12000,1,（従業地・通学地）千葉県,87764,80847,636,2067,1232,1259,1783,1660,3726,8671,2070,872,2875,2329,889,1110,1927,1264,1669,2268,1966,2077,6502,11021,20974,6917,6878,593,241,477,487,94,426,119,480,538,362,358,277,261,317,147,43,192,84,164,227,63,167,139,47,48,527,34,23,10,0,1,5,,,,,
2030,1,14000,1,（従業地・通学地）神奈川県,246712,132555,792,1908,3959,2840,2305,1541,2215,5009,12581,7225,32775,21564,3103,3025,6070,2581,2655,1754,3579,4731,3017,2813,4513,114157,113885,15430,2113,1543,1783,751,5306,1220,4147,51626,1300,1637,3272,831,1596,1367,383,3355,550,389,659,380,4767,7054,417,536,1473,268,162,99,3,4,4,,,,,
2030,1,99000,1,（従業地・通学地）他の道府県,40878,27483,384,706,982,811,1023,780,635,1560,1241,852,1975,2634,810,794,1826,874,935,822,1336,1768,1967,1308,1460,13395,13284,2561,523,588,563,247,844,274,698,1363,445,570,684,365,532,277,96,268,183,182,261,128,390,318,131,157,636,103,63,34,1,5,8,,,,,
2030,0,99999,1,従業地・通学地別常住人口（総数）,14183810,9992282,85692,202599,317217,359133,250495,221325,275586,567787,436469,296573,753888,953344,259451,349614,593348,308086,360319,223045,612666,748479,673300,453834,690032,4191528,4117871,546941,181183,151255,190662,121689,261884,105428,243134,427418,127255,197768,194045,136293,129571,72620,50714,85270,81534,73531,109444,68987,137237,93903,50244,75467,204394,52090,30072,16940,1472,3606,21567,,,,,
2030,1,13000,2,（従業地）東京都,6118589,4420272,44436,107171,146289,174753,112236,106970,131239,249155,207850,130169,345479,371168,121757,158569,267604,139594,155842,100386,267377,302738,287224,193110,299156,1698317,1666804,220209,77891,65725,90293,49453,116986,46563,105391,127786,54692,80986,81030,52266,54780,29827,22112,35473,32790,25011,42774,28498,53559,35000,22131,30532,85046,21093,12709,6482,542,1360,10420,804356,621549,936991,136296,8617781
2030,2,13100,2,（従業地）区部,4841647,4332318,43890,106370,145035,171226,110706,106204,130192,247231,205568,128480,341981,358048,119206,153130,249379,137188,153846,99626,263474,287733,285451,191674,296680,509329,508084,34422,15162,34492,39225,4283,33584,7839,49262,38526,24040,26203,18190,17223,19469,8890,2484,19878,6905,10276,17541,2849,16558,13291,2187,2559,42746,1206,715,438,16,37,39,733470,611251,827312,124428,7138108
2030,4,13101,2,（従業地）千代田区,431163,362397,30015,13134,13060,15872,18081,8779,10835,22534,14826,11359,18452,24198,10274,13063,23044,11779,12073,7899,17691,17798,14471,12502,20658,68766,68607,4552,2052,6086,5635,528,4150,1126,6514,4895,4043,3512,2573,2000,3097,1427,285,2241,789,1223,2139,302,2238,1645,296,338,4921,155,86,59,2,8,4,101650,106734,117948,22100,779595
2030,4,13102,2,（従業地）中央区,312991,274670,2305,57759,7983,7454,7011,7355,10658,23635,10854,6739,14599,13405,5371,7265,12352,6063,6454,5610,10018,10377,11802,10529,19072,38321,38250,2462,1139,3074,3179,306,2425,569,3595,3014,2097,1957,1320,1137,1732,866,176,1304,473,632,1130,186,1208,921,159,154,3035,70,41,26,1,2,1,69543,89113,78574,14584,564805
2030,4,13103,2,（従業地）港区,472456,414252,3052,11880,96145,11509,9640,7304,10070,18896,30002,16841,35304,26657,13238,11147,19377,9539,9842,6402,14249,15322,11714,10572,15550,58204,58067,4021,1633,4315,4584,467,4150,796,5687,5328,2876,2809,2131,1547,2322,1081,256,2466,700,882,1590,250,1995,1682,241,256,4002,129,73,51,2,3,8,79810,81685,163980,19129,817060
2030,4,13104,2,（従業地）新宿区,376475,299163,1806,3208,4024,101474,6534,2986,4215,8686,6763,5501,8622,16541,9355,19462,23448,10293,7360,3573,13251,19541,6885,5445,10190,77312,77105,5816,2518,4650,5055,750,5558,1331,7880,5077,3634,4407,3042,2977,3008,1294,449,2422,1275,1140,2161,559,2821,2039,385,475,6382,205,121,76,2,6,2,72770,39011,65912,9145,563313
2030,4,13105,2,（従業地）文京区,131642,117610,1084,1440,1402,3635,44459,2895,2042,3533,1988,1329,2536,3397,1387,2437,3869,5583,5266,3043,8357,6031,4685,3255,3957,14032,13994,945,424,1025,1083,103,820,193,1230,888,683,781,538,510,605,257,64,326,168,432,651,81,397,308,70,59,1353,37,21,14,2,0,1,26899,18150,14434,3795,194920
2030,4,13106,2,（従業地）台東区,134618,126078,557,1262,928,1417,2824,58050,6135,3927,1791,900,2741,2135,882,1453,2279,2031,3436,6171,3234,2698,9074,6593,5560,8540,8525,626,329,558,616,84,588,146,699,607,433,507,312,344,345,139,43,235,113,196,333,43,231,164,42,43,749,15,10,4,1,0,0,31410,26077,11701,6104,209910
2030,4,13107,2,（従業地）墨田区,111584,107039,325,1137,566,823,945,2274,57323,8631,977,501,1451,1254,481,819,1434,728,1138,1667,1405,1342,5180,7206,9432,4545,4530,344,139,339,397,33,275,70,397,341,255,242,149,159,214,87,26,134,55,88,139,21,157,95,18,20,336,14,10,3,0,1,1,13502,22328,6529,2766,156709
2030,4,13108,2,（従業地）江東区,256479,238779,808,5479,2268,3037,2457,2730,9324,125338,5431,1974,6708,4594,1867,3205,4895,2958,3206,2622,5361,5468,6943,6905,25201,17700,17655,1241,560,1230,1486,173,1246,288,1626,1294,870,964,643,592,701,296,85,495,228,328,582,91,584,503,74,84,1391,42,20,20,0,2,3,29887,60974,30709,6383,384432
2030,4,13109,2,（従業地）品川区,219999,198617,546,2023,4582,2458,1753,1725,2534,5140,91585,6889,30482,8413,2401,3100,5569,2700,3016,1983,4483,4787,3746,3506,5196,21382,21329,1652,647,1266,1615,182,1404,367,1880,2273,937,1068,847,690,791,394,112,690,297,353,548,110,746,712,82,103,1563,51,26,24,0,1,2,27319,26591,77765,7465,359139
2030,4,13110,2,（従業地）目黒区,104519,95192,206,530,1321,1136,781,513,588,1149,5559,51438,6793,9760,1893,1336,2859,1014,971,562,1655,2005,1110,829,1184,9327,9314,604,265,578,802,70,683,140,995,1145,330,441,295,248,269,152,23,486,103,129,228,41,319,317,42,33,576,13,11,2,0,0,0,7245,4476,24342,1352,141934
2030,4,13111,2,（従業地）大田区,258089,248483,356,1640,2984,1180,994,1073,1530,2941,16363,3763,189594,5479,1188,1312,2201,1158,1653,1212,1983,2026,2249,2201,3403,9606,9580,728,294,422,586,75,688,136,805,1602,305,381,317,194,286,188,35,445,105,114,232,61,351,593,35,51,551,25,14,10,0,1,1,10152,13978,74117,3819,360155
2030,4,13112,2,（従業地）世田谷区,287697,254010,308,670,1169,1626,879,543,845,1565,3666,5430,6033,206272,2913,2179,7174,1346,1282,614,2195,3083,1350,1071,1797,33687,33628,2290,594,1040,2636,162,2813,281,5964,4256,711,712,1040,414,530,403,91,4559,230,195,345,127,1534,1557,81,123,940,59,39,18,0,2,0,9317,5383,45950,2122,350469
2030,4,13113,2,（従業地）渋谷区,255767,208203,797,2497,4894,6198,2935,2118,2921,5491,8923,11431,9841,21630,61918,8325,15381,5393,4300,2407,7674,9498,4600,3483,5548,47564,47470,3512,1299,3198,3794,379,3578,688,5738,4260,1901,1966,1847,1277,1635,790,255,2310,533,621,1070,198,1982,1343,174,244,2878,90,50,37,2,1,4,42017,23417,72184,6252,399637
2030,4,13114,2,（従業地）中野区,116253,98582,184,372,441,3371,634,337,516,1123,855,559,1091,2130,1492,60064,9483,1482,1017,440,2105,7743,1024,701,1418,17671,17607,1157,698,1257,1523,205,946,384,1030,675,1125,1287,702,800,962,325,129,324,324,309,667,136,359,273,95,135,1780,63,33,26,0,4,1,9812,4441,7153,1292,138951
2030,4,13115,2,（従業地）杉並区,167190,137441,159,295,402,1693,543,295,426,834,712,652,949,4632,1181,7283,104100,880,813,363,1707,7160,749,556,1057,29749,29646,1930,1048,2933,3656,355,1919,608,2446,710,2070,1665,1147,1012,1415,573,209,444,437,260,748,214,632,437,193,200,2385,100,59,35,1,5,3,7446,2968,5930,1125,184659
2030,4,13116,2,（従業地）豊島区,158352,139924,345,689,884,3607,3691,1086,1127,1976,1736,1183,2176,2976,1242,3369,3877,61867,6814,2124,16727,13757,3797,2228,2646,18428,18384,1119,529,802,920,146,889,267,1123,962,651,1099,525,1094,576,222,102,404,345,1121,1613,114,461,315,73,89,2823,43,34,8,1,0,1,49968,12183,13335,3785,237623
2030,4,13117,2,（従業地）北区,108032,103723,126,222,310,747,1495,701,539,813,662,358,888,784,380,801,1067,2765,70171,3302,7610,2529,4988,1362,1103,4309,4298,273,187,268,216,54,228,67,286,233,191,276,151,224,150,69,30,107,71,175,274,30,97,57,20,22,542,11,8,3,0,0,0,30140,5136,3538,2369,149215
2030,4,13118,2,（従業地）荒川区,68565,66813,107,190,208,345,885,2028,989,759,391,210,514,405,161,316,448,818,2706,41993,1220,876,7224,2851,1169,1752,1749,111,66,107,107,14,109,28,119,136,88,103,54,83,77,27,5,43,38,64,81,13,50,37,7,11,171,3,2,1,0,0,0,9536,6868,1870,1740,88579
2030,4,13119,2,（従業地）板橋区,175445,169766,184,294,343,1087,1508,426,459,848,633,407,768,1009,448,1241,1456,4736,6859,893,131856,10018,2134,1023,1136,5679,5660,284,170,265,294,50,296,106,346,271,180,421,161,295,195,78,19,138,108,379,480,48,123,89,20,34,810,19,13,4,1,1,0,35170,3605,3315,1634,219169
2030,4,13120,2,（従業地）練馬区,187273,169893,104,174,250,1194,679,222,246,426,367,351,506,885,391,3716,3407,2391,1226,407,7564,143462,888,458,579,17380,17336,388,389,775,611,91,443,163,452,234,403,1284,205,1394,372,138,55,157,427,1494,2308,168,120,90,60,60,5055,42,28,13,1,0,2,23508,1833,2038,964,215616
2030,4,13121,2,（従業地）足立区,205838,203715,139,420,314,495,963,1440,2061,1334,480,251,640,586,316,472,598,888,3019,4414,1694,1115,170869,8682,2525,2123,2117,144,73,115,155,21,137,30,156,130,87,134,81,100,66,28,11,48,39,86,108,23,55,34,9,12,235,5,5,0,0,0,1,33877,13047,2001,3581,258344
2030,4,13122,2,（従業地）葛飾区,119200,118156,130,298,211,292,434,639,2108,1302,329,149,451,336,144,223,328,348,603,1215,580,428,7567,92557,7484,1044,1038,73,45,68,75,11,66,12,78,69,58,56,40,49,36,16,8,36,15,14,50,16,27,23,3,0,94,6,5,1,0,0,0,7349,16085,1305,1557,145496
2030,4,13123,2,（従業地）江戸川区,182020,179812,247,757,346,576,581,685,2701,6350,675,265,842,570,283,542,733,428,621,710,855,669,2402,7159,150815,2208,2195,150,64,121,200,24,173,43,216,126,112,131,70,83,85,40,16,64,32,41,64,17,71,57,8,13,174,9,6,3,0,0,4,5143,27168,2682,1365,218378
2030,2,13500,2,（従業地）多摩・島しょ,1276942,87954,546,801,1254,3527,1530,766,1047,1924,2282,1689,3498,13120,2551,5439,18225,2406,1996,760,3903,15005,1773,1436,2476,1188988,1158720,185787,62729,31233,51068,45170,83402,38724,56129,89260,30652,54783,62840,35043,35311,20937,19628,15595,25885,14735,25233,25649,37001,21709,19944,27973,42300,19887,11994,6044,526,1323,10381,70886,10298,109679,11868,1479673
