年次（西暦）,地域階層コード,地域コード,従業地・通学地コード,地域名,（常住地）東京都,（常住地）区部,（常住地）千代田区,（常住地）中央区,（常住地）港区,（常住地）新宿区,（常住地）文京区,（常住地）台東区,（常住地）墨田区,（常住地）江東区,（常住地）品川区,（常住地）目黒区,（常住地）大田区,（常住地）世田谷区,（常住地）渋谷区,（常住地）中野区,（常住地）杉並区,（常住地）豊島区,（常住地）北区,（常住地）荒川区,（常住地）板橋区,（常住地）練馬区,（常住地）足立区,（常住地）葛飾区,（常住地）江戸川区,（常住地）多摩・島しょ,（常住地）市部,（常住地）八王子市,（常住地）立川市,（常住地）武蔵野市,（常住地）三鷹市,（常住地）青梅市,（常住地）府中市,（常住地）昭島市,（常住地）調布市,（常住地）町田市,（常住地）小金井市,（常住地）小平市,（常住地）日野市,（常住地）東村山市,（常住地）国分寺市,（常住地）国立市,（常住地）福生市,（常住地）狛江市,（常住地）東大和市,（常住地）清瀬市,（常住地）東久留米市,（常住地）武蔵村山市,（常住地）多摩市,（常住地）稲城市,（常住地）羽村市,（常住地）あきる野市,（常住地）西東京市,（常住地）郡部,（常住地）瑞穂町,（常住地）日の出町,（常住地）檜原村,（常住地）奥多摩町,（常住地）島部,（常住地）埼玉県,（常住地）千葉県,（常住地）神奈川県,（常住地）他の道府県,常住地別昼間人口（総数）
2015,4,13227,1,（従業地・通学地）羽村市,50246,288,0,2,3,7,4,1,4,10,10,5,8,32,3,32,71,4,10,1,18,42,7,8,6,49958,48416,847,626,58,64,4572,152,992,37,55,93,189,272,162,148,119,1641,4,337,20,56,486,52,28,36230,1113,63,1542,1233,230,21,58,0,1216,44,242,127,51875
2015,4,13228,1,（従業地・通学地）あきる野市,68790,252,2,2,4,11,6,4,7,4,5,5,9,27,3,26,58,10,2,1,13,33,6,4,10,68538,66780,1875,600,59,68,1762,153,1091,52,107,62,188,279,125,151,123,1151,4,207,11,33,218,56,39,853,57449,64,1757,349,1199,146,63,1,547,62,367,140,69906
2015,4,13229,1,（従業地・通学地）西東京市,146890,6556,18,21,41,238,65,29,39,92,84,67,129,263,72,504,717,208,107,51,297,3181,109,78,146,140334,140273,376,425,1214,636,168,407,246,205,114,655,2522,223,1884,358,120,89,36,566,823,2953,262,72,62,86,106,125665,61,41,16,3,1,0,6825,1099,1508,813,157135
2015,3,13300,1,（従業地・通学地）郡部,58136,214,0,0,0,13,3,0,1,10,6,4,8,31,1,15,37,13,4,0,10,44,3,1,10,57922,16320,940,697,34,55,4085,116,1071,33,49,56,267,188,167,110,74,1226,8,433,29,80,1278,40,24,1985,3154,121,41602,23095,12426,1785,4296,0,2702,45,241,150,61274
2015,4,13303,1,（従業地・通学地）瑞穂町,34023,150,0,0,0,7,3,0,0,7,6,3,4,18,1,10,28,6,3,0,10,38,2,0,4,33873,10686,530,566,28,44,2714,81,807,27,37,45,238,130,147,81,53,892,7,400,25,76,1228,28,18,1626,751,107,23187,22989,147,12,39,0,2477,30,155,82,36767
2015,4,13305,1,（従業地・通学地）日の出町,16922,53,0,0,0,6,0,0,1,2,0,1,4,12,0,5,5,7,1,0,0,5,1,0,3,16869,4463,372,108,6,9,732,30,215,6,9,8,26,48,14,25,18,301,0,26,3,4,42,8,6,278,2155,14,12406,90,12226,64,26,0,179,8,73,23,17205
2015,4,13307,1,（従業地・通学地）檜原村,2070,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2068,321,24,14,0,1,36,3,19,0,0,3,0,2,3,1,1,9,0,4,1,0,4,1,0,9,186,0,1747,2,33,1709,3,0,6,0,5,8,2089
2015,4,13308,1,（従業地・通学地）奥多摩町,5121,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,0,0,3,5112,850,14,9,0,1,603,2,30,0,3,0,3,8,3,3,2,24,1,3,0,0,4,3,0,72,62,0,4262,14,20,0,4228,0,40,7,8,37,5213
2015,3,13350,1,（従業地・通学地）島部,26752,247,1,3,3,2,4,4,3,20,16,11,21,18,7,8,15,14,6,4,19,17,10,21,20,26505,93,10,4,7,7,4,5,2,11,5,0,4,4,6,3,1,0,1,3,2,1,1,4,0,1,0,7,2,1,1,0,0,26410,140,114,142,111,27259
2015,1,11000,1,（従業地・通学地）埼玉県,140961,91966,359,622,725,1994,2202,1485,1867,2420,1470,1024,2098,3031,986,2290,3386,3946,8012,2759,13029,13446,15690,5564,3561,48995,47583,2517,1586,1011,962,2971,1830,1114,984,919,1063,3253,1020,6300,1648,667,779,294,1695,4811,4046,1119,458,438,954,763,4381,1410,1213,146,11,40,2,,,,,
2015,1,12000,1,（従業地・通学地）千葉県,82706,75813,433,1438,943,1167,1561,1483,3458,7586,1830,814,2727,2201,768,1040,1828,1192,1577,2155,1800,2000,6458,10728,20626,6893,6851,626,234,455,477,106,424,125,452,543,345,343,265,286,300,149,50,181,88,167,242,65,179,130,52,52,515,37,26,10,0,1,5,,,,,
2015,1,14000,1,（従業地・通学地）神奈川県,238314,123197,541,1332,3041,2642,2026,1381,2064,4406,11174,6776,31272,20502,2689,2845,5783,2444,2518,1672,3290,4573,3008,2751,4467,115117,114821,16324,2060,1478,1750,850,5283,1292,3913,52260,1241,1574,3145,915,1514,1387,440,3160,575,397,704,392,5099,6586,464,575,1443,292,180,102,4,6,4,,,,,
2015,1,99000,1,（従業地・通学地）他の道府県,38960,25432,262,492,754,753,899,701,592,1373,1102,799,1878,2500,703,750,1739,828,888,783,1229,1709,1966,1282,1450,13528,13403,2710,508,563,553,282,836,290,659,1378,428,550,653,402,505,280,111,249,194,188,280,132,412,295,149,170,626,115,72,34,1,8,10,,,,,
2015,0,99999,1,従業地・通学地別常住人口（総数）,13515271,9272740,58406,141183,243283,333560,219724,198073,256274,498109,386855,277622,717082,903346,224533,328215,563997,291167,341076,212264,561916,721722,670122,442913,681298,4242531,4157706,577513,176295,144730,186936,137381,260274,111539,229061,432348,121396,190005,186283,149956,122742,73655,58395,80249,85157,74864,116632,71229,146631,87636,55833,80954,200012,58334,33445,17446,2209,5234,26491,,,,,
2015,1,13000,2,（従業地）東京都,5749046,4038396,28434,72075,108571,158168,95689,90629,117549,224842,181094,120414,324347,368855,103267,146500,251857,130763,143609,92813,241457,287221,274602,183568,292072,1710650,1675370,233141,75223,62754,87868,55409,115918,48643,99253,129108,52259,77133,77270,57992,51404,30234,25021,32919,33919,25129,45737,28702,57393,32751,24474,32653,83063,23049,13897,6423,845,1884,12231,835237,654538,942441,146848,8328110
2015,2,13100,2,（従業地）区部,4457623,3951933,28061,71519,107608,154890,94341,89941,116574,222704,179069,118650,321017,353652,101058,140859,234535,128488,141721,91973,237880,272753,272840,182171,289629,505690,504338,36322,14751,33007,38460,4834,33366,8296,46396,38942,22933,25178,17457,18952,18442,9021,2860,18702,7207,10465,18701,2945,17686,12400,2428,2746,41841,1311,795,449,18,49,41,762383,643834,830444,133874,6828158
2015,4,13101,2,（従業地）千代田区,400443,332322,18605,9156,10000,14742,15879,7864,10087,23129,13105,10576,17478,28142,8879,12172,21883,11149,11447,7503,16261,17183,14430,12217,20435,68121,67946,4801,1997,5823,5524,596,4122,1192,6132,4944,3857,3375,2469,2201,2932,1447,328,2108,824,1246,2281,312,2390,1536,329,363,4817,171,97,61,2,11,4,106833,113618,116425,23321,760640
2015,4,13102,2,（従業地）中央区,282852,244884,1572,37626,6117,6923,6150,6585,9917,24239,9599,6278,13838,15624,4645,6768,11732,5734,6113,5325,9195,10009,11760,10284,18851,37968,37893,2598,1108,2941,3115,346,2409,603,3385,3046,2001,1881,1267,1250,1641,879,203,1227,494,643,1204,191,1290,860,177,165,2969,74,45,26,1,2,1,72304,94082,78387,15631,543256
2015,4,13103,2,（従業地）港区,429736,372042,2081,8294,70137,10705,8472,6548,9384,19441,26545,15698,33469,31123,11456,10401,18450,9037,9341,6083,13115,14820,11695,10342,15405,57694,57544,4245,1589,4131,4496,527,4124,842,5357,5385,2744,2700,2046,1703,2200,1097,293,2320,731,897,1696,259,2132,1569,268,274,3919,140,82,53,2,3,10,84255,87322,163159,20403,784875
2015,4,13104,2,（従業地）新宿区,355183,278324,1231,2235,3084,90089,5734,2672,3921,8906,5987,5127,8184,19268,8087,18132,22267,9742,6975,3392,12175,18869,6859,5318,10070,76859,76631,6132,2450,4450,4956,846,5519,1408,7417,5129,3466,4233,2919,3276,2849,1312,518,2279,1331,1162,2303,577,3012,1901,428,509,6249,226,135,78,3,10,2,76039,40928,65956,9844,547950
