"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","知っている（利用したことがある）[人]","知っているが利用したことはない[人]","知らない[人]","無回答[人]"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","職業別","自営業主・家族従業","86","7","18","61","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","職業別","会社員・団体職員・公務員","243","17","51","175","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","職業別","アルバイト・パートタイマー","35","1","6","28","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","職業別","家事専業","55","3","15","37","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","職業別","学生","13","0","1","12","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","職業別","無職","81","7","37","37","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","職業別","その他","31","4","9","18","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","職業別","無回答","14","1","2","10","1"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","居住地区別","芝地区","86","5","24","57","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","居住地区別","麻布地区","87","3","24","60","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","居住地区別","赤坂地区","81","5","18","58","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","居住地区別","高輪地区","146","14","32","100","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","居住地区別","芝浦港南地区","139","11","39","89","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","居住地区別","無回答","19","2","2","14","1"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","持家（一戸建）","64","4","20","40","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","持家（マンション）","267","19","75","173","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","借家（一戸建）","9","1","4","4","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","151","9","25","117","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","26","2","7","17","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","2","3","6","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","社宅・公務員宿舎","10","0","5","5","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","4","0","0","4","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","その他","5","2","0","3","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","無回答","11","1","0","9","1"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","定住意向別","ずっと住み続けていたい","279","20","87","172","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","定住意向別","当分は住んでいたい","203","10","40","153","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","8","9","28","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","0","0","5","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","13","1","2","10","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","定住意向別","わからない","10","0","1","9","0"
"202203","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","定住意向別","無回答","3","1","0","1","1"

"第33回港区民世論調査クロス集計表・区政全般Q7","Ver202203",,,,,,,,
