"市区町村コード","地域コード","都道府県名","市区町村名","調査年月日入力","地域名","総人口","合計の男性","合計の女性","0-4歳の男性","0-4歳の女性","5-9歳の男性","5-9歳の女性","10-14歳の男性","10-14歳の女性","15-19歳の男性","15-19歳の女性","20-24歳の男性","20-24歳の女性","25-29歳の男性","25-29歳の女性","30-34歳の男性","30-34歳の女性","35-39歳の男性","35-39歳の女性","40-44歳の男性","40-44歳の女性","45-49歳の男性","45-49歳の女性","50-54歳の男性","50-54歳の女性","55-59歳の男性","55-59歳の女性","60-64歳の男性","60-64歳の女性","65-69歳の男性","65-69歳の女性","70-74歳の男性","70-74歳の女性","75-79歳の男性","75-79歳の女性","80-84歳の男性","80-84歳の女性","85歳以上の男性","85歳以上の女性","世帯合計"
"132217","0","東京都","清瀬市","2022-05-01","旭が丘４丁目",159.00,86.00,73.00,9.00,6.00,7.00,5.00,3.00,2.00,5.00,3.00,4.00,2.00,9.00,8.00,8.00,10.00,6.00,5.00,4.00,2.00,5.00,4.00,4.00,6.00,6.00,7.00,3.00,1.00,3.00,1.00,3.00,4.00,3.00,4.00,1.00,0.00,3.00,3.00,56.00
"132217","0","東京都","清瀬市","2022-05-01","旭が丘５丁目",943.00,483.00,460.00,9.00,13.00,6.00,10.00,11.00,4.00,15.00,15.00,17.00,10.00,30.00,13.00,16.00,16.00,12.00,9.00,26.00,16.00,40.00,26.00,62.00,35.00,35.00,22.00,26.00,23.00,32.00,27.00,43.00,55.00,35.00,48.00,30.00,63.00,38.00,55.00,560.00
"132217","0","東京都","清瀬市","2022-05-01","旭が丘６丁目",724.00,360.00,364.00,17.00,12.00,16.00,30.00,32.00,28.00,11.00,13.00,20.00,17.00,13.00,17.00,20.00,21.00,20.00,28.00,32.00,33.00,36.00,29.00,35.00,26.00,24.00,23.00,25.00,20.00,15.00,17.00,16.00,18.00,16.00,15.00,6.00,9.00,6.00,8.00,266.00
"132217","0","東京都","清瀬市","2022-05-01","中里１丁目",1948.00,946.00,1002.00,54.00,53.00,38.00,33.00,42.00,40.00,23.00,27.00,44.00,39.00,47.00,63.00,55.00,54.00,63.00,66.00,64.00,73.00,66.00,53.00,75.00,58.00,67.00,69.00,55.00,56.00,53.00,60.00,70.00,68.00,46.00,58.00,40.00,62.00,44.00,70.00,892.00
"132217","0","東京都","清瀬市","2022-05-01","中里２丁目",1594.00,800.00,794.00,25.00,29.00,52.00,28.00,37.00,33.00,38.00,27.00,45.00,48.00,48.00,39.00,44.00,40.00,44.00,48.00,60.00,53.00,64.00,61.00,60.00,66.00,55.00,50.00,45.00,48.00,41.00,34.00,44.00,48.00,32.00,48.00,34.00,47.00,32.00,47.00,709.00
"132217","0","東京都","清瀬市","2022-05-01","中里３丁目",3617.00,1802.00,1815.00,122.00,108.00,117.00,129.00,104.00,94.00,85.00,77.00,82.00,87.00,66.00,86.00,99.00,100.00,153.00,158.00,141.00,136.00,146.00,130.00,146.00,127.00,116.00,88.00,75.00,82.00,81.00,89.00,100.00,99.00,61.00,76.00,59.00,78.00,49.00,71.00,1494.00
"132217","0","東京都","清瀬市","2022-05-01","中里４丁目",1753.00,825.00,928.00,39.00,32.00,52.00,60.00,38.00,43.00,47.00,31.00,34.00,37.00,31.00,32.00,29.00,39.00,53.00,57.00,62.00,52.00,65.00,66.00,68.00,67.00,40.00,36.00,40.00,40.00,38.00,30.00,46.00,71.00,53.00,68.00,49.00,80.00,41.00,87.00,795.00
"132217","0","東京都","清瀬市","2022-05-01","中里５丁目",2616.00,1256.00,1360.00,69.00,83.00,76.00,58.00,58.00,65.00,61.00,65.00,56.00,70.00,46.00,67.00,73.00,84.00,96.00,88.00,82.00,89.00,106.00,87.00,90.00,89.00,94.00,91.00,67.00,73.00,66.00,71.00,79.00,94.00,68.00,72.00,40.00,44.00,29.00,70.00,1118.00
"132217","0","東京都","清瀬市","2022-05-01","中里６丁目",1526.00,764.00,762.00,12.00,13.00,23.00,22.00,18.00,26.00,30.00,21.00,44.00,23.00,19.00,24.00,24.00,18.00,31.00,27.00,40.00,40.00,80.00,48.00,80.00,62.00,57.00,45.00,38.00,43.00,51.00,46.00,71.00,93.00,51.00,62.00,60.00,92.00,35.00,57.00,836.00
"132217","0","東京都","清瀬市","2022-05-01","野塩１丁目",2574.00,1254.00,1320.00,50.00,49.00,61.00,50.00,54.00,47.00,73.00,60.00,82.00,119.00,87.00,113.00,89.00,84.00,104.00,88.00,82.00,86.00,94.00,93.00,103.00,96.00,91.00,97.00,69.00,61.00,54.00,68.00,69.00,71.00,44.00,55.00,27.00,29.00,21.00,54.00,1287.00
"132217","0","東京都","清瀬市","2022-05-01","野塩２丁目",1204.00,526.00,678.00,8.00,7.00,10.00,12.00,24.00,14.00,26.00,28.00,35.00,30.00,9.00,12.00,15.00,13.00,16.00,24.00,23.00,18.00,22.00,49.00,42.00,52.00,35.00,32.00,30.00,28.00,20.00,40.00,41.00,73.00,62.00,71.00,52.00,100.00,56.00,75.00,666.00
"132217","0","東京都","清瀬市","2022-05-01","野塩３丁目",1007.00,499.00,508.00,21.00,25.00,20.00,27.00,19.00,25.00,25.00,26.00,23.00,26.00,31.00,27.00,38.00,29.00,35.00,32.00,32.00,34.00,38.00,35.00,26.00,30.00,35.00,29.00,32.00,34.00,35.00,33.00,29.00,28.00,24.00,12.00,19.00,26.00,17.00,30.00,460.00
"132217","0","東京都","清瀬市","2022-05-01","野塩４丁目",1496.00,723.00,773.00,47.00,39.00,39.00,42.00,36.00,44.00,34.00,49.00,47.00,53.00,49.00,64.00,45.00,32.00,62.00,53.00,53.00,50.00,54.00,56.00,63.00,67.00,56.00,50.00,39.00,35.00,15.00,23.00,21.00,22.00,20.00,32.00,27.00,24.00,16.00,38.00,646.00
"132217","0","東京都","清瀬市","2022-05-01","野塩５丁目",2099.00,994.00,1105.00,32.00,24.00,25.00,29.00,28.00,36.00,41.00,45.00,69.00,91.00,79.00,94.00,66.00,65.00,80.00,73.00,65.00,68.00,76.00,72.00,95.00,106.00,81.00,70.00,55.00,58.00,54.00,47.00,54.00,66.00,31.00,48.00,32.00,37.00,31.00,76.00,1184.00
"132217","0","東京都","清瀬市","2022-05-01","松山１丁目",3224.00,1504.00,1720.00,23.00,33.00,41.00,49.00,60.00,51.00,56.00,61.00,77.00,90.00,68.00,85.00,82.00,75.00,100.00,94.00,87.00,118.00,148.00,136.00,123.00,147.00,143.00,121.00,112.00,106.00,92.00,106.00,104.00,108.00,68.00,108.00,58.00,89.00,62.00,143.00,1862.00
"132217","0","東京都","清瀬市","2022-05-01","松山２丁目",2540.00,1234.00,1306.00,20.00,30.00,48.00,37.00,24.00,34.00,53.00,37.00,65.00,91.00,86.00,91.00,86.00,84.00,83.00,82.00,82.00,72.00,91.00,88.00,113.00,103.00,89.00,83.00,81.00,84.00,73.00,76.00,92.00,105.00,64.00,81.00,43.00,53.00,41.00,75.00,1505.00
"132217","0","東京都","清瀬市","2022-05-01","松山３丁目",1612.00,726.00,886.00,10.00,17.00,22.00,16.00,14.00,25.00,43.00,50.00,53.00,64.00,27.00,38.00,31.00,34.00,30.00,29.00,37.00,35.00,46.00,63.00,57.00,69.00,81.00,73.00,61.00,59.00,44.00,42.00,49.00,69.00,44.00,46.00,34.00,65.00,43.00,92.00,882.00
"132217","0","東京都","清瀬市","2022-05-01","竹丘Ⅰ丁目",3519.00,1604.00,1915.00,19.00,20.00,44.00,27.00,68.00,80.00,140.00,149.00,89.00,115.00,49.00,57.00,35.00,46.00,51.00,38.00,58.00,75.00,144.00,179.00,184.00,181.00,138.00,144.00,116.00,98.00,105.00,109.00,121.00,151.00,100.00,130.00,69.00,129.00,74.00,187.00,1681.00
"132217","0","東京都","清瀬市","2022-05-01","竹丘２丁目",3275.00,1491.00,1784.00,43.00,42.00,64.00,43.00,60.00,73.00,91.00,80.00,95.00,95.00,61.00,67.00,41.00,50.00,76.00,69.00,67.00,86.00,108.00,119.00,132.00,136.00,107.00,133.00,97.00,107.00,76.00,90.00,104.00,133.00,91.00,135.00,92.00,153.00,86.00,173.00,1610.00
"132217","0","東京都","清瀬市","2022-05-01","竹丘３丁目",3221.00,1558.00,1663.00,31.00,29.00,49.00,67.00,91.00,86.00,119.00,116.00,137.00,128.00,69.00,82.00,79.00,58.00,76.00,75.00,84.00,97.00,158.00,165.00,191.00,174.00,109.00,92.00,68.00,73.00,69.00,82.00,96.00,103.00,57.00,77.00,43.00,57.00,32.00,102.00,1500.00
"132217","0","東京都","清瀬市","2022-05-01","梅園Ⅰ丁目",128.00,52.00,76.00,9.00,2.00,2.00,4.00,4.00,2.00,4.00,19.00,3.00,20.00,3.00,1.00,6.00,6.00,4.00,5.00,4.00,3.00,3.00,1.00,3.00,2.00,0.00,2.00,3.00,5.00,2.00,0.00,0.00,1.00,2.00,2.00,0.00,0.00,0.00,1.00,73.00
"132217","0","東京都","清瀬市","2022-05-01","梅園２丁目",932.00,439.00,493.00,10.00,10.00,12.00,13.00,17.00,10.00,19.00,21.00,29.00,12.00,25.00,37.00,23.00,22.00,20.00,23.00,25.00,25.00,31.00,28.00,29.00,37.00,32.00,23.00,30.00,34.00,34.00,24.00,31.00,43.00,22.00,22.00,20.00,25.00,30.00,84.00,517.00
"132217","0","東京都","清瀬市","2022-05-01","梅園３丁目",2213.00,1091.00,1122.00,21.00,26.00,50.00,54.00,55.00,58.00,71.00,52.00,45.00,36.00,37.00,43.00,43.00,33.00,55.00,54.00,84.00,73.00,114.00,88.00,84.00,70.00,66.00,67.00,55.00,59.00,61.00,64.00,87.00,103.00,64.00,75.00,51.00,79.00,48.00,88.00,1127.00
"132217","0","東京都","清瀬市","2022-05-01","総合計",74802.00,35939.00,38863.00,1264.00,1242.00,1525.00,1489.00,1607.00,1591.00,1819.00,1766.00,1896.00,2061.00,1682.00,1915.00,1803.00,1838.00,2200.00,2122.00,2331.00,2383.00,3020.00,2889.00,3155.00,3034.00,2606.00,2473.00,2076.00,2076.00,1910.00,1983.00,2388.00,2790.00,1743.00,2273.00,1530.00,2304.00,1384.00,2634.00,36598.00
