空,"176,030","75,788","100,242",-,"276,272","174,984","75,100","99,884",-,"274,868","1,046",688,358,-,"1,404",,,,,,,,,,,,
フルコンテナ船,"544,093","209,924","334,169",-,"878,262","250,042","98,743","151,299",-,"401,341","294,051","111,181","182,870",-,"476,921",,,,,,,,,,,,
実入,"368,088","134,136","233,952",-,"602,040","75,058","23,643","51,415",-,"126,473","293,030","110,493","182,537",-,"475,567",,,,,,,,,,,,
空,"176,005","75,788","100,217",-,"276,222","174,984","75,100","99,884",-,"274,868","1,021",688,333,-,"1,354",,,,,,,,,,,,
セミコンテナ船,"2,219",827,"1,392",-,"3,611","2,148",815,"1,333",-,"3,481",71,12,59,-,130,,,,,,,,,,,,
実入,"2,194",827,"1,367",-,"3,561","2,148",815,"1,333",-,"3,481",46,12,34,-,80,,,,,,,,,,,,
空,25,-,25,-,50,-,-,-,-,-,25,-,25,-,50,,,,,,,,,,,,
その他コンテナ積船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
青海コンテナふ頭(埠頭㈱),"426,242","144,187","282,055",-,"708,297","201,507","65,932","135,575",-,"337,082","224,735","78,255","146,480",-,"371,215",,,,,,,,,,,,
実入,"296,676","101,201","195,475",-,"492,151","73,070","23,491","49,579",-,"122,649","223,606","77,710","145,896",-,"369,502",,,,,,,,,,,,
空,"129,566","42,986","86,580",-,"216,146","128,437","42,441","85,996",-,"214,433","1,129",545,584,-,"1,713",,,,,,,,,,,,
フルコンテナ船,"425,352","143,910","281,442",-,"706,794","201,066","65,810","135,256",-,"336,322","224,286","78,100","146,186",-,"370,472",,,,,,,,,,,,
実入,"296,159","101,007","195,152",-,"491,311","73,002","23,452","49,550",-,"122,552","223,157","77,555","145,602",-,"368,759",,,,,,,,,,,,
空,"129,193","42,903","86,290",-,"215,483","128,064","42,358","85,706",-,"213,770","1,129",545,584,-,"1,713",,,,,,,,,,,,
セミコンテナ船,890,277,613,-,"1,503",441,122,319,-,760,449,155,294,-,743,,,,,,,,,,,,
実入,517,194,323,-,840,68,39,29,-,97,449,155,294,-,743,,,,,,,,,,,,
空,373,83,290,-,663,373,83,290,-,663,-,-,-,-,-,,,,,,,,,,,,
その他コンテナ積船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
お台場ライナーふ頭,"1,351",429,922,-,"2,273",67,61,6,-,73,"1,284",368,916,-,"2,200",,,,,,,,,,,,
実入,"1,055",328,727,-,"1,782",-,-,-,-,-,"1,055",328,727,-,"1,782",,,,,,,,,,,,
空,296,101,195,-,491,67,61,6,-,73,229,40,189,-,418,,,,,,,,,,,,
フルコンテナ船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
セミコンテナ船,"1,351",429,922,-,"2,273",67,61,6,-,73,"1,284",368,916,-,"2,200",,,,,,,,,,,,
実入,"1,055",328,727,-,"1,782",-,-,-,-,-,"1,055",328,727,-,"1,782",,,,,,,,,,,,
空,296,101,195,-,491,67,61,6,-,73,229,40,189,-,418,,,,,,,,,,,,
その他コンテナ積船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
大井コンテナふ頭,"1,378,845","458,020","920,592",233,"2,299,730","624,684","212,641","412,043",-,"1,036,727","754,161","245,379","508,549",233,"1,263,003",,,,,,,,,,,,
実入,"1,126,835","364,778","762,055",2,"1,888,893","377,881","121,942","255,939",-,"633,820","748,954","242,836","506,116",2,"1,255,073",,,,,,,,,,,,
空,"252,010","93,242","158,537",231,"410,837","246,803","90,699","156,104",-,"402,907","5,207","2,543","2,433",231,"7,930",,,,,,,,,,,,
フルコンテナ船,"1,377,393","457,574","919,586",233,"2,297,272","624,106","212,452","411,654",-,"1,035,760","753,287","245,122","507,932",233,"1,261,512",,,,,,,,,,,,
実入,"1,125,741","364,422","761,317",2,"1,887,061","377,661","121,843","255,818",-,"633,479","748,080","242,579","505,499",2,"1,253,582",,,,,,,,,,,,
空,"251,652","93,152","158,269",231,"410,211","246,445","90,609","155,836",-,"402,281","5,207","2,543","2,433",231,"7,930",,,,,,,,,,,,
セミコンテナ船,"1,437",431,"1,006",-,"2,443",563,174,389,-,952,874,257,617,-,"1,491",,,,,,,,,,,,
実入,"1,079",341,738,-,"1,817",205,84,121,-,326,874,257,617,-,"1,491",,,,,,,,,,,,
空,358,90,268,-,626,358,90,268,-,626,-,-,-,-,-,,,,,,,,,,,,
その他コンテナ積船,15,15,-,-,15,15,15,-,-,15,-,-,-,-,-,,,,,,,,,,,,
実入,15,15,-,-,15,15,15,-,-,15,-,-,-,-,-,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
その他,"105,789","43,951","61,838",-,"167,627","52,480","22,603","29,877",-,"82,357","53,309","21,348","31,961",-,"85,270",,,,,,,,,,,,
実入,"66,037","25,103","40,934",-,"106,971","13,137","4,067","9,070",-,"22,207","52,900","21,036","31,864",-,"84,764",,,,,,,,,,,,
空,"39,752","18,848","20,904",-,"60,656","39,343","18,536","20,807",-,"60,150",409,312,97,-,506,,,,,,,,,,,,
フルコンテナ船,"105,716","43,951","61,765",-,"167,481","52,459","22,603","29,856",-,"82,315","53,257","21,348","31,909",-,"85,166",,,,,,,,,,,,
実入,"65,964","25,103","40,861",-,"106,825","13,116","4,067","9,049",-,"22,165","52,848","21,036","31,812",-,"84,660",,,,,,,,,,,,
空,"39,752","18,848","20,904",-,"60,656","39,343","18,536","20,807",-,"60,150",409,312,97,-,506,,,,,,,,,,,,
セミコンテナ船,73,-,73,-,146,21,-,21,-,42,52,-,52,-,104,,,,,,,,,,,,
実入,73,-,73,-,146,21,-,21,-,42,52,-,52,-,104,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
その他コンテナ積船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
