南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-,南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-
アフリカ,-,-,-,-,-,-,-,-,-,-,-,-,アフリカ,-,-,-,-,-,-,-,-,-,-,-,-
オセアニア,15,"149,748",-,-,-,-,-,-,-,-,-,-,オセアニア,-,-,-,-,-,-,-,-,-,-,1,"18,931"
印パ･ペルシャ･ベンガル,-,-,-,-,-,-,-,-,-,-,-,-,印パ･ペルシャ･ベンガル,-,-,-,-,-,-,-,-,-,-,-,-
東南アジア,52,"482,183",-,-,-,-,-,-,-,-,-,-,東南アジア,-,-,-,-,-,-,-,-,-,-,-,-
台湾,-,-,-,-,-,-,-,-,-,-,-,-,台湾,-,-,-,-,-,-,-,-,-,-,-,-
韓国,43,"201,374",43,"201,374",38,"174,034",5,"27,340",-,-,-,-,韓国,-,-,-,-,-,-,-,-,-,-,-,-
中国(香港含む),42,"481,245",36,"421,503",20,"224,347",16,"197,156",-,-,-,-,中国(香港含む),-,-,2,"19,914",-,-,4,"39,828",-,-,-,-
ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-,ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-
外航不定期,-,-,-,-,-,-,-,-,-,-,-,-,外航不定期,-,-,-,-,-,-,-,-,-,-,-,-
内航計,"2,146","21,921,208",747,"9,315,588",-,-,-,-,747,"9,315,588",734,"7,615,869",内航計,48,"35,952",-,-,55,"463,920",112,"342,887",145,"1,495,474",-,-
内航定期計,"2,135","21,847,341",747,"9,315,588",-,-,-,-,747,"9,315,588",728,"7,545,747",内航定期計,48,"35,952",-,-,53,"462,422",109,"340,640",145,"1,495,474",-,-
北海道,"1,089","12,347,600",747,"9,315,588",-,-,-,-,747,"9,315,588",1,"10,497",北海道,-,-,-,-,50,"460,175",-,-,-,-,-,-
東北,40,"39,088",-,-,-,-,-,-,-,-,7,"14,371",東北,30,"22,470",-,-,1,749,2,"1,498",-,-,-,-
関東,-,-,-,-,-,-,-,-,-,-,-,-,関東,-,-,-,-,-,-,-,-,-,-,-,-
伊豆諸島,-,-,-,-,-,-,-,-,-,-,-,-,伊豆諸島,-,-,-,-,-,-,-,-,-,-,-,-
中部,86,"64,414",-,-,-,-,-,-,-,-,-,-,中部,18,"13,482",-,-,2,"1,498",66,"49,434",-,-,-,-
近畿,55,"379,886",-,-,-,-,-,-,-,-,-,-,近畿,-,-,-,-,-,-,41,"289,708",-,-,-,-
中国,-,-,-,-,-,-,-,-,-,-,-,-,中国,-,-,-,-,-,-,-,-,-,-,-,-
四国,-,-,-,-,-,-,-,-,-,-,-,-,四国,-,-,-,-,-,-,-,-,-,-,-,-
九州,581,"6,101,500",-,-,-,-,-,-,-,-,581,"6,101,500",九州,-,-,-,-,-,-,-,-,-,-,-,-
沖縄,284,"2,914,853",-,-,-,-,-,-,-,-,139,"1,419,379",沖縄,-,-,-,-,-,-,-,-,145,"1,495,474",-,-
内航不定期,11,"73,867",-,-,-,-,-,-,-,-,6,"70,122",内航不定期,-,-,-,-,2,"1,498",3,"2,247",-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,
（注）オセアニアはオーストラリア・ニュージーランド・南太平洋諸島,,,,,,,,,,,,,（注）オセアニアはオーストラリア・ニュージーランド・南太平洋諸島,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
