22,石材,-,-,-,-,-,-,75,75,-,-,-,-,"1,425","1,390",35,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,325,280,45,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,60,60,-,-,-,-,10,10,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,"4,606","4,606",-,-,-,-,120,120,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"70,352","48,953","21,399","3,626","3,125",501,"163,135","29,129","134,006","110,566","110,566",-,"46,425","17,540","28,885",92,-,92,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,196,45,151,-,-,-,170,170,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,"6,471",190,"6,281",-,-,-,715,600,115,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,"8,978","2,672","6,306",-,-,-,235,15,220,-,-,-,30,非鉄金属,,,,,
31,金属製品,"5,368",733,"4,635",323,323,-,"11,057","4,309","6,748",-,-,-,"5,385","2,465","2,920",-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,458,458,-,-,-,-,"1,013",614,399,-,-,-,892,813,79,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,335,225,110,-,-,-,171,86,85,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,"1,085",406,679,-,-,-,20,20,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"3,504",16,"3,488",78,-,78,"51,298","6,895","44,403",-,-,-,"30,831","8,680","22,151",-,-,-,36,自動車部品,,,,,
37,その他輸送機械,"1,634","1,634",-,874,874,-,"1,346",829,517,-,-,-,45,25,20,-,-,-,37,その他輸送機械,,,,,
38,産業機械,827,-,827,50,-,50,"62,574","8,288","54,286",-,-,-,"1,426",651,775,-,-,-,38,産業機械,,,,,
39,電気機械,"41,669","34,421","7,248","1,691","1,526",165,"16,330","3,314","13,016",-,-,-,"3,025","2,600",425,92,-,92,39,電気機械,,,,,
40,測量・光学・医療機械,"12,578","8,676","3,902",334,160,174,"1,694",638,"1,056",-,-,-,25,20,5,-,-,-,40,測量・光学・医療機械,,,,,
41,事務用機器,508,508,-,-,-,-,60,60,-,"110,566","110,566",-,"1,050",730,320,-,-,-,41,事務用機器,,,,,
42,その他機械,"3,806","2,507","1,299",276,242,34,698,644,54,-,-,-,"2,435",665,"1,770",-,-,-,42,その他機械,,,,,
化学工業品,,"6,344","3,251","3,093",836,591,245,"51,570","29,782","21,788",-,-,-,"44,876","40,876","4,000",392,152,240,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,923,506,417,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,320,320,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,406,75,331,-,-,-,300,250,50,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,"4,038","1,888","2,150",-,-,-,830,830,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,350,175,175,-,-,-,"2,330","2,185",145,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,18,18,-,-,-,-,60,-,60,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,30,10,20,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他の石油製品,-,-,-,-,-,-,315,315,-,-,-,-,485,470,15,-,-,-,51,その他の石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,-,-,-,"13,632","8,787","4,845",-,-,-,"35,726","33,701","2,025",-,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,105,105,-,-,-,-,"2,740","1,215","1,525",-,-,-,55,化学肥料,,,,,
56,その他化学工業品,"6,344","3,251","3,093",836,591,245,"31,783","17,913","13,870",-,-,-,"2,055","1,895",160,392,152,240,56,その他化学工業品,,,,,
軽工業品,,"39,092","27,710","11,382","23,777","23,062",715,"114,087","100,933","13,154","10,495",-,"10,495","248,095","140,230","107,865",-,-,-,軽工業品,,,,,,
57,紙・パルプ,"2,124","1,444",680,114,114,-,"51,675","50,631","1,044",-,-,-,"86,985","25,855","61,130",-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,"10,044",71,"9,973",-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,"3,292","3,292",-,-,-,-,"1,225",575,650,-,-,-,35,25,10,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,"7,745","1,696","6,049",715,58,657,"5,088","5,073",15,-,-,-,"33,190","4,225","28,965",-,-,-,60,砂糖,,,,,
61,製造食品,"24,587","19,979","4,608","2,268","2,210",58,"17,792","16,620","1,172",-,-,-,"40,845","29,625","11,220",-,-,-,61,製造食品,,,,,
62,飲料,"1,299","1,299",-,-,-,-,"23,938","23,647",291,"10,495",-,"10,495","81,080","79,075","2,005",-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,"1,196","1,196",-,-,-,-,"4,470",740,"3,730",-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,30,30,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,45,-,45,"20,680","20,680",-,"3,129","3,120",9,-,-,-,"1,460",655,805,-,-,-,65,その他食料工業品,,,,,
雑工業品,,"28,593","25,239","3,354","1,564","1,013",551,"42,755","26,854","15,901",-,-,-,"75,400","68,080","7,320",-,-,-,雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,101,26,75,-,-,-,75,75,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,"18,125","15,746","2,379",127,127,-,"2,007","1,271",736,-,-,-,150,150,-,-,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,"4,786","4,194",592,-,-,-,"9,509","8,991",518,-,-,-,610,610,-,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,"3,440","3,440",-,113,113,-,"1,104","1,007",97,-,-,-,"9,085","8,860",225,-,-,-,69,家具装備品,,,,,
70,その他日用品,871,871,-,811,260,551,"7,817","4,875","2,942",-,-,-,"46,225","42,200","4,025",-,-,-,70,その他日用品,,,,,
71,ゴム製品,"1,371",988,383,513,513,-,"16,553","6,542","10,011",-,-,-,525,355,170,-,-,-,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,"1,391","1,391",-,-,-,-,25,20,5,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,-,-,-,"4,273","2,751","1,522",-,-,-,"18,705","15,810","2,895",-,-,-,73,その他製造工業品,,,,,
特殊品,,503,190,313,"1,924","1,924",-,"989,220","430,162","559,058","176,530","158,814","17,716","184,616","54,395","130,221",95,95,-,特殊品,,,,,,
74,金属くず,224,-,224,87,87,-,268,225,43,-,-,-,"2,455",75,"2,380",-,-,-,74,金属くず,,,,,
75,再利用資材,89,-,89,-,-,-,"1,307","1,307",-,-,-,-,"7,185",30,"7,155",-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,"1,210","1,210",-,"33,345","33,301",44,-,-,-,"8,460","7,835",625,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,"4,545","4,545",-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95,95,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,-,-,"24,048","22,080","1,968",-,-,-,"144,407","37,880","106,527",-,-,-,79,輸送用容器,,,,,
80,取合せ品,190,190,-,627,627,-,"930,252","373,249","557,003","176,530","158,814","17,716","17,564","4,030","13,534",-,-,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
