"全国地方公共団体コード","ID","地方公共団体名","地区名","ゴミの品目","ゴミの品目_カナ","ゴミの品目_英字","分別区分","注意点","備考","粗大ごみ回収料金"
"132152","132152GMLT000049","国立市","全域","旗","ハタ","Flag","粗大ごみ","","50cm以上のものは粗大ごみへ","200"
"132152","132152GMLT000050","国立市","全域","ハロゲンヒーター","ハロゲンヒーター","Halogen heater","粗大ごみ","","50㎝以上のものは粗大ごみへ","500"
"132152","132152GMLT000051","国立市","全域","ファクシミリ","ファクシミリ","Facsimile","粗大ごみ","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000052","国立市","全域","ファンヒーター （電気・ガス）","ファンヒーター","Fan heater (electric or gas)","粗大ごみ","","50cm以上のものは粗大ごみへ。粗大料金は用途による。",""
"132152","132152GMLT000053","国立市","全域","ブラシ","ブラシ","Brush","粗大ごみ","","衛生上の観点から可燃ごみへ（50cm以上のものは粗大ごみへ）","200"
"132152","132152GMLT000054","国立市","全域","プリンター （インクジェット）","プリンター","Printer (Inkjet)","粗大ごみ","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000055","国立市","全域","ブルーシート","ブルーシート","Blue poly tarp","不燃ごみ","","50cm未満に切った場合は不燃ごみへ","200"
"132152","132152GMLT000056","国立市","全域","風呂おけ（プラスチック）","フロオケ","Bath tub (plastic)","粗大ごみ","","50cm以上のものは粗大ごみへ","200"
"132152","132152GMLT000057","国立市","全域","ほうき（竹・木・草）","ホウキ","Brooms (bamboo, wood, grass)","可燃ごみ","","50cm未満に切った場合は可燃ごみへ","200"
"132152","132152GMLT000058","国立市","全域","ほうき（プラスチック）","ホウキ","Broom (plastic)","不燃ごみ","","50cm未満に切った場合は不燃ごみへ","200"
"132152","132152GMLT000059","国立市","全域","ホース","ホース","Hose","不燃ごみ","","50cm未満に切った場合は不燃ごみへ","200"
"132152","132152GMLT000060","国立市","全域","ホースリール","ホースリール","Hose reel","粗大ごみ","","50cm以上のものは粗大ごみへ","200"
"132152","132152GMLT000061","国立市","全域","ポスター","ポスター","Poster","可燃ごみ","","雑がみ。破けないポスターは可燃ごみへ。",""
"132152","132152GMLT000062","国立市","全域","ポット","ポット","Hot water dispenser","小型家電製品","","電気ポットは小型家電製品へ",""
"132152","132152GMLT000063","国立市","全域","まくら","マクラ","Pillow","粗大ごみ","","50cm以上でも可燃ごみへ（抱き枕は粗大ごみ）","200"
"132152","132152GMLT000064","国立市","全域","ミシン","ミシン","Sewing machine","粗大ごみ","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000065","国立市","全域","ミニコンポ（本体）","ミニコンポ","Mini-component (main unit)","粗大ごみ","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000066","国立市","全域","毛布","モウフ","Blanket","粗大ごみ","","古布類。中に綿が入っているものは粗大ごみへ、電気毛布は粗大ごみへ。","200"
"132152","132152GMLT000067","国立市","全域","物干し台","モノホシダイ","Clothes-drying platform","市では収集できないもの","","コンクリート台は市では収集できないもの。粗大料金はサイズによる。",""
"132152","132152GMLT000068","国立市","全域","ラジオ","ラジオ","Radio","粗大ごみ","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000069","国立市","全域","レジャーシート","レジャーシート","Picnic plaid","可燃ごみ","","50㎝未満に切った場合は可燃ごみへ","200"
"132152","132152GMLT000070","国立市","全域","雨具","アマグ","Rain gear","可燃ごみ","","50㎝以上でも不燃ごみへ",""
"132152","132152GMLT000071","国立市","全域","アイロン","アイロン","Clothes Iron","小型家電製品","","",""
"132152","132152GMLT000072","国立市","全域","アダプター","アダプター","Adapter","小型家電製品","","",""
"132152","132152GMLT000073","国立市","全域","圧着はがき","アッチャクハガキ","Self-addressed stamped postcard","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000074","国立市","全域","油（食用）","アブラ","Oil (edible)","可燃ごみ","","固めるか紙などにしみ込ませる",""
"132152","132152GMLT000075","国立市","全域","油（灯油・機械油など）","アブラ","Oil (kerosene, machine oil, etc.)","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000076","国立市","全域","油（食用）が入っていたびん","アブラガハイッテイタビン","Bottle that contained oil (edible)","びん","","",""
"132152","132152GMLT000077","国立市","全域","油（食用）が入っていたペットボトル","アブラガハイッテイタペットボトル","Plastic bottle that contained oil (edible)","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000078","国立市","全域","雨具","アマグ","Rain gear","不燃ごみ","","50㎝以上でも不燃ごみへ",""
"132152","132152GMLT000079","国立市","全域","網","アミ","Net","粗大ごみ","","50㎝未満に切った場合は可燃ごみへ。粗大料金はサイズによる。",""
"132152","132152GMLT000080","国立市","全域","アルバム","アルバム","Album","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000081","国立市","全域","アルミチューブ","アルミチューブ","Aluminum tube","不燃ごみ","","",""
"132152","132152GMLT000082","国立市","全域","アルミ箔つき紙パック","アルミハクツキカミパック","Aluminum foil paper carton","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000083","国立市","全域","アルミホイル","アルミホイル","Aluminum foil","不燃ごみ","","",""
"132152","132152GMLT000084","国立市","全域","アンプ","アンプ","Amplifier","小型家電製品","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000085","国立市","全域","生け花","イケバナ","Flower arrangement","可燃ごみ","","",""
"132152","132152GMLT000086","国立市","全域","石","イシ","Stone","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000087","国立市","全域","衣装ケース","イショウケース","Clothes storage case","粗大ごみ","","粗大料金はサイズによる。",""
"132152","132152GMLT000088","国立市","全域","椅子","イス","Chair","粗大ごみ","","粗大料金はサイズによる。",""
"132152","132152GMLT000089","国立市","全域","一斗缶（飲食物用以外）","イットカン","18-liter square can (other than for food and beverages)","不燃ごみ","","",""
"132152","132152GMLT000090","国立市","全域","衣服乾燥機","イフクカンソウキ","Clothes dryer","市では収集できないもの","","家電リサイクル法対象 メーカーでのリサイクルになります",""
"132152","132152GMLT000091","国立市","全域","入れ歯","イレバ","Denture","可燃ごみ","","衛生上の観点から可燃ごみへ",""
"132152","132152GMLT000092","国立市","全域","植木鉢（陶磁器）","ウエキバチ","Plant pot (ceramic)","危険物","","割れていなくても危険物へ",""
"132152","132152GMLT000093","国立市","全域","植木鉢（プラスチック・金属）","ウエキバチ","Plant pot (plastic and metal)","不燃ごみ","","",""
"132152","132152GMLT000094","国立市","全域","ウォーターサーバー （フロン使用）","ウォーターサーバー","Water server (CFC use)","市では収集できないもの","","専門業者に処分の依頼をしてください （フロン未使用のものは粗大ごみ）",""
"132152","132152GMLT000095","国立市","全域","浮き輪","ウキワ","Float","不燃ごみ","","",""
"132152","132152GMLT000096","国立市","全域","臼（木）","ウス","Mortar (wood)","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000097","国立市","全域","うちわ（木）","ウチワ","hand fan (wood)","可燃ごみ","","",""
"132152","132152GMLT000098","国立市","全域","うちわ（プラスチック）","ウチワ","hand fan (plastic)","不燃ごみ","","",""
"132152","132152GMLT000099","国立市","全域","腕時計","ウデドケイ","Wristwatch","小型家電製品","","",""
"132152","132152GMLT000100","国立市","全域","梅酒を漬けるびん","ウメシュヲツケルビン","Bottle for pickling plum wine","危険物","","",""
"132152","132152GMLT000101","国立市","全域","ウレタン","ウレタン","Urethane foam","可燃ごみ","","",""
"132152","132152GMLT000102","国立市","全域","エアコン","エアコン","Air conditioner","市では収集できないもの","","家電リサイクル法対象 メーカーでのリサイクルになります",""
"132152","132152GMLT000103","国立市","全域","枝","エダ","Branch","せん定枝等","","可燃ごみとしても出せます",""
"132152","132152GMLT000104","国立市","全域","絵の具のチューブ （プラスチック）","エノグノチューブ","Paint tubes (plastic)","可燃ごみ","","汚れているとリサイクルできないため可燃ごみへ",""
"132152","132152GMLT000105","国立市","全域","絵の具のチューブ（金属）","エノグノチューブ","Paint tubes (metal)","不燃ごみ","","",""
"132152","132152GMLT000106","国立市","全域","LED照明器具","エルイーディーショウメイキグ","LED Lighting Fixtures","有害ごみ","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000107","国立市","全域","延長コード","エンチョウコード","Extension cord","小型家電製品","","コードの長さを問わない",""
"132152","132152GMLT000108","国立市","全域","鉛筆","エンピツ","Pencil","可燃ごみ","","",""
"132152","132152GMLT000109","国立市","全域","オアシス（生花用スポンジ）","オアシス","Oasis (sponge for flower arrangement)","可燃ごみ","","",""
"132152","132152GMLT000110","国立市","全域","オイルヒーター","オイルヒーター","Oil-heater","粗大ごみ","","50cm未満でも粗大ごみへ。粗大料金はサイズによる。",""
"132152","132152GMLT000111","国立市","全域","オーディオ機器（本体）","オーディオキキ","Audio equipment (main unit)","小型家電製品","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000112","国立市","全域","オーブントースター","オーブントースター","Toaster oven","小型家電製品","","",""
"132152","132152GMLT000113","国立市","全域","オーブンレンジ","オーブンレンジ","Microwave toaster oven combo","小型家電製品","","50cm以上のものは粗大ごみへ","1000"
"132152","132152GMLT000114","国立市","全域","お菓子の箱（紙）","オカシノハコ","Box of sweets (paper)","紙類・古布類","","雑がみ",""
"132152","132152GMLT000115","国立市","全域","お菓子の箱（かん）","オカシノハコ","Box of sweets (can)","かん","","",""
"132152","132152GMLT000116","国立市","全域","おむつ","オムツ","Diaper","可燃ごみ","","汚物は取り除く、有料ごみ処理袋に入れずに出せます（ペット用は不可）",""
"132152","132152GMLT000117","国立市","全域","折り紙","オリガミ","Origami (paper folding)","紙類・古布類","","雑がみ。金・銀色の折り紙は可燃ごみへ。",""
"132152","132152GMLT000118","国立市","全域","オルガン","オルガン","Organ (musical instrument)","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000119","国立市","全域","温度計（デジタル以外）","オンドケイ","Thermometers (non-digital)","有害ごみ","","デジタルのものは小型家電製品へ",""
"132152","132152GMLT000120","国立市","全域","カーテン","カーテン","Curtains","紙類・古布類","","古布類。金具は除く。",""
"132152","132152GMLT000121","国立市","全域","カード","カード","Card","可燃ごみ","","",""
"132152","132152GMLT000122","国立市","全域","カーペット","カーペット","Carpet","粗大ごみ","","粗大料金はサイズによる。",""
"132152","132152GMLT000123","国立市","全域","貝殻","カイガラ","Shell","可燃ごみ","","",""
"132152","132152GMLT000124","国立市","全域","懐中電灯","カイチュウデントウ","Flashlight","小型家電製品","","",""
"132152","132152GMLT000125","国立市","全域","カイロ（使い捨て）","カイロ","Heat pack (disposable)","可燃ごみ","","",""
"132152","132152GMLT000126","国立市","全域","鏡","カガミ","Mirror","危険物","","割れていなくても危険物へ",""
"132152","132152GMLT000127","国立市","全域","学生服","ガクセイフク","School uniform","紙類・古布類","","古布類",""
"132152","132152GMLT000128","国立市","全域","傘","カサ","Umbrella","不燃ごみ","","50cm以上でも不燃ごみへ",""
"132152","132152GMLT000129","国立市","全域","加湿器","カシツキ","Humidifier","小型家電製品","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000130","国立市","全域","ガステーブル","ガステーブル","Gas cooktop","不燃ごみ","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000131","国立市","全域","カセットコンロ","カセットコンロ","Cassette stove","不燃ごみ","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000132","国立市","全域","カセットテープ","カセットテープ","Cassette tape","不燃ごみ","","",""
"132152","132152GMLT000133","国立市","全域","カセットボンベ","カセットボンベ","Cassette (gasoline) cylinder","危険物","","中身を使い切る",""
"132152","132152GMLT000134","国立市","全域","カッパ","カッパ","Raincoat","不燃ごみ","","50cm以上でも不燃ごみへ",""
"132152","132152GMLT000135","国立市","全域","カップ麺の容器（紙）","カップメンノヨウキ","Cup noodle containers (paper)","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000136","国立市","全域","カップ麺の容器（プラスチック）","カップメンノヨウキ","Cup noodle containers (plastic)","容器包装プラスチック","","汚れているものは可燃ごみへ",""
"132152","132152GMLT000137","国立市","全域","かつら","カツラ","Wig","可燃ごみ","","",""
"132152","132152GMLT000138","国立市","全域","蚊取り線香","カトリセンコウ","Mosquito coil","可燃ごみ","","",""
"132152","132152GMLT000139","国立市","全域","蚊取り線香のかん","カトリセンコウノカン","Mosquito coil can","かん","","",""
"132152","132152GMLT000140","国立市","全域","かばん","カバン","Bag","可燃ごみ","","",""
"132152","132152GMLT000141","国立市","全域","がびょう","ガビョウ","Thumbtack","不燃ごみ","","散らばらないようまとめて出す",""
"132152","132152GMLT000142","国立市","全域","花瓶（ガラス・陶磁器）","カビン","Vases (glass and ceramic)","危険物","","割れていなくても危険物へ",""
"132152","132152GMLT000143","国立市","全域","紙コップ","カミコップ","Paper cup","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000144","国立市","全域","紙皿","カミサラ","Paper tray","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000145","国立市","全域","カミソリ","カミソリ","Razor","危険物","","刃の部分を紙などで包んで出す",""
"132152","132152GMLT000146","国立市","全域","紙やすり","カミヤスリ","Sand paper","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000147","国立市","全域","ガム","ガム","Chewing gum","可燃ごみ","","",""
"132152","132152GMLT000148","国立市","全域","ガムテープ","ガムテープ","Packing tape","可燃ごみ","","",""
"132152","132152GMLT000149","国立市","全域","カメラ","カメラ","Camera","小型家電製品","","",""
"132152","132152GMLT000150","国立市","全域","ガラス板","ガラスイタ","Glass plate","危険物","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000151","国立市","全域","カレンダー","カレンダー","Calender","紙類・古布類","","雑がみ。金具は外す。",""
"132152","132152GMLT000152","国立市","全域","革の衣類","カワノイルイ","Leather clothing","紙類・古布類","","古布類",""
"132152","132152GMLT000153","国立市","全域","瓦（かわら）","カワラ","Tile","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000154","国立市","全域","緩衝材（紙）","カンショウザイ","Cushioning material (paper)","紙類・古布類","","雑がみ",""
"132152","132152GMLT000155","国立市","全域","緩衝材（プラスチック）","カンショウザイ","Cushioning material (plastic)","容器包装プラスチック","","",""
"132152","132152GMLT000156","国立市","全域","乾燥機（衣類用）","カンソウキ","Dryer (for clothes)","市では収集できないもの","","家電リサイクル法対象。メーカーでのリサイクルになります",""
"132152","132152GMLT000157","国立市","全域","乾燥機（食器用）","カンソウキ","Dryer (for tableware)","粗大ごみ","","50㎝未満のものは小型家電製品へ","500"
"132152","132152GMLT000158","国立市","全域","乾燥剤","カンソウザイ","Desiccant","可燃ごみ","","",""
"132152","132152GMLT000159","国立市","全域","乾電池","カンデンチ","Dry cell","有害ごみ","","",""
"132152","132152GMLT000160","国立市","全域","観葉植物","カンヨウショクブツ","Decorative plant","可燃ごみ","","土・石は取り除く",""
"132152","132152GMLT000161","国立市","全域","キーボード（楽器）","キーボード","Keyboard (Instrument)","粗大ごみ","","","1000"
"132152","132152GMLT000162","国立市","全域","キーボード（パソコン用）","キーボード","Keyboard (for PCs)","小型家電製品","","",""
"132152","132152GMLT000163","国立市","全域","キッチンペーパー","キッチンペーパー","Paper towel","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000164","国立市","全域","キッチンマット","キッチンマット","Kitchen mat","粗大ごみ","","50cm未満に切った場合は可燃ごみへ。粗大料金はサイズによる。",""
"132152","132152GMLT000165","国立市","全域","着物","キモノ","Clothing","紙類・古布類","","古布類",""
"132152","132152GMLT000166","国立市","全域","急須（きゅうす）","キュウス","Teapot","危険物","","割れていなくても危険物へ",""
"132152","132152GMLT000167","国立市","全域","切り花","キリバナ","Cut flowers","可燃ごみ","","",""
"132152","132152GMLT000168","国立市","全域","金庫","キンコ","Safe","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000169","国立市","全域","金庫（手提げ）","キンコ","Safe (hand-held)","不燃ごみ","","",""
"132152","132152GMLT000170","国立市","全域","空気清浄機","クウキセイジョウキ","Air cleaner","小型家電製品","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000171","国立市","全域","釘","クギ","Nail ","不燃ごみ","","散らばらないようまとめて出す",""
"132152","132152GMLT000172","国立市","全域","草","クサ","Grass","せん定枝等","","可燃ごみとしても出せます",""
"132152","132152GMLT000173","国立市","全域","薬","クスリ","Medicine","可燃ごみ","","",""
"132152","132152GMLT000174","国立市","全域","薬の外装・容器（プラスチック）","クスリノガイソウ・ヨウキ","Outer packaging and containers (plastic) of medicines","可燃ごみ","","衛生上の観点から可燃ごみへ",""
"132152","132152GMLT000175","国立市","全域","薬の容器（かん）","クスリノヨウキ","Container (can) of medicine","不燃ごみ","","",""
"132152","132152GMLT000176","国立市","全域","薬の容器（びん）","クスリノヨウキ","Container (bottle) of medicine","びん","","",""
"132152","132152GMLT000177","国立市","全域","口紅","クチベニ","Lipstick","可燃ごみ","","",""
"132152","132152GMLT000178","国立市","全域","くつ","クツ","Shoes","可燃ごみ","","",""
"132152","132152GMLT000179","国立市","全域","くつ下","クツシタ","Socks","可燃ごみ","","衛生上の観点から可燃ごみへ",""
"132152","132152GMLT000180","国立市","全域","クッション","クッション","Cushion","可燃ごみ","","50cm以上でも可燃ごみへ（大きいものは粗大ごみ）","200"
"132152","132152GMLT000181","国立市","全域","グラス","グラス","Glass","危険物","","割れていなくても危険物へ",""
"132152","132152GMLT000182","国立市","全域","クリーニングの袋","クリーニングノフクロ","Cleaning bag","不燃ごみ","","",""
"132152","132152GMLT000183","国立市","全域","車椅子","クルマイス","Wheelchair","粗大ごみ","","粗大料金は方式による。",""
"132152","132152GMLT000184","国立市","全域","クレヨン","クレヨン","Crayon","可燃ごみ","","",""
"132152","132152GMLT000185","国立市","全域","クレヨンで描いた紙","クレヨンデエガイタカミ","Crayon-drawn paper","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000186","国立市","全域","軍手","グンテ","Cotton gloves","可燃ごみ","","衛生上の観点から可燃ごみへ",""
"132152","132152GMLT000187","国立市","全域","蛍光管・蛍光灯","ケイコウカン・ケイコウトウ","Fluorescent Tubes/Fluorescent Lamps","有害ごみ","","1m以上のものは粗大ごみへ","200"
"132152","132152GMLT000188","国立市","全域","蛍光ペン","ケイコウペン","Highlighter pen","不燃ごみ","","",""
"132152","132152GMLT000189","国立市","全域","珪藻土マット","ケイソウドマット","Diatomaceous earth mat","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000190","国立市","全域","携帯音楽プレイヤー","ケイタイオンガクプレイヤー","Portable Music Player","小型家電製品","","",""
"132152","132152GMLT000191","国立市","全域","携帯電話","ケイタイデンワ","Cellular telephone","小型家電製品","","",""
"132152","132152GMLT000192","国立市","全域","毛糸","ケイト","Knitting wool","可燃ごみ","","",""
"132152","132152GMLT000193","国立市","全域","ゲーム機","ゲームキ","Game console","小型家電製品","","",""
"132152","132152GMLT000194","国立市","全域","ゲームソフト","ゲームソフト","Game software","不燃ごみ","","",""
"132152","132152GMLT000195","国立市","全域","毛皮の衣類","ケガワノイルイ","Fur clothing","紙類・古布類","","古布類",""
"132152","132152GMLT000196","国立市","全域","消しゴム","ケシゴム","Eraser","可燃ごみ","","",""
"132152","132152GMLT000197","国立市","全域","ケチャップの容器","ケチャップノヨウキ","Ketchup container","可燃ごみ","","汚れているとリサイクルできないため",""
"132152","132152GMLT000198","国立市","全域","血圧計（デジタル以外）","ケツアツケイ","Sphygmomanometer (non-digital)","有害ごみ","","デジタルのものは小型家電製品へ",""
"132152","132152GMLT000199","国立市","全域","玄関マット","ゲンカンマット","Entrance mat","粗大ごみ","","50cm未満に切った場合は可燃ごみへ。粗大料金はサイズによる。",""
"132152","132152GMLT000200","国立市","全域","剣山","ケンザン","Needle-point holder (in ikebana)","危険物","","",""
"132152","132152GMLT000201","国立市","全域","碁石","ゴイシ","Go stones","不燃ごみ","","",""
