町丁目,世帯数,人口,男_総数,女_総数,０歳男人数,０歳女人数,１歳男人数,１歳女人数,２歳男人数,２歳女人数,３歳男人数,３歳女人数,４歳男人数,４歳女人数,５歳男人数,５歳女人数,６歳男人数,６歳女人数,７歳男人数,７歳女人数,８歳男人数,８歳女人数,９歳男人数,９歳女人数,１０歳男人数,１０歳女人数,１１歳男人数,１１歳女人数,１２歳男人数,１２歳女人数,１３歳男人数,１３歳女人数,１４歳男人数,１４歳女人数,１５歳男人数,１５歳女人数,１６歳男人数,１６歳女人数,１７歳男人数,１７歳女人数,１８歳男人数,１８歳女人数,１９歳男人数,１９歳女人数,２０歳男人数,２０歳女人数,２１歳男人数,２１歳女人数,２２歳男人数,２２歳女人数,２３歳男人数,２３歳女人数,２４歳男人数,２４歳女人数,２５歳男人数,２５歳女人数,２６歳男人数,２６歳女人数,２７歳男人数,２７歳女人数,２８歳男人数,２８歳女人数,２９歳男人数,２９歳女人数,３０歳男人数,３０歳女人数,３１歳男人数,３１歳女人数,３２歳男人数,３２歳女人数,３３歳男人数,３３歳女人数,３４歳男人数,３４歳女人数,３５歳男人数,３５歳女人数,３６歳男人数,３６歳女人数,３７歳男人数,３７歳女人数,３８歳男人数,３８歳女人数,３９歳男人数,３９歳女人数,４０歳男人数,４０歳女人数,４１歳男人数,４１歳女人数,４２歳男人数,４２歳女人数,４３歳男人数,４３歳女人数,４４歳男人数,４４歳女人数,４５歳男人数,４５歳女人数,４６歳男人数,４６歳女人数,４７歳男人数,４７歳女人数,４８歳男人数,４８歳女人数,４９歳男人数,４９歳女人数,５０歳男人数,５０歳女人数,５１歳男人数,５１歳女人数,５２歳男人数,５２歳女人数,５３歳男人数,５３歳女人数,５４歳男人数,５４歳女人数,５５歳男人数,５５歳女人数,５６歳男人数,５６歳女人数,５７歳男人数,５７歳女人数,５８歳男人数,５８歳女人数,５９歳男人数,５９歳女人数,６０歳男人数,６０歳女人数,６１歳男人数,６１歳女人数,６２歳男人数,６２歳女人数,６３歳男人数,６３歳女人数,６４歳男人数,６４歳女人数,６５歳男人数,６５歳女人数,６６歳男人数,６６歳女人数,６７歳男人数,６７歳女人数,６８歳男人数,６８歳女人数,６９歳男人数,６９歳女人数,７０歳男人数,７０歳女人数,７１歳男人数,７１歳女人数,７２歳男人数,７２歳女人数,７３歳男人数,７３歳女人数,７４歳男人数,７４歳女人数,７５歳男人数,７５歳女人数,７６歳男人数,７６歳女人数,７７歳男人数,７７歳女人数,７８歳男人数,７８歳女人数,７９歳男人数,７９歳女人数,８０歳男人数,８０歳女人数,８１歳男人数,８１歳女人数,８２歳男人数,８２歳女人数,８３歳男人数,８３歳女人数,８４歳男人数,８４歳女人数,８５歳男人数,８５歳女人数,８６歳男人数,８６歳女人数,８７歳男人数,８７歳女人数,８８歳男人数,８８歳女人数,８９歳男人数,８９歳女人数,９０歳男人数,９０歳女人数,９１歳男人数,９１歳女人数,９２歳男人数,９２歳女人数,９３歳男人数,９３歳女人数,９４歳男人数,９４歳女人数,９５歳男人数,９５歳女人数,９６歳男人数,９６歳女人数,９７歳男人数,９７歳女人数,９８歳男人数,９８歳女人数,９９歳男人数,９９歳女人数,１００歳男人数,１００歳女人数,１０１歳男人数,１０１歳女人数,１０２歳男人数,１０２歳女人数,１０３歳男人数,１０３歳女人数,１０４歳男人数,１０４歳女人数,１０５歳男人数,１０５歳女人数,１０６歳男人数,１０６歳女人数,１０７歳男人数,１０７歳女人数,１０８歳男人数,１０８歳女人数,１０９歳男人数,１０９歳女人数,１１０歳男人数,１１０歳女人数,１１１歳男人数,１１１歳女人数,１１２歳男人数,１１２歳女人数,１１３歳男人数,１１３歳女人数,１１４歳男人数,１１４歳女人数,１１５歳男人数,１１５歳女人数,１１６歳男人数,１１６歳女人数,１１７歳男人数,１１７歳女人数,１１８歳男人数,１１８歳女人数,１１９歳男人数,１１９歳女人数,120歳以上男人数,120歳以上女人数,不詳者男人数,不詳者女人数
下高井戸4丁目,3045,5498,2662,2836,15,17,19,12,22,21,15,17,22,20,26,19,25,24,19,15,19,21,28,19,23,20,18,13,21,14,23,13,21,14,17,28,19,10,11,19,23,20,42,43,31,42,40,61,35,40,35,44,42,42,39,58,41,50,47,41,43,26,39,32,40,30,47,38,38,43,29,31,33,38,32,39,31,30,31,34,38,33,44,51,42,41,39,35,34,38,41,34,31,48,43,40,44,40,40,44,24,44,39,40,46,37,38,42,38,40,43,40,36,37,33,45,48,43,25,39,48,46,41,30,36,36,33,40,28,30,31,22,37,26,35,27,25,35,20,26,32,25,34,25,25,28,17,26,24,29,32,32,30,37,39,33,35,34,17,32,17,11,16,23,21,22,14,27,13,19,12,19,10,11,7,12,10,21,10,14,13,25,6,18,7,13,3,14,7,11,2,9,5,13,0,10,1,6,1,4,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下高井戸5丁目,1649,3040,1451,1589,7,9,11,6,7,6,14,11,5,13,13,10,12,13,8,5,15,10,9,7,10,11,6,12,11,10,11,3,14,6,11,10,16,13,12,11,15,16,19,16,14,17,22,24,19,17,21,28,21,19,27,24,19,21,14,29,31,17,12,21,13,21,25,15,19,19,14,14,26,22,23,25,11,26,14,16,15,21,15,19,20,21,28,14,17,23,14,12,18,25,20,24,13,19,27,24,17,29,27,23,20,21,31,28,26,21,17,21,32,30,31,25,17,19,19,27,27,21,23,29,17,23,18,23,25,27,16,13,15,26,14,14,18,14,20,14,9,18,19,11,13,6,11,15,11,13,14,14,12,16,20,19,16,28,10,17,13,13,16,21,11,9,14,17,8,13,6,12,8,11,4,12,15,15,3,16,9,18,1,10,7,6,2,6,3,10,1,6,4,3,1,3,1,3,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福1丁目,1890,3208,1573,1635,10,10,7,10,9,13,6,10,13,11,10,13,9,9,16,12,8,11,10,12,13,9,10,7,10,5,6,12,11,10,15,8,12,8,15,11,10,8,25,22,28,22,41,37,34,22,35,25,18,30,37,31,40,24,32,23,19,32,29,31,20,30,19,25,31,19,22,25,23,26,21,22,20,23,19,32,28,24,27,26,20,25,21,16,26,22,24,15,28,20,23,21,26,32,24,23,32,29,23,32,23,25,31,23,23,20,27,27,16,26,21,21,20,28,25,19,14,12,21,20,17,22,19,7,12,19,18,19,12,8,16,15,7,7,13,19,19,17,14,22,13,13,19,9,15,10,7,15,18,14,18,25,13,15,7,17,7,16,6,12,7,12,11,9,8,11,5,13,5,9,7,11,1,8,4,10,4,7,2,7,6,8,2,4,2,5,1,8,0,7,2,2,0,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福2丁目,2483,4835,2274,2561,23,23,23,12,19,31,6,15,24,24,22,27,26,33,17,16,16,27,20,20,19,17,20,26,14,23,24,9,24,30,17,21,15,20,24,24,16,17,24,23,28,20,22,28,27,32,25,27,37,42,35,42,37,51,51,40,41,56,36,41,33,44,26,29,38,34,37,39,29,28,41,39,26,31,32,36,40,38,31,32,27,34,37,38,29,37,35,34,38,32,30,37,33,35,28,41,38,34,32,49,35,29,25,32,34,37,27,41,35,35,32,36,32,27,26,27,29,30,22,28,35,33,23,29,33,26,27,21,17,26,29,23,18,19,16,27,21,20,19,22,25,31,27,35,17,19,24,32,29,30,25,37,25,26,20,15,10,26,15,13,16,22,15,17,13,18,10,17,13,6,11,11,9,10,7,9,8,19,5,10,2,10,3,4,4,4,3,5,2,11,1,4,3,3,0,5,5,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福3丁目,2336,3979,1872,2107,9,7,11,9,16,10,10,7,10,9,6,16,5,10,9,8,11,10,14,15,14,9,16,10,16,12,4,7,22,12,13,12,9,15,19,10,8,11,10,17,15,15,19,30,28,29,34,36,35,44,40,41,35,48,41,36,31,27,32,31,17,25,20,25,19,27,36,22,27,24,21,20,21,21,25,28,26,27,34,21,21,28,23,26,23,27,14,20,16,34,24,34,30,22,25,31,29,28,23,39,37,34,31,29,27,24,29,33,25,32,31,35,29,24,28,31,27,30,32,41,26,24,27,33,9,26,23,25,20,29,29,20,23,19,17,24,23,19,28,16,18,17,15,27,18,19,23,18,25,35,18,26,31,36,18,27,9,17,13,22,20,21,16,17,11,21,13,18,15,17,7,16,11,15,10,15,8,17,9,13,5,5,7,14,1,11,3,6,3,7,4,1,1,7,0,4,0,2,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福4丁目,2163,3687,1758,1929,19,9,10,9,13,15,19,13,21,6,16,11,14,17,9,14,7,19,10,20,9,8,8,3,15,14,10,10,14,9,6,9,11,9,18,8,8,13,14,8,22,16,26,17,22,19,30,28,34,28,32,39,42,40,31,29,28,40,34,45,27,39,22,34,33,35,27,36,24,22,32,39,36,34,33,31,29,32,31,30,22,35,26,24,19,21,31,21,25,31,20,26,29,27,27,20,27,21,20,25,26,41,27,28,31,33,21,28,32,26,23,28,21,18,23,20,22,29,20,21,24,21,24,25,20,28,21,23,19,15,7,26,15,19,17,11,13,16,17,20,11,9,13,21,13,16,12,21,25,17,16,15,19,28,16,12,11,11,13,11,5,21,11,20,13,14,8,11,10,10,5,13,4,10,7,11,9,15,4,12,3,9,3,8,1,3,3,5,1,2,2,7,2,4,2,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山1丁目,2021,3883,1792,2091,6,6,9,8,11,9,9,10,12,16,19,10,13,7,7,22,17,11,14,7,11,15,15,10,17,9,16,15,20,10,11,11,16,22,10,12,17,15,17,22,19,16,24,26,28,30,27,21,28,27,23,30,15,25,16,27,17,26,18,25,14,25,14,22,24,25,16,16,19,20,14,18,24,23,19,23,21,29,24,28,24,29,18,23,21,23,15,27,21,32,30,36,11,22,27,19,11,28,34,34,29,43,29,41,44,30,29,41,29,31,30,38,35,37,32,25,26,34,21,27,30,30,27,26,22,42,25,25,33,26,22,28,27,36,28,30,31,24,23,17,19,25,26,28,30,23,15,23,23,23,27,31,24,32,18,18,10,15,13,24,19,17,19,18,16,21,10,15,11,19,7,18,11,16,7,7,4,11,4,10,3,8,6,12,1,6,5,9,4,4,2,9,1,4,0,5,0,2,0,0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山2丁目,1357,2527,1179,1348,10,5,4,5,4,2,11,3,6,8,11,7,7,5,7,9,10,5,9,11,11,4,8,9,3,8,22,5,9,8,13,11,12,11,10,15,15,14,8,10,21,11,8,18,19,21,23,17,14,19,7,15,19,15,18,18,8,21,15,33,16,20,12,18,9,7,11,10,9,13,4,16,14,16,10,14,17,23,11,16,13,13,20,16,17,9,9,21,16,17,15,12,16,16,11,10,13,19,23,15,28,22,22,30,13,25,17,32,24,24,23,24,23,27,30,18,14,21,29,15,15,21,16,21,14,12,17,15,7,26,16,8,15,11,15,12,9,21,10,16,17,11,8,14,6,15,11,17,16,13,14,20,14,19,8,9,8,14,9,20,15,7,5,14,8,15,14,16,6,14,12,8,10,8,8,6,6,14,5,9,4,4,0,5,5,9,2,5,0,4,0,1,1,4,1,2,0,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山3丁目,2452,4455,1974,2481,12,20,17,22,16,16,23,17,14,13,26,19,23,16,12,10,15,16,16,15,15,13,20,12,18,11,10,26,14,12,13,18,18,14,14,13,14,18,17,13,15,17,13,19,21,12,17,21,29,25,22,45,25,47,39,44,22,40,26,39,35,44,40,47,25,35,27,33,22,30,29,31,29,35,16,33,31,33,24,40,35,41,17,38,24,35,28,33,36,34,35,32,31,42,38,44,31,42,28,59,34,49,36,39,40,48,31,35,31,26,35,29,40,44,20,40,33,51,38,42,29,42,22,25,18,28,27,28,19,25,22,28,20,26,28,21,13,20,22,26,17,21,17,19,17,22,20,27,24,23,26,21,13,25,13,24,7,19,12,12,12,20,11,21,16,18,12,17,10,13,3,17,8,13,6,11,7,18,6,12,4,14,8,6,2,7,2,6,2,7,2,5,2,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山4丁目,2966,5980,2729,3251,25,22,30,24,19,26,24,18,28,27,23,28,26,23,28,29,25,31,23,26,22,29,36,35,27,22,27,30,20,21,29,29,32,23,22,29,20,19,26,33,33,21,30,33,34,32,28,49,32,50,29,48,27,45,23,40,25,34,32,42,43,42,28,38,28,40,40,37,33,37,26,40,38,37,30,49,38,46,40,37,49,52,45,39,37,46,41,63,42,60,53,32,42,59,37,42,47,39,45,56,44,65,49,54,51,74,47,42,30,52,51,57,51,54,41,32,49,50,46,43,31,43,35,41,37,41,31,32,36,35,32,39,36,26,23,33,24,27,19,25,21,22,22,26,27,33,26,35,28,46,27,17,35,39,24,29,18,24,19,26,20,29,14,24,13,28,8,24,8,13,8,17,9,24,6,16,10,14,12,13,8,11,2,7,6,4,2,15,3,11,3,12,0,6,0,5,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田1丁目,5456,8994,4327,4667,25,38,31,29,36,29,37,32,38,29,26,35,34,32,35,37,44,30,34,34,34,20,30,27,32,21,33,27,23,26,39,23,42,27,33,29,33,22,31,49,31,49,37,65,60,62,70,82,68,82,95,91,93,93,90,114,89,94,90,105,83,93,79,66,80,72,51,82,78,65,85,89,82,69,73,80,66,73,85,78,75,62,56,71,76,63,67,59,69,54,67,77,77,68,72,75,78,72,58,68,61,60,65,67,65,65,73,73,67,61,75,60,57,50,42,52,47,67,53,57,46,56,42,37,34,35,37,34,26,40,29,36,32,35,39,37,42,35,35,40,33,25,27,43,26,31,35,38,30,54,43,46,40,57,25,27,13,21,23,30,25,39,26,38,20,32,15,34,18,24,22,27,11,24,15,26,18,33,13,23,7,31,6,20,4,9,4,27,7,15,1,5,1,5,1,1,0,6,0,5,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田2丁目,2532,4298,2086,2212,15,10,16,14,9,19,21,20,14,16,23,11,17,13,16,19,19,14,16,18,22,20,19,15,21,24,22,22,15,19,13,9,16,13,12,16,16,16,10,15,17,13,15,21,25,30,29,32,22,36,31,45,24,43,39,44,27,37,24,38,30,30,30,28,32,22,30,32,28,23,30,32,37,29,31,32,33,36,33,21,31,23,43,34,41,35,25,31,29,22,35,28,33,30,43,27,43,26,21,29,26,30,32,45,25,33,35,35,31,31,26,21,28,26,18,20,33,23,29,31,31,29,23,30,31,20,26,14,16,22,14,23,20,23,26,23,14,13,30,22,27,13,16,21,12,26,22,18,23,26,18,27,26,19,14,21,13,23,16,13,18,19,15,12,20,18,10,18,10,21,4,14,8,14,15,27,9,17,5,21,7,16,4,17,2,11,2,7,4,7,6,2,1,8,0,3,1,4,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田3丁目,4083,6546,3191,3355,15,16,15,10,15,20,14,25,15,18,23,22,16,21,29,22,14,26,20,29,31,25,22,22,21,28,25,17,17,16,23,20,20,13,18,16,16,15,17,18,19,21,23,25,26,36,50,34,55,51,64,59,64,67,71,74,54,80,60,73,68,65,65,60,50,51,49,59,58,46,64,45,47,48,53,43,61,51,57,56,50,37,59,43,68,63,54,48,58,51,49,50,54,68,66,56,45,46,45,58,60,50,46,54,46,55,59,46,31,46,55,43,35,53,30,41,45,34,27,43,39,45,31,35,45,44,32,44,27,38,33,37,39,24,21,34,28,23,23,32,32,23,37,35,40,25,26,33,25,27,41,28,34,27,19,20,13,21,15,29,15,25,11,29,11,25,18,23,12,20,11,15,11,26,20,14,13,24,5,20,6,17,8,21,7,13,5,5,6,8,3,6,1,2,1,3,1,3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内1丁目,2544,4330,2085,2245,8,8,10,17,15,12,15,7,12,14,13,15,13,17,23,17,13,21,18,14,12,20,15,13,13,15,15,15,27,14,10,25,16,11,21,9,18,12,15,22,14,11,19,18,12,30,28,25,29,25,27,45,34,37,30,37,40,47,54,43,31,35,34,36,40,35,31,26,32,37,22,41,45,38,38,31,32,39,33,32,38,33,38,39,29,28,40,27,25,28,42,45,31,51,41,32,28,40,45,35,30,54,34,37,34,33,32,36,36,34,34,34,32,37,32,19,28,27,30,29,27,22,19,16,20,19,19,19,23,23,16,15,13,21,19,16,18,18,17,20,23,20,15,13,20,26,19,17,16,21,28,22,23,26,13,21,9,12,8,16,16,27,11,18,18,20,8,17,5,11,10,9,10,15,5,17,7,11,4,7,8,6,3,9,4,10,4,4,0,3,1,6,0,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内2丁目,4062,7448,3674,3774,27,20,38,29,28,25,34,28,30,29,28,35,34,27,33,36,33,27,32,33,28,23,33,26,31,23,36,28,22,29,29,18,29,34,23,32,21,27,31,27,34,30,31,34,41,31,59,48,47,52,61,55,58,63,69,45,40,55,55,52,58,57,47,51,49,65,49,58,42,55,63,64,59,47,51,59,68,54,60,48,47,81,59,50,58,53,56,53,58,61,74,46,70,63,50,60,49,74,58,60,67,51,67,62,66,68,56,68,63,51,78,66,61,50,40,42,63,45,53,43,42,43,38,56,43,38,53,43,26,24,33,40,33,31,37,39,34,36,32,29,24,31,29,33,31,24,33,44,28,42,42,39,39,43,23,35,23,31,23,26,21,39,20,31,12,30,24,24,14,28,9,23,13,18,11,20,17,20,4,18,8,17,8,17,5,9,4,2,0,8,3,5,0,5,1,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内3丁目,4437,7112,3476,3636,15,13,16,23,25,17,17,16,15,18,18,14,25,20,28,23,17,17,23,22,22,18,24,17,20,17,20,22,17,21,30,15,29,16,23,15,25,20,24,28,24,31,35,37,38,55,62,74,65,80,97,71,89,69,78,82,63,68,81,80,44,59,57,67,51,45,56,43,47,46,52,51,48,59,46,50,60,46,44,37,52,53,49,49,56,50,52,43,50,39,56,67,63,57,47,40,52,46,58,52,45,42,46,57,60,50,45,49,57,54,51,43,44,42,44,34,56,47,45,36,34,42,41,32,40,31,35,39,34,44,32,28,41,31,25,20,38,39,27,26,31,34,33,40,30,34,32,29,45,42,35,54,39,49,24,35,14,31,29,43,20,46,26,44,33,38,19,42,22,26,11,27,21,23,8,32,16,34,11,23,10,19,7,14,3,21,1,12,3,13,3,6,2,7,2,2,0,4,0,4,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木1丁目,990,1907,998,909,14,11,11,4,8,10,17,6,9,10,10,7,8,14,9,6,19,11,11,10,7,13,5,11,10,9,8,12,11,5,6,2,9,6,8,3,7,7,5,6,6,5,6,5,12,10,12,5,16,5,7,12,15,7,14,14,15,17,16,17,18,8,18,13,7,15,18,21,19,15,21,9,17,12,18,10,16,11,18,12,15,21,18,23,20,11,20,12,14,15,13,14,19,11,18,11,16,18,13,20,19,15,18,12,18,15,17,10,12,19,17,9,18,16,9,9,17,13,14,14,10,7,12,9,11,7,10,11,10,8,10,2,7,9,7,6,1,6,8,4,7,4,6,4,4,3,4,4,10,11,5,7,9,15,4,11,3,6,8,8,9,7,6,9,5,9,2,10,4,5,2,3,3,6,4,6,4,3,0,5,0,9,1,2,2,3,2,5,1,2,0,4,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木2丁目,1478,2744,1313,1431,5,10,8,10,13,11,12,12,12,11,15,12,9,9,11,13,9,9,10,11,11,9,14,8,14,9,10,10,14,21,13,11,15,11,9,4,16,13,12,14,8,15,10,15,14,18,20,16,18,17,24,16,20,14,24,26,16,22,19,17,19,14,21,19,23,16,20,20,12,17,15,14,17,20,24,20,12,19,20,17,26,21,22,22,15,23,23,19,18,27,19,13,16,25,23,16,25,19,21,23,25,27,19,31,25,26,24,25,28,19,29,20,21,16,16,20,18,17,21,24,12,15,18,16,13,9,7,9,8,16,11,15,9,9,9,14,9,9,12,10,13,11,9,19,5,18,14,20,10,17,14,16,12,18,8,16,9,9,6,15,13,16,3,15,10,12,11,8,8,12,8,6,8,12,6,10,3,5,2,7,3,8,3,9,1,3,0,7,1,7,0,4,1,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木3丁目,1880,3030,1495,1535,4,8,10,10,9,7,12,2,12,8,6,4,12,9,10,7,18,10,4,13,11,6,15,13,8,6,7,4,10,10,11,4,7,10,9,3,6,7,12,15,12,10,13,14,14,20,27,22,26,28,28,35,37,43,39,40,31,22,30,24,23,27,31,31,20,21,26,26,33,17,25,26,23,22,15,18,16,19,27,16,24,24,24,17,25,19,26,26,34,20,29,25,20,27,20,30,25,31,19,29,23,24,27,29,23,23,19,25,25,21,20,20,19,19,18,15,21,18,13,18,19,14,10,18,16,14,9,16,16,16,14,16,13,14,7,17,18,9,17,13,13,18,17,16,8,13,9,14,20,28,20,16,19,22,12,14,7,6,13,14,11,14,8,13,9,4,6,10,7,8,3,5,6,12,6,5,1,10,3,4,4,12,1,6,4,9,3,6,3,3,0,2,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宮1丁目,1145,1960,962,998,6,2,2,3,2,7,6,4,3,6,7,3,3,8,6,4,6,6,3,7,6,8,9,4,10,5,8,6,9,4,5,7,8,7,3,7,10,6,6,6,8,11,8,14,9,7,6,18,10,10,15,12,16,16,15,17,11,25,12,17,18,14,16,20,12,18,14,19,19,8,14,15,15,16,12,10,16,11,10,19,18,9,11,10,17,14,11,17,11,16,15,14,15,14,19,14,17,19,21,13,17,18,16,16,20,16,17,13,19,12,24,15,22,14,4,15,18,9,17,18,8,12,14,10,9,8,10,13,13,8,10,13,8,10,13,6,9,9,8,6,5,7,10,9,6,13,13,11,7,11,11,9,18,13,8,6,9,7,10,7,4,11,7,9,3,12,6,12,7,10,5,7,5,10,3,6,3,4,5,5,4,5,4,5,1,5,0,3,2,2,0,4,1,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宮2丁目,851,1543,705,838,7,4,4,3,13,4,5,5,4,6,4,4,4,4,9,8,5,5,7,8,7,3,4,1,3,8,6,9,0,1,6,7,5,7,2,3,3,12,3,6,11,6,8,9,10,6,6,11,15,15,16,14,13,7,9,8,9,12,11,7,10,13,12,11,8,9,8,10,6,8,8,12,8,8,7,5,6,12,7,15,9,12,11,10,12,14,11,12,15,15,11,10,13,10,10,15,8,9,9,12,10,6,4,14,6,21,8,16,14,12,14,14,17,9,5,7,11,18,12,13,11,7,3,5,10,10,15,10,3,12,9,11,11,14,6,4,4,8,6,10,2,8,8,9,6,4,11,7,5,12,9,12,13,9,7,7,3,5,7,6,5,9,10,14,8,9,1,6,5,6,5,10,4,9,2,6,0,7,1,7,2,6,3,1,1,9,3,1,2,4,2,1,1,3,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅里1丁目,2194,3176,1543,1633,7,9,15,9,6,6,8,13,4,2,5,8,6,8,9,6,7,3,4,8,6,2,3,12,4,7,13,8,7,6,5,8,10,5,4,7,10,3,8,5,12,15,13,10,11,18,26,26,42,40,35,29,36,44,36,26,35,37,30,30,26,26,34,30,33,33,20,29,23,21,25,33,26,25,28,25,27,24,24,19,30,18,28,21,33,28,37,34,25,16,30,23,27,15,26,27,28,27,27,26,20,20,21,21,15,29,26,40,14,18,19,18,27,17,16,15,20,23,19,22,30,24,19,21,12,17,22,17,14,16,6,10,18,28,9,6,11,15,19,10,9,13,16,12,16,16,13,19,16,15,17,21,20,21,7,15,9,10,8,20,11,22,14,15,8,18,7,12,5,8,7,11,6,12,4,10,2,14,4,11,3,8,1,7,3,8,3,8,1,4,2,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅里2丁目,3299,5092,2430,2662,15,14,16,11,14,14,18,11,17,11,19,17,16,11,15,12,18,11,8,13,7,20,12,11,9,14,11,8,7,15,15,13,10,11,9,10,12,5,14,18,11,19,17,23,30,22,33,37,41,50,42,45,51,59,47,57,59,49,49,69,44,54,46,50,44,58,51,45,38,29,37,41,40,34,35,42,43,35,31,30,39,37,49,40,37,35,38,35,37,48,46,44,50,41,53,39,38,36,47,49,46,33,40,51,38,35,45,36,49,46,29,36,31,39,27,19,35,43,32,33,28,43,29,39,28,29,24,24,20,19,20,28,26,27,16,19,26,17,16,17,18,17,22,28,21,30,18,34,30,28,27,23,28,33,20,25,11,17,17,25,19,24,13,28,18,17,7,18,9,13,7,23,14,21,6,18,1,21,8,12,4,13,7,11,5,13,4,8,2,4,2,11,1,4,0,3,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
