地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注1）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
4,13210,小金井市,127360,62352,65008,95.9 ,0.91 ,11.3,11271,187,64318
4,13211,小平市,200162,97805,102357,95.6 ,1.42 ,20.51,9759,-6,93663
4,13212,日野市,190623,94791,95832,98.9 ,1.36 ,27.55,6919,135,92520
4,13213,東村山市,151935,73826,78109,94.5 ,1.08 ,17.14,8864,4,70179
4,13214,国分寺市,131501,64045,67456,94.9 ,0.94 ,11.46,11475,566,65681
4,13215,国立市,76809,37223,39586,94.0 ,0.55 ,8.15,9424,101,38851
4,13218,福生市,55502,27645,27857,99.2 ,0.39 ,10.16,5463,3,28355
4,13219,狛江市,84135,40523,43612,92.9 ,0.60 ,6.39,13167,131,42929
4,13220,東大和市,83516,40796,42720,95.5 ,0.59 ,13.42,6223,39,37277
4,13221,清瀬市,75975,36364,39611,91.8 ,0.54 ,10.23,7427,11,35652
4,13222,東久留米市,115070,55367,59703,92.7 ,0.82 ,12.88,8934,67,52165
4,13223,武蔵村山市,70077,34809,35268,98.7 ,0.50 ,15.32,4574,-27,30582
4,13224,多摩市,146452,71397,75055,95.1 ,1.04 ,21.01,6971,52,70097
4,13225,稲城市,94586,47385,47201,100.4 ,0.67 ,17.97,5264,114,41394
4,13227,羽村市,53929,27237,26692,102.0 ,0.38 ,9.9,5447,-46,24475
4,13228,あきる野市,78648,38832,39816,97.5 ,0.56 ,73.47,1070,-71,32735
4,13229,西東京市,207424,100751,106673,94.4 ,1.47 ,15.75,13170,367,98430
1,13550,町村部　注２）,77321,39106,38215,102.3 ,0.55 ,782.57,99,-698,34164
2,13300,郡部,54382,27033,27349,98.8 ,0.39 ,375.86,145,-64,22050
4,13303,瑞穂町,31299,15734,15565,101.1 ,0.22 ,16.85,1858,-22,13286
4,13305,日の出町,16754,8176,8578,95.3 ,0.12 ,28.07,597,-5,6098
4,13307,檜原村,1898,933,965,96.7 ,0.01 ,105.41,18,-10,792
4,13308,奥多摩町,4431,2190,2241,97.7 ,0.03 ,225.53,20,-27,1874
2,13350,島部,22939,12073,10866,111.1 ,0.16 ,406.71,56,-634,12114
3,13360,大島支庁,10899,5582,5317,105.0 ,0.08 ,141.01,77,-282,5504
4,13361,大島町,6642,3415,3227,105.8 ,0.05 ,90.76,73,-153,3442
4,13362,利島村,316,183,133,137.6 ,0.00 ,4.12,77,-15,189
4,13363,新島村,2205,1088,1117,97.4 ,0.02 ,27.54,80,-74,1085
4,13364,神津島村,1736,896,840,106.7 ,0.01 ,18.58,93,-40,788
3,13380,三宅支庁,2386,1322,1064,124.2 ,0.02 ,75.81,31,-100,1433
4,13381,三宅村,2100,1164,936,124.4 ,0.01 ,55.26,38,-86,1266
4,13382,御蔵島村,286,158,128,123.4 ,0.00 ,20.55,14,-14,167
3,13400,八丈支庁,6801,3415,3386,100.9 ,0.05 ,83.01,82,-194,3732
4,13401,八丈町,6649,3325,3324,100.0 ,0.05 ,72.24,92,-173,3620
4,13402,青ヶ島村,152,90,62,145.2 ,0.00 ,5.96,26,-21,112
3,13420,小笠原支庁,2853,1754,1099,159.6 ,0.02 ,106.88,27,-58,1445
4,13421,小笠原村,2853,1754,1099,159.6 ,0.02 ,106.88,27,-58,1445
,,,,,,,,,,,
東京都の人口（推計）_令和5年4月,,,,,,,,,,,
東京都の人口（推計）令和5年4月1日現在,,,,,,,,,,,
この表は、5年ごとに行われる国勢調査の間の時点における各月の人口を把握するため、令和2年10月1日現在の国勢調査人口（確報値）を基準とし、これに毎月の住民基本台帳人口の増減数を加えて推計したものです。人口総数に対する割合は、四捨五入しているため個々の数を合計しても必ずしも総数に一致しません。なお、世帯数は国勢調査と住民基本台帳上との世帯の定義に若干の相違があるので、参考値として掲げました。,,,,,,,,,,,
注1）面積は、総務局行政部長通知「東京都区市町村別の面積について」による令和4年10月1日時点の数値である。なお、区部には、荒川河口部（1.12k㎡）、中央防波堤外側埋立地(1.20k㎡）、新海面処分場(2.36k㎡）を含み、 八丈支庁には、鳥島（4.79k㎡）、ベヨネース列岩（0.00k㎡）、須美寿島（0.02k㎡）、孀婦岩（0.00k㎡）を含む。,,,,,,,,,,,
注2）町村部は、郡部と島部を含む地域である。,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,
