地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注1）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
4,13203,武蔵野市,150436,72105,78331,92.05167814,1.071873815,10.98,13701,-175,78403
4,13204,三鷹市,195245,94148,101097,93.12640336,1.391143097,16.42,11891,-232,96862
4,13205,青梅市,131518,65651,65867,99.67206644,0.937080887,103.31,1273,-106,57362
4,13206,府中市,262390,130756,131634,99.33299907,1.86955895,29.43,8916,-165,125549
4,13207,昭島市,114619,56956,57663,98.77391048,0.816673567,17.34,6610,-13,53505
4,13208,調布市,243483,117314,126169,92.98163574,1.734844399,21.58,11283,-109,122297
4,13209,町田市,432710,211043,221667,95.20722525,3.083108554,71.55,6048,-133,197589
4,13210,小金井市,127403,62346,65057,95.83288501,0.907761039,11.3,11275,-44,64197
4,13211,小平市,200543,98034,102509,95.63452965,1.428891957,20.51,9778,51,93803
4,13212,日野市,190697,94859,95838,98.97848453,1.358738074,27.55,6922,-30,92292
4,13213,東村山市,152151,73970,78181,94.61378084,1.084093387,17.14,8877,-57,69970
4,13214,国分寺市,131048,63874,67174,95.087385,0.933732083,11.46,11435,-163,65298
4,13215,国立市,76795,37214,39581,94.01985801,0.547173214,8.15,9423,-78,38735
4,13218,福生市,55648,27724,27924,99.28377023,0.396498405,10.16,5477,-55,28385
4,13219,狛江市,84161,40547,43614,92.96785436,0.599656812,6.39,13171,-71,42843
4,13220,東大和市,83466,40754,42712,95.4158082,0.594704857,13.42,6220,-19,37082
4,13221,清瀬市,76087,36408,39679,91.75634467,0.542128632,10.23,7438,-7,35602
4,13222,東久留米市,115149,55432,59717,92.82448884,0.820449878,12.88,8940,-93,51997
4,13223,武蔵村山市,70137,34879,35258,98.92506665,0.499734198,15.32,4578,-53,30411
4,13224,多摩市,146555,71469,75086,95.18285699,1.044221243,21.01,6975,7,69868
4,13225,稲城市,94521,47358,47163,100.4134597,0.673473004,17.97,5260,49,41200
4,13227,羽村市,54047,27320,26727,102.2187301,0.385091096,9.9,5459,0,24448
4,13228,あきる野市,78807,38939,39868,97.66981037,0.561508945,73.47,1073,-104,32648
4,13229,西東京市,207357,100757,106600,94.51876173,1.477442491,15.75,13166,-76,98052
1,13550,町村部　注２）,78155,39541,38614,102.4006837,0.55686337,782.57,100,-100,34528
2,13300,郡部,54504,27083,27421,98.76736808,0.388347273,375.86,145,-56,22028
4,13303,瑞穂町,31326,15741,15585,101.0009625,0.223201356,16.85,1859,-15,13243
4,13305,日の出町,16773,8177,8596,95.12563983,0.119509556,28.07,598,-12,6091
4,13307,檜原村,1918,936,982,95.31568228,0.013665971,105.41,18,-7,795
4,13308,奥多摩町,4487,2229,2258,98.71567759,0.031970391,225.53,20,-22,1899
2,13350,島部,23651,12458,11193,111.3017064,0.168516097,406.71,58,-44,12500
3,13360,大島支庁,11232,5761,5471,105.3006763,0.080029293,141.01,80,-29,5693
4,13361,大島町,6823,3509,3314,105.8841279,0.04861466,90.76,75,-8,3559
4,13362,利島村,334,192,142,135.2112676,0.002379788,4.12,81,-3,201
4,13363,新島村,2295,1131,1164,97.16494845,0.016352139,27.54,83,-12,1119
4,13364,神津島村,1780,929,851,109.1656874,0.012682705,18.58,96,-6,814
3,13380,三宅支庁,2488,1389,1099,126.3876251,0.017727286,75.81,33,-10,1497
4,13381,三宅村,2186,1221,965,126.5284974,0.015575502,55.26,40,-9,1320
4,13382,御蔵島村,302,168,134,125.3731343,0.002151785,20.55,15,-1,177
3,13400,八丈支庁,7019,3521,3498,100.6575186,0.050011183,83.01,85,-1,3822
4,13401,八丈町,6845,3417,3428,99.67911319,0.048771413,72.24,95,-3,3697
4,13402,青ヶ島村,174,104,70,148.5714286,0.00123977,5.96,29,2,125
3,13420,小笠原支庁,2912,1787,1125,158.8444444,0.020748335,106.88,27,-4,1488
4,13421,小笠原村,2912,1787,1125,158.8444444,0.020748335,106.88,27,-4,1488
,,,,,,,,,,,
東京都の人口（推計）_令和5年1月,,,,,,,,,,,
東京都の人口（推計）令和5年1月1日現在,,,,,,,,,,,
この表は、5年ごとに行われる国勢調査の間の時点における各月の人口を把握するため、令和2年10月1日現在の国勢調査人口（確報値）を基準とし、これに毎月の住民基本台帳人口の増減数を加えて推計したものです。人口総数に対する割合は、四捨五入しているため個々の数を合計しても必ずしも総数に一致しません。なお、世帯数は国勢調査と住民基本台帳上との世帯の定義に若干の相違があるので、参考値として掲げました。,,,,,,,,,,,
注1）面積は、総務局行政部長通知「東京都区市町村別の面積について」による令和4年7月1日時点の数値である。なお、区部には、荒川河口部（1.12k㎡）、中央防波堤外側埋立地(1.20k㎡）、新海面処分場(2.36k㎡）を含み、 八丈支庁には、鳥島（4.79k㎡）、ベヨネース列岩（0.00k㎡）、須美寿島（0.02k㎡）、孀婦岩（0.00k㎡）を含む。,,,,,,,,,,,
注2）町村部は、郡部と島部を含む地域である。,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,
