平成28年地価調査地点データ一覧（林地を除く）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
継続地点,都道府県市区町村コード,対象年（和暦）,基準地名,基準地番号（用途）,基準地番号（連番）,都分類地区１,都分類地区２,区市町村名,地番,住居表示,当年価格（円）,前年価格（円）,対前年変動率（％）,地積（㎡）,形状区分,間口（比率）,奥行（比率）,利用の現況,構造,地上階,地下階,周辺の土地の利用の現況,前面道路区分,前面道路の方位,前面道路の幅員(m),前面道路の駅前区分,側道区分,側道方位,ガス,水道,下水道,主要交通施設,交通施設との近接区分,交通施設までの道路距離（m）,用途区分,防火地域,指定建ぺい率（％）,指定容積率（％）,割増容積率考慮区分,高度地区,区域区分,森林法,公園法,公園法普通特別,共通地点区分,前回地価公示都道府県市区町村コード,前回地価公示番号（用途）,前回地価公示番号（連番）,前回価公示価格（円）
○,13121 ,28 ,足立,0 ,4 ,区部,その他区,足立区,東和四丁目１１８番１４,東和４－９－１４,"280,000 ","276,000 ",1.4 ,132 ,,1,1.5,住宅,LS,2F,,中規模一般住宅、共同住宅等が建ち並ぶ住宅地域,区道,北東,11.8,,,,ガス,水道,下水道,亀有,,"1,100 ",１住居,準防,60 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,5 ,区部,その他区,足立区,神明南一丁目２２４番１６,神明南１－８－１１,"177,000 ","175,000 ",1.1 ,100 ,,1,1.5,住宅,W,2F,,小規模一般住宅、共同住宅等が建ち並ぶ住宅地域,区道,西,4,,,,ガス,水道,下水道,北綾瀬,,"1,600 ",１低専,準防,50 ,150 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,6 ,区部,その他区,足立区,六町四丁目２番３９,六町４－３－２３,"343,000 ","331,000 ",3.6 ,114 ,,1,1,住宅,W,2F,,一般住宅が多い区画整理事業地内の住宅地域,区道,北,5,,,,ガス,水道,下水道,六町,,220 ,１住居,準防,60 ,200 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,7 ,区部,その他区,足立区,青井三丁目３０番７,青井３－１９－１５,"340,000 ","333,000 ",2.1 ,107 ,,1,1.5,住宅,W,2F,,中小規模の一般住宅が多い閑静な住宅地域,区道,南,6,,,,ガス,水道,下水道,青井,,310 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,8 ,区部,その他区,足立区,千住五丁目８８番５,千住５－２５－１４,"416,000 ","410,000 ",1.5 ,87 ,,1.5,1,住宅,S,3F,,小規模一般住宅が建ち並ぶ既存の住宅地域,区道,南,5.4,,,,ガス,水道,下水道,北千住,,580 ,１住居,準防,80 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,9 ,区部,その他区,足立区,中川二丁目２１４番２,中川２－１１－２,"307,000 ","302,000 ",1.7 ,179 ,,1,1.2,共同住宅,LS,3F,,一般住宅のほかに共同住宅等が見られる住宅地域,区道,南西,6,,,,ガス,水道,下水道,亀有,,620 ,１住居,準防,60 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,10 ,区部,その他区,足立区,綾瀬一丁目２４３番３,綾瀬１－１９－１０,"357,000 ","350,000 ",2.0 ,135 ,,1,2,住宅,LS,3F,,一般住宅、共同住宅等が建ち並ぶ住宅地域,区道,北,4.5,,,,ガス,水道,下水道,綾瀬,,350 ,１中専,準防,60 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,11 ,区部,その他区,足立区,千住中居町１６番４３,千住中居町２６－１１,"349,000 ","344,000 ",1.5 ,138 ,,1,2.5,住宅,W,2F,,一般住宅、共同住宅、工場等が混在する住宅地域,区道,東,3.6,,,,ガス,水道,下水道,北千住,,750 ,１住居,準防,60 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,12 ,区部,その他区,足立区,綾瀬三丁目２２番１０,綾瀬３－２２－７,"453,000 ","438,000 ",3.4 ,486 ,,1,1.5,住宅,RC,2F,,一般住宅、共同住宅等が多く見られる住宅地域,区道,北,6,,,,ガス,水道,下水道,綾瀬,,420 ,１住居,準防,60 ,300 ,,高度,,,,,*,13121 ,0 ,13 ,"444,000 "
○,13121 ,28 ,足立,0 ,13 ,区部,その他区,足立区,鹿浜六丁目１０番２１,鹿浜６－１０－１５,"205,000 ","203,000 ",1.0 ,99 ,,1,1.5,住宅,S,3F,,一般住宅のほかに作業所が混在する住宅地域,区道,東,6,,側道,北,ガス,水道,下水道,西新井大師西,,"1,200 ",１住居,準防,60 ,200 ,,高度,,,,,*,13121 ,0 ,30 ,"203,000 "
○,13121 ,28 ,足立,0 ,14 ,区部,その他区,足立区,竹の塚二丁目１９番２,竹の塚２－１９－２,"349,000 ","344,000 ",1.5 ,205 ,,1,1.5,住宅,S,3F,,中規模一般住宅が多い閑静な住宅地域,区道,南,6,,,,ガス,水道,下水道,竹ノ塚,,850 ,１中専,準防,60 ,300 ,,高度,,,,,*,13121 ,0 ,45 ,"345,000 "
○,13121 ,28 ,足立,0 ,15 ,区部,その他区,足立区,東伊興三丁目２７番２８外,東伊興３－４－４２,"241,000 ","238,000 ",1.3 ,192 ,,1,1.2,住宅,W,2F,,一般住宅、共同住宅等が混在する住宅地域,区道,東,7.4,,,,ガス,水道,下水道,竹ノ塚,,690 ,１低専,準防,50 ,150 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,16 ,区部,その他区,足立区,東保木間二丁目１９番６,東保木間２－１９－３,"239,000 ","237,000 ",0.8 ,165 ,,2,1,住宅,LS,2F,,住宅、共同住宅の他に駐車場も見られる住宅地域,区道,西,6,,,,ガス,水道,下水道,六町,,"1,600 ",２中専,準防,60 ,200 ,,高度,,,,,*,13121 ,0 ,35 ,"237,000 "
○,13121 ,28 ,足立,0 ,17 ,区部,その他区,足立区,梅田七丁目１５６０番１３,梅田７－８－１０,"264,000 ","261,000 ",1.1 ,116 ,,1,1.2,住宅,LS,3F,,中小規模一般住宅に共同住宅が見られる住宅地域,区道,北東,5.3,,,,ガス,水道,下水道,梅島,,800 ,１住居,準防,80 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,18 ,区部,その他区,足立区,加平二丁目１２番９,加平２－１２－１６,"259,000 ","256,000 ",1.2 ,201 ,,1,2.5,住宅,W,2F,,一般住宅のほかに作業場等が見られる住宅地域,区道,南,6,,,,ガス,水道,下水道,北綾瀬,,700 ,１住居,準防,60 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,19 ,区部,その他区,足立区,西新井六丁目９０７番１８,西新井６－１７－７,"241,000 ","237,000 ",1.7 ,122 ,,1,1.2,住宅,W,2F,,一般住宅、共同住宅等が多く見られる住宅地域,区道,西,4,,,,ガス,水道,下水道,大師前,,600 ,１住居,準防,60 ,200 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,20 ,区部,その他区,足立区,舎人一丁目１番２,舎人１－１－１８,"225,000 ","219,000 ",2.7 ,131 ,,1,1.5,住宅,W,2F,,一般住宅、共同住宅、店舗等が混在する住宅地域,区道,東,7.4,,,,ガス,水道,下水道,舎人,,420 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
,13121 ,28 ,足立,0 ,21 ,区部,その他区,足立区,西新井本町一丁目１０９７番１３,西新井本町１－１２－１４,"243,000 ",,,92 ,,1,1.2,住宅,W,2F,,一般住宅、共同住宅等が建ち並ぶ住宅地域,区道,南,4.9,,,,ガス,水道,下水道,大師前,,430 ,１住居,準防,80 ,200 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,22 ,区部,その他区,足立区,伊興四丁目３３１５番４,伊興４－２－１４,"276,000 ","271,000 ",1.8 ,153 ,,1.5,1,住宅,W,3F,,一般住宅、共同住宅等が建ち並ぶ地域,区道,西,4.5,,,,ガス,水道,下水道,竹ノ塚,,680 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,23 ,区部,その他区,足立区,梅島三丁目８１８番６,梅島３－７－１７,"269,000 ","266,000 ",1.1 ,69 ,,1.2,1,住宅,W,3F,,中小規模一般住宅に共同住宅が見られる住宅地域,区道,東,4,,,,ガス,水道,下水道,梅島,,430 ,準工,準防,60 ,200 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,24 ,区部,その他区,足立区,南花畑四丁目２３番９,南花畑４－２３－８,"207,000 ","203,000 ",2.0 ,125 ,,1,2,住宅,W,2F,,一般住宅、倉庫、作業所が混在する住宅地域,区道,北,6,,,,ガス,水道,下水道,六町,,"1,500 ",２中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,25 ,区部,その他区,足立区,西新井一丁目３２番８外,西新井１－３２－３,"262,000 ","257,000 ",1.9 ,110 ,,1,1,住宅,W,2F,,一般住宅等が建ち並ぶ既成の住宅地域,区道,南,6,,,,ガス,水道,下水道,大師前,,430 ,１住居,準防,60 ,200 ,,高度,,,,,*,13121 ,0 ,34 ,"258,000 "
○,13121 ,28 ,足立,0 ,26 ,区部,その他区,足立区,西保木間二丁目１２０４番４３,西保木間２－１９－１０,"220,000 ","218,000 ",0.9 ,60 ,,1,2,住宅,W,2F,,一般住宅、団地等の中に店舗が混在する住宅地域,区道,東,4.5,,,,ガス,水道,下水道,竹ノ塚,,"1,300 ",１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,27 ,区部,その他区,足立区,日ノ出町２３番２,日ノ出町２３－１１,"397,000 ","390,000 ",1.8 ,100 ,,1,1.2,住宅,S,3F,,一般住宅、作業所等が混在する住宅地域,区道,東,5.5,,,,ガス,水道,下水道,北千住,,600 ,準工,準防,60 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,28 ,区部,その他区,足立区,本木東町２９番１５,本木東町２９－１,"213,000 ","211,000 ",0.9 ,115 ,,1.5,1,住宅,W,2F,,一般住宅、作業所等が混在する住宅地域,区道,南,4.5,,,,ガス,水道,下水道,西新井,,"1,500 ",準工,準防,80 ,200 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,5 ,1 ,区部,その他区,足立区,千住仲町７８番１６,千住仲町２４－２,"434,000 ","424,000 ",2.4 ,117 ,,1,1.5,店舗兼住宅,S,3F,,小売店舗、共同住宅等が混在する既成商業地域,区道,北西,7.3,,,,ガス,水道,下水道,北千住,,800 ,商業,防火,80 ,400 ,,,,,,,,,,,
○,13121 ,28 ,足立,5 ,2 ,区部,その他区,足立区,竹の塚六丁目９番３,竹の塚６－９－２,"606,000 ","597,000 ",1.5 ,132 ,,1,2.5,店舗兼事務所,LS,3F,,店舗ビル、小売店舗等が建ち並ぶ駅前の商業地域,区道,南,8,,,,ガス,水道,下水道,竹ノ塚,,300 ,商業,防火,80 ,500 ,,,,,,,,,,,
○,13121 ,28 ,足立,5 ,3 ,区部,その他区,足立区,本木北町９番３５外,本木北町９－２１,"247,000 ","245,000 ",0.8 ,131 ,,1.2,1,店舗兼共同住宅,S,4F,,店舗、店舗兼住宅等が建ち並ぶ既成商業地域,区道,東,11,,,,ガス,水道,下水道,扇大橋,,"1,200 ",近商,準防,80 ,300 ,,高度,,,,,*,13121 ,5 ,6 ,"245,000 "
○,13121 ,28 ,足立,5 ,4 ,区部,その他区,足立区,千住三丁目７０番２,,"1,010,000 ","920,000 ",9.8 ,148 ,,1,2.5,店舗兼住宅,RC,3F,,中層店舗ビル、小売店舗等が建ち並ぶ商業地域,区道,北西,7,,,,ガス,水道,下水道,北千住,,300 ,商業,防火,80 ,400 ,,,,,,,,,,,
○,13121 ,28 ,足立,5 ,5 ,区部,その他区,足立区,千住旭町４５番２,千住旭町４０－２２,"960,000 ","896,000 ",7.1 ,122 ,台形,1.5,1,店舗、事務所兼住宅等,S,3F,,中小規模の小売店舗等が建ち並ぶ駅前の商業地域,区道,南,7.2,,,,ガス,水道,下水道,北千住,,250 ,商業,防火,80 ,400 ,,,,,,,*,13121 ,5 ,2 ,"920,000 "
○,13121 ,28 ,足立,5 ,6 ,区部,その他区,足立区,梅田七丁目１９０４番９,梅田７－３４－１３,"493,000 ","479,000 ",2.9 ,80 ,,1,2,店舗兼住宅,S,3F,,中層ビル、小売店舗が建ち並ぶ駅前近隣商業地域,区道,西,13,,,,ガス,水道,下水道,梅島,,150 ,近商,防火,80 ,400 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,5 ,7 ,区部,その他区,足立区,西竹の塚二丁目１３８８番２８,西竹の塚２－３－１４,"436,000 ","430,000 ",1.4 ,80 ,,1,1,店舗兼住宅,W,2F,,小売店舗、飲食店等が建ち並ぶ駅前の商業地域,区道,南西,16,,,,ガス,水道,下水道,竹ノ塚,,180 ,近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,5 ,8 ,区部,その他区,足立区,関原三丁目１３５８番５,関原３－２１－２,"339,000 ","335,000 ",1.2 ,85 ,,1,1,店舗兼住宅,W,2F,,小売店舗、飲食店等が建ち並ぶ近隣商業地域,区道,南,5.5,,,,ガス,水道,下水道,西新井,,700 ,近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,5 ,9 ,区部,その他区,足立区,綾瀬一丁目４０９番６,綾瀬１－３８－２０,"483,000 ","471,000 ",2.5 ,146 ,不整形,1,3,店舗兼住宅,S,3F,,中層ビル、小規模飲食店が建ち並ぶ近隣商業地域,区道,南,7.3,,,,ガス,水道,下水道,綾瀬,,110 ,近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,5 ,10 ,区部,その他区,足立区,宮城一丁目３４番５３,宮城１－１３－１０,"212,000 ","211,000 ",0.5 ,105 ,,1,1.5,店舗兼住宅,W,2F,,小規模な店舗兼住宅が建ち並ぶ近隣商業地域,区道,北東,8,,,,ガス,水道,下水道,小台,,"1,300 ",近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,5 ,11 ,区部,その他区,足立区,本木二丁目２１６３番１２,本木２－４－２１,"258,000 ","254,000 ",1.6 ,306 ,,1.5,1,店舗、事務所兼住宅,S,2F,,小売店舗、営業所等が見られる路線商業地域,都道,東,20,,背面道,,ガス,水道,下水道,西新井,,"1,400 ",近商,防火,80 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,5 ,12 ,区部,その他区,足立区,西綾瀬二丁目１００６番５,西綾瀬２－２３－２９,"413,000 ","407,000 ",1.5 ,128 ,,1,2,店舗兼住宅,W,2F,,小売店舗が建ち並ぶ駅に近い近隣商業地域,区道,北,9,,,,ガス,水道,下水道,五反野,,240 ,近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,5 ,13 ,区部,その他区,足立区,綾瀬三丁目１６番５,綾瀬３－１６－６,"632,000 ","602,000 ",5.0 ,518 ,,1,2,店舗兼共同住宅,RC,7F,,中層の店舗兼共同住宅が多い商業地域,都道,北,15,,,,ガス,水道,下水道,綾瀬,,280 ,商業,防火,80 ,500 ,,,,,,,,,,,
○,13121 ,28 ,足立,5 ,14 ,区部,その他区,足立区,中央本町一丁目４６３番７,中央本町１－１９－１,"341,000 ","338,000 ",0.9 ,190 ,,1,2,店舗兼共同住宅,S,7F,,中規模な事務所、店舗等が多い路線商業地域,国道,西,25,,,,ガス,水道,下水道,梅島,,800 ,近商,防火,80 ,400 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,5 ,15 ,区部,その他区,足立区,竹の塚五丁目１番２,竹の塚５－１－２,"392,000 ","387,000 ",1.3 ,132 ,,1,2,店舗兼住宅,S,4F,,小規模店舗、共同住宅が建ち並ぶ路線商業地域,区道,南,22,,,,ガス,水道,下水道,竹ノ塚,,700 ,近商,防火,80 ,300 ,,高度,,,,,*,13121 ,5 ,16 ,"388,000 "
○,13121 ,28 ,足立,5 ,16 ,区部,その他区,足立区,江北七丁目１４番１５外,江北７－１４－１３,"253,000 ","249,000 ",1.6 ,172 ,,1,1,店舗兼共同住宅,RC,6F,,小売店舗等のほかに空地が見られる路線商業地域,区道,東,15,,,,ガス,水道,下水道,西新井大師西,,680 ,近商,防火,80 ,300 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,5 ,17 ,区部,その他区,足立区,千住仲町５８番５,千住仲町１９－７,"664,000 ","632,000 ",5.1 ,138 ,,1,2,住宅、事務所兼車庫,S,8F,,中高層の事務所、共同住宅等が建ち並ぶ商業地域,区道,北,16,,,,ガス,水道,下水道,北千住,,500 ,商業,防火,80 ,500 ,,,,,,,,,,,
○,13121 ,28 ,足立,5 ,18 ,区部,その他区,足立区,東保木間一丁目２６番５１,東保木間１－２６－２３,"279,000 ","277,000 ",0.7 ,651 ,,1,2,店舗兼作業所,S,1F,,低層店舗、事業所等が建ち並ぶ路線商業地域,区道,東,12,,,,ガス,水道,下水道,六町,,"1,000 ",準工,準防,60 ,200 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,5 ,19 ,区部,その他区,足立区,舎人一丁目２８番７外,舎人１－１５－８外,"338,000 ","329,000 ",2.7 ,927 ,不整形,1,1.2,店舗,S,1F,,店舗、共同住宅等が建ち並ぶ路線商業地域,都道,西,33,,三方路,,ガス,水道,下水道,舎人,近接,,準工,防火,60 ,400 ,,高度,,,,,,,,,
,13121 ,28 ,足立,5 ,20 ,区部,その他区,足立区,千住桜木二丁目３２２１番１外,千住桜木２－５－６,"329,000 ",,,337 ,,1,1,店舗兼共同住宅,SRC,6F,1B,小規模店舗等が建ち並ぶ都道沿いの商業地域,都道,北東,15,,側道,北西,ガス,水道,下水道,北千住,,"1,700 ",近商,防火,80 ,400 ,,,,,,,,,,,
○,13121 ,28 ,足立,9 ,1 ,区部,その他区,足立区,千住関屋町２１番６,千住関屋町１１－２１,"233,000 ","231,000 ",0.9 ,760 ,,1,2,工場,,,,中小規模の工場等の他に住宅も混在する工業地域,区道,南,11,,,,ガス,水道,下水道,京成関屋,,830 ,工業,準防,60 ,200 ,,高度,,,,,,,,,
○,13122 ,28 ,葛飾,0 ,1 ,区部,その他区,葛飾区,金町三丁目８２５番２,金町３－３９－８,"345,000 ","341,000 ",1.2 ,160 ,,1,2,住宅,LS,2F,,中規模の一般住宅が多い区画整然とした住宅地域,区道,北西,9,,,,ガス,水道,下水道,金町,,720 ,２低専,準防,60 ,200 ,,高度,,,,,,,,,
○,13122 ,28 ,葛飾,0 ,2 ,区部,その他区,葛飾区,奥戸四丁目１１３３番２,奥戸４－１７－２,"277,000 ","275,000 ",0.7 ,105 ,,1,2,住宅,W,2F,,住宅、共同住宅、事業所等が混在する住宅地域,区道,西,6,,,,ガス,水道,下水道,新小岩,,"1,700 ",１住居,準防,60 ,200 ,,高度,,,,,,,,,
○,13122 ,28 ,葛飾,0 ,3 ,区部,その他区,葛飾区,柴又四丁目３２０番３９,柴又４－１７－１０,"310,000 ","308,000 ",0.6 ,99 ,,1,1.2,住宅,W,2F,,一般住宅等の多い区画整然とした住宅地域,区道,南東,5.4,,,,ガス,水道,下水道,新柴又,,320 ,２低専,準防,60 ,200 ,,高度,,,,,,,,,
○,13122 ,28 ,葛飾,0 ,4 ,区部,その他区,葛飾区,東水元五丁目４３番２,東水元５－４３－２,"173,000 ","172,000 ",0.6 ,170 ,,1,1.5,住宅,W,2F,,一般住宅のほかに畑地等が見られる住宅地域,区道,南西,6,,,,ガス,水道,下水道,金町,,"3,100 ",２低専,準防,60 ,200 ,,高度,,,,,,,,,
○,13122 ,28 ,葛飾,0 ,5 ,区部,その他区,葛飾区,細田四丁目２０番１４,細田４－２０－３,"284,000 ","282,000 ",0.7 ,132 ,,1,2.5,住宅,W,2F,,一般住宅とアパート等が建ち並ぶ住宅地域,区道,南西,5.4,,,,ガス,水道,下水道,京成小岩,,"1,200 ",２低専,準防,50 ,150 ,,高度,,,,,,,,,
○,13122 ,28 ,葛飾,0 ,6 ,区部,その他区,葛飾区,高砂二丁目１１９２番３外,高砂２－２８－５,"304,000 ","302,000 ",0.7 ,171 ,,1.2,1,住宅,W,2F,,一般住宅、アパート等が建ち並ぶ住宅地域,区道,北,5.4,,,,ガス,水道,下水道,京成高砂,,500 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13122 ,28 ,葛飾,0 ,7 ,区部,その他区,葛飾区,西水元三丁目５７４番３,西水元３－２０－９,"158,000 ","157,000 ",0.6 ,100 ,,1,1,住宅,W,2F,,住宅、アパートのほかに畑地も見られる住宅地域,区道,北,7,,,,ガス,水道,下水道,亀有,,"3,700 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13122 ,28 ,葛飾,0 ,8 ,区部,その他区,葛飾区,柴又六丁目６２９番２外,柴又６－２９－１,"286,000 ","284,000 ",0.7 ,140 ,台形,1,1.2,住宅,W,2F,,一般住宅の中に共同住宅等が見られる住宅地域,区道,西,5.4,,,,ガス,水道,下水道,新柴又,,300 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13122 ,28 ,葛飾,0 ,9 ,区部,その他区,葛飾区,青戸一丁目６１番１,青戸１－５－４,"365,000 ","361,000 ",1.1 ,160 ,,1,2,共同住宅,W,2F,,中規模住宅、アパートが建ち並ぶ閑静な住宅地域,区道,北西,6.3,,,,ガス,水道,下水道,青砥,,350 ,１住居,準防,60 ,200 ,,高度,,,,,*,13122 ,0 ,27 ,"363,000 "
○,13122 ,28 ,葛飾,0 ,10 ,区部,その他区,葛飾区,東金町三丁目１０４番５,東金町３－３４－１,"349,000 ","347,000 ",0.6 ,112 ,,1,2,住宅,W,3F,,小規模一般住宅の多い区画整然とした住宅地域,区道,南西,4,,,,ガス,水道,下水道,金町,,600 ,１住居,準防,60 ,200 ,,高度,,,,,*,13122 ,0 ,1 ,"348,000 "
○,13122 ,28 ,葛飾,0 ,11 ,区部,その他区,葛飾区,立石八丁目１８２番７,立石８－２４－１３,"319,000 ","315,000 ",1.3 ,82 ,,1,2,住宅,W,3F,,低層の一般住宅、共同住宅等が建ち並ぶ住宅地域,区道,南西,10.9,,,,ガス,水道,下水道,京成立石,,600 ,１住居,準防,60 ,200 ,,高度,,,,,,,,,
○,13122 ,28 ,葛飾,0 ,12 ,区部,その他区,葛飾区,立石六丁目１８７番１,立石６－１０－６,"302,000 ","300,000 ",0.7 ,91 ,,1,2,住宅,W,3F,,住宅、アパートのほか店舗も混在する住宅地域,区道,南,4.5,,,,ガス,水道,下水道,青砥,,600 ,１住居,準防,60 ,200 ,,高度,,,,,,,,,
○,13122 ,28 ,葛飾,0 ,13 ,区部,その他区,葛飾区,西亀有四丁目４２番２,西亀有４－７－１８,"316,000 ","314,000 ",0.6 ,149 ,,1,1.2,共同住宅,W,2F,,住宅、アパート等が建ち並ぶ既成住宅地域,区道,南,6,,,,ガス,水道,下水道,亀有,,850 ,１住居,準防,60 ,200 ,,高度,,,,,,,,,
○,13122 ,28 ,葛飾,0 ,14 ,区部,その他区,葛飾区,水元三丁目１０番４８,水元３－１０－１３,"217,000 ","216,000 ",0.5 ,148 ,,1,2,住宅,W,3F,,一般住宅の中に駐車場等が見られる住宅地域,区道,北,8,,,,ガス,水道,下水道,金町,,"1,800 ",１中専,準防,60 ,200 ,,高度,,,,,*,13122 ,0 ,19 ,"216,000 "
