"全国地方公共団体コード","ID","地方公共団体名","管理番号","建築物の名称","建築物の名称_英字","建築敷地_地名地番","町字ID","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等_方書","建築敷地_住居表示住所","建築敷地_用途地域","主要用途","工事種別","高さ_ｍ","高さ_ｍ_最高","階数_地上","階数_地下","構造","基礎工法","敷地面積_m2","延べ面積_m2_計画","延べ面積_m2_計画外","延べ面積_m2_合計","建築面積_m2_計画","建築面積_m2_計画外","建築面積_m2_合計","経度","緯度","分類"
"131148","131148HSLT000012","中野区","111","（仮称）新井１丁目マンション 新築工事","","東京都中野区新井1-53-13","","","","","","","中野区新井1-38","近商","共同住宅","新築","27","","9","0","RC","杭基礎","216.36","1001.44","","1001.44","155.58","","155.58","139.666223090229","35.7127715011053","標識設置届_令和3年度"
"131148","131148HSLT000013","中野区","118","（仮称）中野区野方１丁目 プロジェクト","","東京都中野区野方1-1637-2","","","","","","","中野区野方1-6","近商","共同住宅","新築","19","","6","0","RC","杭基礎","193.97","815.61","","815.61","169.42","","169.42","139.659064128788","35.7099616217546","標識設置届_令和3年度"
"131148","131148HSLT000014","中野区","132","東拓建設様共同住宅 新築工事","","東京都中野区野方1-1644-3","","","","","","","中野区野方1-1-12","1中・ 近商","共同住宅","新築","14.35","","5","0","RC","杭基礎","622.52","1102.25","","1102.25","377.99","","377.99","139.660155860393","35.7102987342841","標識設置届_令和3年度"
"131148","131148HSLT000015","中野区","135","（仮称）オープンレジデンシア 新井１丁目Ⅱ 新築工事","","東京都中野区新井1-56-3","","","","","","","中野区新井1-41","1中","共同住宅","新築","15.65","","5","1","RC","杭基礎","530.51","1694.87","","1694.87","389.12","","389.12","139.66712807554","35.7133922920244","標識設置届_令和3年度"
"131148","131148HSLT000016","中野区","137","（仮称）東中野1丁目計画 新築工事","","東京都中野区東中野1-47-20","","","","","","","中野区東中野1-45","近商","共同住宅","新築","35.62","","12","0","RC","杭基礎","217.96","1190.01","","1190.01","122.93","","122.93","139.685971270248","35.7047436173476","標識設置届_令和3年度"
"131148","131148HSLT000017","中野区","140","（仮称）中野区本町４丁目計画","","東京都中野区本町4-54-1他8筆","","","","","","","中野区本町4-30","1中・ 商業","共同住宅","新築","46.98","","15","0","RC","杭基礎","925.39","4237.57","","4237.57","377.06","","377.06","139.670563600203","35.6964968439712","標識設置届_令和3年度"
"131148","131148HSLT000018","中野区","141","（仮称）中野区鍋屋横丁ビル計画","","東京都中野区本町4-66-1、4","","","","","","","中野区本町4-43-11","1住・ 商業","共同住宅・ 店舗・ 診療所","新築","35","","10","0","RC","杭基礎","592.24","2201.9","","2201.9","423.3","","423.3","139.669410211186","35.6963932873418","標識設置届_令和3年度"
"131148","131148HSLT000019","中野区","142","（仮称）東中野共同住宅 新築工事","","東京都中野区東中野1-45-3他2筆","","","","","","","中野区東中野1-50-3","商業","共同住宅","新築","34.02","","11","1","RC","杭基礎","244.32","1574.41","","1574.41","137.4","","137.4","139.686494086692","35.705896501821","標識設置届_令和3年度"
"131148","131148HSLT000020","中野区","145","（仮称）上鷺宮１丁目マンション 新築工事","","東京都中野区上鷺宮1-204-2、3","","","","","","","中野区上鷺宮1-7-22","1低","共同住宅","新築","9.97","","4","0","RC","杭基礎","508.2","1097.98","","1097.98","280.64","","280.64","139.637378645401","35.7279850637243","標識設置届_令和3年度"
"131148","131148HSLT000021","中野区","155","（仮称）中野区上高田１丁目計画 新築工事","","東京都中野区上高田1-13-6、16","","","","","","","中野区上高田1-13","1低・ 近商","共同住宅","新築","17.91","","6","0","RC","直接基礎","936.49","2403.85","","2403.85","673.85","","673.85","139.676430036036","35.7117407077689","標識設置届_令和3年度"
"131148","131148HSLT000022","中野区","158","（仮称）東中野1丁目木造ビル新築プロジェクト","","東京都中野区東中野1-97-17、27、36","","","","","","","中野区東中野1-55-4、6","商業","店舗・ 事務所","新築","28.15","","8","0","S・W","杭基礎","154.9","790.13","","790.13","117.36","","117.36","139.684685941936","35.7059946947798","標識設置届_令和3年度"
"131148","131148HSLT000023","中野区","168","（仮称）ＬＦ中野 新築工事","","東京都中野区新井1-89-2、3、13","","","","","","","中野区新井1-2","近商","共同住宅","新築","27.07","","9","0","RC","杭基礎","382.4","1448.69","","1448.69","219.37","","219.37","139.669177112854","35.7104339740361","標識設置届_令和3年度"
"131148","131148HSLT000024","中野区","174","（仮称）中野区丸山２丁目計画 新築工事","","東京都中野区丸山2-2006-16、19","","","","","","","中野区丸山2-20-2","1低・ 近商","共同住宅","新築","20.72","","7","0","RC","杭基礎","230.01","603.04","","603.04","102.07","","102.07","139.652631138263","35.7231241411431","標識設置届_令和3年度"
"131148","131148HSLT000025","中野区","175","（仮称）オープンレジデンシア野方１丁目 新築工事","","東京都中野区野方1-1611-6","","","","","","","中野区野方1-2","1中","共同住宅","新築","15.8","","5","1","RC","杭基礎","715.37","2202.96","","2202.96","500.75","","500.75","139.659925108171","35.7107044639172","標識設置届_令和3年度"
"131148","131148HSLT000026","中野区","182","（仮称）Ｙ中野区中野１丁目計画 新築工事","","東京都中野区中野1-91-10","","","","","","","中野区中野1-27","近商","共同住宅","新築","13.05","","5","0","RC","直接基礎","98.56","304","","304","62.4","","62.4","139.67622064415","35.7021040317911","標識設置届_令和3年度"
"131148","131148HSLT000027","中野区","183","（仮称）株式会社JUD様マンション 新築工事","","東京都中野区弥生町3-9-29","","","","","","","中野区弥生町3-35-15","1中","共同住宅","新築","16.404","","5","0","RC","杭基礎","767.92","1416.4","","1416.4","412.82","","412.82","139.674429590837","35.6896764849124","標識設置届_令和3年度"
"131148","131148HSLT000028","中野区","185","（仮称）PREMIUM CUBE 東中野５丁目 新築工事","","東京都中野区東中野5-13-10、14-2","","","","","","","中野区東中野5-20","1中","共同住宅","新築","14.2","","5","0","RC","直接基礎","2066.3","5220.43","","5220.43","1397.46","","1397.46","139.690139093379","35.7088054138453","標識設置届_令和3年度"
"131148","131148HSLT000029","中野区","186","（仮称）中野駅前計画 新築工事","","東京都中野区中野3-14-18の一部(２街区１区画地)","","","","","","","中野区中野3-40","商業","事務所・ 店舗","新築","26.58","","8","0","RC","杭基礎","170.33","716.18","","716.18","106.86","","106.86","139.662825507651","35.7045241795648","標識設置届_令和3年度"
"131148","131148HSLT000030","中野区","193","（仮称）中野区弥生町３丁目 新築工事","","東京都中野区弥生町3-36-1","","","","","","","中野区弥生町3-21","1中・ 近商","共同住宅","新築","11.84","","4","0","RC","杭基礎","508.15","988.08","","988.08","267.64","","267.64","139.673823811885","35.6875994074501","標識設置届_令和3年度"
"131148","131148HSLT000031","中野区","200","（仮称）東中野プロジェクト","","東京都中野区東中野5-13-2、5、6、8、1105-7","","","","","","","中野区東中野5-20","1中","共同住宅","新築","14.988","","5","0","RC","直接基礎","759.55","1981.37","","1981.37","531.62","","531.62","139.690139093379","35.7088054138453","標識設置届_令和3年度"
"131148","131148HSLT000032","中野区","203","（仮称）中野区新井１１２共同住宅 新築工事","","東京都中野区新井1-82-5、14、31、33","","","","","","","中野区新井1-1-2","近商","共同住宅・店舗","新築","13.5","","5","0","RC","杭基礎","232.41","813.54","","813.54","174.82","","174.82","139.670035371544","35.7098458719266","標識設置届_令和3年度"
"131148","131148HSLT000033","中野区","204","（仮称）中野区新井５丁目マンション 新築工事","","東京都中野区新井5-18-8 他","","","","","","","中野区新井5-18","1中","共同住宅","新築","13.65","","5","0","RC","杭基礎","633.35","1459.53","","1459.53","358.68","","358.68","139.6697331719","35.7155130899263","標識設置届_令和3年度"
"131148","131148HSLT000034","中野区","205","（仮称）新井４丁目マンション 新築工事","","東京都中野区新井4-8-3","","","","","","","中野区新井4-29","1中","共同住宅","新築","12","","4","0","RC","杭基礎","218.25","456.32","","456.32","122.76","","122.76","139.665355994826","35.7175552164395","標識設置届_令和3年度"
