,時間,当日,平均（6月1日・5月25日・18日)
94,9:33,199990,178999
95,9:34,198539,178772
96,9:35,197974,180510
97,9:36,197292,181670
98,9:37,198167,180745
99,9:38,198142,182004
100,9:39,197644,181645
101,9:40,194885,181481
102,9:41,196105,180371
103,9:42,197593,180030
104,9:43,196881,179341
105,9:44,195463,179561
106,9:45,195763,180148
107,9:46,195485,180485
108,9:47,193225,182363
109,9:48,196737,183389
110,9:49,195791,183892
111,9:50,194648,184013
112,9:51,196754,183993
113,9:52,195480,183454
114,9:53,195800,182138
115,9:54,194288,181139
116,9:55,192718,180397
117,9:56,190299,180733
118,9:57,188976,180827
119,9:58,186906,180173
120,9:59,183734,179882
121,10:00,180335,180571
122,10:01,180633,179569
123,10:02,177280,181958
124,10:03,176457,182468
125,10:04,175766,182544
126,10:05,175675,182640
127,10:06,174771,181591
128,10:07,174788,180790
129,10:08,173064,180681
130,10:09,172156,179715
131,10:10,172048,178798
132,10:11,171108,178754
133,10:12,168676,178628
134,10:13,169171,177866
135,10:14,169273,177704
136,10:15,168802,177821
137,10:16,166928,176515
138,10:17,163896,177041
139,10:18,161229,176449
140,10:19,160491,175636
141,10:20,160879,176091
142,10:21,163753,176305
143,10:22,163047,175444
144,10:23,158781,174844
145,10:24,158595,175935
146,10:25,156878,174395
147,10:26,159328,173427
148,10:27,156254,172930
149,10:28,157027,172166
150,10:29,156683,171133
151,10:30,157731,170290
152,10:31,155845,170488
153,10:32,156986,171886
154,10:33,155062,173581
155,10:34,155199,171719
156,10:35,154265,170965
157,10:36,154380,172118
158,10:37,155280,172226
159,10:38,153334,171609
160,10:39,153316,170664
161,10:40,152149,169867
162,10:41,153339,169147
163,10:42,151915,168011
164,10:43,150731,167863
165,10:44,149859,167417
166,10:45,150734,169125
167,10:46,149570,170054
168,10:47,151176,169289
169,10:48,158094,169461
170,10:49,176780,167868
171,10:50,179818,167082
172,10:51,179043,167887
173,10:52,177625,167850
174,10:53,179431,168462
175,10:54,179994,169440
176,10:55,179771,169894
177,10:56,180298,170291
178,10:57,179559,171290
179,10:58,178184,170008
180,10:59,177919,168816
181,11:00,178677,167683
182,11:01,177364,167064
183,11:02,177993,168463
184,11:03,175347,170638
185,11:04,172130,171348
186,11:05,169233,171779
187,11:06,167502,171146
188,11:07,163475,169759
189,11:08,161147,168964
190,11:09,160031,169375
191,11:10,157526,169298
192,11:11,155165,169520
193,11:12,154285,170097
194,11:13,153545,168413
195,11:14,151477,169115
196,11:15,151413,168547
197,11:16,151073,168125
198,11:17,151456,167911
199,11:18,151467,167533
200,11:19,149173,167635
201,11:20,148908,167371
202,11:21,149483,166711
203,11:22,151600,167490
204,11:23,151215,167017
205,11:24,150747,166135
206,11:25,151579,166027
207,11:26,151152,165526
208,11:27,150209,165977
209,11:28,150439,165252
210,11:29,151971,164605
211,11:30,152662,164076
212,11:31,150414,164797
213,11:32,149322,164156
214,11:33,148253,164441
215,11:34,146401,164666
216,11:35,146812,164925
217,11:36,148569,164476
218,11:37,145042,161822
219,11:38,143818,161293
220,11:39,142807,161284
221,11:40,142820,161318
222,11:41,142774,161488
223,11:42,140692,163157
224,11:43,140076,162261
225,11:44,138917,162203
226,11:45,136211,163433
227,11:46,136995,162816
228,11:47,136445,162830
229,11:48,136162,162436
230,11:49,136998,160436
231,11:50,134317,160569
232,11:51,134898,161197
233,11:52,132081,160777
234,11:53,133076,159703
235,11:54,138096,159518
236,11:55,156414,159057
237,11:56,162705,160024
238,11:57,163643,159356
239,11:58,161566,159018
240,11:59,162298,159103
241,12:00,161710,157756
242,12:01,161875,157882
243,12:02,164912,157933
244,12:03,163737,157840
245,12:04,168218,158933
246,12:05,167397,158187
247,12:06,165542,157764
248,12:07,163624,158535
249,12:08,163795,157300
250,12:09,163961,156976
251,12:10,164420,156398
252,12:11,163064,156366
253,12:12,162983,156057
254,12:13,162445,155364
255,12:14,162270,154098
256,12:15,163105,153863
257,12:16,162429,153880
258,12:17,163414,153040
259,12:18,162637,153212
260,12:19,162248,152387
261,12:20,162829,152451
262,12:21,164441,152637
263,12:22,162066,152835
264,12:23,162967,152744
265,12:24,162487,152369
266,12:25,161521,152636
267,12:26,160988,152103
268,12:27,159990,152122
269,12:28,161149,151638
270,12:29,160014,151023
271,12:30,160459,151490
272,12:31,160627,151552
273,12:32,159324,150728
274,12:33,158713,150288
275,12:34,156866,150523
276,12:35,156012,152460
277,12:36,153695,151472
278,12:37,154038,151300
279,12:38,152788,152041
280,12:39,154897,151898
281,12:40,151601,151293
282,12:41,151800,152564
283,12:42,152077,151227
284,12:43,152246,151746
285,12:44,151129,152562
286,12:45,150256,151671
287,12:46,152013,151682
288,12:47,151827,150750
289,12:48,150954,150528
290,12:49,150312,150453
291,12:50,150529,150993
292,12:51,151475,151517
293,12:52,152299,152503
294,12:53,152111,151734
295,12:54,152924,152271
296,12:55,152280,152601
297,12:56,153706,152632
298,12:57,153730,152494
299,12:58,155088,152608
300,12:59,153067,152823
301,13:00,152608,151189
302,,,
303,,,
304,,,
305,,,
306,,,
307,,,
308,,,
309,,,
310,,,
311,,,
312,,,
313,,,
314,,,
315,,,
316,,,
317,,,
318,,,
319,,,
320,,,
321,,,
322,,,
323,,,
324,,,
325,,,
326,,,
327,,,
328,,,
329,,,
330,,,
331,,,
332,,,
333,,,
334,,,
335,,,
336,,,
337,,,
338,,,
339,,,
340,,,
341,,,
342,,,
343,,,
344,,,
345,,,
346,,,
347,,,
348,,,
349,,,
350,,,
351,,,
352,,,
353,,,
354,,,
355,,,
356,,,
357,,,
358,,,
359,,,
360,,,
361,,,
