町丁目,世帯数,人口,男_総数,女_総数,０歳男人数,０歳女人数,１歳男人数,１歳女人数,２歳男人数,２歳女人数,３歳男人数,３歳女人数,４歳男人数,４歳女人数,５歳男人数,５歳女人数,６歳男人数,６歳女人数,７歳男人数,７歳女人数,８歳男人数,８歳女人数,９歳男人数,９歳女人数,１０歳男人数,１０歳女人数,１１歳男人数,１１歳女人数,１２歳男人数,１２歳女人数,１３歳男人数,１３歳女人数,１４歳男人数,１４歳女人数,１５歳男人数,１５歳女人数,１６歳男人数,１６歳女人数,１７歳男人数,１７歳女人数,１８歳男人数,１８歳女人数,１９歳男人数,１９歳女人数,２０歳男人数,２０歳女人数,２１歳男人数,２１歳女人数,２２歳男人数,２２歳女人数,２３歳男人数,２３歳女人数,２４歳男人数,２４歳女人数,２５歳男人数,２５歳女人数,２６歳男人数,２６歳女人数,２７歳男人数,２７歳女人数,２８歳男人数,２８歳女人数,２９歳男人数,２９歳女人数,３０歳男人数,３０歳女人数,３１歳男人数,３１歳女人数,３２歳男人数,３２歳女人数,３３歳男人数,３３歳女人数,３４歳男人数,３４歳女人数,３５歳男人数,３５歳女人数,３６歳男人数,３６歳女人数,３７歳男人数,３７歳女人数,３８歳男人数,３８歳女人数,３９歳男人数,３９歳女人数,４０歳男人数,４０歳女人数,４１歳男人数,４１歳女人数,４２歳男人数,４２歳女人数,４３歳男人数,４３歳女人数,４４歳男人数,４４歳女人数,４５歳男人数,４５歳女人数,４６歳男人数,４６歳女人数,４７歳男人数,４７歳女人数,４８歳男人数,４８歳女人数,４９歳男人数,４９歳女人数,５０歳男人数,５０歳女人数,５１歳男人数,５１歳女人数,５２歳男人数,５２歳女人数,５３歳男人数,５３歳女人数,５４歳男人数,５４歳女人数,５５歳男人数,５５歳女人数,５６歳男人数,５６歳女人数,５７歳男人数,５７歳女人数,５８歳男人数,５８歳女人数,５９歳男人数,５９歳女人数,６０歳男人数,６０歳女人数,６１歳男人数,６１歳女人数,６２歳男人数,６２歳女人数,６３歳男人数,６３歳女人数,６４歳男人数,６４歳女人数,６５歳男人数,６５歳女人数,６６歳男人数,６６歳女人数,６７歳男人数,６７歳女人数,６８歳男人数,６８歳女人数,６９歳男人数,６９歳女人数,７０歳男人数,７０歳女人数,７１歳男人数,７１歳女人数,７２歳男人数,７２歳女人数,７３歳男人数,７３歳女人数,７４歳男人数,７４歳女人数,７５歳男人数,７５歳女人数,７６歳男人数,７６歳女人数,７７歳男人数,７７歳女人数,７８歳男人数,７８歳女人数,７９歳男人数,７９歳女人数,８０歳男人数,８０歳女人数,８１歳男人数,８１歳女人数,８２歳男人数,８２歳女人数,８３歳男人数,８３歳女人数,８４歳男人数,８４歳女人数,８５歳男人数,８５歳女人数,８６歳男人数,８６歳女人数,８７歳男人数,８７歳女人数,８８歳男人数,８８歳女人数,８９歳男人数,８９歳女人数,９０歳男人数,９０歳女人数,９１歳男人数,９１歳女人数,９２歳男人数,９２歳女人数,９３歳男人数,９３歳女人数,９４歳男人数,９４歳女人数,９５歳男人数,９５歳女人数,９６歳男人数,９６歳女人数,９７歳男人数,９７歳女人数,９８歳男人数,９８歳女人数,９９歳男人数,９９歳女人数,１００歳男人数,１００歳女人数,１０１歳男人数,１０１歳女人数,１０２歳男人数,１０２歳女人数,１０３歳男人数,１０３歳女人数,１０４歳男人数,１０４歳女人数,１０５歳男人数,１０５歳女人数,１０６歳男人数,１０６歳女人数,１０７歳男人数,１０７歳女人数,１０８歳男人数,１０８歳女人数,１０９歳男人数,１０９歳女人数,１１０歳男人数,１１０歳女人数,１１１歳男人数,１１１歳女人数,１１２歳男人数,１１２歳女人数,１１３歳男人数,１１３歳女人数,１１４歳男人数,１１４歳女人数,１１５歳男人数,１１５歳女人数,１１６歳男人数,１１６歳女人数,１１７歳男人数,１１７歳女人数,１１８歳男人数,１１８歳女人数,１１９歳男人数,１１９歳女人数,120歳以上男人数,120歳以上女人数,不詳者男人数,不詳者女人数
下高井戸4丁目,3063,5546,2676,2870,17,16,16,17,19,16,22,16,21,23,25,19,24,20,16,19,26,19,28,19,20,21,23,12,15,12,23,17,25,21,18,17,12,13,18,17,31,35,33,38,35,49,37,59,37,49,25,40,35,49,46,57,48,39,41,44,44,31,46,34,44,38,44,38,37,42,35,33,25,37,31,32,36,35,36,33,39,50,42,40,40,39,32,39,48,36,29,37,41,44,36,36,48,40,29,48,25,45,41,37,50,41,43,46,41,38,37,41,35,38,44,42,34,45,37,48,42,30,42,31,37,40,30,37,26,25,37,27,37,26,33,37,19,28,31,29,33,22,28,31,18,22,23,30,26,26,32,34,43,42,34,34,26,31,17,16,20,17,14,25,21,26,11,21,14,24,11,12,8,14,11,18,8,17,12,17,14,22,5,18,6,14,5,12,4,9,5,14,3,11,1,8,1,6,3,6,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下高井戸5丁目,1637,3025,1445,1580,10,10,9,7,9,9,12,12,4,8,17,12,5,10,14,8,12,10,9,8,9,13,8,7,11,8,9,5,15,7,11,11,19,11,7,15,23,13,14,19,13,16,23,19,21,24,22,17,23,19,27,25,17,25,19,23,15,24,24,18,14,19,23,17,19,17,19,15,21,23,17,27,11,24,17,18,13,15,18,17,26,17,17,23,17,13,14,20,23,24,15,21,16,19,22,29,23,23,22,24,26,27,33,23,18,19,21,26,35,28,25,21,16,22,23,24,23,30,22,21,14,25,26,27,16,16,17,21,15,18,18,16,17,16,16,10,14,19,16,10,12,13,9,11,11,12,16,17,17,15,17,26,18,24,8,14,16,17,13,16,13,11,13,15,7,11,7,14,7,13,8,14,11,13,7,21,4,10,5,13,2,4,5,9,2,8,2,6,4,1,1,6,0,5,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福1丁目,1850,3185,1548,1637,8,11,12,17,8,12,9,8,12,11,8,15,12,11,15,10,6,14,11,9,12,7,15,6,8,11,6,6,16,13,12,8,13,10,10,11,20,7,17,28,38,21,32,22,33,18,26,28,25,30,35,22,31,30,31,28,15,27,26,31,19,25,24,22,20,22,21,23,14,22,25,25,20,29,27,27,24,25,26,32,22,23,27,16,20,21,26,19,27,24,23,22,26,24,29,36,29,31,26,28,28,22,19,23,27,27,23,22,15,23,27,27,20,25,22,17,17,20,16,14,19,17,16,14,17,19,15,14,15,11,9,10,9,12,21,20,17,19,10,20,14,12,18,8,11,14,15,10,16,21,16,18,9,22,7,12,6,16,7,14,10,8,9,12,7,12,6,7,6,16,4,9,5,9,4,10,5,8,2,9,5,6,1,1,2,8,2,7,1,5,1,3,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福2丁目,2471,4802,2256,2546,25,20,22,14,9,28,14,15,22,30,28,28,21,22,13,29,20,19,20,14,18,20,19,28,22,16,23,24,19,22,16,20,19,24,18,19,24,18,22,19,29,28,22,35,20,26,39,32,35,35,27,48,43,35,47,49,38,56,31,44,33,38,34,36,39,27,25,33,36,31,35,38,35,29,28,45,32,28,32,36,37,37,31,33,26,41,34,32,35,33,33,39,32,34,31,35,38,49,37,33,26,43,33,25,29,45,33,37,34,41,31,27,30,22,26,30,21,29,35,35,21,29,32,25,27,22,27,24,19,28,28,18,14,24,20,22,22,23,21,23,24,35,23,31,20,18,29,36,29,36,20,20,20,28,17,20,9,21,18,15,20,24,10,9,13,22,11,9,14,10,12,10,2,7,12,17,8,16,4,12,3,7,4,5,5,7,2,8,1,8,3,5,1,3,3,4,2,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福3丁目,2345,3979,1882,2097,9,9,14,7,10,8,11,6,9,14,6,16,8,5,8,10,14,11,13,12,13,10,14,11,13,10,11,8,19,13,10,12,11,10,17,10,7,17,14,14,17,22,26,26,28,26,32,41,46,44,29,42,41,47,30,28,40,34,22,23,19,24,22,26,31,26,27,20,28,29,20,20,29,27,23,26,29,19,23,31,20,29,22,20,19,28,16,24,20,32,23,31,34,28,27,27,28,34,35,35,35,28,27,32,28,30,33,31,21,31,39,30,28,35,22,24,36,36,23,35,26,33,18,24,11,20,30,35,17,22,26,17,18,23,23,23,27,17,25,12,13,25,18,22,18,24,27,16,22,38,22,36,31,31,10,17,12,17,13,25,21,18,13,20,13,23,15,16,10,16,10,19,12,9,10,17,9,17,6,10,8,6,4,14,1,7,4,11,6,2,0,6,1,4,0,2,1,6,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福4丁目,2162,3665,1736,1929,13,8,14,13,16,14,20,8,18,13,16,13,12,16,8,18,9,14,6,18,11,4,13,9,10,13,12,8,7,8,7,10,17,6,12,16,12,10,14,11,31,14,19,19,24,22,37,24,30,37,36,37,36,34,20,36,37,52,29,41,28,31,22,31,37,27,26,31,27,31,25,38,28,35,33,23,27,31,31,34,22,29,24,27,22,17,33,26,19,29,25,27,25,23,32,19,21,25,22,30,25,35,34,33,21,33,25,26,33,30,20,20,19,18,26,22,16,26,28,22,23,26,20,29,21,25,23,21,13,17,9,23,17,19,17,13,13,14,15,14,15,20,9,17,15,15,19,23,22,14,16,19,17,25,12,11,15,11,9,16,7,23,12,19,13,11,7,11,8,12,4,9,3,12,11,14,5,11,6,10,1,12,2,4,3,7,2,4,2,6,2,7,3,3,1,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山1丁目,2039,3928,1824,2104,8,10,8,8,10,12,13,16,15,13,13,6,9,16,12,16,15,10,12,9,14,15,18,11,10,9,21,13,16,12,15,14,11,18,14,13,15,15,21,22,18,22,25,28,28,19,33,27,23,29,19,26,19,32,21,34,16,19,18,20,19,27,17,27,26,21,16,19,19,19,19,19,18,25,17,30,28,26,25,18,19,35,25,24,15,16,17,36,31,33,19,32,23,16,19,23,26,25,25,46,31,37,37,37,32,38,27,30,34,35,32,38,41,37,21,27,29,30,23,30,27,27,28,36,20,31,28,24,28,26,23,39,30,26,29,31,29,18,20,31,27,17,27,26,21,23,19,19,22,31,29,32,25,29,10,9,9,24,25,21,19,13,19,25,9,18,14,14,8,19,10,22,9,8,5,11,4,9,3,11,3,8,5,9,4,9,5,7,4,8,1,6,1,8,1,2,0,0,2,3,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山2丁目,1365,2561,1191,1370,6,7,4,5,10,2,9,5,5,9,15,7,6,5,8,11,10,9,10,7,7,4,8,11,10,9,20,6,10,8,9,13,12,11,16,21,9,5,18,13,17,13,11,16,17,20,22,17,9,20,15,15,17,10,14,23,10,29,14,29,16,19,7,12,9,9,11,12,8,20,8,10,13,16,13,23,16,16,10,21,19,9,21,15,10,14,11,23,20,12,11,10,13,14,13,18,14,17,25,20,31,30,12,25,15,24,24,27,23,30,26,21,24,24,22,24,24,13,19,18,22,20,14,20,13,10,14,24,10,15,16,13,17,12,11,15,10,19,17,11,10,16,8,14,10,14,12,14,15,20,18,14,8,18,4,8,11,17,15,17,8,11,6,10,14,18,10,15,9,10,14,10,5,7,8,11,5,12,7,6,1,6,2,7,5,6,0,6,1,2,2,3,1,4,0,3,1,2,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山3丁目,2423,4451,1981,2470,17,21,17,20,17,17,20,10,23,20,20,14,21,18,20,14,15,15,13,9,19,16,20,12,15,20,11,16,9,21,18,13,17,15,14,13,15,18,17,16,16,17,15,12,29,15,17,23,20,32,28,34,25,40,34,49,20,34,38,39,32,51,27,38,28,28,23,35,24,26,29,40,28,33,24,31,25,36,37,51,25,37,19,39,28,33,32,34,41,30,27,41,40,53,30,34,37,50,29,46,27,52,43,45,38,41,28,32,38,29,35,33,34,43,26,44,31,51,31,32,27,40,18,31,23,21,24,28,22,34,20,21,21,26,23,16,17,30,19,27,20,16,16,23,17,27,24,23,24,20,18,23,13,24,12,23,7,15,15,14,12,19,11,23,16,17,9,18,6,15,5,13,8,11,7,16,7,14,6,13,2,7,7,8,2,6,1,9,3,9,1,3,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山4丁目,2909,5840,2660,3180,17,23,16,22,22,22,27,24,27,24,23,23,27,26,27,36,23,28,21,19,28,38,32,26,25,30,29,24,24,25,30,27,27,27,20,23,24,28,27,21,31,31,27,27,33,37,31,56,33,36,30,46,22,40,27,39,26,35,32,40,31,42,26,33,29,27,37,34,24,40,26,41,34,38,23,38,39,38,40,37,42,46,42,49,37,53,46,55,45,48,42,41,41,48,42,38,55,61,42,53,44,60,55,64,41,63,47,40,36,53,53,52,52,44,28,45,63,43,31,46,34,40,42,38,35,44,30,29,35,44,36,24,27,27,24,31,20,28,20,21,19,20,23,38,34,35,26,38,25,27,25,26,38,42,15,21,20,25,21,35,16,24,17,26,12,29,10,12,6,22,8,20,10,20,9,14,12,15,10,7,4,13,5,6,3,15,3,11,3,14,1,7,0,6,1,5,0,2,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田1丁目,5390,8947,4292,4655,30,24,36,34,42,33,34,35,30,32,32,38,45,32,36,32,37,30,36,33,29,19,36,22,30,27,24,27,38,19,39,30,36,26,31,30,31,32,31,45,29,55,49,62,61,55,62,89,74,78,92,98,83,100,83,87,92,99,78,100,72,84,96,79,58,77,60,70,76,76,96,84,62,75,79,71,70,77,77,65,74,74,72,63,64,61,75,64,61,67,73,65,65,82,75,61,74,80,54,67,70,65,63,63,69,77,58,61,75,68,66,48,54,59,38,58,61,57,48,60,45,49,30,31,38,40,28,27,32,43,26,32,38,31,39,43,43,37,30,30,29,36,28,45,33,27,38,48,33,41,48,58,32,44,18,20,18,26,26,34,23,38,26,31,24,44,15,24,25,28,11,29,17,24,25,29,10,37,9,22,9,34,4,9,4,20,8,20,4,10,2,4,1,9,0,4,0,5,1,4,0,3,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田2丁目,2495,4249,2055,2194,18,14,11,17,16,16,22,18,14,11,19,8,17,20,19,15,19,22,15,13,27,16,20,20,16,21,19,20,11,18,16,11,12,18,14,16,12,8,15,16,16,15,17,23,24,26,22,32,15,44,34,33,27,50,32,36,27,38,26,34,36,33,31,24,29,27,33,33,30,34,30,19,28,39,30,32,37,19,26,27,41,27,38,35,37,37,27,28,31,19,34,31,37,27,44,30,30,24,17,24,31,37,30,35,28,33,30,33,31,32,27,23,25,22,18,19,33,27,33,33,25,33,27,30,32,8,20,24,13,16,17,25,23,22,22,18,22,21,28,14,23,21,13,25,21,20,18,20,19,27,24,24,20,15,17,25,11,15,18,18,18,17,16,16,17,16,9,22,8,16,7,17,13,21,9,24,8,19,7,18,3,19,5,13,4,10,3,9,6,6,3,6,0,3,1,4,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田3丁目,4045,6496,3164,3332,13,13,13,18,19,21,14,18,21,26,21,22,19,23,20,23,20,27,22,31,27,23,22,24,22,19,22,19,18,15,19,17,16,17,23,14,15,15,15,17,22,16,18,24,28,45,46,32,63,61,65,53,65,69,63,82,55,81,67,60,71,60,47,48,50,62,63,52,57,47,51,48,46,42,61,47,57,61,57,39,51,45,58,58,72,47,55,46,50,56,59,60,63,56,50,52,38,59,50,51,59,54,50,48,53,54,48,47,35,37,51,53,40,46,30,39,29,32,36,49,42,35,31,45,41,42,25,37,32,39,40,26,30,30,27,30,21,27,26,26,36,31,37,32,33,36,23,23,35,26,37,31,33,26,14,19,10,25,16,29,14,16,12,35,16,29,15,13,13,21,9,22,17,16,21,22,9,23,7,22,6,18,7,19,6,6,4,6,4,9,3,5,1,4,0,4,1,3,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内1丁目,2521,4302,2058,2244,9,11,14,13,14,9,16,9,10,15,11,15,16,25,21,13,14,18,16,14,11,17,13,19,15,11,20,16,17,19,17,19,19,10,14,13,19,11,16,19,11,18,12,19,21,33,25,28,23,28,29,42,36,36,30,43,49,46,43,37,33,27,29,39,40,31,25,29,32,36,36,36,36,42,41,29,28,39,36,33,32,33,35,37,27,23,39,23,38,41,36,45,37,49,35,26,40,50,29,44,37,41,27,36,38,37,33,30,35,36,28,34,34,31,28,23,29,28,28,25,28,21,16,17,16,16,27,24,17,18,13,19,23,16,15,19,13,18,20,21,19,21,17,18,27,23,10,15,26,31,25,17,20,28,8,13,11,17,12,21,11,24,14,20,18,17,7,13,7,11,9,12,11,15,7,18,6,6,6,10,7,7,1,8,7,8,1,5,0,4,1,3,0,6,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内2丁目,4077,7495,3695,3800,35,20,37,29,25,26,34,30,29,32,30,28,35,36,36,24,36,34,28,33,36,22,22,25,37,25,30,29,31,23,29,23,26,33,18,31,24,31,35,27,31,35,30,33,53,39,54,50,60,46,57,61,56,51,59,48,44,62,57,43,51,52,44,55,50,61,50,59,51,59,58,59,65,61,51,52,72,60,60,59,49,65,59,56,50,57,61,53,58,61,85,51,57,73,49,65,49,66,71,55,57,54,78,76,65,63,45,58,84,67,63,51,61,58,40,33,67,47,44,39,40,45,41,51,51,44,39,32,32,34,32,41,32,30,38,33,35,38,28,35,26,24,33,27,31,43,32,35,29,42,49,41,30,39,23,33,20,33,24,40,20,31,15,30,22,27,19,28,13,26,12,17,8,23,19,17,11,23,6,17,6,16,8,10,6,5,2,7,3,8,1,8,1,5,0,1,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内3丁目,4431,7124,3466,3658,15,19,17,25,19,11,18,22,16,15,23,16,25,17,20,22,20,18,29,22,19,20,18,17,23,22,18,18,25,17,25,16,29,17,21,15,23,24,26,19,29,38,34,46,51,63,44,65,86,78,87,65,82,76,76,75,70,73,69,69,48,59,59,65,48,49,56,44,51,47,63,54,47,60,42,50,55,37,44,48,59,49,46,53,57,43,56,33,49,61,57,58,55,54,56,38,46,54,54,42,44,56,51,52,56,51,50,53,47,46,58,39,44,46,44,44,51,33,33,40,42,42,41,30,30,37,38,41,35,32,36,32,33,28,32,31,33,29,26,28,37,40,35,36,25,37,43,28,43,56,43,47,32,51,12,24,22,38,23,43,27,49,30,45,27,41,22,38,16,22,15,35,15,19,11,41,16,29,11,19,11,20,7,19,1,19,3,14,5,12,2,7,1,6,1,2,0,5,0,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木1丁目,816,1588,846,742,9,5,4,4,13,5,12,4,4,9,9,11,9,7,15,9,12,7,9,13,6,8,7,11,5,14,10,2,4,4,10,3,6,6,8,4,7,4,2,4,6,5,7,7,13,8,13,3,12,6,3,9,16,6,13,11,8,10,14,8,16,10,9,8,9,13,14,14,18,12,11,4,17,10,13,10,12,9,11,19,18,5,13,18,24,13,12,13,12,12,14,7,13,10,13,11,21,16,10,15,18,11,16,12,11,8,14,12,12,13,16,12,14,11,10,4,14,11,9,5,10,10,8,7,9,7,8,9,12,2,8,4,6,10,4,6,7,1,7,6,3,3,5,3,3,2,7,4,6,8,5,12,4,12,3,6,6,7,8,6,6,8,4,11,5,4,1,6,3,1,2,6,3,3,2,6,3,5,0,9,1,5,2,1,1,5,2,3,0,4,0,0,2,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木2丁目,1486,2755,1320,1435,7,10,11,6,13,14,10,9,14,14,12,10,8,13,13,11,8,11,10,9,16,6,10,11,14,8,14,20,9,11,15,11,14,8,14,8,10,15,12,16,12,14,10,16,16,23,19,12,18,14,25,19,17,16,26,26,15,20,21,18,15,9,32,23,19,16,20,20,12,20,13,19,20,16,18,22,20,19,20,18,19,25,22,17,17,22,20,19,20,24,17,18,20,18,26,21,30,19,22,23,17,29,26,33,20,24,28,21,30,23,23,15,20,25,15,14,21,23,14,16,22,18,7,14,12,10,7,8,9,18,11,8,7,17,11,9,13,7,12,11,9,19,5,13,14,21,10,21,10,15,16,18,8,18,10,9,8,12,14,17,6,13,5,13,8,12,14,8,6,12,10,10,8,9,4,7,3,7,1,9,4,9,2,5,0,7,0,8,1,4,1,2,0,2,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木3丁目,1878,3040,1501,1539,9,8,10,9,11,5,12,6,8,8,12,4,10,9,18,8,9,11,7,11,9,10,16,9,6,7,8,6,8,6,14,7,4,6,7,4,8,8,13,15,10,11,12,12,15,22,20,23,29,28,33,27,39,48,33,29,26,19,33,29,16,30,32,27,21,15,28,30,34,31,22,19,15,18,17,22,26,19,28,24,23,19,26,21,26,21,29,23,34,19,27,27,19,32,20,35,25,25,21,27,27,27,22,24,21,26,24,29,23,21,18,15,20,20,22,18,15,19,18,15,14,16,12,10,16,17,11,22,17,14,12,15,11,13,12,17,20,7,15,19,15,17,14,15,7,14,15,23,22,19,18,19,18,18,8,9,8,10,15,15,11,16,9,5,6,7,6,11,4,6,5,10,9,8,3,8,0,5,5,10,4,8,3,10,4,8,2,3,2,1,0,3,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宮1丁目,1175,2018,996,1022,6,3,0,5,8,7,4,5,3,4,6,5,5,5,6,7,6,6,3,8,8,6,11,4,6,7,12,4,4,9,11,3,2,9,11,7,6,5,4,10,8,7,6,13,9,16,7,10,11,13,17,14,17,21,8,15,12,22,20,12,20,20,18,18,12,17,20,17,15,8,16,14,14,20,18,8,13,16,13,17,10,7,14,16,19,17,13,17,11,17,18,12,23,16,15,15,19,16,22,14,17,21,20,15,19,19,17,8,25,15,18,16,16,15,14,8,13,14,13,15,15,10,10,11,10,12,11,12,13,11,8,7,11,11,11,6,9,8,6,4,6,12,9,8,11,15,8,9,9,16,13,7,15,12,9,9,13,3,6,15,8,9,3,12,5,10,6,12,9,12,4,7,3,6,3,6,5,2,2,6,6,5,3,7,0,2,1,5,2,2,0,2,1,1,0,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宮2丁目,845,1522,691,831,3,3,2,2,16,5,3,9,4,3,2,5,5,6,9,6,4,5,8,6,8,2,1,3,6,9,3,4,2,4,7,9,3,4,3,3,3,9,2,6,13,8,10,9,8,4,14,16,11,10,12,10,11,7,10,10,11,7,10,11,10,15,9,9,10,10,7,9,8,7,6,9,9,7,6,7,6,12,11,18,10,9,12,11,10,17,11,16,9,7,15,9,9,12,9,12,9,9,8,11,8,15,4,14,8,19,10,12,14,10,14,13,13,10,4,13,17,15,10,10,6,5,6,10,12,10,9,9,9,12,8,14,10,8,3,7,6,8,4,8,5,11,5,6,12,5,4,9,9,11,11,11,10,11,4,6,5,5,4,7,8,15,10,7,5,13,5,6,5,8,4,8,3,9,0,6,1,6,1,8,6,4,1,5,1,6,3,2,2,4,2,1,1,2,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅里1丁目,2216,3201,1557,1644,11,12,10,7,7,9,4,7,5,2,5,11,10,6,9,7,4,5,5,6,3,9,1,7,10,7,10,8,6,3,8,8,6,6,5,6,7,4,8,4,10,14,9,10,21,24,34,34,38,26,30,45,41,34,40,28,28,39,34,18,38,28,28,36,30,34,26,22,20,25,30,38,24,23,29,25,27,23,20,19,31,19,29,22,32,39,41,19,28,21,29,21,28,23,29,31,26,25,20,15,22,27,19,20,29,40,12,29,13,17,26,20,21,13,17,22,23,23,22,19,27,23,17,25,14,16,21,18,9,11,12,16,14,19,11,11,17,14,11,10,15,11,15,13,15,18,17,16,17,19,13,22,17,21,11,9,7,14,12,28,13,16,10,18,8,10,7,12,4,13,7,9,3,13,5,14,2,10,3,10,4,7,2,5,3,9,2,7,3,6,1,2,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅里2丁目,3304,5091,2406,2685,20,17,11,7,11,15,24,13,14,15,22,14,12,12,15,11,18,13,6,18,7,12,11,17,10,8,10,14,12,15,12,6,9,16,10,5,15,11,10,20,9,17,23,20,25,34,34,44,41,46,44,42,58,52,43,55,50,55,41,61,50,54,36,59,51,59,44,30,39,35,36,37,38,42,37,41,33,33,45,31,43,43,38,41,39,37,40,35,46,49,40,43,60,38,41,43,39,38,53,46,45,40,36,46,42,36,41,43,44,40,28,33,29,34,30,26,37,43,25,36,31,44,29,37,27,22,23,22,16,27,26,31,16,17,24,20,20,16,21,22,19,15,15,36,22,34,25,28,32,24,24,35,29,25,13,22,20,15,23,28,9,31,17,21,16,13,7,20,6,19,14,24,8,22,3,15,7,15,5,12,6,16,6,9,5,15,2,8,3,7,2,9,1,5,1,2,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
