町丁目,世帯数,人口,男_総数,女_総数,０歳男人数,０歳女人数,１歳男人数,１歳女人数,２歳男人数,２歳女人数,３歳男人数,３歳女人数,４歳男人数,４歳女人数,５歳男人数,５歳女人数,６歳男人数,６歳女人数,７歳男人数,７歳女人数,８歳男人数,８歳女人数,９歳男人数,９歳女人数,１０歳男人数,１０歳女人数,１１歳男人数,１１歳女人数,１２歳男人数,１２歳女人数,１３歳男人数,１３歳女人数,１４歳男人数,１４歳女人数,１５歳男人数,１５歳女人数,１６歳男人数,１６歳女人数,１７歳男人数,１７歳女人数,１８歳男人数,１８歳女人数,１９歳男人数,１９歳女人数,２０歳男人数,２０歳女人数,２１歳男人数,２１歳女人数,２２歳男人数,２２歳女人数,２３歳男人数,２３歳女人数,２４歳男人数,２４歳女人数,２５歳男人数,２５歳女人数,２６歳男人数,２６歳女人数,２７歳男人数,２７歳女人数,２８歳男人数,２８歳女人数,２９歳男人数,２９歳女人数,３０歳男人数,３０歳女人数,３１歳男人数,３１歳女人数,３２歳男人数,３２歳女人数,３３歳男人数,３３歳女人数,３４歳男人数,３４歳女人数,３５歳男人数,３５歳女人数,３６歳男人数,３６歳女人数,３７歳男人数,３７歳女人数,３８歳男人数,３８歳女人数,３９歳男人数,３９歳女人数,４０歳男人数,４０歳女人数,４１歳男人数,４１歳女人数,４２歳男人数,４２歳女人数,４３歳男人数,４３歳女人数,４４歳男人数,４４歳女人数,４５歳男人数,４５歳女人数,４６歳男人数,４６歳女人数,４７歳男人数,４７歳女人数,４８歳男人数,４８歳女人数,４９歳男人数,４９歳女人数,５０歳男人数,５０歳女人数,５１歳男人数,５１歳女人数,５２歳男人数,５２歳女人数,５３歳男人数,５３歳女人数,５４歳男人数,５４歳女人数,５５歳男人数,５５歳女人数,５６歳男人数,５６歳女人数,５７歳男人数,５７歳女人数,５８歳男人数,５８歳女人数,５９歳男人数,５９歳女人数,６０歳男人数,６０歳女人数,６１歳男人数,６１歳女人数,６２歳男人数,６２歳女人数,６３歳男人数,６３歳女人数,６４歳男人数,６４歳女人数,６５歳男人数,６５歳女人数,６６歳男人数,６６歳女人数,６７歳男人数,６７歳女人数,６８歳男人数,６８歳女人数,６９歳男人数,６９歳女人数,７０歳男人数,７０歳女人数,７１歳男人数,７１歳女人数,７２歳男人数,７２歳女人数,７３歳男人数,７３歳女人数,７４歳男人数,７４歳女人数,７５歳男人数,７５歳女人数,７６歳男人数,７６歳女人数,７７歳男人数,７７歳女人数,７８歳男人数,７８歳女人数,７９歳男人数,７９歳女人数,８０歳男人数,８０歳女人数,８１歳男人数,８１歳女人数,８２歳男人数,８２歳女人数,８３歳男人数,８３歳女人数,８４歳男人数,８４歳女人数,８５歳男人数,８５歳女人数,８６歳男人数,８６歳女人数,８７歳男人数,８７歳女人数,８８歳男人数,８８歳女人数,８９歳男人数,８９歳女人数,９０歳男人数,９０歳女人数,９１歳男人数,９１歳女人数,９２歳男人数,９２歳女人数,９３歳男人数,９３歳女人数,９４歳男人数,９４歳女人数,９５歳男人数,９５歳女人数,９６歳男人数,９６歳女人数,９７歳男人数,９７歳女人数,９８歳男人数,９８歳女人数,９９歳男人数,９９歳女人数,１００歳男人数,１００歳女人数,１０１歳男人数,１０１歳女人数,１０２歳男人数,１０２歳女人数,１０３歳男人数,１０３歳女人数,１０４歳男人数,１０４歳女人数,１０５歳男人数,１０５歳女人数,１０６歳男人数,１０６歳女人数,１０７歳男人数,１０７歳女人数,１０８歳男人数,１０８歳女人数,１０９歳男人数,１０９歳女人数,１１０歳男人数,１１０歳女人数,１１１歳男人数,１１１歳女人数,１１２歳男人数,１１２歳女人数,１１３歳男人数,１１３歳女人数,１１４歳男人数,１１４歳女人数,１１５歳男人数,１１５歳女人数,１１６歳男人数,１１６歳女人数,１１７歳男人数,１１７歳女人数,１１８歳男人数,１１８歳女人数,１１９歳男人数,１１９歳女人数,120歳以上男人数,120歳以上女人数,不詳者男人数,不詳者女人数
下高井戸4丁目,2973,5466,2665,2801,22,11,14,22,21,15,22,18,26,22,23,16,21,16,17,21,32,20,24,22,15,14,24,12,22,13,19,19,22,21,18,17,12,16,14,11,29,18,23,23,34,38,34,42,28,45,26,41,43,54,49,53,52,43,38,37,47,39,47,34,43,38,44,40,30,34,37,37,26,38,30,26,40,38,36,33,41,52,42,41,37,34,36,43,43,32,33,42,39,43,43,38,45,47,28,36,35,47,49,39,34,42,43,42,41,41,36,35,34,45,50,44,26,41,46,48,38,29,39,36,37,38,29,35,25,22,41,28,42,23,22,42,26,26,30,29,35,25,27,24,18,30,17,25,34,29,31,35,43,42,33,36,25,31,13,12,17,20,19,26,16,26,11,23,14,19,10,13,7,12,9,21,9,14,16,23,8,22,6,14,6,13,7,12,5,13,5,11,2,9,2,8,1,7,5,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下高井戸5丁目,1658,3055,1463,1592,9,5,10,7,12,14,6,9,9,11,16,11,8,8,12,7,9,10,8,10,6,13,12,8,9,6,9,7,14,10,14,12,15,12,11,13,17,14,15,15,22,20,17,15,24,28,24,16,20,20,29,25,17,29,23,24,24,21,14,24,25,16,20,15,18,16,17,22,27,26,11,27,14,18,16,18,15,17,20,20,27,17,18,21,15,11,16,24,22,25,12,19,23,23,20,29,27,22,19,22,30,28,23,23,18,17,32,29,33,27,18,18,16,27,25,20,27,33,17,19,15,25,28,28,14,14,15,22,13,14,20,16,18,17,13,13,19,15,14,10,12,12,11,14,13,15,15,13,17,20,16,30,15,18,10,12,18,23,12,9,12,16,13,14,5,12,7,11,6,12,14,16,7,17,9,17,2,11,7,11,2,5,5,7,2,7,3,6,3,3,1,5,0,5,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福1丁目,1938,3282,1591,1691,11,17,8,14,8,13,13,11,8,13,9,11,16,11,11,12,7,12,15,11,9,7,11,3,7,13,8,7,17,9,11,7,16,11,7,9,20,15,16,22,49,31,40,39,33,28,30,31,36,37,38,28,30,31,25,27,27,29,20,27,20,24,26,20,19,23,21,25,19,18,20,24,23,32,29,30,21,24,26,25,20,23,27,26,23,20,24,16,27,24,24,30,27,29,33,29,27,33,23,23,22,24,26,21,27,27,16,24,21,19,24,30,28,21,16,11,19,22,17,19,18,10,14,18,18,22,11,7,18,14,8,8,7,19,25,16,14,22,11,17,17,8,19,10,8,15,16,11,21,23,10,16,9,23,6,14,9,14,4,13,14,9,7,11,6,12,5,10,10,13,0,7,5,12,5,11,5,6,3,10,5,5,3,4,3,10,2,8,3,3,1,3,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福2丁目,2476,4789,2238,2551,22,15,16,27,9,18,20,20,22,30,25,29,21,17,14,30,16,18,24,17,19,23,15,21,24,13,20,30,19,24,14,17,22,24,19,17,20,20,27,21,20,26,29,30,25,25,34,42,22,37,33,48,41,35,44,48,30,61,40,39,30,34,35,34,40,29,29,36,39,34,27,36,37,29,32,41,37,36,28,33,36,43,31,31,31,35,33,33,35,32,35,42,34,36,34,34,33,48,37,35,25,35,30,33,25,40,39,41,29,36,33,27,26,25,30,34,21,28,30,32,29,28,29,30,27,21,23,26,24,22,21,17,14,29,23,15,17,25,25,26,27,32,18,28,25,20,26,40,26,37,23,22,21,19,13,25,14,16,14,17,19,21,10,17,13,17,13,10,13,10,9,11,5,9,12,17,6,12,4,13,4,4,5,4,4,8,3,11,2,7,3,5,0,6,4,2,2,3,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福3丁目,2374,4043,1917,2126,9,8,17,6,13,9,7,8,9,13,5,15,10,4,10,16,15,13,13,8,15,10,15,14,7,10,19,9,15,14,8,10,15,13,11,10,10,13,18,16,19,25,27,23,32,34,33,44,35,41,31,40,43,41,27,32,41,28,16,22,28,24,18,32,38,25,30,28,21,27,25,26,28,28,25,24,32,24,22,28,18,26,25,28,14,20,9,33,27,31,32,23,26,33,34,27,26,39,35,35,36,27,27,28,30,35,31,31,26,32,38,28,31,32,25,32,31,36,29,33,26,33,13,27,22,25,20,32,25,19,27,19,16,25,24,19,26,14,21,14,15,27,21,20,18,20,26,31,22,25,25,39,27,32,10,15,14,18,12,20,24,19,9,23,15,21,15,17,8,16,11,16,14,10,6,20,11,16,5,8,9,11,3,11,3,6,3,9,5,2,1,8,0,4,0,4,1,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福4丁目,2145,3643,1720,1923,13,10,13,17,16,8,23,9,19,12,12,16,9,16,11,16,10,21,8,11,6,3,16,12,9,12,12,6,6,7,8,12,17,4,12,15,11,10,22,17,26,17,21,14,22,26,31,25,26,39,42,43,33,32,27,42,31,48,27,36,23,35,34,29,30,27,24,28,30,31,27,37,29,30,29,25,31,27,28,36,23,28,24,23,28,17,23,31,19,29,30,27,26,20,24,16,24,30,26,42,25,29,32,34,18,33,28,22,30,31,24,17,19,21,25,28,19,19,23,27,21,22,22,29,23,24,19,14,7,25,13,21,17,12,14,15,15,18,12,9,16,24,11,16,14,17,23,17,18,17,21,26,14,17,10,7,14,15,7,21,11,20,12,16,10,12,9,8,6,14,5,6,5,14,10,14,4,11,5,12,2,10,1,2,3,7,2,4,2,8,3,4,2,8,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山1丁目,2034,3925,1811,2114,8,9,11,9,8,10,14,18,15,13,14,8,7,18,16,14,11,10,13,11,13,12,19,9,11,10,22,15,10,9,17,18,11,16,15,16,12,19,17,20,25,25,24,24,27,23,31,26,27,30,9,29,21,33,19,30,16,26,20,23,15,25,25,27,18,20,16,23,14,17,23,21,16,24,25,25,24,30,22,26,23,26,24,20,18,25,19,30,35,40,11,22,24,19,16,22,28,33,29,45,32,37,44,37,26,34,31,32,34,33,30,39,37,31,24,26,25,32,27,31,26,26,22,38,23,34,35,22,25,28,22,34,30,29,33,31,21,15,18,27,31,27,28,22,16,26,24,18,24,33,25,31,24,23,9,16,14,18,20,23,18,14,17,23,9,15,13,15,8,22,8,17,9,6,5,12,5,10,5,9,5,8,3,11,5,7,6,8,2,8,0,5,1,8,0,3,0,0,2,2,1,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山2丁目,1373,2580,1208,1372,5,5,6,3,12,3,9,8,12,7,8,8,7,8,10,8,10,9,9,6,8,9,4,9,20,7,12,6,8,10,13,11,12,13,16,15,10,7,21,13,10,15,17,14,20,15,18,20,13,16,18,11,16,17,9,25,12,32,13,22,13,16,8,14,9,10,10,13,11,21,14,17,11,10,17,25,11,13,17,17,19,17,17,11,10,14,9,20,19,9,16,16,9,15,12,17,22,18,24,20,26,33,13,26,14,32,27,22,24,27,25,20,31,23,16,22,21,17,21,18,17,24,12,14,18,12,10,25,14,9,17,16,15,12,8,17,11,20,16,11,11,12,8,16,11,15,13,13,18,23,15,16,6,13,9,12,10,19,16,9,6,12,8,14,15,19,6,14,13,8,11,10,7,7,5,16,8,9,5,6,0,4,5,10,3,4,0,7,1,2,2,3,1,4,0,4,2,2,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山3丁目,2402,4412,1971,2441,21,20,13,15,19,18,20,11,22,19,25,15,15,14,19,16,15,12,15,15,22,13,16,12,14,25,15,11,13,18,16,16,15,14,11,17,20,15,15,15,13,15,21,12,23,19,24,21,21,38,29,34,29,42,22,42,25,32,34,31,36,47,25,32,19,35,28,32,24,26,24,38,26,34,30,26,23,36,32,51,22,41,24,36,33,35,31,33,39,35,24,41,46,45,29,41,33,54,28,41,36,46,39,51,36,33,26,33,38,35,36,33,25,46,34,46,31,51,32,35,21,32,16,27,25,25,23,27,23,29,19,25,28,25,14,14,20,32,16,23,21,20,13,19,21,27,26,23,25,26,17,22,14,22,7,23,13,11,14,22,11,15,13,23,15,14,8,20,4,17,8,13,6,9,9,18,6,14,5,11,8,12,3,4,1,5,2,10,3,8,1,3,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山4丁目,2936,5871,2680,3191,26,21,19,24,20,14,30,26,22,26,26,25,29,29,26,31,26,30,23,24,29,35,33,25,26,29,27,25,22,25,32,24,27,24,19,20,24,30,28,24,27,30,30,30,32,35,32,52,33,37,17,50,30,44,22,38,33,41,33,41,27,38,31,35,36,29,33,39,21,34,26,40,32,38,30,43,43,39,44,46,45,40,33,47,37,62,45,60,51,34,42,46,38,45,44,46,50,57,37,60,52,57,53,72,41,47,35,49,50,50,46,49,53,40,43,45,47,41,32,50,40,39,37,43,39,35,33,37,33,38,37,23,21,32,23,28,18,26,21,22,20,19,27,38,26,37,31,43,27,22,35,35,29,33,14,21,20,31,17,30,17,27,14,25,14,28,9,13,7,16,11,22,7,20,11,15,13,11,7,13,4,10,6,7,3,16,3,12,4,13,1,7,0,3,1,5,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田1丁目,5405,8960,4279,4681,30,27,36,29,39,35,40,32,25,39,41,30,40,38,38,29,38,34,35,24,31,22,33,24,31,30,22,27,37,22,45,22,35,30,31,23,26,41,36,51,28,59,50,57,58,77,51,76,87,96,89,93,79,101,81,88,89,107,68,95,87,77,83,83,59,77,68,80,82,77,77,75,74,73,67,74,88,76,72,67,62,68,78,65,63,64,68,57,62,71,73,68,69,84,83,69,60,65,56,65,66,70,66,65,70,74,65,65,78,59,65,52,43,51,39,64,58,60,44,53,48,42,26,35,42,31,35,38,29,40,28,31,43,35,34,41,39,38,32,27,28,43,31,35,39,38,32,52,41,46,44,56,29,32,15,21,19,29,29,42,27,36,20,28,23,38,18,26,24,29,14,24,14,28,24,33,11,29,9,31,9,28,7,11,4,23,10,19,2,6,3,3,1,8,0,5,0,8,1,3,0,3,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田2丁目,2453,4204,2042,2162,17,14,12,18,21,14,16,19,19,11,20,12,15,21,19,14,17,20,21,15,20,15,22,20,13,22,15,13,11,17,17,10,11,18,15,16,7,10,19,15,17,15,20,21,23,26,17,32,22,38,29,31,29,49,34,30,26,33,31,33,31,30,28,25,27,37,29,21,28,32,30,25,32,33,32,33,32,17,33,24,44,38,39,32,24,31,30,26,33,22,30,29,40,25,44,30,21,25,21,27,37,39,25,38,31,39,32,24,27,27,29,26,21,23,23,23,27,26,36,29,23,34,32,23,27,8,17,29,14,17,20,25,27,23,14,17,27,20,32,14,17,19,12,26,22,19,26,24,15,28,27,21,19,19,9,25,20,12,13,18,19,11,18,20,12,18,10,22,6,15,7,19,16,23,11,22,6,23,6,20,4,16,7,12,2,9,4,9,5,4,2,8,0,2,1,4,0,1,0,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田3丁目,4076,6541,3185,3356,12,8,14,24,18,22,17,24,24,23,20,20,24,23,11,25,23,31,26,25,27,25,19,24,27,21,16,13,25,23,17,12,17,17,16,13,17,15,18,17,20,26,19,23,34,40,50,41,60,60,68,57,72,75,61,85,57,71,71,64,63,55,42,46,51,59,68,45,57,45,51,50,52,48,67,46,58,57,51,43,52,49,72,59,62,53,53,54,50,47,58,65,58,60,45,42,46,62,57,48,57,56,47,48,57,50,31,47,53,44,46,51,33,47,38,37,23,41,38,48,39,35,36,45,40,44,20,39,35,33,41,27,27,32,26,25,22,26,29,30,34,30,39,29,28,37,26,25,41,25,36,31,21,22,17,20,13,26,19,27,15,22,9,36,21,23,12,17,11,16,10,26,21,12,16,26,7,21,6,19,8,21,6,18,6,6,5,7,4,9,1,4,1,5,0,5,1,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内1丁目,2542,4333,2073,2260,7,13,17,12,15,8,15,16,12,11,11,18,21,20,14,15,15,17,15,19,17,17,10,13,15,14,25,14,13,24,17,14,20,11,14,10,17,20,12,11,17,22,8,26,19,28,31,23,21,35,27,38,38,34,37,53,52,41,33,33,37,31,29,37,38,30,33,36,23,38,43,38,39,33,30,35,32,31,36,33,31,38,32,35,35,24,27,26,43,44,34,48,44,41,31,39,41,39,32,55,36,38,32,34,31,37,38,30,36,38,30,34,33,22,27,27,32,29,25,21,25,20,18,18,17,19,26,21,16,17,13,22,21,14,17,19,14,21,25,22,19,15,18,25,23,20,14,21,28,24,21,19,15,27,12,10,8,18,14,27,10,15,18,23,12,21,6,12,8,8,11,15,9,19,6,13,6,10,9,6,7,10,4,8,4,5,0,5,2,6,0,3,0,6,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内2丁目,4077,7504,3689,3815,34,26,28,33,32,29,24,29,33,34,38,27,35,33,36,32,37,32,25,24,35,27,29,24,40,25,20,32,28,21,30,25,25,37,19,30,30,24,33,33,27,35,34,30,59,42,44,55,62,48,64,63,57,42,45,57,57,49,52,49,47,55,57,63,48,57,43,61,60,59,58,54,57,57,63,59,60,50,54,84,54,48,60,57,53,57,68,57,65,56,70,60,51,62,49,73,61,65,69,48,58,69,74,62,56,69,61,50,79,73,62,49,51,49,57,38,52,43,46,44,38,53,48,43,46,44,33,28,34,38,30,34,37,35,36,37,35,31,26,35,28,31,37,22,33,45,25,40,38,36,49,49,24,34,23,33,22,28,23,41,20,28,12,28,25,31,16,31,11,22,12,15,13,23,22,17,6,22,7,18,9,19,5,9,4,4,2,9,4,7,0,10,1,1,0,3,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内3丁目,4430,7123,3482,3641,18,21,22,18,19,19,13,18,18,11,22,16,29,20,17,25,25,17,19,20,23,16,22,17,22,23,15,15,30,21,30,13,19,18,25,14,25,21,17,27,35,35,35,50,63,61,58,71,87,80,80,52,81,75,73,73,80,68,55,65,59,71,59,60,45,44,54,48,53,52,61,54,43,56,48,46,51,39,54,54,50,48,50,51,56,45,54,39,51,53,60,63,49,46,55,39,54,56,47,41,44,52,53,55,49,51,57,50,51,47,47,44,45,36,48,46,49,37,32,39,38,33,41,35,30,38,36,44,38,26,36,34,26,22,36,37,31,31,30,34,36,37,33,32,29,34,46,38,34,54,46,51,24,40,9,33,31,35,22,50,26,45,33,47,23,41,23,33,16,25,19,27,11,30,16,39,16,24,9,20,12,18,6,21,0,17,5,12,5,11,2,9,2,5,0,5,0,5,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木1丁目,816,1585,847,738,8,2,5,8,15,2,11,8,7,7,8,11,8,8,18,8,10,9,9,11,6,11,6,9,6,10,11,5,4,2,9,7,6,2,6,4,6,6,3,4,8,4,10,8,10,8,15,3,7,5,6,9,15,11,12,9,11,11,14,7,17,10,6,7,12,12,14,10,14,12,16,7,12,8,12,8,10,13,16,19,18,14,17,8,22,12,11,14,11,11,13,7,17,9,17,14,12,16,15,15,19,11,12,13,12,7,14,15,13,7,16,15,11,7,15,8,11,11,11,6,7,7,9,8,7,9,12,3,8,2,7,6,6,8,2,6,7,1,7,5,4,4,5,2,3,3,8,8,4,5,7,15,4,11,2,6,8,8,9,7,5,6,4,9,3,6,3,5,2,2,3,6,3,5,2,4,1,4,0,10,1,4,2,2,1,6,3,2,0,3,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木2丁目,1486,2769,1329,1440,11,11,11,7,13,12,16,10,12,13,9,8,10,16,10,12,10,9,10,10,17,6,11,11,13,8,13,21,13,11,14,12,12,6,14,10,12,12,9,17,11,18,15,16,18,19,19,12,21,18,21,15,19,17,18,21,24,21,12,19,24,18,27,17,19,19,13,19,12,19,13,19,21,19,16,22,22,13,26,19,19,23,16,21,23,22,18,25,21,15,18,22,21,16,27,21,26,21,25,24,15,37,28,26,24,24,27,20,30,26,24,13,15,26,17,15,19,22,14,14,21,20,10,10,9,11,6,14,9,16,11,7,9,14,10,9,12,12,14,7,9,20,3,15,16,21,9,17,13,17,11,16,11,18,9,9,6,12,16,20,4,15,9,11,8,10,13,11,7,7,8,11,7,7,5,8,2,8,3,10,4,10,1,3,0,7,0,8,1,4,1,4,0,1,2,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木3丁目,1880,3047,1501,1546,9,10,10,7,12,3,12,11,6,4,13,6,11,10,18,10,5,11,7,8,14,11,11,8,4,7,11,10,7,4,11,7,8,5,6,5,9,16,10,10,12,12,10,12,19,19,24,23,21,30,36,35,33,35,31,28,27,24,26,29,27,27,21,25,28,24,28,24,32,32,18,24,14,15,24,21,31,16,27,25,26,20,26,25,28,24,34,21,31,22,22,28,19,32,23,29,23,27,22,25,29,29,21,26,22,23,27,29,19,20,19,17,19,17,22,18,16,18,16,17,15,14,15,17,12,15,11,19,16,17,12,14,11,17,14,9,17,14,16,19,14,16,14,16,10,11,16,27,22,16,19,21,19,16,6,7,12,13,12,13,10,14,8,6,6,7,8,11,4,4,3,14,10,4,1,9,2,4,5,13,3,8,3,8,4,7,2,4,1,0,0,4,0,2,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宮1丁目,1197,2051,1019,1032,6,1,0,8,11,6,2,5,6,4,6,7,6,4,4,5,5,7,4,9,10,4,12,4,6,7,9,5,6,8,9,8,2,6,11,7,5,5,8,13,7,7,10,7,6,16,10,10,12,11,16,13,16,19,10,21,14,17,23,15,14,20,16,21,17,18,21,10,13,11,18,18,13,16,19,10,11,19,21,15,12,9,17,16,10,16,18,18,13,16,18,14,19,17,17,18,25,14,15,17,16,17,23,13,17,17,20,10,21,18,26,12,9,15,16,6,11,20,13,13,13,10,13,10,9,14,13,11,10,12,10,9,13,8,10,8,7,5,5,8,12,10,6,13,12,12,7,10,11,13,18,14,13,9,11,6,9,5,6,14,8,11,3,10,7,17,5,8,7,10,5,10,3,4,3,6,5,3,2,6,6,5,2,5,0,4,2,3,1,5,1,0,0,3,0,3,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宮2丁目,850,1533,697,836,4,3,10,4,6,5,3,9,5,3,3,5,5,6,8,6,5,8,8,4,6,0,2,7,7,7,0,3,4,7,6,6,3,3,3,7,3,10,9,4,8,11,8,7,7,6,15,12,11,13,12,8,7,8,15,10,10,11,10,11,11,12,8,11,9,9,7,8,9,10,8,8,6,6,6,10,8,17,10,11,10,11,13,11,9,12,13,16,12,6,13,12,11,13,7,11,9,11,9,7,7,15,5,17,7,20,12,12,17,13,13,11,8,8,7,18,14,12,13,9,4,4,8,9,16,12,3,12,9,10,8,15,9,6,4,8,5,10,4,8,7,9,5,4,11,7,7,7,8,13,15,11,5,6,4,5,7,7,4,6,11,15,10,8,1,11,4,6,7,7,3,10,4,7,0,8,3,6,2,8,4,5,1,8,3,2,2,5,1,1,2,2,2,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅里1丁目,2250,3257,1586,1671,15,11,7,9,7,7,6,7,4,6,4,12,11,6,8,3,3,8,5,2,3,11,3,7,13,5,6,8,4,10,8,5,5,6,10,2,2,3,12,9,9,10,14,16,23,25,35,29,31,24,32,49,38,27,38,36,37,42,39,22,31,29,37,35,19,29,29,23,25,36,34,29,28,30,25,25,28,26,27,22,30,18,36,27,41,35,29,17,27,26,29,17,25,27,30,30,27,27,18,12,23,29,18,20,25,42,12,21,22,19,24,15,21,15,15,27,20,21,31,24,23,26,13,17,17,14,16,18,9,9,17,24,10,12,12,14,20,12,10,12,14,13,18,13,15,21,16,14,18,19,17,26,13,16,10,12,10,18,12,22,13,16,7,21,8,11,6,10,7,11,6,14,3,12,3,14,3,9,3,11,7,7,2,7,4,7,3,5,3,6,0,2,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅里2丁目,3317,5100,2404,2696,17,13,14,13,14,11,18,12,22,17,16,12,14,14,16,11,11,13,9,19,9,11,10,17,11,6,7,15,12,13,12,10,10,13,10,4,14,14,8,20,12,21,25,17,34,37,30,44,42,46,45,60,51,52,49,56,48,69,44,49,48,53,40,72,48,44,43,23,39,44,39,35,37,48,41,33,29,32,42,36,48,44,40,36,36,38,44,38,45,51,43,42,51,35,41,41,46,51,40,33,46,49,36,36,47,38,45,44,34,38,31,38,28,24,31,37,39,35,27,36,28,48,28,32,24,25,20,20,18,26,27,29,13,18,29,20,19,18,18,17,21,22,22,36,18,36,33,25,24,25,25,33,29,27,10,15,19,25,24,23,11,28,17,20,13,17,6,14,8,20,15,24,6,18,3,20,9,14,4,12,7,15,4,10,4,13,4,8,1,10,2,7,1,6,1,2,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
