地域階層,地域コード,地域,総数(人),各道府県からの転入者数/全国(人),各道府県からの転入者数/北海道(人),各道府県からの転入者数/青森県(人),各道府県からの転入者数/岩手県(人),各道府県からの転入者数/宮城県(人),各道府県からの転入者数/秋田県(人),各道府県からの転入者数/山形県(人),各道府県からの転入者数/福島県(人),各道府県からの転入者数/茨城県(人),各道府県からの転入者数/栃木県(人),各道府県からの転入者数/群馬県(人),各道府県からの転入者数/埼玉県(人),各道府県からの転入者数/千葉県(人),各道府県からの転入者数/神奈川県(人),各道府県からの転入者数/新潟県(人),各道府県からの転入者数/富山県(人),各道府県からの転入者数/石川県(人),各道府県からの転入者数/福井県(人),各道府県からの転入者数/山梨県(人),各道府県からの転入者数/長野県(人),各道府県からの転入者数/岐阜県(人),各道府県からの転入者数/静岡県(人),各道府県からの転入者数/愛知県(人),各道府県からの転入者数/三重県(人),各道府県からの転入者数/滋賀県(人),各道府県からの転入者数/京都府(人),各道府県からの転入者数/大阪府(人),各道府県からの転入者数/兵庫県(人),各道府県からの転入者数/奈良県(人),各道府県からの転入者数/和歌山県(人),各道府県からの転入者数/鳥取県(人),各道府県からの転入者数/島根県(人),各道府県からの転入者数/岡山県(人),各道府県からの転入者数/広島県(人),各道府県からの転入者数/山口県(人),各道府県からの転入者数/徳島県(人),各道府県からの転入者数/香川県(人),各道府県からの転入者数/愛媛県(人),各道府県からの転入者数/高知県(人),各道府県からの転入者数/福岡県(人),各道府県からの転入者数/佐賀県(人),各道府県からの転入者数/長崎県(人),各道府県からの転入者数/熊本県(人),各道府県からの転入者数/大分県(人),各道府県からの転入者数/宮崎県(人),各道府県からの転入者数/鹿児島県(人),各道府県からの転入者数/沖縄県(人),都内間移動者数(人),その他の移動者数(人)
4,13109,品川区,32380,16885,469,97,95,356,62,85,167,369,226,231,1550,1594,4466,202,95,100,63,103,200,126,497,943,123,110,309,1274,627,93,46,30,41,146,320,84,49,75,85,67,616,54,99,99,57,69,113,203,15491,4
4,13110,目黒区,23379,10488,306,69,53,190,45,44,104,230,137,131,992,854,3108,118,61,93,30,68,131,86,289,482,74,51,213,640,357,59,33,18,29,82,155,64,31,73,60,28,419,37,56,87,47,52,64,138,12880,11
4,13111,大田区,49560,32021,1054,236,232,719,171,169,388,737,476,429,2592,2962,8596,380,167,204,111,201,388,222,907,1577,256,217,540,2159,1133,180,88,65,78,265,585,195,73,176,230,91,1239,114,211,245,156,151,285,371,17370,169
4,13112,世田谷区,57587,29555,893,192,195,560,131,179,320,682,491,467,2638,2293,8224,441,173,189,111,276,468,234,822,1475,200,167,563,1804,973,185,87,82,86,280,511,124,96,148,189,100,1036,91,192,252,151,161,253,370,28029,3
4,13113,渋谷区,21307,7947,288,55,49,147,28,32,99,182,116,106,914,759,1853,97,40,60,20,94,122,61,205,387,61,54,169,546,251,44,21,12,11,87,123,42,27,38,46,27,329,13,50,60,42,43,57,80,13265,95
4,13114,中野区,31005,13881,492,124,99,316,79,95,184,373,221,272,1763,1352,2110,234,84,109,56,145,239,135,494,706,120,91,260,994,442,85,44,34,56,122,241,107,37,71,102,47,559,52,102,121,92,80,140,200,17119,5
4,13115,杉並区,41223,19079,715,177,171,468,104,154,278,520,319,320,2106,1770,2881,386,116,181,85,230,387,161,665,1083,156,128,407,1324,605,130,75,68,69,205,344,132,59,143,130,76,773,54,116,140,115,119,159,275,22137,7
4,13116,豊島区,28324,12982,384,101,115,305,71,72,157,362,253,327,2844,1148,1716,189,73,82,42,106,206,128,391,572,93,100,211,696,329,65,43,28,36,117,183,68,27,71,101,36,480,25,122,99,78,83,87,160,15338,4
4,13117,北区,28870,15207,422,140,111,369,72,85,200,457,307,325,4302,1399,1764,249,72,119,62,99,222,117,359,553,78,107,205,788,342,61,33,27,41,106,232,76,30,63,86,38,424,47,60,118,88,52,106,194,13652,11
4,13118,荒川区,16625,7651,202,64,53,145,39,56,98,300,135,171,1464,1159,1017,121,46,43,37,60,108,61,163,325,57,37,121,474,184,35,27,15,16,75,103,39,18,33,39,24,227,14,26,44,28,48,35,65,8967,7
4,13119,板橋区,40346,21913,669,198,198,457,150,163,336,600,432,450,5042,1952,2659,440,123,172,77,169,411,165,558,965,171,132,312,1214,617,122,63,59,68,161,295,136,55,104,123,62,685,77,124,179,130,117,197,324,18429,4
4,13120,練馬区,44649,22618,804,202,157,536,112,150,323,551,431,400,4826,1922,2820,397,132,168,65,230,357,189,706,1038,178,153,369,1272,710,136,84,65,57,221,402,133,45,123,144,78,823,91,137,177,107,108,201,288,22024,7
4,13121,足立区,42554,22697,713,173,145,487,104,135,307,1168,442,421,4995,3615,2503,371,128,162,51,165,305,167,548,886,151,108,306,1100,512,97,49,38,44,183,243,108,55,84,124,49,631,55,90,135,103,66,136,239,16072,3785
4,13122,葛飾区,28102,14861,490,112,107,327,87,86,193,568,261,272,1964,3359,1712,232,78,82,40,82,181,109,373,694,94,92,233,774,367,87,43,26,32,124,212,84,38,63,79,37,438,40,72,90,75,76,119,157,11955,1286
4,13123,江戸川区,36795,21784,719,214,156,445,110,145,265,647,370,355,2238,5528,2602,300,113,152,94,173,353,155,544,934,147,126,266,1242,561,80,49,51,52,177,347,110,55,97,107,49,754,40,85,164,108,94,172,239,14996,15
1,13200,市部,206992,97083,3149,964,750,1935,563,648,1363,2735,1633,1752,13075,7884,24103,1536,498,647,285,1898,2148,739,3191,4010,722,561,1320,4081,2136,464,265,237,261,741,1361,542,211,412,580,294,2782,284,600,718,429,509,776,1291,109262,647
4,13201,八王子市,23501,13333,465,145,93,253,82,104,209,453,217,272,1370,1007,3232,219,83,98,39,499,385,130,497,513,100,86,158,555,280,69,42,40,32,94,192,83,36,57,76,34,361,41,101,100,60,67,114,190,10092,76
4,13202,立川市,11189,4567,149,55,34,95,27,33,69,104,92,95,668,435,820,62,26,27,17,116,123,49,199,174,40,23,79,192,76,18,9,21,19,32,65,23,3,30,34,9,150,19,32,50,30,35,38,71,6622,-
4,13203,武蔵野市,9815,4043,133,35,40,151,44,25,77,113,74,74,456,356,598,88,19,22,13,62,96,31,137,233,43,29,76,208,146,36,19,7,10,40,85,25,7,25,28,17,153,8,32,36,25,11,46,54,5772,-
4,13204,三鷹市,11113,4585,175,50,29,113,34,35,62,129,97,78,430,409,744,103,27,43,13,63,115,42,124,250,41,39,86,311,149,39,15,21,21,59,86,27,22,25,26,22,168,17,25,53,29,35,46,58,6525,3
4,13205,青梅市,4739,1916,56,21,12,28,13,11,26,75,37,61,474,154,326,26,2,6,3,29,50,13,49,77,18,6,27,81,23,7,3,4,5,4,24,13,3,11,8,3,27,5,9,18,4,10,15,39,2807,16
4,13206,府中市,13783,6617,254,89,74,168,35,48,97,221,113,108,778,545,1377,132,32,53,26,121,141,59,230,291,51,50,90,282,177,38,21,5,17,52,122,40,13,26,52,27,235,15,42,61,20,44,43,102,7163,3
4,13207,昭島市,5485,2177,65,21,13,33,12,13,51,52,44,57,328,203,416,35,6,13,7,41,44,16,71,105,27,12,29,111,42,8,7,1,8,16,28,27,1,8,9,3,62,5,17,17,11,10,15,57,3290,18
4,13208,調布市,13424,5889,202,50,52,154,42,54,81,161,108,101,531,498,1292,97,30,49,25,100,94,53,191,289,59,22,109,381,157,35,24,21,17,43,93,37,17,35,42,23,208,18,42,45,33,36,45,93,7528,7
4,13209,町田市,17548,12358,249,82,47,140,48,55,107,197,107,124,632,691,7019,118,36,39,18,121,174,62,304,368,59,48,103,274,153,26,24,13,22,60,110,48,28,28,41,22,222,27,52,58,38,37,50,77,5187,3
4,13210,小金井市,7576,3328,132,37,29,84,26,30,59,91,51,62,383,291,478,64,26,34,17,63,102,37,125,160,32,25,70,166,126,18,11,15,8,31,53,19,5,23,51,11,91,7,25,33,21,20,31,55,4245,3
4,13211,小平市,10326,4338,142,38,40,92,36,26,60,119,102,91,754,419,614,79,32,25,10,72,132,37,178,175,37,53,75,193,131,16,15,25,7,37,56,40,13,11,30,10,121,16,23,29,17,24,43,43,5960,28
4,13212,日野市,9261,4212,161,58,24,76,22,31,83,121,93,55,498,354,864,73,14,34,20,155,130,34,176,231,37,17,43,170,88,20,13,11,18,36,57,23,13,17,24,21,116,11,28,32,14,23,39,34,5049,-
4,13213,東村山市,6641,2834,86,26,22,66,18,14,33,100,45,57,922,274,324,39,21,15,5,42,50,17,71,84,17,11,25,91,41,10,6,5,3,12,37,17,4,10,14,7,66,6,19,27,9,19,12,35,3791,16
4,13214,国分寺市,8179,3362,108,31,28,77,14,19,40,107,54,66,453,320,612,62,15,27,9,72,91,20,118,172,24,21,50,169,87,21,8,10,3,34,50,14,5,17,26,6,124,7,25,23,10,24,39,50,4801,16
4,13215,国立市,4446,1895,53,15,25,43,14,13,31,66,29,31,236,188,395,38,14,20,4,45,39,12,61,69,10,10,36,91,54,12,5,6,5,19,30,11,4,10,6,12,50,5,4,8,13,12,20,21,2550,1
4,13218,福生市,3430,1434,41,38,14,22,1,10,19,53,32,33,289,112,216,14,6,19,4,26,16,8,46,70,13,7,16,43,27,8,1,6,5,6,13,7,2,5,4,7,59,12,4,6,13,18,9,54,1992,4
4,13219,狛江市,4271,2106,60,17,10,38,8,14,17,61,33,25,184,153,788,40,12,9,5,20,33,12,66,80,5,7,32,90,45,9,4,3,6,23,18,15,4,6,14,4,48,5,13,16,3,11,17,23,2165,-
4,13220,東大和市,3661,1092,36,8,18,24,10,14,22,44,20,25,246,111,158,13,6,2,2,16,22,3,35,47,10,2,18,37,21,3,1,-,3,6,22,5,4,5,1,4,26,4,5,9,3,4,9,8,2569,-
4,13221,清瀬市,3568,1714,52,14,15,23,1,9,16,49,38,36,730,109,184,36,5,7,4,21,29,4,45,44,6,9,15,23,26,3,2,1,4,9,13,4,1,4,5,9,36,5,12,3,12,12,10,19,1844,10
4,13222,東久留米市,4977,2090,75,13,11,30,12,16,32,46,22,35,684,146,272,19,8,8,4,16,45,16,47,75,7,11,25,81,47,8,9,4,4,25,31,6,4,7,12,6,68,5,20,16,4,5,27,26,2868,19
4,13223,武蔵村山市,2861,1173,30,22,7,17,11,6,12,40,16,33,233,109,247,13,3,21,1,17,17,9,54,25,6,5,10,25,20,3,-,-,9,6,13,9,-,5,5,1,51,5,4,12,3,6,8,24,1672,16
4,13224,多摩市,6427,2957,106,24,25,53,14,10,38,80,56,47,297,238,903,45,23,11,6,52,62,12,94,108,17,15,43,117,52,21,6,3,8,39,43,18,5,17,15,7,87,7,23,15,13,14,27,41,3444,26
4,13225,稲城市,4386,2397,61,14,17,32,6,15,23,35,21,26,181,150,1228,29,23,11,6,22,25,4,59,78,21,9,20,85,25,6,4,1,4,8,28,7,4,5,9,5,39,14,6,6,-,4,6,15,1958,31
4,13227,羽村市,2689,1211,48,12,22,15,4,15,21,45,29,54,165,100,207,11,8,9,7,31,10,8,40,86,14,7,17,42,22,2,3,1,5,5,8,4,1,5,14,2,37,4,7,8,13,7,22,14,1477,1
4,13228,あきる野市,2963,1022,35,8,9,23,6,4,5,30,20,20,184,131,223,13,4,4,-,25,20,6,32,50,6,9,7,16,13,5,3,1,-,7,9,5,-,5,8,3,24,1,1,6,10,5,13,13,1938,3
4,13229,西東京市,10733,4433,175,41,40,85,23,24,73,143,83,86,969,381,566,68,17,41,20,51,103,45,142,156,22,28,61,247,108,23,10,12,18,38,75,15,12,15,26,19,153,15,29,31,21,16,32,75,5953,347
1,13550,町村部,4083,1564,37,20,8,24,7,7,15,62,32,39,398,199,277,21,5,10,3,36,22,20,40,51,9,4,14,32,15,6,2,1,8,9,14,5,2,1,11,6,18,6,6,7,6,5,17,27,2507,12
2,13300,郡部,2357,817,15,8,8,5,5,2,12,33,27,28,233,86,101,14,2,7,2,31,14,14,18,34,8,1,7,13,8,4,-,-,5,3,11,-,2,1,5,4,10,1,2,6,4,4,5,14,1529,11
4,13303,瑞穂町,1385,549,8,6,3,3,1,-,7,22,18,15,178,68,59,8,1,5,-,11,6,10,13,28,8,-,4,11,6,3,-,-,4,3,7,-,-,-,1,3,7,-,1,5,-,4,3,9,826,10
4,13305,日の出町,703,189,5,1,4,2,4,2,5,6,7,7,39,14,33,4,1,2,1,4,5,4,4,5,-,-,-,2,1,1,-,-,1,-,4,-,2,1,3,1,2,1,1,1,4,-,2,3,513,1
4,13307,檜原村,81,11,-,-,1,-,-,-,-,1,1,1,-,-,1,1,-,-,1,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,70,-
4,13308,奥多摩町,188,68,2,1,-,-,-,-,-,4,1,5,16,4,8,1,-,-,-,16,2,-,1,1,-,-,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,120,-
2,13350,島部,1726,747,22,12,-,19,2,5,3,29,5,11,165,113,176,7,3,3,1,5,8,6,22,17,1,3,7,19,7,2,2,1,3,6,3,5,-,-,6,2,8,5,4,1,2,1,12,13,978,1
3,13360,大島支庁,739,267,2,8,-,5,-,2,1,10,1,3,76,46,53,-,1,2,-,-,3,2,11,5,1,2,-,7,3,1,-,1,2,1,-,1,-,-,2,-,2,3,1,-,-,1,3,5,472,-
4,13361,大島町,466,168,2,6,-,4,-,2,1,9,-,1,51,23,31,-,-,-,-,-,2,2,10,3,1,-,-,7,2,1,-,-,1,-,-,1,-,-,2,-,1,-,1,-,-,-,3,1,298,-
4,13362,利島村,42,13,-,1,-,-,-,-,-,-,-,1,1,-,2,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,3,-,-,-,1,-,-,29,-
4,13363,新島村,160,63,-,1,-,1,-,-,-,1,-,-,18,22,12,-,1,-,-,-,-,-,1,1,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2,97,-
4,13364,神津島村,71,23,-,-,-,-,-,-,-,-,1,1,6,1,8,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,48,-
3,13380,三宅支庁,226,100,1,1,-,-,-,1,1,7,1,2,16,15,41,1,-,-,-,1,-,-,1,1,-,-,1,2,3,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,1,125,1
4,13381,三宅村,190,83,1,1,-,-,-,-,1,7,1,2,14,8,36,-,-,-,-,1,-,-,1,1,-,-,1,2,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,106,1
4,13382,御蔵島村,36,17,-,-,-,-,-,1,-,-,-,-,2,7,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-
3,13400,八丈支庁,449,195,14,1,-,6,-,2,1,3,1,-,56,25,42,3,1,1,-,2,3,1,7,4,-,-,2,4,-,-,-,-,-,2,2,3,-,-,-,1,2,-,-,1,1,-,1,3,254,0
4,13401,八丈町,413,177,13,1,-,5,-,2,1,3,1,-,50,23,42,3,1,-,-,2,2,1,6,3,-,-,2,4,-,-,-,-,-,-,2,3,-,-,-,-,2,-,-,1,1,-,-,3,236,-
4,13402,青ヶ島村,36,18,1,-,-,1,-,-,-,-,-,-,6,2,-,-,-,1,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,-,1,-,18,-
3,13420,小笠原支庁,312,185,5,2,-,8,2,-,-,9,2,6,17,27,40,3,1,-,1,2,2,3,3,7,-,1,4,6,1,1,2,-,-,2,1,1,-,-,4,1,4,2,3,-,-,-,8,4,127,0
4,13421,小笠原村,312,185,5,2,-,8,2,-,-,9,2,6,17,27,40,3,1,-,1,2,2,3,3,7,-,1,4,6,1,1,2,-,-,2,1,1,-,-,4,1,4,2,3,-,-,-,8,4,127,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都住民基本台帳人口移動報告/令和5年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表　区市町村別各道府県からの転入者数及び都内間・その他の移動者数(令和5年) 外国人含む,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:大島支庁・三宅支庁・八丈支庁・小笠原支庁　4:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
