地域階層,地域コード,地域,平成3年/総数/転入者数(人),平成3年/総数/転出者数(人),平成3年/総数/転入超過数(人),平成3年/区部/転入者数(人),平成3年/区部/転出者数(人),平成3年/区部/転入超過数(人),平成3年/市町村部/転入者数(人),平成3年/市町村部/転出者数(人),平成3年/市町村部/転入超過数(人),平成4年/総数/転入者数(人),平成4年/総数/転出者数(人),平成4年/総数/転入超過数(人),平成4年/区部/転入者数(人),平成4年/区部/転出者数(人),平成4年/区部/転入超過数(人),平成4年/市町村部/転入者数(人),平成4年/市町村部/転出者数(人),平成4年/市町村部/転入超過数(人),平成5年/総数/転入者数(人),平成5年/総数/転出者数(人),平成5年/総数/転入超過数(人),平成5年/区部/転入者数(人),平成5年/区部/転出者数(人),平成5年/区部/転入超過数(人),平成5年/市町村部/転入者数(人),平成5年/市町村部/転出者数(人),平成5年/市町村部/転入超過数(人),平成6年/総数/転入者数(人),平成6年/総数/転出者数(人),平成6年/総数/転入超過数(人),平成6年/区部/転入者数(人),平成6年/区部/転出者数(人),平成6年/区部/転入超過数(人),平成6年/市町村部/転入者数(人),平成6年/市町村部/転出者数(人),平成6年/市町村部/転入超過数(人),平成7年/総数/転入者数(人),平成7年/総数/転出者数(人),平成7年/総数/転入超過数(人),平成7年/区部/転入者数(人),平成7年/区部/転出者数(人),平成7年/区部/転入超過数(人),平成7年/市町村部/転入者数(人),平成7年/市町村部/転出者数(人),平成7年/市町村部/転入超過数(人),平成8年/総数/転入者数(人),平成8年/総数/転出者数(人),平成8年/総数/転入超過数(人),平成8年/区部/転入者数(人),平成8年/区部/転出者数(人),平成8年/区部/転入超過数(人),平成8年/市町村部/転入者数(人),平成8年/市町村部/転出者数(人),平成8年/市町村部/転入超過数(人),平成9年/総数/転入者数(人),平成9年/総数/転出者数(人),平成9年/総数/転入超過数(人),平成9年/区部/転入者数(人),平成9年/区部/転出者数(人),平成9年/区部/転入超過数(人),平成9年/市町村部/転入者数(人),平成9年/市町村部/転出者数(人),平成9年/市町村部/転入超過数(人),平成10年/総数/転入者数(人),平成10年/総数/転出者数(人),平成10年/総数/転入超過数(人),平成10年/区部/転入者数(人),平成10年/区部/転出者数(人),平成10年/区部/転入超過数(人),平成10年/市町村部/転入者数(人),平成10年/市町村部/転出者数(人),平成10年/市町村部/転入超過数(人),平成11年/総数/転入者数(人),平成11年/総数/転出者数(人),平成11年/総数/転入超過数(人),平成11年/区部/転入者数(人),平成11年/区部/転出者数(人),平成11年/区部/転入超過数(人),平成11年/市町村部/転入者数(人),平成11年/市町村部/転出者数(人),平成11年/市町村部/転入超過数(人),平成12年/総数/転入者数(人),平成12年/総数/転出者数(人),平成12年/総数/転入超過数(人),平成12年/区部/転入者数(人),平成12年/区部/転出者数(人),平成12年/区部/転入超過数(人),平成12年/市町村部/転入者数(人),平成12年/市町村部/転出者数(人),平成12年/市町村部/転入超過数(人),平成13年/総数/転入者数(人),平成13年/総数/転出者数(人),平成13年/総数/転入超過数(人),平成13年/区部/転入者数(人),平成13年/区部/転出者数(人),平成13年/区部/転入超過数(人),平成13年/市町村部/転入者数(人),平成13年/市町村部/転出者数(人),平成13年/市町村部/転入超過数(人),平成14年/総数/転入者数(人),平成14年/総数/転出者数(人),平成14年/総数/転入超過数(人),平成14年/区部/転入者数(人),平成14年/区部/転出者数(人),平成14年/区部/転入超過数(人),平成14年/市町村部/転入者数(人),平成14年/市町村部/転出者数(人),平成14年/市町村部/転入超過数(人),平成15年/総数/転入者数(人),平成15年/総数/転出者数(人),平成15年/総数/転入超過数(人),平成15年/区部/転入者数(人),平成15年/区部/転出者数(人),平成15年/区部/転入超過数(人),平成15年/市町村部/転入者数(人),平成15年/市町村部/転出者数(人),平成15年/市町村部/転入超過数(人),平成16年/総数/転入者数(人),平成16年/総数/転出者数(人),平成16年/総数/転入超過数(人),平成16年/区部/転入者数(人),平成16年/区部/転出者数(人),平成16年/区部/転入超過数(人),平成16年/市町村部/転入者数(人),平成16年/市町村部/転出者数(人),平成16年/市町村部/転入超過数(人),平成17年/総数/転入者数(人),平成17年/総数/転出者数(人),平成17年/総数/転入超過数(人),平成17年/区部/転入者数(人),平成17年/区部/転出者数(人),平成17年/区部/転入超過数(人),平成17年/市町村部/転入者数(人),平成17年/市町村部/転出者数(人),平成17年/市町村部/転入超過数(人),平成18年/総数/転入者数(人),平成18年/総数/転出者数(人),平成18年/総数/転入超過数(人),平成18年/区部/転入者数(人),平成18年/区部/転出者数(人),平成18年/区部/転入超過数(人),平成18年/市町村部/転入者数(人),平成18年/市町村部/転出者数(人),平成18年/市町村部/転入超過数(人),平成19年/総数/転入者数(人),平成19年/総数/転出者数(人),平成19年/総数/転入超過数(人),平成19年/区部/転入者数(人),平成19年/区部/転出者数(人),平成19年/区部/転入超過数(人),平成19年/市町村部/転入者数(人),平成19年/市町村部/転出者数(人),平成19年/市町村部/転入超過数(人),平成20年/総数/転入者数(人),平成20年/総数/転出者数(人),平成20年/総数/転入超過数(人),平成20年/区部/転入者数(人),平成20年/区部/転出者数(人),平成20年/区部/転入超過数(人),平成20年/市町村部/転入者数(人),平成20年/市町村部/転出者数(人),平成20年/市町村部/転入超過数(人),平成21年/総数/転入者数(人),平成21年/総数/転出者数(人),平成21年/総数/転入超過数(人),平成21年/区部/転入者数(人),平成21年/区部/転出者数(人),平成21年/区部/転入超過数(人),平成21年/市町村部/転入者数(人),平成21年/市町村部/転出者数(人),平成21年/市町村部/転入超過数(人),平成22年/総数/転入者数(人),平成22年/総数/転出者数(人),平成22年/総数/転入超過数(人),平成22年/区部/転入者数(人),平成22年/区部/転出者数(人),平成22年/区部/転入超過数(人),平成22年/市町村部/転入者数(人),平成22年/市町村部/転出者数(人),平成22年/市町村部/転入超過数(人),平成23年/総数/転入者数(人),平成23年/総数/転出者数(人),平成23年/総数/転入超過数(人),平成23年/区部/転入者数(人),平成23年/区部/転出者数(人),平成23年/区部/転入超過数(人),平成23年/市町村部/転入者数(人),平成23年/市町村部/転出者数(人),平成23年/市町村部/転入超過数(人),平成24年/総数/転入者数(人),平成24年/総数/転出者数(人),平成24年/総数/転入超過数(人),平成24年/区部/転入者数(人),平成24年/区部/転出者数(人),平成24年/区部/転入超過数(人),平成24年/市町村部/転入者数(人),平成24年/市町村部/転出者数(人),平成24年/市町村部/転入超過数(人),平成25年/総数/転入者数(人),平成25年/総数/転出者数(人),平成25年/総数/転入超過数(人),平成25年/区部/転入者数(人),平成25年/区部/転出者数(人),平成25年/区部/転入超過数(人),平成25年/市町村部/転入者数(人),平成25年/市町村部/転出者数(人),平成25年/市町村部/転入超過数(人),平成26年/総数/転入者数(人),平成26年/総数/転出者数(人),平成26年/総数/転入超過数(人),平成26年/区部/転入者数(人),平成26年/区部/転出者数(人),平成26年/区部/転入超過数(人),平成26年/市町村部/転入者数(人),平成26年/市町村部/転出者数(人),平成26年/市町村部/転入超過数(人),平成27年/総数/転入者数(人),平成27年/総数/転出者数(人),平成27年/総数/転入超過数(人),平成27年/区部/転入者数(人),平成27年/区部/転出者数(人),平成27年/区部/転入超過数(人),平成27年/市町村部/転入者数(人),平成27年/市町村部/転出者数(人),平成27年/市町村部/転入超過数(人),平成28年/総数/転入者数(人),平成28年/総数/転出者数(人),平成28年/総数/転入超過数(人),平成28年/区部/転入者数(人),平成28年/区部/転出者数(人),平成28年/区部/転入超過数(人),平成28年/市町村部/転入者数(人),平成28年/市町村部/転出者数(人),平成28年/市町村部/転入超過数(人),平成29年/総数/転入者数(人),平成29年/総数/転出者数(人),平成29年/総数/転入超過数(人),平成29年/区部/転入者数(人),平成29年/区部/転出者数(人),平成29年/区部/転入超過数(人),平成29年/市町村部/転入者数(人),平成29年/市町村部/転出者数(人),平成29年/市町村部/転入超過数(人),平成30年/総数/転入者数(人),平成30年/総数/転出者数(人),平成30年/総数/転入超過数(人),平成30年/区部/転入者数(人),平成30年/区部/転出者数(人),平成30年/区部/転入超過数(人),平成30年/市町村部/転入者数(人),平成30年/市町村部/転出者数(人),平成30年/市町村部/転入超過数(人),平成31年/総数/転入者数(人),平成31年/総数/転出者数(人),平成31年/総数/転入超過数(人),平成31年/区部/転入者数(人),平成31年/区部/転出者数(人),平成31年/区部/転入超過数(人),平成31年/市町村部/転入者数(人),平成31年/市町村部/転出者数(人),平成31年/市町村部/転入超過数(人),令和2年/総数/転入者数(人),令和2年/総数/転出者数(人),令和2年/総数/転入超過数(人),令和2年/区部/転入者数(人),令和2年/区部/転出者数(人),令和2年/区部/転入超過数(人),令和2年/市町村部/転入者数(人),令和2年/市町村部/転出者数(人),令和2年/市町村部/転入超過数(人),令和3年/総数/転入者数(人),令和3年/総数/転出者数(人),令和3年/総数/転入超過数(人),令和3年/区部/転入者数(人),令和3年/区部/転出者数(人),令和3年/区部/転入超過数(人),令和3年/市町村部/転入者数(人),令和3年/市町村部/転出者数(人),令和3年/市町村部/転入超過数(人),令和4年/総数/転入者数(人),令和4年/総数/転出者数(人),令和4年/総数/転入超過数(人),令和4年/区部/転入者数(人),令和4年/区部/転出者数(人),令和4年/区部/転入超過数(人),令和4年/市町村部/転入者数(人),令和4年/市町村部/転出者数(人),令和4年/市町村部/転入超過数(人),令和5年/総数/転入者数(人),令和5年/総数/転出者数(人),令和5年/総数/転入超過数(人),令和5年/区部/転入者数(人),令和5年/区部/転出者数(人),令和5年/区部/転入超過数(人),令和5年/市町村部/転入者数(人),令和5年/市町村部/転出者数(人),令和5年/市町村部/転入超過数(人)
1,22,静岡県,15064,14212,852,10428,9984,444,4636,4228,408,14225,13908,317,9530,9602,-72,4695,4306,389,13640,13841,-201,9219,9396,-177,4421,4445,-24,13025,13822,-797,8877,9244,-367,4148,4578,-430,13795,12690,1105,9369,8661,708,4426,4029,397,13554,12240,1314,9182,8288,894,4372,3952,420,13776,12010,1766,9324,8144,1180,4452,3866,586,14208,12118,2090,9698,8147,1551,4510,3971,539,13398,11754,1644,9141,7893,1248,4257,3861,396,13670,11739,1931,9385,8132,1253,4285,3607,678,13980,11322,2658,9454,7692,1762,4526,3630,896,13423,10993,2430,9092,7543,1549,4331,3450,881,13088,11031,2057,8909,7578,1331,4179,3453,726,12996,10798,2198,8968,7444,1524,4028,3354,674,12812,10650,2162,8870,7321,1549,3942,3329,613,13045,9916,3129,9172,6763,2409,3873,3153,720,12691,9543,3148,8903,6475,2428,3788,3068,720,12042,9717,2325,8407,6765,1642,3635,2952,683,11652,9505,2147,8162,6782,1380,3490,2723,767,10991,8923,2068,7721,6360,1361,3270,2563,707,10852,9200,1652,7818,6661,1157,3034,2539,495,10926,8928,1998,8061,6450,1611,2865,2478,387,11564,8793,2771,8500,6380,2120,3064,2413,651,11396,8457,2939,8459,6044,2415,2937,2413,524,12142,8735,3407,8964,6289,2675,3178,2446,732,11629,8451,3178,8495,6064,2431,3134,2387,747,11820,8936,2884,8728,6520,2208,3092,2416,676,12085,8447,3638,8844,6134,2710,3241,2313,928,12190,8245,3945,9109,6030,3079,3081,2215,866,11394,8885,2509,8452,6692,1760,2942,2193,749,10987,9189,1798,8128,6837,1291,2859,2352,507,11433,8821,2612,8582,6443,2139,2851,2378,473,11779,8520,3259,8827,6294,2533,2952,2226,726
1,23,愛知県,14323,12121,2202,9665,8353,1312,4658,3768,890,13658,11996,1662,9325,8215,1110,4333,3781,552,12905,12130,775,8743,8020,723,4162,4110,52,12745,11737,1008,8540,7884,656,4205,3853,352,12990,11660,1330,8923,8001,922,4067,3659,408,13096,11534,1562,9047,7852,1195,4049,3682,367,13561,11614,1947,9306,7987,1319,4255,3627,628,14035,11863,2172,9705,8154,1551,4330,3709,621,13836,11483,2353,9744,7819,1925,4092,3664,428,14406,11331,3075,10183,7869,2314,4223,3462,761,14957,11274,3683,10624,7827,2797,4333,3447,886,14748,11379,3369,10299,7873,2426,4449,3506,943,14850,11780,3070,10381,8245,2136,4469,3535,934,14427,11922,2505,10235,8440,1795,4192,3482,710,14671,12163,2508,10636,8637,1999,4035,3526,509,15082,12000,3082,11166,8316,2850,3916,3684,232,15590,12069,3521,11589,8686,2903,4001,3383,618,15447,11643,3804,11625,8371,3254,3822,3272,550,15566,11602,3964,11549,8534,3015,4017,3068,949,15240,11223,4017,11310,8467,2843,3930,2756,1174,14641,12444,2197,11173,9340,1833,3468,3104,364,15186,12308,2878,11592,9107,2485,3594,3201,393,15792,11894,3898,12140,8848,3292,3652,3046,606,16495,11790,4705,12801,8875,3926,3694,2915,779,17244,12664,4580,13314,9526,3788,3930,3138,792,17254,12206,5048,13464,9273,4191,3790,2933,857,17701,12690,5011,13762,9747,4015,3939,2943,996,18947,12464,6483,14887,9450,5437,4060,3014,1046,19682,12314,7368,15751,9378,6373,3931,2936,995,18170,12486,5684,14458,9600,4858,3712,2886,826,18071,12247,5824,14297,9630,4667,3774,2617,1157,18847,12390,6457,15187,9501,5686,3660,2889,771,18960,12250,6710,15318,9358,5960,3642,2892,750
1,24,三重県,2652,2173,479,1765,1462,303,887,711,176,2664,2241,423,1743,1450,293,921,791,130,2503,2206,297,1618,1464,154,885,742,143,2353,2232,121,1538,1480,58,815,752,63,2402,2204,198,1611,1437,174,791,767,24,2516,2098,418,1664,1346,318,852,752,100,2542,2065,477,1728,1314,414,814,751,63,2607,2110,497,1687,1398,289,920,712,208,2652,2077,575,1739,1388,351,913,689,224,2712,1977,735,1813,1314,499,899,663,236,2927,1892,1035,1811,1309,502,1116,583,533,2933,1898,1035,1910,1255,655,1023,643,380,2710,1713,997,1765,1148,617,945,565,380,2441,2022,419,1718,1285,433,723,737,-14,2562,1933,629,1800,1303,497,762,630,132,2736,1900,836,1874,1249,625,862,651,211,2622,1956,666,1873,1236,637,749,720,29,2715,1936,779,1946,1203,743,769,733,36,2546,1847,699,1845,1247,598,701,600,101,2456,1836,620,1800,1270,530,656,566,90,2335,2027,308,1673,1446,227,662,581,81,2501,1788,713,1798,1260,538,703,528,175,2511,1754,757,1858,1291,567,653,463,190,2630,1726,904,2024,1218,806,606,508,98,2747,1899,848,2095,1380,715,652,519,133,2635,1832,803,1980,1303,677,655,529,126,2747,1760,987,2074,1247,827,673,513,160,2909,1728,1181,2146,1231,915,763,497,266,2926,1723,1203,2198,1264,934,728,459,269,2644,1812,832,2033,1354,679,611,458,153,2732,1785,947,2058,1304,754,674,481,193,2711,1762,949,2116,1275,841,595,487,108,2932,1742,1190,2259,1308,951,673,434,239
1,25,滋賀県,1524,1114,410,1023,758,265,501,356,145,1391,1229,162,964,869,95,427,360,67,1479,1278,201,992,861,131,487,417,70,1376,1226,150,940,817,123,436,409,27,1346,1241,105,892,877,15,454,364,90,1550,1297,253,1055,866,189,495,431,64,1532,1224,308,1059,809,250,473,415,58,1679,1261,418,1206,860,346,473,401,72,1647,1182,465,1158,820,338,489,362,127,1725,1362,363,1237,938,299,488,424,64,1886,1287,599,1312,869,443,574,418,156,1887,1244,643,1352,889,463,535,355,180,1817,1278,539,1317,924,393,500,354,146,1704,1266,438,1192,879,313,512,387,125,1951,1287,664,1374,884,490,577,403,174,1951,1211,740,1426,836,590,525,375,150,2154,1190,964,1583,864,719,571,326,245,2011,1159,852,1508,831,677,503,328,175,1919,1383,536,1377,1037,340,542,346,196,1780,1304,476,1326,957,369,454,347,107,1862,1647,215,1428,1085,343,434,562,-128,1872,1417,455,1368,1048,320,504,369,135,2159,1317,842,1609,911,698,550,406,144,2179,1340,839,1617,954,663,562,386,176,2208,1283,925,1690,906,784,518,377,141,2179,1338,841,1666,938,728,513,400,113,2254,1384,870,1746,1000,746,508,384,124,2324,1271,1053,1800,924,876,524,347,177,2270,1400,870,1738,995,743,532,405,127,2238,1377,861,1773,1039,734,465,338,127,2222,1466,756,1742,1101,641,480,365,115,2324,1425,899,1864,1105,759,460,320,140,2522,1405,1117,2016,1070,946,506,335,171
1,26,京都府,4882,3479,1403,3431,2407,1024,1451,1072,379,4614,3535,1079,3286,2466,820,1328,1069,259,4427,3596,831,3176,2410,766,1251,1186,65,4312,3499,813,3118,2401,717,1194,1098,96,4466,3623,843,3231,2464,767,1235,1159,76,4489,3661,828,3290,2454,836,1199,1207,-8,4760,3518,1242,3387,2434,953,1373,1084,289,5158,3639,1519,3744,2536,1208,1414,1103,311,5262,3704,1558,3834,2432,1402,1428,1272,156,5292,3480,1812,3869,2416,1453,1423,1064,359,5496,3601,1895,4036,2449,1587,1460,1152,308,5421,3598,1823,4041,2511,1530,1380,1087,293,5329,3675,1654,3932,2568,1364,1397,1107,290,5214,3774,1440,3866,2678,1188,1348,1096,252,5524,3698,1826,4197,2719,1478,1327,979,348,5622,3675,1947,4319,2693,1626,1303,982,321,6148,3699,2449,4777,2700,2077,1371,999,372,5700,3696,2004,4439,2764,1675,1261,932,329,5545,3909,1636,4317,2982,1335,1228,927,301,5087,3891,1196,3967,2943,1024,1120,948,172,4920,4566,354,3876,3594,282,1044,972,72,5251,4478,773,4191,3393,798,1060,1085,-25,5618,4142,1476,4473,3191,1282,1145,951,194,5629,4114,1515,4553,3156,1397,1076,958,118,6130,4290,1840,4946,3317,1629,1184,973,211,6121,4406,1715,4864,3385,1479,1257,1021,236,6301,4496,1805,5115,3562,1553,1186,934,252,6386,4510,1876,5224,3485,1739,1162,1025,137,6496,4439,2057,5317,3455,1862,1179,984,195,6115,4618,1497,4987,3655,1332,1128,963,165,6130,4543,1587,4974,3625,1349,1156,918,238,6360,4777,1583,5209,3821,1388,1151,956,195,6533,4705,1828,5377,3757,1620,1156,948,208
1,27,大阪府,17395,13302,4093,12076,9515,2561,5319,3787,1532,16517,13258,3259,11378,9249,2129,5139,4009,1130,15405,13552,1853,10730,9516,1214,4675,4036,639,15694,13835,1859,11041,9556,1485,4653,4279,374,16202,15101,1101,11568,10666,902,4634,4435,199,16715,14164,2551,12128,9983,2145,4587,4181,406,17315,13567,3748,12538,9595,2943,4777,3972,805,18010,13421,4589,13201,9527,3674,4809,3894,915,18152,13505,4647,13173,9567,3606,4979,3938,1041,18953,12674,6279,13957,9196,4761,4996,3478,1518,19760,12417,7343,14678,8914,5764,5082,3503,1579,19227,12787,6440,14343,9290,5053,4884,3497,1387,19409,13250,6159,14432,9700,4732,4977,3550,1427,19665,12984,6681,14840,9591,5249,4825,3393,1432,19734,12997,6737,15058,9551,5507,4676,3446,1230,20558,12906,7652,15910,9558,6352,4648,3348,1300,21455,13109,8346,16825,9792,7033,4630,3317,1313,21135,13085,8050,16594,9746,6848,4541,3339,1202,19930,14201,5729,15723,11055,4668,4207,3146,1061,19713,14108,5605,15733,11126,4607,3980,2982,998,18964,16354,2610,15093,12913,2180,3871,3441,430,20158,15862,4296,16112,12496,3616,4046,3366,680,21484,15235,6249,17345,11968,5377,4139,3267,872,22219,14800,7419,17904,11637,6267,4315,3163,1152,23598,15648,7950,19156,12474,6682,4442,3174,1268,23423,15812,7611,19003,12762,6241,4420,3050,1370,23656,16029,7627,19348,12838,6510,4308,3191,1117,23891,16349,7542,19627,13113,6514,4264,3236,1028,24877,16824,8053,20644,13516,7128,4233,3308,925,22969,17126,5843,18983,13766,5217,3986,3360,626,22730,17257,5473,18933,14006,4927,3797,3251,546,23645,16930,6715,19759,13726,6033,3886,3204,682,24258,16997,7261,20503,13860,6643,3755,3137,618
1,28,兵庫県,10976,9176,1800,7718,6579,1139,3258,2597,661,10389,9785,604,7240,6427,813,3149,3358,-209,10221,8989,1232,7141,6363,778,3080,2626,454,10104,9010,1094,7012,6156,856,3092,2854,238,11697,7931,3766,8196,5467,2729,3501,2464,1037,10458,8543,1915,7409,6006,1403,3049,2537,512,10296,8487,1809,7328,5929,1399,2968,2558,410,10641,8662,1979,7644,6103,1541,2997,2559,438,10639,8623,2016,7554,6037,1517,3085,2586,499,11217,8278,2939,8255,5940,2315,2962,2338,624,11963,8444,3519,8769,5996,2773,3194,2448,746,11490,7812,3678,8396,5570,2826,3094,2242,852,11728,8081,3647,8543,5806,2737,3185,2275,910,11599,8011,3588,8392,5836,2556,3207,2175,1032,12087,7893,4194,8989,5687,3302,3098,2206,892,11738,7650,4088,8877,5475,3402,2861,2175,686,12454,7680,4774,9547,5595,3952,2907,2085,822,12486,7615,4871,9676,5767,3909,2810,1848,962,11773,8366,3407,9118,6230,2888,2655,2136,519,11472,7633,3839,8848,5816,3032,2624,1817,807,11038,8894,2144,8616,6861,1755,2422,2033,389,11395,8666,2729,8953,6665,2288,2442,2001,441,12007,7874,4133,9534,6059,3475,2473,1815,658,12360,7815,4545,9806,6011,3795,2554,1804,750,13147,8192,4955,10181,6335,3846,2966,1857,1109,12419,7813,4606,9853,6087,3766,2566,1726,840,12430,7688,4742,9909,5921,3988,2521,1767,754,12894,7634,5260,10353,5977,4376,2541,1657,884,12904,7439,5465,10456,5799,4657,2448,1640,808,11724,7820,3904,9587,6149,3438,2137,1671,466,11468,7837,3631,9346,6259,3087,2122,1578,544,11620,7851,3769,9555,6259,3296,2065,1592,473,11836,7590,4246,9873,6036,3837,1963,1554,409
1,29,奈良県,2135,1642,493,1511,1121,390,624,521,103,2048,1724,324,1363,1172,191,685,552,133,2032,1686,346,1406,1160,246,626,526,100,2001,1703,298,1314,1141,173,687,562,125,2016,1872,144,1386,1302,84,630,570,60,2248,1602,646,1559,1123,436,689,479,210,2372,1614,758,1623,1078,545,749,536,213,2248,1566,682,1535,1053,482,713,513,200,2271,1614,657,1567,1096,471,704,518,186,2372,1435,937,1698,1002,696,674,433,241,2363,1441,922,1679,969,710,684,472,212,2377,1362,1015,1700,898,802,677,464,213,2350,1444,906,1652,987,665,698,457,241,2261,1334,927,1639,954,685,622,380,242,2308,1320,988,1684,915,769,624,405,219,2458,1330,1128,1805,900,905,653,430,223,2561,1329,1232,1929,932,997,632,397,235,2396,1332,1064,1806,959,847,590,373,217,2261,1404,857,1644,1062,582,617,342,275,1963,1349,614,1486,986,500,477,363,114,2076,1596,480,1592,1187,405,484,409,75,2065,1503,562,1591,1092,499,474,411,63,2226,1373,853,1729,1054,675,497,319,178,2264,1325,939,1753,971,782,511,354,157,2375,1324,1051,1879,1003,876,496,321,175,2205,1356,849,1742,1047,695,463,309,154,2316,1417,899,1820,1100,720,496,317,179,2346,1340,1006,1879,1030,849,467,310,157,2378,1419,959,1905,1081,824,473,338,135,2190,1454,736,1760,1137,623,430,317,113,2161,1606,555,1756,1234,522,405,372,33,2160,1430,730,1732,1081,651,428,349,79,2317,1398,919,1859,1070,789,458,328,130
1,30,和歌山県,1299,872,427,933,599,334,366,273,93,1271,950,321,871,645,226,400,305,95,1119,908,211,762,636,126,357,272,85,1157,1044,113,775,773,2,382,271,111,1114,941,173,752,658,94,362,283,79,1092,844,248,763,589,174,329,255,74,1115,815,300,800,600,200,315,215,100,1136,884,252,826,629,197,310,255,55,1101,790,311,739,565,174,362,225,137,1149,751,398,828,549,279,321,202,119,1228,797,431,894,566,328,334,231,103,1176,835,341,851,611,240,325,224,101,1179,788,391,841,553,288,338,235,103,1197,796,401,871,560,311,326,236,90,1160,759,401,802,571,231,358,188,170,1303,738,565,957,509,448,346,229,117,1327,691,636,1002,492,510,325,199,126,1251,675,576,937,503,434,314,172,142,1176,790,386,871,595,276,305,195,110,1125,754,371,843,568,275,282,186,96,1103,860,243,833,635,198,270,225,45,1051,781,270,773,586,187,278,195,83,1171,723,448,889,531,358,282,192,90,1167,743,424,910,567,343,257,176,81,1275,771,504,983,576,407,292,195,97,1344,755,589,1040,574,466,304,181,123,1305,702,603,1016,556,460,289,146,143,1287,772,515,1032,599,433,255,173,82,1276,714,562,993,549,444,283,165,118,1176,815,361,945,642,303,231,173,58,1113,752,361,879,597,282,234,155,79,1192,774,418,981,616,365,211,158,53,1220,784,436,963,623,340,257,161,96
1,31,鳥取県,1117,829,288,765,546,219,352,283,69,1048,811,237,687,576,111,361,235,126,989,885,104,675,587,88,314,298,16,975,901,74,660,623,37,315,278,37,904,846,58,622,589,33,282,257,25,966,833,133,668,573,95,298,260,38,903,743,160,635,549,86,268,194,74,1030,746,284,703,523,180,327,223,104,1012,739,273,721,514,207,291,225,66,1029,724,305,676,505,171,353,219,134,1113,717,396,769,517,252,344,200,144,1064,765,299,760,525,235,304,240,64,999,703,296,681,491,190,318,212,106,1008,765,243,703,523,180,305,242,63,1123,729,394,780,534,246,343,195,148,1010,662,348,713,475,238,297,187,110,1115,656,459,789,451,338,326,205,121,1112,571,541,809,410,399,303,161,142,973,657,316,708,461,247,265,196,69,920,645,275,658,478,180,262,167,95,876,762,114,633,558,75,243,204,39,896,701,195,643,550,93,253,151,102,992,647,345,742,475,267,250,172,78,947,668,279,691,487,204,256,181,75,986,728,258,742,548,194,244,180,64,933,681,252,675,485,190,258,196,62,986,633,353,710,470,240,276,163,113,1052,668,384,787,486,301,265,182,83,972,547,425,743,396,347,229,151,78,866,683,183,655,487,168,211,196,15,897,697,200,689,511,178,208,186,22,915,543,372,692,404,288,223,139,84,992,561,431,763,419,344,229,142,87
1,32,島根県,1280,917,363,881,625,256,399,292,107,1259,990,269,858,620,238,401,370,31,1262,1083,179,858,753,105,404,330,74,1004,1001,3,680,677,3,324,324,0,1113,1096,17,763,764,-1,350,332,18,1099,944,155,753,678,75,346,266,80,1081,928,153,716,666,50,365,262,103,1181,947,234,820,627,193,361,320,41,1183,927,256,820,637,183,363,290,73,1182,884,298,847,603,244,335,281,54,1118,845,273,765,572,193,353,273,80,1205,838,367,849,589,260,356,249,107,1184,905,279,797,620,177,387,285,102,1155,729,426,823,529,294,332,200,132,1130,755,375,796,521,275,334,234,100,1232,728,504,905,528,377,327,200,127,1220,703,517,869,490,379,351,213,138,1111,732,379,781,501,280,330,231,99,1042,794,248,775,590,185,267,204,63,937,782,155,691,548,143,246,234,12,957,905,52,690,693,-3,267,212,55,945,887,58,693,640,53,252,247,5,922,794,128,688,599,89,234,195,39,1026,774,252,740,588,152,286,186,100,1033,843,190,750,634,116,283,209,74,1075,780,295,810,592,218,265,188,77,1082,716,366,769,557,212,313,159,154,1058,719,339,819,557,262,239,162,77,1057,656,401,798,502,296,259,154,105,1008,844,164,782,648,134,226,196,30,982,750,232,709,561,148,273,189,84,1044,880,164,805,639,166,239,241,-2,1089,766,323,838,559,279,251,207,44
1,33,岡山県,3156,2361,795,2157,1647,510,999,714,285,3119,2270,849,2095,1602,493,1024,668,356,2890,2508,382,1887,1735,152,1003,773,230,2638,2431,207,1744,1697,47,894,734,160,2865,2422,443,1931,1702,229,934,720,214,2820,2430,390,1941,1668,273,879,762,117,3082,2400,682,2074,1610,464,1008,790,218,3063,2177,886,2112,1465,647,951,712,239,3109,2242,867,2084,1497,587,1025,745,280,3098,2252,846,2108,1514,594,990,738,252,3265,2175,1090,2234,1460,774,1031,715,316,3155,2081,1074,2245,1418,827,910,663,247,2931,2215,716,2083,1554,529,848,661,187,2997,2160,837,2132,1511,621,865,649,216,3133,2151,982,2220,1521,699,913,630,283,3186,2037,1149,2294,1404,890,892,633,259,3352,2026,1326,2449,1445,1004,903,581,322,3258,1952,1306,2494,1396,1098,764,556,208,3095,2191,904,2212,1646,566,883,545,338,2895,1993,902,2041,1494,547,854,499,355,2780,2570,210,2038,1885,153,742,685,57,2876,2602,274,2096,1928,168,780,674,106,2939,2230,709,2177,1655,522,762,575,187,3103,2293,810,2344,1638,706,759,655,104,3251,2302,949,2484,1698,786,767,604,163,3280,2258,1022,2471,1659,812,809,599,210,3261,2077,1184,2506,1552,954,755,525,230,3472,2065,1407,2669,1558,1111,803,507,296,3552,2014,1538,2734,1505,1229,818,509,309,3267,2237,1030,2579,1729,850,688,508,180,3092,2145,947,2467,1632,835,625,513,112,3459,2061,1398,2744,1584,1160,715,477,238,3431,1913,1518,2756,1472,1284,675,441,234
