1,東京都生計分析調査　令和 5年 1月,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第４表　年間収入区分別及び住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　無職世帯　―　,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
56,2,6,1,1,3,麺類,1324,0.5,-7,1276,0.5,1092,0.6,1135,0.6,1426,0.5,1331,0.5,1493,0.6
57,2,6,1,1,4,他の穀類,456,0.2,19.4,476,0.2,352,0.2,458,0.2,502,0.2,483,0.2,383,0.2
58,2,5,1,2,0,魚介類,6511,2.5,-8.5,7050,2.7,5290,2.8,5548,2.8,7049,2.5,7639,2.7,4593,1.9
59,2,6,1,2,1,生鮮魚介,3471,1.4,-18.7,3844,1.5,2767,1.5,2846,1.4,3781,1.3,4234,1.5,2146,0.9
60,2,6,1,2,2,塩干魚介,1287,0.5,19.9,1370,0.5,1096,0.6,1286,0.6,1371,0.5,1403,0.5,990,0.4
61,2,6,1,2,3,魚肉練製品,810,0.3,4.5,804,0.3,754,0.4,697,0.3,834,0.3,846,0.3,828,0.3
62,2,6,1,2,4,他の魚介加工品,944,0.4,-5.7,1032,0.4,673,0.4,718,0.4,1063,0.4,1156,0.4,629,0.3
63,2,5,1,3,0,肉類,6543,2.6,1.4,6780,2.6,5545,2.9,6254,3.1,6982,2.4,6986,2.4,5699,2.4
64,2,6,1,3,1,生鮮肉,5297,2.1,3.7,5520,2.1,4439,2.4,5151,2.6,5674,2,5665,2,4501,1.9
65,2,6,1,3,2,加工肉,1246,0.5,-7.6,1260,0.5,1106,0.6,1103,0.6,1308,0.5,1321,0.5,1198,0.5
66,2,5,1,4,0,乳卵類,4278,1.7,11.6,4306,1.6,3994,2.1,4139,2.1,4403,1.5,4371,1.5,4177,1.8
67,2,6,1,4,1,牛乳,1197,0.5,6.8,1249,0.5,1342,0.7,1461,0.7,1132,0.4,1166,0.4,1010,0.4
68,2,6,1,4,2,乳製品,2170,0.8,12.1,2089,0.8,1869,1,1823,0.9,2302,0.8,2193,0.8,2456,1
69,2,6,1,4,3,卵,911,0.4,17.1,968,0.4,783,0.4,855,0.4,968,0.3,1012,0.4,711,0.3
70,2,5,1,5,0,野菜・海藻,9559,3.7,-8.9,9983,3.8,7779,4.1,8461,4.2,10344,3.6,10579,3.7,8051,3.4
71,2,6,1,5,1,生鮮野菜,6398,2.5,-11.4,6642,2.5,5285,2.8,5663,2.8,6888,2.4,7025,2.5,5528,2.3
72,2,6,1,5,2,乾物・海藻,681,0.3,-8.7,723,0.3,619,0.3,717,0.4,708,0.2,725,0.3,533,0.2
73,2,6,1,5,3,大豆加工品,1173,0.5,-3.9,1229,0.5,891,0.5,967,0.5,1297,0.5,1331,0.5,975,0.4
74,2,6,1,5,4,他の野菜・海藻加工品,1308,0.5,0.2,1390,0.5,984,0.5,1113,0.6,1450,0.5,1498,0.5,1015,0.4
75,2,5,1,6,0,果物,4473,1.7,-1.3,4593,1.8,3083,1.6,2836,1.4,5086,1.8,5281,1.9,4048,1.7
76,2,6,1,6,1,生鮮果物,3937,1.5,-6,4044,1.5,2942,1.6,2678,1.3,4376,1.5,4578,1.6,3557,1.5
77,2,6,1,6,2,果物加工品,536,0.2,55.8,549,0.2,141,0.1,157,0.1,710,0.2,702,0.2,491,0.2
78,2,5,1,7,0,油脂・調味料,3399,1.3,-5.4,3517,1.3,2489,1.3,2687,1.3,3799,1.3,3842,1.3,2977,1.3
79,2,6,1,7,1,油脂,364,0.1,-8.8,381,0.1,212,0.1,254,0.1,430,0.2,431,0.2,302,0.1
80,2,6,1,7,2,調味料,3035,1.2,-4.9,3136,1.2,2277,1.2,2433,1.2,3369,1.2,3412,1.2,2675,1.1
81,2,5,1,8,0,菓子類,5093,2,-4.1,5241,2,3455,1.8,3652,1.8,5814,2,5863,2.1,4564,1.9
82,2,5,1,9,0,調理食品,11550,4.5,-1.1,12248,4.7,8255,4.4,9137,4.6,13002,4.5,13466,4.7,9069,3.8
83,2,6,1,9,1,主食的調理食品,5351,2.1,10.4,5467,2.1,3988,2.1,4236,2.1,5951,2.1,5949,2.1,4936,2.1
84,2,6,1,9,2,他の調理食品,6200,2.4,-9.2,6781,2.6,4267,2.3,4901,2.4,7051,2.5,7517,2.6,4133,1.7
85,2,5,1,10,0,飲料,4179,1.6,4.4,4481,1.7,2727,1.4,2801,1.4,4819,1.7,5139,1.8,3103,1.3
86,2,6,1,10,1,茶類,971,0.4,-7.3,970,0.4,743,0.4,797,0.4,1071,0.4,1037,0.4,974,0.4
87,2,6,1,10,2,コーヒー・ココア,897,0.4,-12.6,984,0.4,721,0.4,815,0.4,974,0.3,1050,0.4,587,0.2
88,2,6,1,10,3,他の飲料,2312,0.9,19.9,2528,1,1263,0.7,1189,0.6,2774,1,3052,1.1,1543,0.6
89,2,5,1,11,0,酒類,3587,1.4,24.1,4053,1.5,1822,1,2314,1.2,4364,1.5,4734,1.7,1927,0.8
90,2,5,1,12,0,外食,8501,3.3,49.4,9258,3.5,4440,2.4,4669,2.3,10290,3.6,11054,3.9,5809,2.4
91,2,6,1,12,1,一般外食,8442,3.3,48.4,9182,3.5,4440,2.4,4669,2.3,10204,3.6,10948,3.8,5809,2.4
92,2,6,1,12,2,学校給食,60,0,...,76,0,-,-,-,-,86,0,106,0,-,-
93,2,4,2,0,0,住居,21770,8.5,75.3,12833,4.9,21156,11.2,13527,6.8,22041,7.7,12561,4.4,53564,22.5
94,2,5,2,1,0,家賃地代,13343,5.2,136.2,2723,1,10852,5.8,1596,0.8,14440,5,3164,1.1,51121,21.5
95,2,5,2,2,0,設備修繕・維持,8427,3.3,24.5,10110,3.9,10304,5.5,11931,6,7601,2.7,9397,3.3,2443,1
96,2,6,2,2,1,設備材料,3010,1.2,-2.3,3170,1.2,9003,4.8,10118,5.1,371,0.1,450,0.2,2443,1
97,2,6,2,2,2,工事その他のサービス,5417,2.1,46.8,6940,2.7,1302,0.7,1813,0.9,7230,2.5,8947,3.1,-,-
98,2,4,3,0,0,光熱・水道,30538,11.9,27.9,32562,12.5,25128,13.3,26851,13.4,32920,11.5,34797,12.2,23337,9.8
99,2,5,3,1,0,電気代,13634,5.3,36.4,14660,5.6,10863,5.8,12169,6.1,14855,5.2,15636,5.5,9984,4.2
100,2,5,3,2,0,ガス代,11244,4.4,40.5,12162,4.7,9372,5,10014,5,12069,4.2,13003,4.6,7976,3.4
101,2,5,3,3,0,他の光熱,1758,0.7,-20.3,2023,0.8,1911,1,2323,1.2,1690,0.6,1905,0.7,815,0.3
102,2,5,3,4,0,上下水道料,3902,1.5,6.1,3716,1.4,2982,1.6,2346,1.2,4307,1.5,4253,1.5,4561,1.9
103,2,4,4,0,0,家具・家事用品,8289,3.2,-6.2,7869,3,5827,3.1,7090,3.5,9374,3.3,8174,2.9,9783,4.1
104,2,5,4,1,0,家庭用耐久財,3297,1.3,-0.1,2969,1.1,2000,1.1,2786,1.4,3869,1.4,3041,1.1,4465,1.9
105,2,6,4,1,1,家事用耐久財,1013,0.4,-48.6,823,0.3,664,0.4,924,0.5,1168,0.4,783,0.3,1691,0.7
106,2,6,4,1,2,冷暖房用器具,1349,0.5,35.2,1022,0.4,1312,0.7,1826,0.9,1366,0.5,707,0.2,2514,1.1
107,2,6,4,1,3,一般家具,935,0.4,184.2,1125,0.4,25,0,35,0,1336,0.5,1551,0.5,260,0.1
108,2,5,4,2,0,室内装備・装飾品,181,0.1,-55.7,215,0.1,62,0,42,0,233,0.1,282,0.1,62,0
109,2,5,4,3,0,寝具類,489,0.2,97.2,214,0.1,319,0.2,406,0.2,563,0.2,139,0,1467,0.6
110,2,5,4,4,0,家事雑貨,1365,0.5,-18.8,1525,0.6,1296,0.7,1598,0.8,1395,0.5,1496,0.5,794,0.3
111,2,5,4,5,0,家事用消耗品,2510,1,3.5,2484,0.9,1748,0.9,1875,0.9,2845,1,2722,1,2602,1.1
112,2,5,4,6,0,家事サービス,448,0.2,-42.3,463,0.2,401,0.2,384,0.2,468,0.2,494,0.2,394,0.2
113,2,4,5,0,0,被服及び履物,6387,2.5,34.7,6787,2.6,2843,1.5,3073,1.5,7948,2.8,8241,2.9,4965,2.1
114,2,5,5,1,0,和服,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,2,5,5,2,0,洋服,2826,1.1,69.5,3116,1.2,871,0.5,1103,0.6,3687,1.3,3903,1.4,1794,0.8
116,2,6,5,2,1,男子用洋服,705,0.3,38.8,753,0.3,33,0,46,0,1001,0.3,1029,0.4,537,0.2
117,2,6,5,2,2,婦人用洋服,2095,0.8,83.6,2347,0.9,838,0.4,1057,0.5,2649,0.9,2851,1,1199,0.5
118,2,6,5,2,3,子供用洋服,25,0,31.6,16,0,-,-,-,-,37,0,23,0,58,0
119,2,5,5,3,0,シャツ・セーター類,982,0.4,33.2,1086,0.4,342,0.2,342,0.2,1264,0.4,1377,0.5,613,0.3
120,2,6,5,3,1,男子用シャツ・セーター類,282,0.1,18.5,283,0.1,154,0.1,214,0.1,339,0.1,309,0.1,282,0.1
121,2,6,5,3,2,婦人用シャツ・セーター類,700,0.3,40.6,803,0.3,188,0.1,128,0.1,925,0.3,1068,0.4,331,0.1
122,2,6,5,3,3,子供用シャツ・セーター類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
123,2,5,5,4,0,下着類,762,0.3,9.6,717,0.3,440,0.2,333,0.2,904,0.3,868,0.3,921,0.4
124,2,6,5,4,1,男子用下着類,236,0.1,18,256,0.1,88,0,87,0,302,0.1,322,0.1,169,0.1
125,2,6,5,4,2,婦人用下着類,517,0.2,4.4,455,0.2,352,0.2,246,0.1,589,0.2,537,0.2,735,0.3
126,2,6,5,4,3,子供用下着類,9,0,...,7,0,-,-,-,-,13,0,9,0,18,0
127,2,5,5,5,0,生地・糸類,78,0,-35.5,92,0,30,0,34,0,99,0,115,0,27,0
128,2,5,5,6,0,他の被服,674,0.3,16.8,822,0.3,301,0.2,402,0.2,838,0.3,986,0.3,146,0.1
129,2,5,5,7,0,履物類,853,0.3,-1.7,715,0.3,690,0.4,743,0.4,925,0.3,705,0.2,1342,0.6
130,2,5,5,8,0,被服関連サービス,213,0.1,184,239,0.1,170,0.1,115,0.1,232,0.1,288,0.1,121,0.1
131,2,4,6,0,0,保健医療,15541,6.1,-6.7,16776,6.4,13078,6.9,15041,7.5,16625,5.8,17455,6.1,11148,4.7
132,2,5,6,1,0,医薬品,2902,1.1,5.9,3110,1.2,2504,1.3,2857,1.4,3078,1.1,3209,1.1,2163,0.9
133,2,5,6,2,0,健康保持用摂取品,1563,0.6,-17.7,1777,0.7,476,0.3,580,0.3,2042,0.7,2246,0.8,801,0.3
134,2,5,6,3,0,保健医療用品・器具,1780,0.7,-8.8,2022,0.8,1462,0.8,1848,0.9,1919,0.7,2090,0.7,917,0.4
135,2,5,6,4,0,保健医療サービス,9296,3.6,-7.6,9866,3.8,8636,4.6,9755,4.9,9586,3.4,9910,3.5,7266,3.1
136,2,4,7,0,0,交通・通信,21964,8.6,-8.6,23602,9,12606,6.7,12478,6.2,26086,9.1,27957,9.8,16138,6.8
137,2,5,7,1,0,交通,3706,1.4,23.9,4406,1.7,1026,0.5,1214,0.6,4886,1.7,5656,2,1216,0.5
138,2,5,7,2,0,自動車等関係費,8361,3.3,-27.6,8588,3.3,4162,2.2,3826,1.9,10210,3.6,10452,3.7,7553,3.2
139,2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
141,2,6,7,2,3,自動車等維持,8361,3.3,-27.6,8588,3.3,4162,2.2,3826,1.9,10210,3.6,10452,3.7,7553,3.2
142,2,5,7,3,0,通信,9898,3.9,4.2,10608,4.1,7418,3.9,7437,3.7,10990,3.8,11849,4.2,7370,3.1
143,2,4,8,0,0,教育,3512,1.4,...,44,0,38,0,53,0,5042,1.8,40,0,15850,6.7
144,2,5,8,1,0,授業料等,3490,1.4,...,15,0,38,0,53,0,5010,1.8,-,-,15850,6.7
145,2,5,8,2,0,教科書・学習参考教材,22,0,...,29,0,-,-,-,-,32,0,40,0,-,-
146,2,5,8,3,0,補習教育,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
147,2,4,9,0,0,教養娯楽,27246,10.6,-3.1,29777,11.4,22218,11.8,26341,13.1,29460,10.3,31122,10.9,18240,7.7
148,2,5,9,1,0,教養娯楽用耐久財,1927,0.8,27.1,2316,0.9,56,0,78,0,2752,1,3192,1.1,546,0.2
149,2,5,9,2,0,教養娯楽用品,5436,2.1,113.8,6263,2.4,7150,3.8,9641,4.8,4681,1.6,4941,1.7,2492,1
150,2,5,9,3,0,書籍・他の印刷物,4698,1.8,6.5,4782,1.8,3958,2.1,3227,1.6,5024,1.8,5391,1.9,4396,1.9
151,2,5,9,4,0,教養娯楽サービス,15185,5.9,-22.7,16416,6.3,11054,5.9,13395,6.7,17004,5.9,17598,6.2,10806,4.5
152,2,6,9,4,1,宿泊料,2202,0.9,40.3,2821,1.1,2507,1.3,3491,1.7,2067,0.7,2558,0.9,-,-
153,2,6,9,4,2,パック旅行費,1722,0.7,-78.9,1727,0.7,-,-,-,-,2480,0.9,2403,0.8,1703,0.7
154,2,6,9,4,3,月謝類,1395,0.5,-15.3,1762,0.7,662,0.4,921,0.5,1718,0.6,2091,0.7,90,0
155,2,6,9,4,4,他の教養娯楽サービス,9867,3.9,19,10106,3.9,7886,4.2,8983,4.5,10739,3.8,10546,3.7,9014,3.8
156,2,4,10,0,0,その他の消費支出,47475,18.5,-24.9,53967,20.6,31518,16.7,38230,19.1,54503,19.1,60126,21.1,24381,10.3
157,2,5,10,1,0,諸雑費,19330,7.5,-21.6,20935,8,8692,4.6,8370,4.2,24015,8.4,25854,9.1,13618,5.7
158,2,6,10,1,1,理美容サービス,3071,1.2,17.8,3351,1.3,1801,1,1403,0.7,3630,1.3,4113,1.4,2076,0.9
159,2,6,10,1,2,理美容用品,3732,1.5,-1.8,3583,1.4,1907,1,1427,0.7,4536,1.6,4427,1.6,4263,1.8
160,2,6,10,1,3,身の回り用品,1378,0.5,46.9,1687,0.6,568,0.3,728,0.4,1734,0.6,2062,0.7,279,0.1
161,2,6,10,1,4,たばこ,747,0.3,9.5,450,0.2,1392,0.7,1167,0.6,463,0.2,170,0.1,1805,0.8
162,2,6,10,1,5,他の諸雑費,10401,4.1,-37.5,11865,4.5,3023,1.6,3645,1.8,13651,4.8,15082,5.3,5196,2.2
163,2,5,10,2,0,こづかい,3285,1.3,-35.1,3610,1.4,3952,2.1,4434,2.2,2991,1,3288,1.2,2128,0.9
164,2,5,10,3,0,交際費,24712,9.6,-20.9,29382,11.2,18875,10,25425,12.7,27283,9.5,30931,10.8,8097,3.4
165,2,6,10,3,0,食料,4413,1.7,3.1,5062,1.9,1293,0.7,1800,0.9,5788,2,6338,2.2,2107,0.9
166,2,6,10,3,0,家具・家事用品,194,0.1,158.7,199,0.1,134,0.1,187,0.1,220,0.1,203,0.1,178,0.1
167,2,6,10,3,0,被服及び履物,370,0.1,7.2,424,0.2,1,0,2,0,532,0.2,589,0.2,176,0.1
168,2,6,10,3,0,教養娯楽,339,0.1,-35.2,413,0.2,4,0,6,0,486,0.2,572,0.2,74,0
169,2,6,10,3,0,他の物品サービス,52,0,-95.6,65,0,-,-,-,-,75,0,91,0,7,0
170,2,6,10,3,6,贈与金,15600,6.1,-19.6,18795,7.2,15310,8.1,20961,10.5,15728,5.5,17947,6.3,4235,1.8
171,2,6,10,3,7,他の交際費,3744,1.5,-31.1,4425,1.7,2132,1.1,2469,1.2,4453,1.6,5191,1.8,1319,0.6
172,2,5,10,4,0,仕送り金,148,0.1,-93.5,39,0,-,-,-,-,214,0.1,54,0,538,0.2
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,3888,1.5,405.6,467,0.2,218,0.1,275,0.1,5504,1.9,542,0.2,16056,6.8
175,2,3,0,0,0,（再掲）教養娯楽関係費,29380,11.5,-1.3,32308,12.4,22642,12,26778,13.4,32348,11.3,34473,12.1,18964,8
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,15748,6.1,-27.4,18834,7.2,15310,8.1,20961,10.5,15942,5.6,18001,6.3,4773,2
177,2,3,0,0,0,（再掲）経常消費支出,195292,76.2,5.3,195975,74.9,142775,75.8,141799,70.8,218424,76.3,217181,76.1,192862,81.2
178,2,3,0,0,0,（再掲）情報通信関係費,14283,5.6,5.8,14691,5.6,9953,5.3,10071,5,16191,5.7,16499,5.8,12833,5.4
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,218712,85.4,-0.3,229817,87.9,151975,80.6,165826,82.8,248107,86.7,254864,89.3,179207,75.4
180,2,2,0,0,0,その他の実支出,18731,-,-16.4,19206,-,6640,-,6667,-,24056,-,24114,-,17040,-
181,2,3,0,0,0,直接税,6446,-,-24.5,7311,-,1958,-,2727,-,8423,-,9105,-,3372,-
182,2,4,0,0,0,勤労所得税,529,-,13.8,503,-,24,-,33,-,752,-,686,-,624,-
183,2,4,0,0,0,個人住民税,2552,-,-34.9,2978,-,206,-,287,-,3585,-,4031,-,1036,-
184,2,4,0,0,0,他の税,3365,-,-19,3830,-,1728,-,2406,-,4087,-,4388,-,1711,-
185,2,3,0,0,0,社会保険料,12283,-,-11.3,11893,-,4682,-,3940,-,15631,-,15006,-,13669,-
186,2,4,0,0,0,公的年金保険料,2894,-,40.1,2256,-,-,-,-,-,4168,-,3140,-,5161,-
187,2,4,0,0,0,健康保険料,8356,-,-25.4,8629,-,4387,-,3833,-,10104,-,10507,-,7385,-
188,2,4,0,0,0,介護保険料,907,-,74.4,917,-,294,-,108,-,1177,-,1234,-,871,-
189,2,4,0,0,0,他の社会保険料,126,-,121.1,91,-,-,-,-,-,182,-,126,-,252,-
190,2,3,0,0,0,その他,1,-,-97,2,-,-,-,-,-,2,-,2,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),115582,-,-10.6,108994,-,66423,-,49181,-,137235,-,132407,-,139017,-
192,2,2,0,0,0,預貯金,65772,-,-3.1,57770,-,45597,-,28746,-,74659,-,69130,-,94240,-
193,2,2,0,0,0,保険料,5199,-,-8.9,5124,-,1811,-,2280,-,6692,-,6238,-,5466,-
194,2,3,0,0,0,個人・企業年金保険料,1526,-,206.4,1710,-,257,-,359,-,2085,-,2239,-,873,-
195,2,3,0,0,0,他の保険料,3673,-,-29.4,3414,-,1553,-,1921,-,4607,-,3999,-,4593,-
196,2,2,0,0,0,有価証券購入,867,-,-26.5,141,-,-,-,-,-,1249,-,196,-,3449,-
197,2,2,0,0,0,土地家屋借金返済,5178,-,72.5,6634,-,6648,-,9258,-,4531,-,5607,-,-,-
198,2,2,0,0,0,他の借金返済,227,-,77.3,50,-,129,-,179,-,270,-,-,-,856,-
199,2,2,0,0,0,クレジット購入借入金返済,37777,-,-25.7,38810,-,12239,-,8718,-,49026,-,50589,-,34104,-
200,2,2,0,0,0,実支出以外の支払のその他,561,-,-1.9,465,-,-,-,-,-,808,-,646,-,903,-
201,2,1,0,0,0,繰越金,77090,-,-26.7,89373,-,53959,-,59644,-,87278,-,101009,-,33393,-
202,3,0,0,0,0,可処分所得,49362,-,66.2,37229,-,41711,-,24825,-,52732,-,42084,-,92525,-
203,3,0,0,0,0,黒字,-206868,-,7.6,-224255,-,-146730,-,-175488,-,-233357,-,-243343,-,-145019,-
204,3,1,0,0,0,金融資産純増,-158749,-,17.5,-171288,-,-102440,-,-117066,-,-183550,-,-192512,-,-114141,-
205,3,3,0,0,0,貯蓄純増,-159616,-,17.3,-171429,-,-102440,-,-117066,-,-184799,-,-192708,-,-117591,-
206,3,4,0,0,0,預貯金純増,-159064,-,11.9,-169186,-,-104251,-,-119345,-,-183207,-,-188694,-,-123057,-
