1,"東京都生計分析調査　令和 5年","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
48,"meimoku","tuki","対前年（同月）名目増加率_令和 5年 4月",-,-,-,-,4.4,6.8,14.9,6.7,5.0,16.9,14.5,5.6,18.3,8.9,17.1,9.0,22.5,3.5,35.4,-24.7,-4.2,-42.3,-1.4,3.0,2.7,-27.7,-16.0,20.0,32.0,77.7,-28.9,1.4,13.8,101.9,11.4,-100.0,7.9,27.5,-4.2,12.8,-0.1,17.8,4.1,15.9,12.9,46.9,-3.7,19.9,-26.2,19.1,-51.5,-10.1,50.5,63.8,11.6,-27.5,6.2,4.3,11.7,-5.8,6.4,9.5,24.7,2.9,-20.9,62.1,-100.0,,,,,
49,"meimoku","tuki","対前年（同月）名目増加率_令和 5年 5月",-,-,-,-,-0.5,-1.2,8.6,9.8,3.0,17.3,13.9,7.0,10.3,11.7,16.0,6.2,11.3,5.3,3.4,-27.3,-12.8,-42.2,4.8,-1.8,-4.0,15.7,40.8,8.7,20.3,-42.0,18.3,-22.9,12.1,143.0,-5.6,-5.6,-3.6,-13.4,26.0,38.2,-6.8,-18.9,-5.1,-9.5,1.0,13.6,-12.7,-14.1,-6.8,26.4,-31.2,7.1,-19.9,-17.1,-1.6,-33.1,14.3,32.3,41.5,-6.1,6.8,-0.6,-3.9,24.9,-3.8,11.2,...,,,,,
50,"meimoku","tuki","対前年（同月）名目増加率_令和 5年 6月",-,-,-,-,7.1,9.7,8.9,9.7,1.2,16.0,11.2,3.9,14.2,6.8,10.2,5.2,10.6,19.1,9.8,32.2,-8.8,127.4,-4.8,1.0,-5.3,8.7,-13.1,4.8,5.5,-20.7,-20.1,1.1,10.3,58.5,9.0,94.4,30.5,7.2,4.3,-0.8,-14.5,-14.6,-9.1,4.5,14.4,34.0,-14.3,3.6,2.7,13.4,-7.7,10.3,14.3,38.3,0.0,-26.0,20.9,44.9,24.0,-2.1,22.2,6.8,6.1,0.7,2.4,166.2,-100.0,,,,,
51,"meimoku","tuki","対前年（同月）名目増加率_令和 5年 7月",-,-,-,-,1.4,1.4,9.2,7.0,-0.9,5.8,11.4,4.9,8.8,4.0,11.6,6.3,10.6,14.7,18.6,-10.7,-10.6,-10.8,-9.6,-14.1,-14.6,-24.4,5.8,5.1,-32.0,-34.0,238.6,7.9,4.6,128.4,10.7,33.3,15.8,-4.8,22.9,-41.5,11.9,14.9,22.7,3.0,4.4,-10.7,3.0,4.6,10.6,12.5,19.7,-1.1,-9.3,51.2,25.3,-61.4,-10.8,33.5,18.6,-8.8,-21.7,1.4,-5.4,-10.8,19.1,15.9,-,,,,,
52,"meimoku","tuki","対前年（同月）名目増加率_令和 5年 8月",-,-,-,-,12.3,6.3,10.1,3.8,0.6,4.0,15.2,-0.5,-1.7,2.9,11.9,7.8,6.1,14.3,31.6,78.3,-18.4,429.1,-17.1,-15.1,-23.1,-37.2,-16.6,15.8,60.3,13.5,11.9,-11.7,-2.3,-34.1,0.2,-91.6,-12.4,20.4,-18.2,-41.7,-10.2,9.0,85.3,-24.3,-24.7,-41.3,19.8,-32.2,11.5,62.2,-12.6,5.8,-45.1,-51.9,-53.5,-31.9,10.0,121.9,-7.4,-7.1,8.0,0.2,-16.7,-8.1,40.6,39.2,...,,,,,
53,"meimoku","tuki","対前年（同月）名目増加率_令和 5年 9月",-,-,-,-,-3.8,-2.8,7.2,4.0,5.5,3.7,18.8,4.1,14.0,-1.2,7.5,1.0,9.2,0.4,17.9,-25.7,-33.2,-3.8,-10.9,-12.9,-22.5,0.0,5.5,0.2,43.7,-15.5,-49.2,-10.3,-5.9,-10.9,-36.3,-97.9,-34.8,-31.0,-22.6,-55.3,-20.1,-9.9,-72.7,-14.1,-7.6,-14.2,-30.0,-10.8,-4.7,23.3,-16.3,-6.8,-10.9,-17.5,-66.2,28.2,3.0,-36.6,-23.2,7.8,23.3,6.5,10.4,-8.4,-9.0,130.3,-100.0,,,,,
54,"meimoku","tuki","対前年（同月）名目増加率_令和 5年10月",-,-,-,-,13.1,8.9,4.6,-6.2,6.3,1.6,18.4,6.0,13.5,2.5,1.0,4.7,10.6,13.9,2.0,35.9,-30.3,260.3,-14.8,-11.0,-24.2,-43.5,-15.9,-1.5,-2.0,-38.2,-3.6,-9.4,8.9,28.5,-14.2,-68.6,-10.3,-7.2,-16.3,-50.0,-37.5,4.5,-44.9,15.8,-14.4,-14.6,-18.2,39.7,16.5,24.1,16.4,10.0,56.7,59.7,-36.8,49.5,11.2,120.6,-12.7,0.2,12.4,-3.4,-15.5,-17.5,9.9,181.7,...,,,,,
55,"meimoku","tuki","対前年（同月）名目増加率_令和 5年11月",-,-,-,-,-1.7,-8.1,5.2,2.1,7.2,3.0,7.8,5.6,6.7,8.3,4.0,11.2,-5.5,2.5,4.9,-43.5,-27.5,-59.7,-9.4,-7.9,-26.5,4.4,7.4,-0.5,-29.0,75.5,151.6,-3.5,-0.2,8.6,18.4,-98.4,25.8,45.6,18.5,40.4,13.8,35.9,-7.7,-13.7,-27.3,-32.8,-26.1,-2.0,-2.3,-16.8,19.2,-9.2,-42.0,-52.4,1.8,-16.1,2.8,-57.5,-2.3,8.8,15.5,-11.8,-6.2,-42.9,-4.3,-9.5,...,,,,,
56,"meimoku","tuki","対前年（同月）名目増加率_令和 5年12月",-,-,-,-,-1.9,-1.9,3.9,5.8,3.8,0.4,7.2,12.5,2.6,10.3,3.8,3.1,-5.2,-5.8,4.1,-12.3,-37.5,40.0,-21.5,-19.1,-30.2,-28.8,-14.3,-3.6,-13.9,-68.4,240.7,-9.5,-1.5,115.8,-3.0,-100.0,-8.6,2.4,17.0,52.4,-11.8,15.4,113.8,1.3,-12.8,-8.5,38.8,-4.6,-11.7,3.6,-21.1,-11.5,23.5,40.5,-44.6,-4.8,4.7,-12.5,5.1,-1.0,8.2,-6.2,-17.9,-7.9,4.8,140.9,-,,,,,
57,"jissitu","nen","対前年（同月）実質増加率_平成24年",-,-,-,-,-,2.9,2.0,-2.4,-0.3,-0.6,7.5,0.0,-0.2,1.3,-1.2,4.3,3.7,11.4,4.2,8.8,-4.1,40.7,2.5,1.0,7.5,11.8,-0.7,9.9,15.8,47.9,4.9,3.9,4.8,-3.4,6.1,-3.4,4.6,8.7,7.6,-,6.4,5.4,12.5,0.6,6.2,14.2,6.8,-4.1,5.3,11.6,5.5,0.6,-3.1,-3.0,0.1,-3.4,2.4,1.3,5.0,-6.3,3.4,-,7.5,-,-,-,-,,,,,
58,"jissitu","nen","対前年（同月）実質増加率_平成25年",-,-,-,-,-,3.4,2.1,1.4,-1.0,4.0,1.5,0.1,1.1,1.3,6.1,0.0,7.4,-0.8,3.6,16.1,15.0,17.7,-3.5,-1.2,-7.3,-21.5,-0.9,4.1,18.6,-29.7,30.3,-5.4,4.5,3.0,3.8,3.6,4.2,3.9,2.3,-,-0.2,9.1,-2.2,1.3,2.1,-4.9,7.7,0.3,6.6,2.3,11.0,3.7,-9.3,-7.4,-10.9,-15.1,5.3,-1.3,2.9,0.5,7.4,-,5.9,-,-,-,-,,,,,
59,"jissitu","nen","対前年（同月）実質増加率_平成26年",-,-,-,-,-,-5.6,-2.2,-1.2,-5.4,1.1,1.5,1.3,1.1,1.8,-2.6,0.4,-4.3,1.3,-8.0,-14.3,-16.0,-12.1,-4.1,-6.2,-1.0,13.1,-4.2,2.4,3.5,3.3,-12.7,1.9,1.2,18.9,-2.1,77.1,-4.0,-2.9,-9.5,-,2.8,5.4,-6.5,-2.9,3.8,1.1,-8.8,-3.9,-5.0,-10.7,-3.7,-1.9,-14.6,-17.0,-14.1,-5.5,-3.2,-10.2,3.0,-3.2,-4.2,-,-6.9,-,-,-,-,,,,,
60,"jissitu","nen","対前年（同月）実質増加率_平成27年",-,-,-,-,-,-0.1,0.6,0.2,0.7,-2.3,4.0,0.9,0.4,0.5,-1.5,0.4,-1.1,-0.3,2.8,-1.4,8.1,-15.9,0.2,-0.6,2.9,-25.7,0.5,-6.8,-11.6,7.4,-16.7,-4.6,-2.7,-7.5,-1.0,-23.2,7.3,-1.2,-7.2,-,-10.9,-6.9,-11.1,-1.8,-5.7,-3.3,-6.3,1.0,-3.0,-1.4,-10.1,6.1,22.6,30.1,11.6,1.5,-3.7,-16.7,-8.3,-3.6,-0.9,-,-2.8,-,-,-,-,,,,,
61,"jissitu","nen","対前年（同月）実質増加率_平成28年",-,-,-,-,-,-1.8,-0.5,-2.7,-2.0,-0.7,2.1,-4.4,-6.4,-0.4,-2.4,7.3,4.6,-3.8,-0.6,-1.1,-5.3,6.9,-1.8,-1.6,-2.4,-1.1,-1.0,0.6,0.7,6.6,1.1,-6.9,7.7,-6.0,-5.5,-20.7,-8.3,-3.5,1.9,-,-11.0,-6.0,10.7,-2.2,-1.3,1.0,8.0,-5.5,-4.4,0.7,-12.7,1.3,4.1,1.6,-22.4,15.4,-4.6,-4.3,-0.4,-6.3,-5.6,-,0.8,-,-,-,-,,,,,
62,"jissitu","nen","対前年（同月）実質増加率_平成29年",-,-,-,-,-,2.1,0.6,-0.4,-7.7,2.3,0.7,0.9,0.2,4.0,0.5,1.7,0.1,6.0,1.0,-2.8,-7.2,4.7,0.8,-1.7,2.1,19.7,2.7,8.4,12.9,14.6,4.1,7.1,3.7,5.8,-3.0,-30.6,-0.6,-3.1,-7.3,-,-0.5,-4.3,-9.0,2.4,4.4,16.4,-0.4,0.7,10.5,0.3,23.8,5.0,-1.9,0.8,14.5,-11.7,2.1,27.6,5.9,-2.1,-0.3,-,-0.2,-,-,-,-,,,,,
63,"jissitu","nen","対前年（同月）実質増加率_平成30年",-,-,-,-,-,-2.9,-0.7,1.5,-7.6,-1.2,-4.4,-2.4,-3.8,-1.1,4.4,1.4,6.7,-10.1,1.4,-0.1,2.2,-3.3,-2.4,-0.4,-5.6,-14.4,-1.5,-11.4,-15.4,-46.3,-10.5,-5.0,0.0,-4.5,-3.9,-5.0,-1.4,-10.3,-2.0,-,-5.0,-0.6,-6.0,1.9,-1.2,-13.2,0.5,5.8,-3.5,4.3,-12.4,2.2,3.5,0.6,-18.2,15.5,-4.5,-8.3,-4.8,-5.1,-3.8,-,-1.8,-,-,-,-,,,,,
64,"jissitu","nen","対前年（同月）実質増加率_平成31年・令和元年",-,-,-,-,-,0.4,1.4,0.7,-2.4,-1.9,-0.8,-1.5,-1.7,0.3,3.2,3.6,1.5,11.6,3.5,-2.3,-8.4,7.2,-3.7,-3.7,-2.3,4.9,-5.5,11.8,12.4,41.3,23.0,9.8,5.2,3.6,1.7,64.5,0.9,4.9,-6.0,-,6.1,-3.8,0.6,3.0,11.8,0.9,9.5,-0.6,3.0,7.1,3.5,0.1,-4.5,-7.1,15.3,2.4,2.3,15.2,7.9,-0.1,-0.3,-,0.3,-,-,-,-,,,,,
65,"jissitu","nen","対前年（同月）実質増加率_令和 2年",-,-,-,-,-,-2.2,1.3,5.1,9.4,17.2,14.3,10.2,4.4,19.8,4.7,4.9,8.1,17.9,-29.1,15.0,19.4,8.1,4.3,4.6,3.7,-17.8,5.7,8.3,11.2,-10.7,-6.1,8.1,18.5,-3.9,-20.6,39.4,-24.7,-25.8,-4.7,-,-21.4,-21.8,-9.5,5.5,1.5,9.1,17.1,2.5,-6.9,-43.3,6.3,7.5,6.4,11.3,28.1,-9.5,-15.1,33.4,-0.9,-1.3,-28.1,-,-3.4,-,-,-,-,,,,,
66,"jissitu","nen","対前年（同月）実質増加率_令和 3年",-,-,-,-,-,1.3,0.3,-2.1,-1.0,-2.7,-4.3,-4.6,0.7,-4.7,3.8,8.6,4.2,9.8,-2.3,-5.0,-11.1,3.3,-5.3,-8.9,-4.6,-7.4,0.6,-1.3,-3.2,31.4,12.6,-2.2,-8.6,-0.6,-3.4,-44.1,-3.7,3.4,3.6,-,-4.3,9.9,-26.7,3.8,-1.5,-10.2,-3.2,9.7,8.6,6.4,4.1,20.0,-1.0,0.4,1.0,-4.5,0.5,-7.3,2.8,-7.7,3.6,-,12.5,-,-,-,-,,,,,
67,"jissitu","nen","対前年（同月）実質増加率_令和 4年",-,-,-,-,-,-2.3,-5.9,-7.5,-17.5,-9.3,-6.3,-8.0,-12.8,-9.1,-3.3,-7.0,-6.4,-17.8,11.4,-0.2,15.8,-19.1,-3.3,-0.5,-7.4,25.6,-4.6,-10.2,-12.3,-21.2,-8.7,-9.1,-2.9,-22.6,5.4,46.8,4.8,5.9,-11.4,-,7.6,8.3,18.0,-4.9,-2.0,4.4,-3.5,-7.2,3.7,25.8,-5.0,7.8,1.8,-2.7,-32.2,17.8,7.0,-20.5,-2.5,-7.0,19.0,-,2.0,-,-,-,-,,,,,
68,"jissitu","nen","対前年（同月）実質増加率_令和 5年",-,-,-,-,-,-0.7,0.4,-3.4,-8.7,1.5,-4.0,-2.5,0.8,-4.8,-0.7,-2.3,1.5,-0.5,12.9,-6.1,-16.4,10.7,6.7,15.3,0.8,-31.1,-0.7,-4.4,-1.3,-32.8,9.6,-12.0,-5.5,27.3,-3.5,-85.0,0.8,-0.4,-2.0,-,-10.1,-1.3,-12.6,-2.7,-4.4,-7.6,-8.7,0.4,-4.4,19.1,-14.7,-7.3,7.2,17.2,18.4,-18.1,6.6,19.1,0.0,-6.1,9.2,-,-8.6,-,-,-,-,,,,,
69,"jissitu","tuki","対前年（同月）実質増加率_令和 5年 1月",-,-,-,-,-,3.7,4.0,0.3,-14.6,-0.8,-5.3,-3.6,1.1,-9.1,1.2,4.6,6.3,-2.2,35.3,17.2,9.8,31.4,10.6,12.3,0.1,-18.8,32.9,-15.8,-34.8,-29.3,-7.2,-2.6,1.6,-19.5,6.6,546.3,23.0,5.3,10.9,-,6.8,-30.5,-20.8,5.2,14.5,-5.3,3.0,4.7,-11.1,41.5,-28.6,-13.6,26.6,19.0,92.7,41.5,34.4,63.4,13.7,2.9,43.7,-,-24.3,-,-,-,-,,,,,
70,"jissitu","tuki","対前年（同月）実質増加率_令和 5年 2月",-,-,-,-,-,-0.4,1.1,-5.9,-19.8,0.6,-9.5,-6.6,-6.3,-8.7,6.0,-0.9,1.2,-3.8,37.5,-21.0,-4.2,-40.3,8.8,28.7,-0.2,-46.2,-10.9,-14.0,-44.6,-18.6,-27.6,0.1,-1.1,87.6,2.2,-,10.8,-0.4,16.2,-,-13.6,-11.8,-14.8,28.0,22.7,11.7,12.2,40.0,-15.4,65.1,-34.3,-15.5,21.8,40.8,534.1,-14.1,14.8,-26.3,6.0,-10.1,29.2,-,11.2,-,-,-,-,,,,,
71,"jissitu","tuki","対前年（同月）実質増加率_令和 5年 3月",-,-,-,-,-,4.5,1.9,-2.6,-12.2,1.6,-6.8,-4.9,2.9,-6.6,1.7,-2.4,4.4,-5.4,27.5,-15.8,-8.1,-29.2,15.3,24.1,3.5,-58.1,22.8,-6.9,88.1,-27.0,-78.7,-10.7,-7.2,-37.8,2.4,-94.2,-0.1,3.6,3.6,-,16.7,27.8,-19.8,-6.4,10.3,3.6,-5.2,-11.8,24.1,41.5,36.3,-0.4,19.8,41.8,76.8,-22.3,33.8,81.9,10.9,-8.2,42.2,-,-25.8,-,-,-,-,,,,,
72,"jissitu","tuki","対前年（同月）実質増加率_令和 5年 4月",-,-,-,-,-,2.4,6.1,-1.3,-9.4,9.0,-0.4,3.2,15.9,-1.4,6.0,-0.5,14.5,-3.5,26.2,-26.0,-4.2,-44.7,0.6,11.8,-3.4,-30.2,-16.0,9.0,17.0,62.6,-34.1,-8.2,4.5,98.7,6.6,-100.0,4.9,20.4,-11.0,-,-4.5,11.7,-0.5,13.9,10.9,44.3,-9.5,19.4,-28.6,14.4,-51.9,-16.5,48.4,64.0,11.0,-31.0,3.0,0.9,3.7,-6.6,4.1,-,23.0,-,-,-,-,,,,,
73,"jissitu","tuki","対前年（同月）実質増加率_令和 5年 5月",-,-,-,-,-,-5.0,0.6,1.7,-9.3,9.6,-1.0,5.4,6.2,-0.3,5.6,-3.5,4.2,-1.7,-3.3,-28.4,-12.7,-44.3,13.1,17.0,-5.9,10.7,40.8,-0.3,12.0,-47.4,9.1,-31.3,1.7,139.2,-10.1,-10.8,-6.7,-18.5,15.4,-,-11.6,-23.9,-8.9,-11.4,-1.3,11.0,-18.9,-14.5,-10.0,21.3,-32.1,-0.3,-21.5,-17.7,-2.1,-36.3,10.1,25.9,30.9,-9.0,4.2,-,-5.3,-,-,-,-,,,,,
74,"jissitu","tuki","対前年（同月）実質増加率_令和 5年 6月",-,-,-,-,-,5.6,0.8,1.2,-11.9,10.6,-5.3,2.7,12.0,-5.3,-0.5,-4.1,1.9,10.7,3.4,30.5,-8.9,120.8,1.4,13.4,-2.8,4.0,-13.1,-2.1,1.7,-30.1,-25.3,-8.0,0.7,56.0,3.6,84.1,25.6,1.0,-3.9,-,-19.5,-19.4,-13.0,2.0,12.0,31.2,-22.0,3.1,-0.7,9.0,-8.8,3.0,12.1,37.3,-0.5,-29.6,16.8,39.5,14.2,-6.3,20.0,-,4.1,-,-,-,-,,,,,
75,"jissitu","tuki","対前年（同月）実質増加率_令和 5年 7月",-,-,-,-,-,-2.4,0.6,-2.0,-13.5,0.4,-4.8,-0.3,3.9,-6.9,0.1,-3.6,2.1,6.0,12.3,-12.0,-10.7,-13.7,1.3,3.1,-6.5,-27.0,5.8,-2.5,-34.3,-42.7,212.1,-1.0,-7.2,128.4,5.3,26.7,11.3,-9.0,12.4,-,5.6,7.3,17.8,0.6,2.3,-12.5,-5.8,4.1,7.3,8.2,17.7,-5.6,-11.1,50.1,24.7,-63.3,-15.1,29.9,9.5,-13.9,-24.9,-,-6.9,-,-,-,-,,,,,
76,"jissitu","tuki","対前年（同月）実質増加率_令和 5年 8月",-,-,-,-,-,2.6,1.8,-4.9,-10.5,-1.2,-4.1,-5.1,-3.4,-6.9,-0.1,-1.2,-0.8,5.2,24.9,75.7,-18.5,411.7,-2.5,9.3,-11.0,-40.1,-16.6,8.6,58.4,-1.1,6.4,-18.6,-13.3,-34.1,-5.2,-92.1,-15.6,11.9,-24.8,-,-15.9,1.3,78.0,-26.4,-26.9,-43.0,8.8,-32.5,7.6,56.6,-15.0,0.8,-46.2,-52.2,-53.7,-35.2,4.0,119.3,-15.8,-12.3,2.7,-,-18.4,-,-,-,-,,,,,
77,"jissitu","tuki","対前年（同月）実質増加率_令和 5年 9月",-,-,-,-,-,-6.1,-1.5,-4.3,-2.7,-1.2,-0.1,-7.2,4.3,-10.2,-3.2,-8.1,0.7,-7.0,12.5,-26.9,-33.3,-7.2,8.1,17.2,-7.1,-6.4,5.5,-5.2,43.0,-28.0,-51.8,-15.8,-15.5,-10.7,-39.2,-98.0,-37.3,-34.0,-27.8,-,-25.3,-14.8,-73.8,-16.3,-10.3,-16.7,-35.8,-11.2,-8.1,18.2,-18.4,-11.2,-12.6,-18.1,-66.4,22.0,-2.3,-36.9,-29.2,1.6,17.4,-,8.1,-,-,-,-,,,,,
78,"jissitu","tuki","対前年（同月）実質増加率_令和 5年10月",-,-,-,-,-,4.7,-3.8,-12.8,-1.8,-3.1,-1.0,-10.0,-4.2,-7.0,-9.1,-3.8,4.8,10.4,-0.9,34.3,-30.4,251.2,-1.7,9.3,-12.0,-46.3,-15.9,-7.6,-4.6,-47.0,-8.9,-14.7,-2.6,28.8,-17.8,-69.9,-13.5,-10.7,-23.2,-,-42.1,1.4,-46.8,13.3,-17.4,-17.6,-24.8,40.3,12.0,18.9,13.3,3.8,53.6,58.6,-37.1,42.2,3.6,121.5,-17.1,-5.4,2.8,-,-17.2,-,-,-,-,,,,,
79,"jissitu","tuki","対前年（同月）実質増加率_令和 5年11月",-,-,-,-,-,-11.0,-1.7,-6.1,0.5,-0.9,-4.8,-3.3,-9.3,1.4,-6.1,2.7,-9.0,-1.3,2.3,-44.2,-27.6,-60.8,7.0,15.3,-10.5,0.8,7.4,-4.7,-28.0,55.9,147.9,-8.5,-10.6,8.6,14.2,-98.5,23.1,38.7,8.6,-,6.9,33.2,-10.8,-15.6,-30.0,-35.3,-32.3,-1.6,-5.8,-20.5,16.3,-13.5,-43.1,-52.7,1.3,-20.2,-5.5,-57.7,-6.6,2.6,3.3,-,-8.0,-,-,-,-,,,,,
80,"jissitu","tuki","対前年（同月）実質増加率_令和 5年12月",-,-,-,-,-,-4.7,-2.4,-3.3,0.9,-2.3,-5.0,-0.5,-7.9,2.8,-6.5,-3.9,-8.7,-8.9,2.2,-13.3,-37.6,36.5,-5.2,3.3,-11.2,-30.3,-14.3,-8.7,-14.2,-71.5,229.8,-14.5,-13.1,115.8,-6.6,-100.0,-10.2,-3.9,7.7,-,-16.6,12.5,107.6,-1.1,-16.3,-12.2,27.1,-4.2,-14.4,1.0,-22.9,-15.6,21.1,39.5,-44.9,-9.4,-3.9,-12.4,-0.5,-6.8,-3.1,-,-19.4,-,-,-,-,,,,,
