1,東京都生計分析調査　令和 5年 1月,,,,,,,,,,,,,,,,,,,
2,,,,,,,第９表　世帯類型別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
40,2,6,1,7,1,油脂,362,0.1,323,0.1,438,0.1,132,0.1,151,0.1,252,0.1,361,0.1
41,2,6,1,7,2,調味料,3654,1.1,3114,1,4278,1.1,2109,0.9,1853,0.9,3444,1.1,3801,0.9
42,2,5,1,8,0,菓子類,7429,2.2,5990,2,8896,2.3,4262,1.8,2826,1.4,7334,2.3,9370,2.2
43,2,5,1,9,0,調理食品,13836,4,11610,3.8,15758,4.1,8652,3.7,5579,2.9,16344,5.1,15459,3.6
44,2,6,1,9,1,主食的調理食品,6111,1.8,5321,1.8,6841,1.8,4260,1.8,1641,0.8,6690,2.1,6674,1.6
45,2,6,1,9,2,他の調理食品,7725,2.3,6290,2.1,8917,2.3,4393,1.9,3938,2,9654,3,8785,2.1
46,2,5,1,10,0,飲料,5355,1.6,4788,1.6,6075,1.6,2730,1.2,2571,1.3,5655,1.8,6548,1.5
47,2,6,1,10,1,茶類,1141,0.3,994,0.3,1275,0.3,685,0.3,472,0.2,1366,0.4,1355,0.3
48,2,6,1,10,2,コーヒー・ココア,1347,0.4,1330,0.4,1489,0.4,509,0.2,708,0.4,1253,0.4,1647,0.4
49,2,6,1,10,3,他の飲料,2867,0.8,2464,0.8,3310,0.9,1536,0.7,1391,0.7,3036,0.9,3547,0.8
50,2,5,1,11,0,酒類,3625,1.1,4478,1.5,3471,0.9,1789,0.8,838,0.4,2305,0.7,3683,0.9
51,2,5,1,12,0,外食,17949,5.2,16410,5.4,20766,5.3,9504,4.1,15254,7.8,14085,4.4,24540,5.7
52,2,6,1,12,1,一般外食,16967,5,16410,5.4,18925,4.9,9406,4,14505,7.4,13413,4.2,22762,5.3
53,2,6,1,12,2,学校給食,982,0.3,-,-,1841,0.5,98,0,749,0.4,671,0.2,1778,0.4
54,2,4,2,0,0,住居,29029,8.5,21523,7.1,32287,8.3,45788,19.7,24005,12.3,27030,8.5,33732,7.9
55,2,5,2,1,0,家賃地代,17486,5.1,15410,5.1,17430,4.5,33675,14.5,24005,12.3,12513,3.9,16704,3.9
56,2,5,2,2,0,設備修繕・維持,11542,3.4,6113,2,14857,3.8,12114,5.2,-,-,14517,4.5,17028,4
57,2,6,2,2,1,設備材料,2423,0.7,3174,1,521,0.1,267,0.1,-,-,13912,4.4,681,0.2
58,2,6,2,2,2,工事その他のサービス,9119,2.7,2939,1,14335,3.7,11847,5.1,-,-,605,0.2,16347,3.8
59,2,4,3,0,0,光熱・水道,31180,9.1,28544,9.4,33622,8.6,26497,11.4,28776,14.7,31617,9.9,31613,7.4
60,2,5,3,1,0,電気代,13983,4.1,12872,4.3,15194,3.9,11251,4.8,17788,9.1,13647,4.3,14411,3.4
61,2,5,3,2,0,ガス代,10882,3.2,9847,3.3,11534,3,11585,5,7852,4,10748,3.4,10729,2.5
62,2,5,3,3,0,他の光熱,1055,0.3,1563,0.5,798,0.2,455,0.2,1517,0.8,938,0.3,784,0.2
63,2,5,3,4,0,上下水道料,5259,1.5,4262,1.4,6096,1.6,3205,1.4,1620,0.8,6284,2,5690,1.3
64,2,4,4,0,0,家具・家事用品,10873,3.2,8228,2.7,13098,3.4,7640,3.3,4046,2.1,11468,3.6,13111,3.1
65,2,5,4,1,0,家庭用耐久財,3071,0.9,1663,0.5,3785,1,1608,0.7,1379,0.7,6373,2,2945,0.7
66,2,6,4,1,1,家事用耐久財,1671,0.5,544,0.2,2440,0.6,324,0.1,500,0.3,3135,1,1793,0.4
67,2,6,4,1,2,冷暖房用器具,1029,0.3,335,0.1,1162,0.3,1284,0.6,879,0.4,3239,1,1152,0.3
68,2,6,4,1,3,一般家具,370,0.1,785,0.3,183,0,-,-,-,-,-,-,-,-
69,2,5,4,2,0,室内装備・装飾品,367,0.1,384,0.1,448,0.1,20,0,-,-,53,0,468,0.1
70,2,5,4,3,0,寝具類,818,0.2,274,0.1,961,0.2,3184,1.4,-,-,222,0.1,958,0.2
71,2,5,4,4,0,家事雑貨,2777,0.8,2163,0.7,3642,0.9,805,0.3,1171,0.6,1684,0.5,4115,1
72,2,5,4,5,0,家事用消耗品,3136,0.9,2697,0.9,3720,1,1435,0.6,1495,0.8,2873,0.9,3466,0.8
73,2,5,4,6,0,家事サービス,704,0.2,1048,0.3,542,0.1,588,0.3,-,-,262,0.1,1158,0.3
74,2,4,5,0,0,被服及び履物,13045,3.8,11463,3.8,15658,4,5498,2.4,2999,1.5,9937,3.1,20730,4.9
75,2,5,5,1,0,和服,95,0,150,0,84,0,-,-,-,-,-,-,235,0.1
76,2,5,5,2,0,洋服,6807,2,5757,1.9,8502,2.2,2124,0.9,1076,0.5,4697,1.5,11473,2.7
77,2,6,5,2,1,男子用洋服,3094,0.9,3154,1,3452,0.9,841,0.4,-,-,2484,0.8,5579,1.3
78,2,6,5,2,2,婦人用洋服,3324,1,2603,0.9,4320,1.1,1240,0.5,746,0.4,1959,0.6,5178,1.2
79,2,6,5,2,3,子供用洋服,389,0.1,-,-,730,0.2,43,0,329,0.2,255,0.1,716,0.2
80,2,5,5,3,0,シャツ・セーター類,1903,0.6,1379,0.5,2440,0.6,1229,0.5,937,0.5,1389,0.4,3233,0.8
81,2,6,5,3,1,男子用シャツ・セーター類,817,0.2,767,0.3,979,0.3,466,0.2,-,-,287,0.1,1513,0.4
82,2,6,5,3,2,婦人用シャツ・セーター類,992,0.3,612,0.2,1286,0.3,763,0.3,937,0.5,1031,0.3,1531,0.4
83,2,6,5,3,3,子供用シャツ・セーター類,94,0,-,-,176,0,-,-,-,-,71,0,188,0
84,2,5,5,4,0,下着類,920,0.3,950,0.3,1014,0.3,408,0.2,644,0.3,618,0.2,1085,0.3
85,2,6,5,4,1,男子用下着類,352,0.1,461,0.2,328,0.1,38,0,-,-,293,0.1,337,0.1
86,2,6,5,4,2,婦人用下着類,501,0.1,490,0.2,560,0.1,370,0.2,644,0.3,279,0.1,640,0.1
87,2,6,5,4,3,子供用下着類,67,0,-,-,126,0,-,-,-,-,46,0,108,0
88,2,5,5,5,0,生地・糸類,122,0,179,0.1,105,0,27,0,-,-,50,0,172,0
89,2,5,5,6,0,他の被服,1165,0.3,1135,0.4,1248,0.3,1304,0.6,342,0.2,603,0.2,1696,0.4
90,2,5,5,7,0,履物類,1623,0.5,1393,0.5,1934,0.5,167,0.1,-,-,1990,0.6,2305,0.5
91,2,5,5,8,0,被服関連サービス,410,0.1,520,0.2,330,0.1,239,0.1,-,-,589,0.2,532,0.1
92,2,4,6,0,0,保健医療,15540,4.5,16180,5.3,15215,3.9,11237,4.8,8759,4.5,18773,5.9,16236,3.8
93,2,5,6,1,0,医薬品,2837,0.8,3076,1,2725,0.7,1544,0.7,1830,0.9,3685,1.2,2438,0.6
94,2,5,6,2,0,健康保持用摂取品,1320,0.4,1577,0.5,1154,0.3,618,0.3,427,0.2,1888,0.6,1239,0.3
95,2,5,6,3,0,保健医療用品・器具,3076,0.9,2140,0.7,3918,1,2195,0.9,2799,1.4,2661,0.8,4186,1
96,2,5,6,4,0,保健医療サービス,8307,2.4,9387,3.1,7418,1.9,6879,3,3704,1.9,10539,3.3,8372,2
97,2,4,7,0,0,交通・通信,32163,9.4,30065,9.9,31689,8.1,15398,6.6,20357,10.4,61560,19.3,35401,8.3
98,2,5,7,1,0,交通,8018,2.3,8388,2.8,8935,2.3,4302,1.8,2861,1.5,3453,1.1,11000,2.6
99,2,5,7,2,0,自動車等関係費,11617,3.4,11141,3.7,8134,2.1,1962,0.8,126,0.1,47061,14.7,10191,2.4
100,2,6,7,2,1,自動車等購入,2258,0.7,-,-,-,-,-,-,-,-,30868,9.7,-,-
101,2,6,7,2,2,自転車購入,520,0.2,-,-,966,0.2,-,-,-,-,471,0.1,1118,0.3
102,2,6,7,2,3,自動車等維持,8839,2.6,11141,3.7,7168,1.8,1962,0.8,126,0.1,15722,4.9,9072,2.1
103,2,5,7,3,0,通信,12529,3.7,10536,3.5,14619,3.8,9134,3.9,17370,8.9,11046,3.5,14210,3.3
104,2,4,8,0,0,教育,16465,4.8,-,-,31065,8,3165,1.4,23766,12.1,8550,2.7,34055,8
105,2,5,8,1,0,授業料等,10581,3.1,-,-,20165,5.2,-,-,-,-,6037,1.9,21447,5
106,2,5,8,2,0,教科書・学習参考教材,160,0,-,-,293,0.1,49,0,-,-,125,0,170,0
107,2,5,8,3,0,補習教育,5725,1.7,-,-,10606,2.7,3116,1.3,23766,12.1,2387,0.7,12437,2.9
108,2,4,9,0,0,教養娯楽,42296,12.4,47771,15.8,45011,11.6,14530,6.2,20096,10.3,23557,7.4,60184,14.1
109,2,5,9,1,0,教養娯楽用耐久財,3999,1.2,3157,1,5635,1.4,236,0.1,-,-,417,0.1,5783,1.4
110,2,5,9,2,0,教養娯楽用品,7624,2.2,6377,2.1,9294,2.4,3027,1.3,4158,2.1,6564,2.1,9605,2.3
111,2,5,9,3,0,書籍・他の印刷物,3733,1.1,4388,1.4,3348,0.9,2447,1.1,2112,1.1,4430,1.4,3444,0.8
112,2,5,9,4,0,教養娯楽サービス,26940,7.9,33849,11.2,26734,6.9,8819,3.8,13826,7.1,12146,3.8,41352,9.7
113,2,6,9,4,1,宿泊料,3937,1.1,4305,1.4,4796,1.2,-,-,-,-,-,-,5702,1.3
114,2,6,9,4,2,パック旅行費,6790,2,15172,5,2414,0.6,2508,1.1,11963,6.1,343,0.1,14405,3.4
115,2,6,9,4,3,月謝類,3844,1.1,1637,0.5,6212,1.6,536,0.2,-,-,1413,0.4,5879,1.4
116,2,6,9,4,4,他の教養娯楽サービス,12369,3.6,12735,4.2,13313,3.4,5775,2.5,1863,1,10391,3.3,15365,3.6
117,2,4,10,0,0,その他の消費支出,60390,17.6,56766,18.8,66878,17.2,51287,22,20255,10.4,42020,13.1,76179,17.8
118,2,5,10,1,0,諸雑費,25760,7.5,22414,7.4,30767,7.9,14409,6.2,15215,7.8,18363,5.7,32801,7.7
119,2,6,10,1,1,理美容サービス,3384,1,3724,1.2,3452,0.9,3081,1.3,5799,3,1556,0.5,4329,1
120,2,6,10,1,2,理美容用品,4988,1.5,4264,1.4,6175,1.6,2120,0.9,6620,3.4,3074,1,6576,1.5
121,2,6,10,1,3,身の回り用品,2262,0.7,1782,0.6,2636,0.7,2815,1.2,28,0,1490,0.5,3435,0.8
122,2,6,10,1,4,たばこ,912,0.3,1066,0.4,846,0.2,465,0.2,-,-,1045,0.3,1000,0.2
123,2,6,10,1,5,他の諸雑費,14213,4.2,11577,3.8,17659,4.5,5927,2.5,2768,1.4,11199,3.5,17460,4.1
124,2,5,10,2,0,こづかい,6449,1.9,3975,1.3,8970,2.3,327,0.1,-,-,6937,2.2,9009,2.1
125,2,5,10,3,0,交際費,23576,6.9,29381,9.7,22195,5.7,11352,4.9,5039,2.6,16596,5.2,27816,6.5
126,2,6,10,3,0,食料,4717,1.4,7190,2.4,3843,1,1293,0.6,190,0.1,2005,0.6,5848,1.4
127,2,6,10,3,0,家具・家事用品,230,0.1,148,0,353,0.1,-,-,-,-,-,-,361,0.1
128,2,6,10,3,0,被服及び履物,279,0.1,351,0.1,289,0.1,134,0.1,331,0.2,-,-,302,0.1
129,2,6,10,3,0,教養娯楽,1413,0.4,813,0.3,2133,0.5,484,0.2,-,-,248,0.1,1158,0.3
130,2,6,10,3,0,他の物品サービス,450,0.1,298,0.1,661,0.2,22,0,-,-,147,0,916,0.2
131,2,6,10,3,6,贈与金,11924,3.5,16316,5.4,9905,2.5,5922,2.5,3768,1.9,10251,3.2,12824,3
132,2,6,10,3,7,他の交際費,4562,1.3,4265,1.4,5009,1.3,3497,1.5,750,0.4,3945,1.2,6407,1.5
133,2,5,10,4,0,仕送り金,4605,1.3,996,0.3,4947,1.3,25199,10.8,-,-,125,0,6554,1.5
134,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,18556,5.4,297,0.1,34780,8.9,3540,1.5,24721,12.6,9793,3.1,37706,8.8
136,2,3,0,0,0,（再掲）教養娯楽関係費,47860,14,53718,17.7,51318,13.2,16897,7.3,19889,10.2,25203,7.9,67269,15.8
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,16530,4.8,17312,5.7,14852,3.8,31120,13.4,3768,1.9,10376,3.2,19377,4.5
138,2,3,0,0,0,（再掲）経常消費支出,242131,70.7,221213,73.1,271073,69.7,167048,71.7,151370,77.4,216048,67.6,279865,65.6
139,2,3,0,0,0,（再掲）情報通信関係費,16371,4.8,14917,4.9,17749,4.6,13061,5.6,18855,9.6,17092,5.3,18431,4.3
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,294651,86,263835,87.2,341891,87.9,155971,67,167891,85.8,251333,78.6,373676,87.6
