1,東京都生計分析調査　令和 5年 3月,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第１表　生計支出７分位階層別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
48,2,6,1,10,2,コーヒー・ココア,1182,0.3,9.1,897,0.8,1096,0.6,1023,0.4,1120,0.4,1238,0.4,1521,0.3,1376,0.2
49,2,6,1,10,3,他の飲料,3060,0.9,18.1,1645,1.5,2024,1.1,2076,0.9,2541,0.9,3631,1.1,4473,1.0,5004,0.6
50,2,5,1,11,0,酒類,3734,1.1,0.0,1143,1.0,2604,1.5,4443,2.0,3307,1.2,4222,1.2,4745,1.1,5636,0.7
51,2,5,1,12,0,外食,18182,5.3,38.0,7363,6.7,11332,6.4,11017,4.8,14762,5.3,17994,5.2,28873,6.5,35746,4.3
52,2,6,1,12,1,一般外食,17745,5.1,39.3,7322,6.6,11081,6.3,10754,4.7,14149,5.0,17799,5.2,28298,6.3,34625,4.2
53,2,6,1,12,2,学校給食,437,0.1,1.2,41,0.0,251,0.1,263,0.1,613,0.2,194,0.1,574,0.1,1120,0.1
54,2,4,2,0,0,住居,20675,6.0,-14.2,1887,1.7,10453,5.9,8491,3.7,18947,6.7,25814,7.5,37063,8.3,41824,5.1
55,2,5,2,1,0,家賃地代,14525,4.2,-8.1,1351,1.2,9546,5.4,7058,3.1,16849,6.0,23312,6.8,27644,6.2,15866,1.9
56,2,5,2,2,0,設備修繕・維持,6150,1.8,-25.9,536,0.5,907,0.5,1433,0.6,2098,0.7,2503,0.7,9418,2.1,25958,3.1
57,2,6,2,2,1,設備材料,4401,1.3,70.6,434,0.4,357,0.2,57,0.0,1029,0.4,327,0.1,3363,0.8,25026,3.0
58,2,6,2,2,2,工事その他のサービス,1749,0.5,-69.4,102,0.1,550,0.3,1376,0.6,1068,0.4,2175,0.6,6055,1.4,932,0.1
59,2,4,3,0,0,光熱・水道,33262,9.6,16.0,18010,16.3,27637,15.7,33405,14.7,32990,11.7,36009,10.5,39765,8.9,44834,5.4
60,2,5,3,1,0,電気代,16872,4.9,16.7,8810,8.0,15435,8.8,17639,7.7,16062,5.7,19034,5.5,18733,4.2,22268,2.7
61,2,5,3,2,0,ガス代,10511,3.0,16.2,6251,5.7,7850,4.5,10901,4.8,10713,3.8,11137,3.2,12974,2.9,13710,1.7
62,2,5,3,3,0,他の光熱,249,0.1,-56.5,78,0.1,212,0.1,330,0.1,362,0.1,86,0.0,398,0.1,277,0.0
63,2,5,3,4,0,上下水道料,5631,1.6,22.8,2871,2.6,4140,2.3,4534,2.0,5853,2.1,5752,1.7,7660,1.7,8579,1.0
64,2,4,4,0,0,家具・家事用品,10397,3.0,1.6,2971,2.7,4638,2.6,5189,2.3,7880,2.8,9431,2.7,12604,2.8,29848,3.6
65,2,5,4,1,0,家庭用耐久財,3811,1.1,108.0,7,0.0,127,0.1,247,0.1,1390,0.5,2514,0.7,3184,0.7,19032,2.3
66,2,6,4,1,1,家事用耐久財,2736,0.8,143.4,-,-,127,0.1,148,0.1,841,0.3,2049,0.6,834,0.2,15005,1.8
67,2,6,4,1,2,冷暖房用器具,742,0.2,63.4,-,-,-,-,-,-,-,-,-,-,1869,0.4,3306,0.4
68,2,6,4,1,3,一般家具,332,0.1,30.2,7,0.0,-,-,99,0.0,549,0.2,466,0.1,482,0.1,721,0.1
69,2,5,4,2,0,室内装備・装飾品,287,0.1,-21.6,109,0.1,2,0.0,224,0.1,129,0.0,307,0.1,788,0.2,449,0.1
70,2,5,4,3,0,寝具類,439,0.1,-77.0,55,0.0,578,0.3,108,0.0,821,0.3,149,0.0,243,0.1,1122,0.1
71,2,5,4,4,0,家事雑貨,2143,0.6,-2.7,972,0.9,1242,0.7,1889,0.8,1658,0.6,1878,0.5,3737,0.8,3612,0.4
72,2,5,4,5,0,家事用消耗品,3263,0.9,2.0,1732,1.6,2567,1.5,2489,1.1,3611,1.3,4166,1.2,3747,0.8,4510,0.5
73,2,5,4,6,0,家事サービス,454,0.1,-37.1,97,0.1,123,0.1,231,0.1,272,0.1,417,0.1,904,0.2,1124,0.1
74,2,4,5,0,0,被服及び履物,12987,3.8,6.8,2857,2.6,4683,2.7,7131,3.1,11083,3.9,12727,3.7,19496,4.4,32725,4.0
75,2,5,5,1,0,和服,4,0.0,-93.9,-,-,-,-,-,-,27,0.0,-,-,-,-,-,-
76,2,5,5,2,0,洋服,5801,1.7,2.9,646,0.6,1243,0.7,3013,1.3,3925,1.4,6049,1.8,7734,1.7,17852,2.2
77,2,6,5,2,1,男子用洋服,1785,0.5,-9.8,232,0.2,106,0.1,1214,0.5,541,0.2,1767,0.5,1416,0.3,7145,0.9
78,2,6,5,2,2,婦人用洋服,3467,1.0,13.6,241,0.2,1056,0.6,1643,0.7,3204,1.1,3527,1.0,5008,1.1,9523,1.2
79,2,6,5,2,3,子供用洋服,550,0.2,-9.4,173,0.2,82,0.0,156,0.1,180,0.1,754,0.2,1310,0.3,1185,0.1
80,2,5,5,3,0,シャツ・セーター類,2447,0.7,8.2,391,0.4,529,0.3,919,0.4,3171,1.1,2552,0.7,3685,0.8,5860,0.7
81,2,6,5,3,1,男子用シャツ・セーター類,745,0.2,-2.6,218,0.2,76,0.0,306,0.1,1104,0.4,795,0.2,1007,0.2,1705,0.2
82,2,6,5,3,2,婦人用シャツ・セーター類,1581,0.5,17.2,128,0.1,317,0.2,548,0.2,1887,0.7,1610,0.5,2533,0.6,4026,0.5
83,2,6,5,3,3,子供用シャツ・セーター類,121,0.0,-18.2,45,0.0,137,0.1,65,0.0,180,0.1,147,0.0,145,0.0,129,0.0
84,2,5,5,4,0,下着類,804,0.2,11.4,191,0.2,362,0.2,792,0.3,797,0.3,670,0.2,1053,0.2,1752,0.2
85,2,6,5,4,1,男子用下着類,228,0.1,19.4,55,0.0,75,0.0,182,0.1,159,0.1,377,0.1,399,0.1,347,0.0
86,2,6,5,4,2,婦人用下着類,478,0.1,13.3,136,0.1,218,0.1,579,0.3,483,0.2,182,0.1,405,0.1,1336,0.2
87,2,6,5,4,3,子供用下着類,98,0.0,-10.1,-,-,69,0.0,32,0.0,155,0.1,111,0.0,249,0.1,70,0.0
88,2,5,5,5,0,生地・糸類,94,0.0,-30.4,56,0.1,68,0.0,12,0.0,132,0.0,47,0.0,184,0.0,158,0.0
89,2,5,5,6,0,他の被服,859,0.2,20.6,331,0.3,490,0.3,1248,0.5,670,0.2,885,0.3,967,0.2,1412,0.2
90,2,5,5,7,0,履物類,2000,0.6,36.2,372,0.3,1175,0.7,859,0.4,1729,0.6,1827,0.5,4196,0.9,3832,0.5
91,2,5,5,8,0,被服関連サービス,978,0.3,-15.3,871,0.8,816,0.5,287,0.1,632,0.2,697,0.2,1678,0.4,1858,0.2
92,2,4,6,0,0,保健医療,17743,5.1,-5.1,5379,4.9,8270,4.7,14582,6.4,16256,5.8,18912,5.5,23668,5.3,36908,4.5
93,2,5,6,1,0,医薬品,3387,1.0,14.0,1248,1.1,2195,1.2,3122,1.4,3075,1.1,4052,1.2,5148,1.2,4843,0.6
94,2,5,6,2,0,健康保持用摂取品,1353,0.4,7.1,368,0.3,680,0.4,630,0.3,1260,0.4,2637,0.8,1723,0.4,2148,0.3
95,2,5,6,3,0,保健医療用品・器具,2795,0.8,-1.4,1705,1.5,1580,0.9,3087,1.4,2540,0.9,2581,0.8,2492,0.6,5547,0.7
96,2,5,6,4,0,保健医療サービス,10209,3.0,-12.1,2057,1.9,3815,2.2,7743,3.4,9382,3.3,9642,2.8,14305,3.2,24370,3.0
97,2,4,7,0,0,交通・通信,39612,11.5,27.4,8437,7.6,14250,8.1,21671,9.5,24438,8.7,36034,10.5,54928,12.3,116616,14.1
98,2,5,7,1,0,交通,9167,2.7,44.6,1510,1.4,2740,1.6,3942,1.7,5219,1.9,7974,2.3,16300,3.6,26302,3.2
99,2,5,7,2,0,自動車等関係費,17999,5.2,37.1,2061,1.9,4246,2.4,6171,2.7,8993,3.2,10529,3.1,24589,5.5,68867,8.3
100,2,6,7,2,1,自動車等購入,3994,1.2,172.8,-,-,-,-,-,-,-,-,-,-,3307,0.7,24434,3.0
101,2,6,7,2,2,自転車購入,467,0.1,3.3,-,-,-,-,-,-,-,-,-,-,1996,0.4,1273,0.2
102,2,6,7,2,3,自動車等維持,13537,3.9,20.7,2061,1.9,4246,2.4,6171,2.7,8993,3.2,10529,3.1,19287,4.3,43159,5.2
103,2,5,7,3,0,通信,12446,3.6,7.0,4866,4.4,7265,4.1,11557,5.1,10226,3.6,17531,5.1,14039,3.1,21446,2.6
104,2,4,8,0,0,教育,18251,5.3,20.9,418,0.4,326,0.2,2044,0.9,7042,2.5,5345,1.6,10630,2.4,101067,12.3
105,2,5,8,1,0,授業料等,12852,3.7,41.8,264,0.2,116,0.1,1673,0.7,3297,1.2,653,0.2,3848,0.9,79399,9.6
106,2,5,8,2,0,教科書・学習参考教材,1021,0.3,79.8,-,-,210,0.1,22,0.0,924,0.3,1106,0.3,1894,0.4,2971,0.4
107,2,5,8,3,0,補習教育,4378,1.3,-20.0,154,0.1,-,-,348,0.2,2821,1.0,3586,1.0,4889,1.1,18697,2.3
108,2,4,9,0,0,教養娯楽,44849,13.0,36.9,8022,7.3,13819,7.8,21554,9.5,25782,9.2,38403,11.2,60378,13.5,144827,17.6
109,2,5,9,1,0,教養娯楽用耐久財,5928,1.7,89.9,73,0.1,687,0.4,410,0.2,577,0.2,2255,0.7,4946,1.1,32243,3.9
110,2,5,9,2,0,教養娯楽用品,8770,2.5,19.2,2733,2.5,3105,1.8,5040,2.2,7916,2.8,8876,2.6,11317,2.5,22260,2.7
111,2,5,9,3,0,書籍・他の印刷物,3251,0.9,-7.3,1670,1.5,2390,1.4,2877,1.3,2856,1.0,3835,1.1,4663,1.0,4441,0.5
112,2,5,9,4,0,教養娯楽サービス,26901,7.8,43.2,3546,3.2,7636,4.3,13228,5.8,14433,5.1,23437,6.8,39452,8.8,85883,10.4
113,2,6,9,4,1,宿泊料,4318,1.3,41.5,-,-,137,0.1,228,0.1,1333,0.5,3492,1.0,6183,1.4,18687,2.3
114,2,6,9,4,2,パック旅行費,4174,1.2,297.5,100,0.1,855,0.5,120,0.1,627,0.2,1917,0.6,7377,1.7,18073,2.2
115,2,6,9,4,3,月謝類,4927,1.4,10.1,275,0.2,1226,0.7,2620,1.2,3914,1.4,3782,1.1,6480,1.4,16077,1.9
116,2,6,9,4,4,他の教養娯楽サービス,13482,3.9,32.2,3171,2.9,5418,3.1,10259,4.5,8558,3.0,14245,4.1,19412,4.3,33045,4.0
117,2,4,10,0,0,その他の消費支出,53215,15.4,-9.1,9059,8.2,17469,9.9,31747,13.9,49165,17.5,55903,16.3,68672,15.4,139527,16.9
118,2,5,10,1,0,諸雑費,26635,7.7,-24.6,6012,5.4,11914,6.8,14714,6.5,27116,9.7,31651,9.2,36942,8.3,57742,7.0
119,2,6,10,1,1,理美容サービス,4345,1.3,2.8,1064,1.0,2616,1.5,3597,1.6,5296,1.9,4270,1.2,6402,1.4,7155,0.9
120,2,6,10,1,2,理美容用品,5363,1.6,13.0,2104,1.9,2434,1.4,3028,1.3,6410,2.3,6682,1.9,7353,1.6,9496,1.2
121,2,6,10,1,3,身の回り用品,1884,0.5,-11.2,240,0.2,143,0.1,1794,0.8,1355,0.5,2289,0.7,2546,0.6,4778,0.6
122,2,6,10,1,4,たばこ,929,0.3,-1.9,198,0.2,845,0.5,747,0.3,1030,0.4,753,0.2,1356,0.3,1566,0.2
123,2,6,10,1,5,他の諸雑費,14114,4.1,-39.3,2407,2.2,5876,3.3,5549,2.4,13026,4.6,17656,5.1,19284,4.3,34748,4.2
124,2,5,10,2,0,こづかい,6589,1.9,8.0,845,0.8,720,0.4,4741,2.1,7674,2.7,6306,1.8,10250,2.3,15517,1.9
125,2,5,10,3,0,交際費,17027,4.9,5.9,2202,2.0,4835,2.7,12167,5.3,14052,5.0,17870,5.2,21406,4.8,46301,5.6
126,2,6,10,3,0,食料,4240,1.2,35.9,1121,1.0,927,0.5,3362,1.5,5493,2.0,5106,1.5,4404,1.0,9217,1.1
127,2,6,10,3,0,家具・家事用品,86,0.0,-25.2,14,0.0,-,-,331,0.1,19,0.0,64,0.0,63,0.0,110,0.0
128,2,6,10,3,0,被服及び履物,434,0.1,-7.5,-,-,-,-,153,0.1,1436,0.5,642,0.2,211,0.0,602,0.1
129,2,6,10,3,0,教養娯楽,776,0.2,-48.2,32,0.0,29,0.0,282,0.1,641,0.2,329,0.1,2415,0.5,1703,0.2
130,2,6,10,3,0,他の物品サービス,410,0.1,-34.7,8,0.0,15,0.0,167,0.1,200,0.1,159,0.0,479,0.1,1826,0.2
131,2,6,10,3,6,贈与金,7174,2.1,5.0,318,0.3,784,0.4,3754,1.6,1489,0.5,7765,2.3,6796,1.5,29003,3.5
132,2,6,10,3,7,他の交際費,3908,1.1,14.7,711,0.6,3080,1.7,4118,1.8,4776,1.7,3805,1.1,7038,1.6,3842,0.5
133,2,5,10,4,0,仕送り金,2965,0.9,181.0,-,-,-,-,125,0.1,323,0.1,76,0.0,74,0.0,19966,2.4
134,2,3,0,0,0,土地家屋購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,22099,6.4,21.8,692,0.6,933,0.5,4322,1.9,8844,3.1,8515,2.5,13523,3.0,116827,14.2
136,2,3,0,0,0,（再掲）教養娯楽関係費,48859,14.2,31.7,9107,8.2,15004,8.5,24029,10.6,28830,10.3,41291,12.0,72649,16.2,149969,18.2
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10139,2.9,28.6,318,0.3,784,0.4,3879,1.7,1811,0.6,7841,2.3,6870,1.5,48968,5.9
138,2,3,0,0,0,（再掲）経常消費支出,247657,71.7,8.7,103820,94.0,164325,93.3,201965,88.7,240215,85.5,283433,82.4,336168,75.2,401651,48.7
139,2,3,0,0,0,（再掲）情報通信関係費,15646,4.5,6.0,6675,6.0,11083,6.3,16907,7.4,14697,5.2,20802,6.1,17576,3.9,21626,2.6
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,310404,89.9,9.3,108217,98.0,164947,93.6,215330,94.6,260046,92.6,310143,90.2,399845,89.4,709626,86.0
