1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第１表　生計支出７分位階層別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
47,2,6,1,10,1,茶類,1448,0.5,7.9,797,0.7,964,0.6,1326,0.6,1805,0.7,1432,0.4,1607,0.4,2193,0.3
48,2,6,1,10,2,コーヒー・ココア,1118,0.4,-2.7,606,0.6,902,0.5,887,0.4,1101,0.4,1472,0.5,1551,0.4,1308,0.2
49,2,6,1,10,3,他の飲料,3627,1.2,18.1,1976,1.8,2404,1.4,2732,1.3,3150,1.2,4079,1.3,4341,1.0,6672,1.0
50,2,5,1,11,0,酒類,4234,1.3,5.3,2544,2.3,3221,1.9,4519,2.1,3761,1.4,4597,1.4,4577,1.1,6395,0.9
51,2,5,1,12,0,外食,17467,5.6,3.4,4558,4.2,12599,7.3,12998,6.0,13062,5.0,21011,6.5,26874,6.5,31035,4.4
52,2,6,1,12,1,一般外食,16813,5.3,7.0,4450,4.1,12354,7.2,12624,5.8,12568,4.8,20036,6.2,25388,6.1,30139,4.3
53,2,6,1,12,2,学校給食,654,0.2,-44.6,108,0.1,245,0.1,374,0.2,493,0.2,975,0.3,1486,0.4,896,0.1
54,2,4,2,0,0,住居,23429,7.5,-27.3,1426,1.3,7740,4.5,11058,5.1,18429,7.0,20733,6.4,22262,5.4,81713,11.7
55,2,5,2,1,0,家賃地代,14273,4.5,-12.8,904,0.8,6942,4.0,9025,4.2,15293,5.8,18756,5.8,18453,4.5,30342,4.3
56,2,5,2,2,0,設備修繕・維持,9156,2.9,-42.2,522,0.5,798,0.5,2033,0.9,3136,1.2,1978,0.6,3810,0.9,51372,7.3
57,2,6,2,2,1,設備材料,1876,0.6,-63.1,45,0.0,616,0.4,303,0.1,255,0.1,981,0.3,517,0.1,10323,1.5
58,2,6,2,2,2,工事その他のサービス,7280,2.3,-32.4,476,0.4,182,0.1,1730,0.8,2881,1.1,997,0.3,3293,0.8,41049,5.9
59,2,4,3,0,0,光熱・水道,22891,7.3,4.8,12300,11.4,19924,11.6,21934,10.1,24110,9.2,26363,8.2,25457,6.1,30029,4.3
60,2,5,3,1,0,電気代,10628,3.4,-1.8,6696,6.2,8784,5.1,9876,4.5,11761,4.5,11521,3.6,11997,2.9,13715,2.0
61,2,5,3,2,0,ガス代,6919,2.2,-4.0,3676,3.4,5986,3.5,6564,3.0,7495,2.9,8358,2.6,7775,1.9,8550,1.2
62,2,5,3,3,0,他の光熱,59,0.0,15.7,2,0.0,30,0.0,3,0.0,119,0.0,55,0.0,142,0.0,65,0.0
63,2,5,3,4,0,上下水道料,5285,1.7,40.8,1927,1.8,5125,3.0,5492,2.5,4735,1.8,6429,2.0,5544,1.3,7699,1.1
64,2,4,4,0,0,家具・家事用品,12672,4.0,8.7,4083,3.8,5435,3.2,6177,2.8,7126,2.7,9247,2.9,23807,5.8,32692,4.7
65,2,5,4,1,0,家庭用耐久財,4500,1.4,20.3,430,0.4,453,0.3,684,0.3,312,0.1,566,0.2,13400,3.2,15604,2.2
66,2,6,4,1,1,家事用耐久財,2109,0.7,5.1,399,0.4,318,0.2,27,0.0,84,0.0,513,0.2,9828,2.4,3628,0.5
67,2,6,4,1,2,冷暖房用器具,1143,0.4,-26.5,31,0.0,30,0.0,169,0.1,228,0.1,53,0.0,1975,0.5,5477,0.8
68,2,6,4,1,3,一般家具,1248,0.4,593.3,-,-,104,0.1,488,0.2,-,-,-,-,1598,0.4,6499,0.9
69,2,5,4,2,0,室内装備・装飾品,394,0.1,-42.0,56,0.1,166,0.1,256,0.1,143,0.1,282,0.1,206,0.0,1638,0.2
70,2,5,4,3,0,寝具類,583,0.2,18.3,380,0.4,406,0.2,232,0.1,311,0.1,279,0.1,966,0.2,1502,0.2
71,2,5,4,4,0,家事雑貨,2245,0.7,-22.9,714,0.7,1123,0.7,1660,0.8,2428,0.9,2614,0.8,3813,0.9,3358,0.5
72,2,5,4,5,0,家事用消耗品,3747,1.2,12.1,2298,2.1,3129,1.8,3211,1.5,3703,1.4,4502,1.4,4243,1.0,5124,0.7
73,2,5,4,6,0,家事サービス,1203,0.4,143.0,205,0.2,158,0.1,135,0.1,229,0.1,1005,0.3,1179,0.3,5467,0.8
74,2,4,5,0,0,被服及び履物,10726,3.4,-5.6,2326,2.1,6900,4.0,7581,3.5,8730,3.3,13660,4.2,16609,4.0,19192,2.7
75,2,5,5,1,0,和服,17,0.0,-5.6,-,-,-,-,-,-,28,0.0,92,0.0,-,-,-,-
76,2,5,5,2,0,洋服,4007,1.3,-3.6,676,0.6,2464,1.4,2779,1.3,2983,1.1,5252,1.6,7726,1.9,6153,0.9
77,2,6,5,2,1,男子用洋服,1623,0.5,30.5,-,-,1354,0.8,1864,0.9,1303,0.5,1056,0.3,2902,0.7,2870,0.4
78,2,6,5,2,2,婦人用洋服,1909,0.6,-22.2,391,0.4,833,0.5,804,0.4,1444,0.5,3485,1.1,4208,1.0,2200,0.3
79,2,6,5,2,3,子供用洋服,475,0.2,3.5,285,0.3,277,0.2,111,0.1,236,0.1,712,0.2,616,0.1,1083,0.2
80,2,5,5,3,0,シャツ・セーター類,2375,0.8,-13.4,408,0.4,1584,0.9,1451,0.7,1845,0.7,3209,1.0,2960,0.7,5136,0.7
81,2,6,5,3,1,男子用シャツ・セーター類,884,0.3,-10.2,129,0.1,608,0.4,481,0.2,695,0.3,495,0.2,1066,0.3,2698,0.4
82,2,6,5,3,2,婦人用シャツ・セーター類,1347,0.4,-16.7,217,0.2,888,0.5,886,0.4,1068,0.4,2474,0.8,1665,0.4,2221,0.3
83,2,6,5,3,3,子供用シャツ・セーター類,143,0.0,1.4,62,0.1,87,0.1,84,0.0,82,0.0,240,0.1,229,0.1,217,0.0
84,2,5,5,4,0,下着類,1183,0.4,26.0,349,0.3,770,0.4,654,0.3,824,0.3,1614,0.5,1872,0.5,2192,0.3
85,2,6,5,4,1,男子用下着類,303,0.1,25.2,132,0.1,189,0.1,278,0.1,220,0.1,347,0.1,384,0.1,572,0.1
86,2,6,5,4,2,婦人用下着類,787,0.3,32.5,193,0.2,537,0.3,337,0.2,571,0.2,1192,0.4,1212,0.3,1461,0.2
87,2,6,5,4,3,子供用下着類,93,0.0,-9.7,23,0.0,45,0.0,39,0.0,33,0.0,74,0.0,276,0.1,159,0.0
88,2,5,5,5,0,生地・糸類,152,0.0,38.2,4,0.0,169,0.1,337,0.2,56,0.0,123,0.0,194,0.0,180,0.0
89,2,5,5,6,0,他の被服,770,0.2,-6.8,342,0.3,748,0.4,638,0.3,752,0.3,607,0.2,948,0.2,1346,0.2
90,2,5,5,7,0,履物類,1285,0.4,-18.9,299,0.3,693,0.4,902,0.4,1577,0.6,1660,0.5,1419,0.3,2427,0.3
91,2,5,5,8,0,被服関連サービス,938,0.3,-5.1,248,0.2,473,0.3,820,0.4,664,0.3,1104,0.3,1489,0.4,1758,0.3
92,2,4,6,0,0,保健医療,14371,4.6,-9.5,4897,4.5,6386,3.7,11814,5.4,13929,5.3,14980,4.6,18986,4.6,29449,4.2
93,2,5,6,1,0,医薬品,2743,0.9,1.0,1571,1.5,2066,1.2,2954,1.4,2629,1.0,3126,1.0,2563,0.6,4270,0.6
94,2,5,6,2,0,健康保持用摂取品,1179,0.4,13.6,92,0.1,729,0.4,1059,0.5,1998,0.8,2068,0.6,555,0.1,1738,0.2
95,2,5,6,3,0,保健医療用品・器具,2386,0.8,-12.7,961,0.9,939,0.5,2261,1.0,2677,1.0,2582,0.8,3004,0.7,4259,0.6
96,2,5,6,4,0,保健医療サービス,8062,2.6,-14.1,2273,2.1,2653,1.5,5540,2.6,6626,2.5,7204,2.2,12864,3.1,19182,2.7
97,2,4,7,0,0,交通・通信,33055,10.5,-6.8,8508,7.9,9981,5.8,22378,10.3,27831,10.6,34491,10.7,57419,13.9,70484,10.1
98,2,5,7,1,0,交通,9108,2.9,26.4,1397,1.3,1886,1.1,4173,1.9,5313,2.0,9987,3.1,22411,5.4,18562,2.7
99,2,5,7,2,0,自動車等関係費,11362,3.6,-31.2,2419,2.2,2772,1.6,5890,2.7,9462,3.6,11189,3.5,18905,4.6,28752,4.1
100,2,6,7,2,1,自動車等購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101,2,6,7,2,2,自転車購入,1218,0.4,91.5,-,-,571,0.3,457,0.2,-,-,-,-,1688,0.4,5767,0.8
102,2,6,7,2,3,自動車等維持,10145,3.2,-5.0,2419,2.2,2202,1.3,5433,2.5,9462,3.6,11189,3.5,17217,4.2,22985,3.3
103,2,5,7,3,0,通信,12584,4.0,7.1,4692,4.3,5323,3.1,12315,5.7,13056,5.0,13314,4.1,16103,3.9,23170,3.3
104,2,4,8,0,0,教育,18983,6.0,-19.9,1228,1.1,1307,0.8,1070,0.5,2254,0.9,6922,2.1,11604,2.8,107604,15.4
105,2,5,8,1,0,授業料等,15956,5.1,-17.1,1162,1.1,1283,0.7,922,0.4,1033,0.4,4591,1.4,7161,1.7,94739,13.6
106,2,5,8,2,0,教科書・学習参考教材,125,0.0,-1.6,66,0.1,24,0.0,42,0.0,135,0.1,43,0.0,200,0.0,363,0.1
107,2,5,8,3,0,補習教育,2902,0.9,-33.1,-,-,-,-,107,0.0,1086,0.4,2288,0.7,4243,1.0,12502,1.8
108,2,4,9,0,0,教養娯楽,38343,12.2,14.3,6789,6.3,15446,9.0,19834,9.1,26045,9.9,42556,13.2,54652,13.2,102457,14.7
109,2,5,9,1,0,教養娯楽用耐久財,3093,1.0,32.3,3,0.0,484,0.3,359,0.2,456,0.2,1682,0.5,2035,0.5,16496,2.4
110,2,5,9,2,0,教養娯楽用品,9582,3.0,41.5,2167,2.0,5436,3.2,4754,2.2,7985,3.0,15731,4.9,11430,2.8,19451,2.8
111,2,5,9,3,0,書籍・他の印刷物,3187,1.0,-6.1,1444,1.3,2291,1.3,2952,1.4,3663,1.4,3297,1.0,4011,1.0,4633,0.7
112,2,5,9,4,0,教養娯楽サービス,22481,7.2,6.8,3176,2.9,7235,4.2,11769,5.4,13941,5.3,21846,6.8,37176,9.0,61876,8.9
113,2,6,9,4,1,宿泊料,3170,1.0,2.2,85,0.1,768,0.4,510,0.2,565,0.2,2578,0.8,6755,1.6,10874,1.6
114,2,6,9,4,2,パック旅行費,2845,0.9,21.1,117,0.1,65,0.0,188,0.1,598,0.2,3039,0.9,6342,1.5,9522,1.4
115,2,6,9,4,3,月謝類,3523,1.1,-15.5,269,0.2,532,0.3,2355,1.1,2171,0.8,3304,1.0,4519,1.1,11428,1.6
116,2,6,9,4,4,他の教養娯楽サービス,12943,4.1,13.3,2705,2.5,5870,3.4,8716,4.0,10608,4.0,12925,4.0,19560,4.7,30051,4.3
117,2,4,10,0,0,その他の消費支出,43426,13.8,-0.6,11039,10.2,21858,12.7,29638,13.7,40385,15.4,47537,14.7,65600,15.8,87498,12.5
118,2,5,10,1,0,諸雑費,21809,6.9,-3.9,5796,5.4,11427,6.6,14013,6.5,21185,8.1,27450,8.5,31759,7.7,40838,5.8
119,2,6,10,1,1,理美容サービス,3929,1.3,11.0,965,0.9,2264,1.3,2467,1.1,3236,1.2,5241,1.6,5763,1.4,7527,1.1
120,2,6,10,1,2,理美容用品,4678,1.5,-11.6,2041,1.9,2358,1.4,3297,1.5,5102,1.9,5607,1.7,5222,1.3,9065,1.3
121,2,6,10,1,3,身の回り用品,1963,0.6,-22.9,399,0.4,848,0.5,1243,0.6,2018,0.8,2345,0.7,1478,0.4,5370,0.8
122,2,6,10,1,4,たばこ,1145,0.4,-6.1,422,0.4,876,0.5,747,0.3,1515,0.6,2077,0.6,1482,0.4,897,0.1
123,2,6,10,1,5,他の諸雑費,10095,3.2,-0.1,1970,1.8,5081,3.0,6259,2.9,9314,3.5,12181,3.8,17813,4.3,17980,2.6
124,2,5,10,2,0,こづかい,5004,1.6,24.9,1520,1.4,1204,0.7,5947,2.7,3653,1.4,3741,1.2,5805,1.4,13077,1.9
125,2,5,10,3,0,交際費,14532,4.6,-3.8,3723,3.4,9227,5.4,9299,4.3,15198,5.8,14986,4.6,23814,5.8,25381,3.6
126,2,6,10,3,0,食料,4997,1.6,53.5,2222,2.1,3453,2.0,3424,1.6,4063,1.5,3223,1.0,9244,2.2,9329,1.3
127,2,6,10,3,0,家具・家事用品,166,0.1,16.9,2,0.0,303,0.2,246,0.1,53,0.0,30,0.0,366,0.1,164,0.0
128,2,6,10,3,0,被服及び履物,705,0.2,73.2,45,0.0,87,0.1,539,0.2,586,0.2,291,0.1,679,0.2,2688,0.4
129,2,6,10,3,0,教養娯楽,686,0.2,-22.0,139,0.1,456,0.3,249,0.1,161,0.1,1183,0.4,1446,0.3,1165,0.2
130,2,6,10,3,0,他の物品サービス,557,0.2,21.9,-,-,43,0.0,102,0.0,1049,0.4,548,0.2,1404,0.3,752,0.1
131,2,6,10,3,6,贈与金,3853,1.2,-28.2,151,0.1,1681,1.0,1805,0.8,6656,2.5,4237,1.3,5564,1.3,6836,1.0
132,2,6,10,3,7,他の交際費,3568,1.1,-22.4,1165,1.1,3205,1.9,2933,1.4,2631,1.0,5473,1.7,5110,1.2,4447,0.6
133,2,5,10,4,0,仕送り金,2080,0.7,11.2,-,-,-,-,379,0.2,348,0.1,1360,0.4,4222,1.0,8202,1.2
134,2,3,0,0,0,土地家屋購入,2179,-,...,-,-,-,-,-,-,-,-,-,-,-,-,15114,-
135,2,3,0,0,0,（再掲）教育関係費,21623,6.9,-22.0,1788,1.7,1840,1.1,1964,0.9,3027,1.2,9439,2.9,17824,4.3,114567,16.4
136,2,3,0,0,0,（再掲）教養娯楽関係費,44280,14.1,18.8,7517,6.9,17144,10.0,22501,10.4,29892,11.4,49735,15.4,71997,17.4,110581,15.8
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,5933,1.9,-18.0,151,0.1,1681,1.0,2184,1.0,7004,2.7,5597,1.7,9787,2.4,15038,2.2
138,2,3,0,0,0,（再掲）経常消費支出,234815,74.7,5.6,102631,94.8,155268,90.3,192585,88.7,228926,87.1,268636,83.2,307006,74.2,387001,55.4
139,2,3,0,0,0,（再掲）情報通信関係費,16318,5.2,9.1,6631,6.1,9782,5.7,15735,7.2,17744,6.7,18588,5.8,20846,5.0,24792,3.5
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,284909,90.7,4.2,106692,98.5,162433,94.5,203822,93.9,237469,90.3,296655,91.8,381890,92.3,602281,86.2
