1,東京都生計分析調査　令和 5年 6月,,,,,,,,,,,,,,,
2,,,,,,,第１３表　住居所有形態別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
70,2,5,4,3,0,寝具類,840,0.3,949,0.3,194,0.1,878,0.4,-,-
71,2,5,4,4,0,家事雑貨,2373,0.8,2470,0.8,1997,0.6,1612,0.7,1859,0.8
72,2,5,4,5,0,家事用消耗品,3839,1.2,3969,1.3,3228,0.9,3592,1.6,2405,1.0
73,2,5,4,6,0,家事サービス,894,0.3,868,0.3,1274,0.4,749,0.3,-,-
74,2,4,5,0,0,被服及び履物,11703,3.7,12296,3.9,10012,2.8,6176,2.8,6204,2.7
75,2,5,5,1,0,和服,35,0.0,43,0.0,-,-,-,-,-,-
76,2,5,5,2,0,洋服,5011,1.6,5287,1.7,4686,1.3,1237,0.6,1762,0.8
77,2,6,5,2,1,男子用洋服,1564,0.5,1413,0.4,3216,0.9,179,0.1,466,0.2
78,2,6,5,2,2,婦人用洋服,3112,1.0,3522,1.1,1206,0.3,995,0.5,805,0.3
79,2,6,5,2,3,子供用洋服,334,0.1,352,0.1,264,0.1,62,0.0,491,0.2
80,2,5,5,3,0,シャツ・セーター類,2549,0.8,2646,0.8,2020,0.6,2628,1.2,1476,0.6
81,2,6,5,3,1,男子用シャツ・セーター類,864,0.3,852,0.3,776,0.2,1246,0.6,1219,0.5
82,2,6,5,3,2,婦人用シャツ・セーター類,1529,0.5,1638,0.5,1123,0.3,1140,0.5,-,-
83,2,6,5,3,3,子供用シャツ・セーター類,157,0.0,156,0.0,120,0.0,242,0.1,258,0.1
84,2,5,5,4,0,下着類,1074,0.3,1133,0.4,800,0.2,602,0.3,1030,0.4
85,2,6,5,4,1,男子用下着類,251,0.1,249,0.1,267,0.1,260,0.1,220,0.1
86,2,6,5,4,2,婦人用下着類,729,0.2,800,0.3,471,0.1,135,0.1,307,0.1
87,2,6,5,4,3,子供用下着類,94,0.0,84,0.0,62,0.0,207,0.1,504,0.2
88,2,5,5,5,0,生地・糸類,127,0.0,148,0.0,23,0.0,21,0.0,24,0.0
89,2,5,5,6,0,他の被服,600,0.2,573,0.2,844,0.2,417,0.2,620,0.3
90,2,5,5,7,0,履物類,1432,0.5,1519,0.5,1099,0.3,656,0.3,1108,0.5
91,2,5,5,8,0,被服関連サービス,874,0.3,948,0.3,540,0.2,614,0.3,183,0.1
92,2,4,6,0,0,保健医療,16743,5.3,17085,5.4,16754,4.7,11604,5.3,11048,4.8
93,2,5,6,1,0,医薬品,2950,0.9,3195,1.0,1454,0.4,2505,1.1,2321,1.0
94,2,5,6,2,0,健康保持用摂取品,1569,0.5,1826,0.6,387,0.1,187,0.1,116,0.1
95,2,5,6,3,0,保健医療用品・器具,2370,0.8,2430,0.8,1849,0.5,3171,1.4,1553,0.7
96,2,5,6,4,0,保健医療サービス,9855,3.1,9635,3.0,13063,3.7,5741,2.6,7057,3.1
97,2,4,7,0,0,交通・通信,34703,11.0,36522,11.6,27767,7.8,22439,10.2,20229,8.8
98,2,5,7,1,0,交通,8703,2.8,8741,2.8,9606,2.7,4793,2.2,8426,3.7
99,2,5,7,2,0,自動車等関係費,14518,4.6,16269,5.1,5641,1.6,9619,4.4,1869,0.8
100,2,6,7,2,1,自動車等購入,3827,1.2,4614,1.5,-,-,-,-,-,-
101,2,6,7,2,2,自転車購入,491,0.2,592,0.2,-,-,-,-,-,-
102,2,6,7,2,3,自動車等維持,10199,3.2,11063,3.5,5641,1.6,9619,4.4,1869,0.8
103,2,5,7,3,0,通信,11482,3.6,11513,3.6,12520,3.5,8026,3.6,9934,4.3
104,2,4,8,0,0,教育,14824,4.7,15996,5.1,12248,3.5,1676,0.8,3205,1.4
105,2,5,8,1,0,授業料等,11188,3.5,12171,3.9,8775,2.5,1018,0.5,1495,0.6
106,2,5,8,2,0,教科書・学習参考教材,72,0.0,33,0.0,359,0.1,78,0.0,-,-
107,2,5,8,3,0,補習教育,3564,1.1,3792,1.2,3114,0.9,580,0.3,1710,0.7
108,2,4,9,0,0,教養娯楽,35437,11.2,36261,11.5,39107,11.0,9028,4.1,23980,10.4
109,2,5,9,1,0,教養娯楽用耐久財,1936,0.6,1716,0.5,4050,1.1,976,0.4,218,0.1
110,2,5,9,2,0,教養娯楽用品,7726,2.4,8065,2.6,7627,2.2,1581,0.7,4517,2.0
111,2,5,9,3,0,書籍・他の印刷物,3158,1.0,3393,1.1,2134,0.6,1633,0.7,1966,0.9
112,2,5,9,4,0,教養娯楽サービス,22618,7.2,23088,7.3,25296,7.1,4839,2.2,17280,7.5
113,2,6,9,4,1,宿泊料,2270,0.7,2408,0.8,2280,0.6,-,-,279,0.1
114,2,6,9,4,2,パック旅行費,4818,1.5,4317,1.4,9324,2.6,-,-,7372,3.2
115,2,6,9,4,3,月謝類,3732,1.2,3889,1.2,3206,0.9,-,-,6678,2.9
116,2,6,9,4,4,他の教養娯楽サービス,11798,3.7,12474,3.9,10486,3.0,4839,2.2,2950,1.3
117,2,4,10,0,0,その他の消費支出,47871,15.2,50527,16.0,39665,11.2,26122,11.8,21853,9.5
118,2,5,10,1,0,諸雑費,25788,8.2,26679,8.4,24279,6.9,15577,7.1,14621,6.4
119,2,6,10,1,1,理美容サービス,3733,1.2,3793,1.2,3986,1.1,2162,1.0,2382,1.0
120,2,6,10,1,2,理美容用品,5987,1.9,6348,2.0,4412,1.2,4763,2.2,2194,1.0
121,2,6,10,1,3,身の回り用品,2779,0.9,2675,0.8,3998,1.1,2154,1.0,946,0.4
122,2,6,10,1,4,たばこ,1204,0.4,974,0.3,2351,0.7,2413,1.1,1996,0.9
123,2,6,10,1,5,他の諸雑費,12085,3.8,12889,4.1,9532,2.7,4086,1.9,7102,3.1
124,2,5,10,2,0,こづかい,5768,1.8,6344,2.0,2924,0.8,4832,2.2,-,-
125,2,5,10,3,0,交際費,14439,4.6,15484,4.9,10967,3.1,4968,2.3,7232,3.1
126,2,6,10,3,0,食料,4944,1.6,5220,1.7,3586,1.0,2574,1.2,5470,2.4
127,2,6,10,3,0,家具・家事用品,191,0.1,167,0.1,433,0.1,-,-,85,0.0
128,2,6,10,3,0,被服及び履物,262,0.1,291,0.1,177,0.0,-,-,-,-
129,2,6,10,3,0,教養娯楽,1214,0.4,1397,0.4,444,0.1,-,-,168,0.1
130,2,6,10,3,0,他の物品サービス,241,0.1,248,0.1,220,0.1,256,0.1,-,-
131,2,6,10,3,6,贈与金,3939,1.2,4058,1.3,4369,1.2,1679,0.8,196,0.1
132,2,6,10,3,7,他の交際費,3647,1.2,4102,1.3,1738,0.5,458,0.2,1311,0.6
133,2,5,10,4,0,仕送り金,1877,0.6,2021,0.6,1495,0.4,744,0.3,-,-
134,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,16603,5.3,17723,5.6,14833,4.2,1854,0.8,5120,2.2
136,2,3,0,0,0,（再掲）教養娯楽関係費,43080,13.6,44246,14.0,45472,12.8,13233,6.0,30685,13.3
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,5816,1.8,6079,1.9,5864,1.7,2423,1.1,196,0.1
138,2,3,0,0,0,（再掲）経常消費支出,223027,70.7,215915,68.3,285449,80.6,196160,88.8,196705,85.5
139,2,3,0,0,0,（再掲）情報通信関係費,15823,5.0,16092,5.1,16135,4.6,10123,4.6,12333,5.4
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,276621,87.6,286431,90.6,247267,69.8,181286,82.1,200725,87.2
