1,東京都生計分析調査　令和 5年 6月,,,,,,,,,,,,,,,,,,,
2,,,,,,,第９表　世帯類型別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
44,2,6,1,9,1,主食的調理食品,5671,1.8,5174,1.6,6003,1.8,5873,2.6,3795,2.3,5430,2.3,6222,1.7
45,2,6,1,9,2,他の調理食品,7393,2.3,7138,2.2,7862,2.3,7007,3.1,2490,1.5,5878,2.5,7998,2.2
46,2,5,1,10,0,飲料,6097,1.9,5553,1.7,6597,2.0,5373,2.4,6970,4.3,5917,2.5,6762,1.9
47,2,6,1,10,1,茶類,1243,0.4,1273,0.4,1194,0.4,1092,0.5,1331,0.8,1588,0.7,1238,0.3
48,2,6,1,10,2,コーヒー・ココア,1158,0.4,1124,0.3,1254,0.4,926,0.4,1797,1.1,923,0.4,1297,0.4
49,2,6,1,10,3,他の飲料,3696,1.2,3156,1.0,4149,1.2,3355,1.5,3842,2.4,3407,1.5,4228,1.2
50,2,5,1,11,0,酒類,4277,1.4,3974,1.2,4602,1.4,4737,2.1,4145,2.5,3020,1.3,4308,1.2
51,2,5,1,12,0,外食,16057,5.1,14354,4.4,18853,5.6,10112,4.5,18154,11.2,11405,4.9,21983,6.0
52,2,6,1,12,1,一般外食,15464,4.9,14354,4.4,17707,5.3,10026,4.5,17358,10.7,11345,4.9,21192,5.8
53,2,6,1,12,2,学校給食,593,0.2,-,-,1146,0.3,86,0.0,796,0.5,60,0.0,792,0.2
54,2,4,2,0,0,住居,29384,9.3,37372,11.4,27315,8.1,25238,11.3,11904,7.3,13538,5.8,39853,11.0
55,2,5,2,1,0,家賃地代,14169,4.5,12758,3.9,15677,4.7,20938,9.3,11876,7.3,3715,1.6,14983,4.1
56,2,5,2,2,0,設備修繕・維持,15215,4.8,24614,7.5,11638,3.5,4301,1.9,28,0.0,9823,4.2,24870,6.8
57,2,6,2,2,1,設備材料,1882,0.6,2800,0.9,1771,0.5,419,0.2,28,0.0,244,0.1,767,0.2
58,2,6,2,2,2,工事その他のサービス,13333,4.2,21814,6.7,9867,2.9,3882,1.7,-,-,9579,4.1,24103,6.6
59,2,4,3,0,0,光熱・水道,19347,6.1,17668,5.4,20894,6.2,17400,7.8,8905,5.5,18485,7.9,18720,5.1
60,2,5,3,1,0,電気代,8775,2.8,8417,2.6,9171,2.7,8369,3.7,4482,2.8,8160,3.5,8572,2.4
61,2,5,3,2,0,ガス代,5466,1.7,5058,1.5,5792,1.7,5160,2.3,4002,2.5,5400,2.3,5588,1.5
62,2,5,3,3,0,他の光熱,50,0.0,55,0.0,41,0.0,111,0.0,-,-,19,0.0,52,0.0
63,2,5,3,4,0,上下水道料,5057,1.6,4137,1.3,5889,1.8,3760,1.7,420,0.3,4906,2.1,4508,1.2
64,2,4,4,0,0,家具・家事用品,13375,4.2,10654,3.2,16343,4.9,9326,4.2,6021,3.7,9948,4.3,17057,4.7
65,2,5,4,1,0,家庭用耐久財,4878,1.5,3002,0.9,6463,1.9,2654,1.2,-,-,4854,2.1,8255,2.3
66,2,6,4,1,1,家事用耐久財,2351,0.7,2295,0.7,2456,0.7,2654,1.2,-,-,1621,0.7,4967,1.4
67,2,6,4,1,2,冷暖房用器具,2501,0.8,707,0.2,3963,1.2,-,-,-,-,3200,1.4,3264,0.9
68,2,6,4,1,3,一般家具,25,0.0,-,-,44,0.0,-,-,-,-,32,0.0,24,0.0
69,2,5,4,2,0,室内装備・装飾品,551,0.2,417,0.1,642,0.2,584,0.3,113,0.1,496,0.2,387,0.1
70,2,5,4,3,0,寝具類,840,0.3,457,0.1,1240,0.4,298,0.1,-,-,439,0.2,563,0.2
71,2,5,4,4,0,家事雑貨,2373,0.8,2249,0.7,2762,0.8,1739,0.8,2757,1.7,1073,0.5,2876,0.8
72,2,5,4,5,0,家事用消耗品,3839,1.2,3097,0.9,4551,1.4,3440,1.5,3075,1.9,2812,1.2,4145,1.1
73,2,5,4,6,0,家事サービス,894,0.3,1432,0.4,685,0.2,611,0.3,77,0.0,275,0.1,830,0.2
74,2,4,5,0,0,被服及び履物,11703,3.7,12444,3.8,12571,3.8,5958,2.7,11782,7.2,8903,3.8,14821,4.1
75,2,5,5,1,0,和服,35,0.0,-,-,70,0.0,-,-,-,-,-,-,51,0.0
76,2,5,5,2,0,洋服,5011,1.6,6019,1.8,5128,1.5,2072,0.9,5108,3.1,3044,1.3,6757,1.9
77,2,6,5,2,1,男子用洋服,1564,0.5,1962,0.6,1671,0.5,299,0.1,570,0.4,511,0.2,2092,0.6
78,2,6,5,2,2,婦人用洋服,3112,1.0,4057,1.2,2803,0.8,1774,0.8,4537,2.8,2495,1.1,4057,1.1
79,2,6,5,2,3,子供用洋服,334,0.1,-,-,654,0.2,-,-,-,-,37,0.0,608,0.2
80,2,5,5,3,0,シャツ・セーター類,2549,0.8,2677,0.8,2797,0.8,1338,0.6,2418,1.5,1669,0.7,3577,1.0
81,2,6,5,3,1,男子用シャツ・セーター類,864,0.3,613,0.2,1163,0.3,255,0.1,501,0.3,620,0.3,1109,0.3
82,2,6,5,3,2,婦人用シャツ・セーター類,1529,0.5,2064,0.6,1348,0.4,982,0.4,977,0.6,1004,0.4,2200,0.6
83,2,6,5,3,3,子供用シャツ・セーター類,157,0.0,-,-,286,0.1,102,0.0,940,0.6,45,0.0,268,0.1
84,2,5,5,4,0,下着類,1074,0.3,892,0.3,1029,0.3,714,0.3,247,0.2,2469,1.1,1051,0.3
85,2,6,5,4,1,男子用下着類,251,0.1,284,0.1,269,0.1,60,0.0,-,-,192,0.1,265,0.1
86,2,6,5,4,2,婦人用下着類,729,0.2,608,0.2,592,0.2,654,0.3,247,0.2,2174,0.9,643,0.2
87,2,6,5,4,3,子供用下着類,94,0.0,-,-,169,0.1,-,-,-,-,104,0.0,143,0.0
88,2,5,5,5,0,生地・糸類,127,0.0,201,0.1,86,0.0,-,-,-,-,200,0.1,191,0.1
89,2,5,5,6,0,他の被服,600,0.2,397,0.1,788,0.2,426,0.2,919,0.6,435,0.2,615,0.2
90,2,5,5,7,0,履物類,1432,0.5,1204,0.4,1764,0.5,982,0.4,2802,1.7,736,0.3,1767,0.5
91,2,5,5,8,0,被服関連サービス,874,0.3,1055,0.3,910,0.3,426,0.2,288,0.2,350,0.2,813,0.2
92,2,4,6,0,0,保健医療,16743,5.3,22550,6.9,14514,4.3,9730,4.3,4522,2.8,13808,5.9,13972,3.8
93,2,5,6,1,0,医薬品,2950,0.9,3890,1.2,2400,0.7,1797,0.8,1658,1.0,3694,1.6,2351,0.6
94,2,5,6,2,0,健康保持用摂取品,1569,0.5,2781,0.8,749,0.2,749,0.3,257,0.2,2545,1.1,1147,0.3
95,2,5,6,3,0,保健医療用品・器具,2370,0.8,2117,0.6,2663,0.8,2312,1.0,2608,1.6,1618,0.7,2288,0.6
96,2,5,6,4,0,保健医療サービス,9855,3.1,13762,4.2,8702,2.6,4872,2.2,-,-,5951,2.6,8187,2.2
97,2,4,7,0,0,交通・通信,34703,11.0,45366,13.8,30867,9.2,17909,8.0,5434,3.3,31593,13.5,45275,12.4
98,2,5,7,1,0,交通,8703,2.8,11526,3.5,8457,2.5,2323,1.0,174,0.1,4958,2.1,8524,2.3
99,2,5,7,2,0,自動車等関係費,14518,4.6,24166,7.4,9172,2.7,5470,2.4,2395,1.5,17385,7.5,24021,6.6
100,2,6,7,2,1,自動車等購入,3827,1.2,11517,3.5,-,-,-,-,-,-,-,-,10947,3.0
101,2,6,7,2,2,自転車購入,491,0.2,-,-,969,0.3,-,-,-,-,-,-,890,0.2
102,2,6,7,2,3,自動車等維持,10199,3.2,12650,3.9,8204,2.4,5470,2.4,2395,1.5,17385,7.5,12184,3.3
103,2,5,7,3,0,通信,11482,3.6,9674,3.0,13238,3.9,10116,4.5,2864,1.8,9249,4.0,12730,3.5
104,2,4,8,0,0,教育,14824,4.7,-,-,28838,8.6,1527,0.7,14111,8.7,1008,0.4,28101,7.7
105,2,5,8,1,0,授業料等,11188,3.5,-,-,21672,6.5,1494,0.7,13807,8.5,1008,0.4,21151,5.8
106,2,5,8,2,0,教科書・学習参考教材,72,0.0,-,-,137,0.0,33,0.0,303,0.2,-,-,127,0.0
107,2,5,8,3,0,補習教育,3564,1.1,-,-,7029,2.1,-,-,-,-,-,-,6823,1.9
108,2,4,9,0,0,教養娯楽,35437,11.2,37939,11.6,38275,11.4,20072,9.0,9852,6.1,22547,9.7,38534,10.6
109,2,5,9,1,0,教養娯楽用耐久財,1936,0.6,1119,0.3,2939,0.9,169,0.1,1564,1.0,752,0.3,4105,1.1
110,2,5,9,2,0,教養娯楽用品,7726,2.4,8573,2.6,7601,2.3,4136,1.8,2237,1.4,8597,3.7,8383,2.3
111,2,5,9,3,0,書籍・他の印刷物,3158,1.0,3630,1.1,2926,0.9,2439,1.1,94,0.1,3386,1.5,2732,0.8
112,2,5,9,4,0,教養娯楽サービス,22618,7.2,24616,7.5,24809,7.4,13328,5.9,5958,3.7,9812,4.2,23315,6.4
113,2,6,9,4,1,宿泊料,2270,0.7,3654,1.1,1976,0.6,671,0.3,-,-,-,-,1556,0.4
114,2,6,9,4,2,パック旅行費,4818,1.5,4727,1.4,6006,1.8,581,0.3,1744,1.1,1934,0.8,4783,1.3
115,2,6,9,4,3,月謝類,3732,1.2,1901,0.6,5979,1.8,417,0.2,3474,2.1,438,0.2,5183,1.4
116,2,6,9,4,4,他の教養娯楽サービス,11798,3.7,14334,4.4,10848,3.2,11659,5.2,740,0.5,7440,3.2,11792,3.2
117,2,4,10,0,0,その他の消費支出,47871,15.2,60618,18.5,43254,12.9,37838,16.9,21392,13.2,34316,14.7,46641,12.8
118,2,5,10,1,0,諸雑費,25788,8.2,27487,8.4,26323,7.9,22699,10.1,19797,12.2,18469,7.9,27134,7.5
119,2,6,10,1,1,理美容サービス,3733,1.2,4300,1.3,3332,1.0,3883,1.7,3199,2.0,3766,1.6,3211,0.9
120,2,6,10,1,2,理美容用品,5987,1.9,4666,1.4,7436,2.2,4765,2.1,6291,3.9,3526,1.5,8000,2.2
121,2,6,10,1,3,身の回り用品,2779,0.9,4660,1.4,2218,0.7,540,0.2,366,0.2,779,0.3,2086,0.6
122,2,6,10,1,4,たばこ,1204,0.4,1071,0.3,1218,0.4,2236,1.0,-,-,627,0.3,1335,0.4
123,2,6,10,1,5,他の諸雑費,12085,3.8,12790,3.9,12119,3.6,11275,5.0,9941,6.1,9771,4.2,12502,3.4
124,2,5,10,2,0,こづかい,5768,1.8,8252,2.5,4906,1.5,1255,0.6,-,-,5448,2.3,5336,1.5
125,2,5,10,3,0,交際費,14439,4.6,20575,6.3,11206,3.3,13490,6.0,1595,1.0,10399,4.5,12326,3.4
126,2,6,10,3,0,食料,4944,1.6,8232,2.5,3112,0.9,4661,2.1,-,-,3186,1.4,3372,0.9
127,2,6,10,3,0,家具・家事用品,191,0.1,187,0.1,222,0.1,144,0.1,-,-,60,0.0,268,0.1
128,2,6,10,3,0,被服及び履物,262,0.1,438,0.1,224,0.1,37,0.0,-,-,-,-,291,0.1
129,2,6,10,3,0,教養娯楽,1214,0.4,1928,0.6,492,0.1,3850,1.7,-,-,186,0.1,694,0.2
130,2,6,10,3,0,他の物品サービス,241,0.1,299,0.1,183,0.1,321,0.1,993,0.6,285,0.1,258,0.1
131,2,6,10,3,6,贈与金,3939,1.2,5659,1.7,2670,0.8,3665,1.6,-,-,5107,2.2,3215,0.9
132,2,6,10,3,7,他の交際費,3647,1.2,3833,1.2,4303,1.3,811,0.4,602,0.4,1575,0.7,4228,1.2
133,2,5,10,4,0,仕送り金,1877,0.6,4303,1.3,818,0.2,393,0.2,-,-,-,-,1845,0.5
134,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,16603,5.3,2430,0.7,30652,9.1,1858,0.8,15321,9.4,1322,0.6,29850,8.2
136,2,3,0,0,0,（再掲）教養娯楽関係費,43080,13.6,48552,14.8,45101,13.5,25453,11.4,9574,5.9,25319,10.9,45278,12.4
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,5816,1.8,9962,3.0,3489,1.0,4059,1.8,-,-,5107,2.2,5061,1.4
138,2,3,0,0,0,（再掲）経常消費支出,223027,70.7,218965,66.8,237794,70.9,186266,83.1,142824,87.8,183409,78.6,237691,65.3
139,2,3,0,0,0,（再掲）情報通信関係費,15823,5.0,14270,4.4,17330,5.2,14997,6.7,2966,1.8,13562,5.8,15583,4.3
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,276621,87.6,269043,82.1,304401,90.8,194733,86.9,150687,92.7,214571,92.0,308037,84.6
