1,東京都生計分析調査　令和 5年 6月,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第８表　世帯主年齢階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
27,1,3,0,0,0,他の経常収入,70057,7.1,46808,6.5,62267,7.1,18580,2.3,29497,2.7,28617,2.2,31257,2.6,120524,13.2,257150,43.3
28,1,4,0,0,0,財産収入,3658,0.4,3794,0.5,-,-,2623,0.3,293,0.0,12617,1.0,1349,0.1,4201,0.5,2400,0.4
29,1,4,0,0,0,社会保障給付,66221,6.7,41050,5.7,62267,7.1,15957,2.0,29203,2.6,16000,1.2,29909,2.5,116324,12.7,254751,42.9
30,1,5,0,0,0,公的年金給付,48579,4.9,19362,2.7,-,-,5080,0.6,1273,0.1,8830,0.7,27883,2.3,89864,9.8,254682,42.9
31,1,5,0,0,0,他の社会保障給付,17642,1.8,21688,3.0,62267,7.1,10877,1.4,27930,2.5,7170,0.6,2026,0.2,26459,2.9,69,0.0
32,1,4,0,0,0,仕送り金,178,0.0,1964,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,18192,1.8,65369,9.1,6333,0.7,2112,0.3,10134,0.9,3857,0.3,2451,0.2,69951,7.6,1130,0.2
34,1,3,0,0,0,受贈金,902,0.1,4657,0.6,4158,0.5,-,-,5,0.0,-,-,616,0.1,137,0.0,651,0.1
35,1,3,0,0,0,他の特別収入,17290,1.8,60713,8.5,2175,0.2,2112,0.3,10128,0.9,3857,0.3,1835,0.2,69814,7.6,480,0.1
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),541765,-,379430,-,604742,-,462716,-,507335,-,604943,-,543588,-,732841,-,472647,-
37,1,2,0,0,0,預貯金引出,386585,-,264632,-,432803,-,338317,-,360935,-,427948,-,390469,-,527554,-,332179,-
38,1,2,0,0,0,保険金,14992,-,27705,-,-,-,1782,-,-,-,-,-,1348,-,42645,-,58790,-
39,1,3,0,0,0,個人・企業年金保険金,12483,-,-,-,-,-,1782,-,-,-,-,-,1348,-,42645,-,58790,-
40,1,3,0,0,0,他の保険金,2508,-,27705,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,1,2,0,0,0,有価証券売却,2168,-,-,-,-,-,-,-,-,-,13809,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,543,-,-,-,-,-,-,-,-,-,392,-,-,-,3926,-,-,-
44,1,2,0,0,0,クレジット購入借入金,136860,-,87094,-,171939,-,122574,-,146400,-,161595,-,148714,-,158716,-,81679,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,618,-,-,-,-,-,43,-,-,-,1199,-,3057,-,-,-,-,-
47,1,1,0,0,0,繰入金,287346,-,736990,-,737215,-,341744,-,219738,-,141474,-,196211,-,199411,-,113516,-
48,2,0,0,0,0,支払,1813576,-,1834073,-,2217152,-,1610043,-,1840017,-,2045573,-,1958859,-,1848349,-,1179437,-
49,2,1,0,0,0,実支出,575751,-,346454,-,450834,-,458400,-,597639,-,718299,-,696989,-,730238,-,410558,-
50,2,2,0,0,0,生計支出,338748,-,235874,-,267634,-,287037,-,334474,-,394684,-,385026,-,446205,-,276242,-
51,2,3,0,0,0,消費支出,338748,100.0,235874,100.0,267634,100.0,287037,100.0,334474,100.0,394684,100.0,385026,100.0,446205,100.0,276242,100.0
52,2,4,1,0,0,食料,96087,28.4,62063,26.3,85146,31.8,100616,35.1,95443,28.5,105431,26.7,97491,25.3,111016,24.9,96007,34.8
53,2,5,1,1,0,穀類,7273,2.1,5023,2.1,6593,2.5,6975,2.4,8447,2.5,7836,2.0,7561,2.0,7382,1.7,6609,2.4
54,2,6,1,1,1,米類,1511,0.4,777,0.3,1237,0.5,1581,0.6,1701,0.5,1380,0.3,1522,0.4,1912,0.4,1617,0.6
55,2,6,1,1,2,パン,3374,1.0,2042,0.9,2622,1.0,3300,1.1,3881,1.2,3782,1.0,3837,1.0,3350,0.8,3045,1.1
56,2,6,1,1,3,麺類,1898,0.6,1951,0.8,1612,0.6,1598,0.6,2364,0.7,2237,0.6,1732,0.4,1636,0.4,1586,0.6
57,2,6,1,1,4,他の穀類,490,0.1,253,0.1,1122,0.4,495,0.2,501,0.1,438,0.1,470,0.1,484,0.1,360,0.1
58,2,5,1,2,0,魚介類,5315,1.6,2546,1.1,3170,1.2,4691,1.6,5250,1.6,4642,1.2,5545,1.4,6542,1.5,8844,3.2
59,2,6,1,2,1,生鮮魚介,3106,0.9,1629,0.7,1563,0.6,2870,1.0,2901,0.9,2537,0.6,3170,0.8,3921,0.9,5604,2.0
60,2,6,1,2,2,塩干魚介,927,0.3,406,0.2,786,0.3,850,0.3,997,0.3,905,0.2,947,0.2,973,0.2,1334,0.5
61,2,6,1,2,3,魚肉練製品,481,0.1,197,0.1,213,0.1,407,0.1,457,0.1,555,0.1,581,0.2,461,0.1,785,0.3
62,2,6,1,2,4,他の魚介加工品,801,0.2,315,0.1,608,0.2,564,0.2,895,0.3,645,0.2,847,0.2,1186,0.3,1120,0.4
63,2,5,1,3,0,肉類,9108,2.7,6510,2.8,8764,3.3,8658,3.0,10519,3.1,9067,2.3,7401,1.9,11821,2.6,8716,3.2
64,2,6,1,3,1,生鮮肉,7551,2.2,5426,2.3,7250,2.7,7130,2.5,8817,2.6,7530,1.9,6107,1.6,10047,2.3,6867,2.5
65,2,6,1,3,2,加工肉,1556,0.5,1084,0.5,1514,0.6,1529,0.5,1703,0.5,1537,0.4,1293,0.3,1774,0.4,1848,0.7
66,2,5,1,4,0,乳卵類,4688,1.4,2463,1.0,5404,2.0,4661,1.6,4829,1.4,5478,1.4,4083,1.1,5097,1.1,4994,1.8
67,2,6,1,4,1,牛乳,1369,0.4,619,0.3,1728,0.6,1638,0.6,1209,0.4,1681,0.4,1160,0.3,1372,0.3,1553,0.6
68,2,6,1,4,2,乳製品,2235,0.7,1385,0.6,2675,1.0,2059,0.7,2319,0.7,2531,0.6,1997,0.5,2586,0.6,2173,0.8
69,2,6,1,4,3,卵,1084,0.3,459,0.2,1001,0.4,964,0.3,1301,0.4,1266,0.3,926,0.2,1140,0.3,1268,0.5
70,2,5,1,5,0,野菜・海藻,10008,3.0,5852,2.5,7657,2.9,7264,2.5,9454,2.8,11251,2.9,9237,2.4,14668,3.3,12583,4.6
71,2,6,1,5,1,生鮮野菜,7103,2.1,4268,1.8,5355,2.0,5287,1.8,6789,2.0,7723,2.0,6858,1.8,10666,2.4,8355,3.0
72,2,6,1,5,2,乾物・海藻,703,0.2,403,0.2,554,0.2,464,0.2,734,0.2,823,0.2,507,0.1,1135,0.3,826,0.3
73,2,6,1,5,3,大豆加工品,1144,0.3,733,0.3,888,0.3,816,0.3,1040,0.3,1436,0.4,957,0.2,1371,0.3,1693,0.6
74,2,6,1,5,4,他の野菜・海藻加工品,1059,0.3,447,0.2,859,0.3,697,0.2,891,0.3,1269,0.3,916,0.2,1494,0.3,1708,0.6
75,2,5,1,6,0,果物,3128,0.9,1952,0.8,3569,1.3,2709,0.9,2601,0.8,3166,0.8,3062,0.8,4666,1.0,3439,1.2
76,2,6,1,6,1,生鮮果物,2795,0.8,1765,0.7,3381,1.3,2491,0.9,2361,0.7,2830,0.7,2647,0.7,4108,0.9,2971,1.1
77,2,6,1,6,2,果物加工品,334,0.1,187,0.1,188,0.1,217,0.1,240,0.1,336,0.1,415,0.1,557,0.1,469,0.2
78,2,5,1,7,0,油脂・調味料,4095,1.2,2856,1.2,4034,1.5,3425,1.2,4260,1.3,4401,1.1,3666,1.0,5463,1.2,4132,1.5
79,2,6,1,7,1,油脂,512,0.2,421,0.2,301,0.1,327,0.1,561,0.2,463,0.1,514,0.1,910,0.2,458,0.2
80,2,6,1,7,2,調味料,3583,1.1,2435,1.0,3733,1.4,3098,1.1,3698,1.1,3939,1.0,3152,0.8,4553,1.0,3673,1.3
81,2,5,1,8,0,菓子類,8133,2.4,5256,2.2,8270,3.1,9185,3.2,8873,2.7,8989,2.3,7232,1.9,9360,2.1,6695,2.4
82,2,5,1,9,0,調理食品,13422,4.0,7740,3.3,10305,3.9,14129,4.9,13618,4.1,15430,3.9,12419,3.2,15449,3.5,15125,5.5
83,2,6,1,9,1,主食的調理食品,5875,1.7,4112,1.7,3876,1.4,5854,2.0,5839,1.7,7435,1.9,5766,1.5,5878,1.3,6591,2.4
84,2,6,1,9,2,他の調理食品,7547,2.2,3629,1.5,6429,2.4,8275,2.9,7779,2.3,7996,2.0,6653,1.7,9571,2.1,8534,3.1
85,2,5,1,10,0,飲料,6454,1.9,5061,2.1,6507,2.4,5888,2.1,6007,1.8,7764,2.0,6881,1.8,6056,1.4,6917,2.5
86,2,6,1,10,1,茶類,1351,0.4,699,0.3,747,0.3,1311,0.5,1158,0.3,1917,0.5,1283,0.3,1550,0.3,1696,0.6
87,2,6,1,10,2,コーヒー・ココア,1252,0.4,667,0.3,913,0.3,1059,0.4,1379,0.4,1427,0.4,1519,0.4,1404,0.3,1182,0.4
88,2,6,1,10,3,他の飲料,3850,1.1,3695,1.6,4848,1.8,3519,1.2,3470,1.0,4420,1.1,4079,1.1,3101,0.7,4038,1.5
89,2,5,1,11,0,酒類,4371,1.3,2110,0.9,2583,1.0,2823,1.0,3828,1.1,4108,1.0,4663,1.2,6956,1.6,6898,2.5
90,2,5,1,12,0,外食,20092,5.9,14694,6.2,18289,6.8,30207,10.5,17756,5.3,23298,5.9,25740,6.7,17558,3.9,11056,4.0
91,2,6,1,12,1,一般外食,19173,5.7,14513,6.2,15764,5.9,28004,9.8,16434,4.9,22123,5.6,25469,6.6,17558,3.9,11056,4.0
92,2,6,1,12,2,学校給食,919,0.3,181,0.1,2526,0.9,2203,0.8,1321,0.4,1175,0.3,271,0.1,-,-,-,-
93,2,4,2,0,0,住居,30116,8.9,44577,18.9,16808,6.3,16372,5.7,24020,7.2,19221,4.9,18528,4.8,87160,19.5,18770,6.8
94,2,5,2,1,0,家賃地代,17749,5.2,43184,18.3,16137,6.0,15884,5.5,22866,6.8,15178,3.8,8740,2.3,10085,2.3,14766,5.3
95,2,5,2,2,0,設備修繕・維持,12367,3.7,1394,0.6,671,0.3,488,0.2,1153,0.3,4043,1.0,9788,2.5,77075,17.3,4004,1.4
96,2,6,2,2,1,設備材料,823,0.2,1187,0.5,250,0.1,44,0.0,662,0.2,1235,0.3,1308,0.3,789,0.2,815,0.3
97,2,6,2,2,2,工事その他のサービス,11544,3.4,206,0.1,421,0.2,444,0.2,491,0.1,2808,0.7,8480,2.2,76286,17.1,3189,1.2
98,2,4,3,0,0,光熱・水道,19364,5.7,14489,6.1,17951,6.7,19504,6.8,16568,5.0,19114,4.8,22197,5.8,22958,5.1,21604,7.8
99,2,5,3,1,0,電気代,8576,2.5,6595,2.8,7521,2.8,8681,3.0,7883,2.4,9100,2.3,9151,2.4,9907,2.2,8998,3.3
100,2,5,3,2,0,ガス代,5677,1.7,5041,2.1,4795,1.8,5611,2.0,4310,1.3,4893,1.2,7318,1.9,6736,1.5,6984,2.5
101,2,5,3,3,0,他の光熱,42,0.0,39,0.0,127,0.0,28,0.0,2,0.0,3,0.0,-,-,46,0.0,165,0.1
102,2,5,3,4,0,上下水道料,5070,1.5,2814,1.2,5508,2.1,5184,1.8,4372,1.3,5118,1.3,5728,1.5,6269,1.4,5457,2.0
103,2,4,4,0,0,家具・家事用品,14280,4.2,6087,2.6,15308,5.7,7830,2.7,11924,3.6,17383,4.4,18805,4.9,21616,4.8,12772,4.6
104,2,5,4,1,0,家庭用耐久財,6196,1.8,-,-,3574,1.3,951,0.3,3565,1.1,8392,2.1,11408,3.0,13827,3.1,4781,1.7
105,2,6,4,1,1,家事用耐久財,3238,1.0,-,-,110,0.0,72,0.0,2415,0.7,4957,1.3,2898,0.8,12290,2.8,653,0.2
106,2,6,4,1,2,冷暖房用器具,2912,0.9,-,-,3464,1.3,649,0.2,1150,0.3,3333,0.8,8509,2.2,1498,0.3,4128,1.5
107,2,6,4,1,3,一般家具,47,0.0,-,-,-,-,230,0.1,-,-,101,0.0,-,-,39,0.0,-,-
108,2,5,4,2,0,室内装備・装飾品,392,0.1,401,0.2,1392,0.5,70,0.0,411,0.1,356,0.1,488,0.1,95,0.0,295,0.1
109,2,5,4,3,0,寝具類,531,0.2,332,0.1,1157,0.4,868,0.3,172,0.1,580,0.1,304,0.1,13,0.0,1303,0.5
110,2,5,4,4,0,家事雑貨,2558,0.8,2248,1.0,4106,1.5,2290,0.8,2745,0.8,2748,0.7,2532,0.7,2592,0.6,1533,0.6
111,2,5,4,5,0,家事用消耗品,3981,1.2,3082,1.3,4948,1.8,3496,1.2,3387,1.0,5081,1.3,3124,0.8,4625,1.0,4368,1.6
112,2,5,4,6,0,家事サービス,622,0.2,24,0.0,131,0.0,155,0.1,1645,0.5,225,0.1,949,0.2,464,0.1,492,0.2
113,2,4,5,0,0,被服及び履物,12854,3.8,9357,4.0,9862,3.7,11915,4.2,14151,4.2,13633,3.5,12041,3.1,15009,3.4,13885,5.0
114,2,5,5,1,0,和服,45,0.0,87,0.0,398,0.1,-,-,-,-,-,-,63,0.0,-,-,-,-
115,2,5,5,2,0,洋服,5355,1.6,4977,2.1,2413,0.9,5745,2.0,5563,1.7,5981,1.5,5884,1.5,4531,1.0,6157,2.2
116,2,6,5,2,1,男子用洋服,1792,0.5,3362,1.4,234,0.1,1370,0.5,2228,0.7,1214,0.3,3482,0.9,470,0.1,1394,0.5
117,2,6,5,2,2,婦人用洋服,3102,0.9,717,0.3,1225,0.5,3082,1.1,2642,0.8,4617,1.2,2323,0.6,4061,0.9,4763,1.7
118,2,6,5,2,3,子供用洋服,462,0.1,897,0.4,954,0.4,1294,0.5,693,0.2,150,0.0,79,0.0,-,-,-,-
119,2,5,5,3,0,シャツ・セーター類,3009,0.9,1195,0.5,2596,1.0,2694,0.9,3507,1.0,2990,0.8,2261,0.6,4034,0.9,4010,1.5
120,2,6,5,3,1,男子用シャツ・セーター類,900,0.3,573,0.2,698,0.3,644,0.2,1525,0.5,770,0.2,564,0.1,957,0.2,1025,0.4
121,2,6,5,3,2,婦人用シャツ・セーター類,1880,0.6,294,0.1,915,0.3,1690,0.6,1636,0.5,2134,0.5,1625,0.4,3077,0.7,2986,1.1
122,2,6,5,3,3,子供用シャツ・セーター類,230,0.1,327,0.1,983,0.4,361,0.1,345,0.1,86,0.0,72,0.0,-,-,-,-
123,2,5,5,4,0,下着類,1256,0.4,633,0.3,884,0.3,791,0.3,985,0.3,908,0.2,1001,0.3,3951,0.9,795,0.3
124,2,6,5,4,1,男子用下着類,242,0.1,112,0.0,162,0.1,184,0.1,225,0.1,113,0.0,422,0.1,370,0.1,297,0.1
125,2,6,5,4,2,婦人用下着類,862,0.3,281,0.1,269,0.1,414,0.1,590,0.2,608,0.2,472,0.1,3581,0.8,498,0.2
126,2,6,5,4,3,子供用下着類,153,0.0,239,0.1,453,0.2,192,0.1,171,0.1,187,0.0,106,0.0,-,-,-,-
127,2,5,5,5,0,生地・糸類,99,0.0,2,0.0,12,0.0,7,0.0,222,0.1,8,0.0,201,0.1,29,0.0,189,0.1
128,2,5,5,6,0,他の被服,712,0.2,249,0.1,974,0.4,586,0.2,1077,0.3,903,0.2,610,0.2,381,0.1,655,0.2
129,2,5,5,7,0,履物類,1614,0.5,1915,0.8,2493,0.9,1876,0.7,2339,0.7,1455,0.4,1221,0.3,641,0.1,1107,0.4
130,2,5,5,8,0,被服関連サービス,764,0.2,299,0.1,91,0.0,216,0.1,458,0.1,1388,0.4,800,0.2,1440,0.3,972,0.4
131,2,4,6,0,0,保健医療,15300,4.5,9103,3.9,10883,4.1,8230,2.9,12492,3.7,14747,3.7,34006,8.8,13374,3.0,14737,5.3
132,2,5,6,1,0,医薬品,2213,0.7,1548,0.7,2747,1.0,1531,0.5,1409,0.4,2719,0.7,1909,0.5,3121,0.7,3082,1.1
133,2,5,6,2,0,健康保持用摂取品,1009,0.3,37,0.0,162,0.1,816,0.3,304,0.1,1688,0.4,2881,0.7,465,0.1,1047,0.4
134,2,5,6,3,0,保健医療用品・器具,2729,0.8,1924,0.8,4729,1.8,1912,0.7,2829,0.8,3448,0.9,2400,0.6,2147,0.5,2775,1.0
135,2,5,6,4,0,保健医療サービス,9349,2.8,5593,2.4,3245,1.2,3970,1.4,7949,2.4,6892,1.7,26817,7.0,7641,1.7,7833,2.8
136,2,4,7,0,0,交通・通信,39019,11.5,17989,7.6,22393,8.4,31728,11.1,30595,9.1,33146,8.4,82438,21.4,51022,11.4,29960,10.8
137,2,5,7,1,0,交通,8062,2.4,5063,2.1,7268,2.7,4873,1.7,10539,3.2,9434,2.4,5777,1.5,10978,2.5,7755,2.8
138,2,5,7,2,0,自動車等関係費,17987,5.3,5291,2.2,4106,1.5,16676,5.8,5945,1.8,6842,1.7,62334,16.2,26897,6.0,10091,3.7
139,2,6,7,2,1,自動車等購入,7092,2.1,-,-,-,-,-,-,-,-,-,-,51080,13.3,-,-,-,-
140,2,6,7,2,2,自転車購入,59,0.0,-,-,-,-,528,0.2,-,-,-,-,-,-,-,-,-,-
141,2,6,7,2,3,自動車等維持,10835,3.2,5291,2.2,4106,1.5,16148,5.6,5945,1.8,6842,1.7,11255,2.9,26897,6.0,10091,3.7
142,2,5,7,3,0,通信,12970,3.8,7635,3.2,11019,4.1,10179,3.5,14112,4.2,16871,4.3,14326,3.7,13147,2.9,12114,4.4
143,2,4,8,0,0,教育,25464,7.5,9049,3.8,24377,9.1,17210,6.0,28503,8.5,78682,19.9,20707,5.4,2585,0.6,42,0.0
144,2,5,8,1,0,授業料等,19291,5.7,8489,3.6,6505,2.4,10434,3.6,18760,5.6,74263,18.8,11838,3.1,206,0.0,-,-
145,2,5,8,2,0,教科書・学習参考教材,116,0.0,-,-,-,-,6,0.0,393,0.1,172,0.0,62,0.0,-,-,42,0.0
146,2,5,8,3,0,補習教育,6057,1.8,560,0.2,17872,6.7,6770,2.4,9350,2.8,4248,1.1,8806,2.3,2379,0.5,-,-
147,2,4,9,0,0,教養娯楽,39901,11.8,26052,11.0,30092,11.2,45226,15.8,56149,16.8,41427,10.5,28646,7.4,47084,10.6,29057,10.5
148,2,5,9,1,0,教養娯楽用耐久財,3076,0.9,291,0.1,371,0.1,3615,1.3,5922,1.8,1614,0.4,699,0.2,9320,2.1,11,0.0
149,2,5,9,2,0,教養娯楽用品,9657,2.9,10155,4.3,10110,3.8,13404,4.7,7941,2.4,8684,2.2,11824,3.1,7423,1.7,9233,3.3
150,2,5,9,3,0,書籍・他の印刷物,2743,0.8,2191,0.9,1221,0.5,2143,0.7,2444,0.7,3215,0.8,2701,0.7,3722,0.8,3568,1.3
151,2,5,9,4,0,教養娯楽サービス,24425,7.2,13415,5.7,18389,6.9,26065,9.1,39841,11.9,27915,7.1,13422,3.5,26618,6.0,16245,5.9
152,2,6,9,4,1,宿泊料,1731,0.5,4078,1.7,3124,1.2,1944,0.7,1319,0.4,814,0.2,924,0.2,3352,0.8,-,-
153,2,6,9,4,2,パック旅行費,6323,1.9,768,0.3,1212,0.5,5446,1.9,20024,6.0,7842,2.0,116,0.0,152,0.0,4285,1.6
154,2,6,9,4,3,月謝類,4554,1.3,1273,0.5,5344,2.0,8692,3.0,6965,2.1,4392,1.1,2558,0.7,2935,0.7,3000,1.1
155,2,6,9,4,4,他の教養娯楽サービス,11817,3.5,7295,3.1,8709,3.3,9982,3.5,11534,3.4,14866,3.8,9824,2.6,20180,4.5,8960,3.2
156,2,4,10,0,0,その他の消費支出,46362,13.7,37107,15.7,34815,13.0,28406,9.9,44631,13.3,51899,13.1,50168,13.0,74382,16.7,39410,14.3
157,2,5,10,1,0,諸雑費,27535,8.1,25618,10.9,22947,8.6,20627,7.2,28975,8.7,30736,7.8,24179,6.3,44693,10.0,17850,6.5
158,2,6,10,1,1,理美容サービス,3434,1.0,2984,1.3,2062,0.8,3292,1.1,3073,0.9,4475,1.1,3014,0.8,4519,1.0,3311,1.2
159,2,6,10,1,2,理美容用品,6981,2.1,4297,1.8,7171,2.7,5150,1.8,12936,3.9,7348,1.9,4461,1.2,5782,1.3,4828,1.7
160,2,6,10,1,3,身の回り用品,4243,1.3,9082,3.9,3596,1.3,677,0.2,2051,0.6,4617,1.2,1578,0.4,13779,3.1,522,0.2
161,2,6,10,1,4,たばこ,1356,0.4,649,0.3,925,0.3,1469,0.5,1050,0.3,809,0.2,2492,0.6,1197,0.3,2109,0.8
162,2,6,10,1,5,他の諸雑費,11522,3.4,8607,3.6,9194,3.4,10039,3.5,9865,2.9,13487,3.4,12634,3.3,19416,4.4,7080,2.6
163,2,5,10,2,0,こづかい,4906,1.4,1674,0.7,837,0.3,1084,0.4,8437,2.5,5844,1.5,3044,0.8,8203,1.8,5393,2.0
164,2,5,10,3,0,交際費,12760,3.8,9816,4.2,11031,4.1,6694,2.3,7219,2.2,10707,2.7,20002,5.2,21254,4.8,16167,5.9
165,2,6,10,3,0,食料,3636,1.1,1758,0.7,6210,2.3,1406,0.5,2339,0.7,2367,0.6,5126,1.3,5110,1.1,6134,2.2
166,2,6,10,3,0,家具・家事用品,212,0.1,446,0.2,-,-,107,0.0,181,0.1,58,0.0,464,0.1,191,0.0,245,0.1
167,2,6,10,3,0,被服及び履物,116,0.0,-,-,-,-,-,-,113,0.0,265,0.1,358,0.1,-,-,29,0.0
168,2,6,10,3,0,教養娯楽,1064,0.3,251,0.1,152,0.1,4,0.0,452,0.1,1952,0.5,4145,1.1,86,0.0,439,0.2
169,2,6,10,3,0,他の物品サービス,265,0.1,314,0.1,-,-,282,0.1,77,0.0,289,0.1,646,0.2,69,0.0,400,0.1
170,2,6,10,3,6,贈与金,3258,1.0,1492,0.6,628,0.2,2617,0.9,1207,0.4,1025,0.3,5604,1.5,7360,1.6,6101,2.2
171,2,6,10,3,7,他の交際費,4209,1.2,5555,2.4,4041,1.5,2279,0.8,2848,0.9,4751,1.2,3658,1.0,8437,1.9,2818,1.0
172,2,5,10,4,0,仕送り金,1161,0.3,-,-,-,-,-,-,-,-,4613,1.2,2942,0.8,232,0.1,-,-
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,27394,8.1,9684,4.1,27596,10.3,20159,7.0,30692,9.2,81152,20.6,23638,6.1,3170,0.7,270,0.1
175,2,3,0,0,0,（再掲）教養娯楽関係費,46638,13.8,28856,12.2,36363,13.6,48673,17.0,64614,19.3,49440,12.5,38770,10.1,54637,12.2,32905,11.9
