1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第７表　世帯主年齢階層別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
48,2,6,1,10,2,コーヒー・ココア,1214,0.3,809,0.3,1044,0.4,1222,0.4,1375,0.4,1366,0.2,1532,0.3,1496,0.4,1033,0.4,965,0.4
49,2,6,1,10,3,他の飲料,3371,0.9,3553,1.1,3519,1.3,3141,1.0,4103,1.1,4751,0.7,4786,1.1,3073,0.8,2461,0.9,2088,0.9
50,2,5,1,11,0,酒類,3972,1.1,1212,0.4,3234,1.2,3644,1.1,2951,0.8,4867,0.7,4240,1.0,5850,1.5,3937,1.5,2735,1.1
51,2,5,1,12,0,外食,17562,4.8,21952,6.8,16925,6.3,24050,7.3,19513,5.2,21236,3.1,24994,5.6,19905,5.2,11363,4.2,9303,3.9
52,2,6,1,12,1,一般外食,17197,4.7,21420,6.7,14468,5.4,23666,7.2,18614,4.9,20820,3.0,24389,5.5,19905,5.2,11363,4.2,9303,3.9
53,2,6,1,12,2,学校給食,365,0.1,532,0.2,2457,0.9,384,0.1,898,0.2,416,0.1,605,0.1,-,-,-,-,-,-
54,2,4,2,0,0,住居,24730,6.7,71698,22.3,17369,6.4,16350,5.0,37991,10.1,19933,2.9,16737,3.8,28731,7.5,19316,7.1,9074,3.8
55,2,5,2,1,0,家賃地代,14526,3.9,71357,22.2,15896,5.9,14456,4.4,22426,5.9,16654,2.4,13427,3.0,733,0.2,7556,2.8,6292,2.6
56,2,5,2,2,0,設備修繕・維持,10204,2.8,341,0.1,1473,0.5,1895,0.6,15565,4.1,3279,0.5,3310,0.7,27998,7.3,11760,4.3,2782,1.2
57,2,6,2,2,1,設備材料,2004,0.5,341,0.1,1453,0.5,317,0.1,1077,0.3,1734,0.2,305,0.1,492,0.1,3860,1.4,300,0.1
58,2,6,2,2,2,工事その他のサービス,8200,2.2,-,-,20,0.0,1577,0.5,14488,3.8,1545,0.2,3005,0.7,27506,7.2,7900,2.9,2483,1.0
59,2,4,3,0,0,光熱・水道,26718,7.2,22180,6.9,28447,10.6,26116,7.9,23803,6.3,29354,4.2,28744,6.5,27979,7.3,26447,9.8,25547,10.6
60,2,5,3,1,0,電気代,13145,3.6,11367,3.5,14895,5.5,11750,3.6,10836,2.9,15566,2.2,12801,2.9,13733,3.6,13372,4.9,13287,5.5
61,2,5,3,2,0,ガス代,8523,2.3,6237,1.9,9304,3.5,8598,2.6,8313,2.2,9098,1.3,9921,2.2,9675,2.5,7945,2.9,7467,3.1
62,2,5,3,3,0,他の光熱,136,0.0,-,-,13,0.0,36,0.0,39,0.0,39,0.0,10,0.0,245,0.1,250,0.1,186,0.1
63,2,5,3,4,0,上下水道料,4913,1.3,4576,1.4,4236,1.6,5732,1.7,4615,1.2,4651,0.7,6011,1.4,4326,1.1,4881,1.8,4607,1.9
64,2,4,4,0,0,家具・家事用品,11931,3.2,10080,3.1,26876,10.0,10844,3.3,9216,2.4,10316,1.5,25134,5.7,15932,4.1,7434,2.7,8250,3.4
65,2,5,4,1,0,家庭用耐久財,4313,1.2,3722,1.2,19013,7.1,1193,0.4,421,0.1,1546,0.2,17302,3.9,6527,1.7,1291,0.5,2077,0.9
66,2,6,4,1,1,家事用耐久財,2663,0.7,308,0.1,37,0.0,1162,0.4,421,0.1,1546,0.2,13883,3.1,6509,1.7,389,0.1,583,0.2
67,2,6,4,1,2,冷暖房用器具,1411,0.4,-,-,18975,7.0,31,0.0,-,-,-,-,3351,0.8,-,-,800,0.3,1495,0.6
68,2,6,4,1,3,一般家具,238,0.1,3414,1.1,-,-,-,-,-,-,-,-,68,0.0,18,0.0,101,0.0,-,-
69,2,5,4,2,0,室内装備・装飾品,700,0.2,99,0.0,1873,0.7,113,0.0,207,0.1,1035,0.1,301,0.1,570,0.1,973,0.4,1306,0.5
70,2,5,4,3,0,寝具類,453,0.1,39,0.0,81,0.0,1256,0.4,608,0.2,455,0.1,497,0.1,505,0.1,315,0.1,526,0.2
71,2,5,4,4,0,家事雑貨,2241,0.6,1986,0.6,2616,1.0,3594,1.1,2664,0.7,2387,0.3,2973,0.7,2749,0.7,1462,0.5,1242,0.5
72,2,5,4,5,0,家事用消耗品,3490,0.9,3406,1.1,3036,1.1,3771,1.1,4142,1.1,4212,0.6,3799,0.9,3912,1.0,2895,1.1,2519,1.0
73,2,5,4,6,0,家事サービス,735,0.2,829,0.3,258,0.1,916,0.3,1174,0.3,682,0.1,262,0.1,1668,0.4,499,0.2,580,0.2
74,2,4,5,0,0,被服及び履物,13042,3.5,15427,4.8,16902,6.3,14727,4.5,14665,3.9,19145,2.8,15884,3.6,17180,4.5,7809,2.9,5162,2.1
75,2,5,5,1,0,和服,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
76,2,5,5,2,0,洋服,5115,1.4,6618,2.1,6850,2.5,6711,2.0,5297,1.4,7355,1.1,8282,1.9,5802,1.5,2633,1.0,1297,0.5
77,2,6,5,2,1,男子用洋服,2427,0.7,2552,0.8,2053,0.8,3907,1.2,1204,0.3,1837,0.3,6136,1.4,2715,0.7,1559,0.6,699,0.3
78,2,6,5,2,2,婦人用洋服,2213,0.6,1922,0.6,3147,1.2,1561,0.5,2926,0.8,5211,0.7,2034,0.5,3087,0.8,1024,0.4,597,0.2
79,2,6,5,2,3,子供用洋服,475,0.1,2144,0.7,1649,0.6,1243,0.4,1167,0.3,308,0.0,111,0.0,-,-,50,0.0,-,-
80,2,5,5,3,0,シャツ・セーター類,2984,0.8,2933,0.9,2623,1.0,2579,0.8,3855,1.0,4959,0.7,2825,0.6,3701,1.0,2136,0.8,1734,0.7
81,2,6,5,3,1,男子用シャツ・セーター類,1074,0.3,1378,0.4,841,0.3,776,0.2,1438,0.4,1930,0.3,863,0.2,1579,0.4,681,0.3,344,0.1
82,2,6,5,3,2,婦人用シャツ・セーター類,1734,0.5,1102,0.3,420,0.2,1415,0.4,1995,0.5,2883,0.4,1910,0.4,2122,0.6,1455,0.5,1389,0.6
83,2,6,5,3,3,子供用シャツ・セーター類,177,0.0,452,0.1,1362,0.5,388,0.1,422,0.1,146,0.0,51,0.0,-,-,-,-,-,-
84,2,5,5,4,0,下着類,943,0.3,1035,0.3,1548,0.6,1983,0.6,783,0.2,1647,0.2,881,0.2,600,0.2,605,0.2,424,0.2
85,2,6,5,4,1,男子用下着類,234,0.1,12,0.0,226,0.1,223,0.1,191,0.1,203,0.0,302,0.1,168,0.0,289,0.1,322,0.1
86,2,6,5,4,2,婦人用下着類,572,0.2,561,0.2,298,0.1,1355,0.4,383,0.1,1376,0.2,493,0.1,432,0.1,316,0.1,102,0.0
87,2,6,5,4,3,子供用下着類,137,0.0,462,0.1,1024,0.4,404,0.1,210,0.1,67,0.0,86,0.0,-,-,-,-,-,-
88,2,5,5,5,0,生地・糸類,141,0.0,180,0.1,46,0.0,49,0.0,213,0.1,399,0.1,143,0.0,60,0.0,91,0.0,163,0.1
89,2,5,5,6,0,他の被服,782,0.2,932,0.3,1334,0.5,642,0.2,926,0.2,1398,0.2,1007,0.2,919,0.2,414,0.2,225,0.1
90,2,5,5,7,0,履物類,1957,0.5,1854,0.6,4414,1.6,2034,0.6,2888,0.8,2516,0.4,1403,0.3,4225,1.1,817,0.3,661,0.3
91,2,5,5,8,0,被服関連サービス,1118,0.3,1876,0.6,88,0.0,728,0.2,702,0.2,872,0.1,1343,0.3,1873,0.5,1113,0.4,658,0.3
92,2,4,6,0,0,保健医療,17934,4.9,11861,3.7,9336,3.5,12157,3.7,20123,5.3,15347,2.2,18064,4.1,21964,5.7,19863,7.3,17291,7.2
93,2,5,6,1,0,医薬品,3000,0.8,1334,0.4,965,0.4,1478,0.4,1838,0.5,4000,0.6,4156,0.9,4037,1.0,3181,1.2,2607,1.1
94,2,5,6,2,0,健康保持用摂取品,1540,0.4,235,0.1,695,0.3,614,0.2,333,0.1,1245,0.2,2818,0.6,1393,0.4,2111,0.8,1909,0.8
95,2,5,6,3,0,保健医療用品・器具,2931,0.8,4683,1.5,4770,1.8,6461,2.0,2756,0.7,3063,0.4,2465,0.6,4505,1.2,1478,0.5,1382,0.6
96,2,5,6,4,0,保健医療サービス,10463,2.8,5610,1.7,2906,1.1,3603,1.1,15196,4.0,7039,1.0,8625,1.9,12029,3.1,13093,4.8,11393,4.7
97,2,4,7,0,0,交通・通信,32649,8.8,25875,8.0,20960,7.8,30661,9.3,33407,8.8,45666,6.6,42177,9.5,40101,10.4,26496,9.8,19189,8.0
98,2,5,7,1,0,交通,10655,2.9,6258,1.9,6528,2.4,10106,3.1,15433,4.1,18038,2.6,18553,4.2,13072,3.4,5484,2.0,4471,1.9
99,2,5,7,2,0,自動車等関係費,11450,3.1,9580,3.0,2732,1.0,10129,3.1,8623,2.3,15435,2.2,11844,2.7,13609,3.5,11770,4.3,6523,2.7
100,2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101,2,6,7,2,2,自転車購入,864,0.2,-,-,918,0.3,1034,0.3,1060,0.3,3554,0.5,999,0.2,1094,0.3,-,-,-,-
102,2,6,7,2,3,自動車等維持,10586,2.9,9580,3.0,1815,0.7,9095,2.8,7563,2.0,11881,1.7,10845,2.4,12516,3.3,11770,4.3,6523,2.7
103,2,5,7,3,0,通信,10544,2.9,10037,3.1,11700,4.3,10426,3.2,9350,2.5,12193,1.8,11780,2.7,13419,3.5,9242,3.4,8196,3.4
104,2,4,8,0,0,教育,55156,14.9,3817,1.2,16249,6.0,27960,8.5,58529,15.5,277938,39.9,82252,18.5,29967,7.8,4939,1.8,8849,3.7
105,2,5,8,1,0,授業料等,50942,13.8,3402,1.1,8254,3.1,16132,4.9,52550,13.9,265416,38.1,77818,17.5,29375,7.6,4127,1.5,8849,3.7
106,2,5,8,2,0,教科書・学習参考教材,547,0.1,34,0.0,1895,0.7,205,0.1,928,0.2,1312,0.2,1216,0.3,592,0.2,29,0.0,-,-
107,2,5,8,3,0,補習教育,3667,1.0,382,0.1,6100,2.3,11623,3.5,5050,1.3,11209,1.6,3219,0.7,-,-,783,0.3,-,-
108,2,4,9,0,0,教養娯楽,36525,9.9,37853,11.8,25524,9.5,62327,19.0,37785,10.0,40124,5.8,39689,8.9,39822,10.4,28951,10.7,22977,9.5
109,2,5,9,1,0,教養娯楽用耐久財,2301,0.6,3336,1.0,929,0.3,11447,3.5,3762,1.0,2108,0.3,775,0.2,1030,0.3,830,0.3,236,0.1
110,2,5,9,2,0,教養娯楽用品,9212,2.5,10042,3.1,11541,4.3,11110,3.4,13286,3.5,11422,1.6,13634,3.1,9538,2.5,5389,2.0,2999,1.2
111,2,5,9,3,0,書籍・他の印刷物,3479,0.9,3848,1.2,875,0.3,3371,1.0,2722,0.7,3468,0.5,2862,0.6,3585,0.9,4061,1.5,4202,1.7
112,2,5,9,4,0,教養娯楽サービス,21533,5.8,20627,6.4,12179,4.5,36399,11.1,18015,4.8,23126,3.3,22419,5.1,25669,6.7,18671,6.9,15540,6.4
113,2,6,9,4,1,宿泊料,2327,0.6,1841,0.6,-,-,6196,1.9,948,0.3,4089,0.6,2234,0.5,2686,0.7,1624,0.6,1446,0.6
114,2,6,9,4,2,パック旅行費,2106,0.6,25,0.0,-,-,935,0.3,491,0.1,4438,0.6,2182,0.5,-,-,3172,1.2,3670,1.5
115,2,6,9,4,3,月謝類,3497,0.9,3730,1.2,4672,1.7,12117,3.7,5548,1.5,2231,0.3,2717,0.6,1762,0.5,2066,0.8,1549,0.6
116,2,6,9,4,4,他の教養娯楽サービス,13604,3.7,15031,4.7,7507,2.8,17151,5.2,11028,2.9,12368,1.8,15285,3.4,21222,5.5,11809,4.4,8875,3.7
117,2,4,10,0,0,その他の消費支出,56706,15.4,48413,15.1,26158,9.7,31222,9.5,45897,12.2,127393,18.3,70195,15.8,55919,14.5,44891,16.6,43670,18.1
118,2,5,10,1,0,諸雑費,29635,8.0,31003,9.6,18793,7.0,22947,7.0,24561,6.5,59563,8.6,39728,9.0,28176,7.3,22129,8.2,21593,9.0
119,2,6,10,1,1,理美容サービス,4154,1.1,2806,0.9,2390,0.9,5167,1.6,4072,1.1,7750,1.1,4956,1.1,4127,1.1,3066,1.1,3477,1.4
120,2,6,10,1,2,理美容用品,5028,1.4,7102,2.2,6168,2.3,4903,1.5,5499,1.5,6108,0.9,6031,1.4,5654,1.5,3748,1.4,2937,1.2
121,2,6,10,1,3,身の回り用品,2781,0.8,6788,2.1,2845,1.1,2067,0.6,4053,1.1,4365,0.6,4889,1.1,3389,0.9,786,0.3,450,0.2
122,2,6,10,1,4,たばこ,887,0.2,305,0.1,174,0.1,92,0.0,880,0.2,639,0.1,2039,0.5,1490,0.4,799,0.3,423,0.2
123,2,6,10,1,5,他の諸雑費,16785,4.5,14003,4.4,7217,2.7,10719,3.3,10057,2.7,40702,5.8,21812,4.9,13516,3.5,13729,5.1,14306,5.9
124,2,5,10,2,0,こづかい,5906,1.6,121,0.0,889,0.3,874,0.3,11315,3.0,13370,1.9,6552,1.5,2248,0.6,5400,2.0,4523,1.9
125,2,5,10,3,0,交際費,14259,3.9,17289,5.4,6476,2.4,7401,2.3,9903,2.6,8688,1.2,12185,2.7,24857,6.5,16526,6.1,16938,7.0
126,2,6,10,3,0,食料,4457,1.2,9642,3.0,1566,0.6,1926,0.6,3051,0.8,2986,0.4,3845,0.9,7804,2.0,4600,1.7,4125,1.7
127,2,6,10,3,0,家具・家事用品,157,0.0,940,0.3,28,0.0,96,0.0,46,0.0,53,0.0,131,0.0,42,0.0,171,0.1,4,0.0
128,2,6,10,3,0,被服及び履物,338,0.1,230,0.1,89,0.0,-,-,43,0.0,272,0.0,-,-,909,0.2,486,0.2,66,0.0
129,2,6,10,3,0,教養娯楽,956,0.3,1284,0.4,-,-,199,0.1,646,0.2,260,0.0,435,0.1,3099,0.8,1006,0.4,426,0.2
130,2,6,10,3,0,他の物品サービス,275,0.1,307,0.1,97,0.0,323,0.1,127,0.0,326,0.0,666,0.2,285,0.1,193,0.1,239,0.1
131,2,6,10,3,6,贈与金,3797,1.0,1089,0.3,349,0.1,922,0.3,1478,0.4,762,0.1,2325,0.5,4135,1.1,6967,2.6,9031,3.7
132,2,6,10,3,7,他の交際費,4279,1.2,3797,1.2,4346,1.6,3934,1.2,4512,1.2,4029,0.6,4783,1.1,8583,2.2,3104,1.1,3048,1.3
133,2,5,10,4,0,仕送り金,6905,1.9,-,-,-,-,-,-,119,0.0,45773,6.6,11730,2.6,638,0.2,836,0.3,616,0.3
134,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,59297,16.1,4918,1.5,20910,7.8,33873,10.3,65339,17.3,288371,41.4,92227,20.8,32836,8.5,5256,1.9,9032,3.7
136,2,3,0,0,0,（再掲）教養娯楽関係費,42318,11.5,45417,14.1,27564,10.2,67421,20.5,41973,11.1,45712,6.6,48269,10.9,47847,12.4,34140,12.6,28110,11.7
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10702,2.9,1089,0.3,349,0.1,922,0.3,1596,0.4,46535,6.7,14055,3.2,4773,1.2,7803,2.9,9647,4.0
138,2,3,0,0,0,（再掲）経常消費支出,241265,65.4,264306,82.2,200511,74.5,232799,70.9,257568,68.2,288429,41.4,273450,61.7,258922,67.3,211727,78.2,188514,78.2
139,2,3,0,0,0,（再掲）情報通信関係費,15546,4.2,13711,4.3,11718,4.4,12582,3.8,15074,4.0,18336,2.6,17238,3.9,19614,5.1,14531,5.4,12300,5.1
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,333636,90.4,248849,77.4,251581,93.4,311263,94.7,338111,89.5,629661,90.5,412700,93.1,350988,91.3,243743,90.0,222375,92.2
