1,東京都生計分析調査　令和 5年 2月,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第１表　生計支出７分位階層別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
44,2,6,1,9,1,主食的調理食品,6189,2.1,15.6,3736,3.6,4854,3.0,5172,2.5,6105,2.4,6739,2.2,7054,1.9,9620,1.4
45,2,6,1,9,2,他の調理食品,6632,2.2,0.9,4748,4.6,5263,3.3,5897,2.9,6168,2.4,6989,2.3,7229,1.9,10105,1.5
46,2,5,1,10,0,飲料,4809,1.6,9.1,2558,2.5,3580,2.2,3912,1.9,4955,1.9,5508,1.8,6297,1.7,6812,1.0
47,2,6,1,10,1,茶類,1139,0.4,4.9,636,0.6,598,0.4,1193,0.6,963,0.4,1476,0.5,1574,0.4,1530,0.2
48,2,6,1,10,2,コーヒー・ココア,1182,0.4,20.0,777,0.7,920,0.6,761,0.4,1176,0.5,1264,0.4,1685,0.4,1686,0.3
49,2,6,1,10,3,他の飲料,2487,0.8,6.5,1145,1.1,2062,1.3,1958,0.9,2816,1.1,2767,0.9,3038,0.8,3596,0.5
50,2,5,1,11,0,酒類,3263,1.1,1.7,1617,1.6,2607,1.6,2156,1.0,3171,1.2,4038,1.3,5197,1.4,4021,0.6
51,2,5,1,12,0,外食,15072,5.1,48.2,4488,4.3,10850,6.7,8692,4.2,14565,5.7,17310,5.7,21210,5.6,28195,4.2
52,2,6,1,12,1,一般外食,14294,4.8,52.4,4320,4.2,10415,6.5,8286,4.0,13722,5.4,16604,5.4,20016,5.3,26507,4.0
53,2,6,1,12,2,学校給食,778,0.3,-2.3,168,0.2,434,0.3,406,0.2,842,0.3,706,0.2,1194,0.3,1688,0.3
54,2,4,2,0,0,住居,24197,8.2,-19.7,1915,1.8,3079,1.9,18469,9.0,14655,5.7,33526,11.0,26261,7.0,71185,10.7
55,2,5,2,1,0,家賃地代,15631,5.3,-4.2,1796,1.7,2587,1.6,17569,8.5,12442,4.9,30199,9.9,19639,5.2,24966,3.8
56,2,5,2,2,0,設備修繕・維持,8567,2.9,-37.9,119,0.1,493,0.3,900,0.4,2213,0.9,3327,1.1,6621,1.8,46218,7.0
57,2,6,2,2,1,設備材料,2572,0.9,-1.7,14,0.0,249,0.2,264,0.1,461,0.2,343,0.1,185,0.0,16468,2.5
58,2,6,2,2,2,工事その他のサービス,5995,2.0,-46.4,105,0.1,243,0.2,636,0.3,1752,0.7,2983,1.0,6436,1.7,29750,4.5
59,2,4,3,0,0,光熱・水道,33282,11.2,14.1,16914,16.3,29422,18.2,30988,15.0,39012,15.3,39854,13.0,38239,10.1,38243,5.8
60,2,5,3,1,0,電気代,16284,5.5,26.5,8054,7.8,14605,9.1,13686,6.6,19929,7.8,20264,6.6,19549,5.2,17729,2.7
61,2,5,3,2,0,ガス代,10862,3.7,19.9,5433,5.2,9571,5.9,11162,5.4,12686,5.0,12574,4.1,10884,2.9,13638,2.1
62,2,5,3,3,0,他の光熱,592,0.2,-42.4,573,0.6,207,0.1,859,0.4,820,0.3,432,0.1,743,0.2,518,0.1
63,2,5,3,4,0,上下水道料,5544,1.9,-10.9,2854,2.8,5040,3.1,5281,2.6,5577,2.2,6585,2.2,7063,1.9,6357,1.0
64,2,4,4,0,0,家具・家事用品,8132,2.7,-6.4,2797,2.7,5462,3.4,5397,2.6,8970,3.5,8031,2.6,12019,3.2,14168,2.1
65,2,5,4,1,0,家庭用耐久財,1834,0.6,-36.6,238,0.2,1085,0.7,953,0.5,2453,1.0,1275,0.4,3354,0.9,3457,0.5
66,2,6,4,1,1,家事用耐久財,786,0.3,-51.3,-,-,123,0.1,800,0.4,1225,0.5,1004,0.3,2200,0.6,139,0.0
67,2,6,4,1,2,冷暖房用器具,514,0.2,-40.4,-,-,73,0.0,153,0.1,21,0.0,15,0.0,418,0.1,2916,0.4
68,2,6,4,1,3,一般家具,534,0.2,29.3,238,0.2,889,0.6,-,-,1206,0.5,255,0.1,736,0.2,403,0.1
69,2,5,4,2,0,室内装備・装飾品,308,0.1,-13.2,7,0.0,212,0.1,7,0.0,879,0.3,498,0.2,462,0.1,84,0.0
70,2,5,4,3,0,寝具類,306,0.1,-23.5,18,0.0,186,0.1,112,0.1,102,0.0,419,0.1,927,0.2,375,0.1
71,2,5,4,4,0,家事雑貨,2066,0.7,8.6,719,0.7,1407,0.9,1523,0.7,1538,0.6,2419,0.8,2589,0.7,4245,0.6
72,2,5,4,5,0,家事用消耗品,2888,1.0,4.7,1754,1.7,2292,1.4,2542,1.2,3334,1.3,3218,1.1,3657,1.0,3401,0.5
73,2,5,4,6,0,家事サービス,730,0.2,90.6,63,0.1,281,0.2,260,0.1,664,0.3,203,0.1,1030,0.3,2606,0.4
74,2,4,5,0,0,被服及び履物,8019,2.7,6.6,2307,2.2,3295,2.0,4488,2.2,5434,2.1,9273,3.0,14216,3.8,17033,2.6
75,2,5,5,1,0,和服,134,0.0,...,-,-,-,-,-,-,-,-,928,0.3,-,-,-,-
76,2,5,5,2,0,洋服,3595,1.2,14.3,808,0.8,1471,0.9,1425,0.7,2470,1.0,3732,1.2,7201,1.9,8018,1.2
77,2,6,5,2,1,男子用洋服,1063,0.4,26.4,165,0.2,321,0.2,517,0.3,259,0.1,1250,0.4,3487,0.9,1428,0.2
78,2,6,5,2,2,婦人用洋服,2183,0.7,6.2,338,0.3,1119,0.7,671,0.3,1967,0.8,1787,0.6,3259,0.9,6110,0.9
79,2,6,5,2,3,子供用洋服,350,0.1,41.7,305,0.3,31,0.0,236,0.1,244,0.1,694,0.2,454,0.1,481,0.1
80,2,5,5,3,0,シャツ・セーター類,1200,0.4,4.2,456,0.4,270,0.2,485,0.2,913,0.4,992,0.3,2059,0.5,3218,0.5
81,2,6,5,3,1,男子用シャツ・セーター類,334,0.1,33.6,36,0.0,127,0.1,45,0.0,211,0.1,263,0.1,1101,0.3,551,0.1
82,2,6,5,3,2,婦人用シャツ・セーター類,802,0.3,-2.4,370,0.4,143,0.1,422,0.2,644,0.3,621,0.2,874,0.2,2535,0.4
83,2,6,5,3,3,子供用シャツ・セーター類,64,0.0,-21.0,50,0.0,-,-,18,0.0,57,0.0,107,0.0,84,0.0,133,0.0
84,2,5,5,4,0,下着類,827,0.3,23.4,267,0.3,211,0.1,520,0.3,469,0.2,1134,0.4,1918,0.5,1260,0.2
85,2,6,5,4,1,男子用下着類,244,0.1,-11.6,137,0.1,73,0.0,174,0.1,222,0.1,405,0.1,374,0.1,318,0.0
86,2,6,5,4,2,婦人用下着類,539,0.2,76.7,124,0.1,107,0.1,334,0.2,196,0.1,674,0.2,1464,0.4,870,0.1
87,2,6,5,4,3,子供用下着類,44,0.0,-50.6,6,0.0,30,0.0,12,0.0,51,0.0,55,0.0,80,0.0,71,0.0
88,2,5,5,5,0,生地・糸類,119,0.0,-45.9,11,0.0,31,0.0,101,0.0,19,0.0,105,0.0,104,0.0,461,0.1
89,2,5,5,6,0,他の被服,620,0.2,-9.2,305,0.3,367,0.2,326,0.2,453,0.2,646,0.2,1001,0.3,1233,0.2
90,2,5,5,7,0,履物類,1140,0.4,-6.9,231,0.2,831,0.5,1170,0.6,765,0.3,1120,0.4,1610,0.4,2241,0.3
91,2,5,5,8,0,被服関連サービス,385,0.1,-10.0,228,0.2,115,0.1,461,0.2,346,0.1,616,0.2,324,0.1,601,0.1
92,2,4,6,0,0,保健医療,16503,5.6,29.0,5655,5.5,7418,4.6,9236,4.5,13763,5.4,18956,6.2,22443,5.9,37878,5.7
93,2,5,6,1,0,医薬品,3124,1.1,25.6,2072,2.0,1890,1.2,2837,1.4,3583,1.4,3625,1.2,3729,1.0,4121,0.6
94,2,5,6,2,0,健康保持用摂取品,1200,0.4,14.4,599,0.6,593,0.4,554,0.3,1191,0.5,661,0.2,1778,0.5,3018,0.5
95,2,5,6,3,0,保健医療用品・器具,3463,1.2,14.9,750,0.7,1629,1.0,1397,0.7,2444,1.0,5159,1.7,5197,1.4,7611,1.1
96,2,5,6,4,0,保健医療サービス,8715,2.9,39.6,2234,2.2,3306,2.0,4449,2.2,6545,2.6,9511,3.1,11739,3.1,23128,3.5
97,2,4,7,0,0,交通・通信,25971,8.8,-13.2,6414,6.2,11270,7.0,17454,8.5,22002,8.6,29063,9.5,41455,11.0,53864,8.1
98,2,5,7,1,0,交通,5639,1.9,67.7,1112,1.1,1756,1.1,2016,1.0,5929,2.3,6442,2.1,7411,2.0,14736,2.2
99,2,5,7,2,0,自動車等関係費,10072,3.4,-33.9,1366,1.3,2190,1.4,7402,3.6,4607,1.8,10291,3.4,19566,5.2,24989,3.8
100,2,6,7,2,1,自動車等購入,931,0.3,-68.9,-,-,-,-,-,-,-,-,-,-,-,-,6514,1.0
101,2,6,7,2,2,自転車購入,617,0.2,-51.3,-,-,-,-,-,-,188,0.1,-,-,2416,0.6,1709,0.3
102,2,6,7,2,3,自動車等維持,8524,2.9,-22.4,1366,1.3,2190,1.4,7402,3.6,4419,1.7,10291,3.4,17150,4.5,16766,2.5
103,2,5,7,3,0,通信,10260,3.5,-9.3,3936,3.8,7324,4.5,8036,3.9,11465,4.5,12330,4.0,14478,3.8,14139,2.1
104,2,4,8,0,0,教育,16274,5.5,22.8,139,0.1,1526,0.9,4053,2.0,3764,1.5,2818,0.9,15579,4.1,85940,13.0
105,2,5,8,1,0,授業料等,11474,3.9,40.8,139,0.1,1375,0.9,2454,1.2,2602,1.0,608,0.2,9737,2.6,63337,9.5
106,2,5,8,2,0,教科書・学習参考教材,362,0.1,558.2,-,-,11,0.0,-,-,-,-,8,0.0,181,0.0,2332,0.4
107,2,5,8,3,0,補習教育,4439,1.5,-12.0,-,-,140,0.1,1599,0.8,1162,0.5,2202,0.7,5661,1.5,20272,3.1
108,2,4,9,0,0,教養娯楽,32481,10.9,16.3,6746,6.5,13555,8.4,19889,9.6,25285,9.9,31284,10.2,41864,11.1,88416,13.3
109,2,5,9,1,0,教養娯楽用耐久財,1586,0.5,-23.5,69,0.1,367,0.2,473,0.2,388,0.2,2839,0.9,1684,0.4,5252,0.8
110,2,5,9,2,0,教養娯楽用品,6813,2.3,12.6,1850,1.8,2779,1.7,4583,2.2,5169,2.0,7997,2.6,8977,2.4,16267,2.5
111,2,5,9,3,0,書籍・他の印刷物,3302,1.1,-9.5,2281,2.2,2514,1.6,2995,1.5,2866,1.1,3758,1.2,4225,1.1,4461,0.7
112,2,5,9,4,0,教養娯楽サービス,20779,7.0,28.7,2545,2.5,7895,4.9,11838,5.7,16863,6.6,16690,5.5,26979,7.1,62436,9.4
113,2,6,9,4,1,宿泊料,2555,0.9,80.2,-,-,-,-,1043,0.5,865,0.3,1451,0.5,3627,1.0,10883,1.6
114,2,6,9,4,2,パック旅行費,3232,1.1,214.4,-,-,352,0.2,763,0.4,863,0.3,265,0.1,5078,1.3,15281,2.3
115,2,6,9,4,3,月謝類,3467,1.2,-21.9,197,0.2,1626,1.0,1005,0.5,5687,2.2,4521,1.5,3740,1.0,7427,1.1
116,2,6,9,4,4,他の教養娯楽サービス,11525,3.9,24.4,2348,2.3,5916,3.7,9027,4.4,9448,3.7,10453,3.4,14534,3.8,28845,4.3
117,2,4,10,0,0,その他の消費支出,47170,15.9,-2.6,8435,8.1,17021,10.6,25634,12.4,34764,13.6,46144,15.1,63770,16.9,133914,20.2
118,2,5,10,1,0,諸雑費,29938,10.1,13.2,5065,4.9,9755,6.0,15046,7.3,21015,8.2,26177,8.6,34778,9.2,97433,14.7
119,2,6,10,1,1,理美容サービス,3807,1.3,28.2,1455,1.4,1160,0.7,2438,1.2,3729,1.5,5293,1.7,5779,1.5,6761,1.0
120,2,6,10,1,2,理美容用品,4751,1.6,11.3,1849,1.8,2704,1.7,3104,1.5,5314,2.1,5179,1.7,7171,1.9,7890,1.2
121,2,6,10,1,3,身の回り用品,2415,0.8,112.6,114,0.1,793,0.5,744,0.4,1412,0.6,1960,0.6,2037,0.5,9813,1.5
122,2,6,10,1,4,たばこ,817,0.3,-5.3,191,0.2,735,0.5,586,0.3,681,0.3,1443,0.5,797,0.2,1273,0.2
123,2,6,10,1,5,他の諸雑費,18147,6.1,5.4,1457,1.4,4364,2.7,8173,4.0,9879,3.9,12301,4.0,18994,5.0,71697,10.8
124,2,5,10,2,0,こづかい,5672,1.9,-5.2,758,0.7,1553,1.0,2860,1.4,4500,1.8,4499,1.5,9225,2.4,16254,2.4
125,2,5,10,3,0,交際費,10635,3.6,-18.7,2613,2.5,5635,3.5,7691,3.7,9097,3.6,15234,5.0,17439,4.6,16594,2.5
126,2,6,10,3,0,食料,2511,0.8,16.2,682,0.7,1861,1.2,1873,0.9,2133,0.8,3438,1.1,4804,1.3,2747,0.4
127,2,6,10,3,0,家具・家事用品,174,0.1,37.0,24,0.0,93,0.1,11,0.0,109,0.0,30,0.0,158,0.0,791,0.1
128,2,6,10,3,0,被服及び履物,262,0.1,56.0,18,0.0,75,0.0,18,0.0,74,0.0,172,0.1,856,0.2,616,0.1
129,2,6,10,3,0,教養娯楽,429,0.1,-41.6,90,0.1,99,0.1,204,0.1,204,0.1,639,0.2,505,0.1,1256,0.2
130,2,6,10,3,0,他の物品サービス,264,0.1,40.4,397,0.4,128,0.1,41,0.0,96,0.0,615,0.2,417,0.1,152,0.0
131,2,6,10,3,6,贈与金,2908,1.0,-48.7,722,0.7,404,0.3,920,0.4,3530,1.4,3446,1.1,5161,1.4,6143,0.9
132,2,6,10,3,7,他の交際費,4088,1.4,1.4,680,0.7,2975,1.8,4623,2.2,2951,1.2,6895,2.3,5538,1.5,4888,0.7
133,2,5,10,4,0,仕送り金,924,0.3,-68.0,-,-,78,0.0,37,0.0,152,0.1,234,0.1,2328,0.6,3634,0.5
134,2,3,0,0,0,土地家屋購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,17878,6.0,5.9,696,0.7,2294,1.4,4740,2.3,5458,2.1,4052,1.3,17505,4.6,90285,13.6
136,2,3,0,0,0,（再掲）教養娯楽関係費,36225,12.2,21.4,7003,6.8,14680,9.1,21737,10.5,28582,11.2,36667,12.0,45805,12.1,98716,14.9
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,3833,1.3,-55.2,722,0.7,482,0.3,957,0.5,3682,1.4,3679,1.2,7489,2.0,9777,1.5
138,2,3,0,0,0,（再掲）経常消費支出,225740,76.1,7.3,99142,95.6,150950,93.6,185588,90.0,227444,88.9,263406,86.2,290348,76.9,361317,54.5
139,2,3,0,0,0,（再掲）情報通信関係費,15053,5.1,-5.6,5423,5.2,11004,6.8,13569,6.6,17001,6.6,16335,5.3,20944,5.5,20955,3.2
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,267682,90.2,9.7,101089,97.5,157775,97.8,186888,90.6,237388,92.8,268384,87.8,343862,91.1,576089,86.8
