1,東京都生計分析調査　令和 5年 3月,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第７表　世帯主年齢階層別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
118,2,5,10,1,0,諸雑費,26635,7.7,21630,7.4,28756,7.9,22510,6.2,26950,6.3,34052,7.8,36308,8.4,26078,8.5,22600,8.1,19780,7.7
119,2,6,10,1,1,理美容サービス,4345,1.3,2472,0.9,1319,0.4,3779,1.0,5546,1.3,4470,1.0,6013,1.4,4167,1.4,4202,1.5,3936,1.5
120,2,6,10,1,2,理美容用品,5363,1.6,5406,1.9,8609,2.4,3839,1.1,5701,1.3,6304,1.4,6101,1.4,6321,2.1,4470,1.6,4684,1.8
121,2,6,10,1,3,身の回り用品,1884,0.5,1671,0.6,1389,0.4,2264,0.6,5027,1.2,2900,0.7,2168,0.5,1256,0.4,818,0.3,484,0.2
122,2,6,10,1,4,たばこ,929,0.3,536,0.2,1076,0.3,884,0.2,1408,0.3,1058,0.2,1880,0.4,937,0.3,502,0.2,537,0.2
123,2,6,10,1,5,他の諸雑費,14114,4.1,11544,4.0,16362,4.5,11744,3.2,9269,2.2,19320,4.4,20146,4.7,13397,4.4,12607,4.5,10138,4.0
124,2,5,10,2,0,こづかい,6589,1.9,980,0.3,7397,2.0,1798,0.5,7493,1.8,13518,3.1,8219,1.9,3453,1.1,6124,2.2,4595,1.8
125,2,5,10,3,0,交際費,17027,4.9,12019,4.1,7808,2.1,9592,2.6,11578,2.7,13177,3.0,18168,4.2,18541,6.0,22181,8.0,32742,12.8
126,2,6,10,3,0,食料,4240,1.2,2195,0.8,1417,0.4,3107,0.9,3745,0.9,4098,0.9,4955,1.1,3373,1.1,5225,1.9,5463,2.1
127,2,6,10,3,0,家具・家事用品,86,0.0,78,0.0,45,0.0,-,-,56,0.0,76,0.0,25,0.0,134,0.0,128,0.0,142,0.1
128,2,6,10,3,0,被服及び履物,434,0.1,197,0.1,79,0.0,-,-,10,0.0,158,0.0,360,0.1,953,0.3,681,0.2,532,0.2
129,2,6,10,3,0,教養娯楽,776,0.2,182,0.1,26,0.0,1291,0.4,888,0.2,1120,0.3,1234,0.3,1398,0.5,366,0.1,403,0.2
130,2,6,10,3,0,他の物品サービス,410,0.1,149,0.1,231,0.1,275,0.1,255,0.1,790,0.2,1216,0.3,183,0.1,218,0.1,165,0.1
131,2,6,10,3,6,贈与金,7174,2.1,6517,2.2,935,0.3,700,0.2,3410,0.8,3591,0.8,5737,1.3,4406,1.4,12692,4.6,23051,9.0
132,2,6,10,3,7,他の交際費,3908,1.1,2701,0.9,5075,1.4,4218,1.2,3213,0.8,3344,0.8,4641,1.1,8094,2.6,2870,1.0,2987,1.2
133,2,5,10,4,0,仕送り金,2965,0.9,-,-,4604,1.3,-,-,899,0.2,8489,1.9,9167,2.1,176,0.1,1380,0.5,59,0.0
134,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,22099,6.4,3844,1.3,23868,6.6,29257,8.0,83168,19.5,48477,11.1,32530,7.5,1071,0.3,545,0.2,213,0.1
136,2,3,0,0,0,（再掲）教養娯楽関係費,48859,14.2,33034,11.4,46123,12.7,59224,16.3,63946,15.0,78347,17.9,60749,14.0,45808,14.9,32525,11.7,25315,9.9
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10139,2.9,6517,2.2,5539,1.5,700,0.2,4309,1.0,12080,2.8,14903,3.4,4582,1.5,14072,5.1,23109,9.1
138,2,3,0,0,0,（再掲）経常消費支出,247657,71.7,247276,85.2,237795,65.5,242208,66.6,271894,63.7,271341,62.1,299142,69.1,249194,81.0,219713,79.1,196507,77.0
139,2,3,0,0,0,（再掲）情報通信関係費,15646,4.5,13596,4.7,11784,3.2,12711,3.5,16265,3.8,18317,4.2,18638,4.3,20427,6.6,13767,5.0,11429,4.5
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,310404,89.9,223929,77.1,271213,74.6,314889,86.6,397873,93.2,411599,94.2,392692,90.7,297260,96.6,246865,88.9,214220,83.9
