1,東京都生計分析調査　令和 5年 3月,,,,,,,,,,,,,,,
2,,,,,,,第１３表　住居所有形態別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
28,2,6,1,4,1,牛乳,1351,0.4,1318,0.4,1387,0.4,1352,0.6,1848,0.4
29,2,6,1,4,2,乳製品,2195,0.6,2312,0.7,1865,0.6,1791,0.8,1559,0.4
30,2,6,1,4,3,卵,1034,0.3,1045,0.3,931,0.3,1134,0.5,1022,0.2
31,2,5,1,5,0,野菜・海藻,9893,2.9,10291,3.0,7261,2.1,10418,4.6,9813,2.2
32,2,6,1,5,1,生鮮野菜,6972,2.0,7225,2.1,5294,1.6,7435,3.3,6795,1.5
33,2,6,1,5,2,乾物・海藻,692,0.2,723,0.2,414,0.1,657,0.3,1005,0.2
34,2,6,1,5,3,大豆加工品,1108,0.3,1169,0.3,761,0.2,980,0.4,1180,0.3
35,2,6,1,5,4,他の野菜・海藻加工品,1121,0.3,1175,0.3,792,0.2,1346,0.6,834,0.2
36,2,5,1,6,0,果物,3630,1.1,3885,1.1,2246,0.7,4133,1.8,2508,0.6
37,2,6,1,6,1,生鮮果物,3229,0.9,3454,1.0,2004,0.6,3917,1.7,1951,0.4
38,2,6,1,6,2,果物加工品,401,0.1,431,0.1,242,0.1,217,0.1,558,0.1
39,2,5,1,7,0,油脂・調味料,4134,1.2,4219,1.2,3529,1.0,3818,1.7,4753,1.1
40,2,6,1,7,1,油脂,427,0.1,415,0.1,411,0.1,604,0.3,478,0.1
41,2,6,1,7,2,調味料,3707,1.1,3804,1.1,3118,0.9,3214,1.4,4275,1.0
42,2,5,1,8,0,菓子類,8197,2.4,8354,2.4,7355,2.2,5956,2.6,10532,2.4
43,2,5,1,9,0,調理食品,14071,4.1,14133,4.1,13529,4.0,12913,5.7,15930,3.6
44,2,6,1,9,1,主食的調理食品,6412,1.9,6554,1.9,5550,1.6,6107,2.7,6745,1.5
45,2,6,1,9,2,他の調理食品,7660,2.2,7580,2.2,7979,2.4,6806,3.0,9185,2.1
46,2,5,1,10,0,飲料,5505,1.6,5626,1.6,5098,1.5,4594,2.0,5617,1.3
47,2,6,1,10,1,茶類,1263,0.4,1277,0.4,1056,0.3,1519,0.7,1301,0.3
48,2,6,1,10,2,コーヒー・ココア,1182,0.3,1216,0.3,1091,0.3,833,0.4,1255,0.3
49,2,6,1,10,3,他の飲料,3060,0.9,3133,0.9,2952,0.9,2242,1.0,3060,0.7
50,2,5,1,11,0,酒類,3734,1.1,4057,1.2,3029,0.9,2128,0.9,1962,0.4
51,2,5,1,12,0,外食,18182,5.3,18849,5.4,17543,5.2,8592,3.8,19690,4.5
52,2,6,1,12,1,一般外食,17745,5.1,18378,5.3,17257,5.1,8176,3.6,19393,4.4
53,2,6,1,12,2,学校給食,437,0.1,471,0.1,286,0.1,416,0.2,297,0.1
54,2,4,2,0,0,住居,20675,6.0,7908,2.3,90236,26.6,30704,13.5,33953,7.7
55,2,5,2,1,0,家賃地代,14525,4.2,277,0.1,89039,26.3,29429,12.9,33926,7.7
56,2,5,2,2,0,設備修繕・維持,6150,1.8,7631,2.2,1196,0.4,1275,0.6,28,0.0
57,2,6,2,2,1,設備材料,4401,1.3,5561,1.6,576,0.2,93,0.0,28,0.0
58,2,6,2,2,2,工事その他のサービス,1749,0.5,2070,0.6,620,0.2,1182,0.5,-,-
59,2,4,3,0,0,光熱・水道,33262,9.6,35415,10.2,26571,7.8,25427,11.2,23790,5.4
60,2,5,3,1,0,電気代,16872,4.9,18100,5.2,13423,4.0,12226,5.4,10599,2.4
61,2,5,3,2,0,ガス代,10511,3.0,11031,3.2,9292,2.7,8203,3.6,7565,1.7
62,2,5,3,3,0,他の光熱,249,0.1,279,0.1,228,0.1,21,0.0,38,0.0
63,2,5,3,4,0,上下水道料,5631,1.6,6004,1.7,3629,1.1,4977,2.2,5588,1.3
64,2,4,4,0,0,家具・家事用品,10397,3.0,10949,3.1,10384,3.1,5375,2.4,6640,1.5
65,2,5,4,1,0,家庭用耐久財,3811,1.1,4165,1.2,3791,1.1,997,0.4,955,0.2
66,2,6,4,1,1,家事用耐久財,2736,0.8,2872,0.8,3566,1.1,997,0.4,-,-
67,2,6,4,1,2,冷暖房用器具,742,0.2,955,0.3,-,-,-,-,-,-
68,2,6,4,1,3,一般家具,332,0.1,337,0.1,225,0.1,-,-,955,0.2
69,2,5,4,2,0,室内装備・装飾品,287,0.1,308,0.1,344,0.1,32,0.0,49,0.0
70,2,5,4,3,0,寝具類,439,0.1,475,0.1,368,0.1,-,-,551,0.1
71,2,5,4,4,0,家事雑貨,2143,0.6,2219,0.6,2238,0.7,1118,0.5,1746,0.4
72,2,5,4,5,0,家事用消耗品,3263,0.9,3289,0.9,3289,1.0,3054,1.3,2976,0.7
73,2,5,4,6,0,家事サービス,454,0.1,493,0.1,356,0.1,174,0.1,363,0.1
74,2,4,5,0,0,被服及び履物,12987,3.8,13440,3.9,9159,2.7,6124,2.7,24275,5.5
75,2,5,5,1,0,和服,4,0.0,-,-,30,0.0,-,-,-,-
76,2,5,5,2,0,洋服,5801,1.7,6136,1.8,3322,1.0,2458,1.1,11055,2.5
77,2,6,5,2,1,男子用洋服,1785,0.5,1868,0.5,704,0.2,320,0.1,5212,1.2
78,2,6,5,2,2,婦人用洋服,3467,1.0,3683,1.1,2058,0.6,2138,0.9,5296,1.2
79,2,6,5,2,3,子供用洋服,550,0.2,585,0.2,559,0.2,-,-,547,0.1
80,2,5,5,3,0,シャツ・セーター類,2447,0.7,2548,0.7,1531,0.5,1127,0.5,4895,1.1
81,2,6,5,3,1,男子用シャツ・セーター類,745,0.2,696,0.2,594,0.2,327,0.1,2566,0.6
82,2,6,5,3,2,婦人用シャツ・セーター類,1581,0.5,1710,0.5,898,0.3,800,0.4,2211,0.5
83,2,6,5,3,3,子供用シャツ・セーター類,121,0.0,143,0.0,39,0.0,-,-,118,0.0
84,2,5,5,4,0,下着類,804,0.2,811,0.2,789,0.2,612,0.3,955,0.2
85,2,6,5,4,1,男子用下着類,228,0.1,242,0.1,101,0.0,264,0.1,304,0.1
86,2,6,5,4,2,婦人用下着類,478,0.1,466,0.1,593,0.2,231,0.1,651,0.1
87,2,6,5,4,3,子供用下着類,98,0.0,102,0.0,95,0.0,118,0.1,-,-
88,2,5,5,5,0,生地・糸類,94,0.0,113,0.0,30,0.0,33,0.0,6,0.0
89,2,5,5,6,0,他の被服,859,0.2,771,0.2,1527,0.5,348,0.2,1108,0.3
90,2,5,5,7,0,履物類,2000,0.6,1971,0.6,1428,0.4,1379,0.6,4927,1.1
91,2,5,5,8,0,被服関連サービス,978,0.3,1090,0.3,502,0.1,167,0.1,1330,0.3
92,2,4,6,0,0,保健医療,17743,5.1,17751,5.1,13612,4.0,21213,9.3,25422,5.8
93,2,5,6,1,0,医薬品,3387,1.0,3500,1.0,3015,0.9,1959,0.9,4163,0.9
94,2,5,6,2,0,健康保持用摂取品,1353,0.4,1436,0.4,1013,0.3,607,0.3,1744,0.4
95,2,5,6,3,0,保健医療用品・器具,2795,0.8,2600,0.7,2847,0.8,2013,0.9,7050,1.6
96,2,5,6,4,0,保健医療サービス,10209,3.0,10215,2.9,6737,2.0,16633,7.3,12466,2.8
97,2,4,7,0,0,交通・通信,39612,11.5,41992,12.0,30470,9.0,22848,10.0,43921,9.9
98,2,5,7,1,0,交通,9167,2.7,9450,2.7,7456,2.2,5513,2.4,13493,3.1
99,2,5,7,2,0,自動車等関係費,17999,5.2,20109,5.8,10161,3.0,7244,3.2,16124,3.6
100,2,6,7,2,1,自動車等購入,3994,1.2,5140,1.5,-,-,-,-,-,-
101,2,6,7,2,2,自転車購入,467,0.1,557,0.2,270,0.1,-,-,-,-
102,2,6,7,2,3,自動車等維持,13537,3.9,14412,4.1,9891,2.9,7244,3.2,16124,3.6
103,2,5,7,3,0,通信,12446,3.6,12434,3.6,12853,3.8,10091,4.4,14304,3.2
104,2,4,8,0,0,教育,18251,5.3,19184,5.5,6306,1.9,4241,1.9,53156,12.0
105,2,5,8,1,0,授業料等,12852,3.7,13689,3.9,2143,0.6,847,0.4,43467,9.8
106,2,5,8,2,0,教科書・学習参考教材,1021,0.3,1146,0.3,566,0.2,-,-,1331,0.3
107,2,5,8,3,0,補習教育,4378,1.3,4349,1.2,3596,1.1,3394,1.5,8358,1.9
108,2,4,9,0,0,教養娯楽,44849,13.0,48073,13.8,33453,9.9,10264,4.5,62114,14.1
109,2,5,9,1,0,教養娯楽用耐久財,5928,1.7,5774,1.7,3622,1.1,46,0.0,22430,5.1
110,2,5,9,2,0,教養娯楽用品,8770,2.5,9397,2.7,7477,2.2,2041,0.9,9455,2.1
111,2,5,9,3,0,書籍・他の印刷物,3251,0.9,3362,1.0,2606,0.8,2688,1.2,3813,0.9
112,2,5,9,4,0,教養娯楽サービス,26901,7.8,29540,8.5,19749,5.8,5489,2.4,26416,6.0
113,2,6,9,4,1,宿泊料,4318,1.3,4520,1.3,4298,1.3,164,0.1,5781,1.3
114,2,6,9,4,2,パック旅行費,4174,1.2,5260,1.5,411,0.1,-,-,777,0.2
115,2,6,9,4,3,月謝類,4927,1.4,4970,1.4,4705,1.4,453,0.2,10194,2.3
116,2,6,9,4,4,他の教養娯楽サービス,13482,3.9,14791,4.2,10335,3.0,4872,2.1,9664,2.2
117,2,4,10,0,0,その他の消費支出,53215,15.4,57086,16.4,35672,10.5,22748,10.0,71857,16.3
118,2,5,10,1,0,諸雑費,26635,7.7,26802,7.7,20673,6.1,16649,7.3,52957,12.0
119,2,6,10,1,1,理美容サービス,4345,1.3,4834,1.4,2151,0.6,2357,1.0,4399,1.0
120,2,6,10,1,2,理美容用品,5363,1.6,5636,1.6,3688,1.1,2429,1.1,8894,2.0
121,2,6,10,1,3,身の回り用品,1884,0.5,1979,0.6,1707,0.5,182,0.1,2747,0.6
122,2,6,10,1,4,たばこ,929,0.3,773,0.2,2219,0.7,894,0.4,-,-
123,2,6,10,1,5,他の諸雑費,14114,4.1,13580,3.9,10907,3.2,10787,4.7,36916,8.4
124,2,5,10,2,0,こづかい,6589,1.9,7322,2.1,3988,1.2,1194,0.5,7564,1.7
125,2,5,10,3,0,交際費,17027,4.9,19458,5.6,9103,2.7,4905,2.2,11337,2.6
126,2,6,10,3,0,食料,4240,1.2,4522,1.3,2828,0.8,2065,0.9,5928,1.3
127,2,6,10,3,0,家具・家事用品,86,0.0,111,0.0,-,-,2,0.0,-,-
128,2,6,10,3,0,被服及び履物,434,0.1,549,0.2,57,0.0,-,-,-,-
129,2,6,10,3,0,教養娯楽,776,0.2,908,0.3,255,0.1,-,-,873,0.2
130,2,6,10,3,0,他の物品サービス,410,0.1,493,0.1,127,0.0,69,0.0,161,0.0
131,2,6,10,3,6,贈与金,7174,2.1,8477,2.4,3197,0.9,1883,0.8,1878,0.4
132,2,6,10,3,7,他の交際費,3908,1.1,4399,1.3,2639,0.8,886,0.4,2496,0.6
133,2,5,10,4,0,仕送り金,2965,0.9,3504,1.0,1908,0.6,-,-,-,-
134,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,22099,6.4,23235,6.7,9219,2.7,7170,3.2,57195,12.9
136,2,3,0,0,0,（再掲）教養娯楽関係費,48859,14.2,52301,15.0,35004,10.3,11761,5.2,72393,16.4
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10139,2.9,11981,3.4,5105,1.5,1883,0.8,1878,0.4
138,2,3,0,0,0,（再掲）経常消費支出,247657,71.7,241947,69.4,288220,85.0,209220,92.0,277750,62.8
139,2,3,0,0,0,（再掲）情報通信関係費,15646,4.5,15652,4.5,17463,5.2,13203,5.8,13213,3.0
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,310404,89.9,323714,92.8,243594,71.9,194895,85.7,406248,91.9
