1,東京都生計分析調査　令和 5年 3月,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第８表　世帯主年齢階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
59,2,6,1,2,1,生鮮魚介,3111,0.8,1723,0.6,2426,0.6,2901,0.8,2857,0.7,2849,0.6,3457,0.8,4294,1.5,3795,1.2
60,2,6,1,2,2,塩干魚介,1092,0.3,410,0.1,964,0.3,1421,0.4,1183,0.3,717,0.2,1079,0.2,1401,0.5,1349,0.4
61,2,6,1,2,3,魚肉練製品,502,0.1,358,0.1,334,0.1,297,0.1,390,0.1,571,0.1,620,0.1,545,0.2,777,0.2
62,2,6,1,2,4,他の魚介加工品,775,0.2,278,0.1,742,0.2,644,0.2,731,0.2,796,0.2,1081,0.2,1049,0.4,663,0.2
63,2,5,1,3,0,肉類,8908,2.3,6950,2.5,8127,2.2,9603,2.5,9824,2.3,9659,2.2,7979,1.8,10779,3.9,7130,2.3
64,2,6,1,3,1,生鮮肉,7245,1.9,5744,2.0,6294,1.7,7871,2.1,8109,1.9,8117,1.8,6240,1.4,8914,3.2,5517,1.8
65,2,6,1,3,2,加工肉,1664,0.4,1206,0.4,1833,0.5,1732,0.5,1715,0.4,1542,0.4,1739,0.4,1865,0.7,1613,0.5
66,2,5,1,4,0,乳卵類,4786,1.3,3846,1.4,4943,1.3,5167,1.4,4583,1.1,5336,1.2,4425,1.0,4817,1.7,4800,1.5
67,2,6,1,4,1,牛乳,1363,0.4,964,0.3,1837,0.5,1709,0.5,1401,0.3,1316,0.3,1241,0.3,1085,0.4,1379,0.4
68,2,6,1,4,2,乳製品,2383,0.6,2021,0.7,2116,0.6,2380,0.6,1985,0.5,2892,0.7,2323,0.5,2693,1.0,2387,0.8
69,2,6,1,4,3,卵,1039,0.3,861,0.3,990,0.3,1079,0.3,1197,0.3,1128,0.3,860,0.2,1040,0.4,1035,0.3
70,2,5,1,5,0,野菜・海藻,9266,2.4,6081,2.2,7437,2.0,8821,2.3,8785,2.0,9821,2.2,10280,2.3,9892,3.5,10777,3.5
71,2,6,1,5,1,生鮮野菜,6585,1.7,4591,1.6,5356,1.4,6292,1.7,6174,1.4,6522,1.5,7466,1.7,7049,2.5,7910,2.5
72,2,6,1,5,2,乾物・海藻,599,0.2,354,0.1,484,0.1,538,0.1,761,0.2,675,0.2,554,0.1,858,0.3,403,0.1
73,2,6,1,5,3,大豆加工品,1029,0.3,638,0.2,679,0.2,1038,0.3,940,0.2,1352,0.3,1160,0.3,975,0.3,1014,0.3
74,2,6,1,5,4,他の野菜・海藻加工品,1053,0.3,498,0.2,918,0.2,953,0.3,910,0.2,1272,0.3,1101,0.2,1010,0.4,1450,0.5
75,2,5,1,6,0,果物,3108,0.8,1453,0.5,2695,0.7,2994,0.8,2576,0.6,2976,0.7,3963,0.9,3459,1.2,3968,1.3
76,2,6,1,6,1,生鮮果物,2711,0.7,1316,0.5,2403,0.6,2596,0.7,2280,0.5,2567,0.6,3261,0.7,3080,1.1,3611,1.2
77,2,6,1,6,2,果物加工品,396,0.1,137,0.0,292,0.1,398,0.1,296,0.1,409,0.1,702,0.2,379,0.1,357,0.1
78,2,5,1,7,0,油脂・調味料,4130,1.1,3171,1.1,3562,0.9,3473,0.9,4160,1.0,4745,1.1,4744,1.1,4554,1.6,3781,1.2
79,2,6,1,7,1,油脂,391,0.1,486,0.2,236,0.1,388,0.1,397,0.1,442,0.1,355,0.1,385,0.1,389,0.1
80,2,6,1,7,2,調味料,3739,1.0,2685,1.0,3326,0.9,3085,0.8,3763,0.9,4302,1.0,4389,1.0,4168,1.5,3392,1.1
81,2,5,1,8,0,菓子類,9076,2.4,7147,2.5,9194,2.4,9755,2.6,10939,2.5,9690,2.2,8748,2.0,7308,2.6,8177,2.6
82,2,5,1,9,0,調理食品,14768,3.9,13176,4.7,10180,2.7,13413,3.6,12716,2.9,15720,3.6,17380,3.9,16371,5.9,16418,5.3
83,2,6,1,9,1,主食的調理食品,6765,1.8,7026,2.5,4407,1.2,6242,1.7,6323,1.5,6887,1.6,7666,1.7,6776,2.4,7706,2.5
84,2,6,1,9,2,他の調理食品,8003,2.1,6151,2.2,5773,1.5,7170,1.9,6394,1.5,8833,2.0,9714,2.2,9595,3.4,8711,2.8
85,2,5,1,10,0,飲料,5943,1.6,5856,2.1,3929,1.0,5158,1.4,6182,1.4,6008,1.4,6982,1.6,5512,2.0,6634,2.1
86,2,6,1,10,1,茶類,1339,0.4,1127,0.4,584,0.2,961,0.3,1334,0.3,1425,0.3,1551,0.4,1672,0.6,1637,0.5
87,2,6,1,10,2,コーヒー・ココア,1256,0.3,1283,0.5,616,0.2,1232,0.3,1279,0.3,1128,0.3,1531,0.3,1539,0.6,1160,0.4
88,2,6,1,10,3,他の飲料,3348,0.9,3446,1.2,2730,0.7,2965,0.8,3569,0.8,3455,0.8,3900,0.9,2302,0.8,3837,1.2
89,2,5,1,11,0,酒類,3317,0.9,1740,0.6,2549,0.7,3058,0.8,2634,0.6,3251,0.7,3628,0.8,6262,2.2,3030,1.0
90,2,5,1,12,0,外食,20654,5.4,22609,8.0,17404,4.6,26086,6.9,22950,5.3,21198,4.8,24131,5.5,11582,4.2,14855,4.8
91,2,6,1,12,1,一般外食,19904,5.2,22272,7.9,14380,3.8,24154,6.4,22328,5.2,20718,4.7,23666,5.4,11582,4.2,14855,4.8
92,2,6,1,12,2,学校給食,750,0.2,336,0.1,3024,0.8,1932,0.5,622,0.1,480,0.1,465,0.1,-,-,-,-
93,2,4,2,0,0,住居,26402,7.0,58243,20.7,96220,25.6,14445,3.8,26517,6.1,11104,2.5,25414,5.8,7075,2.5,21628,6.9
94,2,5,2,1,0,家賃地代,19998,5.3,58038,20.6,30872,8.2,13853,3.7,25176,5.8,10647,2.4,22790,5.2,5732,2.1,12352,4.0
95,2,5,2,2,0,設備修繕・維持,6404,1.7,205,0.1,65348,17.4,592,0.2,1341,0.3,456,0.1,2624,0.6,1344,0.5,9276,3.0
96,2,6,2,2,1,設備材料,5555,1.5,205,0.1,65348,17.4,289,0.1,738,0.2,139,0.0,592,0.1,81,0.0,7640,2.4
97,2,6,2,2,2,工事その他のサービス,849,0.2,-,-,-,-,303,0.1,603,0.1,317,0.1,2032,0.5,1263,0.5,1636,0.5
98,2,4,3,0,0,光熱・水道,32819,8.6,21400,7.6,30314,8.1,30936,8.2,31169,7.2,38714,8.8,37992,8.6,33515,12.0,30549,9.8
99,2,5,3,1,0,電気代,16053,4.2,12826,4.6,14844,3.9,14876,3.9,14594,3.4,18093,4.1,19859,4.5,16828,6.0,13765,4.4
100,2,5,3,2,0,ガス代,10642,2.8,6185,2.2,9404,2.5,11286,3.0,9931,2.3,13013,3.0,11983,2.7,9671,3.5,10234,3.3
101,2,5,3,3,0,他の光熱,177,0.0,178,0.1,-,-,4,0.0,34,0.0,211,0.0,190,0.0,418,0.1,375,0.1
102,2,5,3,4,0,上下水道料,5947,1.6,2211,0.8,6066,1.6,4769,1.3,6610,1.5,7397,1.7,5961,1.4,6598,2.4,6175,2.0
103,2,4,4,0,0,家具・家事用品,13242,3.5,6892,2.5,16594,4.4,8242,2.2,11619,2.7,13742,3.1,20812,4.7,11252,4.0,14776,4.7
104,2,5,4,1,0,家庭用耐久財,5867,1.5,979,0.3,6099,1.6,1423,0.4,3430,0.8,6421,1.5,12898,2.9,2260,0.8,10518,3.4
105,2,6,4,1,1,家事用耐久財,4484,1.2,-,-,6099,1.6,1337,0.4,1865,0.4,2451,0.6,11982,2.7,61,0.0,10509,3.4
106,2,6,4,1,2,冷暖房用器具,862,0.2,-,-,-,-,-,-,-,-,3022,0.7,916,0.2,1991,0.7,-,-
107,2,6,4,1,3,一般家具,520,0.1,979,0.3,-,-,87,0.0,1565,0.4,948,0.2,-,-,208,0.1,9,0.0
108,2,5,4,2,0,室内装備・装飾品,317,0.1,34,0.0,79,0.0,250,0.1,1134,0.3,161,0.0,242,0.1,79,0.0,157,0.1
109,2,5,4,3,0,寝具類,603,0.2,168,0.1,2738,0.7,344,0.1,55,0.0,812,0.2,595,0.1,1125,0.4,28,0.0
110,2,5,4,4,0,家事雑貨,2448,0.6,2794,1.0,3312,0.9,2402,0.6,3063,0.7,1755,0.4,2689,0.6,3131,1.1,1093,0.4
111,2,5,4,5,0,家事用消耗品,3613,1.0,2876,1.0,3451,0.9,3523,0.9,3645,0.8,3901,0.9,4077,0.9,4044,1.5,2882,0.9
112,2,5,4,6,0,家事サービス,395,0.1,41,0.0,916,0.2,300,0.1,291,0.1,692,0.2,310,0.1,614,0.2,98,0.0
113,2,4,5,0,0,被服及び履物,15263,4.0,13835,4.9,9940,2.6,15578,4.1,26849,6.2,17391,4.0,15305,3.5,6509,2.3,8476,2.7
114,2,5,5,1,0,和服,7,0.0,-,-,106,0.0,-,-,-,-,-,-,-,-,-,-,-,-
115,2,5,5,2,0,洋服,7043,1.9,5520,2.0,1689,0.4,8145,2.2,13771,3.2,8371,1.9,7344,1.7,1711,0.6,3429,1.1
116,2,6,5,2,1,男子用洋服,2384,0.6,1029,0.4,242,0.1,4014,1.1,5892,1.4,1448,0.3,2489,0.6,410,0.1,861,0.3
117,2,6,5,2,2,婦人用洋服,3952,1.0,3002,1.1,433,0.1,2347,0.6,7124,1.7,6742,1.5,4817,1.1,1301,0.5,1644,0.5
118,2,6,5,2,3,子供用洋服,707,0.2,1489,0.5,1014,0.3,1784,0.5,755,0.2,181,0.0,38,0.0,-,-,924,0.3
119,2,5,5,3,0,シャツ・セーター類,2766,0.7,1819,0.6,2012,0.5,1361,0.4,4821,1.1,4263,1.0,2066,0.5,2506,0.9,1811,0.6
120,2,6,5,3,1,男子用シャツ・セーター類,918,0.2,676,0.2,153,0.0,642,0.2,2163,0.5,810,0.2,783,0.2,975,0.3,462,0.1
121,2,6,5,3,2,婦人用シャツ・セーター類,1652,0.4,1049,0.4,566,0.2,360,0.1,2515,0.6,3272,0.7,1283,0.3,1531,0.5,1350,0.4
122,2,6,5,3,3,子供用シャツ・セーター類,196,0.1,94,0.0,1294,0.3,359,0.1,143,0.0,181,0.0,-,-,-,-,-,-
123,2,5,5,4,0,下着類,894,0.2,833,0.3,747,0.2,1425,0.4,945,0.2,714,0.2,746,0.2,574,0.2,1046,0.3
124,2,6,5,4,1,男子用下着類,235,0.1,26,0.0,60,0.0,347,0.1,470,0.1,112,0.0,111,0.0,127,0.0,443,0.1
125,2,6,5,4,2,婦人用下着類,513,0.1,659,0.2,130,0.0,695,0.2,279,0.1,546,0.1,614,0.1,447,0.2,603,0.2
126,2,6,5,4,3,子供用下着類,146,0.0,149,0.1,557,0.1,383,0.1,196,0.0,55,0.0,21,0.0,-,-,-,-
127,2,5,5,5,0,生地・糸類,89,0.0,64,0.0,118,0.0,97,0.0,193,0.0,83,0.0,65,0.0,10,0.0,53,0.0
128,2,5,5,6,0,他の被服,1094,0.3,3229,1.1,887,0.2,1274,0.3,1633,0.4,1235,0.3,448,0.1,215,0.1,362,0.1
129,2,5,5,7,0,履物類,2419,0.6,2067,0.7,4190,1.1,2403,0.6,3437,0.8,2242,0.5,3216,0.7,362,0.1,1450,0.5
130,2,5,5,8,0,被服関連サービス,950,0.3,303,0.1,191,0.1,872,0.2,2049,0.5,483,0.1,1421,0.3,1131,0.4,326,0.1
131,2,4,6,0,0,保健医療,15570,4.1,11816,4.2,9434,2.5,11476,3.0,23237,5.4,18398,4.2,18574,4.2,10311,3.7,12997,4.2
132,2,5,6,1,0,医薬品,3080,0.8,1399,0.5,2036,0.5,2944,0.8,2071,0.5,4075,0.9,4203,1.0,3677,1.3,2873,0.9
133,2,5,6,2,0,健康保持用摂取品,979,0.3,219,0.1,202,0.1,702,0.2,412,0.1,812,0.2,2091,0.5,870,0.3,1829,0.6
134,2,5,6,3,0,保健医療用品・器具,2859,0.8,2897,1.0,3658,1.0,3446,0.9,3071,0.7,4728,1.1,2316,0.5,927,0.3,1320,0.4
135,2,5,6,4,0,保健医療サービス,8652,2.3,7300,2.6,3537,0.9,4384,1.2,17684,4.1,8783,2.0,9964,2.3,4837,1.7,6973,2.2
136,2,4,7,0,0,交通・通信,46487,12.2,26159,9.3,23798,6.3,78319,20.8,31990,7.4,45479,10.4,58867,13.4,38269,13.7,46572,14.9
137,2,5,7,1,0,交通,12448,3.3,10744,3.8,11886,3.2,12095,3.2,10548,2.4,14607,3.3,16619,3.8,10415,3.7,10306,3.3
138,2,5,7,2,0,自動車等関係費,20541,5.4,4235,1.5,5715,1.5,53419,14.2,7657,1.8,17064,3.9,22673,5.1,14191,5.1,25168,8.1
139,2,6,7,2,1,自動車等購入,6375,1.7,-,-,-,-,39036,10.3,-,-,-,-,-,-,-,-,6826,2.2
140,2,6,7,2,2,自転車購入,852,0.2,-,-,-,-,3656,1.0,1709,0.4,372,0.1,-,-,-,-,-,-
141,2,6,7,2,3,自動車等維持,13314,3.5,4235,1.5,5715,1.5,10728,2.8,5948,1.4,16692,3.8,22673,5.1,14191,5.1,18342,5.9
142,2,5,7,3,0,通信,13498,3.6,11180,4.0,6197,1.6,12804,3.4,13785,3.2,13808,3.1,19575,4.4,13663,4.9,11098,3.6
143,2,4,8,0,0,教育,30210,8.0,2252,0.8,15119,4.0,22691,6.0,80579,18.7,46296,10.5,33230,7.5,209,0.1,409,0.1
144,2,5,8,1,0,授業料等,21821,5.7,1905,0.7,5116,1.4,5612,1.5,65507,15.2,36116,8.2,25664,5.8,209,0.1,351,0.1
145,2,5,8,2,0,教科書・学習参考教材,1628,0.4,22,0.0,242,0.1,2534,0.7,3791,0.9,3313,0.8,602,0.1,-,-,-,-
146,2,5,8,3,0,補習教育,6761,1.8,326,0.1,9760,2.6,14544,3.9,11280,2.6,6867,1.6,6964,1.6,-,-,59,0.0
147,2,4,9,0,0,教養娯楽,50223,13.2,26183,9.3,43696,11.6,60524,16.0,53054,12.3,84662,19.3,53828,12.2,26604,9.5,23144,7.4
148,2,5,9,1,0,教養娯楽用耐久財,9081,2.4,131,0.0,4105,1.1,13143,3.5,17164,4.0,9738,2.2,11971,2.7,6631,2.4,25,0.0
149,2,5,9,2,0,教養娯楽用品,9749,2.6,9099,3.2,11275,3.0,11085,2.9,10308,2.4,11057,2.5,14327,3.3,4792,1.7,3968,1.3
150,2,5,9,3,0,書籍・他の印刷物,2887,0.8,2834,1.0,3045,0.8,2609,0.7,2413,0.6,3229,0.7,2780,0.6,3328,1.2,3053,1.0
151,2,5,9,4,0,教養娯楽サービス,28506,7.5,14119,5.0,25271,6.7,33687,8.9,23170,5.4,60638,13.8,24750,5.6,11853,4.3,16097,5.2
152,2,6,9,4,1,宿泊料,4228,1.1,-,-,5562,1.5,5186,1.4,2568,0.6,8102,1.8,6829,1.5,1881,0.7,799,0.3
153,2,6,9,4,2,パック旅行費,5124,1.3,271,0.1,-,-,2771,0.7,1261,0.3,20730,4.7,3128,0.7,1229,0.4,3359,1.1
154,2,6,9,4,3,月謝類,6487,1.7,2888,1.0,12491,3.3,10145,2.7,6502,1.5,12864,2.9,3398,0.8,286,0.1,2057,0.7
155,2,6,9,4,4,他の教養娯楽サービス,12667,3.3,10961,3.9,7217,1.9,15584,4.1,12839,3.0,18942,4.3,11396,2.6,8458,3.0,9882,3.2
156,2,4,10,0,0,その他の消費支出,52446,13.8,33024,11.7,50073,13.3,34618,9.2,47278,11.0,61360,14.0,70558,16.0,50262,18.0,59917,19.2
157,2,5,10,1,0,諸雑費,27884,7.3,20991,7.5,28660,7.6,22602,6.0,25702,6.0,32426,7.4,33967,7.7,25611,9.2,28825,9.2
158,2,6,10,1,1,理美容サービス,4558,1.2,2174,0.8,1433,0.4,3470,0.9,5820,1.3,4108,0.9,7114,1.6,5760,2.1,3697,1.2
159,2,6,10,1,2,理美容用品,5243,1.4,5249,1.9,8313,2.2,3252,0.9,5915,1.4,4888,1.1,5681,1.3,5520,2.0,4710,1.5
160,2,6,10,1,3,身の回り用品,2483,0.7,1141,0.4,952,0.3,2353,0.6,5076,1.2,3124,0.7,2666,0.6,220,0.1,1826,0.6
161,2,6,10,1,4,たばこ,1005,0.3,564,0.2,1272,0.3,983,0.3,1457,0.3,684,0.2,1586,0.4,1119,0.4,203,0.1
162,2,6,10,1,5,他の諸雑費,14596,3.8,11863,4.2,16691,4.4,12544,3.3,7434,1.7,19622,4.5,16920,3.8,12993,4.7,18390,5.9
163,2,5,10,2,0,こづかい,7008,1.8,-,-,6927,1.8,2001,0.5,8524,2.0,14365,3.3,7894,1.8,3067,1.1,7566,2.4
164,2,5,10,3,0,交際費,14971,3.9,12033,4.3,9045,2.4,10015,2.7,12030,2.8,14537,3.3,15772,3.6,21281,7.6,23400,7.5
165,2,6,10,3,0,食料,3348,0.9,1920,0.7,1674,0.4,3457,0.9,3714,0.9,3665,0.8,3520,0.8,2651,1.0,4485,1.4
166,2,6,10,3,0,家具・家事用品,69,0.0,82,0.0,53,0.0,-,-,63,0.0,100,0.0,36,0.0,-,-,216,0.1
167,2,6,10,3,0,被服及び履物,215,0.1,140,0.0,94,0.0,-,-,-,-,81,0.0,273,0.1,1322,0.5,-,-
168,2,6,10,3,0,教養娯楽,875,0.2,191,0.1,30,0.0,938,0.2,986,0.2,1462,0.3,1474,0.3,503,0.2,324,0.1
169,2,6,10,3,0,他の物品サービス,524,0.1,157,0.1,273,0.1,306,0.1,282,0.1,853,0.2,1419,0.3,315,0.1,70,0.0
170,2,6,10,3,6,贈与金,5022,1.3,6853,2.4,1105,0.3,621,0.2,3329,0.8,3994,0.9,4549,1.0,6211,2.2,13990,4.5
171,2,6,10,3,7,他の交際費,4917,1.3,2688,1.0,5817,1.5,4694,1.2,3655,0.8,4382,1.0,4501,1.0,10278,3.7,4315,1.4
172,2,5,10,4,0,仕送り金,2583,0.7,-,-,5441,1.4,-,-,1022,0.2,32,0.0,12926,2.9,303,0.1,127,0.0
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,34760,9.2,3076,1.1,21816,5.8,31703,8.4,89839,20.8,49635,11.3,36808,8.4,1390,0.5,829,0.3
175,2,3,0,0,0,（再掲）教養娯楽関係費,54882,14.5,32766,11.7,51151,13.6,62631,16.6,58620,13.6,84427,19.2,60640,13.8,32433,11.6,29725,9.5
