1,東京都生計分析調査　令和 5年 1月,,,,,,,,,,,,,,,
2,,,,,,,第１３表　住居所有形態別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
33,2,6,1,5,2,乾物・海藻,653,0.2,691,0.2,447,0.1,451,0.2,953,0.3
34,2,6,1,5,3,大豆加工品,1129,0.3,1198,0.4,843,0.2,871,0.3,1244,0.3
35,2,6,1,5,4,他の野菜・海藻加工品,1160,0.3,1241,0.4,744,0.2,1067,0.4,1200,0.3
36,2,5,1,6,0,果物,3587,1.0,3763,1.1,2754,0.7,4206,1.5,2213,0.6
37,2,6,1,6,1,生鮮果物,3148,0.9,3278,1.0,2536,0.6,3747,1.3,1907,0.5
38,2,6,1,6,2,果物加工品,439,0.1,485,0.1,218,0.1,459,0.2,306,0.1
39,2,5,1,7,0,油脂・調味料,4016,1.2,4197,1.2,3739,1.0,2760,1.0,3766,1.0
40,2,6,1,7,1,油脂,362,0.1,397,0.1,276,0.1,263,0.1,206,0.1
41,2,6,1,7,2,調味料,3654,1.1,3801,1.1,3463,0.9,2497,0.9,3561,1.0
42,2,5,1,8,0,菓子類,7429,2.2,7450,2.2,7417,1.9,6213,2.2,8969,2.5
43,2,5,1,9,0,調理食品,13836,4.0,14181,4.2,12642,3.2,10980,3.9,16043,4.4
44,2,6,1,9,1,主食的調理食品,6111,1.8,6224,1.8,5262,1.3,5913,2.1,7075,2.0
45,2,6,1,9,2,他の調理食品,7725,2.3,7958,2.4,7380,1.9,5068,1.8,8968,2.5
46,2,5,1,10,0,飲料,5355,1.6,5625,1.7,4479,1.1,3906,1.4,5714,1.6
47,2,6,1,10,1,茶類,1141,0.3,1157,0.3,1067,0.3,1074,0.4,1201,0.3
48,2,6,1,10,2,コーヒー・ココア,1347,0.4,1458,0.4,1054,0.3,1059,0.4,825,0.2
49,2,6,1,10,3,他の飲料,2867,0.8,3010,0.9,2358,0.6,1773,0.6,3688,1.0
50,2,5,1,11,0,酒類,3625,1.1,4171,1.2,2279,0.6,1951,0.7,1202,0.3
51,2,5,1,12,0,外食,17949,5.2,17766,5.2,22096,5.6,12957,4.6,16321,4.5
52,2,6,1,12,1,一般外食,16967,5.0,16664,4.9,21770,5.6,12449,4.5,14667,4.1
53,2,6,1,12,2,学校給食,982,0.3,1102,0.3,326,0.1,507,0.2,1654,0.5
54,2,4,2,0,0,住居,29029,8.5,16117,4.8,83680,21.4,56783,20.4,37401,10.4
55,2,5,2,1,0,家賃地代,17486,5.1,1021,0.3,83244,21.3,54450,19.5,37395,10.4
56,2,5,2,2,0,設備修繕・維持,11542,3.4,15096,4.5,437,0.1,2333,0.8,5,0.0
57,2,6,2,2,1,設備材料,2423,0.7,2995,0.9,139,0.0,2272,0.8,5,0.0
58,2,6,2,2,2,工事その他のサービス,9119,2.7,12102,3.6,297,0.1,61,0.0,-,-
59,2,4,3,0,0,光熱・水道,31180,9.1,33128,9.8,27540,7.0,23080,8.3,22282,6.2
60,2,5,3,1,0,電気代,13983,4.1,15098,4.5,11900,3.0,8934,3.2,9527,2.6
61,2,5,3,2,0,ガス代,10882,3.2,11401,3.4,10129,2.6,8074,2.9,8873,2.5
62,2,5,3,3,0,他の光熱,1055,0.3,1176,0.3,910,0.2,615,0.2,171,0.0
63,2,5,3,4,0,上下水道料,5259,1.5,5453,1.6,4600,1.2,5457,2.0,3712,1.0
64,2,4,4,0,0,家具・家事用品,10873,3.2,11177,3.3,9628,2.5,11504,4.1,8585,2.4
65,2,5,4,1,0,家庭用耐久財,3071,0.9,3201,0.9,2093,0.5,3927,1.4,2504,0.7
66,2,6,4,1,1,家事用耐久財,1671,0.5,1815,0.5,1171,0.3,1553,0.6,977,0.3
67,2,6,4,1,2,冷暖房用器具,1029,0.3,923,0.3,798,0.2,2374,0.9,1411,0.4
68,2,6,4,1,3,一般家具,370,0.1,464,0.1,123,0.0,-,-,116,0.0
69,2,5,4,2,0,室内装備・装飾品,367,0.1,368,0.1,638,0.2,41,0.0,40,0.0
70,2,5,4,3,0,寝具類,818,0.2,617,0.2,640,0.2,3149,1.1,1092,0.3
71,2,5,4,4,0,家事雑貨,2777,0.8,2994,0.9,2660,0.7,1298,0.5,1817,0.5
72,2,5,4,5,0,家事用消耗品,3136,0.9,3202,0.9,3083,0.8,2553,0.9,3092,0.9
73,2,5,4,6,0,家事サービス,704,0.2,794,0.2,513,0.1,536,0.2,41,0.0
74,2,4,5,0,0,被服及び履物,13045,3.8,12727,3.8,17038,4.4,7128,2.6,15510,4.3
75,2,5,5,1,0,和服,95,0.0,125,0.0,13,0.0,-,-,-,-
76,2,5,5,2,0,洋服,6807,2.0,6409,1.9,10955,2.8,2082,0.7,8304,2.3
77,2,6,5,2,1,男子用洋服,3094,0.9,2766,0.8,6589,1.7,600,0.2,1967,0.5
78,2,6,5,2,2,婦人用洋服,3324,1.0,3273,1.0,3945,1.0,1151,0.4,5652,1.6
79,2,6,5,2,3,子供用洋服,389,0.1,370,0.1,422,0.1,331,0.1,685,0.2
80,2,5,5,3,0,シャツ・セーター類,1903,0.6,1775,0.5,1714,0.4,1830,0.7,4670,1.3
81,2,6,5,3,1,男子用シャツ・セーター類,817,0.2,762,0.2,910,0.2,1031,0.4,1123,0.3
82,2,6,5,3,2,婦人用シャツ・セーター類,992,0.3,948,0.3,793,0.2,416,0.1,3188,0.9
83,2,6,5,3,3,子供用シャツ・セーター類,94,0.0,66,0.0,11,0.0,383,0.1,359,0.1
84,2,5,5,4,0,下着類,920,0.3,902,0.3,1100,0.3,820,0.3,841,0.2
85,2,6,5,4,1,男子用下着類,352,0.1,364,0.1,453,0.1,100,0.0,248,0.1
86,2,6,5,4,2,婦人用下着類,501,0.1,467,0.1,573,0.1,704,0.3,543,0.2
87,2,6,5,4,3,子供用下着類,67,0.0,71,0.0,74,0.0,16,0.0,49,0.0
88,2,5,5,5,0,生地・糸類,122,0.0,139,0.0,78,0.0,63,0.0,58,0.0
89,2,5,5,6,0,他の被服,1165,0.3,1233,0.4,956,0.2,775,0.3,1254,0.3
90,2,5,5,7,0,履物類,1623,0.5,1652,0.5,2062,0.5,1357,0.5,253,0.1
91,2,5,5,8,0,被服関連サービス,410,0.1,492,0.1,158,0.0,202,0.1,131,0.0
92,2,4,6,0,0,保健医療,15540,4.5,15602,4.6,14958,3.8,10848,3.9,23402,6.5
93,2,5,6,1,0,医薬品,2837,0.8,3104,0.9,1749,0.4,2080,0.7,2829,0.8
94,2,5,6,2,0,健康保持用摂取品,1320,0.4,1510,0.4,605,0.2,912,0.3,939,0.3
95,2,5,6,3,0,保健医療用品・器具,3076,0.9,2971,0.9,3520,0.9,1923,0.7,5250,1.5
96,2,5,6,4,0,保健医療サービス,8307,2.4,8018,2.4,9083,2.3,5933,2.1,14384,4.0
97,2,4,7,0,0,交通・通信,32163,9.4,33408,9.9,29273,7.5,25658,9.2,30178,8.4
98,2,5,7,1,0,交通,8018,2.3,7707,2.3,11574,3.0,5655,2.0,6232,1.7
99,2,5,7,2,0,自動車等関係費,11617,3.4,13236,3.9,5886,1.5,8191,2.9,7164,2.0
100,2,6,7,2,1,自動車等購入,2258,0.7,3011,0.9,-,-,-,-,-,-
101,2,6,7,2,2,自転車購入,520,0.2,651,0.2,238,0.1,-,-,-,-
102,2,6,7,2,3,自動車等維持,8839,2.6,9575,2.8,5647,1.4,8191,2.9,7164,2.0
103,2,5,7,3,0,通信,12529,3.7,12465,3.7,11813,3.0,11812,4.2,16782,4.7
104,2,4,8,0,0,教育,16465,4.8,15307,4.5,23309,6.0,3341,1.2,35295,9.8
105,2,5,8,1,0,授業料等,10581,3.1,10886,3.2,11346,2.9,667,0.2,18434,5.1
106,2,5,8,2,0,教科書・学習参考教材,160,0.0,122,0.0,508,0.1,-,-,-,-
107,2,5,8,3,0,補習教育,5725,1.7,4300,1.3,11455,2.9,2673,1.0,16861,4.7
108,2,4,9,0,0,教養娯楽,42296,12.4,41120,12.1,65351,16.7,16225,5.8,33312,9.2
109,2,5,9,1,0,教養娯楽用耐久財,3999,1.2,4794,1.4,2415,0.6,44,0.0,1641,0.5
110,2,5,9,2,0,教養娯楽用品,7624,2.2,8636,2.6,3822,1.0,3756,1.3,8129,2.3
111,2,5,9,3,0,書籍・他の印刷物,3733,1.1,3841,1.1,2669,0.7,4084,1.5,4564,1.3
112,2,5,9,4,0,教養娯楽サービス,26940,7.9,23850,7.0,56446,14.4,8341,3.0,18978,5.3
113,2,6,9,4,1,宿泊料,3937,1.1,4369,1.3,2377,0.6,-,-,7446,2.1
114,2,6,9,4,2,パック旅行費,6790,2.0,1819,0.5,39665,10.1,1146,0.4,-,-
115,2,6,9,4,3,月謝類,3844,1.1,4101,1.2,3993,1.0,350,0.1,4521,1.3
116,2,6,9,4,4,他の教養娯楽サービス,12369,3.6,13560,4.0,10411,2.7,6845,2.5,7010,1.9
117,2,4,10,0,0,その他の消費支出,60390,17.6,64959,19.2,37327,9.5,52674,18.9,65203,18.1
118,2,5,10,1,0,諸雑費,25760,7.5,26293,7.8,21144,5.4,17721,6.4,42897,11.9
119,2,6,10,1,1,理美容サービス,3384,1.0,3629,1.1,2380,0.6,1595,0.6,5060,1.4
120,2,6,10,1,2,理美容用品,4988,1.5,4944,1.5,4599,1.2,4518,1.6,7575,2.1
121,2,6,10,1,3,身の回り用品,2262,0.7,2418,0.7,3000,0.8,213,0.1,653,0.2
122,2,6,10,1,4,たばこ,912,0.3,841,0.2,1206,0.3,1296,0.5,635,0.2
123,2,6,10,1,5,他の諸雑費,14213,4.2,14461,4.3,9959,2.5,10099,3.6,28975,8.0
124,2,5,10,2,0,こづかい,6449,1.9,7515,2.2,2444,0.6,1804,0.6,7840,2.2
125,2,5,10,3,0,交際費,23576,6.9,27461,8.1,13131,3.4,7940,2.8,14467,4.0
126,2,6,10,3,0,食料,4717,1.4,4978,1.5,4987,1.3,1545,0.6,4470,1.2
127,2,6,10,3,0,家具・家事用品,230,0.1,212,0.1,470,0.1,115,0.0,-,-
128,2,6,10,3,0,被服及び履物,279,0.1,323,0.1,84,0.0,134,0.0,357,0.1
129,2,6,10,3,0,教養娯楽,1413,0.4,1581,0.5,1431,0.4,192,0.1,447,0.1
130,2,6,10,3,0,他の物品サービス,450,0.1,551,0.2,158,0.0,117,0.0,165,0.0
131,2,6,10,3,6,贈与金,11924,3.5,14372,4.2,3799,1.0,4815,1.7,6555,1.8
132,2,6,10,3,7,他の交際費,4562,1.3,5443,1.6,2202,0.6,1022,0.4,2473,0.7
133,2,5,10,4,0,仕送り金,4605,1.3,3690,1.1,608,0.2,25209,9.0,-,-
134,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,18556,5.4,17433,5.2,24149,6.2,5024,1.8,41126,11.4
136,2,3,0,0,0,（再掲）教養娯楽関係費,47860,14.0,46570,13.8,73802,18.8,18521,6.6,37221,10.3
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,16530,4.8,18063,5.3,4407,1.1,30024,10.8,6555,1.8
138,2,3,0,0,0,（再掲）経常消費支出,242131,70.7,236062,69.7,283953,72.5,220816,79.2,250847,69.6
139,2,3,0,0,0,（再掲）情報通信関係費,16371,4.8,16602,4.9,15553,4.0,16430,5.9,14907,4.1
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,294651,86.0,301274,89.0,303484,77.5,191872,68.9,316590,87.8
