1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第４表　年間収入区分別及び住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　無職世帯　―　,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),335375,-,-11.4,351113,-,290353,-,311445,-,349524,-,363845,-,242608,-
37,1,2,0,0,0,預貯金引出,235768,-,-14.3,241480,-,162261,-,165193,-,258869,-,265965,-,202097,-
38,1,2,0,0,0,保険金,41863,-,-15.2,47480,-,98570,-,113466,-,24042,-,26301,-,8757,-
39,1,3,0,0,0,個人・企業年金保険金,38462,-,-20.4,43501,-,98570,-,113466,-,19571,-,21046,-,8757,-
40,1,3,0,0,0,他の保険金,3401,-,218.1,3978,-,-,-,-,-,4470,-,5255,-,-,-
41,1,2,0,0,0,有価証券売却,5150,-,...,6024,-,-,-,-,-,6769,-,7957,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,1,2,0,0,0,クレジット購入借入金,51231,-,-4.8,54582,-,29523,-,32786,-,58054,-,61578,-,31482,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,1362,-,383.0,1547,-,-,-,-,-,1790,-,2044,-,271,-
47,1,1,0,0,0,繰入金,110028,-,-28.1,114854,-,53898,-,52194,-,127669,-,134965,-,81586,-
48,2,0,0,0,0,支払,818808,-,-12.5,854972,-,591952,-,623604,-,890102,-,929231,-,605649,-
49,2,1,0,0,0,実支出,288069,-,-8.4,292474,-,192801,-,195280,-,318009,-,323669,-,262105,-
50,2,2,0,0,0,生計支出,258455,-,-8.0,260298,-,182831,-,184623,-,282222,-,284587,-,247595,-
51,2,3,0,0,0,消費支出,258455,100.0,-5.4,260298,100.0,182831,100.0,184623,100.0,282222,100.0,284587,100.0,247595,100.0
52,2,4,1,0,0,食料,80048,31.0,7.3,82390,31.7,62641,34.3,66805,36.2,85518,30.3,87393,30.7,66238,26.8
53,2,5,1,1,0,穀類,6008,2.3,-3.3,6227,2.4,5373,2.9,5719,3.1,6208,2.2,6390,2.2,4716,1.9
54,2,6,1,1,1,米類,1551,0.6,-9.6,1546,0.6,1440,0.8,1533,0.8,1585,0.6,1550,0.5,1577,0.6
55,2,6,1,1,2,パン,2735,1.1,-2.8,2917,1.1,2491,1.4,2658,1.4,2811,1.0,3001,1.1,1657,0.7
56,2,6,1,1,3,麺類,1431,0.6,6.8,1460,0.6,1211,0.7,1294,0.7,1501,0.5,1514,0.5,1259,0.5
57,2,6,1,1,4,他の穀類,291,0.1,-15.7,303,0.1,231,0.1,233,0.1,310,0.1,326,0.1,224,0.1
58,2,5,1,2,0,魚介類,6962,2.7,-1.1,6787,2.6,6957,3.8,7348,4.0,6964,2.5,6607,2.3,7996,3.2
59,2,6,1,2,1,生鮮魚介,4000,1.5,2.7,3872,1.5,3820,2.1,4115,2.2,4057,1.4,3795,1.3,4754,1.9
60,2,6,1,2,2,塩干魚介,1342,0.5,4.4,1375,0.5,1616,0.9,1735,0.9,1255,0.4,1260,0.4,1144,0.5
61,2,6,1,2,3,魚肉練製品,696,0.3,-10.5,669,0.3,786,0.4,705,0.4,668,0.2,658,0.2,856,0.3
62,2,6,1,2,4,他の魚介加工品,924,0.4,-14.5,870,0.3,735,0.4,793,0.4,984,0.3,895,0.3,1243,0.5
63,2,5,1,3,0,肉類,6911,2.7,15.8,7069,2.7,5822,3.2,6233,3.4,7253,2.6,7337,2.6,5977,2.4
64,2,6,1,3,1,生鮮肉,5507,2.1,19.1,5671,2.2,4536,2.5,4862,2.6,5812,2.1,5930,2.1,4542,1.8
65,2,6,1,3,2,加工肉,1404,0.5,4.5,1398,0.5,1285,0.7,1371,0.7,1441,0.5,1407,0.5,1435,0.6
66,2,5,1,4,0,乳卵類,4267,1.7,9.7,4332,1.7,3790,2.1,3848,2.1,4417,1.6,4488,1.6,3882,1.6
67,2,6,1,4,1,牛乳,1331,0.5,10.4,1401,0.5,929,0.5,990,0.5,1457,0.5,1533,0.5,918,0.4
68,2,6,1,4,2,乳製品,1865,0.7,-5.5,1837,0.7,1689,0.9,1687,0.9,1920,0.7,1885,0.7,2031,0.8
69,2,6,1,4,3,卵,1071,0.4,50.6,1095,0.4,1172,0.6,1171,0.6,1040,0.4,1070,0.4,934,0.4
70,2,5,1,5,0,野菜・海藻,10963,4.2,2.3,11117,4.3,10536,5.8,11191,6.1,11097,3.9,11093,3.9,10053,4.1
71,2,6,1,5,1,生鮮野菜,7665,3.0,0.8,7769,3.0,7711,4.2,8163,4.4,7651,2.7,7643,2.7,7052,2.8
72,2,6,1,5,2,乾物・海藻,786,0.3,18.0,762,0.3,591,0.3,647,0.4,848,0.3,799,0.3,929,0.4
73,2,6,1,5,3,大豆加工品,1215,0.5,3.1,1234,0.5,1102,0.6,1144,0.6,1250,0.4,1262,0.4,1102,0.4
74,2,6,1,5,4,他の野菜・海藻加工品,1296,0.5,2.3,1352,0.5,1133,0.6,1237,0.7,1348,0.5,1389,0.5,968,0.4
75,2,5,1,6,0,果物,4502,1.7,18.5,4624,1.8,4014,2.2,4169,2.3,4656,1.6,4769,1.7,3789,1.5
76,2,6,1,6,1,生鮮果物,4088,1.6,15.8,4185,1.6,3739,2.0,3868,2.1,4198,1.5,4286,1.5,3517,1.4
77,2,6,1,6,2,果物加工品,415,0.2,53.1,439,0.2,275,0.2,302,0.2,458,0.2,483,0.2,271,0.1
78,2,5,1,7,0,油脂・調味料,3470,1.3,3.3,3417,1.3,2962,1.6,3141,1.7,3630,1.3,3506,1.2,3784,1.5
79,2,6,1,7,1,油脂,511,0.2,18.6,494,0.2,433,0.2,462,0.3,535,0.2,504,0.2,610,0.2
80,2,6,1,7,2,調味料,2960,1.1,1.0,2923,1.1,2529,1.4,2679,1.5,3095,1.1,3002,1.1,3174,1.3
81,2,5,1,8,0,菓子類,6144,2.4,9.2,6194,2.4,4592,2.5,4916,2.7,6632,2.3,6604,2.3,5848,2.4
82,2,5,1,9,0,調理食品,10948,4.2,-11.5,11480,4.4,8198,4.5,8724,4.7,11812,4.2,12365,4.3,7813,3.2
83,2,6,1,9,1,主食的調理食品,4865,1.9,-4.1,5165,2.0,3958,2.2,4116,2.2,5150,1.8,5501,1.9,3100,1.3
84,2,6,1,9,2,他の調理食品,6083,2.4,-16.6,6315,2.4,4240,2.3,4608,2.5,6662,2.4,6863,2.4,4712,1.9
85,2,5,1,10,0,飲料,4097,1.6,-5.2,4142,1.6,3273,1.8,3548,1.9,4356,1.5,4333,1.5,3833,1.5
86,2,6,1,10,1,茶類,1042,0.4,-6.4,1068,0.4,955,0.5,1053,0.6,1070,0.4,1073,0.4,892,0.4
87,2,6,1,10,2,コーヒー・ココア,808,0.3,-9.9,861,0.3,895,0.5,1016,0.6,780,0.3,811,0.3,492,0.2
88,2,6,1,10,3,他の飲料,2247,0.9,-2.9,2213,0.9,1422,0.8,1478,0.8,2506,0.9,2449,0.9,2449,1.0
89,2,5,1,11,0,酒類,3699,1.4,0.3,3663,1.4,2523,1.4,2803,1.5,4068,1.4,3939,1.4,3908,1.6
90,2,5,1,12,0,外食,12076,4.7,58.8,13338,5.1,4601,2.5,5164,2.8,14426,5.1,15961,5.6,4641,1.9
91,2,6,1,12,1,一般外食,12076,4.7,58.8,13338,5.1,4601,2.5,5164,2.8,14426,5.1,15961,5.6,4641,1.9
92,2,6,1,12,2,学校給食,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93,2,4,2,0,0,住居,24481,9.5,47.2,19328,7.4,6289,3.4,6213,3.4,30198,10.7,23537,8.3,54855,22.2
94,2,5,2,1,0,家賃地代,8842,3.4,-7.3,1155,0.4,2357,1.3,1687,0.9,10880,3.9,984,0.3,54156,21.9
95,2,5,2,2,0,設備修繕・維持,15638,6.1,120.5,18173,7.0,3931,2.2,4525,2.5,19318,6.8,22553,7.9,699,0.3
96,2,6,2,2,1,設備材料,4988,1.9,151.9,5715,2.2,264,0.1,304,0.2,6472,2.3,7452,2.6,699,0.3
97,2,6,2,2,2,工事その他のサービス,10651,4.1,108.4,12458,4.8,3667,2.0,4221,2.3,12846,4.6,15101,5.3,-,-
98,2,4,3,0,0,光熱・水道,25322,9.8,-6.8,26217,10.1,21012,11.5,21784,11.8,26677,9.5,27640,9.7,20046,8.1
99,2,5,3,1,0,電気代,13224,5.1,1.3,13699,5.3,9458,5.2,9690,5.2,14407,5.1,14986,5.3,10421,4.2
100,2,5,3,2,0,ガス代,7215,2.8,-15.7,7393,2.8,7141,3.9,7327,4.0,7238,2.6,7415,2.6,6165,2.5
101,2,5,3,3,0,他の光熱,268,0.1,81.1,308,0.1,264,0.1,303,0.2,269,0.1,309,0.1,32,0.0
102,2,5,3,4,0,上下水道料,4616,1.8,-14.8,4817,1.9,4149,2.3,4463,2.4,4762,1.7,4931,1.7,3427,1.4
103,2,4,4,0,0,家具・家事用品,7709,3.0,-6.3,6900,2.7,3825,2.1,4127,2.2,8929,3.2,7789,2.7,12479,5.0
104,2,5,4,1,0,家庭用耐久財,1577,0.6,-39.5,630,0.2,364,0.2,381,0.2,1958,0.7,710,0.2,7158,2.9
105,2,6,4,1,1,家事用耐久財,472,0.2,-69.5,444,0.2,263,0.1,302,0.2,537,0.2,490,0.2,632,0.3
106,2,6,4,1,2,冷暖房用器具,1098,0.4,3.6,178,0.1,101,0.1,79,0.0,1412,0.5,209,0.1,6526,2.6
107,2,6,4,1,3,一般家具,7,0.0,...,8,0.0,-,-,-,-,9,0.0,11,0.0,-,-
108,2,5,4,2,0,室内装備・装飾品,1055,0.4,172.6,1183,0.5,387,0.2,437,0.2,1264,0.4,1422,0.5,299,0.1
109,2,5,4,3,0,寝具類,425,0.2,-19.5,411,0.2,99,0.1,93,0.1,527,0.2,513,0.2,509,0.2
110,2,5,4,4,0,家事雑貨,1552,0.6,-2.6,1477,0.6,1097,0.6,1157,0.6,1696,0.6,1580,0.6,1997,0.8
111,2,5,4,5,0,家事用消耗品,2667,1.0,1.8,2751,1.1,1785,1.0,1958,1.1,2945,1.0,3006,1.1,2174,0.9
112,2,5,4,6,0,家事サービス,433,0.2,-11.6,448,0.2,93,0.1,101,0.1,539,0.2,559,0.2,342,0.1
113,2,4,5,0,0,被服及び履物,6733,2.6,11.5,6791,2.6,2957,1.6,3387,1.8,7920,2.8,7884,2.8,6388,2.6
114,2,5,5,1,0,和服,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
115,2,5,5,2,0,洋服,1828,0.7,-6.3,1998,0.8,1137,0.6,1309,0.7,2046,0.7,2220,0.8,826,0.3
116,2,6,5,2,1,男子用洋服,1112,0.4,410.1,1289,0.5,949,0.5,1092,0.6,1163,0.4,1352,0.5,67,0.0
117,2,6,5,2,2,婦人用洋服,688,0.3,-59.6,710,0.3,188,0.1,217,0.1,845,0.3,868,0.3,562,0.2
118,2,6,5,2,3,子供用洋服,29,0.0,-9.4,-,-,-,-,-,-,38,0.0,-,-,197,0.1
119,2,5,5,3,0,シャツ・セーター類,2114,0.8,71.6,1986,0.8,1040,0.6,1197,0.6,2452,0.9,2239,0.8,2872,1.2
120,2,6,5,3,1,男子用シャツ・セーター類,580,0.2,36.8,655,0.3,485,0.3,559,0.3,610,0.2,685,0.2,141,0.1
121,2,6,5,3,2,婦人用シャツ・セーター類,1524,0.6,94.1,1331,0.5,554,0.3,638,0.3,1828,0.6,1554,0.5,2657,1.1
122,2,6,5,3,3,子供用シャツ・セーター類,11,0.0,-50.0,-,-,-,-,-,-,14,0.0,-,-,75,0.0
123,2,5,5,4,0,下着類,454,0.2,-46.1,431,0.2,107,0.1,107,0.1,563,0.2,535,0.2,588,0.2
124,2,6,5,4,1,男子用下着類,132,0.1,-21.0,150,0.1,21,0.0,7,0.0,167,0.1,196,0.1,24,0.0
125,2,6,5,4,2,婦人用下着類,322,0.1,-51.4,281,0.1,86,0.0,99,0.1,396,0.1,339,0.1,565,0.2
126,2,6,5,4,3,子供用下着類,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
127,2,5,5,5,0,生地・糸類,135,0.1,206.8,152,0.1,43,0.0,50,0.0,164,0.1,185,0.1,31,0.0
128,2,5,5,6,0,他の被服,476,0.2,34.1,455,0.2,226,0.1,260,0.1,554,0.2,518,0.2,595,0.2
129,2,5,5,7,0,履物類,1075,0.4,18.9,1069,0.4,63,0.0,73,0.0,1392,0.5,1389,0.5,1108,0.4
130,2,5,5,8,0,被服関連サービス,651,0.3,-7.4,699,0.3,341,0.2,392,0.2,748,0.3,798,0.3,366,0.1
131,2,4,6,0,0,保健医療,17235,6.7,14.1,18340,7.0,19550,10.7,21355,11.6,16507,5.8,17372,6.1,10719,4.3
132,2,5,6,1,0,医薬品,2950,1.1,-1.6,3025,1.2,2218,1.2,2286,1.2,3180,1.1,3261,1.1,2509,1.0
133,2,5,6,2,0,健康保持用摂取品,1213,0.5,-18.6,1176,0.5,420,0.2,460,0.2,1463,0.5,1405,0.5,1435,0.6
134,2,5,6,3,0,保健医療用品・器具,1458,0.6,-42.3,1500,0.6,530,0.3,346,0.2,1749,0.6,1871,0.7,1205,0.5
135,2,5,6,4,0,保健医療サービス,11614,4.5,43.6,12639,4.9,16382,9.0,18263,9.9,10116,3.6,10835,3.8,5571,2.3
136,2,4,7,0,0,交通・通信,23024,8.9,-42.4,22888,8.8,11384,6.2,11247,6.1,26682,9.5,26624,9.4,23829,9.6
137,2,5,7,1,0,交通,5297,2.0,13.3,5983,2.3,2819,1.5,3115,1.7,6076,2.2,6903,2.4,1256,0.5
138,2,5,7,2,0,自動車等関係費,8805,3.4,-65.6,7950,3.1,2867,1.6,2213,1.2,10671,3.8,9792,3.4,13845,5.6
139,2,6,7,2,1,自動車等購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,385,0.1,...,303,0.1,-,-,-,-,506,0.2,400,0.1,869,0.4
141,2,6,7,2,3,自動車等維持,8421,3.3,-37.4,7648,2.9,2867,1.6,2213,1.2,10166,3.6,9392,3.3,12976,5.2
142,2,5,7,3,0,通信,8922,3.5,-7.9,8955,3.4,5698,3.1,5919,3.2,9935,3.5,9929,3.5,8729,3.5
143,2,4,8,0,0,教育,2043,0.8,-34.4,2371,0.9,-,-,-,-,2686,1.0,3133,1.1,111,0.0
144,2,5,8,1,0,授業料等,2037,0.8,-34.6,2371,0.9,-,-,-,-,2677,0.9,3133,1.1,65,0.0
145,2,5,8,2,0,教科書・学習参考教材,7,0.0,...,-,-,-,-,-,-,9,0.0,-,-,45,0.0
146,2,5,8,3,0,補習教育,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
147,2,4,9,0,0,教養娯楽,30579,11.8,-0.8,31029,11.9,21835,11.9,16218,8.8,33327,11.8,35782,12.6,27930,11.3
148,2,5,9,1,0,教養娯楽用耐久財,1102,0.4,-23.4,1248,0.5,325,0.2,374,0.2,1346,0.5,1528,0.5,241,0.1
149,2,5,9,2,0,教養娯楽用品,5637,2.2,22.4,6092,2.3,3611,2.0,4099,2.2,6273,2.2,6732,2.4,2951,1.2
150,2,5,9,3,0,書籍・他の印刷物,3583,1.4,-19.6,3853,1.5,2180,1.2,2385,1.3,4024,1.4,4325,1.5,1989,0.8
151,2,5,9,4,0,教養娯楽サービス,20258,7.8,-0.3,19835,7.6,15720,8.6,9360,5.1,21684,7.7,23198,8.2,22749,9.2
152,2,6,9,4,1,宿泊料,2365,0.9,-0.2,2713,1.0,2118,1.2,2438,1.3,2442,0.9,2802,1.0,309,0.1
153,2,6,9,4,2,パック旅行費,4232,1.6,-15.2,2850,1.1,7403,4.0,237,0.1,3236,1.1,3689,1.3,12380,5.0
154,2,6,9,4,3,月謝類,1673,0.6,4.7,1898,0.7,552,0.3,635,0.3,2025,0.7,2304,0.8,342,0.1
155,2,6,9,4,4,他の教養娯楽サービス,11988,4.6,5.5,12374,4.8,5647,3.1,6050,3.3,13981,5.0,14403,5.1,9718,3.9
156,2,4,10,0,0,その他の消費支出,41281,16.0,-19.9,44044,16.9,33339,18.2,33487,18.1,43778,15.5,47432,16.7,25000,10.1
157,2,5,10,1,0,諸雑費,19413,7.5,-8.0,20743,8.0,13705,7.5,14573,7.9,21206,7.5,22723,8.0,11571,4.7
158,2,6,10,1,1,理美容サービス,3128,1.2,8.6,3416,1.3,1788,1.0,1973,1.1,3549,1.3,3879,1.4,1432,0.6
159,2,6,10,1,2,理美容用品,3395,1.3,-14.4,3671,1.4,1899,1.0,2003,1.1,3865,1.4,4206,1.5,1767,0.7
160,2,6,10,1,3,身の回り用品,516,0.2,-51.0,455,0.2,190,0.1,95,0.1,619,0.2,570,0.2,880,0.4
161,2,6,10,1,4,たばこ,758,0.3,26.5,654,0.3,267,0.1,308,0.2,912,0.3,765,0.3,1370,0.6
162,2,6,10,1,5,他の諸雑費,11616,4.5,-7.9,12548,4.8,9560,5.2,10193,5.5,12263,4.3,13304,4.7,6123,2.5
163,2,5,10,2,0,こづかい,4102,1.6,16.5,4178,1.6,4069,2.2,3931,2.1,4113,1.5,4257,1.5,3655,1.5
164,2,5,10,3,0,交際費,17249,6.7,-31.4,18609,7.1,15141,8.3,14494,7.9,17912,6.3,19929,7.0,9235,3.7
165,2,6,10,3,0,食料,5002,1.9,46.5,5235,2.0,4230,2.3,4507,2.4,5245,1.9,5469,1.9,3630,1.5
166,2,6,10,3,0,家具・家事用品,73,0.0,-75.2,85,0.0,151,0.1,174,0.1,48,0.0,57,0.0,-,-
167,2,6,10,3,0,被服及び履物,610,0.2,206.5,713,0.3,144,0.1,166,0.1,756,0.3,889,0.3,-,-
168,2,6,10,3,0,教養娯楽,1041,0.4,13.5,1172,0.5,107,0.1,123,0.1,1335,0.5,1509,0.5,270,0.1
169,2,6,10,3,0,他の物品サービス,237,0.1,-50.8,262,0.1,197,0.1,227,0.1,249,0.1,273,0.1,91,0.0
170,2,6,10,3,6,贈与金,7088,2.7,-55.0,7593,2.9,7709,4.2,6426,3.5,6893,2.4,7968,2.8,4112,1.7
171,2,6,10,3,7,他の交際費,3197,1.2,-21.3,3548,1.4,2603,1.4,2871,1.6,3384,1.2,3765,1.3,1131,0.5
172,2,5,10,4,0,仕送り金,518,0.2,-70.5,514,0.2,425,0.2,489,0.3,547,0.2,522,0.2,539,0.2
173,2,3,0,0,0,土地家屋購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,2387,0.9,-37.7,2741,1.1,103,0.1,114,0.1,3105,1.1,3584,1.3,298,0.1
175,2,3,0,0,0,（再掲）教養娯楽関係費,35590,13.8,3.8,36756,14.1,24110,13.2,18736,10.1,39198,13.9,42539,14.9,28720,11.6
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,7606,2.9,-56.6,8107,3.1,8133,4.4,6915,3.7,7440,2.6,8490,3.0,4651,1.9
177,2,3,0,0,0,（再掲）経常消費支出,194673,75.3,0.7,192464,73.9,140312,76.7,146802,79.5,211757,75.0,207120,72.8,207691,83.9
178,2,3,0,0,0,（再掲）情報通信関係費,14009,5.4,2.6,14273,5.5,9732,5.3,10113,5.5,15353,5.4,15608,5.5,12455,5.0
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,226369,87.6,-0.2,232863,89.5,168409,92.1,171495,92.9,244584,86.7,252560,88.7,188088,76.0
180,2,2,0,0,0,その他の実支出,29614,-,-11.3,32176,-,9970,-,10658,-,35787,-,39083,-,14511,-
181,2,3,0,0,0,直接税,11846,-,27.5,13452,-,1481,-,1704,-,15104,-,17223,-,2379,-
182,2,4,0,0,0,勤労所得税,374,-,87.9,374,-,51,-,58,-,476,-,476,-,376,-
183,2,4,0,0,0,個人住民税,3953,-,-12.4,4431,-,776,-,893,-,4952,-,5566,-,1138,-
184,2,4,0,0,0,他の税,7518,-,64.1,8647,-,654,-,753,-,9676,-,11181,-,865,-
185,2,3,0,0,0,社会保険料,17759,-,-26.3,18720,-,8490,-,8953,-,20672,-,21855,-,12092,-
186,2,4,0,0,0,公的年金保険料,1671,-,-73.0,1570,-,271,-,312,-,2111,-,1973,-,2270,-
187,2,4,0,0,0,健康保険料,7870,-,1.4,8470,-,2708,-,2886,-,9492,-,10263,-,4333,-
188,2,4,0,0,0,介護保険料,8133,-,-19.5,8607,-,5495,-,5738,-,8963,-,9528,-,5340,-
189,2,4,0,0,0,他の社会保険料,84,-,127.0,73,-,15,-,17,-,105,-,91,-,149,-
190,2,3,0,0,0,その他,9,-,200.0,4,-,-,-,-,-,12,-,5,-,40,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),443740,-,-8.0,470789,-,353221,-,383930,-,472187,-,498667,-,284303,-
192,2,2,0,0,0,預貯金,393178,-,-8.2,415830,-,337422,-,366206,-,410700,-,431757,-,259659,-
193,2,2,0,0,0,保険料,7457,-,3.4,8383,-,1891,-,2034,-,9206,-,10421,-,1997,-
194,2,3,0,0,0,個人・企業年金保険料,501,-,173.8,585,-,329,-,379,-,554,-,652,-,-,-
195,2,3,0,0,0,他の保険料,6956,-,-1.0,7797,-,1561,-,1655,-,8651,-,9769,-,1997,-
196,2,2,0,0,0,有価証券購入,139,-,-70.7,9,-,-,-,-,-,183,-,12,-,904,-
197,2,2,0,0,0,土地家屋借金返済,3279,-,-12.9,3835,-,-,-,-,-,4309,-,5066,-,-,-
198,2,2,0,0,0,他の借金返済,188,-,...,37,-,-,-,-,-,247,-,49,-,1079,-
199,2,2,0,0,0,クレジット購入借入金返済,37220,-,-12.0,40036,-,13902,-,15682,-,44548,-,47852,-,20621,-
200,2,2,0,0,0,実支出以外の支払のその他,2280,-,580.6,2660,-,7,-,8,-,2995,-,3511,-,43,-
201,2,1,0,0,0,繰越金,86999,-,-37.6,91709,-,45930,-,44394,-,99906,-,106895,-,59240,-
202,3,0,0,0,0,可処分所得,343791,-,-7.4,356828,-,237730,-,249307,-,377123,-,391338,-,266945,-
