1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第７表　世帯主年齢階層別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
70,2,5,4,3,0,寝具類,583,0.2,609,0.2,1461,0.5,409,0.1,310,0.1,1705,0.4,484,0.1,658,0.2,285,0.1,164,0.1
71,2,5,4,4,0,家事雑貨,2245,0.7,3308,1.2,3494,1.3,2304,0.7,2483,0.7,2502,0.5,2767,0.7,2359,0.8,1613,0.6,1472,0.7
72,2,5,4,5,0,家事用消耗品,3747,1.2,3143,1.1,4093,1.5,3939,1.2,3698,1.0,4724,1.0,3326,0.8,4172,1.4,3496,1.4,2955,1.4
73,2,5,4,6,0,家事サービス,1203,0.4,16,0.0,286,0.1,236,0.1,1425,0.4,2232,0.5,1190,0.3,1960,0.7,1121,0.4,944,0.4
74,2,4,5,0,0,被服及び履物,10726,3.4,8687,3.1,9937,3.7,14980,4.5,14180,4.0,14825,3.2,13379,3.3,11504,3.9,7263,2.9,5800,2.7
75,2,5,5,1,0,和服,17,0.0,241,0.1,-,-,-,-,36,0.0,-,-,-,-,-,-,-,-,-,-
76,2,5,5,2,0,洋服,4007,1.3,4515,1.6,4809,1.8,6449,1.9,6139,1.7,5827,1.3,4140,1.0,3976,1.3,2229,0.9,1136,0.5
77,2,6,5,2,1,男子用洋服,1623,0.5,1761,0.6,1803,0.7,3565,1.1,1965,0.6,2684,0.6,1317,0.3,1826,0.6,851,0.3,410,0.2
78,2,6,5,2,2,婦人用洋服,1909,0.6,1021,0.4,982,0.4,1989,0.6,3023,0.8,2738,0.6,2624,0.7,2150,0.7,1330,0.5,726,0.3
79,2,6,5,2,3,子供用洋服,475,0.2,1733,0.6,2025,0.7,895,0.3,1151,0.3,405,0.1,199,0.0,-,-,48,0.0,-,-
80,2,5,5,3,0,シャツ・セーター類,2375,0.8,989,0.4,1569,0.6,3370,1.0,2912,0.8,3470,0.8,3575,0.9,2992,1.0,1536,0.6,1443,0.7
81,2,6,5,3,1,男子用シャツ・セーター類,884,0.3,336,0.1,486,0.2,1645,0.5,1019,0.3,1520,0.3,1688,0.4,570,0.2,531,0.2,199,0.1
82,2,6,5,3,2,婦人用シャツ・セーター類,1347,0.4,135,0.0,568,0.2,1468,0.4,1449,0.4,1835,0.4,1815,0.5,2422,0.8,1005,0.4,1244,0.6
83,2,6,5,3,3,子供用シャツ・セーター類,143,0.0,518,0.2,516,0.2,257,0.1,444,0.1,116,0.0,73,0.0,-,-,-,-,-,-
84,2,5,5,4,0,下着類,1183,0.4,1031,0.4,741,0.3,677,0.2,1085,0.3,2052,0.4,1618,0.4,1132,0.4,1053,0.4,1038,0.5
85,2,6,5,4,1,男子用下着類,303,0.1,209,0.1,206,0.1,91,0.0,392,0.1,414,0.1,330,0.1,219,0.1,331,0.1,182,0.1
86,2,6,5,4,2,婦人用下着類,787,0.3,535,0.2,400,0.1,273,0.1,350,0.1,1617,0.4,1232,0.3,913,0.3,722,0.3,855,0.4
87,2,6,5,4,3,子供用下着類,93,0.0,287,0.1,135,0.0,313,0.1,343,0.1,21,0.0,56,0.0,-,-,-,-,-,-
88,2,5,5,5,0,生地・糸類,152,0.0,34,0.0,45,0.0,34,0.0,274,0.1,131,0.0,226,0.1,123,0.0,163,0.1,340,0.2
89,2,5,5,6,0,他の被服,770,0.2,799,0.3,664,0.2,1127,0.3,765,0.2,1010,0.2,996,0.2,693,0.2,609,0.2,420,0.2
90,2,5,5,7,0,履物類,1285,0.4,933,0.3,1775,0.7,2552,0.8,2327,0.7,956,0.2,914,0.2,1067,0.4,974,0.4,867,0.4
91,2,5,5,8,0,被服関連サービス,938,0.3,144,0.1,334,0.1,771,0.2,643,0.2,1379,0.3,1910,0.5,1522,0.5,700,0.3,557,0.3
92,2,4,6,0,0,保健医療,14371,4.6,11178,4.0,8593,3.2,17223,5.2,11718,3.3,14217,3.1,20341,5.1,12227,4.1,14834,5.9,12025,5.5
93,2,5,6,1,0,医薬品,2743,0.9,1139,0.4,1423,0.5,2560,0.8,1829,0.5,3335,0.7,3173,0.8,2634,0.9,3198,1.3,2908,1.3
94,2,5,6,2,0,健康保持用摂取品,1179,0.4,239,0.1,710,0.3,188,0.1,462,0.1,1636,0.4,1206,0.3,613,0.2,1802,0.7,2078,1.0
95,2,5,6,3,0,保健医療用品・器具,2386,0.8,4817,1.7,3047,1.1,2925,0.9,4406,1.2,2373,0.5,1421,0.4,2165,0.7,1594,0.6,1165,0.5
96,2,5,6,4,0,保健医療サービス,8062,2.6,4983,1.8,3413,1.3,11551,3.5,5021,1.4,6872,1.5,14541,3.6,6815,2.3,8241,3.3,5873,2.7
97,2,4,7,0,0,交通・通信,33055,10.5,23988,8.6,33426,12.3,39116,11.8,44925,12.6,40503,8.8,49105,12.2,35932,12.1,22525,8.9,16996,7.8
98,2,5,7,1,0,交通,9108,2.9,11848,4.3,16889,6.2,5306,1.6,10373,2.9,17292,3.8,11248,2.8,9048,3.0,5331,2.1,2700,1.2
99,2,5,7,2,0,自動車等関係費,11362,3.6,4109,1.5,6221,2.3,11413,3.4,21778,6.1,5868,1.3,23319,5.8,14865,5.0,7243,2.9,6736,3.1
100,2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101,2,6,7,2,2,自転車購入,1218,0.4,-,-,-,-,2512,0.8,1295,0.4,-,-,7109,1.8,-,-,358,0.1,791,0.4
102,2,6,7,2,3,自動車等維持,10145,3.2,4109,1.5,6221,2.3,8901,2.7,20483,5.7,5868,1.3,16210,4.0,14865,5.0,6885,2.7,5945,2.7
103,2,5,7,3,0,通信,12584,4.0,8031,2.9,10316,3.8,22397,6.8,12773,3.6,17343,3.8,14538,3.6,12020,4.0,9951,3.9,7560,3.5
104,2,4,8,0,0,教育,18983,6.0,5140,1.8,18149,6.7,10143,3.1,26721,7.5,67171,14.7,46871,11.7,2897,1.0,4642,1.8,-,-
105,2,5,8,1,0,授業料等,15956,5.1,4457,1.6,7243,2.7,5659,1.7,17995,5.0,61492,13.4,42278,10.5,2830,1.0,4538,1.8,-,-
106,2,5,8,2,0,教科書・学習参考教材,125,0.0,180,0.1,233,0.1,178,0.1,267,0.1,577,0.1,-,-,-,-,-,-,-,-
107,2,5,8,3,0,補習教育,2902,0.9,504,0.2,10673,3.9,4306,1.3,8459,2.4,5102,1.1,4593,1.1,67,0.0,104,0.0,-,-
108,2,4,9,0,0,教養娯楽,38343,12.2,21805,7.8,32120,11.8,51322,15.5,66529,18.7,50219,11.0,48261,12.0,36335,12.2,25486,10.1,17569,8.1
109,2,5,9,1,0,教養娯楽用耐久財,3093,1.0,725,0.3,772,0.3,1241,0.4,18344,5.1,701,0.2,3119,0.8,714,0.2,932,0.4,389,0.2
110,2,5,9,2,0,教養娯楽用品,9582,3.0,7208,2.6,8680,3.2,10739,3.2,9363,2.6,15029,3.3,17532,4.4,10582,3.6,5994,2.4,4118,1.9
111,2,5,9,3,0,書籍・他の印刷物,3187,1.0,2528,0.9,1883,0.7,2111,0.6,2491,0.7,3080,0.7,2177,0.5,3322,1.1,4120,1.6,4277,2.0
112,2,5,9,4,0,教養娯楽サービス,22481,7.2,11345,4.1,20786,7.6,37230,11.2,36331,10.2,31410,6.9,25434,6.3,21717,7.3,14440,5.7,8784,4.0
113,2,6,9,4,1,宿泊料,3170,1.0,221,0.1,2102,0.8,5968,1.8,6218,1.7,3310,0.7,5169,1.3,3508,1.2,1626,0.6,348,0.2
114,2,6,9,4,2,パック旅行費,2845,0.9,196,0.1,371,0.1,11328,3.4,5374,1.5,8475,1.9,1390,0.3,818,0.3,644,0.3,878,0.4
115,2,6,9,4,3,月謝類,3523,1.1,1781,0.6,2574,0.9,9323,2.8,9878,2.8,1936,0.4,2556,0.6,1926,0.6,2063,0.8,2000,0.9
116,2,6,9,4,4,他の教養娯楽サービス,12943,4.1,9146,3.3,15740,5.8,10611,3.2,14860,4.2,17689,3.9,16319,4.1,15464,5.2,10107,4.0,5558,2.5
117,2,4,10,0,0,その他の消費支出,43426,13.8,31844,11.4,34725,12.8,38686,11.7,40433,11.3,60962,13.3,57949,14.4,41386,13.9,39936,15.8,38426,17.6
118,2,5,10,1,0,諸雑費,21809,6.9,16932,6.1,23734,8.7,28083,8.5,22793,6.4,25804,5.6,30937,7.7,23706,8.0,16695,6.6,14044,6.4
119,2,6,10,1,1,理美容サービス,3929,1.3,2609,0.9,1258,0.5,6816,2.1,4750,1.3,4761,1.0,5033,1.3,3942,1.3,3144,1.2,3061,1.4
120,2,6,10,1,2,理美容用品,4678,1.5,4103,1.5,4164,1.5,4193,1.3,4617,1.3,7720,1.7,5699,1.4,5067,1.7,3737,1.5,2953,1.4
121,2,6,10,1,3,身の回り用品,1963,0.6,1241,0.4,2342,0.9,2612,0.8,3481,1.0,1650,0.4,2575,0.6,2418,0.8,1239,0.5,1309,0.6
122,2,6,10,1,4,たばこ,1145,0.4,709,0.3,956,0.4,607,0.2,1074,0.3,562,0.1,2397,0.6,1831,0.6,978,0.4,582,0.3
123,2,6,10,1,5,他の諸雑費,10095,3.2,8270,3.0,15014,5.5,13855,4.2,8871,2.5,11112,2.4,15233,3.8,10448,3.5,7597,3.0,6139,2.8
124,2,5,10,2,0,こづかい,5004,1.6,-,-,-,-,886,0.3,8623,2.4,8856,1.9,5330,1.3,2260,0.8,5746,2.3,4029,1.8
125,2,5,10,3,0,交際費,14532,4.6,14912,5.4,10991,4.0,9717,2.9,9017,2.5,18433,4.0,18409,4.6,15331,5.2,15153,6.0,18420,8.4
126,2,6,10,3,0,食料,4997,1.6,4937,1.8,1543,0.6,3871,1.2,3412,1.0,5308,1.2,5768,1.4,4571,1.5,5959,2.4,6430,2.9
127,2,6,10,3,0,家具・家事用品,166,0.1,42,0.0,318,0.1,10,0.0,47,0.0,45,0.0,108,0.0,584,0.2,159,0.1,9,0.0
128,2,6,10,3,0,被服及び履物,705,0.2,783,0.3,244,0.1,160,0.0,14,0.0,1967,0.4,2519,0.6,370,0.1,329,0.1,202,0.1
129,2,6,10,3,0,教養娯楽,686,0.2,1031,0.4,770,0.3,98,0.0,978,0.3,669,0.1,1777,0.4,672,0.2,368,0.1,315,0.1
130,2,6,10,3,0,他の物品サービス,557,0.2,55,0.0,24,0.0,10,0.0,267,0.1,2450,0.5,201,0.0,957,0.3,362,0.1,42,0.0
131,2,6,10,3,6,贈与金,3853,1.2,4460,1.6,4544,1.7,2417,0.7,432,0.1,5123,1.1,3447,0.9,1685,0.6,5336,2.1,8939,4.1
132,2,6,10,3,7,他の交際費,3568,1.1,3605,1.3,3548,1.3,3151,1.0,3867,1.1,2872,0.6,4590,1.1,6490,2.2,2640,1.0,2482,1.1
133,2,5,10,4,0,仕送り金,2080,0.7,-,-,-,-,-,-,-,-,7869,1.7,3274,0.8,90,0.0,2342,0.9,1933,0.9
134,2,3,0,0,0,土地家屋購入,2179,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5605,-,12393,-
135,2,3,0,0,0,（再掲）教育関係費,21623,6.9,6172,2.2,23973,8.8,15535,4.7,28952,8.1,72875,15.9,51135,12.7,3251,1.1,6084,2.4,236,0.1
136,2,3,0,0,0,（再掲）教養娯楽関係費,44280,14.1,29251,10.5,40880,15.0,54393,16.4,71074,19.9,62620,13.7,56985,14.2,42594,14.3,29230,11.6,19597,9.0
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,5933,1.9,4460,1.6,4544,1.7,2417,0.7,432,0.1,12992,2.8,6720,1.7,1775,0.6,7679,3.0,10872,5.0
138,2,3,0,0,0,（再掲）経常消費支出,234815,74.7,226744,81.5,223544,82.2,241952,73.1,248186,69.6,285488,62.4,275021,68.4,234437,79.0,207878,82.5,184265,84.5
139,2,3,0,0,0,（再掲）情報通信関係費,16318,5.2,10289,3.7,13761,5.1,14630,4.4,17551,4.9,21533,4.7,21047,5.2,18003,6.1,14311,5.7,11147,5.1
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,284909,90.7,207291,74.5,244640,89.9,314937,95.1,336290,94.3,398268,87.0,370586,92.1,278828,93.9,228636,90.7,196349,90.0
