1,東京都生計分析調査　令和 5年 1月,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第７表　世帯主年齢階層別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
45,2,6,1,9,2,他の調理食品,7725,2.3,6026,1.5,8108,2.9,7020,1.9,7253,1.8,7690,1.9,9545,2.2,9037,2.9,7379,2.6,5738,2.3
46,2,5,1,10,0,飲料,5355,1.6,5525,1.4,3962,1.4,4860,1.3,6553,1.6,6185,1.5,7524,1.7,5198,1.7,4546,1.6,4174,1.7
47,2,6,1,10,1,茶類,1141,0.3,1282,0.3,819,0.3,807,0.2,1309,0.3,1152,0.3,1369,0.3,1560,0.5,1039,0.4,826,0.3
48,2,6,1,10,2,コーヒー・ココア,1347,0.4,1711,0.4,974,0.3,1412,0.4,1854,0.5,1368,0.3,2178,0.5,1329,0.4,990,0.3,862,0.3
49,2,6,1,10,3,他の飲料,2867,0.8,2533,0.6,2169,0.8,2641,0.7,3390,0.8,3665,0.9,3977,0.9,2309,0.7,2517,0.9,2486,1
50,2,5,1,11,0,酒類,3625,1.1,1029,0.3,3142,1.1,3043,0.8,2750,0.7,4830,1.2,3238,0.7,5691,1.8,3654,1.3,2740,1.1
51,2,5,1,12,0,外食,17949,5.2,31545,7.8,22864,8,26882,7.4,22998,5.7,20661,5.1,24968,5.6,17496,5.7,10054,3.5,6963,2.8
52,2,6,1,12,1,一般外食,16967,5,31057,7.7,20787,7.3,22547,6.2,19887,4.9,19777,4.9,24122,5.4,17496,5.7,10054,3.5,6963,2.8
53,2,6,1,12,2,学校給食,982,0.3,487,0.1,2077,0.7,4336,1.2,3112,0.8,884,0.2,846,0.2,-,-,-,-,-,-
54,2,4,2,0,0,住居,29029,8.5,59481,14.7,11410,4,14590,4,28183,6.9,35533,8.8,23778,5.4,10645,3.4,34105,11.9,21215,8.5
55,2,5,2,1,0,家賃地代,17486,5.1,56292,13.9,11095,3.9,14054,3.9,22830,5.6,22134,5.5,20437,4.6,9530,3.1,12487,4.4,12541,5
56,2,5,2,2,0,設備修繕・維持,11542,3.4,3189,0.8,315,0.1,537,0.1,5353,1.3,13399,3.3,3340,0.8,1115,0.4,21618,7.5,8673,3.5
57,2,6,2,2,1,設備材料,2423,0.7,659,0.2,315,0.1,105,0,179,0,10146,2.5,107,0,1043,0.3,2659,0.9,281,0.1
58,2,6,2,2,2,工事その他のサービス,9119,2.7,2530,0.6,-,-,432,0.1,5174,1.3,3252,0.8,3233,0.7,72,0,18959,6.6,8392,3.4
59,2,4,3,0,0,光熱・水道,31180,9.1,20731,5.1,30209,10.6,26623,7.3,30231,7.5,33962,8.5,36569,8.3,35546,11.5,30601,10.7,32578,13.1
60,2,5,3,1,0,電気代,13983,4.1,11032,2.7,12489,4.4,11817,3.3,13914,3.4,15067,3.8,17066,3.9,16635,5.4,13293,4.6,13313,5.4
61,2,5,3,2,0,ガス代,10882,3.2,6840,1.7,11743,4.1,10582,2.9,9748,2.4,10619,2.6,12824,2.9,11082,3.6,11112,3.9,12546,5
62,2,5,3,3,0,他の光熱,1055,0.3,56,0,133,0,99,0,321,0.1,1482,0.4,730,0.2,693,0.2,1707,0.6,2286,0.9
63,2,5,3,4,0,上下水道料,5259,1.5,2804,0.7,5843,2.1,4126,1.1,6248,1.5,6795,1.7,5948,1.3,7136,2.3,4489,1.6,4433,1.8
64,2,4,4,0,0,家具・家事用品,10873,3.2,11797,2.9,11070,3.9,9740,2.7,13592,3.3,12540,3.1,16074,3.6,8302,2.7,9028,3.2,8584,3.5
65,2,5,4,1,0,家庭用耐久財,3071,0.9,642,0.2,971,0.3,2091,0.6,4173,1,3040,0.8,7534,1.7,443,0.1,2948,1,3462,1.4
66,2,6,4,1,1,家事用耐久財,1671,0.5,215,0.1,693,0.2,1343,0.4,3995,1,2292,0.6,3985,0.9,-,-,1073,0.4,984,0.4
67,2,6,4,1,2,冷暖房用器具,1029,0.3,-,-,278,0.1,238,0.1,178,0,748,0.2,3548,0.8,146,0,1194,0.4,1252,0.5
68,2,6,4,1,3,一般家具,370,0.1,427,0.1,-,-,510,0.1,-,-,-,-,-,-,297,0.1,681,0.2,1226,0.5
69,2,5,4,2,0,室内装備・装飾品,367,0.1,1184,0.3,144,0.1,289,0.1,208,0.1,608,0.2,603,0.1,365,0.1,212,0.1,97,0
70,2,5,4,3,0,寝具類,818,0.2,932,0.2,855,0.3,546,0.2,1483,0.4,1960,0.5,210,0,1431,0.5,419,0.1,730,0.3
71,2,5,4,4,0,家事雑貨,2777,0.8,6475,1.6,4053,1.4,3087,0.9,3497,0.9,3093,0.8,3626,0.8,2698,0.9,1627,0.6,1254,0.5
72,2,5,4,5,0,家事用消耗品,3136,0.9,2460,0.6,4869,1.7,3629,1,2770,0.7,3544,0.9,3808,0.9,3173,1,2687,0.9,2532,1
73,2,5,4,6,0,家事サービス,704,0.2,105,0,179,0.1,99,0,1462,0.4,295,0.1,293,0.1,192,0.1,1134,0.4,509,0.2
74,2,4,5,0,0,被服及び履物,13045,3.8,18012,4.5,9555,3.4,10829,3,13893,3.4,24552,6.1,23703,5.3,13387,4.3,6921,2.4,4613,1.9
75,2,5,5,1,0,和服,95,0,-,-,-,-,-,-,573,0.1,15,0,-,-,-,-,100,0,-,-
76,2,5,5,2,0,洋服,6807,2,11930,3,4251,1.5,5228,1.4,6467,1.6,16111,4,13324,3,6217,2,2629,0.9,1797,0.7
77,2,6,5,2,1,男子用洋服,3094,0.9,7755,1.9,492,0.2,1027,0.3,1926,0.5,8523,2.1,6173,1.4,4121,1.3,940,0.3,625,0.3
78,2,6,5,2,2,婦人用洋服,3324,1,3059,0.8,1959,0.7,2313,0.6,3979,1,7443,1.9,7043,1.6,2097,0.7,1687,0.6,1172,0.5
79,2,6,5,2,3,子供用洋服,389,0.1,1116,0.3,1800,0.6,1887,0.5,561,0.1,144,0,109,0,-,-,2,0,-,-
80,2,5,5,3,0,シャツ・セーター類,1903,0.6,3647,0.9,1335,0.5,1540,0.4,2579,0.6,2988,0.7,2580,0.6,1979,0.6,1170,0.4,635,0.3
81,2,6,5,3,1,男子用シャツ・セーター類,817,0.2,1848,0.5,423,0.1,439,0.1,979,0.2,1710,0.4,874,0.2,958,0.3,481,0.2,130,0.1
82,2,6,5,3,2,婦人用シャツ・セーター類,992,0.3,1462,0.4,526,0.2,664,0.2,1439,0.4,1273,0.3,1666,0.4,1022,0.3,689,0.2,505,0.2
83,2,6,5,3,3,子供用シャツ・セーター類,94,0,337,0.1,387,0.1,436,0.1,161,0,5,0,41,0,-,-,-,-,-,-
84,2,5,5,4,0,下着類,920,0.3,437,0.1,1044,0.4,1317,0.4,694,0.2,532,0.1,1395,0.3,1109,0.4,873,0.3,740,0.3
85,2,6,5,4,1,男子用下着類,352,0.1,67,0,147,0.1,448,0.1,112,0,103,0,737,0.2,676,0.2,343,0.1,240,0.1
86,2,6,5,4,2,婦人用下着類,501,0.1,320,0.1,463,0.2,703,0.2,409,0.1,394,0.1,593,0.1,433,0.1,527,0.2,493,0.2
87,2,6,5,4,3,子供用下着類,67,0,51,0,434,0.2,165,0,172,0,35,0,64,0,-,-,4,0,7,0
88,2,5,5,5,0,生地・糸類,122,0,12,0,5,0,128,0,65,0,147,0,522,0.1,49,0,61,0,67,0
89,2,5,5,6,0,他の被服,1165,0.3,882,0.2,839,0.3,696,0.2,1378,0.3,1430,0.4,2713,0.6,1326,0.4,760,0.3,691,0.3
90,2,5,5,7,0,履物類,1623,0.5,1046,0.3,1641,0.6,1708,0.5,1676,0.4,2784,0.7,2741,0.6,2113,0.7,929,0.3,422,0.2
91,2,5,5,8,0,被服関連サービス,410,0.1,58,0,440,0.2,213,0.1,462,0.1,544,0.1,428,0.1,593,0.2,399,0.1,263,0.1
92,2,4,6,0,0,保健医療,15540,4.5,14199,3.5,20020,7,12919,3.6,19703,4.9,14075,3.5,15407,3.5,13829,4.5,15591,5.4,15577,6.3
93,2,5,6,1,0,医薬品,2837,0.8,1151,0.3,1615,0.6,2988,0.8,2029,0.5,2601,0.6,3302,0.7,3249,1.1,3200,1.1,2697,1.1
94,2,5,6,2,0,健康保持用摂取品,1320,0.4,39,0,406,0.1,390,0.1,522,0.1,1339,0.3,1806,0.4,1322,0.4,1830,0.6,1394,0.6
95,2,5,6,3,0,保健医療用品・器具,3076,0.9,4087,1,5993,2.1,4117,1.1,5017,1.2,2636,0.7,3957,0.9,3249,1.1,1785,0.6,1764,0.7
96,2,5,6,4,0,保健医療サービス,8307,2.4,8922,2.2,12006,4.2,5425,1.5,12134,3,7499,1.9,6342,1.4,6010,1.9,8776,3.1,9722,3.9
97,2,4,7,0,0,交通・通信,32163,9.4,23007,5.7,20576,7.2,59955,16.5,42529,10.5,39618,9.9,37810,8.5,30390,9.8,23285,8.1,20563,8.3
98,2,5,7,1,0,交通,8018,2.3,10857,2.7,5508,1.9,8888,2.4,18500,4.6,11271,2.8,6493,1.5,8926,2.9,4708,1.6,3255,1.3
99,2,5,7,2,0,自動車等関係費,11617,3.4,5315,1.3,6644,2.3,39266,10.8,11513,2.8,12797,3.2,11534,2.6,6987,2.3,7917,2.8,7848,3.2
100,2,6,7,2,1,自動車等購入,2258,0.7,-,-,-,-,26347,7.3,-,-,-,-,-,-,-,-,-,-,-,-
101,2,6,7,2,2,自転車購入,520,0.2,-,-,701,0.2,230,0.1,2818,0.7,-,-,1851,0.4,-,-,-,-,-,-
102,2,6,7,2,3,自動車等維持,8839,2.6,5315,1.3,5943,2.1,12689,3.5,8695,2.1,12797,3.2,9684,2.2,6987,2.3,7917,2.8,7848,3.2
103,2,5,7,3,0,通信,12529,3.7,6835,1.7,8425,3,11801,3.3,12516,3.1,15550,3.9,19783,4.5,14477,4.7,10660,3.7,9461,3.8
104,2,4,8,0,0,教育,16465,4.8,2106,0.5,10902,3.8,35377,9.8,63541,15.7,23824,5.9,28198,6.4,39,0,2585,0.9,-,-
105,2,5,8,1,0,授業料等,10581,3.1,1768,0.4,8561,3,7528,2.1,44966,11.1,17260,4.3,20532,4.6,39,0,2472,0.9,-,-
106,2,5,8,2,0,教科書・学習参考教材,160,0,178,0,-,-,732,0.2,312,0.1,209,0.1,285,0.1,-,-,9,0,-,-
107,2,5,8,3,0,補習教育,5725,1.7,160,0,2341,0.8,27117,7.5,18263,4.5,6355,1.6,7381,1.7,-,-,104,0,-,-
108,2,4,9,0,0,教養娯楽,42296,12.4,130485,32.3,48616,17.1,45072,12.4,39663,9.8,36356,9.1,50216,11.3,39474,12.8,30556,10.7,23203,9.3
109,2,5,9,1,0,教養娯楽用耐久財,3999,1.2,1304,0.3,14457,5.1,5937,1.6,7311,1.8,4583,1.1,2281,0.5,6121,2,1766,0.6,1295,0.5
110,2,5,9,2,0,教養娯楽用品,7624,2.2,6650,1.6,4834,1.7,8618,2.4,6847,1.7,10824,2.7,15394,3.5,8964,2.9,4755,1.7,4564,1.8
111,2,5,9,3,0,書籍・他の印刷物,3733,1.1,3349,0.8,2576,0.9,3201,0.9,3180,0.8,2924,0.7,3231,0.7,3152,1,4645,1.6,4986,2
112,2,5,9,4,0,教養娯楽サービス,26940,7.9,119182,29.5,26749,9.4,27315,7.5,22326,5.5,18025,4.5,29310,6.6,21237,6.9,19391,6.8,12358,5
113,2,6,9,4,1,宿泊料,3937,1.1,8951,2.2,9646,3.4,3384,0.9,498,0.1,3385,0.8,4038,0.9,8167,2.6,2729,1,1452,0.6
114,2,6,9,4,2,パック旅行費,6790,2,95290,23.6,-,-,1300,0.4,915,0.2,2530,0.6,4731,1.1,960,0.3,1951,0.7,1510,0.6
115,2,6,9,4,3,月謝類,3844,1.1,3087,0.8,7792,2.7,9105,2.5,8485,2.1,1743,0.4,5843,1.3,1345,0.4,1891,0.7,1235,0.5
116,2,6,9,4,4,他の教養娯楽サービス,12369,3.6,11854,2.9,9311,3.3,13526,3.7,12428,3.1,10367,2.6,14698,3.3,10765,3.5,12820,4.5,8161,3.3
117,2,4,10,0,0,その他の消費支出,60390,17.6,36627,9.1,40703,14.3,45943,12.7,57345,14.1,83739,20.9,100578,22.7,54862,17.7,53217,18.6,50680,20.4
118,2,5,10,1,0,諸雑費,25760,7.5,22385,5.5,26944,9.5,27033,7.5,26196,6.5,30878,7.7,35736,8.1,31181,10.1,20364,7.1,17119,6.9
119,2,6,10,1,1,理美容サービス,3384,1,3258,0.8,3797,1.3,4033,1.1,3305,0.8,3241,0.8,4607,1,3356,1.1,2946,1,2978,1.2
120,2,6,10,1,2,理美容用品,4988,1.5,6895,1.7,5300,1.9,7272,2,5539,1.4,6864,1.7,5637,1.3,4989,1.6,3404,1.2,3370,1.4
121,2,6,10,1,3,身の回り用品,2262,0.7,1747,0.4,7032,2.5,2437,0.7,2201,0.5,3117,0.8,3195,0.7,1370,0.4,1429,0.5,1209,0.5
122,2,6,10,1,4,たばこ,912,0.3,216,0.1,1223,0.4,957,0.3,1205,0.3,1162,0.3,794,0.2,1176,0.4,792,0.3,694,0.3
123,2,6,10,1,5,他の諸雑費,14213,4.2,10268,2.5,9592,3.4,12335,3.4,13946,3.4,16494,4.1,21504,4.9,20289,6.6,11794,4.1,8868,3.6
124,2,5,10,2,0,こづかい,6449,1.9,1451,0.4,191,0.1,2111,0.6,11107,2.7,11698,2.9,16383,3.7,3195,1,4219,1.5,3184,1.3
125,2,5,10,3,0,交際費,23576,6.9,12792,3.2,13568,4.8,16799,4.6,16685,4.1,23620,5.9,30928,7,20338,6.6,27817,9.7,30068,12.1
126,2,6,10,3,0,食料,4717,1.4,5864,1.5,2249,0.8,2011,0.6,1935,0.5,4828,1.2,4243,1,4567,1.5,6199,2.2,6672,2.7
127,2,6,10,3,0,家具・家事用品,230,0.1,440,0.1,-,-,-,-,527,0.1,-,-,698,0.2,206,0.1,155,0.1,71,0
128,2,6,10,3,0,被服及び履物,279,0.1,-,-,83,0,184,0.1,430,0.1,197,0,137,0,746,0.2,285,0.1,430,0.2
129,2,6,10,3,0,教養娯楽,1413,0.4,3094,0.8,40,0,238,0.1,317,0.1,796,0.2,7359,1.7,267,0.1,666,0.2,463,0.2
130,2,6,10,3,0,他の物品サービス,450,0.1,459,0.1,-,-,112,0,135,0,112,0,2244,0.5,183,0.1,312,0.1,74,0
131,2,6,10,3,6,贈与金,11924,3.5,934,0.2,5301,1.9,8374,2.3,8946,2.2,13438,3.3,10601,2.4,7538,2.4,16410,5.7,18579,7.5
132,2,6,10,3,7,他の交際費,4562,1.3,2000,0.5,5894,2.1,5878,1.6,4397,1.1,4250,1.1,5647,1.3,6831,2.2,3790,1.3,3780,1.5
133,2,5,10,4,0,仕送り金,4605,1.3,-,-,-,-,-,-,3357,0.8,17544,4.4,17530,4,148,0,817,0.3,308,0.1
134,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,18556,5.4,3064,0.8,14079,5,41184,11.4,70758,17.4,25857,6.4,30308,6.8,1285,0.4,2937,1,377,0.2
136,2,3,0,0,0,（再掲）教養娯楽関係費,47860,14,142295,35.2,51048,18,49026,13.5,46365,11.4,42977,10.7,61701,13.9,45023,14.6,33889,11.8,24686,9.9
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,16530,4.8,934,0.2,5301,1.9,8374,2.3,12302,3,30981,7.7,28131,6.3,7686,2.5,17227,6,18887,7.6
138,2,3,0,0,0,（再掲）経常消費支出,242131,70.7,252029,62.4,216850,76.3,246838,68,273109,67.3,259520,64.6,299105,67.5,248596,80.4,214171,74.8,195927,78.8
139,2,3,0,0,0,（再掲）情報通信関係費,16371,4.8,10015,2.5,10299,3.6,16059,4.4,17510,4.3,18192,4.5,19834,4.5,20729,6.7,15320,5.3,13418,5.4
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,294651,86,343505,85,267577,94.1,313465,86.4,365264,90,335033,83.4,391241,88.3,290946,94.1,235036,82.1,208593,83.9
