1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第１表　生計支出７分位階層別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
36,2,5,1,6,0,果物,3594,1.0,18.3,3054,2.8,3238,1.8,2788,1.2,3488,1.3,3941,1.2,4229,1.0,4404,0.4
37,2,6,1,6,1,生鮮果物,3145,0.9,15.9,2806,2.5,2959,1.7,2578,1.1,2858,1.0,3417,1.0,3591,0.8,3796,0.4
38,2,6,1,6,2,果物加工品,448,0.1,38.3,247,0.2,279,0.2,210,0.1,630,0.2,524,0.2,638,0.1,608,0.1
39,2,5,1,7,0,油脂・調味料,4072,1.1,8.9,2819,2.6,3225,1.8,4075,1.8,4004,1.4,4011,1.2,4794,1.1,5558,0.6
40,2,6,1,7,1,油脂,454,0.1,-3.6,333,0.3,470,0.3,358,0.2,513,0.2,348,0.1,520,0.1,633,0.1
41,2,6,1,7,2,調味料,3618,1.0,10.7,2487,2.3,2755,1.6,3717,1.6,3491,1.3,3663,1.1,4275,1.0,4924,0.5
42,2,5,1,8,0,菓子類,7891,2.1,17.1,4764,4.3,5622,3.2,7138,3.2,6934,2.5,7452,2.2,10436,2.4,12839,1.3
43,2,5,1,9,0,調理食品,13334,3.6,9.0,8358,7.6,10645,6.1,11526,5.1,12742,4.6,15570,4.6,14941,3.4,19440,1.9
44,2,6,1,9,1,主食的調理食品,6162,1.7,16.9,3518,3.2,4471,2.5,5147,2.3,5680,2.0,7825,2.3,6989,1.6,9436,0.9
45,2,6,1,9,2,他の調理食品,7172,1.9,3.0,4841,4.4,6174,3.5,6379,2.8,7062,2.5,7746,2.3,7952,1.8,10004,1.0
46,2,5,1,10,0,飲料,5845,1.6,22.5,3071,2.8,3755,2.1,5433,2.4,4704,1.7,7433,2.2,7303,1.7,9149,0.9
47,2,6,1,10,1,茶類,1260,0.3,16.2,640,0.6,825,0.5,1480,0.7,1017,0.4,1468,0.4,1535,0.4,1846,0.2
48,2,6,1,10,2,コーヒー・ココア,1214,0.3,16.2,720,0.7,980,0.6,1075,0.5,923,0.3,1272,0.4,1419,0.3,2096,0.2
49,2,6,1,10,3,他の飲料,3371,0.9,27.7,1712,1.5,1951,1.1,2878,1.3,2763,1.0,4692,1.4,4350,1.0,5207,0.5
50,2,5,1,11,0,酒類,3972,1.1,3.5,1574,1.4,2987,1.7,2969,1.3,4926,1.8,4551,1.3,4805,1.1,5956,0.6
51,2,5,1,12,0,外食,17562,4.8,35.4,6885,6.2,12278,7.0,13557,6.0,14366,5.2,18472,5.4,29331,6.7,27968,2.8
52,2,6,1,12,1,一般外食,17197,4.7,35.9,6750,6.1,11942,6.8,13044,5.8,13908,5.0,18191,5.3,29108,6.6,27359,2.7
53,2,6,1,12,2,学校給食,365,0.1,14.4,135,0.1,336,0.2,512,0.2,458,0.2,281,0.1,223,0.1,609,0.1
54,2,4,2,0,0,住居,24730,6.7,-24.7,1360,1.2,6408,3.6,13396,5.9,19460,7.0,24524,7.2,30535,7.0,76668,7.6
55,2,5,2,1,0,家賃地代,14526,3.9,-4.2,923,0.8,5859,3.3,11684,5.2,18595,6.7,20566,6.0,27971,6.4,16077,1.6
56,2,5,2,2,0,設備修繕・維持,10204,2.8,-42.3,436,0.4,549,0.3,1712,0.8,865,0.3,3958,1.2,2564,0.6,60592,6.0
57,2,6,2,2,1,設備材料,2004,0.5,-71.2,259,0.2,320,0.2,255,0.1,629,0.2,282,0.1,814,0.2,11341,1.1
58,2,6,2,2,2,工事その他のサービス,8200,2.2,-23.5,178,0.2,229,0.1,1457,0.6,235,0.1,3676,1.1,1750,0.4,49251,4.9
59,2,4,3,0,0,光熱・水道,26718,7.2,-1.4,14277,12.9,22915,13.0,23529,10.4,27903,10.0,32463,9.5,32085,7.3,33702,3.4
60,2,5,3,1,0,電気代,13145,3.6,3.0,7287,6.6,10728,6.1,11604,5.1,12686,4.6,15744,4.6,17462,4.0,16450,1.6
61,2,5,3,2,0,ガス代,8523,2.3,2.7,4431,4.0,7223,4.1,6933,3.1,9335,3.4,11141,3.3,9378,2.1,11145,1.1
62,2,5,3,3,0,他の光熱,136,0.0,-27.7,112,0.1,77,0.0,220,0.1,177,0.1,161,0.0,126,0.0,83,0.0
63,2,5,3,4,0,上下水道料,4913,1.3,-16.0,2447,2.2,4887,2.8,4772,2.1,5705,2.0,5417,1.6,5121,1.2,6024,0.6
64,2,4,4,0,0,家具・家事用品,11931,3.2,20.0,3276,3.0,4967,2.8,8304,3.7,7808,2.8,9065,2.7,15463,3.5,34360,3.4
65,2,5,4,1,0,家庭用耐久財,4313,1.2,32.0,107,0.1,80,0.0,1201,0.5,896,0.3,1136,0.3,4027,0.9,22504,2.2
66,2,6,4,1,1,家事用耐久財,2663,0.7,159.0,79,0.1,41,0.0,1113,0.5,393,0.1,362,0.1,1571,0.4,14918,1.5
67,2,6,4,1,2,冷暖房用器具,1411,0.4,-8.7,16,0.0,-,-,33,0.0,270,0.1,-,-,1903,0.4,7586,0.8
68,2,6,4,1,3,一般家具,238,0.1,-65.7,12,0.0,39,0.0,55,0.0,233,0.1,773,0.2,553,0.1,-,-
69,2,5,4,2,0,室内装備・装飾品,700,0.2,77.7,128,0.1,186,0.1,617,0.3,565,0.2,643,0.2,1931,0.4,842,0.1
70,2,5,4,3,0,寝具類,453,0.1,-28.9,170,0.2,147,0.1,769,0.3,375,0.1,249,0.1,904,0.2,562,0.1
71,2,5,4,4,0,家事雑貨,2241,0.6,1.4,675,0.6,1551,0.9,1717,0.8,2458,0.9,2265,0.7,3110,0.7,3893,0.4
72,2,5,4,5,0,家事用消耗品,3490,0.9,13.8,2133,1.9,2519,1.4,3674,1.6,3251,1.2,4198,1.2,3934,0.9,4695,0.5
73,2,5,4,6,0,家事サービス,735,0.2,101.9,63,0.1,485,0.3,326,0.1,263,0.1,575,0.2,1557,0.4,1865,0.2
74,2,4,5,0,0,被服及び履物,13042,3.5,11.4,3506,3.2,4305,2.5,11515,5.1,10202,3.7,13491,4.0,21104,4.8,27011,2.7
75,2,5,5,1,0,和服,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
76,2,5,5,2,0,洋服,5115,1.4,7.9,1232,1.1,1376,0.8,4454,2.0,2893,1.0,4995,1.5,7307,1.7,13442,1.3
77,2,6,5,2,1,男子用洋服,2427,0.7,52.0,401,0.4,523,0.3,1594,0.7,460,0.2,2465,0.7,3174,0.7,8290,0.8
78,2,6,5,2,2,婦人用洋服,2213,0.6,-14.2,775,0.7,611,0.3,2404,1.1,1754,0.6,2060,0.6,3342,0.8,4519,0.4
79,2,6,5,2,3,子供用洋服,475,0.1,-15.9,55,0.0,242,0.1,457,0.2,679,0.2,470,0.1,790,0.2,634,0.1
80,2,5,5,3,0,シャツ・セーター類,2984,0.8,27.5,853,0.8,876,0.5,2299,1.0,2719,1.0,2928,0.9,5163,1.2,6024,0.6
81,2,6,5,3,1,男子用シャツ・セーター類,1074,0.3,33.3,412,0.4,282,0.2,810,0.4,471,0.2,1104,0.3,1473,0.3,2937,0.3
82,2,6,5,3,2,婦人用シャツ・セーター類,1734,0.5,24.2,371,0.3,569,0.3,1423,0.6,2028,0.7,1488,0.4,3368,0.8,2888,0.3
83,2,6,5,3,3,子供用シャツ・セーター類,177,0.0,28.3,70,0.1,25,0.0,66,0.0,220,0.1,336,0.1,321,0.1,200,0.0
84,2,5,5,4,0,下着類,943,0.3,-4.2,468,0.4,354,0.2,1029,0.5,887,0.3,1178,0.3,1077,0.2,1597,0.2
85,2,6,5,4,1,男子用下着類,234,0.1,-8.6,44,0.0,97,0.1,346,0.2,275,0.1,270,0.1,227,0.1,376,0.0
86,2,6,5,4,2,婦人用下着類,572,0.2,-8.3,384,0.3,138,0.1,537,0.2,481,0.2,727,0.2,717,0.2,1012,0.1
87,2,6,5,4,3,子供用下着類,137,0.0,31.7,41,0.0,119,0.1,146,0.1,130,0.0,181,0.1,133,0.0,208,0.0
88,2,5,5,5,0,生地・糸類,141,0.0,12.8,19,0.0,91,0.1,94,0.0,266,0.1,37,0.0,259,0.1,225,0.0
89,2,5,5,6,0,他の被服,782,0.2,-0.1,425,0.4,483,0.3,448,0.2,605,0.2,986,0.3,942,0.2,1571,0.2
90,2,5,5,7,0,履物類,1957,0.5,17.8,394,0.4,537,0.3,2230,1.0,1683,0.6,2080,0.6,4508,1.0,2279,0.2
91,2,5,5,8,0,被服関連サービス,1118,0.3,4.1,116,0.1,588,0.3,961,0.4,1148,0.4,1287,0.4,1847,0.4,1872,0.2
92,2,4,6,0,0,保健医療,17934,4.9,15.9,4984,4.5,10699,6.1,11369,5.0,14672,5.3,20477,6.0,21747,5.0,41219,4.1
93,2,5,6,1,0,医薬品,3000,0.8,12.9,1658,1.5,1778,1.0,2774,1.2,2161,0.8,3491,1.0,3625,0.8,5473,0.5
94,2,5,6,2,0,健康保持用摂取品,1540,0.4,46.9,242,0.2,610,0.3,2595,1.1,1574,0.6,598,0.2,880,0.2,4245,0.4
95,2,5,6,3,0,保健医療用品・器具,2931,0.8,-3.7,790,0.7,1878,1.1,1537,0.7,2423,0.9,4696,1.4,4105,0.9,5042,0.5
96,2,5,6,4,0,保健医療サービス,10463,2.8,19.9,2294,2.1,6432,3.7,4463,2.0,8514,3.1,11692,3.4,13137,3.0,26460,2.6
97,2,4,7,0,0,交通・通信,32649,8.8,-26.2,7710,7.0,12290,7.0,17847,7.9,29410,10.6,35216,10.3,54956,12.5,70662,7.0
98,2,5,7,1,0,交通,10655,2.9,19.1,721,0.7,3151,1.8,3284,1.5,8991,3.2,10446,3.1,21884,5.0,25966,2.6
99,2,5,7,2,0,自動車等関係費,11450,3.1,-51.5,2513,2.3,2654,1.5,5346,2.4,10720,3.9,10580,3.1,18070,4.1,30042,3.0
100,2,6,7,2,1,自動車等購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101,2,6,7,2,2,自転車購入,864,0.2,-18.9,-,-,-,-,-,-,251,0.1,-,-,1972,0.5,3798,0.4
102,2,6,7,2,3,自動車等維持,10586,2.9,-6.4,2513,2.3,2654,1.5,5346,2.4,10469,3.8,10580,3.1,16098,3.7,26244,2.6
103,2,5,7,3,0,通信,10544,2.9,-10.1,4476,4.1,6485,3.7,9216,4.1,9700,3.5,14190,4.2,15001,3.4,14654,1.5
104,2,4,8,0,0,教育,55156,14.9,50.5,451,0.4,2030,1.2,782,0.3,2872,1.0,3503,1.0,21117,4.8,351220,34.9
105,2,5,8,1,0,授業料等,50942,13.8,63.8,143,0.1,1421,0.8,608,0.3,697,0.3,2043,0.6,14650,3.3,333072,33.1
106,2,5,8,2,0,教科書・学習参考教材,547,0.1,11.6,308,0.3,53,0.0,75,0.0,55,0.0,443,0.1,568,0.1,2300,0.2
107,2,5,8,3,0,補習教育,3667,1.0,-27.5,-,-,557,0.3,99,0.0,2120,0.8,1016,0.3,5899,1.3,15848,1.6
108,2,4,9,0,0,教養娯楽,36525,9.9,6.2,7575,6.9,15999,9.1,24202,10.7,28588,10.3,39759,11.7,60613,13.8,78433,7.8
109,2,5,9,1,0,教養娯楽用耐久財,2301,0.6,4.3,26,0.0,49,0.0,731,0.3,529,0.2,1000,0.3,4181,1.0,9516,0.9
110,2,5,9,2,0,教養娯楽用品,9212,2.5,11.7,2397,2.2,3182,1.8,7063,3.1,9544,3.4,10049,3.0,12570,2.9,19532,1.9
111,2,5,9,3,0,書籍・他の印刷物,3479,0.9,-5.8,1499,1.4,2825,1.6,2619,1.2,3355,1.2,3578,1.1,4632,1.1,5812,0.6
112,2,5,9,4,0,教養娯楽サービス,21533,5.8,6.4,3652,3.3,9943,5.7,13788,6.1,15159,5.4,25132,7.4,39229,9.0,43574,4.3
113,2,6,9,4,1,宿泊料,2327,0.6,7.9,90,0.1,-,-,380,0.2,905,0.3,2781,0.8,6940,1.6,5178,0.5
114,2,6,9,4,2,パック旅行費,2106,0.6,-22.9,55,0.0,921,0.5,502,0.2,870,0.3,5624,1.7,1904,0.4,4770,0.5
115,2,6,9,4,3,月謝類,3497,0.9,-17.9,688,0.6,2071,1.2,2554,1.1,2147,0.8,4685,1.4,7739,1.8,4591,0.5
116,2,6,9,4,4,他の教養娯楽サービス,13604,3.7,22.7,2820,2.6,6951,4.0,10353,4.6,11237,4.0,12041,3.5,22647,5.2,29035,2.9
117,2,4,10,0,0,その他の消費支出,56706,15.4,9.5,9750,8.8,24036,13.7,31025,13.7,48120,17.3,60971,17.9,63664,14.5,157792,15.7
118,2,5,10,1,0,諸雑費,29635,8.0,24.7,6454,5.8,12709,7.2,18632,8.2,26713,9.6,34443,10.1,32310,7.4,75422,7.5
119,2,6,10,1,1,理美容サービス,4154,1.1,13.7,1267,1.1,1924,1.1,3152,1.4,3568,1.3,5323,1.6,5315,1.2,8453,0.8
120,2,6,10,1,2,理美容用品,5028,1.4,13.2,1824,1.7,2932,1.7,5272,2.3,4754,1.7,4774,1.4,6978,1.6,8626,0.9
121,2,6,10,1,3,身の回り用品,2781,0.8,-20.8,312,0.3,420,0.2,2074,0.9,2261,0.8,3931,1.2,2603,0.6,7771,0.8
122,2,6,10,1,4,たばこ,887,0.2,-23.6,392,0.4,233,0.1,703,0.3,1173,0.4,2054,0.6,725,0.2,912,0.1
123,2,6,10,1,5,他の諸雑費,16785,4.5,52.6,2660,2.4,7201,4.1,7431,3.3,14957,5.4,18361,5.4,16689,3.8,49660,4.9
124,2,5,10,2,0,こづかい,5906,1.6,2.9,781,0.7,4133,2.4,1728,0.8,8760,3.1,3055,0.9,6824,1.6,15957,1.6
125,2,5,10,3,0,交際費,14259,3.9,-20.9,2515,2.3,7194,4.1,10550,4.7,11899,4.3,22332,6.6,20725,4.7,24375,2.4
126,2,6,10,3,0,食料,4457,1.2,49.2,923,0.8,2873,1.6,2567,1.1,3361,1.2,4864,1.4,5937,1.4,10587,1.1
127,2,6,10,3,0,家具・家事用品,157,0.0,-45.5,-,-,158,0.1,160,0.1,81,0.0,489,0.1,130,0.0,77,0.0
128,2,6,10,3,0,被服及び履物,338,0.1,-5.6,24,0.0,501,0.3,149,0.1,761,0.3,316,0.1,153,0.0,462,0.0
129,2,6,10,3,0,教養娯楽,956,0.3,39.0,27,0.0,301,0.2,326,0.1,183,0.1,847,0.2,2713,0.6,2288,0.2
130,2,6,10,3,0,他の物品サービス,275,0.1,-44.9,7,0.0,84,0.0,335,0.1,161,0.1,361,0.1,383,0.1,585,0.1
131,2,6,10,3,6,贈与金,3797,1.0,-59.7,596,0.5,1193,0.7,2017,0.9,3597,1.3,7761,2.3,4302,1.0,7007,0.7
132,2,6,10,3,7,他の交際費,4279,1.2,13.0,936,0.8,2085,1.2,4997,2.2,3754,1.3,7694,2.3,7106,1.6,3369,0.3
133,2,5,10,4,0,仕送り金,6905,1.9,62.1,-,-,-,-,115,0.1,747,0.3,1142,0.3,3805,0.9,42039,4.2
134,2,3,0,0,0,土地家屋購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,2,3,0,0,0,（再掲）教育関係費,59297,16.1,38.4,831,0.8,2943,1.7,2312,1.0,4534,1.6,5084,1.5,31944,7.3,363287,36.1
136,2,3,0,0,0,（再掲）教養娯楽関係費,42318,11.5,9.4,7699,7.0,18330,10.4,25380,11.2,33176,11.9,44956,13.2,74470,17.0,91670,9.1
137,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10702,2.9,-21.8,596,0.5,1193,0.7,2133,0.9,4344,1.6,8903,2.6,8108,1.9,49045,4.9
138,2,3,0,0,0,（再掲）経常消費支出,241265,65.4,10.1,103384,93.6,159975,91.0,196858,87.0,238547,85.7,277394,81.4,328138,74.9,382526,38.1
139,2,3,0,0,0,（再掲）情報通信関係費,15546,4.2,2.0,6548,5.9,11402,6.5,13438,5.9,16392,5.9,19936,5.9,20111,4.6,20884,2.1
140,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,333636,90.4,15.9,108547,98.2,168112,95.7,210869,93.1,254594,91.4,307196,90.2,399325,91.2,879238,87.5
