年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
18,3,4,7,14,9,18,9,4,9,9,9,2,25,13,21,17,11,9,4,1,0,0,8,7,8,2,15,8,67,56,5,4,10,8,8,9,6,3,3,4,3,6,3,7,10,4,5,6,5,4,4,7,8,6,2,0,10,10,9,4,10,12,7,1,0,0,8,11,8,6,4,10,4,3,10,9,11,11,22,20,10,8,11,3,8,7,3,5,11,7,14,16,11,8,6,7,9,10,8,4,0,0,7,8,13,24,2,8,2,4,2,1,8,18,14,12,5,11,3,1,2,6,5,3,10,11,13,10,6,10,13,9,11,13,13,13,7,13,12,7,14,23,3,4,10,9,9,12,7,4,6,3,3,2,4,1,4,1,2,2,2,2,10,13,693,662,"1,355"
19,6,1,7,12,14,11,7,3,3,9,6,4,25,20,20,12,11,14,2,2,4,1,6,4,8,6,15,10,81,56,7,5,4,4,6,7,9,8,13,10,6,6,3,2,8,15,13,9,2,6,4,1,7,10,2,0,9,6,4,5,11,8,1,2,0,0,6,7,18,13,3,6,3,4,4,7,8,12,26,18,6,5,7,7,9,10,3,5,12,10,12,10,13,9,8,3,9,9,8,14,0,0,9,5,3,10,8,8,3,2,4,1,11,15,13,21,7,5,1,1,6,2,2,3,11,10,8,9,4,9,7,8,8,7,18,10,8,12,14,9,14,19,2,4,10,7,7,16,7,5,6,3,2,7,8,1,2,5,1,0,6,4,13,11,702,647,"1,349"
20,3,9,13,18,6,6,10,12,6,7,3,5,16,16,19,20,9,7,3,3,2,0,4,2,5,2,20,18,63,47,2,6,11,3,4,8,6,3,23,18,10,3,3,6,16,18,12,5,3,6,9,8,10,13,1,1,8,19,1,3,13,13,0,1,2,0,10,9,15,13,7,19,3,11,3,5,7,17,28,27,11,12,16,8,6,8,1,3,16,15,11,18,7,15,4,4,9,6,9,8,0,0,10,9,21,21,4,6,2,3,2,1,23,15,4,9,10,6,2,2,4,6,2,4,11,9,16,9,9,12,8,9,8,6,19,8,18,6,13,14,6,18,3,6,3,2,7,11,17,6,5,5,1,0,2,3,2,4,2,0,4,1,12,10,729,725,"1,454"
21,2,8,11,29,11,10,4,13,8,6,7,7,18,11,21,14,15,5,3,5,6,1,4,2,11,8,24,24,74,61,5,3,10,5,4,4,7,5,21,21,4,12,3,7,21,27,12,11,6,4,2,10,8,11,1,4,14,8,4,2,10,4,1,1,1,0,10,8,16,16,7,7,10,7,6,10,10,11,29,33,9,10,16,2,6,7,4,0,18,13,16,12,11,9,10,2,10,6,14,11,0,0,10,16,11,16,6,3,2,1,1,1,23,29,12,11,13,8,2,3,6,8,2,3,13,14,10,10,14,5,6,10,12,8,26,9,10,18,11,18,21,17,4,3,6,9,4,9,13,5,5,1,3,2,5,2,3,0,3,2,4,1,19,15,835,764,"1,599"
22,1,1,27,31,7,11,15,11,7,4,8,4,13,17,21,18,14,8,3,0,0,1,4,2,5,5,20,28,85,65,5,5,7,9,12,4,11,7,23,10,8,17,5,10,22,18,17,8,4,2,3,7,15,19,5,5,9,11,5,3,6,10,4,3,0,0,10,17,21,19,8,9,20,12,7,15,11,7,17,37,6,8,11,3,6,10,3,2,8,16,15,19,12,6,4,9,3,9,11,15,0,0,10,14,11,12,3,5,3,2,1,1,23,27,21,14,3,12,2,2,4,1,3,4,21,11,13,11,12,11,5,12,11,8,13,5,16,14,12,16,13,13,3,3,9,2,14,15,6,12,3,3,3,2,3,3,1,2,2,1,1,1,16,22,825,828,"1,653"
23,2,5,22,28,13,8,12,16,7,6,4,6,10,13,12,14,12,16,1,0,2,0,7,3,9,8,28,23,66,55,7,1,11,5,13,11,3,10,29,18,18,15,9,17,20,17,10,3,5,5,3,5,9,9,2,3,10,13,3,5,10,5,1,0,1,1,15,9,23,14,6,9,14,6,10,11,9,16,25,35,3,12,11,3,8,10,0,3,10,25,13,21,11,13,10,8,10,9,11,5,0,0,14,14,12,7,3,6,5,3,3,5,24,20,11,18,2,5,0,0,3,2,3,4,24,23,6,8,17,11,6,6,5,3,7,7,28,15,16,10,10,11,1,3,4,4,12,11,5,3,2,5,1,3,7,4,0,1,1,1,3,1,12,13,807,780,"1,587"
24,7,4,25,23,10,8,17,14,10,10,7,5,14,16,15,12,12,7,1,0,2,2,7,4,13,1,25,19,67,52,7,7,5,9,9,7,12,12,23,22,12,9,5,9,14,17,19,12,2,4,5,4,12,11,7,4,11,11,2,6,7,7,0,0,0,0,11,13,24,20,12,15,14,15,14,16,16,11,20,21,5,13,5,9,7,9,2,0,10,27,18,20,11,14,4,6,9,3,6,7,0,0,12,11,8,12,4,3,2,3,1,0,14,19,10,13,3,4,0,1,3,4,4,2,18,16,9,8,16,17,5,6,10,11,7,6,24,11,19,16,11,12,2,1,9,7,6,11,5,7,4,7,2,0,6,2,3,1,1,3,4,1,20,16,814,778,"1,592"
25,4,4,22,22,13,9,11,9,13,4,5,9,8,18,16,8,9,9,0,1,3,2,4,0,5,10,22,30,41,51,6,4,7,2,11,3,7,3,24,16,12,16,3,11,14,17,17,9,6,2,4,2,6,9,4,3,4,4,6,3,7,8,2,0,0,1,22,14,26,18,8,4,11,14,5,9,14,14,31,33,2,12,7,6,6,5,2,1,16,20,10,18,9,17,5,1,4,5,10,6,0,0,11,6,8,10,5,2,4,1,2,4,17,23,16,12,6,11,1,1,3,3,2,5,9,23,5,4,10,6,8,7,13,8,7,7,24,9,13,13,11,6,3,2,6,6,6,9,6,5,2,5,0,2,2,1,1,0,2,0,0,0,10,17,717,704,"1,421"
26,2,2,18,20,7,7,17,12,10,7,6,5,12,14,18,9,9,14,1,1,1,3,2,3,13,10,32,21,52,40,5,5,5,4,8,7,10,9,27,8,15,21,11,12,16,14,13,7,5,10,5,5,4,11,2,4,11,9,1,8,6,2,0,0,1,0,11,20,17,28,14,13,8,10,4,15,17,17,24,22,5,12,7,1,6,8,2,1,18,18,13,15,15,15,12,6,6,2,7,8,0,0,7,14,14,8,3,5,4,1,0,2,22,25,14,10,5,9,0,3,1,2,3,1,12,15,7,5,5,5,3,3,7,7,6,7,19,12,25,10,7,15,1,0,5,3,4,12,7,6,5,5,0,3,0,2,0,3,1,1,0,2,14,23,732,734,"1,466"
27,1,4,16,21,8,5,9,13,8,8,6,4,10,9,15,13,9,5,0,1,1,3,9,6,10,11,26,23,53,36,4,2,8,6,12,9,6,11,29,15,16,14,4,11,9,6,4,8,4,6,2,2,10,8,3,4,5,5,8,3,9,6,2,2,0,0,16,11,20,14,3,5,7,9,2,10,12,17,28,21,8,6,6,5,2,6,1,0,11,14,15,13,8,4,12,13,7,7,6,6,0,0,11,11,10,14,6,7,3,2,1,0,26,17,9,9,4,4,2,3,4,4,6,8,9,17,2,9,11,4,4,6,7,3,10,5,14,6,11,9,7,3,2,1,7,4,8,17,6,2,1,2,1,0,0,1,2,2,3,0,1,1,12,11,680,623,"1,303"
28,3,7,21,17,4,6,4,12,8,3,8,5,15,17,9,8,8,6,2,5,0,2,3,3,12,9,23,10,30,44,4,6,11,7,7,10,7,8,11,15,18,21,7,5,15,10,6,8,6,6,6,2,7,11,6,0,4,12,7,7,6,6,0,1,0,0,20,9,18,14,3,5,7,6,7,6,14,11,16,27,9,3,9,3,6,1,1,0,7,10,16,13,13,14,16,3,2,6,3,6,0,0,15,2,15,9,1,2,3,0,1,1,24,26,11,11,6,9,1,2,4,4,1,3,22,20,8,7,14,11,9,2,10,10,4,2,13,15,13,11,21,17,1,1,3,4,8,12,5,6,4,4,0,0,2,1,1,0,2,0,0,1,23,12,690,631,"1,321"
29,2,3,15,13,4,6,18,13,11,8,1,3,11,6,3,8,5,8,3,1,1,2,7,2,12,8,15,18,37,39,3,4,6,9,17,4,3,9,24,18,15,9,10,9,10,8,11,14,7,7,1,7,6,5,2,2,7,7,3,8,9,11,0,0,1,1,15,11,22,14,9,3,8,9,5,12,18,12,26,22,13,10,4,5,3,8,2,1,11,12,14,14,14,14,12,8,6,6,6,6,0,0,10,12,13,12,3,4,3,2,1,0,22,14,10,9,5,5,3,1,4,1,6,3,12,16,9,2,16,10,7,5,6,5,10,7,7,13,9,11,15,17,3,3,3,3,14,5,5,7,2,2,0,1,2,2,1,0,3,2,2,1,16,13,690,625,"1,315"
30,6,4,15,14,9,7,7,13,10,10,6,6,10,11,7,6,10,8,3,2,1,2,4,0,10,9,13,17,34,35,3,2,6,5,12,13,10,8,19,21,15,12,6,4,6,6,6,8,3,9,0,1,8,5,2,3,10,7,9,6,6,5,0,1,0,0,17,18,16,21,8,5,11,6,7,8,15,18,15,7,11,14,4,8,6,9,3,1,5,13,24,19,12,22,15,9,4,5,8,6,0,0,12,11,13,16,6,5,3,3,1,3,29,29,11,12,6,3,3,0,4,3,3,2,11,23,6,8,13,18,7,3,3,4,9,2,15,19,15,9,14,20,2,2,6,7,12,17,5,4,1,1,2,2,0,4,0,0,5,3,2,1,16,14,682,697,"1,379"
31,9,2,18,13,3,7,13,14,11,10,2,8,11,14,12,12,8,7,2,0,1,1,4,4,9,10,17,21,41,37,2,9,4,6,7,8,13,11,24,18,8,7,8,4,10,6,9,7,5,6,9,3,5,12,5,2,7,7,3,4,11,2,3,2,1,0,14,12,26,9,7,3,5,4,9,5,11,17,26,18,10,24,3,5,15,11,1,1,10,7,14,12,16,23,17,6,9,8,2,6,0,0,7,4,11,12,0,2,2,2,3,1,26,21,12,11,14,4,0,3,7,1,5,4,18,16,10,11,13,18,4,8,8,9,5,4,14,16,11,12,18,32,1,0,6,4,5,13,6,9,6,2,0,3,2,2,4,0,4,2,1,0,15,10,728,681,"1,409"
32,8,6,22,21,6,10,21,13,8,12,12,7,13,11,11,5,13,11,3,4,3,1,5,2,13,12,18,15,54,49,1,3,3,8,11,6,7,10,20,10,6,11,9,6,14,21,9,8,4,2,6,2,11,10,1,2,5,7,5,9,10,4,2,1,1,0,14,10,27,18,10,2,9,8,8,11,24,16,32,18,16,21,10,2,8,6,0,1,7,13,27,21,28,13,11,13,3,6,6,4,0,0,18,13,11,13,1,3,2,2,6,6,27,19,18,12,9,6,0,0,4,2,8,6,22,23,11,11,8,16,7,5,8,8,11,7,17,21,13,9,19,27,1,1,7,11,11,13,8,7,7,3,1,0,1,1,0,1,5,4,2,0,11,12,849,744,"1,593"
33,6,8,16,18,11,10,9,12,8,8,9,8,15,14,12,14,11,9,1,1,2,0,5,4,10,3,16,12,46,42,2,8,6,6,16,9,10,13,26,10,10,14,8,4,11,15,2,7,4,7,4,9,8,17,1,4,7,13,7,5,10,12,2,4,1,0,15,17,22,24,7,2,10,9,7,10,22,14,22,34,27,20,6,7,6,5,2,1,7,9,15,18,16,21,7,19,3,6,8,5,0,0,9,15,11,11,3,2,2,3,4,3,24,14,11,15,6,5,4,2,2,3,4,1,24,28,17,14,17,11,8,9,12,10,12,9,15,20,10,11,27,22,2,3,7,4,14,10,5,5,3,6,1,0,3,3,1,1,2,3,1,1,12,14,787,799,"1,586"
34,2,3,26,18,8,8,15,15,10,12,6,2,12,14,16,10,11,7,1,4,4,2,7,8,12,11,24,18,56,57,8,3,9,7,12,9,10,11,17,14,15,15,4,7,12,18,4,4,5,8,2,6,13,5,2,3,11,11,4,7,14,11,5,6,1,2,22,23,30,30,6,1,8,4,8,4,21,19,27,21,21,38,9,6,8,3,1,2,17,9,23,23,18,21,6,13,8,9,5,5,0,0,11,16,15,10,5,2,5,6,4,1,23,21,19,12,7,3,5,1,4,3,3,2,17,26,13,16,18,23,9,11,9,8,10,9,26,19,15,7,26,26,1,2,9,10,12,7,6,7,4,3,0,1,1,5,0,2,3,4,1,1,14,18,891,849,"1,740"
