年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
9,2,4,5,4,4,3,7,5,7,6,4,7,31,35,15,9,4,9,0,2,2,2,2,4,4,6,11,9,60,45,7,4,7,8,7,10,6,7,3,3,3,4,2,2,6,10,12,9,4,5,4,4,9,5,0,2,8,4,2,3,7,4,6,5,5,0,6,2,12,17,0,1,8,4,14,11,6,4,20,19,21,25,1,1,6,3,3,2,5,5,12,15,17,17,4,3,6,9,3,7,0,0,10,11,7,8,3,3,5,4,2,4,9,7,13,15,1,3,4,4,10,2,4,2,12,12,13,12,9,10,10,4,9,6,9,15,8,15,8,6,33,37,2,0,7,4,6,5,2,3,7,4,2,0,8,1,1,0,2,3,1,2,8,8,625,594,"1,219"
10,4,3,8,7,11,5,10,4,14,7,1,5,33,34,6,19,6,8,1,1,1,1,3,2,7,1,18,12,65,54,5,0,7,11,3,7,2,3,4,10,9,4,3,3,5,10,6,6,4,7,1,2,6,7,1,1,6,5,2,7,3,4,1,3,1,0,6,6,15,14,0,0,5,2,23,21,5,4,15,14,15,20,2,5,4,7,1,2,5,8,16,13,14,15,3,7,6,6,3,6,0,0,14,12,15,13,5,1,4,5,0,2,13,13,15,11,2,7,0,1,3,5,6,5,9,14,15,11,11,10,7,9,8,11,14,5,16,11,15,10,41,38,1,3,5,6,10,3,3,3,7,9,4,1,5,4,3,1,2,3,0,1,2,5,650,636,"1,286"
11,3,3,6,11,7,6,3,8,9,6,4,4,34,20,16,11,8,3,3,5,0,1,4,1,6,5,15,8,55,52,4,6,4,8,6,4,3,6,4,4,5,8,1,6,7,4,10,8,3,4,10,9,3,5,5,3,3,7,6,0,8,8,4,3,0,1,9,7,4,5,1,3,1,5,16,11,5,8,23,18,10,14,6,4,6,7,1,2,3,5,8,14,15,14,6,7,6,9,5,8,0,0,9,7,18,13,6,5,5,4,1,2,12,8,10,9,0,4,1,1,4,3,4,2,15,9,15,15,16,11,7,6,11,13,16,10,10,14,8,5,38,31,2,3,7,8,8,12,1,5,8,6,1,4,5,1,2,1,1,2,2,5,9,8,636,606,"1,242"
12,3,1,12,8,7,10,4,7,4,8,5,4,26,28,13,19,6,4,5,0,1,1,5,1,6,2,10,11,63,50,6,3,3,6,8,11,5,2,9,7,4,6,6,1,8,5,6,4,8,1,6,9,6,5,2,2,4,7,4,5,4,6,3,1,1,1,6,5,6,8,2,1,4,2,10,18,8,8,20,12,6,12,5,8,3,8,0,2,7,5,12,12,20,15,4,6,5,15,7,4,0,0,10,11,11,23,4,9,4,6,2,1,7,15,9,12,3,6,5,1,6,5,2,1,11,18,18,11,13,7,11,4,6,3,15,8,16,10,11,6,33,30,0,2,3,8,8,7,5,1,4,7,0,0,9,1,2,5,2,0,1,2,8,13,627,610,"1,237"
13,2,6,7,10,15,4,7,8,5,5,2,5,34,29,12,12,4,11,3,2,2,1,4,7,6,7,12,10,58,52,4,3,9,2,10,6,4,5,5,8,2,3,5,0,7,5,11,10,8,4,1,4,8,5,1,2,11,3,6,1,6,3,0,3,1,0,5,5,12,7,0,0,7,1,9,10,7,6,19,14,8,7,2,6,9,6,2,2,8,8,11,9,18,10,1,2,5,4,6,9,0,0,8,5,14,5,8,7,4,2,2,0,11,9,13,12,5,7,1,2,6,3,1,3,7,8,8,20,5,11,7,7,12,7,7,12,13,13,10,8,37,38,3,2,8,5,7,8,5,3,10,7,1,3,2,2,0,0,0,2,1,0,8,7,625,560,"1,185"
14,1,2,6,12,6,5,8,6,9,7,5,4,26,29,14,14,13,6,5,1,1,1,1,0,6,3,7,8,62,51,3,1,12,5,5,9,2,5,5,7,6,5,4,0,10,3,5,7,5,7,8,3,6,7,3,2,8,5,3,6,9,5,4,2,0,1,7,6,5,11,1,0,4,5,10,5,8,6,16,21,6,6,2,4,8,5,2,1,4,7,20,9,14,17,6,6,5,3,8,4,0,0,13,3,8,16,4,8,6,2,1,2,9,10,7,14,6,6,4,3,5,3,2,4,9,3,10,12,10,10,9,10,8,11,9,15,14,11,12,12,35,34,4,4,6,7,10,6,4,6,3,4,1,1,2,3,2,4,1,2,1,3,3,10,612,584,"1,196"
15,2,1,12,9,6,9,5,6,6,9,2,4,25,20,20,12,7,11,3,3,0,0,5,6,3,6,12,12,54,67,3,3,6,6,9,3,3,5,5,6,4,7,4,1,2,5,10,5,5,3,1,4,7,6,3,2,10,9,5,3,7,9,2,3,0,0,5,7,7,5,0,1,3,4,4,13,8,7,35,17,4,7,6,3,9,9,4,2,10,5,15,13,13,16,6,6,9,11,3,4,0,0,6,9,18,15,5,4,5,5,0,3,12,11,13,11,5,7,3,1,6,3,3,2,8,10,11,7,10,10,11,8,11,9,7,9,10,15,8,13,25,33,5,1,11,7,9,6,2,3,2,8,1,5,3,2,1,2,2,1,3,1,7,8,612,614,"1,226"
16,6,6,8,13,13,9,10,7,9,3,5,5,18,23,13,17,7,13,4,1,0,0,4,2,4,4,10,9,61,50,1,4,8,8,10,3,3,6,5,3,3,4,3,3,5,6,9,9,3,9,7,1,8,3,5,2,11,10,7,9,8,4,3,4,2,2,9,6,11,8,1,1,4,3,8,7,4,8,23,21,6,7,7,5,7,5,4,4,6,7,5,13,21,9,8,6,3,6,11,2,0,0,8,6,14,10,6,7,4,5,3,1,13,19,17,7,9,7,1,3,3,1,4,2,8,13,13,12,8,12,6,7,9,7,7,10,12,10,10,10,27,21,6,1,14,5,7,9,3,2,5,8,0,1,3,3,8,0,1,4,4,4,5,6,649,583,"1,232"
17,4,4,8,12,7,10,6,1,5,6,7,2,23,15,18,24,11,14,4,1,0,0,4,6,5,6,15,9,58,57,5,3,5,7,4,8,3,4,3,3,2,4,1,4,6,3,6,8,3,5,7,5,5,7,2,2,8,8,10,4,15,6,4,1,0,0,5,3,7,14,2,1,6,4,14,8,3,7,21,21,16,7,6,5,5,5,1,5,11,7,12,12,12,10,9,5,13,8,2,5,0,0,8,4,14,18,5,10,1,6,1,1,12,15,9,10,5,4,2,0,2,6,5,2,4,7,13,14,7,16,13,11,8,6,8,10,10,19,12,8,22,17,3,3,12,10,3,7,1,1,8,8,2,2,2,3,7,2,3,0,3,1,13,12,627,609,"1,236"
18,4,2,5,11,8,9,7,4,8,4,8,3,23,16,24,17,14,9,3,1,2,0,7,4,8,3,10,9,56,59,7,4,8,6,5,8,8,6,5,5,4,7,1,3,8,6,9,4,5,7,5,3,9,6,1,0,11,9,7,3,11,11,5,1,0,0,4,9,10,4,0,4,1,0,6,10,13,11,19,16,9,9,4,3,11,14,6,3,6,6,8,14,10,8,4,5,6,12,7,7,0,0,7,6,7,20,6,12,2,4,2,2,13,15,12,12,3,12,3,2,3,5,3,5,9,6,8,8,5,4,9,6,11,11,7,10,4,7,10,6,15,23,2,4,8,5,7,15,7,3,7,2,3,4,8,4,2,4,2,1,4,3,10,9,619,605,"1,224"
19,5,4,11,9,6,9,12,7,6,9,4,4,24,16,19,14,8,9,4,3,3,1,3,4,7,4,16,10,80,41,4,4,7,4,6,8,6,3,11,12,6,6,3,2,8,17,14,8,4,5,9,7,5,8,4,1,8,13,3,7,10,6,0,1,2,0,12,10,16,15,7,10,4,10,4,7,8,14,27,25,5,6,14,11,11,8,1,7,15,11,11,14,14,10,8,5,11,5,11,10,0,0,9,4,13,16,4,6,4,0,3,0,14,19,13,15,12,6,0,1,5,2,2,2,10,9,11,10,7,12,11,10,7,8,23,5,14,12,8,7,11,19,2,5,7,7,10,16,12,1,4,4,1,5,6,2,2,4,0,0,6,4,10,8,738,653,"1,391"
20,4,7,8,15,3,6,4,8,7,9,7,7,14,16,17,17,9,7,3,5,4,1,5,2,9,5,12,19,65,57,3,7,10,3,3,4,3,5,15,11,8,5,1,6,18,14,9,8,3,2,2,8,11,15,0,4,10,13,1,1,13,13,0,1,0,0,8,7,12,8,5,14,2,8,5,6,6,13,25,30,12,11,15,2,4,13,3,1,13,9,17,13,13,17,8,1,10,7,13,11,0,0,9,16,20,21,7,4,4,2,2,2,22,21,8,11,9,9,1,5,5,6,3,3,15,13,11,8,8,9,6,10,12,6,17,13,12,8,10,15,15,16,3,4,5,5,6,10,13,6,3,3,2,2,6,5,4,1,4,0,3,1,20,8,717,715,"1,432"
21,2,6,16,32,13,11,9,9,7,3,6,7,17,9,28,14,15,7,2,2,0,0,4,2,6,3,27,16,82,59,3,2,7,7,8,3,12,5,19,20,8,14,5,8,21,27,10,9,2,5,2,6,14,16,3,3,15,10,6,2,7,4,5,2,1,0,8,11,21,13,8,13,14,6,1,8,9,11,25,38,12,8,12,2,5,6,4,2,11,18,16,17,10,7,6,6,7,7,11,6,0,0,8,13,9,11,3,4,2,3,1,1,23,29,16,8,9,7,4,1,6,6,2,6,19,12,14,10,15,10,3,13,8,8,28,4,14,14,16,18,14,17,4,3,8,4,11,10,13,5,3,2,1,1,5,4,1,2,0,3,3,2,16,17,841,750,"1,591"
22,0,3,30,20,12,9,15,15,8,7,6,1,8,20,17,17,13,7,1,0,1,1,4,4,5,9,20,17,71,68,9,6,7,5,8,6,6,7,27,8,16,10,6,13,25,18,19,4,8,2,7,9,4,12,4,4,3,10,6,5,9,14,1,3,0,0,15,9,19,12,11,11,25,10,12,12,9,11,27,39,3,6,12,4,12,9,0,1,9,15,13,29,12,11,8,7,8,10,13,14,0,0,13,12,16,13,8,8,6,1,2,1,20,23,18,19,2,10,1,1,4,0,5,6,20,8,9,10,16,19,5,11,12,8,13,5,18,16,9,15,9,8,2,2,5,4,11,16,7,13,1,6,4,3,5,1,0,1,3,0,1,0,19,20,848,804,"1,652"
23,7,6,22,16,9,11,7,13,8,6,5,6,13,15,16,10,12,12,1,0,1,1,9,6,9,6,22,25,75,55,5,4,10,8,15,10,5,8,29,15,14,17,9,14,18,18,13,5,3,6,4,3,6,9,3,5,15,14,4,5,9,9,0,0,1,1,13,12,17,16,8,6,10,9,11,17,10,21,22,24,6,19,9,5,9,12,2,2,9,28,16,15,16,13,7,8,11,6,10,6,0,0,8,8,9,12,3,3,3,4,1,3,21,15,13,11,3,5,0,1,3,5,3,1,19,21,10,7,14,12,8,5,8,9,8,9,32,11,19,16,13,10,2,3,10,9,9,10,6,7,3,6,2,1,5,6,0,0,1,3,5,2,15,11,821,784,"1,605"
24,2,2,27,28,9,12,16,9,7,9,4,6,13,24,12,11,11,12,1,2,5,1,4,1,9,1,25,27,61,53,6,4,7,7,9,4,13,6,24,25,11,11,5,9,14,15,20,17,5,3,4,4,8,10,5,3,4,7,4,4,9,4,2,0,0,0,10,13,24,20,10,7,15,13,7,14,21,10,22,29,2,9,5,7,6,4,3,1,13,23,19,16,5,12,2,3,5,3,8,5,0,0,13,10,12,10,8,3,2,1,3,5,14,20,9,15,5,8,0,1,3,3,4,6,17,19,8,9,14,16,3,11,11,8,5,9,21,15,18,11,10,13,4,3,6,4,6,10,6,5,1,5,0,1,6,1,4,1,2,1,3,1,14,17,765,762,"1,527"
25,4,5,20,21,9,10,11,8,15,9,6,7,9,12,16,11,11,14,1,1,0,3,3,3,8,10,25,19,54,46,4,6,5,5,9,6,7,6,28,11,13,11,8,14,12,11,15,10,6,8,5,2,5,7,3,4,11,9,3,8,6,7,1,0,0,1,16,19,21,21,13,12,6,12,4,11,12,18,28,37,5,14,10,4,7,7,2,0,18,21,11,18,15,19,8,5,6,4,8,8,0,0,11,9,10,10,5,4,7,0,1,0,20,21,17,10,9,10,1,2,0,2,0,3,11,29,8,6,7,5,8,4,10,10,10,4,23,8,18,13,9,12,1,0,8,4,11,10,8,7,4,6,0,4,0,2,0,3,0,0,0,3,8,22,748,758,"1,506"
26,3,1,19,25,10,5,14,11,7,2,4,5,11,10,16,13,7,8,0,1,0,4,5,3,16,13,30,28,50,40,3,2,5,2,12,8,8,11,27,15,15,20,8,11,11,11,14,8,5,7,1,4,6,10,5,7,9,7,5,5,7,2,1,0,1,0,12,14,17,22,6,5,10,11,5,12,17,11,27,18,8,10,6,3,3,7,2,1,8,19,13,15,9,9,13,9,7,5,7,10,0,0,6,8,16,13,5,8,1,2,0,2,17,22,11,7,3,10,1,2,2,4,4,6,11,13,5,7,8,4,3,4,10,5,5,4,23,9,16,6,3,8,1,0,5,6,5,13,8,6,2,2,1,0,1,1,1,2,3,1,0,0,17,20,699,675,"1,374"
27,2,6,14,15,6,5,8,14,10,7,6,2,13,15,12,11,8,5,0,1,1,2,8,7,11,10,26,13,39,40,3,5,10,6,8,7,4,6,24,13,17,16,3,6,17,10,3,8,8,3,5,4,11,11,2,2,8,10,7,8,9,6,1,2,0,0,17,9,21,15,6,5,8,8,2,9,12,22,22,22,8,3,6,4,3,3,1,0,10,11,15,11,10,6,12,5,4,10,5,4,0,0,18,13,14,11,4,7,4,1,2,0,20,14,12,9,5,3,2,4,6,4,5,5,16,18,3,9,16,11,8,4,5,5,6,3,15,9,10,9,12,10,3,2,5,5,7,14,5,5,4,4,0,0,0,1,1,1,0,0,0,1,19,11,693,616,"1,309"
28,1,4,18,16,7,11,10,11,11,8,4,3,15,7,7,8,8,10,3,4,0,2,5,4,11,12,20,11,27,35,2,4,9,10,9,6,3,5,23,16,14,20,8,6,9,10,12,10,4,10,5,4,11,8,4,2,5,8,7,5,7,11,0,2,0,1,21,13,13,10,3,7,7,7,8,11,21,12,22,31,12,4,5,4,6,4,1,1,6,11,16,18,18,17,15,6,4,3,5,4,0,0,9,8,16,9,2,1,3,1,1,0,22,27,9,10,9,8,3,1,4,1,4,2,18,14,8,4,16,8,4,3,9,7,7,4,10,20,12,13,21,13,1,1,4,5,9,8,6,4,2,3,0,1,3,0,2,2,3,1,2,1,17,12,698,639,"1,337"
29,2,3,12,10,5,5,9,11,10,11,4,4,7,12,7,9,7,6,2,2,0,2,7,1,11,8,11,16,38,42,3,1,5,7,14,9,4,8,19,13,11,10,9,7,7,7,8,11,5,8,2,5,11,6,2,2,8,7,7,7,5,10,0,0,1,0,16,11,25,14,12,4,11,9,3,7,18,11,26,16,10,12,4,5,5,10,2,1,8,14,15,15,11,11,12,6,3,6,5,8,0,0,12,10,15,15,5,4,4,5,1,2,23,24,7,9,3,4,3,0,3,2,3,3,12,22,7,2,13,17,12,8,5,5,11,6,7,16,9,11,10,20,2,3,3,4,13,11,5,6,2,0,0,1,1,4,0,0,3,2,1,1,15,19,649,656,"1,305"
30,9,3,19,17,8,6,14,15,10,11,1,6,8,13,8,6,7,4,3,2,1,0,3,2,11,9,12,20,35,33,2,6,7,3,10,8,7,8,22,19,13,10,4,3,10,7,4,8,4,3,5,6,5,6,6,3,10,8,4,5,12,2,2,1,1,0,13,10,20,15,6,9,6,7,13,7,13,18,22,14,10,16,8,7,10,10,1,1,8,5,17,20,16,21,20,6,9,8,4,4,0,0,13,8,8,14,2,4,2,1,0,2,28,23,13,9,11,3,1,0,5,2,4,4,15,19,7,9,16,18,4,7,9,5,7,2,16,20,12,9,22,28,2,0,5,4,14,14,4,8,4,3,1,2,1,3,2,0,4,4,1,1,12,10,718,667,"1,385"
31,8,4,22,14,4,11,16,13,10,10,10,8,15,9,13,9,9,9,4,2,0,2,5,5,9,9,16,18,43,46,3,6,3,9,7,9,11,10,25,18,8,9,11,8,8,16,9,8,6,6,7,3,8,10,3,2,6,5,5,8,11,3,2,2,0,0,15,13,34,11,10,3,10,4,5,8,19,24,31,21,13,24,7,2,12,9,2,2,9,8,23,11,18,18,10,9,5,6,7,7,0,0,11,10,14,12,1,3,3,3,6,3,25,23,19,13,13,4,0,2,7,1,7,3,19,18,12,13,8,23,4,8,8,9,9,7,13,21,18,7,19,26,1,1,9,9,7,15,8,5,3,2,1,2,1,1,2,0,7,1,4,0,18,11,824,737,"1,561"
32,6,6,21,23,5,6,13,17,3,9,8,10,6,11,9,7,9,6,2,1,5,0,5,1,10,10,17,14,50,45,2,6,5,6,18,8,7,8,20,7,11,15,7,5,12,17,7,7,1,4,7,4,9,16,2,4,6,10,7,6,9,13,2,4,1,0,14,17,21,24,8,2,10,10,11,9,21,11,26,25,22,29,5,3,9,2,2,0,8,10,21,18,20,18,13,20,4,5,3,2,0,0,14,12,10,11,2,1,0,4,4,5,27,16,11,15,8,7,1,1,3,4,7,3,20,30,13,13,13,7,11,7,10,4,4,5,13,18,14,11,15,23,2,1,5,9,12,5,4,6,7,6,1,0,3,2,1,1,4,4,1,0,9,15,769,757,"1,526"
33,3,5,17,18,11,9,12,14,17,8,13,4,15,17,13,13,11,10,2,4,0,1,6,7,14,7,18,15,47,39,2,6,9,7,13,9,9,11,23,11,9,16,6,4,16,14,5,5,5,7,1,10,9,10,3,3,10,12,6,6,8,7,2,0,1,1,19,17,24,26,7,2,9,6,4,6,24,26,24,35,22,29,8,7,5,6,1,3,12,10,26,25,14,18,4,12,5,6,5,3,0,0,7,15,15,15,6,3,4,5,3,1,22,14,12,12,8,5,5,3,3,6,0,1,22,23,14,13,18,17,9,9,12,13,18,8,22,18,14,11,32,24,2,2,8,4,11,9,7,4,5,2,0,0,1,5,0,2,4,4,1,2,15,12,849,809,"1,658"
34,3,5,23,18,7,10,20,16,15,11,6,2,18,10,17,18,17,6,3,4,6,1,7,7,15,9,18,11,56,54,7,3,6,15,10,9,11,5,16,16,20,9,8,7,9,16,7,5,8,9,3,6,10,8,1,3,11,9,8,9,13,9,5,10,1,1,20,26,28,21,7,0,3,4,10,9,17,14,31,19,31,35,5,5,7,6,1,1,12,16,25,20,20,18,13,19,6,9,5,6,0,0,14,11,16,9,3,3,5,3,5,1,18,16,19,17,4,4,3,2,3,4,8,2,15,31,12,18,12,18,6,13,9,12,10,14,26,24,16,13,24,30,1,3,9,16,13,11,7,7,5,6,1,1,3,3,3,0,4,4,0,4,19,19,919,878,"1,797"
