年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
9,1,3,7,7,5,3,6,5,6,7,6,7,35,23,20,10,7,11,0,3,2,4,3,3,5,5,12,5,53,54,5,5,12,9,8,8,10,6,5,5,3,7,2,2,7,11,11,10,6,5,4,6,10,3,1,3,8,4,3,5,6,7,4,4,5,0,6,5,7,17,0,0,10,5,16,11,8,5,22,19,19,29,3,1,4,4,1,2,7,6,11,13,16,17,6,6,3,9,3,9,0,0,9,9,10,9,3,3,5,3,2,3,10,13,11,15,2,3,5,1,7,3,3,2,12,16,17,12,11,12,9,3,8,6,8,16,11,14,9,7,32,38,1,3,9,6,6,5,2,2,8,3,2,0,6,2,1,0,2,3,2,1,12,8,655,629,"1,284"
10,3,3,8,6,11,6,11,6,15,7,0,5,32,40,7,20,6,7,0,1,2,0,2,2,6,2,16,13,66,40,6,0,6,8,3,6,2,5,2,10,8,3,2,1,6,13,9,6,4,8,2,3,7,7,1,1,8,5,3,7,4,2,3,6,1,0,5,4,16,12,0,1,5,0,22,18,7,1,14,16,12,20,2,6,7,5,3,0,5,8,17,15,14,13,2,6,9,8,1,7,0,0,13,13,12,11,3,2,5,3,1,2,14,10,16,14,0,7,1,4,5,4,8,4,11,12,17,14,12,11,8,7,8,11,18,5,12,12,10,8,35,34,2,3,3,6,8,4,2,4,5,7,3,1,6,3,3,0,2,2,0,2,2,6,648,615,"1,263"
11,4,3,5,10,9,5,3,5,9,5,4,2,31,22,14,9,8,5,4,4,0,2,5,2,7,4,17,11,56,63,6,4,4,9,7,7,3,6,4,5,4,7,2,6,4,3,6,8,4,2,9,8,4,8,3,3,4,5,4,0,8,8,4,3,0,1,10,6,6,8,1,2,2,5,18,13,4,10,23,18,14,14,6,3,6,8,1,2,2,6,9,11,17,14,6,7,7,8,7,6,0,0,8,6,18,14,7,4,5,6,0,2,12,10,9,9,1,5,1,1,4,4,4,4,13,12,11,12,15,12,6,6,8,15,14,8,12,11,8,8,37,33,2,3,10,5,10,14,1,5,9,10,2,1,4,2,1,2,1,4,1,5,7,4,636,623,"1,259"
12,4,1,11,9,7,11,5,10,5,10,4,5,31,28,12,15,6,5,3,1,1,2,6,1,3,3,9,7,66,43,6,5,4,6,6,11,5,3,11,5,4,7,4,2,10,6,10,6,6,3,7,9,7,2,3,2,4,9,6,4,3,7,2,1,0,1,4,4,6,8,2,1,3,5,8,18,9,7,17,15,7,15,4,5,4,10,0,3,8,6,11,14,18,18,5,7,5,13,8,6,0,0,11,14,11,23,4,8,5,3,2,1,6,12,12,10,2,3,4,1,6,5,1,0,9,15,23,13,13,7,9,5,7,4,14,8,18,12,14,6,42,31,1,0,4,12,7,5,4,1,4,6,0,3,8,1,2,5,2,0,3,1,6,13,644,623,"1,267"
13,2,4,8,7,10,4,4,7,3,2,4,6,30,29,13,16,5,8,4,2,2,2,4,7,8,5,13,11,60,57,5,1,8,3,11,6,4,4,5,9,4,3,6,0,8,4,7,9,9,4,2,6,8,6,3,2,8,2,4,1,6,3,1,3,2,0,6,8,4,6,0,1,4,1,11,11,4,6,23,12,6,5,2,7,5,3,0,1,9,5,11,10,18,11,1,4,6,6,5,10,0,0,9,3,15,4,7,7,4,6,2,0,9,11,13,10,4,8,1,1,5,1,2,3,11,11,9,19,7,9,10,6,10,7,8,8,11,13,9,8,31,34,3,4,4,6,8,8,6,3,10,6,0,2,4,1,1,0,0,2,0,1,11,8,610,550,"1,160"
14,1,5,6,15,12,4,9,5,8,9,4,3,32,22,9,14,10,9,6,0,1,1,1,0,6,5,5,6,54,49,2,3,8,5,4,7,2,5,2,6,5,5,3,0,9,2,7,8,6,5,7,2,8,8,3,1,12,6,3,4,7,5,4,1,0,1,8,6,11,9,0,0,7,4,10,5,10,7,15,19,8,5,3,5,8,6,3,2,2,8,15,9,13,11,4,5,4,4,7,3,0,0,12,4,8,12,4,8,4,2,3,2,11,10,6,14,7,8,4,3,6,5,3,4,7,4,8,12,12,11,9,7,11,8,9,16,13,13,11,11,40,38,2,4,10,5,10,7,3,4,4,5,2,1,2,3,0,3,1,2,1,3,3,9,610,567,"1,177"
15,2,1,7,9,6,7,7,7,7,10,1,5,27,29,24,9,11,8,2,4,0,0,4,4,4,4,13,14,59,70,5,2,10,6,10,5,4,5,7,6,4,7,6,1,3,7,9,3,4,5,3,5,4,5,3,3,10,9,7,3,7,8,0,4,0,0,3,5,7,7,1,1,1,5,5,12,8,6,32,17,3,6,3,4,6,8,3,1,11,6,17,11,15,19,7,5,8,9,4,5,0,0,9,9,13,19,4,4,6,4,0,2,13,10,11,15,6,5,2,1,7,4,3,3,10,8,13,8,8,12,11,9,11,11,9,11,13,14,7,14,27,32,6,0,9,10,8,4,3,5,2,9,1,6,2,3,3,3,2,1,4,1,6,10,633,639,"1,272"
16,6,5,11,11,14,11,8,6,6,5,6,4,17,18,12,19,7,13,4,1,0,0,3,3,2,4,10,7,63,50,1,5,8,8,8,3,4,6,2,3,3,4,3,0,4,4,9,11,4,6,6,2,8,5,4,0,7,9,7,5,9,5,5,2,1,2,11,5,9,7,1,1,5,3,5,8,7,9,24,25,5,8,8,5,10,6,3,3,5,6,7,15,18,10,8,6,5,7,11,2,0,0,4,5,18,12,7,6,3,6,1,2,12,17,17,4,7,8,3,3,2,1,2,2,8,14,11,13,8,7,7,9,9,7,5,5,11,12,10,9,26,24,6,1,12,6,9,10,3,2,4,7,0,0,3,2,7,0,2,3,3,3,5,5,629,568,"1,197"
17,3,4,9,9,5,8,7,3,8,3,6,3,21,19,17,21,10,13,5,1,0,0,5,5,7,7,14,10,56,52,2,2,4,7,4,7,3,6,4,5,2,6,1,7,7,5,7,10,3,6,8,3,9,6,3,4,13,8,7,8,15,7,3,3,1,0,4,4,9,15,1,1,4,3,14,9,2,7,23,19,16,7,4,4,6,4,2,5,6,7,13,12,15,11,8,6,10,4,4,4,0,0,12,5,12,13,6,11,3,4,3,1,13,18,8,10,6,6,0,0,3,6,5,1,4,7,16,12,8,15,8,9,9,4,8,15,11,19,10,10,22,15,0,2,12,9,2,7,2,1,9,8,2,3,2,4,5,2,2,1,4,1,10,8,627,607,"1,234"
18,4,2,6,13,9,12,7,4,10,9,7,1,22,16,19,17,15,9,3,1,1,0,7,6,6,2,14,5,53,59,10,4,9,7,7,8,5,3,6,5,5,7,1,4,8,5,6,2,4,6,6,5,6,5,1,0,10,10,9,3,9,11,6,2,0,0,5,12,11,4,1,2,4,1,9,7,11,11,22,15,9,11,6,2,8,11,6,4,11,8,9,15,11,10,4,8,7,11,8,5,0,0,5,5,12,22,3,9,2,4,1,2,12,20,14,10,3,12,4,1,2,6,4,4,10,10,7,8,5,9,11,6,11,14,8,10,4,8,12,6,14,27,3,5,9,6,9,8,6,6,4,4,2,4,4,0,4,3,3,1,3,2,12,10,636,622,"1,258"
19,6,3,9,14,7,9,9,7,2,9,6,4,26,18,23,13,7,12,4,2,4,1,5,3,10,5,14,13,86,51,4,5,5,4,6,7,9,7,11,8,4,3,3,2,7,18,12,8,3,4,4,5,7,9,2,0,8,10,5,7,13,4,1,1,2,0,11,8,17,15,6,7,4,5,3,9,7,15,31,27,7,5,13,10,11,11,1,5,13,8,11,9,13,8,9,3,9,10,11,14,0,0,10,5,4,12,7,7,4,2,4,0,12,14,14,17,11,4,0,1,5,1,2,4,11,10,9,11,6,11,8,8,8,5,22,8,12,11,11,8,15,14,2,5,10,9,9,19,10,2,6,4,1,5,9,2,3,4,0,0,7,4,12,12,745,654,"1,399"
20,4,7,10,17,6,6,7,8,9,7,7,7,18,15,13,16,12,8,2,3,1,0,4,2,9,4,19,23,70,50,2,7,13,4,5,7,6,5,17,18,11,5,2,5,16,12,12,9,2,6,6,10,10,12,1,2,12,16,1,2,11,13,0,1,0,0,7,8,13,11,5,21,2,11,3,7,10,12,23,24,11,13,14,4,3,10,1,2,19,13,16,16,11,17,7,4,10,7,11,9,0,0,10,14,24,26,5,4,4,3,2,2,24,20,5,10,9,9,1,6,6,9,3,2,15,12,13,9,8,11,9,10,12,9,14,11,16,7,13,17,14,18,4,4,4,2,6,8,17,8,4,2,1,1,5,5,2,3,4,0,2,1,16,10,756,749,"1,505"
21,2,8,14,31,10,14,7,11,7,4,5,6,14,12,29,17,12,7,1,5,5,1,3,3,5,6,22,23,78,64,5,2,8,5,6,4,9,5,25,19,3,13,5,9,22,24,9,7,5,5,2,6,8,9,3,5,14,10,4,1,8,5,5,2,1,0,7,9,20,14,7,6,15,6,5,9,9,12,28,33,10,7,14,3,6,7,4,1,12,18,15,12,9,9,8,4,9,5,11,9,0,0,9,10,9,11,4,4,2,1,1,2,19,25,14,11,10,8,4,0,4,6,1,6,15,14,12,8,13,8,4,12,8,5,28,6,15,18,12,13,14,18,3,4,6,7,9,10,11,5,6,2,3,1,5,3,3,1,0,3,4,2,18,16,811,747,"1,558"
22,0,1,29,26,11,7,14,17,8,5,8,3,13,15,15,19,13,5,2,0,1,0,5,2,5,6,23,22,76,67,6,5,6,7,9,5,11,5,27,14,15,13,8,16,20,17,18,9,6,2,3,8,12,13,4,5,5,11,7,5,9,13,1,2,0,0,9,17,23,14,8,6,18,12,7,14,10,9,18,48,5,8,10,2,8,10,2,2,17,14,11,27,11,10,4,7,7,11,12,13,0,0,12,11,14,13,4,5,4,2,2,2,24,32,20,20,3,11,1,2,6,0,5,2,18,11,11,11,12,10,5,11,10,10,8,6,14,16,12,19,9,12,3,2,7,4,10,13,6,12,1,4,4,2,4,3,0,1,3,0,0,1,17,21,819,838,"1,657"
23,3,6,25,24,12,11,10,17,7,6,5,8,13,18,15,11,14,14,1,0,1,0,5,3,9,8,25,23,57,52,6,1,11,7,14,11,4,11,24,19,17,17,9,13,16,18,9,4,5,5,5,5,5,8,3,4,13,14,1,6,11,6,0,0,1,1,16,13,20,16,10,8,14,7,12,11,11,18,32,27,2,13,9,6,9,7,0,2,6,27,13,14,14,11,10,10,11,7,11,4,0,0,11,14,11,7,5,6,3,4,2,3,23,16,14,12,3,4,0,0,2,4,1,3,25,21,7,6,17,13,8,6,6,3,9,7,30,11,18,8,10,10,1,3,7,6,10,11,4,3,3,3,0,3,5,5,0,0,0,2,6,1,12,12,809,759,"1,568"
24,6,3,22,25,6,11,17,9,6,10,4,7,10,22,16,12,11,9,1,2,3,2,7,3,9,2,24,24,71,55,5,7,3,6,10,5,13,9,26,19,11,11,3,7,13,15,23,14,4,3,3,4,9,12,5,3,9,7,4,4,9,7,2,0,0,0,17,13,19,19,9,11,15,15,10,18,21,11,13,23,5,14,3,8,5,9,4,0,9,21,19,20,9,16,2,5,6,4,7,8,0,0,14,8,11,15,4,3,3,2,2,2,11,15,9,15,5,5,0,2,2,2,7,5,16,20,11,8,17,16,3,7,11,15,5,7,23,13,19,16,10,13,2,2,8,5,5,11,4,7,1,8,2,1,7,1,3,1,2,2,3,1,18,17,776,789,"1,565"
25,4,5,19,23,10,9,12,7,14,3,5,8,10,12,15,9,8,10,1,1,1,2,2,3,6,7,24,24,47,46,5,5,7,4,11,5,8,4,22,14,16,13,6,11,15,12,13,9,7,7,6,2,6,8,3,4,9,8,6,7,7,8,1,0,0,1,18,16,26,20,13,10,7,14,3,10,8,15,32,34,2,12,10,4,6,5,2,1,21,20,12,18,12,15,7,3,6,4,9,5,0,0,10,6,8,7,8,3,6,0,1,2,22,25,19,12,8,10,1,2,3,2,0,4,9,22,5,3,7,4,9,6,12,7,10,5,24,7,16,11,10,6,3,1,5,6,9,7,9,7,4,5,0,2,1,3,1,1,1,0,0,2,10,19,751,694,"1,445"
26,3,2,21,18,7,6,16,13,9,5,4,5,9,11,18,13,10,10,0,0,0,3,4,2,15,11,30,23,45,36,3,4,4,2,10,8,9,13,34,11,18,18,9,13,13,11,15,5,5,7,2,4,5,10,3,6,9,6,1,4,5,2,1,0,1,0,12,17,21,23,6,7,10,8,5,14,17,13,28,19,10,13,8,1,6,9,2,1,12,17,13,13,14,15,13,5,5,3,9,10,0,0,7,13,12,12,2,6,2,2,0,2,20,20,12,8,4,9,0,2,1,4,3,1,12,17,5,8,6,6,4,5,10,6,3,6,18,11,23,8,7,15,1,0,5,5,3,14,8,5,2,4,0,2,1,1,0,3,1,1,0,0,13,22,714,688,"1,402"
27,1,5,14,22,7,5,9,15,9,8,7,3,15,12,11,12,8,5,0,1,1,3,7,8,11,10,26,17,49,41,4,5,10,6,11,9,6,9,22,13,15,18,3,10,16,7,2,11,2,4,3,2,7,9,4,3,5,10,10,6,11,5,1,2,0,0,14,11,21,15,5,4,6,12,3,9,15,20,20,20,6,4,5,5,3,4,1,0,11,14,15,14,8,6,14,13,6,11,4,5,0,0,15,13,15,12,6,7,3,1,1,0,20,19,9,11,5,4,2,2,5,3,6,9,13,16,2,8,15,8,5,3,6,4,9,4,14,7,10,10,9,7,3,2,8,2,9,15,5,4,4,3,1,0,0,0,2,2,2,0,0,1,16,12,684,652,"1,336"
28,3,5,18,16,4,7,7,10,12,3,6,4,10,11,8,6,8,11,3,5,0,2,4,3,12,12,21,10,26,38,3,4,10,11,9,8,5,5,18,17,18,20,9,4,10,10,10,8,8,11,6,5,7,11,3,1,4,9,7,6,6,7,0,1,0,1,22,12,15,16,4,8,9,6,7,6,19,10,22,32,11,4,7,6,6,3,0,1,6,13,21,16,19,14,12,5,3,3,3,5,0,0,11,7,12,9,2,2,3,0,2,1,21,22,8,7,7,9,3,3,5,2,2,1,16,20,7,3,13,11,6,2,9,7,6,2,12,19,10,10,19,14,1,1,2,5,9,10,5,5,2,3,0,0,3,1,2,0,3,0,1,1,17,12,680,631,"1,311"
29,2,2,15,11,4,6,13,14,7,11,2,4,11,11,3,10,5,7,2,2,0,3,8,1,15,10,15,17,37,46,3,3,6,7,14,6,3,10,19,13,9,9,7,7,7,7,9,12,6,5,1,6,9,7,2,2,9,8,6,8,6,16,0,0,1,0,15,7,26,15,10,2,6,8,5,11,17,11,28,16,14,12,4,4,3,5,2,0,9,14,14,14,7,14,12,5,4,6,8,8,0,0,11,11,19,15,2,4,3,3,0,1,25,18,12,9,2,5,3,0,3,1,5,3,12,19,5,3,14,10,12,6,3,6,10,7,8,13,9,13,15,17,2,3,2,4,10,8,5,7,2,2,0,2,1,3,0,1,2,2,1,1,19,15,657,645,"1,302"
30,7,4,21,15,10,6,8,13,12,11,4,5,11,12,8,5,8,7,3,1,1,0,4,0,11,7,11,17,36,30,3,3,6,4,12,11,7,8,22,24,14,11,5,3,11,5,3,7,4,6,2,5,7,5,3,4,12,9,5,6,9,1,0,2,0,0,17,17,17,15,5,5,11,6,8,8,14,20,19,11,8,9,4,6,8,13,3,1,6,9,17,20,16,25,17,9,9,5,6,4,0,0,13,8,6,12,6,6,3,3,1,3,28,28,11,11,11,3,1,0,3,3,3,3,17,20,9,5,15,19,3,3,7,2,7,2,15,19,14,9,19,26,2,1,6,5,13,16,5,5,4,2,1,2,1,3,1,0,5,5,2,1,12,11,709,666,"1,375"
31,9,4,19,14,5,7,16,12,9,7,3,8,15,14,15,13,9,6,4,1,0,1,6,4,7,8,17,21,40,43,3,8,4,9,7,8,14,11,23,17,8,6,9,6,5,10,11,8,5,6,9,1,7,10,5,2,5,5,5,6,9,3,4,2,1,0,13,12,31,10,9,7,7,5,8,6,12,21,30,19,12,27,5,5,15,12,2,0,13,7,17,12,21,19,9,8,6,10,5,6,0,0,10,8,13,14,0,3,3,3,4,3,25,22,18,11,11,2,0,3,7,1,7,3,15,18,10,13,11,24,5,10,7,10,6,6,14,22,13,9,17,24,1,1,7,6,5,14,8,7,4,3,1,2,1,2,4,0,4,1,2,0,18,11,774,723,"1,497"
32,6,5,17,18,6,10,17,13,5,10,14,10,7,9,8,6,11,10,1,2,4,1,3,3,11,11,17,14,56,46,2,6,5,5,16,6,7,10,22,10,11,15,7,4,14,22,8,8,1,1,7,2,9,14,1,4,3,10,7,9,12,9,1,0,1,0,13,13,22,18,8,1,10,8,10,11,25,15,26,19,21,28,8,2,7,3,1,1,9,13,23,14,19,13,15,14,2,6,5,5,0,0,15,11,12,12,3,2,1,1,5,3,29,19,16,14,9,8,0,0,3,2,7,5,21,26,13,12,8,8,7,5,10,7,9,5,17,22,15,12,16,31,1,0,8,11,13,8,6,7,6,4,1,0,1,1,1,1,5,3,2,0,10,13,811,740,"1,551"
33,5,7,18,22,11,10,13,14,13,10,10,5,15,15,14,11,10,9,1,2,1,0,5,4,9,5,19,11,44,39,2,6,6,9,11,7,8,12,22,7,7,14,8,6,9,15,1,6,5,8,2,10,10,12,2,4,11,11,5,4,9,9,2,4,1,0,17,19,25,27,7,3,7,9,4,6,23,20,21,35,23,18,7,6,8,7,2,1,7,8,18,24,15,20,3,14,5,4,6,4,0,0,7,14,13,12,3,3,4,7,4,3,20,11,9,12,9,3,4,3,4,5,1,1,25,30,14,14,19,16,10,9,14,9,15,7,16,13,14,9,29,22,3,4,8,3,14,9,6,5,4,4,0,0,3,5,0,2,3,3,1,1,12,14,795,786,"1,581"
34,2,4,23,17,8,10,16,15,12,12,7,1,14,11,15,13,14,6,2,5,5,2,8,8,15,8,18,17,55,58,7,2,10,10,9,10,12,7,18,16,20,14,5,7,11,15,8,5,7,7,2,6,12,6,2,2,11,11,6,7,15,7,6,9,1,2,25,29,26,24,7,0,3,3,10,7,19,17,32,19,22,44,7,5,5,2,0,2,15,16,25,17,19,22,6,15,7,8,7,5,0,0,10,13,17,9,3,2,5,4,6,0,21,19,14,16,5,4,4,1,2,4,6,2,17,28,14,18,13,18,7,12,6,10,11,13,29,17,15,9,29,29,1,1,8,11,12,9,7,8,5,4,0,1,3,4,0,1,5,4,1,3,15,17,902,856,"1,758"
