地域階層,地域コード,地域名,産業分類階層,大分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／売上（収入）金額（百万円）,従業者規模別／1～4人／事業所数（事業所）,従業者規模別／1～4人／従業者数（人）,従業者規模別／1～4人／売上（収入）金額（百万円）,従業者規模別／5～9人／事業所数（事業所）,従業者規模別／5～9人／従業者数（人）,従業者規模別／5～9人／売上（収入）金額（百万円）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数（人）,従業者規模別／10～19人／売上（収入）金額（百万円）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数（人）,従業者規模別／20～29人／売上（収入）金額（百万円）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数（人）,従業者規模別／30～49人／売上（収入）金額（百万円）,従業者規模別／50人以上／事業所数（事業所）,従業者規模別／50人以上／従業者数（人）,従業者規模別／50人以上／売上（収入）金額（百万円）,従業者規模別／出向・派遣従業員のみ／事業所数（事業所）,従業者規模別／出向・派遣従業員のみ／従業者数（人）,従業者規模別／出向・派遣従業員のみ／売上（収入）金額（百万円）
4,13215,国立市,1,I,卸売業，小売業,506,4792,196490,277,635,7947,103,673,15746,70,952,27357,30,701,22014,12,469,36015,14,1362,87410,-,-,-
4,13215,国立市,1,J,金融業，保険業,6,14,…,4,5,…,1,9,…,-,-,…,-,-,…,-,-,…,-,-,…,1,-,…
4,13215,国立市,1,K,不動産業，物品賃貸業,244,771,10934,209,427,3280,24,155,2195,9,114,x,1,20,x,-,-,-,1,55,x,-,-,-
4,13215,国立市,1,L,学術研究，専門・技術サービス業,115,714,8753,78,148,918,26,164,1036,4,56,x,5,126,996,1,40,x,1,180,x,-,-,-
4,13215,国立市,1,M,宿泊業，飲食サービス業,281,2153,8780,168,378,1746,48,309,1044,34,449,1832,18,445,1816,10,371,1218,3,201,1123,-,-,-
4,13215,国立市,1,N,生活関連サービス業，娯楽業,185,930,8322,147,288,1224,20,126,773,11,150,3454,2,51,x,3,117,607,2,198,x,-,-,-
4,13215,国立市,1,O,教育，学習支援業,124,1101,…,72,128,…,24,170,…,15,172,…,5,121,…,7,255,…,1,255,…,-,-,…
4,13215,国立市,2,O1,教育，学習支援業（学校教育）,4,48,…,-,-,…,-,-,…,4,48,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13215,国立市,2,O2,教育，学習支援業（その他の教育，学習支援業）,120,1053,6673,72,128,1017,24,170,704,11,124,x,5,121,328,7,255,554,1,255,x,-,-,-
4,13215,国立市,1,P,医療，福祉,266,3362,22332,110,253,1742,86,574,4636,31,415,2282,10,242,1064,16,603,2891,13,1275,9717,-,-,-
4,13215,国立市,1,Q,複合サービス事業,2,44,…,-,-,…,-,-,…,1,15,…,1,29,…,-,-,…,-,-,…,-,-,…
4,13215,国立市,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13215,国立市,2,Q2,複合サービス事業（協同組合）,2,44,x,-,-,-,-,-,-,1,15,x,1,29,x,-,-,-,-,-,-,-,-,-
4,13215,国立市,1,R,サービス業（他に分類されないもの）,92,1336,…,49,106,…,14,95,…,14,199,…,7,162,…,3,111,…,5,663,…,-,-,…
4,13215,国立市,2,R1,サービス業（政治・経済・文化団体，宗教）,16,78,…,9,15,…,5,29,…,1,11,…,1,23,…,-,-,…,-,-,…,-,-,…
4,13215,国立市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,76,1258,16369,40,91,1026,9,66,1041,13,188,2137,6,139,955,3,111,6916,5,663,4294,-,-,-
4,13218,福生市,1,A～B,農林漁業（Ａ～Ｂ）,3,14,36,2,5,x,1,9,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,D,建設業,135,647,…,81,199,…,37,236,…,17,212,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13218,福生市,1,E,製造業,90,1896,28173,47,111,840,25,159,1400,2,29,x,5,126,x,5,176,4205,6,1295,19781,-,-,-
4,13218,福生市,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13218,福生市,1,G,情報通信業,11,118,…,3,5,…,5,32,…,-,-,…,1,24,…,-,-,…,1,57,…,1,-,…
4,13218,福生市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,3,34,…,-,-,…,2,10,…,-,-,…,1,24,…,-,-,…,-,-,…,-,-,…
4,13218,福生市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,8,84,865,3,5,x,3,22,419,-,-,-,-,-,-,-,-,-,1,57,x,1,-,x
4,13218,福生市,1,H,運輸業，郵便業,9,60,…,6,12,…,-,-,…,3,48,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13218,福生市,1,I,卸売業，小売業,428,3056,72027,257,581,9178,87,563,15150,52,741,27684,16,370,6315,10,346,3745,6,455,9956,-,-,-
4,13218,福生市,1,J,金融業，保険業,10,38,…,7,18,…,3,20,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13218,福生市,1,K,不動産業，物品賃貸業,110,393,4084,87,174,1952,14,87,x,8,103,901,1,29,x,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,L,学術研究，専門・技術サービス業,71,263,1983,51,98,495,16,105,917,3,36,x,1,24,x,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,M,宿泊業，飲食サービス業,299,2173,8565,187,371,2104,53,347,1381,30,429,1402,12,283,1091,14,498,2135,3,245,452,-,-,-
4,13218,福生市,1,N,生活関連サービス業，娯楽業,168,653,5484,135,248,808,15,102,491,8,112,x,5,111,568,2,80,x,-,-,-,3,-,147
4,13218,福生市,1,O,教育，学習支援業,58,354,…,42,82,…,8,46,…,4,58,…,-,-,…,3,115,…,1,53,…,-,-,…
4,13218,福生市,2,O1,教育，学習支援業（学校教育）,3,74,…,-,-,…,-,-,…,2,30,…,-,-,…,1,44,…,-,-,…,-,-,…
4,13218,福生市,2,O2,教育，学習支援業（その他の教育，学習支援業）,55,280,1278,42,82,280,8,46,84,2,28,x,-,-,-,2,71,x,1,53,x,-,-,-
4,13218,福生市,1,P,医療，福祉,149,2504,16172,53,120,981,41,263,1801,19,227,1435,13,311,1696,13,514,2673,10,1069,7586,-,-,-
4,13218,福生市,1,Q,複合サービス事業,1,22,…,-,-,…,-,-,…,-,-,…,1,22,…,-,-,…,-,-,…,-,-,…
4,13218,福生市,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13218,福生市,2,Q2,複合サービス事業（協同組合）,1,22,x,-,-,-,-,-,-,-,-,-,1,22,x,-,-,-,-,-,-,-,-,-
4,13218,福生市,1,R,サービス業（他に分類されないもの）,66,615,…,37,73,…,13,87,…,6,79,…,3,65,…,3,100,…,3,211,…,1,-,…
4,13218,福生市,2,R1,サービス業（政治・経済・文化団体，宗教）,14,41,…,11,20,…,-,-,…,2,21,…,-,-,…,-,-,…,-,-,…,1,-,…
4,13218,福生市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,52,574,3493,26,53,249,13,87,1010,4,58,546,3,65,592,3,100,612,3,211,483,-,-,-
4,13219,狛江市,1,A～B,農林漁業（Ａ～Ｂ）,3,10,42,2,5,x,1,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,D,建設業,205,918,…,140,329,…,43,267,…,18,214,…,3,71,…,1,37,…,-,-,…,-,-,…
4,13219,狛江市,1,E,製造業,88,756,21820,51,114,746,16,93,1036,7,90,x,8,192,2446,5,197,13805,1,70,x,-,-,-
4,13219,狛江市,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13219,狛江市,1,G,情報通信業,24,131,…,17,35,…,2,16,…,3,36,…,2,44,…,-,-,…,-,-,…,-,-,…
4,13219,狛江市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,10,62,…,6,10,…,2,16,…,1,12,…,1,24,…,-,-,…,-,-,…,-,-,…
4,13219,狛江市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,14,69,721,11,25,265,-,-,-,2,24,x,1,20,x,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,H,運輸業，郵便業,11,108,…,3,6,…,1,5,…,6,69,…,1,28,…,-,-,…,-,-,…,-,-,…
4,13219,狛江市,1,I,卸売業，小売業,390,2755,70055,265,599,7854,60,378,10476,38,512,9808,13,287,6027,4,132,2780,10,847,33109,-,-,-
4,13219,狛江市,1,J,金融業，保険業,7,11,…,7,11,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13219,狛江市,1,K,不動産業，物品賃貸業,236,659,6066,210,407,3710,17,103,1510,6,80,630,1,21,x,1,48,x,-,-,-,1,-,x
4,13219,狛江市,1,L,学術研究，専門・技術サービス業,63,459,9102,48,99,577,12,71,464,1,13,x,-,-,-,1,38,x,1,238,x,-,-,-
4,13219,狛江市,1,M,宿泊業，飲食サービス業,190,1321,5148,126,267,1077,34,222,961,10,142,745,11,264,886,7,285,x,2,141,x,-,-,-
4,13219,狛江市,1,N,生活関連サービス業，娯楽業,150,427,2384,132,263,1282,12,71,642,5,57,x,-,-,-,1,36,x,-,-,-,-,-,-
4,13219,狛江市,1,O,教育，学習支援業,55,382,…,32,61,…,12,77,…,6,81,…,1,28,…,4,135,…,-,-,…,-,-,…
4,13219,狛江市,2,O1,教育，学習支援業（学校教育）,3,78,…,-,-,…,-,-,…,1,15,…,-,-,…,2,63,…,-,-,…,-,-,…
4,13219,狛江市,2,O2,教育，学習支援業（その他の教育，学習支援業）,52,304,918,32,61,x,12,77,151,5,66,164,1,28,x,2,72,x,-,-,-,-,-,-
4,13219,狛江市,1,P,医療，福祉,156,3097,25150,60,143,777,47,315,2915,25,366,1662,5,119,746,11,419,1633,8,1735,17416,-,-,-
4,13219,狛江市,1,Q,複合サービス事業,2,46,…,-,-,…,-,-,…,1,12,…,-,-,…,1,34,…,-,-,…,-,-,…
4,13219,狛江市,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13219,狛江市,2,Q2,複合サービス事業（協同組合）,2,46,x,-,-,-,-,-,-,1,12,x,-,-,-,1,34,x,-,-,-,-,-,-
4,13219,狛江市,1,R,サービス業（他に分類されないもの）,67,756,…,43,101,…,12,83,…,5,56,…,3,66,…,1,32,…,3,418,…,-,-,…
4,13219,狛江市,2,R1,サービス業（政治・経済・文化団体，宗教）,14,47,…,12,30,…,2,17,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13219,狛江市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,53,709,4802,31,71,487,10,66,x,5,56,649,3,66,438,1,32,x,3,418,2334,-,-,-
4,13220,東大和市,1,A～B,農林漁業（Ａ～Ｂ）,1,10,x,-,-,-,-,-,-,1,10,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,D,建設業,291,1405,…,198,493,…,54,371,…,36,460,…,2,51,…,1,30,…,-,-,…,-,-,…
4,13220,東大和市,1,E,製造業,116,1760,9778,62,140,925,29,201,1556,12,151,x,4,88,732,2,81,x,7,1099,3955,-,-,-
4,13220,東大和市,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13220,東大和市,1,G,情報通信業,13,29,…,12,23,…,1,6,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13220,東大和市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,3,5,…,3,5,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13220,東大和市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,10,24,x,9,18,140,1,6,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,H,運輸業，郵便業,24,284,…,13,20,…,2,14,…,4,59,…,1,29,…,3,102,…,1,60,…,-,-,…
4,13220,東大和市,1,I,卸売業，小売業,531,5071,105919,306,674,8150,101,677,20751,72,1026,25539,24,563,9670,13,472,11809,14,1659,x,1,-,x
4,13220,東大和市,1,J,金融業，保険業,14,42,…,12,27,…,1,5,…,1,10,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13220,東大和市,1,K,不動産業，物品賃貸業,134,439,16861,112,248,7249,16,96,3730,3,41,886,1,24,x,1,30,x,-,-,-,1,-,x
4,13220,東大和市,1,L,学術研究，専門・技術サービス業,88,515,4051,71,141,746,9,51,1776,5,77,513,-,-,-,2,86,x,1,160,x,-,-,-
4,13220,東大和市,1,M,宿泊業，飲食サービス業,245,1687,7322,157,325,1279,44,293,2279,23,349,1495,8,197,496,11,376,x,2,147,x,-,-,-
4,13220,東大和市,1,N,生活関連サービス業，娯楽業,195,868,20144,157,308,1018,22,136,1839,9,134,750,5,125,x,-,-,-,2,165,x,-,-,-
4,13220,東大和市,1,O,教育，学習支援業,87,445,…,62,99,…,11,70,…,8,99,…,3,68,…,3,109,…,-,-,…,-,-,…
4,13220,東大和市,2,O1,教育，学習支援業（学校教育）,3,59,…,1,1,…,-,-,…,-,-,…,1,23,…,1,35,…,-,-,…,-,-,…
4,13220,東大和市,2,O2,教育，学習支援業（その他の教育，学習支援業）,84,386,794,61,98,255,11,70,163,8,99,209,2,45,x,2,74,x,-,-,-,-,-,-
4,13220,東大和市,1,P,医療，福祉,198,3725,26894,69,142,788,53,361,2158,32,424,2837,12,307,1032,21,790,3833,11,1701,16245,-,-,-
4,13220,東大和市,1,Q,複合サービス事業,3,41,…,1,2,…,-,-,…,1,11,…,1,28,…,-,-,…,-,-,…,-,-,…
4,13220,東大和市,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13220,東大和市,2,Q2,複合サービス事業（協同組合）,3,41,957,1,2,x,-,-,-,1,11,x,1,28,x,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,R,サービス業（他に分類されないもの）,90,790,…,56,118,…,14,97,…,6,79,…,7,181,…,6,241,…,1,74,…,-,-,…
4,13220,東大和市,2,R1,サービス業（政治・経済・文化団体，宗教）,20,73,…,16,34,…,2,13,…,2,26,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13220,東大和市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,70,717,4856,40,84,1123,12,84,652,4,53,349,7,181,993,6,241,x,1,74,x,-,-,-
4,13221,清瀬市,1,A～B,農林漁業（Ａ～Ｂ）,5,23,181,2,5,x,3,18,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,D,建設業,150,738,…,91,217,…,40,250,…,16,203,…,3,68,…,-,-,…,-,-,…,-,-,…
4,13221,清瀬市,1,E,製造業,45,460,8514,28,57,303,7,42,279,6,80,959,1,27,x,2,76,x,1,178,x,-,-,-
4,13221,清瀬市,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13221,清瀬市,1,G,情報通信業,12,16,…,12,16,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13221,清瀬市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,5,5,…,5,5,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13221,清瀬市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,7,11,90,7,11,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,H,運輸業，郵便業,13,121,…,5,8,…,3,17,…,2,29,…,3,67,…,-,-,…,-,-,…,-,-,…
4,13221,清瀬市,1,I,卸売業，小売業,385,2749,44510,254,566,7640,56,367,9002,46,655,9635,14,330,4012,11,413,4504,4,418,9716,-,-,-
4,13221,清瀬市,1,J,金融業，保険業,9,34,…,8,18,…,-,-,…,1,16,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13221,清瀬市,1,K,不動産業，物品賃貸業,109,292,13007,96,202,10047,11,70,x,2,20,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,L,学術研究，専門・技術サービス業,56,315,3832,43,87,679,5,31,557,4,57,508,1,20,x,-,-,-,2,120,x,1,-,x
4,13221,清瀬市,1,M,宿泊業，飲食サービス業,200,1304,4934,125,258,995,43,292,1236,17,252,1105,7,172,596,7,271,x,1,59,x,-,-,-
4,13221,清瀬市,1,N,生活関連サービス業，娯楽業,176,949,17121,145,301,1070,16,108,3618,8,122,x,-,-,-,5,206,8421,2,212,x,-,-,-
4,13221,清瀬市,1,O,教育，学習支援業,64,471,…,44,84,…,4,23,…,4,59,…,8,170,…,4,135,…,-,-,…,-,-,…
4,13221,清瀬市,2,O1,教育，学習支援業（学校教育）,8,173,…,-,-,…,-,-,…,3,45,…,3,63,…,2,65,…,-,-,…,-,-,…
4,13221,清瀬市,2,O2,教育，学習支援業（その他の教育，学習支援業）,56,298,641,44,84,219,4,23,x,1,14,x,5,107,219,2,70,x,-,-,-,-,-,-
4,13221,清瀬市,1,P,医療，福祉,196,5316,38895,57,130,892,49,335,2198,39,522,3729,18,444,1598,14,542,2273,19,3343,28206,-,-,-
4,13221,清瀬市,1,Q,複合サービス事業,1,28,…,-,-,…,-,-,…,-,-,…,1,28,…,-,-,…,-,-,…,-,-,…
4,13221,清瀬市,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13221,清瀬市,2,Q2,複合サービス事業（協同組合）,1,28,x,-,-,-,-,-,-,-,-,-,1,28,x,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,1,R,サービス業（他に分類されないもの）,58,401,…,35,84,…,14,93,…,4,48,…,3,64,…,-,-,…,2,112,…,-,-,…
4,13221,清瀬市,2,R1,サービス業（政治・経済・文化団体，宗教）,13,110,…,8,21,…,3,17,…,1,16,…,-,-,…,-,-,…,1,56,…,-,-,…
4,13221,清瀬市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,45,291,2665,27,63,433,11,76,x,3,32,444,3,64,815,-,-,-,1,56,x,-,-,-
4,13222,東久留米市,1,A～B,農林漁業（Ａ～Ｂ）,8,52,393,3,9,x,3,20,106,2,23,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,1,D,建設業,287,1342,…,191,460,…,68,431,…,23,301,…,3,74,…,2,76,…,-,-,…,-,-,…
4,13222,東久留米市,1,E,製造業,123,3196,123213,68,149,1175,33,225,3360,10,138,x,5,121,1706,2,74,x,5,2489,114333,-,-,-
4,13222,東久留米市,1,F,電気・ガス・熱供給・水道業,1,5,…,-,-,…,1,5,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13222,東久留米市,1,G,情報通信業,32,295,…,23,42,…,3,21,…,-,-,…,3,80,…,2,73,…,1,79,…,-,-,…
4,13222,東久留米市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,8,67,…,6,11,…,-,-,…,-,-,…,2,56,…,-,-,…,-,-,…,-,-,…
4,13222,東久留米市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,24,228,2558,17,31,123,3,21,183,-,-,-,1,24,x,2,73,x,1,79,x,-,-,-
4,13222,東久留米市,1,H,運輸業，郵便業,14,198,…,5,6,…,3,23,…,3,41,…,-,-,…,2,78,…,1,50,…,-,-,…
4,13222,東久留米市,1,I,卸売業，小売業,604,6422,162581,307,742,11262,122,794,16650,93,1263,30038,47,1100,22166,19,718,39557,15,1805,x,1,-,x
4,13222,東久留米市,1,J,金融業，保険業,11,40,…,8,18,…,3,22,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13222,東久留米市,1,K,不動産業，物品賃貸業,209,633,20523,174,361,7105,24,136,6459,8,111,6491,1,25,x,-,-,-,-,-,-,2,-,x
4,13222,東久留米市,1,L,学術研究，専門・技術サービス業,88,405,2466,70,134,1007,9,60,480,6,82,564,1,23,x,1,35,x,1,71,x,-,-,-
4,13222,東久留米市,1,M,宿泊業，飲食サービス業,242,2172,8692,124,275,1470,46,301,1390,30,402,1788,26,599,2070,15,538,x,1,57,x,-,-,-
4,13222,東久留米市,1,N,生活関連サービス業，娯楽業,212,890,12541,152,311,1166,38,239,1241,14,169,1443,2,42,x,2,74,x,1,55,x,3,-,221
4,13222,東久留米市,1,O,教育，学習支援業,111,843,…,67,120,…,24,158,…,7,89,…,6,151,…,5,160,…,2,165,…,-,-,…
4,13222,東久留米市,2,O1,教育，学習支援業（学校教育）,10,367,…,-,-,…,-,-,…,2,21,…,3,82,…,3,99,…,2,165,…,-,-,…
4,13222,東久留米市,2,O2,教育，学習支援業（その他の教育，学習支援業）,101,476,1446,67,120,268,24,158,342,5,68,x,3,69,199,2,61,x,-,-,-,-,-,-
4,13222,東久留米市,1,P,医療，福祉,242,3424,19141,84,209,1344,71,485,3562,40,528,2831,16,380,1312,20,755,3195,11,1067,6896,-,-,-
4,13222,東久留米市,1,Q,複合サービス事業,4,123,…,1,3,…,-,-,…,2,24,…,-,-,…,-,-,…,1,96,…,-,-,…
4,13222,東久留米市,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13222,東久留米市,2,Q2,複合サービス事業（協同組合）,4,123,674,1,3,x,-,-,-,2,24,x,-,-,-,-,-,-,1,96,x,-,-,-
4,13222,東久留米市,1,R,サービス業（他に分類されないもの）,99,567,…,64,151,…,20,138,…,9,118,…,4,96,…,2,64,…,-,-,…,-,-,…
4,13222,東久留米市,2,R1,サービス業（政治・経済・文化団体，宗教）,17,85,…,12,31,…,4,29,…,-,-,…,1,25,…,-,-,…,-,-,…,-,-,…
4,13222,東久留米市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,82,482,10074,52,120,1578,16,109,x,9,118,1167,3,71,317,2,64,x,-,-,-,-,-,-
4,13223,武蔵村山市,1,A～B,農林漁業（Ａ～Ｂ）,1,6,x,-,-,-,1,6,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,D,建設業,319,1486,…,210,470,…,76,494,…,28,358,…,3,69,…,1,32,…,1,63,…,-,-,…
4,13223,武蔵村山市,1,E,製造業,250,4734,67890,111,276,3572,52,346,3602,43,599,7720,9,228,x,17,636,9437,17,2649,40015,1,-,x
4,13223,武蔵村山市,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13223,武蔵村山市,1,G,情報通信業,3,13,…,2,4,…,1,9,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13223,武蔵村山市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,2,11,…,1,2,…,1,9,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13223,武蔵村山市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,1,2,x,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,H,運輸業，郵便業,34,459,…,10,12,…,5,34,…,10,148,…,5,121,…,4,144,…,-,-,…,-,-,…
4,13223,武蔵村山市,1,I,卸売業，小売業,571,5097,123276,276,633,12950,148,955,20793,91,1255,32895,28,643,17168,17,602,18830,9,1009,x,2,-,x
4,13223,武蔵村山市,1,J,金融業，保険業,2,12,…,-,-,…,2,12,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13223,武蔵村山市,1,K,不動産業，物品賃貸業,98,357,7401,75,167,3008,17,107,1281,6,83,3112,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,L,学術研究，専門・技術サービス業,56,209,1457,45,99,700,8,48,367,2,32,x,-,-,-,1,30,x,-,-,-,-,-,-
4,13223,武蔵村山市,1,M,宿泊業，飲食サービス業,213,1909,7080,118,252,1077,35,215,543,28,405,1804,15,368,1275,14,474,1682,3,195,698,-,-,-
4,13223,武蔵村山市,1,N,生活関連サービス業，娯楽業,137,686,14061,109,204,728,14,95,1191,5,61,593,4,95,602,2,65,x,2,166,x,1,-,x
4,13223,武蔵村山市,1,O,教育，学習支援業,60,273,…,46,78,…,6,38,…,5,72,…,2,54,…,1,31,…,-,-,…,-,-,…
4,13223,武蔵村山市,2,O1,教育，学習支援業（学校教育）,4,104,…,-,-,…,-,-,…,1,19,…,2,54,…,1,31,…,-,-,…,-,-,…
4,13223,武蔵村山市,2,O2,教育，学習支援業（その他の教育，学習支援業）,56,169,366,46,78,186,6,38,104,4,53,76,-,-,-,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,1,P,医療，福祉,132,3333,25960,41,87,x,31,198,1043,26,327,2383,8,179,x,11,428,2165,13,2114,18828,2,-,x
