地域階層,地域コード,地域名,産業分類階層,大分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／売上（収入）金額（百万円）,従業者規模別／1～4人／事業所数（事業所）,従業者規模別／1～4人／従業者数（人）,従業者規模別／1～4人／売上（収入）金額（百万円）,従業者規模別／5～9人／事業所数（事業所）,従業者規模別／5～9人／従業者数（人）,従業者規模別／5～9人／売上（収入）金額（百万円）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数（人）,従業者規模別／10～19人／売上（収入）金額（百万円）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数（人）,従業者規模別／20～29人／売上（収入）金額（百万円）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数（人）,従業者規模別／30～49人／売上（収入）金額（百万円）,従業者規模別／50人以上／事業所数（事業所）,従業者規模別／50人以上／従業者数（人）,従業者規模別／50人以上／売上（収入）金額（百万円）,従業者規模別／出向・派遣従業員のみ／事業所数（事業所）,従業者規模別／出向・派遣従業員のみ／従業者数（人）,従業者規模別／出向・派遣従業員のみ／売上（収入）金額（百万円）
4,13208,調布市,1,N,生活関連サービス業，娯楽業,434,2131,44288,317,661,3211,66,406,3728,28,386,18692,10,235,4448,10,392,13964,1,51,x,2,-,x
4,13208,調布市,1,O,教育，学習支援業,210,1955,…,130,278,…,37,261,…,12,163,…,21,506,…,6,254,…,4,493,…,-,-,…
4,13208,調布市,2,O1,教育，学習支援業（学校教育）,12,492,…,1,4,…,1,9,…,4,60,…,3,68,…,2,71,…,1,280,…,-,-,…
4,13208,調布市,2,O2,教育，学習支援業（その他の教育，学習支援業）,198,1463,6269,129,274,1171,36,252,1209,8,103,543,18,438,1254,4,183,440,3,213,1652,-,-,-
4,13208,調布市,1,P,医療，福祉,571,7987,50133,196,425,2289,184,1233,8412,102,1333,8137,27,652,3433,36,1421,7218,26,2923,20643,-,-,-
4,13208,調布市,1,Q,複合サービス事業,5,90,…,-,-,…,-,-,…,3,34,…,1,23,…,1,33,…,-,-,…,-,-,…
4,13208,調布市,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13208,調布市,2,Q2,複合サービス事業（協同組合）,5,90,1659,-,-,-,-,-,-,3,34,x,1,23,x,1,33,x,-,-,-,-,-,-
4,13208,調布市,1,R,サービス業（他に分類されないもの）,241,4732,…,117,273,…,50,323,…,28,389,…,11,252,…,14,524,…,21,2971,…,-,-,…
4,13208,調布市,2,R1,サービス業（政治・経済・文化団体，宗教）,62,440,…,41,93,…,14,82,…,3,35,…,1,21,…,2,74,…,1,135,…,-,-,…
4,13208,調布市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,179,4292,33384,76,180,4662,36,241,2562,25,354,5735,10,231,5713,12,450,3432,20,2836,11280,-,-,-
4,13209,町田市,1,A～B,農林漁業（Ａ～Ｂ）,17,115,790,4,9,x,11,72,453,1,14,x,1,20,x,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,C,鉱業，採石業，砂利採取業,1,4,x,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,D,建設業,767,3967,…,476,1093,…,193,1249,…,73,934,…,19,446,…,4,139,…,2,106,…,-,-,…
4,13209,町田市,1,E,製造業,378,5856,78360,194,439,4243,77,512,5184,40,534,7060,22,525,7222,17,629,9236,28,3217,45416,-,-,-
4,13209,町田市,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13209,町田市,1,G,情報通信業,145,1470,…,95,165,…,23,153,…,12,158,…,8,187,…,3,110,…,4,697,…,-,-,…
4,13209,町田市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,27,95,…,22,37,…,2,13,…,3,45,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13209,町田市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,118,1375,11640,73,128,700,21,140,1339,9,113,1542,8,187,1136,3,110,930,4,697,5993,-,-,-
4,13209,町田市,1,H,運輸業，郵便業,58,735,…,39,66,…,6,36,…,4,46,…,1,21,…,5,189,…,3,377,…,-,-,…
4,13209,町田市,1,I,卸売業，小売業,2383,24668,610627,1175,2845,48501,541,3536,90057,354,4808,128462,149,3548,83473,81,3039,64194,67,6892,194807,16,-,1133
4,13209,町田市,1,J,金融業，保険業,63,244,…,44,79,…,16,101,…,2,24,…,-,-,…,1,40,…,-,-,…,-,-,…
4,13209,町田市,1,K,不動産業，物品賃貸業,783,4195,99851,613,1268,18669,99,620,16414,39,503,34129,14,326,15817,7,248,6354,7,1230,8404,4,-,63
4,13209,町田市,1,L,学術研究，専門・技術サービス業,533,2543,40400,390,738,4548,87,557,19970,41,507,5716,7,160,6162,5,200,1141,3,381,2863,-,-,-
4,13209,町田市,1,M,宿泊業，飲食サービス業,1092,11924,51801,488,1101,6145,219,1471,6192,185,2635,11415,106,2557,11403,74,2736,x,18,1424,5576,2,-,x
4,13209,町田市,1,N,生活関連サービス業，娯楽業,857,4732,58301,603,1248,6107,146,979,7417,60,811,11638,17,399,6778,15,535,3141,10,760,19465,6,-,3754
4,13209,町田市,1,O,教育，学習支援業,428,3088,…,258,439,…,73,486,…,52,683,…,29,711,…,10,395,…,5,374,…,1,-,…
4,13209,町田市,2,O1,教育，学習支援業（学校教育）,23,647,…,-,-,…,-,-,…,10,140,…,7,172,…,4,138,…,2,197,…,-,-,…
4,13209,町田市,2,O2,教育，学習支援業（その他の教育，学習支援業）,405,2441,11127,258,439,1837,73,486,2555,42,543,2910,22,539,x,6,257,830,3,177,503,1,-,x
4,13209,町田市,1,P,医療，福祉,1000,18433,120605,333,753,4621,275,1887,11885,186,2420,13916,71,1695,x,65,2505,12299,69,9173,65732,1,-,x
4,13209,町田市,1,Q,複合サービス事業,14,296,…,1,3,…,3,21,…,3,43,…,4,98,…,2,72,…,1,59,…,-,-,…
4,13209,町田市,2,Q1,複合サービス事業（郵便局）,1,3,…,1,3,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13209,町田市,2,Q2,複合サービス事業（協同組合）,13,293,3180,-,-,-,3,21,x,3,43,348,4,98,1228,2,72,x,1,59,x,-,-,-
4,13209,町田市,1,R,サービス業（他に分類されないもの）,435,5970,…,235,514,…,85,556,…,57,783,…,16,388,…,16,602,…,23,3127,…,3,-,…
4,13209,町田市,2,R1,サービス業（政治・経済・文化団体，宗教）,82,264,…,64,122,…,15,104,…,1,10,…,1,28,…,-,-,…,-,-,…,1,-,…
4,13209,町田市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,353,5706,38920,171,392,3615,70,452,4839,56,773,7975,15,360,x,16,602,2884,23,3127,15343,2,-,x
4,13210,小金井市,1,A～B,農林漁業（Ａ～Ｂ）,2,20,x,-,-,-,-,-,-,2,20,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,D,建設業,129,684,…,77,193,…,34,222,…,15,192,…,3,77,…,-,-,…,-,-,…,-,-,…
4,13210,小金井市,1,E,製造業,66,597,6183,43,88,458,13,90,1242,5,72,1007,2,53,x,1,32,x,2,262,x,-,-,-
4,13210,小金井市,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13210,小金井市,1,G,情報通信業,32,127,…,25,54,…,2,15,…,5,58,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13210,小金井市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,17,80,…,12,29,…,2,15,…,3,36,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13210,小金井市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,15,47,1392,13,25,x,-,-,-,2,22,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,H,運輸業，郵便業,11,179,…,6,11,…,-,-,…,2,26,…,1,24,…,1,49,…,1,69,…,-,-,…
4,13210,小金井市,1,I,卸売業，小売業,532,5085,101418,304,678,11620,108,688,16170,67,934,17398,27,616,16114,13,481,8862,13,1688,31253,-,-,-
4,13210,小金井市,1,J,金融業，保険業,11,40,…,9,19,…,1,8,…,1,13,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13210,小金井市,1,K,不動産業，物品賃貸業,253,766,14076,214,436,6634,30,180,x,8,116,3512,-,-,-,1,34,x,-,-,-,-,-,-
4,13210,小金井市,1,L,学術研究，専門・技術サービス業,141,1068,42494,99,200,1521,32,209,1530,8,90,x,1,23,x,-,-,-,1,546,x,-,-,-
4,13210,小金井市,1,M,宿泊業，飲食サービス業,348,2813,12097,185,352,2115,76,508,2356,46,605,2711,26,638,2227,10,364,1069,5,346,1619,-,-,-
4,13210,小金井市,1,N,生活関連サービス業，娯楽業,249,1090,20543,198,414,1714,27,185,1494,12,154,776,4,88,x,2,74,x,3,175,9653,3,-,39
4,13210,小金井市,1,O,教育，学習支援業,95,827,…,57,98,…,17,120,…,9,127,…,4,88,…,5,197,…,3,197,…,-,-,…
4,13210,小金井市,2,O1,教育，学習支援業（学校教育）,6,144,…,-,-,…,-,-,…,3,44,…,1,20,…,2,80,…,-,-,…,-,-,…
4,13210,小金井市,2,O2,教育，学習支援業（その他の教育，学習支援業）,89,683,3561,57,98,326,17,120,779,6,83,732,3,68,193,3,117,150,3,197,1381,-,-,-
4,13210,小金井市,1,P,医療，福祉,321,4768,28571,123,284,1946,95,652,4162,58,770,3503,12,296,1730,20,773,3128,13,1993,14103,-,-,-
4,13210,小金井市,1,Q,複合サービス事業,3,47,…,-,-,…,-,-,…,2,24,…,1,23,…,-,-,…,-,-,…,-,-,…
4,13210,小金井市,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13210,小金井市,2,Q2,複合サービス事業（協同組合）,3,47,987,-,-,-,-,-,-,2,24,x,1,23,x,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,R,サービス業（他に分類されないもの）,76,722,…,53,118,…,6,36,…,10,138,…,2,44,…,3,135,…,1,251,…,1,-,…
4,13210,小金井市,2,R1,サービス業（政治・経済・文化団体，宗教）,32,101,…,27,63,…,4,25,…,1,13,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13210,小金井市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,44,621,4714,26,55,211,2,11,x,9,125,1432,2,44,x,3,135,562,1,251,x,1,-,x
4,13211,小平市,1,A～B,農林漁業（Ａ～Ｂ）,9,85,435,4,8,44,2,17,x,1,13,x,2,47,x,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,D,建設業,363,2013,…,223,535,…,88,598,…,40,537,…,8,183,…,3,109,…,1,51,…,-,-,…
4,13211,小平市,1,E,製造業,166,6958,28327,82,195,2220,41,259,2278,19,244,3339,9,223,2412,5,206,2035,10,5831,16043,-,-,-
4,13211,小平市,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13211,小平市,1,G,情報通信業,39,372,…,24,53,…,11,62,…,3,30,…,-,-,…,-,-,…,1,227,…,-,-,…
4,13211,小平市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,8,19,…,7,13,…,1,6,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13211,小平市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,31,353,8939,17,40,255,10,56,411,3,30,x,-,-,-,-,-,-,1,227,x,-,-,-
4,13211,小平市,1,H,運輸業，郵便業,14,154,…,7,14,…,5,37,…,-,-,…,-,-,…,1,47,…,1,56,…,-,-,…
4,13211,小平市,1,I,卸売業，小売業,915,7979,200688,516,1129,13577,179,1195,30481,126,1811,40444,48,1142,25850,24,857,51746,21,1845,x,1,-,x
4,13211,小平市,1,J,金融業，保険業,26,103,…,19,42,…,5,34,…,2,27,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13211,小平市,1,K,不動産業，物品賃貸業,331,887,20472,289,550,7164,34,209,3249,3,44,271,2,46,x,1,38,x,-,-,-,2,-,x
4,13211,小平市,1,L,学術研究，専門・技術サービス業,165,727,4514,128,269,1824,24,162,1235,7,85,823,5,118,x,-,-,-,1,93,x,-,-,-
4,13211,小平市,1,M,宿泊業，飲食サービス業,525,4395,17260,300,620,2242,94,628,3261,73,1001,4581,23,537,1766,28,1036,3266,5,573,x,2,-,x
4,13211,小平市,1,N,生活関連サービス業，娯楽業,363,1729,16408,295,571,2283,40,240,2147,14,175,6191,5,117,3146,3,110,619,6,516,2022,-,-,-
4,13211,小平市,1,O,教育，学習支援業,194,1877,…,128,209,…,23,155,…,16,206,…,11,238,…,9,331,…,7,738,…,-,-,…
4,13211,小平市,2,O1,教育，学習支援業（学校教育）,13,355,…,-,-,…,-,-,…,3,40,…,5,111,…,4,154,…,1,50,…,-,-,…
4,13211,小平市,2,O2,教育，学習支援業（その他の教育，学習支援業）,181,1522,6720,128,209,354,23,155,524,13,166,498,6,127,191,5,177,579,6,688,4574,-,-,-
4,13211,小平市,1,P,医療，福祉,456,8086,47972,155,347,2069,141,972,6349,82,1108,6781,27,650,2941,24,907,4405,27,4102,25427,-,-,-
4,13211,小平市,1,Q,複合サービス事業,4,58,…,-,-,…,-,-,…,3,32,…,1,26,…,-,-,…,-,-,…,-,-,…
4,13211,小平市,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13211,小平市,2,Q2,複合サービス事業（協同組合）,4,58,1275,-,-,-,-,-,-,3,32,x,1,26,x,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,R,サービス業（他に分類されないもの）,157,2282,…,93,188,…,23,143,…,21,264,…,6,141,…,7,262,…,7,1284,…,-,-,…
4,13211,小平市,2,R1,サービス業（政治・経済・文化団体，宗教）,42,182,…,29,61,…,8,53,…,4,48,…,1,20,…,-,-,…,-,-,…,-,-,…
4,13211,小平市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,115,2100,14594,64,127,741,15,90,1166,17,216,1748,5,121,1574,7,262,1045,7,1284,8319,-,-,-
4,13212,日野市,1,A～B,農林漁業（Ａ～Ｂ）,5,20,77,3,9,x,2,11,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,D,建設業,279,1376,…,173,373,…,74,463,…,25,323,…,4,100,…,3,117,…,-,-,…,-,-,…
4,13212,日野市,1,E,製造業,170,13459,522831,101,225,1662,32,216,1602,11,143,1648,9,214,3487,5,207,x,11,12454,511611,1,-,x
4,13212,日野市,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13212,日野市,1,G,情報通信業,64,688,…,44,97,…,8,53,…,4,56,…,1,20,…,4,150,…,3,312,…,-,-,…
4,13212,日野市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,18,113,…,13,30,…,2,10,…,1,10,…,1,20,…,1,43,…,-,-,…,-,-,…
4,13212,日野市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,46,575,6381,31,67,422,6,43,291,3,46,321,-,-,-,3,107,512,3,312,4835,-,-,-
4,13212,日野市,1,H,運輸業，郵便業,32,393,…,22,28,…,4,30,…,1,18,…,1,20,…,2,89,…,2,208,…,-,-,…
4,13212,日野市,1,I,卸売業，小売業,731,7240,188376,415,948,21590,131,862,29594,103,1416,38736,36,828,12409,26,940,15268,20,2246,70779,-,-,-
4,13212,日野市,1,J,金融業，保険業,27,67,…,23,41,…,4,26,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13212,日野市,1,K,不動産業，物品賃貸業,406,1055,27204,369,665,7907,22,129,3679,10,117,3411,1,20,x,2,66,x,1,58,x,1,-,x
4,13212,日野市,1,L,学術研究，専門・技術サービス業,242,3481,16889,179,354,2419,30,193,1476,14,188,1348,5,129,x,3,107,1535,9,2510,7513,2,-,x
4,13212,日野市,1,M,宿泊業，飲食サービス業,433,3610,14169,244,520,2363,77,521,2493,56,758,3213,29,661,2230,22,835,2859,4,315,x,1,-,x
4,13212,日野市,1,N,生活関連サービス業，娯楽業,319,1166,9668,264,523,1920,33,197,1003,14,187,604,3,69,x,-,-,-,2,190,x,3,-,74
4,13212,日野市,1,O,教育，学習支援業,211,1666,…,139,212,…,29,200,…,22,300,…,11,261,…,6,202,…,4,491,…,-,-,…
4,13212,日野市,2,O1,教育，学習支援業（学校教育）,8,169,…,-,-,…,-,-,…,5,78,…,1,20,…,2,71,…,-,-,…,-,-,…
4,13212,日野市,2,O2,教育，学習支援業（その他の教育，学習支援業）,203,1497,3742,139,212,671,29,200,445,17,222,400,10,241,568,4,131,181,4,491,1477,-,-,-
4,13212,日野市,1,P,医療，福祉,484,7751,67148,179,417,2568,123,828,6083,88,1156,17505,33,780,4728,30,1172,5437,31,3398,30827,-,-,-
4,13212,日野市,1,Q,複合サービス事業,2,74,…,-,-,…,-,-,…,-,-,…,-,-,…,2,74,…,-,-,…,-,-,…
4,13212,日野市,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13212,日野市,2,Q2,複合サービス事業（協同組合）,2,74,x,-,-,-,-,-,-,-,-,-,-,-,-,2,74,x,-,-,-,-,-,-
4,13212,日野市,1,R,サービス業（他に分類されないもの）,187,2197,…,108,226,…,39,251,…,18,243,…,4,105,…,5,188,…,12,1184,…,1,-,…
4,13212,日野市,2,R1,サービス業（政治・経済・文化団体，宗教）,35,209,…,22,50,…,10,64,…,2,29,…,-,-,…,-,-,…,1,66,…,-,-,…
4,13212,日野市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,152,1988,20032,86,176,1560,29,187,1726,16,214,4646,4,105,x,5,188,1973,11,1118,8081,1,-,x
4,13213,東村山市,1,A～B,農林漁業（Ａ～Ｂ）,6,21,121,5,16,x,1,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,D,建設業,292,1364,…,194,458,…,67,424,…,25,321,…,4,90,…,2,71,…,-,-,…,-,-,…
4,13213,東村山市,1,E,製造業,182,3204,52412,92,207,1689,32,201,3121,23,322,5767,10,243,4978,12,465,7067,13,1766,29788,-,-,-
4,13213,東村山市,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13213,東村山市,1,G,情報通信業,17,231,…,15,24,…,1,8,…,-,-,…,-,-,…,-,-,…,1,199,…,-,-,…
4,13213,東村山市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,6,15,…,5,7,…,1,8,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13213,東村山市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,11,216,2006,10,17,x,-,-,-,-,-,-,-,-,-,-,-,-,1,199,x,-,-,-
4,13213,東村山市,1,H,運輸業，郵便業,31,517,…,13,25,…,5,37,…,3,41,…,6,139,…,2,80,…,2,195,…,-,-,…
4,13213,東村山市,1,I,卸売業，小売業,701,6243,144174,387,870,14106,139,888,26094,99,1345,38413,34,783,14139,23,880,16796,17,1477,x,2,-,x
4,13213,東村山市,1,J,金融業，保険業,15,40,…,14,28,…,-,-,…,1,12,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13213,東村山市,1,K,不動産業，物品賃貸業,220,789,20450,173,376,5638,32,206,9819,9,115,2463,2,48,x,1,44,x,-,-,-,3,-,51
4,13213,東村山市,1,L,学術研究，専門・技術サービス業,106,610,18867,79,146,841,18,108,637,4,44,x,3,64,1288,1,33,x,1,215,x,-,-,-
4,13213,東村山市,1,M,宿泊業，飲食サービス業,416,3001,12369,252,555,2357,71,464,3046,51,716,2928,27,649,2313,13,477,x,2,140,x,-,-,-
4,13213,東村山市,1,N,生活関連サービス業，娯楽業,313,1264,21309,248,500,1722,36,214,925,16,212,2058,5,108,2244,5,177,11024,1,53,x,2,-,x
4,13213,東村山市,1,O,教育，学習支援業,118,974,…,66,108,…,25,188,…,10,134,…,11,258,…,4,136,…,2,150,…,-,-,…
4,13213,東村山市,2,O1,教育，学習支援業（学校教育）,8,228,…,-,-,…,1,8,…,1,16,…,3,71,…,2,65,…,1,68,…,-,-,…
4,13213,東村山市,2,O2,教育，学習支援業（その他の教育，学習支援業）,110,746,2540,66,108,180,24,180,718,9,118,182,8,187,418,2,71,x,1,82,x,-,-,-
4,13213,東村山市,1,P,医療，福祉,357,7589,49818,114,250,1500,101,669,3989,70,926,5558,30,715,3745,14,525,3023,28,4504,32002,-,-,-
4,13213,東村山市,1,Q,複合サービス事業,4,43,…,1,3,…,-,-,…,3,40,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13213,東村山市,2,Q1,複合サービス事業（郵便局）,1,3,…,1,3,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13213,東村山市,2,Q2,複合サービス事業（協同組合）,3,40,997,-,-,-,-,-,-,3,40,997,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,R,サービス業（他に分類されないもの）,98,842,…,57,133,…,18,123,…,15,220,…,2,43,…,3,104,…,3,219,…,-,-,…
4,13213,東村山市,2,R1,サービス業（政治・経済・文化団体，宗教）,23,93,…,17,39,…,4,26,…,2,28,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13213,東村山市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,75,749,6641,40,94,906,14,97,394,13,192,2173,2,43,x,3,104,725,3,219,x,-,-,-
4,13214,国分寺市,1,A～B,農林漁業（Ａ～Ｂ）,3,14,134,2,7,x,1,7,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,D,建設業,176,950,…,95,202,…,50,312,…,29,389,…,2,47,…,-,-,…,-,-,…,-,-,…
4,13214,国分寺市,1,E,製造業,74,1165,20575,42,103,804,18,115,1949,5,67,x,2,57,x,4,163,2459,3,660,13602,-,-,-
4,13214,国分寺市,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13214,国分寺市,1,G,情報通信業,57,800,…,35,70,…,12,80,…,6,84,…,1,21,…,2,70,…,1,475,…,-,-,…
4,13214,国分寺市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,17,81,…,11,27,…,4,26,…,2,28,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13214,国分寺市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,40,719,2346,24,43,337,8,54,255,4,56,662,1,21,x,2,70,x,1,475,x,-,-,-
4,13214,国分寺市,1,H,運輸業，郵便業,11,137,…,4,8,…,3,21,…,1,17,…,2,47,…,1,44,…,-,-,…,-,-,…
4,13214,国分寺市,1,I,卸売業，小売業,623,5462,122157,338,825,12130,138,894,23162,87,1212,27200,34,802,11994,11,377,8085,14,1352,x,1,-,x
4,13214,国分寺市,1,J,金融業，保険業,12,58,…,7,18,…,4,23,…,1,17,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13214,国分寺市,1,K,不動産業，物品賃貸業,249,1165,26623,194,444,5358,26,170,4251,21,288,14035,4,95,1105,1,45,x,1,123,x,2,-,x
4,13214,国分寺市,1,L,学術研究，専門・技術サービス業,145,2297,66425,107,224,19504,21,139,1037,6,81,1385,4,98,1234,3,127,1863,4,1628,41403,-,-,-
4,13214,国分寺市,1,M,宿泊業，飲食サービス業,391,3540,14938,178,396,1687,97,655,3252,61,822,3867,38,909,3376,15,516,x,2,242,x,-,-,-
4,13214,国分寺市,1,N,生活関連サービス業，娯楽業,222,1110,15906,174,362,2178,23,141,667,13,180,x,7,158,6703,4,154,1773,1,115,x,-,-,-
4,13214,国分寺市,1,O,教育，学習支援業,147,1301,…,91,137,…,23,141,…,13,191,…,8,199,…,8,317,…,4,316,…,-,-,…
4,13214,国分寺市,2,O1,教育，学習支援業（学校教育）,11,307,…,-,-,…,3,18,…,4,61,…,1,25,…,1,45,…,2,158,…,-,-,…
4,13214,国分寺市,2,O2,教育，学習支援業（その他の教育，学習支援業）,136,994,3051,91,137,483,20,123,398,9,130,434,7,174,x,7,272,775,2,158,x,-,-,-
4,13214,国分寺市,1,P,医療，福祉,326,4002,23362,130,295,2591,76,520,3720,63,842,4748,28,668,x,14,526,1785,14,1151,5907,1,-,x
4,13214,国分寺市,1,Q,複合サービス事業,2,38,…,-,-,…,-,-,…,1,11,…,1,27,…,-,-,…,-,-,…,-,-,…
4,13214,国分寺市,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13214,国分寺市,2,Q2,複合サービス事業（協同組合）,2,38,x,-,-,-,-,-,-,1,11,x,1,27,x,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,R,サービス業（他に分類されないもの）,111,2235,…,52,124,…,26,181,…,15,184,…,4,90,…,6,232,…,8,1424,…,-,-,…
4,13214,国分寺市,2,R1,サービス業（政治・経済・文化団体，宗教）,24,244,…,13,31,…,5,35,…,1,10,…,2,44,…,2,74,…,1,50,…,-,-,…
4,13214,国分寺市,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,87,1991,13251,39,93,2269,21,146,4253,14,174,1697,2,46,x,4,158,x,7,1374,3716,-,-,-
4,13215,国立市,1,A～B,農林漁業（Ａ～Ｂ）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13215,国立市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13215,国立市,1,D,建設業,125,806,…,68,172,…,43,289,…,8,118,…,2,42,…,3,120,…,1,65,…,-,-,…
4,13215,国立市,1,E,製造業,56,747,10868,31,67,6221,12,85,1214,9,129,2621,1,22,x,2,68,x,1,376,x,-,-,-
4,13215,国立市,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13215,国立市,1,G,情報通信業,37,316,…,23,43,…,7,42,…,2,26,…,2,44,…,1,36,…,2,125,…,-,-,…
4,13215,国立市,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,12,58,…,7,12,…,4,23,…,-,-,…,1,23,…,-,-,…,-,-,…,-,-,…
4,13215,国立市,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,25,258,1676,16,31,165,3,19,126,2,26,x,1,21,x,1,36,x,2,125,x,-,-,-
4,13215,国立市,1,H,運輸業，郵便業,11,433,…,3,9,…,1,5,…,1,17,…,1,23,…,1,46,…,4,333,…,-,-,…
