地域階層,地域コード,地域名,産業分類階層,大分類,産業分類名,企業等／総数／企業数（企業）,企業等／総数／事業所数（事業所）,企業等／総数／企業従業者数（人）,企業等／総数／売上（収入）金額（百万円）,個人経営／企業数（企業）,個人経営／事業所数（事業所）,個人経営／企業従業者数（人）,個人経営／売上（収入）金額（百万円）,法人／会社企業／総数／企業数（企業）,法人／会社企業／総数／事業所数（事業所）,法人／会社企業／総数／企業従業者数（人）,法人／会社企業／総数／売上（収入）金額（百万円）,法人／会社企業／資本金階級／300万円未満／企業数（企業）,法人／会社企業／資本金階級／300万円未満／事業所数（事業所）,法人／会社企業／資本金階級／300万円未満／企業従業者数（人）,法人／会社企業／資本金階級／300万円未満／売上（収入）金額（百万円）,法人／会社企業／資本金階級／300万～500万円未満／企業数（企業）,法人／会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,法人／会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,法人／会社企業／資本金階級／300万～500万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／500万～1000万円未満／企業数（企業）,法人／会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／500万～1000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,法人／会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／1000万～3000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,法人／会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／3000万～5000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／5000万～1億円未満／企業数（企業）,法人／会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,法人／会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,法人／会社企業／資本金階級／5000万～1億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／1億円～3億円未満／企業数（企業）,法人／会社企業／資本金階級／1億円～3億円未満／事業所数（事業所）,法人／会社企業／資本金階級／1億円～3億円未満／企業従業者数（人）,法人／会社企業／資本金階級／1億円～3億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／3億円～10億円未満／企業数（企業）,法人／会社企業／資本金階級／3億円～10億円未満／事業所数（事業所）,法人／会社企業／資本金階級／3億円～10億円未満／企業従業者数（人）,法人／会社企業／資本金階級／3億円～10億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／10億円～50億円未満／企業数（企業）,法人／会社企業／資本金階級／10億円～50億円未満／事業所数（事業所）,法人／会社企業／資本金階級／10億円～50億円未満／企業従業者数（人）,法人／会社企業／資本金階級／10億円～50億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／50億円以上／企業数（企業）,法人／会社企業／資本金階級／50億円以上／事業所数（事業所）,法人／会社企業／資本金階級／50億円以上／企業従業者数（人）,法人／会社企業／資本金階級／50億円以上／売上（収入）（百万円）,法人／会社以外の法人／企業数（企業）,法人／会社以外の法人／事業所数（事業所）,法人／会社以外の法人／企業従業者数（人）,法人／会社以外の法人／売上（収入）金額（百万円）
4,13209,町田市,1,D,建設業,797,830,4740,81772,139,139,285,x,657,690,4452,80281,31,31,162,1465,315,320,1408,16424,72,74,386,6130,195,208,1510,28705,27,39,785,20713,9,10,190,6784,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,x
4,13209,町田市,1,E,製造業,345,454,7018,123383,58,58,143,x,286,395,6866,122765,11,11,46,543,91,105,750,5063,25,30,271,2224,113,139,1501,21787,23,36,1146,14143,11,14,522,9577,7,42,1418,38135,2,9,474,x,2,8,728,x,-,-,-,-,1,1,9,x
4,13209,町田市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,G,情報通信業,139,153,1221,13368,5,5,5,x,132,146,1212,x,21,21,67,313,50,50,166,1066,12,14,65,764,42,50,560,5841,2,4,56,x,1,2,117,x,1,2,177,x,-,-,-,-,-,-,-,-,-,-,-,-,2,2,4,x
4,13209,町田市,1,H,運輸業，郵便業,69,79,1270,x,30,30,42,x,36,45,1104,7307,-,-,-,-,12,14,70,445,6,8,189,1250,14,19,585,4046,2,2,251,x,-,-,-,-,-,-,-,-,1,1,2,x,-,-,-,-,-,-,-,-,3,4,124,x
4,13209,町田市,1,I,卸売業，小売業,1297,1930,12495,257568,483,484,1893,x,808,1440,10453,x,40,47,373,3191,366,430,2310,31389,102,127,949,10205,234,460,3328,73445,21,245,946,13471,10,49,1480,61141,7,34,607,20653,2,12,252,x,-,-,-,-,-,-,-,-,6,6,149,5408
4,13209,町田市,1,J,金融業，保険業,64,64,246,x,11,11,19,142,52,52,213,x,7,7,60,x,27,27,91,x,7,7,25,x,7,7,17,x,3,3,16,x,-,-,-,-,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,1,1,14,x
4,13209,町田市,1,K,不動産業，物品賃貸業,668,718,2855,53263,186,186,287,2131,479,529,2554,51075,31,32,65,759,206,211,664,9205,50,50,164,1639,162,199,1226,24601,13,14,236,8187,10,14,86,4378,3,4,41,1709,-,-,-,-,1,2,66,x,-,-,-,-,3,3,14,57
4,13209,町田市,1,L,学術研究，専門・技術サービス業,489,511,2213,25825,220,221,584,3935,253,272,1436,20001,27,27,79,401,115,121,377,2110,25,30,261,2128,76,82,538,6213,2,3,45,x,2,3,50,x,-,-,-,-,1,1,16,x,-,-,-,-,1,1,53,x,16,18,193,1889
4,13209,町田市,1,M,宿泊業，飲食サービス業,679,744,4617,21009,497,498,1598,4958,179,243,2976,x,19,23,232,1069,81,92,791,4130,29,36,342,1577,37,69,1283,5814,3,12,242,1905,2,2,32,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,43,x
4,13209,町田市,1,N,生活関連サービス業，娯楽業,648,741,3213,42368,473,478,1063,3356,171,259,2121,38910,18,23,202,1317,90,107,690,4528,19,24,162,943,33,64,734,11932,2,31,244,x,1,1,40,x,2,2,12,x,-,-,-,-,-,-,-,-,-,-,-,-,4,4,29,102
4,13209,町田市,1,O,教育，学習支援業,315,465,7338,59954,222,226,684,1490,60,156,1295,8920,8,9,114,759,27,37,251,935,8,31,368,1136,13,70,427,4589,1,3,25,x,1,4,100,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,83,5359,49544
4,13209,町田市,1,P,医療，福祉,736,1016,17036,103455,424,428,2068,13904,87,154,2188,7701,15,16,107,346,41,61,726,2925,11,19,320,964,16,36,487,1441,-,-,-,-,-,-,-,-,1,1,92,x,1,19,450,x,-,-,-,-,-,-,-,-,225,434,12780,81850
4,13209,町田市,1,Q,複合サービス事業,3,22,352,3380,1,1,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,21,349,x
4,13209,町田市,1,R,サービス業（他に分類されないもの）,317,383,4380,28535,48,48,109,418,185,223,3395,25243,18,18,63,388,90,94,498,3925,12,12,111,455,58,80,2006,14048,3,13,216,3776,1,3,449,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,112,876,2875
4,13210,小金井市,0,A-R,全産業（Ｓ公務を除く）,1814,2110,18205,x,843,851,2513,12901,838,1018,9193,x,77,84,452,3918,351,376,1669,15203,95,114,764,5978,266,326,2863,71679,18,20,1114,x,12,47,1398,22774,2,4,200,x,3,33,619,15926,-,-,-,-,-,-,-,-,133,241,6499,78840
4,13210,小金井市,0,A-B,農林漁業（Ａ～Ｂ）,2,2,20,x,-,-,-,-,2,2,20,x,-,-,-,-,-,-,-,-,-,-,-,-,2,2,20,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,A,農業，林業,2,2,20,x,-,-,-,-,2,2,20,x,-,-,-,-,-,-,-,-,-,-,-,-,2,2,20,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,D,建設業,136,142,796,26026,22,22,40,200,114,120,756,25827,6,6,27,268,36,36,175,2927,12,12,58,512,49,53,397,15474,6,6,63,4610,2,4,25,x,1,1,8,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,E,製造業,64,115,1708,34918,15,15,24,60,49,100,1684,34859,7,9,51,689,14,15,67,489,3,3,4,41,17,20,143,1741,2,2,31,x,3,19,801,16327,-,-,-,-,2,31,586,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,G,情報通信業,32,41,391,18435,1,1,2,x,31,40,389,x,6,6,10,x,9,9,48,571,2,2,4,x,13,22,326,17776,-,-,-,-,1,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,H,運輸業，郵便業,13,20,532,2532,2,2,2,x,9,16,527,x,-,-,-,-,2,2,6,x,-,-,-,-,6,13,505,2411,-,-,-,-,1,1,16,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,3,x
4,13210,小金井市,1,I,卸売業，小売業,379,423,2235,32222,159,160,501,3493,217,258,1677,28588,13,17,138,1917,97,108,482,5773,28,36,256,2914,67,83,477,10403,5,5,65,4153,1,1,4,x,1,3,192,x,-,-,-,-,-,-,-,-,-,-,-,-,3,5,57,141
4,13210,小金井市,1,J,金融業，保険業,11,11,40,246,-,-,-,-,10,10,27,x,1,1,1,x,3,3,5,x,-,-,-,-,6,6,21,196,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,13,x
4,13210,小金井市,1,K,不動産業，物品賃貸業,222,230,652,11832,66,67,112,x,155,162,539,10898,11,11,27,217,76,77,228,2148,11,11,48,455,51,56,189,x,3,3,5,105,2,2,9,x,-,-,-,-,1,2,33,x,-,-,-,-,-,-,-,-,1,1,1,x
4,13210,小金井市,1,L,学術研究，専門・技術サービス業,133,160,1442,41191,52,53,167,x,73,82,306,x,12,12,29,186,26,29,80,612,10,10,52,x,24,30,139,999,-,-,-,-,1,1,6,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,25,969,x
4,13210,小金井市,1,M,宿泊業，飲食サービス業,245,252,1236,4840,180,181,522,1600,60,65,582,x,8,9,92,270,28,28,247,936,8,9,92,562,13,16,124,425,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,132,x
4,13210,小金井市,1,N,生活関連サービス業，娯楽業,194,232,1229,19711,139,142,288,785,51,86,917,18903,4,4,12,224,31,38,171,1058,8,16,80,456,6,9,114,12451,-,-,-,-,1,18,536,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,24,24
4,13210,小金井市,1,O,教育，学習支援業,80,92,2273,17886,49,49,143,269,21,21,324,2140,4,4,23,22,8,8,46,199,3,3,41,90,4,4,122,1215,1,1,77,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,22,1806,15477
4,13210,小金井市,1,P,医療，福祉,243,297,3902,22499,153,154,700,4525,28,34,363,1084,5,5,42,105,13,15,98,355,6,8,64,166,4,6,159,458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,109,2839,16889
4,13210,小金井市,1,Q,複合サービス事業,1,26,500,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,26,500,x
4,13210,小金井市,1,R,サービス業（他に分類されないもの）,59,67,1249,3537,5,5,12,26,18,22,1082,2687,-,-,-,-,8,8,16,91,4,4,65,215,4,6,127,703,1,3,873,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,40,155,824
4,13211,小平市,0,A-R,全産業（Ｓ公務を除く）,3073,3618,40637,x,1518,1524,4363,20937,1395,1843,26463,x,112,128,745,5251,628,733,4302,36890,146,158,1003,8449,408,545,5571,103643,31,60,1186,19677,31,78,1294,32307,9,60,2145,53297,2,19,820,x,3,19,1988,35817,2,20,7328,x,160,251,9811,72056
4,13211,小平市,0,A-B,農林漁業（Ａ～Ｂ）,8,8,83,x,-,-,-,-,8,8,83,x,-,-,-,-,5,5,27,135,1,1,24,x,2,2,32,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,A,農業，林業,8,8,83,x,-,-,-,-,8,8,83,x,-,-,-,-,5,5,27,135,1,1,24,x,2,2,32,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,D,建設業,377,395,2538,49006,77,77,179,1195,300,318,2359,47811,12,12,47,460,120,121,554,6577,31,33,171,2405,106,110,964,20673,9,12,239,7668,13,21,353,9830,1,1,6,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,E,製造業,157,217,11373,231582,24,24,49,160,133,193,11324,231423,5,5,21,157,51,51,224,2025,13,14,98,1033,51,69,1028,22373,3,5,104,1501,5,7,198,4221,1,13,1061,x,-,-,-,-,1,10,1535,x,1,17,7050,x,-,-,-,-
4,13211,小平市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,G,情報通信業,39,41,379,x,-,-,-,-,39,41,379,x,6,6,24,x,15,16,43,202,1,1,2,x,15,15,67,773,-,-,-,-,-,-,-,-,2,3,243,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,H,運輸業，郵便業,23,61,1119,11196,5,5,6,16,18,56,1113,11179,1,1,7,x,2,3,55,x,2,2,54,x,7,19,363,3061,3,4,11,x,2,7,169,x,1,20,454,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,I,卸売業，小売業,652,807,5454,108475,307,309,968,x,343,496,4447,101887,31,36,244,2616,160,241,1860,17495,36,39,198,2292,94,126,1065,43546,10,16,360,8437,5,24,341,14828,1,1,4,x,-,-,-,-,1,8,348,x,-,-,-,-,2,2,39,x
4,13211,小平市,1,J,金融業，保険業,27,28,113,x,3,3,4,x,24,25,109,x,1,1,1,x,11,11,39,x,1,1,3,x,11,12,66,776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,K,不動産業，物品賃貸業,296,303,779,8284,116,116,215,x,179,186,563,6679,12,12,29,201,87,88,216,2244,20,22,57,562,50,53,174,1812,4,5,70,1360,1,1,1,x,1,1,3,x,1,1,6,x,-,-,-,-,-,-,-,-,1,1,1,x
4,13211,小平市,1,L,学術研究，専門・技術サービス業,162,171,918,x,57,57,174,x,103,112,735,69184,11,11,22,291,57,58,215,1486,9,9,39,228,23,29,174,1483,-,-,-,-,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,1,3,278,x,2,2,9,x
4,13211,小平市,1,M,宿泊業，飲食サービス業,371,385,1728,5595,304,304,854,x,64,76,838,2988,5,5,28,123,30,36,317,1021,16,18,206,809,10,14,276,1024,-,-,-,-,-,-,-,-,1,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,3,5,36,x
4,13211,小平市,1,N,生活関連サービス業，娯楽業,306,380,1517,9820,248,252,492,1242,57,127,970,x,8,11,56,299,27,31,132,2999,6,6,46,351,13,65,533,3636,1,1,2,x,1,12,96,x,-,-,-,-,-,-,-,-,1,1,105,x,-,-,-,-,1,1,55,x
4,13211,小平市,1,O,教育，学習支援業,168,219,4259,36523,127,127,380,x,21,51,676,5281,5,7,22,112,8,13,78,247,1,1,20,x,5,9,97,x,-,-,-,-,1,1,86,x,1,20,373,x,-,-,-,-,-,-,-,-,-,-,-,-,20,41,3203,x
4,13211,小平市,1,P,医療，福祉,346,413,7704,46086,226,226,995,6574,35,43,486,1558,9,11,152,643,17,21,236,485,4,6,57,230,4,4,38,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,144,6223,37953
4,13211,小平市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,R,サービス業（他に分類されないもの）,141,190,2673,31020,24,24,47,121,71,111,2381,28323,6,10,92,193,38,38,306,1411,5,5,28,120,17,18,694,3294,1,17,400,x,2,4,46,x,-,-,-,-,1,18,814,x,-,-,-,-,-,-,-,-,46,55,245,2575
4,13212,日野市,0,A-R,全産業（Ｓ公務を除く）,2851,3391,44360,x,1452,1462,4171,22634,1238,1638,32220,x,108,122,769,7963,551,579,2816,23175,145,153,968,10618,358,489,5075,68298,33,69,1181,28024,19,98,2760,49923,7,38,853,29295,1,2,154,x,4,9,862,29965,2,68,16741,x,161,291,7969,58340
4,13212,日野市,0,A-B,農林漁業（Ａ～Ｂ）,4,4,14,x,-,-,-,-,4,4,14,x,-,-,-,-,2,2,5,x,1,1,5,x,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,A,農業，林業,4,4,14,x,-,-,-,-,4,4,14,x,-,-,-,-,2,2,5,x,1,1,5,x,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,D,建設業,293,326,1983,44699,62,62,119,x,230,263,1858,43433,12,12,40,679,95,98,393,5056,31,31,195,3179,73,86,670,10809,10,12,130,5997,7,19,358,15548,1,4,70,x,-,-,-,-,-,-,-,-,-,-,-,-,1,1,6,x
4,13212,日野市,1,E,製造業,159,257,19691,1413519,42,42,89,239,117,215,19602,1413279,2,2,4,x,39,40,252,1709,14,15,65,393,48,57,630,8074,5,8,289,4886,1,7,141,x,3,9,486,11983,1,2,154,x,2,7,840,x,2,68,16741,x,-,-,-,-
4,13212,日野市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,G,情報通信業,60,62,482,8845,7,7,10,25,53,55,472,8820,6,6,12,64,24,24,84,x,4,4,20,205,14,15,83,675,3,4,210,4844,1,1,43,x,-,-,-,-,-,-,-,-,1,1,20,x,-,-,-,-,-,-,-,-
4,13212,日野市,1,H,運輸業，郵便業,35,47,1010,14318,17,17,20,x,16,28,971,x,-,-,-,-,4,4,10,153,3,3,19,x,7,9,717,x,-,-,-,-,2,12,225,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,19,x
4,13212,日野市,1,I,卸売業，小売業,483,613,4071,72473,199,202,670,x,282,409,3392,67161,26,36,404,5677,120,133,834,8784,41,44,198,2475,81,148,1151,28553,5,22,261,10001,4,15,437,10443,1,7,89,x,-,-,-,-,-,-,-,-,-,-,-,-,2,2,9,x
4,13212,日野市,1,J,金融業，保険業,28,29,73,x,5,5,10,x,23,24,63,x,5,5,19,x,15,15,35,174,-,-,-,-,3,4,9,157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,K,不動産業，物品賃貸業,377,382,902,22665,224,224,352,x,152,157,549,19575,12,12,34,349,79,79,238,1775,8,8,18,277,50,55,217,5839,1,1,4,x,-,-,-,-,1,1,36,x,-,-,-,-,1,1,2,x,-,-,-,-,1,1,1,x
4,13212,日野市,1,L,学術研究，専門・技術サービス業,219,257,1950,15020,100,100,304,1863,111,149,1587,12822,11,11,16,149,57,57,152,1005,14,14,67,554,25,26,275,2817,1,2,41,x,2,37,1029,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,59,335
4,13212,日野市,1,M,宿泊業，飲食サービス業,286,296,1363,5013,221,222,680,x,64,73,677,x,8,9,36,121,36,38,288,1370,7,8,52,235,10,15,271,1145,2,2,25,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,6,x
4,13212,日野市,1,N,生活関連サービス業，娯楽業,261,275,989,4925,206,209,438,1160,54,65,550,x,6,6,18,105,28,34,145,x,5,5,45,x,14,19,337,1238,-,-,-,-,1,1,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,x
4,13212,日野市,1,O,教育，学習支援業,169,189,3957,21652,134,135,342,x,22,26,309,1888,2,4,12,x,8,8,76,206,3,3,61,499,7,7,37,x,2,4,123,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,28,3306,x
4,13212,日野市,1,P,医療，福祉,333,447,5642,42707,205,207,1074,x,43,60,718,x,9,10,109,261,13,16,157,601,9,11,89,316,9,16,323,1288,2,6,37,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,180,3850,33176
4,13212,日野市,1,Q,複合サービス事業,1,8,294,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,294,x
4,13212,日野市,1,R,サービス業（他に分類されないもの）,143,199,1939,18270,30,30,63,243,67,110,1458,14981,9,9,65,226,31,31,147,1000,5,6,134,793,16,31,351,4327,2,8,61,x,1,6,522,x,1,17,172,x,-,-,-,-,-,-,-,-,-,-,-,-,46,59,418,3047
4,13213,東村山市,0,A-R,全産業（Ｓ公務を除く）,2297,2710,20495,203067,1115,1123,3475,16634,1050,1403,11801,150162,67,70,430,2982,453,512,2816,25005,148,167,913,10340,317,537,5664,71258,27,62,850,17444,16,29,810,18640,1,3,48,x,1,3,76,x,-,-,-,-,-,-,-,-,132,184,5219,36271
4,13213,東村山市,0,A-B,農林漁業（Ａ～Ｂ）,6,6,21,121,-,-,-,-,6,6,21,121,1,1,4,x,5,5,17,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,A,農業，林業,6,6,21,121,-,-,-,-,6,6,21,121,1,1,4,x,5,5,17,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,D,建設業,299,309,1475,25673,56,56,107,x,242,252,1355,24726,12,12,43,589,114,121,528,5996,40,40,167,2291,61,63,465,10600,8,9,113,4321,2,2,22,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,13,x
4,13213,東村山市,1,E,製造業,163,188,2199,31234,33,33,60,x,129,154,2022,30161,4,4,17,273,43,45,191,x,18,21,167,3333,49,56,1012,9555,5,7,126,x,9,18,433,11831,-,-,-,-,1,3,76,x,-,-,-,-,-,-,-,-,1,1,117,x
4,13213,東村山市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,G,情報通信業,17,18,235,x,1,1,1,x,15,16,226,2084,4,4,9,80,6,6,8,18,1,1,2,x,3,4,8,x,-,-,-,-,1,1,199,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,8,x
4,13213,東村山市,1,H,運輸業，郵便業,36,43,959,6947,7,7,10,27,28,35,935,x,-,-,-,-,10,11,173,x,4,4,45,369,12,16,613,4134,2,4,104,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,14,x
4,13213,東村山市,1,I,卸売業，小売業,477,570,3207,61105,232,233,683,x,241,333,2434,52407,14,14,142,1250,98,116,682,9854,31,36,201,2493,85,128,1005,27633,5,28,218,6996,1,4,86,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,90,x
4,13213,東村山市,1,J,金融業，保険業,15,15,40,142,5,5,10,26,10,10,30,116,-,-,-,-,7,7,26,105,1,1,1,x,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
