地域階層,地域コード,地域名,産業分類階層,大分類,分類名,資本金階級／総数／企業数（企業）,資本金階級／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,13199,境界未定地域,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,G,情報通信業,12,3477,-,-,-,-,-,-,3,122,-,-,2,34,3,2879,2,23,-,-,1,413
4,13199,境界未定地域,1,H,運輸業，郵便業,1,45,-,-,-,-,-,-,1,45,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,I,卸売業，小売業,36,9708,1,46,11,38,4,14,13,9296,-,-,1,47,-,-,1,102,-,-,-,-
4,13199,境界未定地域,1,J,金融業，保険業,8,698,1,2,-,-,-,-,-,-,-,-,-,-,2,36,1,8,2,43,2,609
4,13199,境界未定地域,1,K,不動産業，物品賃貸業,8,1625,-,-,-,-,-,-,1,12,-,-,2,36,4,1567,1,10,-,-,-,-
4,13199,境界未定地域,1,L,学術研究，専門・技術サービス業,12,2037,-,-,-,-,-,-,2,85,-,-,-,-,4,1403,2,200,1,74,3,275
4,13199,境界未定地域,1,M,宿泊業，飲食サービス業,33,773,-,-,10,92,3,19,12,129,1,53,3,54,1,136,1,256,-,-,-,-
4,13199,境界未定地域,1,N,生活関連サービス業，娯楽業,11,12814,2,27,-,-,1,848,4,23,-,-,2,40,-,-,-,-,-,-,1,11830
4,13199,境界未定地域,1,O,教育，学習支援業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,P,医療，福祉,2,312,-,-,-,-,-,-,-,-,1,296,1,16,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,R,サービス業（他に分類されないもの）,12,6710,-,-,-,-,-,-,2,210,3,170,1,5,3,214,1,3312,1,2793,-,-
1,13200,市部,0,A-R,全産業（Ｓ公務を除く）,44509,903556,2977,19599,18350,110427,4912,39903,13277,210875,1334,59315,847,72220,269,157881,113,44377,57,85415,41,70911
1,13200,市部,0,A-B,農林漁業（Ａ～Ｂ）,187,1688,14,57,90,626,29,217,44,467,4,58,4,253,-,-,-,-,-,-,-,-
1,13200,市部,1,A,農業，林業,186,1684,14,57,90,626,29,217,43,463,4,58,4,253,-,-,-,-,-,-,-,-
1,13200,市部,1,B,漁業,1,4,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,0,C-R,非農林漁業（Ｃ～Ｒ）,44322,901868,2963,19542,18260,109801,4883,39686,13233,210408,1330,59257,843,71967,269,157881,113,44377,57,85415,41,70911
1,13200,市部,1,C,鉱業，採石業，砂利採取業,11,95,-,-,4,23,-,-,6,58,1,14,-,-,-,-,-,-,-,-,-,-
1,13200,市部,1,D,建設業,8304,65048,341,1584,3544,16945,1067,5986,2605,23444,308,6008,141,4939,24,1330,3,681,2,1379,2,444
1,13200,市部,1,E,製造業,4783,165341,139,1002,1541,8754,495,3700,1859,32882,254,11590,212,18291,75,18201,36,10241,22,9528,21,48946
1,13200,市部,1,F,電気・ガス・熱供給・水道業,11,472,1,1,-,-,1,5,3,38,2,184,2,155,1,77,1,12,-,-,-,-
1,13200,市部,1,G,情報通信業,1659,29407,220,918,612,2275,128,921,508,6472,47,4033,38,5516,26,4935,7,1525,5,1832,-,-
1,13200,市部,1,H,運輸業，郵便業,831,53049,20,337,199,1818,118,2486,357,16728,48,4528,36,9013,12,6944,6,2235,3,4094,1,2935
1,13200,市部,1,I,卸売業，小売業,10295,193883,625,5722,4352,31274,1174,9304,3065,42382,289,13604,166,16849,42,9180,21,16593,10,32350,4,10159
1,13200,市部,1,J,金融業，保険業,506,7198,53,210,267,961,41,179,111,573,9,66,5,26,2,4,1,2,1,119,3,4968
1,13200,市部,1,K,不動産業，物品賃貸業,6202,30272,353,901,2772,8043,631,2076,1968,10718,157,1553,116,1677,35,2084,16,966,7,1483,-,-
1,13200,市部,1,L,学術研究，専門・技術サービス業,2747,24540,286,809,1241,4268,245,1271,788,6311,48,1628,25,2122,8,363,6,6601,1,107,6,572
1,13200,市部,1,M,宿泊業，飲食サービス業,2768,189908,270,2678,1138,11900,353,5587,450,19193,30,1658,24,3720,8,100486,2,1569,3,33820,1,1301
1,13200,市部,1,N,生活関連サービス業，娯楽業,2142,39894,195,1429,917,7779,242,2277,469,14810,36,4368,27,2874,10,1914,4,891,1,105,2,224
1,13200,市部,1,O,教育，学習支援業,718,13004,93,813,282,2535,72,1503,164,4563,12,716,7,530,3,501,1,5,1,597,-,-
1,13200,市部,1,P,医療，福祉,1123,23823,205,1994,450,6594,133,2365,167,6341,20,1987,11,1296,3,270,2,512,-,-,-,-
1,13200,市部,1,Q,複合サービス事業,1,7,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,1,R,サービス業（他に分類されないもの）,2221,65927,162,1144,941,6632,183,2026,712,25888,69,7320,33,4959,20,11592,7,2544,1,1,1,1362
4,13201,八王子市,0,A-R,全産業（Ｓ公務を除く）,6841,111297,402,2755,2910,18101,719,5636,2004,32780,236,10632,142,10787,39,13017,16,7469,4,2394,4,2458
4,13201,八王子市,0,A-B,農林漁業（Ａ～Ｂ）,24,204,4,19,13,154,2,2,3,16,2,13,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,A,農業，林業,24,204,4,19,13,154,2,2,3,16,2,13,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,0,C-R,非農林漁業（Ｃ～Ｒ）,6817,111093,398,2736,2897,17947,717,5634,2001,32764,234,10619,142,10787,39,13017,16,7469,4,2394,4,2458
4,13201,八王子市,1,C,鉱業，採石業，砂利採取業,1,6,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,D,建設業,1265,9879,47,257,586,2993,169,982,344,3234,68,1338,13,455,2,54,1,190,-,-,-,-
4,13201,八王子市,1,E,製造業,1028,24263,22,116,367,2102,108,784,387,6142,56,1920,43,3774,12,6200,6,814,1,287,3,1822
4,13201,八王子市,1,F,電気・ガス・熱供給・水道業,2,20,-,-,-,-,-,-,2,20,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,G,情報通信業,207,4066,32,190,80,178,16,95,65,650,2,2160,3,200,2,262,2,314,-,-,-,-
4,13201,八王子市,1,H,運輸業，郵便業,132,4919,2,7,42,284,22,450,52,2148,3,70,6,394,2,451,-,-,-,-,-,-
4,13201,八王子市,1,I,卸売業，小売業,1601,30779,91,823,649,4893,164,1328,506,7286,47,2122,36,3481,7,3523,3,4739,1,863,1,636
4,13201,八王子市,1,J,金融業，保険業,74,335,7,38,49,207,8,42,7,39,1,5,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,K,不動産業，物品賃貸業,818,3545,35,82,370,1014,81,247,254,1509,22,223,21,217,4,55,1,10,1,65,-,-
4,13201,八王子市,1,L,学術研究，専門・技術サービス業,392,2271,41,106,194,657,28,133,103,712,5,102,4,102,1,43,1,385,-,-,-,-
4,13201,八王子市,1,M,宿泊業，飲食サービス業,371,7524,30,294,156,1765,34,378,70,2232,2,32,2,705,2,174,-,-,1,1179,-,-
4,13201,八王子市,1,N,生活関連サービス業，娯楽業,290,5531,26,244,122,1189,31,328,62,1848,6,343,5,525,2,259,1,489,-,-,-,-
4,13201,八王子市,1,O,教育，学習支援業,75,1351,11,178,34,223,7,108,12,460,3,303,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,P,医療，福祉,187,5296,26,241,76,1497,21,451,30,1752,6,247,4,661,2,178,-,-,-,-,-,-
4,13201,八王子市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,R,サービス業（他に分類されないもの）,374,11308,28,160,171,939,28,308,107,4732,13,1754,5,273,3,1818,1,528,-,-,-,-
4,13202,立川市,0,A-R,全産業（Ｓ公務を除く）,2345,61434,143,1011,827,5479,230,2172,810,15894,81,5009,68,8570,20,3298,11,5441,7,960,3,11204
4,13202,立川市,0,A-B,農林漁業（Ａ～Ｂ）,11,73,-,-,-,-,4,27,5,26,1,13,1,7,-,-,-,-,-,-,-,-
4,13202,立川市,1,A,農業，林業,11,73,-,-,-,-,4,27,5,26,1,13,1,7,-,-,-,-,-,-,-,-
4,13202,立川市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13202,立川市,0,C-R,非農林漁業（Ｃ～Ｒ）,2334,61361,143,1011,827,5479,226,2145,805,15868,80,4996,67,8563,20,3298,11,5441,7,960,3,11204
4,13202,立川市,1,C,鉱業，採石業，砂利採取業,3,23,-,-,1,3,-,-,2,20,-,-,-,-,-,-,-,-,-,-,-,-
4,13202,立川市,1,D,建設業,378,4177,12,51,150,859,46,259,125,1462,16,342,11,649,1,167,-,-,1,224,-,-
4,13202,立川市,1,E,製造業,208,7033,6,51,55,382,17,97,90,1863,6,839,11,651,6,495,1,270,3,410,1,1615
4,13202,立川市,1,F,電気・ガス・熱供給・水道業,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,12,-,-,-,-
4,13202,立川市,1,G,情報通信業,117,4484,11,62,22,113,6,27,56,890,10,300,6,1440,3,634,2,1018,1,-,-,-
4,13202,立川市,1,H,運輸業，郵便業,42,4899,3,15,5,92,7,192,17,1153,1,114,5,2188,2,1124,-,-,-,-,-,-
4,13202,立川市,1,I,卸売業，小売業,518,21117,31,322,194,1409,59,431,171,2742,17,1986,14,1955,2,112,1,2589,1,111,1,9172
4,13202,立川市,1,J,金融業，保険業,41,632,6,22,16,79,3,9,15,105,-,-,-,-,-,-,-,-,-,-,1,417
4,13202,立川市,1,K,不動産業，物品賃貸業,355,1972,19,64,135,375,21,56,140,1084,13,104,10,88,4,103,3,67,-,-,-,-
4,13202,立川市,1,L,学術研究，専門・技術サービス業,148,1134,10,45,59,215,15,65,52,631,6,144,-,-,1,6,-,-,-,-,-,-
4,13202,立川市,1,M,宿泊業，飲食サービス業,193,4944,15,133,71,874,27,444,38,1320,1,5,2,48,-,-,1,1372,1,215,-,-
4,13202,立川市,1,N,生活関連サービス業，娯楽業,121,3170,13,81,46,279,11,193,26,1925,2,197,2,53,-,-,-,-,-,-,-,-
4,13202,立川市,1,O,教育，学習支援業,33,1063,1,5,13,253,5,302,9,170,-,-,1,151,-,-,-,-,-,-,-,-
4,13202,立川市,1,P,医療，福祉,62,1296,8,55,28,379,5,43,13,414,1,18,1,217,-,-,1,62,-,-,-,-
4,13202,立川市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13202,立川市,1,R,サービス業（他に分類されないもの）,114,5405,8,105,32,167,4,27,51,2089,7,947,4,1123,1,657,1,51,-,-,-,-
4,13203,武蔵野市,0,A-R,全産業（Ｓ公務を除く）,2434,179871,192,1071,946,5489,277,2297,711,15371,80,2665,53,3976,17,100424,5,3610,6,36928,4,5463
4,13203,武蔵野市,0,A-B,農林漁業（Ａ～Ｂ）,3,14,-,-,1,2,-,-,2,12,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,A,農業，林業,3,14,-,-,1,2,-,-,2,12,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,0,C-R,非農林漁業（Ｃ～Ｒ）,2431,179857,192,1071,945,5487,277,2297,709,15359,80,2665,53,3976,17,100424,5,3610,6,36928,4,5463
4,13203,武蔵野市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,D,建設業,176,1463,1,3,64,255,17,81,75,594,9,199,6,140,3,189,-,-,-,-,-,-
4,13203,武蔵野市,1,E,製造業,101,5904,1,7,26,123,15,94,43,537,5,167,6,183,1,517,1,242,-,-,2,3994
4,13203,武蔵野市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,G,情報通信業,157,1900,14,81,62,303,13,103,56,924,1,3,6,409,1,14,1,24,-,-,-,-
4,13203,武蔵野市,1,H,運輸業，郵便業,14,3299,-,-,6,43,1,17,6,383,-,-,-,-,-,-,-,-,1,2856,-,-
4,13203,武蔵野市,1,I,卸売業，小売業,583,13321,39,175,223,1417,67,535,169,4123,29,1482,8,2381,4,63,2,2616,-,-,-,-
4,13203,武蔵野市,1,J,金融業，保険業,26,400,1,2,5,15,2,15,13,54,-,-,2,6,-,-,-,-,1,119,1,168
4,13203,武蔵野市,1,K,不動産業，物品賃貸業,540,4459,29,76,215,599,68,249,179,1035,18,160,15,327,5,361,1,728,1,823,-,-
4,13203,武蔵野市,1,L,学術研究，専門・技術サービス業,154,783,17,48,73,306,15,60,43,240,2,10,2,10,-,-,-,-,1,107,-,-
4,13203,武蔵野市,1,M,宿泊業，飲食サービス業,292,141716,39,291,114,1096,37,610,34,5353,5,263,4,163,2,99169,-,-,1,32426,1,1301
4,13203,武蔵野市,1,N,生活関連サービス業，娯楽業,165,2355,17,92,80,837,18,258,32,759,5,91,2,189,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,O,教育，学習支援業,76,1582,11,87,30,222,8,126,19,429,1,20,-,-,-,-,-,-,1,597,-,-
4,13203,武蔵野市,1,P,医療，福祉,56,1180,13,146,14,117,10,121,8,239,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,R,サービス業（他に分類されないもの）,91,1495,10,63,33,154,6,28,32,689,5,270,2,168,1,111,-,-,-,-,-,-
4,13204,三鷹市,0,A-R,全産業（Ｓ公務を除く）,1923,28198,133,662,802,4244,164,1458,614,9373,48,1553,39,2512,16,1972,3,183,1,1,3,4846
4,13204,三鷹市,0,A-B,農林漁業（Ａ～Ｂ）,11,60,2,8,6,32,-,-,3,20,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,A,農業，林業,11,60,2,8,6,32,-,-,3,20,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,0,C-R,非農林漁業（Ｃ～Ｒ）,1912,28138,131,654,796,4212,164,1458,611,9353,48,1553,39,2512,16,1972,3,183,1,1,3,4846
4,13204,三鷹市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,D,建設業,335,2330,11,45,124,500,38,203,133,950,12,189,5,79,2,321,-,-,-,-,-,-
4,13204,三鷹市,1,E,製造業,189,6401,6,18,57,303,15,98,84,1465,9,292,9,595,2,83,1,45,-,-,2,3484
4,13204,三鷹市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,G,情報通信業,104,1117,15,76,36,127,7,66,30,270,2,8,3,209,2,199,1,128,1,1,-,-
4,13204,三鷹市,1,H,運輸業，郵便業,56,2904,-,-,12,128,6,64,30,1820,2,351,3,481,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,I,卸売業，小売業,418,4814,31,197,186,1164,35,284,125,1554,10,215,9,359,2,888,-,-,-,-,-,-
4,13204,三鷹市,1,J,金融業，保険業,17,59,2,4,9,20,-,-,3,11,-,-,1,5,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,K,不動産業，物品賃貸業,314,1274,21,70,159,432,19,132,95,386,5,105,2,7,5,69,1,10,-,-,-,-
4,13204,三鷹市,1,L,学術研究，専門・技術サービス業,135,1852,14,33,60,181,10,27,36,708,3,155,3,682,1,8,-,-,-,-,-,-
4,13204,三鷹市,1,M,宿泊業，飲食サービス業,80,919,9,95,38,285,12,273,7,133,-,-,2,30,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,N,生活関連サービス業，娯楽業,74,1186,8,27,29,143,7,51,20,513,2,16,1,13,1,71,-,-,-,-,-,-
4,13204,三鷹市,1,O,教育，学習支援業,28,432,2,7,15,87,2,11,5,114,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,P,医療，福祉,56,1098,8,66,25,316,5,202,4,216,1,98,1,52,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,R,サービス業（他に分類されないもの）,106,3752,4,16,46,526,8,47,39,1213,2,124,-,-,1,333,-,-,-,-,1,1362
4,13205,青梅市,0,A-R,全産業（Ｓ公務を除く）,1532,28188,91,893,585,3392,192,2470,490,8140,57,4905,33,1837,11,1613,6,2021,-,-,2,1985
4,13205,青梅市,0,A-B,農林漁業（Ａ～Ｂ）,5,29,-,-,4,17,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,A,農業，林業,5,29,-,-,4,17,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,0,C-R,非農林漁業（Ｃ～Ｒ）,1527,28159,91,893,581,3375,192,2470,489,8128,57,4905,33,1837,11,1613,6,2021,-,-,2,1985
4,13205,青梅市,1,C,鉱業，採石業，砂利採取業,2,36,-,-,-,-,-,-,1,22,1,14,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,D,建設業,276,2198,10,118,105,531,43,281,88,773,9,136,7,109,2,70,1,133,-,-,-,-
4,13205,青梅市,1,E,製造業,345,8616,12,212,118,663,41,263,126,2363,19,907,12,911,5,953,3,302,-,-,2,1985
4,13205,青梅市,1,F,電気・ガス・熱供給・水道業,2,75,1,1,-,-,-,-,-,-,1,74,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,G,情報通信業,20,280,2,7,6,56,1,3,6,53,1,40,2,110,-,-,-,-,-,-,-,-
4,13205,青梅市,1,H,運輸業，郵便業,38,1456,-,-,7,94,6,49,17,351,2,31,1,456,2,415,-,-,-,-,-,-
4,13205,青梅市,1,I,卸売業，小売業,356,4154,23,231,132,912,58,454,117,1956,9,250,5,123,1,20,1,92,-,-,-,-
4,13205,青梅市,1,J,金融業，保険業,20,66,3,6,9,27,3,7,5,26,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,K,不動産業，物品賃貸業,151,482,5,11,72,180,13,35,50,208,5,26,3,7,-,-,-,-,-,-,-,-
4,13205,青梅市,1,L,学術研究，専門・技術サービス業,57,1769,7,25,27,107,3,8,17,109,1,23,-,-,-,-,1,1494,-,-,-,-
4,13205,青梅市,1,M,宿泊業，飲食サービス業,62,1889,10,97,25,231,8,1193,11,270,1,12,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,N,生活関連サービス業，娯楽業,58,4616,4,36,25,208,2,7,18,973,2,3026,-,-,1,155,-,-,-,-,-,-
4,13205,青梅市,1,O,教育，学習支援業,18,360,3,6,5,45,-,-,3,193,-,-,2,63,-,-,-,-,-,-,-,-
4,13205,青梅市,1,P,医療，福祉,33,593,9,113,13,119,1,76,5,60,-,-,1,58,-,-,-,-,-,-,-,-
4,13205,青梅市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,R,サービス業（他に分類されないもの）,89,1569,2,30,37,202,13,94,25,771,6,366,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,0,A-R,全産業（Ｓ公務を除く）,2745,64794,151,1085,1122,7699,264,2409,852,13806,96,5481,68,8983,31,7578,8,2525,8,13195,-,-
4,13206,府中市,0,A-B,農林漁業（Ａ～Ｂ）,13,249,-,-,3,98,1,14,7,101,1,32,1,4,-,-,-,-,-,-,-,-
4,13206,府中市,1,A,農業，林業,12,245,-,-,3,98,1,14,6,97,1,32,1,4,-,-,-,-,-,-,-,-
4,13206,府中市,1,B,漁業,1,4,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,0,C-R,非農林漁業（Ｃ～Ｒ）,2732,64545,151,1085,1119,7601,263,2395,845,13705,95,5449,67,8979,31,7578,8,2525,8,13195,-,-
4,13206,府中市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,D,建設業,579,4860,17,57,256,1285,61,401,194,1931,18,312,12,345,2,72,1,358,-,-,-,-
4,13206,府中市,1,E,製造業,253,11337,3,6,74,425,18,93,90,1691,23,1268,17,2186,12,2906,4,1585,2,900,-,-
4,13206,府中市,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,G,情報通信業,105,5395,7,39,35,155,10,25,33,704,3,21,3,296,6,2180,-,-,2,1811,-,-
4,13206,府中市,1,H,運輸業，郵便業,52,4608,2,256,12,140,6,624,23,1033,1,48,4,1064,1,738,-,-,1,628,-,-
4,13206,府中市,1,I,卸売業，小売業,654,19424,35,293,317,2664,47,250,179,2188,18,1537,14,1489,3,775,1,10,2,9855,-,-
4,13206,府中市,1,J,金融業，保険業,28,154,2,2,14,66,5,42,4,30,1,1,1,11,-,-,-,-,-,-,-,-
4,13206,府中市,1,K,不動産業，物品賃貸業,366,1839,15,30,163,478,42,129,122,517,10,109,7,59,1,470,-,-,-,-,-,-
4,13206,府中市,1,L,学術研究，専門・技術サービス業,143,1222,12,26,56,227,12,81,50,447,4,199,1,10,3,221,-,-,-,-,-,-
4,13206,府中市,1,M,宿泊業，飲食サービス業,167,4818,13,116,66,762,26,300,29,656,2,717,3,1856,2,42,-,-,-,-,-,-
4,13206,府中市,1,N,生活関連サービス業，娯楽業,141,2342,16,65,51,591,18,197,35,792,4,90,-,-,1,174,-,-,-,-,-,-
4,13206,府中市,1,O,教育，学習支援業,40,661,9,50,12,74,3,31,10,423,1,51,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,P,医療，福祉,59,1303,11,88,20,214,6,94,11,402,3,410,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,R,サービス業（他に分類されないもの）,145,6582,9,57,43,520,9,128,65,2891,7,686,5,1663,-,-,2,572,1,1,-,-
4,13207,昭島市,0,A-R,全産業（Ｓ公務を除く）,1266,29165,70,536,516,3152,150,1138,385,6769,41,1536,27,1174,9,3772,9,1781,3,5051,2,3558
4,13207,昭島市,0,A-B,農林漁業（Ａ～Ｂ）,6,51,-,-,3,14,1,7,2,30,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,A,農業，林業,6,51,-,-,3,14,1,7,2,30,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,0,C-R,非農林漁業（Ｃ～Ｒ）,1260,29114,70,536,513,3138,149,1131,383,6739,41,1536,27,1174,9,3772,9,1781,3,5051,2,3558
4,13207,昭島市,1,C,鉱業，採石業，砂利採取業,1,5,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,D,建設業,253,1897,8,31,95,448,39,240,83,797,11,171,4,79,1,73,-,-,-,-,-,-
4,13207,昭島市,1,E,製造業,199,11292,5,15,63,328,22,152,73,2399,13,719,11,797,2,1140,4,1191,2,990,2,3558
4,13207,昭島市,1,F,電気・ガス・熱供給・水道業,1,77,-,-,-,-,-,-,-,-,-,-,-,-,1,77,-,-,-,-,-,-
4,13207,昭島市,1,G,情報通信業,32,311,3,9,13,22,1,2,11,216,1,17,1,1,1,42,-,-,-,-,-,-
4,13207,昭島市,1,H,運輸業，郵便業,21,2237,1,11,4,11,2,23,7,243,5,419,-,-,1,1507,1,23,-,-,-,-
4,13207,昭島市,1,I,卸売業，小売業,299,6907,15,201,140,758,35,316,88,918,6,114,6,100,-,-,1,366,1,4061,-,-
4,13207,昭島市,1,J,金融業，保険業,12,34,1,1,6,12,1,11,3,8,-,-,-,-,-,-,1,2,-,-,-,-
4,13207,昭島市,1,K,不動産業，物品賃貸業,148,622,9,32,70,198,14,53,44,213,3,10,4,107,-,-,1,2,-,-,-,-
4,13207,昭島市,1,L,学術研究，専門・技術サービス業,53,332,2,2,25,133,5,34,17,70,-,-,-,-,1,67,-,-,-,-,-,-
4,13207,昭島市,1,M,宿泊業，飲食サービス業,69,1180,6,42,31,383,7,59,12,138,1,48,-,-,-,-,1,197,-,-,-,-
4,13207,昭島市,1,N,生活関連サービス業，娯楽業,58,1015,7,98,22,327,5,28,15,458,1,38,-,-,1,29,-,-,-,-,-,-
4,13207,昭島市,1,O,教育，学習支援業,17,178,3,13,6,88,4,30,1,21,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,P,医療，福祉,28,620,5,48,11,190,5,110,4,123,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,R,サービス業（他に分類されないもの）,69,2407,5,33,27,240,9,73,24,1130,-,-,1,90,1,837,-,-,-,-,-,-
4,13208,調布市,0,A-R,全産業（Ｓ公務を除く）,2563,67662,168,997,988,5476,247,1999,836,13698,88,2865,43,3324,22,6970,9,6947,4,16293,5,7187
4,13208,調布市,0,A-B,農林漁業（Ａ～Ｂ）,9,47,1,8,7,32,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,A,農業，林業,9,47,1,8,7,32,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
