地域階層,地域コード,東京都26町丁目コード,地域名,町・大字名,丁目・字,地域名称,総数（経営組織）／事業所数（事業所）,総数（経営組織）／従業者数（人）,民営／事業所数（事業所）,民営／従業者数（人）,民営／個人／事業所数（事業所）,民営／個人／従業者数（人）,民営／法人／事業所数（事業所）,民営／法人／従業者数（人）,民営／法人／会社／事業所数（事業所）,民営／法人／会社／従業者数（人）,民営／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営／法人／会社／株式・有限・相互会社／従業者数（人）,民営／法人／会社／合資・合名会社／事業所数（事業所）,民営／法人／会社／合資・合名会社／従業者数（人）,民営／法人／会社／合同会社／事業所数（事業所）,民営／法人／会社／合同会社／従業者数（人）,民営／法人／会社／外国の会社／事業所数（事業所）,民営／法人／会社／外国の会社／従業者数（人）,民営／法人／会社以外の法人／事業所数（事業所）,民営／法人／会社以外の法人／従業者数（人）,民営／法人でない団体／事業所数（事業所）,民営／法人でない団体／従業者数（人）,国・地方公共団体／事業所数（事業所）,国・地方公共団体／従業者数（人）,国・地方公共団体／国／事業所数（事業所）,国・地方公共団体／国／従業者数（人）,国・地方公共団体／地方公共団体／事業所数（事業所）,国・地方公共団体／地方公共団体／従業者数（人）,国・地方公共団体／地方公共団体／都道府県／事業所数（事業所）,国・地方公共団体／地方公共団体／都道府県／従業者数（人）,国・地方公共団体／地方公共団体／市町村／事業所数（事業所）,国・地方公共団体／地方公共団体／市町村／従業者数（人）,国・地方公共団体／地方公共団体／一部事務組合等／事業所数（事業所）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数（人）
6,13123,1312302101,江戸川区,江戸川区西小岩,１丁目,江戸川区西小岩１丁目,485,3871,484,3833,198,621,286,3212,270,3024,266,2996,1,4,3,24,-,-,16,188,-,-,1,38,1,38,-,-,-,-,-,-,-,-
6,13123,1312302102,江戸川区,江戸川区西小岩,２丁目,江戸川区西小岩２丁目,63,530,60,470,30,67,30,403,30,403,30,403,-,-,-,-,-,-,-,-,-,-,3,60,-,-,3,60,-,-,3,60,-,-
6,13123,1312302103,江戸川区,江戸川区西小岩,３丁目,江戸川区西小岩３丁目,203,1227,200,1154,112,257,88,897,83,848,82,845,1,3,-,-,-,-,5,49,-,-,3,73,-,-,3,73,-,-,3,73,-,-
6,13123,1312302104,江戸川区,江戸川区西小岩,４丁目,江戸川区西小岩４丁目,106,438,106,438,49,122,57,316,52,273,51,266,1,7,-,-,-,-,5,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312302105,江戸川区,江戸川区西小岩,５丁目,江戸川区西小岩５丁目,147,938,147,938,68,185,79,753,71,488,70,485,1,3,-,-,-,-,8,265,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13123,1312300700,江戸川区,江戸川区西小松川町,,江戸川区西小松川町,109,571,109,571,34,82,75,489,71,434,70,432,1,2,-,-,-,-,4,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13123,1312301600,江戸川区,江戸川区西瑞江,,江戸川区西瑞江,431,3546,422,3315,156,387,266,2928,252,2602,251,2600,-,-,1,2,-,-,14,326,-,-,9,231,-,-,9,231,1,38,8,193,-,-
6,13123,1312301602,江戸川区,江戸川区西瑞江,２丁目,江戸川区西瑞江２丁目,76,819,71,715,26,79,45,636,39,526,39,526,-,-,-,-,-,-,6,110,-,-,5,104,-,-,5,104,-,-,5,104,-,-
6,13123,1312301603,江戸川区,江戸川区西瑞江,３丁目,江戸川区西瑞江３丁目,163,914,159,787,84,201,75,586,75,586,75,586,-,-,-,-,-,-,-,-,-,-,4,127,-,-,4,127,1,38,3,89,-,-
6,13123,1312301604,江戸川区,江戸川区西瑞江,４丁目,江戸川区西瑞江４丁目,76,542,76,542,26,48,50,494,48,452,48,452,-,-,-,-,-,-,2,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312301605,江戸川区,江戸川区西瑞江,５丁目,江戸川区西瑞江５丁目,116,1271,116,1271,20,59,96,1212,90,1038,89,1036,-,-,1,2,-,-,6,174,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13123,1312301200,江戸川区,江戸川区二之江町,,江戸川区二之江町,28,475,28,475,8,16,20,459,18,435,18,435,-,-,-,-,-,-,2,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13123,1312301300,江戸川区,江戸川区春江町,,江戸川区春江町,427,3072,417,2845,152,308,265,2537,255,2326,254,2325,1,1,-,-,-,-,10,211,-,-,10,227,1,2,9,225,1,1,8,224,-,-
6,13123,1312301301,江戸川区,江戸川区春江町,１丁目,江戸川区春江町１丁目,14,114,13,112,6,10,7,102,7,102,7,102,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,-,-
6,13123,1312301302,江戸川区,江戸川区春江町,２丁目,江戸川区春江町２丁目,138,1423,134,1343,28,65,106,1278,103,1185,103,1185,-,-,-,-,-,-,3,93,-,-,4,80,-,-,4,80,1,1,3,79,-,-
6,13123,1312301303,江戸川区,江戸川区春江町,３丁目,江戸川区春江町３丁目,168,800,168,800,83,165,85,635,82,581,81,580,1,1,-,-,-,-,3,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312301304,江戸川区,江戸川区春江町,４丁目,江戸川区春江町４丁目,18,216,16,165,3,5,13,160,11,137,11,137,-,-,-,-,-,-,2,23,-,-,2,51,-,-,2,51,-,-,2,51,-,-
6,13123,1312301305,江戸川区,江戸川区春江町,５丁目,江戸川区春江町５丁目,89,519,86,425,32,63,54,362,52,321,52,321,-,-,-,-,-,-,2,41,-,-,3,94,-,-,3,94,-,-,3,94,-,-
5,13123,1312304300,江戸川区,江戸川区東葛西,,江戸川区東葛西,977,12076,968,11441,258,810,710,10631,663,9605,659,9558,2,42,2,5,-,-,47,1026,-,-,9,635,-,-,9,635,2,365,7,270,-,-
6,13123,1312304301,江戸川区,江戸川区東葛西,１丁目,江戸川区東葛西１丁目,86,586,86,586,40,92,46,494,45,493,45,493,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312304302,江戸川区,江戸川区東葛西,２丁目,江戸川区東葛西２丁目,71,459,71,459,26,52,45,407,38,371,38,371,-,-,-,-,-,-,7,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312304303,江戸川区,江戸川区東葛西,３丁目,江戸川区東葛西３丁目,38,838,38,838,10,23,28,815,24,801,24,801,-,-,-,-,-,-,4,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312304304,江戸川区,江戸川区東葛西,４丁目,江戸川区東葛西４丁目,64,581,64,581,15,63,49,518,45,468,45,468,-,-,-,-,-,-,4,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312304305,江戸川区,江戸川区東葛西,５丁目,江戸川区東葛西５丁目,193,1715,193,1715,52,142,141,1573,134,1450,133,1446,1,4,-,-,-,-,7,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312304306,江戸川区,江戸川区東葛西,６丁目,江戸川区東葛西６丁目,262,4300,258,3835,58,305,200,3530,185,2868,182,2825,1,38,2,5,-,-,15,662,-,-,4,465,-,-,4,465,1,364,3,101,-,-
6,13123,1312304307,江戸川区,江戸川区東葛西,７丁目,江戸川区東葛西７丁目,43,497,42,418,10,28,32,390,27,361,27,361,-,-,-,-,-,-,5,29,-,-,1,79,-,-,1,79,-,-,1,79,-,-
6,13123,1312304308,江戸川区,江戸川区東葛西,８丁目,江戸川区東葛西８丁目,92,621,90,569,41,88,49,481,47,403,47,403,-,-,-,-,-,-,2,78,-,-,2,52,-,-,2,52,-,-,2,52,-,-
6,13123,1312304309,江戸川区,江戸川区東葛西,９丁目,江戸川区東葛西９丁目,128,2479,126,2440,6,17,120,2423,118,2390,118,2390,-,-,-,-,-,-,2,33,-,-,2,39,-,-,2,39,1,1,1,38,-,-
5,13123,1312302000,江戸川区,江戸川区東小岩,,江戸川区東小岩,544,5377,531,4546,209,507,322,4039,284,2380,280,2342,3,28,1,10,-,-,38,1659,-,-,13,831,-,-,13,831,1,317,12,514,-,-
6,13123,1312302001,江戸川区,江戸川区東小岩,１丁目,江戸川区東小岩１丁目,111,758,109,608,46,107,63,501,61,473,61,473,-,-,-,-,-,-,2,28,-,-,2,150,-,-,2,150,-,-,2,150,-,-
6,13123,1312302002,江戸川区,江戸川区東小岩,２丁目,江戸川区東小岩２丁目,40,1457,40,1457,11,24,29,1433,22,170,22,170,-,-,-,-,-,-,7,1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312302003,江戸川区,江戸川区東小岩,３丁目,江戸川区東小岩３丁目,51,705,46,562,19,34,27,528,26,527,24,496,1,21,1,10,-,-,1,1,-,-,5,143,-,-,5,143,-,-,5,143,-,-
6,13123,1312302004,江戸川区,江戸川区東小岩,４丁目,江戸川区東小岩４丁目,107,683,105,653,41,125,64,528,56,444,56,444,-,-,-,-,-,-,8,84,-,-,2,30,-,-,2,30,-,-,2,30,-,-
6,13123,1312302005,江戸川区,江戸川区東小岩,５丁目,江戸川区東小岩５丁目,127,797,127,797,45,124,82,673,73,487,71,480,2,7,-,-,-,-,9,186,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312302006,江戸川区,江戸川区東小岩,６丁目,江戸川区東小岩６丁目,108,977,104,469,47,93,57,376,46,279,46,279,-,-,-,-,-,-,11,97,-,-,4,508,-,-,4,508,1,317,3,191,-,-
5,13123,1312300600,江戸川区,江戸川区東小松川,,江戸川区東小松川,469,3366,464,3156,145,348,319,2808,294,2387,290,2377,4,10,-,-,-,-,25,421,-,-,5,210,-,-,5,210,1,129,3,72,1,9
6,13123,1312300601,江戸川区,江戸川区東小松川,１丁目,江戸川区東小松川１丁目,73,379,72,354,31,69,41,285,38,240,36,237,2,3,-,-,-,-,3,45,-,-,1,25,-,-,1,25,-,-,1,25,-,-
6,13123,1312300602,江戸川区,江戸川区東小松川,２丁目,江戸川区東小松川２丁目,124,809,124,809,52,119,72,690,59,409,58,406,1,3,-,-,-,-,13,281,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312300603,江戸川区,江戸川区東小松川,３丁目,江戸川区東小松川３丁目,85,539,82,483,30,95,52,388,44,356,43,352,1,4,-,-,-,-,8,32,-,-,3,56,-,-,3,56,-,-,2,47,1,9
6,13123,1312300604,江戸川区,江戸川区東小松川,４丁目,江戸川区東小松川４丁目,187,1639,186,1510,32,65,154,1445,153,1382,153,1382,-,-,-,-,-,-,1,63,-,-,1,129,-,-,1,129,1,129,-,-,-,-
5,13123,1312303300,江戸川区,江戸川区東篠崎町,,江戸川区東篠崎町,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,1,4,-,-,-,-,-,-,-,-
5,13123,1312301500,江戸川区,江戸川区東瑞江,,江戸川区東瑞江,219,1747,216,1662,76,180,140,1482,127,1319,127,1319,-,-,-,-,-,-,13,163,-,-,3,85,-,-,3,85,1,2,2,83,-,-
6,13123,1312301501,江戸川区,江戸川区東瑞江,１丁目,江戸川区東瑞江１丁目,120,1202,118,1119,34,100,84,1019,74,872,74,872,-,-,-,-,-,-,10,147,-,-,2,83,-,-,2,83,-,-,2,83,-,-
6,13123,1312301502,江戸川区,江戸川区東瑞江,２丁目,江戸川区東瑞江２丁目,99,545,98,543,42,80,56,463,53,447,53,447,-,-,-,-,-,-,3,16,-,-,1,2,-,-,1,2,1,2,-,-,-,-
5,13123,1312300200,江戸川区,江戸川区平井,,江戸川区平井,1455,11391,1428,10578,541,1508,884,9060,824,8152,809,7992,6,27,9,133,-,-,60,908,3,10,27,813,1,178,26,635,2,106,24,529,-,-
6,13123,1312300201,江戸川区,江戸川区平井,１丁目,江戸川区平井１丁目,151,1007,147,707,69,155,78,552,68,480,67,478,1,2,-,-,-,-,10,72,-,-,4,300,1,178,3,122,2,106,1,16,-,-
6,13123,1312300202,江戸川区,江戸川区平井,２丁目,江戸川区平井２丁目,176,982,176,982,68,159,107,820,101,780,98,732,-,-,3,48,-,-,6,40,1,3,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312300203,江戸川区,江戸川区平井,３丁目,江戸川区平井３丁目,212,1560,207,1433,99,296,107,1135,101,949,101,949,-,-,-,-,-,-,6,186,1,2,5,127,-,-,5,127,-,-,5,127,-,-
6,13123,1312300204,江戸川区,江戸川区平井,４丁目,江戸川区平井４丁目,231,1783,224,1627,77,325,147,1302,136,1161,133,1153,2,6,1,2,-,-,11,141,-,-,7,156,-,-,7,156,-,-,7,156,-,-
6,13123,1312300205,江戸川区,江戸川区平井,５丁目,江戸川区平井５丁目,272,1981,271,1953,88,273,183,1680,173,1604,167,1504,1,17,5,83,-,-,10,76,-,-,1,28,-,-,1,28,-,-,1,28,-,-
6,13123,1312300206,江戸川区,江戸川区平井,６丁目,江戸川区平井６丁目,242,2195,236,2075,91,201,144,1869,130,1616,129,1615,1,1,-,-,-,-,14,253,1,5,6,120,-,-,6,120,-,-,6,120,-,-
6,13123,1312300207,江戸川区,江戸川区平井,７丁目,江戸川区平井７丁目,171,1883,167,1801,49,99,118,1702,115,1562,114,1561,1,1,-,-,-,-,3,140,-,-,4,82,-,-,4,82,-,-,4,82,-,-
5,13123,1312304000,江戸川区,江戸川区船堀,,江戸川区船堀,874,8927,861,8575,260,774,600,7800,545,6861,539,6832,4,24,2,5,-,-,55,939,1,1,13,352,1,25,12,327,1,39,11,288,-,-
6,13123,1312304001,江戸川区,江戸川区船堀,１丁目,江戸川区船堀１丁目,125,1489,124,1452,39,142,85,1310,83,1256,81,1252,1,1,1,3,-,-,2,54,-,-,1,37,-,-,1,37,-,-,1,37,-,-
6,13123,1312304002,江戸川区,江戸川区船堀,２丁目,江戸川区船堀２丁目,146,1019,142,905,47,118,95,787,89,688,88,686,1,2,-,-,-,-,6,99,-,-,4,114,1,25,3,89,-,-,3,89,-,-
6,13123,1312304003,江戸川区,江戸川区船堀,３丁目,江戸川区船堀３丁目,183,2383,183,2383,48,185,135,2198,109,1768,108,1766,-,-,1,2,-,-,26,430,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312304004,江戸川区,江戸川区船堀,４丁目,江戸川区船堀４丁目,124,1591,119,1451,35,145,83,1305,71,1118,70,1099,1,19,-,-,-,-,12,187,1,1,5,140,-,-,5,140,-,-,5,140,-,-
6,13123,1312304005,江戸川区,江戸川区船堀,５丁目,江戸川区船堀５丁目,119,1019,119,1019,27,53,92,966,89,958,89,958,-,-,-,-,-,-,3,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312304006,江戸川区,江戸川区船堀,６丁目,江戸川区船堀６丁目,64,567,61,506,28,65,33,441,30,406,29,404,1,2,-,-,-,-,3,35,-,-,3,61,-,-,3,61,1,39,2,22,-,-
6,13123,1312304007,江戸川区,江戸川区船堀,７丁目,江戸川区船堀７丁目,113,859,113,859,36,66,77,793,74,667,74,667,-,-,-,-,-,-,3,126,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13123,1312300500,江戸川区,江戸川区松江,,江戸川区松江,1034,10208,1026,9966,272,763,754,9203,732,8559,729,8538,2,19,1,2,-,-,22,644,-,-,8,242,-,-,8,242,1,57,7,185,-,-
6,13123,1312300501,江戸川区,江戸川区松江,１丁目,江戸川区松江１丁目,148,1416,146,1365,36,102,110,1263,108,1228,108,1228,-,-,-,-,-,-,2,35,-,-,2,51,-,-,2,51,-,-,2,51,-,-
6,13123,1312300502,江戸川区,江戸川区松江,２丁目,江戸川区松江２丁目,238,1953,238,1953,88,236,150,1717,140,1187,140,1187,-,-,-,-,-,-,10,530,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312300503,江戸川区,江戸川区松江,３丁目,江戸川区松江３丁目,111,983,111,983,38,142,73,841,69,796,69,796,-,-,-,-,-,-,4,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312300504,江戸川区,江戸川区松江,４丁目,江戸川区松江４丁目,152,1593,152,1593,32,69,120,1524,117,1512,117,1512,-,-,-,-,-,-,3,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312300505,江戸川区,江戸川区松江,５丁目,江戸川区松江５丁目,120,1725,118,1616,22,98,96,1518,95,1512,94,1496,1,16,-,-,-,-,1,6,-,-,2,109,-,-,2,109,1,57,1,52,-,-
6,13123,1312300506,江戸川区,江戸川区松江,６丁目,江戸川区松江６丁目,74,766,74,766,10,22,64,744,63,730,63,730,-,-,-,-,-,-,1,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312300507,江戸川区,江戸川区松江,７丁目,江戸川区松江７丁目,191,1772,187,1690,46,94,141,1596,140,1594,138,1589,1,3,1,2,-,-,1,2,-,-,4,82,-,-,4,82,-,-,4,82,-,-
5,13123,1312300400,江戸川区,江戸川区松島,,江戸川区松島,696,6017,684,5213,291,658,393,4555,364,3749,358,3723,3,12,2,5,1,9,29,806,-,-,12,804,-,-,12,804,2,575,10,229,-,-
6,13123,1312300401,江戸川区,江戸川区松島,１丁目,江戸川区松島１丁目,182,3154,177,2597,52,134,125,2463,110,1936,110,1936,-,-,-,-,-,-,15,527,-,-,5,557,-,-,5,557,1,475,4,82,-,-
6,13123,1312300402,江戸川区,江戸川区松島,２丁目,江戸川区松島２丁目,104,880,99,669,41,115,58,554,56,392,55,389,-,-,1,3,-,-,2,162,-,-,5,211,-,-,5,211,1,100,4,111,-,-
6,13123,1312300403,江戸川区,江戸川区松島,３丁目,江戸川区松島３丁目,253,1194,251,1158,128,266,123,892,118,841,115,823,2,9,-,-,1,9,5,51,-,-,2,36,-,-,2,36,-,-,2,36,-,-
6,13123,1312300404,江戸川区,江戸川区松島,４丁目,江戸川区松島４丁目,157,789,157,789,70,143,87,646,80,580,78,575,1,3,1,2,-,-,7,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13123,1312304500,江戸川区,江戸川区南葛西,,江戸川区南葛西,536,5680,520,5227,143,379,374,4837,348,4415,343,4316,3,56,2,43,-,-,26,422,3,11,16,453,-,-,16,453,2,125,14,328,-,-
6,13123,1312304501,江戸川区,江戸川区南葛西,１丁目,江戸川区南葛西１丁目,52,499,51,413,9,11,42,402,40,382,40,382,-,-,-,-,-,-,2,20,-,-,1,86,-,-,1,86,1,86,-,-,-,-
6,13123,1312304502,江戸川区,江戸川区南葛西,２丁目,江戸川区南葛西２丁目,115,1032,115,1032,25,65,89,966,85,924,83,875,2,49,-,-,-,-,4,42,1,1,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312304503,江戸川区,江戸川区南葛西,３丁目,江戸川区南葛西３丁目,73,943,72,905,21,82,51,823,48,778,48,778,-,-,-,-,-,-,3,45,-,-,1,38,-,-,1,38,-,-,1,38,-,-
6,13123,1312304504,江戸川区,江戸川区南葛西,４丁目,江戸川区南葛西４丁目,97,1112,96,1073,29,61,67,1012,65,968,64,961,1,7,-,-,-,-,2,44,-,-,1,39,-,-,1,39,1,39,-,-,-,-
6,13123,1312304505,江戸川区,江戸川区南葛西,５丁目,江戸川区南葛西５丁目,63,803,56,638,16,34,39,600,37,559,36,529,-,-,1,30,-,-,2,41,1,4,7,165,-,-,7,165,-,-,7,165,-,-
6,13123,1312304506,江戸川区,江戸川区南葛西,６丁目,江戸川区南葛西６丁目,102,929,101,922,34,114,67,808,60,701,59,688,-,-,1,13,-,-,7,107,-,-,1,7,-,-,1,7,-,-,1,7,-,-
6,13123,1312304507,江戸川区,江戸川区南葛西,７丁目,江戸川区南葛西７丁目,34,362,29,244,9,12,19,226,13,103,13,103,-,-,-,-,-,-,6,123,1,6,5,118,-,-,5,118,-,-,5,118,-,-
5,13123,1312302200,江戸川区,江戸川区南小岩,,江戸川区南小岩,1474,9153,1462,8923,650,1702,812,7221,769,6323,761,6297,5,19,3,7,-,-,43,898,-,-,12,230,-,-,12,230,1,38,11,192,-,-
6,13123,1312302201,江戸川区,江戸川区南小岩,１丁目,江戸川区南小岩１丁目,75,410,75,410,38,73,37,337,37,337,37,337,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312302202,江戸川区,江戸川区南小岩,２丁目,江戸川区南小岩２丁目,103,460,101,424,50,88,51,336,49,296,49,296,-,-,-,-,-,-,2,40,-,-,2,36,-,-,2,36,-,-,2,36,-,-
6,13123,1312302203,江戸川区,江戸川区南小岩,３丁目,江戸川区南小岩３丁目,114,549,114,549,58,155,56,394,50,299,49,298,-,-,1,1,-,-,6,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312302204,江戸川区,江戸川区南小岩,４丁目,江戸川区南小岩４丁目,120,660,116,568,64,163,52,405,50,392,50,392,-,-,-,-,-,-,2,13,-,-,4,92,-,-,4,92,-,-,4,92,-,-
6,13123,1312302205,江戸川区,江戸川区南小岩,５丁目,江戸川区南小岩５丁目,111,715,108,648,47,113,61,535,55,430,54,427,-,-,1,3,-,-,6,105,-,-,3,67,-,-,3,67,1,38,2,29,-,-
6,13123,1312302206,江戸川区,江戸川区南小岩,６丁目,江戸川区南小岩６丁目,235,1189,235,1189,110,257,125,932,115,811,114,808,-,-,1,3,-,-,10,121,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312302207,江戸川区,江戸川区南小岩,７丁目,江戸川区南小岩７丁目,503,3529,501,3496,170,521,331,2975,318,2778,314,2761,4,17,-,-,-,-,13,197,-,-,2,33,-,-,2,33,-,-,2,33,-,-
6,13123,1312302208,江戸川区,江戸川区南小岩,８丁目,江戸川区南小岩８丁目,213,1641,212,1639,113,332,99,1307,95,980,94,978,1,2,-,-,-,-,4,327,-,-,1,2,-,-,1,2,-,-,1,2,-,-
5,13123,1312303400,江戸川区,江戸川区南篠崎町,,江戸川区南篠崎町,558,4899,548,4647,180,536,367,4108,343,3541,342,3537,1,4,-,-,-,-,24,567,1,3,10,252,-,-,10,252,1,38,9,214,-,-
6,13123,1312303401,江戸川区,江戸川区南篠崎町,１丁目,江戸川区南篠崎町１丁目,150,1126,150,1126,49,154,100,969,95,820,95,820,-,-,-,-,-,-,5,149,1,3,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312303402,江戸川区,江戸川区南篠崎町,２丁目,江戸川区南篠崎町２丁目,132,1264,130,1220,44,143,86,1077,77,886,77,886,-,-,-,-,-,-,9,191,-,-,2,44,-,-,2,44,-,-,2,44,-,-
6,13123,1312303403,江戸川区,江戸川区南篠崎町,３丁目,江戸川区南篠崎町３丁目,118,1059,116,1007,40,121,76,886,68,717,68,717,-,-,-,-,-,-,8,169,-,-,2,52,-,-,2,52,-,-,2,52,-,-
6,13123,1312303404,江戸川区,江戸川区南篠崎町,４丁目,江戸川区南篠崎町４丁目,115,1166,113,1119,27,81,86,1038,84,980,84,980,-,-,-,-,-,-,2,58,-,-,2,47,-,-,2,47,-,-,2,47,-,-
6,13123,1312303405,江戸川区,江戸川区南篠崎町,５丁目,江戸川区南篠崎町５丁目,43,284,39,175,20,37,19,138,19,138,18,134,1,4,-,-,-,-,-,-,-,-,4,109,-,-,4,109,1,38,3,71,-,-
5,13123,1312304900,江戸川区,江戸川区清新町,,江戸川区清新町,129,1203,116,801,25,71,91,730,78,531,78,531,-,-,-,-,-,-,13,199,-,-,13,402,1,87,12,315,-,-,12,315,-,-
6,13123,1312304901,江戸川区,江戸川区清新町,１丁目,江戸川区清新町１丁目,106,884,98,660,19,63,79,597,67,411,67,411,-,-,-,-,-,-,12,186,-,-,8,224,-,-,8,224,-,-,8,224,-,-
6,13123,1312304902,江戸川区,江戸川区清新町,２丁目,江戸川区清新町２丁目,23,319,18,141,6,8,12,133,11,120,11,120,-,-,-,-,-,-,1,13,-,-,5,178,1,87,4,91,-,-,4,91,-,-
5,13123,1312305000,江戸川区,江戸川区臨海町,,江戸川区臨海町,331,9959,322,9566,11,20,311,9546,290,8516,290,8516,-,-,-,-,-,-,21,1030,-,-,9,393,-,-,9,393,4,131,5,262,-,-
6,13123,1312305001,江戸川区,江戸川区臨海町,１丁目,江戸川区臨海町１丁目,14,929,13,871,-,-,13,871,10,137,10,137,-,-,-,-,-,-,3,734,-,-,1,58,-,-,1,58,1,58,-,-,-,-
6,13123,1312305002,江戸川区,江戸川区臨海町,２丁目,江戸川区臨海町２丁目,28,447,24,312,4,5,20,307,20,307,20,307,-,-,-,-,-,-,-,-,-,-,4,135,-,-,4,135,1,52,3,83,-,-
6,13123,1312305003,江戸川区,江戸川区臨海町,３丁目,江戸川区臨海町３丁目,139,3344,138,3335,2,7,136,3328,128,3300,128,3300,-,-,-,-,-,-,8,28,-,-,1,9,-,-,1,9,1,9,-,-,-,-
6,13123,1312305004,江戸川区,江戸川区臨海町,４丁目,江戸川区臨海町４丁目,93,3257,91,3094,-,-,91,3094,90,3086,90,3086,-,-,-,-,-,-,1,8,-,-,2,163,-,-,2,163,1,12,1,151,-,-
6,13123,1312305005,江戸川区,江戸川区臨海町,５丁目,江戸川区臨海町５丁目,24,936,23,908,5,8,18,900,18,900,18,900,-,-,-,-,-,-,-,-,-,-,1,28,-,-,1,28,-,-,1,28,-,-
6,13123,1312305006,江戸川区,江戸川区臨海町,６丁目,江戸川区臨海町６丁目,33,1046,33,1046,-,-,33,1046,24,786,24,786,-,-,-,-,-,-,9,260,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13123,1312300800,江戸川区,江戸川区大杉,,江戸川区大杉,457,2690,454,2613,179,378,275,2235,265,2107,263,2100,2,7,-,-,-,-,10,128,-,-,3,77,-,-,3,77,-,-,3,77,-,-
6,13123,1312300801,江戸川区,江戸川区大杉,１丁目,江戸川区大杉１丁目,69,448,68,413,24,45,44,368,41,341,40,335,1,6,-,-,-,-,3,27,-,-,1,35,-,-,1,35,-,-,1,35,-,-
6,13123,1312300802,江戸川区,江戸川区大杉,２丁目,江戸川区大杉２丁目,81,459,81,459,23,51,58,408,53,311,53,311,-,-,-,-,-,-,5,97,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312300803,江戸川区,江戸川区大杉,３丁目,江戸川区大杉３丁目,80,690,78,648,18,47,60,601,58,597,58,597,-,-,-,-,-,-,2,4,-,-,2,42,-,-,2,42,-,-,2,42,-,-
6,13123,1312300804,江戸川区,江戸川区大杉,４丁目,江戸川区大杉４丁目,110,612,110,612,50,95,60,517,60,517,59,516,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13123,1312300805,江戸川区,江戸川区大杉,５丁目,江戸川区大杉５丁目,117,481,117,481,64,140,53,341,53,341,53,341,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13123,1312302900,江戸川区,江戸川区上一色,,江戸川区上一色,173,891,170,854,72,133,98,721,93,672,91,667,1,3,1,2,-,-,5,49,-,-,3,37,-,-,3,37,2,5,1,32,-,-
6,13123,1312302901,江戸川区,江戸川区上一色,１丁目,江戸川区上一色１丁目,31,241,30,209,7,10,23,199,22,171,20,166,1,3,1,2,-,-,1,28,-,-,1,32,-,-,1,32,-,-,1,32,-,-
6,13123,1312302902,江戸川区,江戸川区上一色,２丁目,江戸川区上一色２丁目,72,373,71,372,40,75,31,297,31,297,31,297,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,1,1,-,-,-,-
6,13123,1312302903,江戸川区,江戸川区上一色,３丁目,江戸川区上一色３丁目,70,277,69,273,25,48,44,225,40,204,40,204,-,-,-,-,-,-,4,21,-,-,1,4,-,-,1,4,1,4,-,-,-,-
