"保険者番号","保険者別","受診率／入院","受診率／入院外","受診率／歯科","受診率／計","1件当たり日数／入院(日)","1件当たり日数／入院外(日)","1件当たり日数／歯科(日)","1件当たり日数／計(日)","1日当たり費用額／入院(円)","1日当たり費用額／入院外(円)","1日当たり費用額／歯科(円)","1日当たり費用額／計(円)","1人当たり費用額／入院(円)","1人当たり費用額／入院外(円)","1人当たり費用額／歯科(円)","1人当たり費用額／計(円)"
"63","三宅村","7.143","589.286","178.571","775.000","1.00","1.33","1.6","1.39","27735","5515","6793","6002","1981","43132","19408","64521"
"64","御蔵島村","45.455","681.818","81.818","809.091","4.00","1.60","1.00","1.67","117541","4942","5448","20087","213711","53915","4457","272084"
"65","八丈町","6.140","665.789","190.351","862.281","3.86","1.67","1.19","1.58","41000","4895","4455","5448","9710","54532","10121","74363"
"66","青ヶ島村","0.000","400.000","0.000","400.000","","1.00","","1.00","","3600","","3600","0","14400","0","14400"
"67","小笠原村","19.792","582.292","106.250","708.333","8.58","1.54","1.32","1.70","44955","5755","4705","11155","76331","51495","6616","134442"
"303","全国土木","16.123","1055.668","145.884","1217.675","6.52","1.61","1.35","1.65","63273","5445","6659","8595","66488","92700","13110","172298"
"304","東京理容","22.667","1229.333","196.667","1448.667","9.06","1.75","1.28","1.80","62241","4556","6383","9267","127802","98177","16129","242108"
"306","東京芸能人","14.982","1134.657","135.740","1285.379","7.51","1.58","1.27","1.62","69671","5637","6867","9202","78349","101149","11862","191360"
"307","文芸美術","12.325","1040.280","135.197","1187.802","5.56","1.59","1.31","1.60","69378","5202","6065","7594","47516","86154","10782","144452"
"309","料理飲食","10.702","1070.234","160.535","1241.472","4.84","1.58","1.32","1.58","53013","5755","6557","7093","27481","97552","13881","138914"
"311","東京技芸","24.138","1118.966","134.483","1277.586","15.07","1.61","1.28","1.83","59760","5422","6292","13935","217403","97774","10848","326025"
"313","食品販売","13.070","1111.238","138.356","1262.664","6.73","1.61","1.37","1.64","61301","5236","6803","7763","53914","93817","12859","160590"
"314","東京美容","17.730","1193.472","117.656","1328.858","6.31","1.63","1.34","1.66","68706","5588","6687","8861","76861","108451","10562","195874"
"315","自転車商","13.699","1164.384","136.986","1315.068","4.20","1.78","1.22","1.75","55630","4649","7720","6149","32006","96354","12902","141262"
"316","青果卸売","8.333","972.917","190.625","1171.875","5.38","1.66","1.34","1.64","37444","4702","7409","5828","16772","76068","18985","111825"
"317","東京浴場","7.407","1318.519","142.593","1468.519","2.50","1.63","1.21","1.59","40500","5140","6405","5513","7500","110412","11030","128942"
"318","写真材料","10.526","1047.368","84.211","1142.105","7.00","1.42","1.19","1.46","74424","4758","7107","7986","54839","70869","7107","132815"
"319","東京弁護士","15.179","1086.088","142.917","1244.185","5.79","1.57","1.22","1.58","64432","5470","6885","8230","56648","93264","12027","161939"
"320","東京薬剤師","13.356","1003.425","128.767","1145.548","5.72","1.55","1.31","1.57","55645","5552","6973","7816","42496","86095","11748","140339"
"322","東京都医師","18.294","942.578","130.078","1090.951","6.55","1.53","1.29","1.59","69323","6002","6836","10460","83044","86710","11514","181267"
"323","左官タイル","17.207","1017.257","146.018","1180.482","6.42","1.60","1.53","1.67","53352","5707","6022","8420","58939","93115","13495","165549"
"324","建設職能","12.034","1102.006","141.547","1255.587","11.14","1.58","1.43","1.66","64255","4941","6717","8936","86165","86196","13589","185950"
"325","東京建設業","15.437","1130.114","146.692","1292.243","6.32","1.59","1.36","1.62","60588","5412","6713","8112","59068","96943","13400","169411"
"326","中央建設","17.296","1034.901","140.498","1192.695","6.82","1.62","1.50","1.68","60267","5448","6320","8760","71113","91535","13282","175930"
"327","東京土建","14.380","1097.052","148.647","1260.079","7.19","1.60","1.43","1.64","65155","5494","6737","8608","67391","96182","14340","177914"
"328","全国板金業","20.915","1005.178","130.330","1156.422","6.92","1.60","1.43","1.68","54980","5493","6286","9261","79604","88413","11731","179748"
"329","建設工事業","18.907","1038.832","142.934","1200.674","5.67","1.63","1.49","1.67","57818","5577","6262","8438","61981","94178","13292","169451"
