"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","知っている（利用したことがある）[人]","知っているが利用したことはない[人]","知らない[人]","無回答[人]"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","職業別","アルバイト・パートタイマー","58","6","21","31","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","職業別","家事専業","94","7","35","52","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","職業別","学生","20","1","8","11","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","職業別","無職","83","5","32","45","1"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","職業別","その他","26","2","7","17","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","職業別","無回答","5","0","2","2","1"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","居住地区別","芝地区","107","7","42","58","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","居住地区別","麻布地区","140","8","37","95","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","居住地区別","赤坂地区","88","5","20","63","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","居住地区別","高輪地区","155","11","50","94","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","居住地区別","芝浦港南地区","164","18","59","85","2"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","居住地区別","無回答","4","0","2","2","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","持家（一戸建）","95","7","44","44","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","持家（マンション）","302","28","92","182","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","借家（一戸建）","7","0","0","7","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","171","8","45","118","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","28","1","10","15","2"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","3","10","5","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","社宅・公務員宿舎","20","2","6","12","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","0","6","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","その他","5","0","1","4","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","住居形態別","無回答","6","0","2","4","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","定住意向別","ずっと住み続けていたい","366","27","132","205","2"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","定住意向別","当分は住んでいたい","224","17","61","146","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","4","7","31","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","2","0","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","9","1","2","6","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","定住意向別","わからない","14","0","6","8","0"
"202003","区政全般","Q7. 区のサービス内容や施設案内、イベント情報などの問い合わせに「みなとコール（コールセンター）」が夜間や休日でも対応しています。あなたは「みなとコール（コールセンター）」を知っていますか。（１つ選択）","定住意向別","無回答","1","0","0","1","0"

"第32回港区民世論調査クロス集計表・区政全般Q7","Ver202003",,,,,,,,
