地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,常用労働者／総数（人）,常用労働者／うち男（人）,個人業主及び無給家族従業者（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）,有形固定資産額（30人以上）／年初現在高（万円）,有形固定資産額（30人以上）／取得額（万円）,有形固定資産額（30人以上）／除却額（万円）,有形固定資産額（30人以上）／減価償却額（万円）
2,13108,江東区,1,26,生産用機械器具製造業,17,180,138,179,137,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13108,江東区,1,27,業務用機械器具製造業,1,7,5,7,5,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13108,江東区,1,29,電気機械器具製造業,9,92,77,92,77,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13108,江東区,1,30,情報通信機械器具製造業,1,8,6,8,6,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13108,江東区,1,31,輸送用機械器具製造業,8,113,91,113,91,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13108,江東区,1,32,その他の製造業,12,111,63,110,62,1,42168,80727,217048,191595,108,-,-,25345,126258,126258,…,…,…,…
2,13109,品川区,0,00,総数,291,3061,2144,3067,2146,8,1241579,2191909,4755205,3792986,617324,35396,4369,305130,2381639,2381639,…,…,…,…
2,13109,品川区,1,09,食料品製造業,13,141,74,148,75,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13109,品川区,1,10,飲料・たばこ・飼料製造業,1,6,2,6,2,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13109,品川区,1,11,繊維工業,3,34,8,33,8,1,6915,3254,14356,11156,3200,-,-,-,10280,10280,…,…,…,…
2,13109,品川区,1,13,家具・装備品製造業,2,28,18,28,18,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13109,品川区,1,14,パルプ・紙・紙加工品製造業,6,55,42,55,42,-,19875,36745,86918,76706,8776,-,-,1436,46461,46461,…,…,…,…
2,13109,品川区,1,15,印刷・同関連業,49,508,383,507,382,1,210440,229598,617064,454390,156591,-,-,6083,358764,358764,…,…,…,…
2,13109,品川区,1,16,化学工業,3,61,28,61,28,-,21900,61482,119206,114994,-,-,-,4212,53630,53630,…,…,…,…
2,13109,品川区,1,18,プラスチック製品製造業（別掲を除く）,33,360,231,364,236,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13109,品川区,1,19,ゴム製品製造業,3,40,24,40,24,-,17871,21487,64967,54016,546,-,-,10405,40287,40287,…,…,…,…
2,13109,品川区,1,20,なめし革・同製品・毛皮製造業,1,8,3,8,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13109,品川区,1,21,窯業・土石製品製造業,5,75,61,74,60,1,36138,196513,308651,220150,6021,1454,-,81026,105995,105995,…,…,…,…
2,13109,品川区,1,22,鉄鋼業,1,11,9,11,9,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13109,品川区,1,23,非鉄金属製造業,5,51,35,51,35,-,22255,31081,64184,52374,11010,-,-,800,30651,30651,…,…,…,…
2,13109,品川区,1,24,金属製品製造業,45,402,273,399,270,3,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13109,品川区,1,25,はん用機械器具製造業,14,163,122,163,122,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13109,品川区,1,26,生産用機械器具製造業,51,499,382,499,382,-,231374,407610,931808,773469,105144,8410,-,44785,486387,486387,…,…,…,…
2,13109,品川区,1,27,業務用機械器具製造業,13,153,123,152,122,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13109,品川区,1,28,電子部品・デバイス・電子回路製造業,10,109,72,109,72,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13109,品川区,1,29,電気機械器具製造業,16,166,121,166,121,-,62037,144545,282776,231422,23635,1201,-,26518,127990,127990,…,…,…,…
2,13109,品川区,1,30,情報通信機械器具製造業,2,23,19,23,19,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13109,品川区,1,31,輸送用機械器具製造業,6,90,67,92,69,-,39959,41519,103725,73318,30407,-,-,-,57598,57598,…,…,…,…
2,13109,品川区,1,32,その他の製造業,9,78,47,78,47,-,35825,96342,185507,165911,3209,76,-,16311,82562,82562,…,…,…,…
2,13110,目黒区,0,00,総数,102,1055,712,1050,708,6,444516,812718,1688098,1338645,219621,27475,2,102355,810851,810851,…,…,…,…
2,13110,目黒区,1,09,食料品製造業,11,158,74,157,73,1,54727,77681,231661,196888,28937,-,-,5836,142834,142834,…,…,…,…
2,13110,目黒区,1,11,繊維工業,2,9,2,9,2,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,13,家具・装備品製造業,2,8,6,8,6,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13110,目黒区,1,14,パルプ・紙・紙加工品製造業,3,14,9,13,8,1,3143,6453,11122,9631,-,-,-,1491,4323,4323,…,…,…,…
2,13110,目黒区,1,15,印刷・同関連業,8,68,47,68,47,-,26137,36721,84541,73206,11333,-,2,-,44277,44277,…,…,…,…
2,13110,目黒区,1,16,化学工業,5,68,40,69,41,-,35066,63597,182489,145756,21497,-,-,15236,110084,110084,…,…,…,…
2,13110,目黒区,1,18,プラスチック製品製造業（別掲を除く）,7,52,35,52,35,-,17995,13521,44423,39321,5102,-,-,-,28613,28613,…,…,…,…
2,13110,目黒区,1,21,窯業・土石製品製造業,1,23,17,23,17,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,23,非鉄金属製造業,2,26,19,26,19,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,24,金属製品製造業,16,162,115,160,114,2,64664,71993,163288,66001,97287,-,-,-,84533,84533,…,…,…,…
2,13110,目黒区,1,25,はん用機械器具製造業,8,125,102,125,102,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13110,目黒区,1,26,生産用機械器具製造業,10,90,75,90,75,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13110,目黒区,1,27,業務用機械器具製造業,6,51,41,51,41,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13110,目黒区,1,28,電子部品・デバイス・電子回路製造業,4,38,23,38,23,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,29,電気機械器具製造業,8,71,54,70,53,1,39874,108100,182541,108127,20201,7800,-,46413,68957,68957,…,…,…,…
2,13110,目黒区,1,30,情報通信機械器具製造業,1,7,5,7,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,31,輸送用機械器具製造業,3,33,26,33,26,-,11455,16381,35956,32577,3251,114,-,14,18125,18125,…,…,…,…
2,13110,目黒区,1,32,その他の製造業,5,52,22,51,21,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13111,大田区,0,00,総数,1069,11214,8273,11208,8270,22,4834832,11204097,21302536,17004204,3535256,132649,6988,623439,9370034,9370034,…,…,…,…
2,13111,大田区,1,09,食料品製造業,38,462,242,460,240,2,149817,313819,659119,515984,38212,-,-,104923,319958,319958,…,…,…,…
2,13111,大田区,1,10,飲料・たばこ・飼料製造業,2,47,35,47,35,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13111,大田区,1,11,繊維工業,11,86,34,84,32,2,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,12,木材・木製品製造業（家具を除く）,2,24,24,24,24,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,13,家具・装備品製造業,8,66,53,66,53,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13111,大田区,1,14,パルプ・紙・紙加工品製造業,14,148,93,146,92,2,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,15,印刷・同関連業,40,316,222,315,221,1,120573,170167,395494,257830,132662,-,-,5002,209566,209566,…,…,…,…
2,13111,大田区,1,16,化学工業,11,128,96,128,96,-,55456,161680,319082,311559,1598,-,-,5925,146041,146041,…,…,…,…
2,13111,大田区,1,18,プラスチック製品製造業（別掲を除く）,89,1019,655,1018,654,1,420189,633394,1376453,1045872,286011,-,146,44424,688302,688302,…,…,…,…
2,13111,大田区,1,19,ゴム製品製造業,8,70,47,70,47,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,20,なめし革・同製品・毛皮製造業,3,60,50,60,50,-,31350,72160,116265,116265,-,-,-,-,40838,40838,…,…,…,…
2,13111,大田区,1,21,窯業・土石製品製造業,15,184,141,184,141,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,22,鉄鋼業,23,261,216,259,215,2,119979,1074520,1383108,1248049,73953,-,6566,54540,288486,288486,…,…,…,…
2,13111,大田区,1,23,非鉄金属製造業,25,268,208,267,207,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,24,金属製品製造業,215,1968,1463,1968,1463,3,785197,1008714,2642688,1652078,944465,918,71,45156,1514355,1514355,…,…,…,…
2,13111,大田区,1,25,はん用機械器具製造業,86,934,738,935,739,-,418322,805646,1681751,1299611,271484,48042,33,62581,811624,811624,…,…,…,…
2,13111,大田区,1,26,生産用機械器具製造業,200,2072,1622,2069,1620,6,1009503,1712632,3795591,3046718,602281,56122,172,90298,1934436,1934436,…,…,…,…
2,13111,大田区,1,27,業務用機械器具製造業,68,728,530,728,530,-,328961,501562,1158050,983837,114680,16227,-,43306,610224,610224,…,…,…,…
2,13111,大田区,1,28,電子部品・デバイス・電子回路製造業,28,360,256,360,256,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,29,電気機械器具製造業,89,946,723,954,731,1,450140,925865,1985620,1381230,551012,9693,-,43685,983626,983626,…,…,…,…
2,13111,大田区,1,30,情報通信機械器具製造業,10,142,118,142,118,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,31,輸送用機械器具製造業,59,636,501,636,501,-,269470,565235,1097695,857393,212876,511,-,26915,493897,493897,…,…,…,…
2,13111,大田区,1,32,その他の製造業,25,289,206,288,205,1,114808,205658,386400,349194,33893,-,-,3313,167379,167379,…,…,…,…
2,13112,世田谷区,0,00,総数,125,1392,891,1436,928,-,548748,1455993,2661233,2163497,105036,1493,4,391203,1120781,1120781,…,…,…,…
2,13112,世田谷区,1,09,食料品製造業,20,242,131,242,131,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,11,繊維工業,4,42,13,42,13,-,9760,6280,24211,22699,1512,-,-,-,16603,16603,…,…,…,…
2,13112,世田谷区,1,13,家具・装備品製造業,5,42,34,43,35,-,14438,24834,60191,55456,-,1063,-,3672,32738,32738,…,…,…,…
2,13112,世田谷区,1,14,パルプ・紙・紙加工品製造業,2,10,4,10,4,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,15,印刷・同関連業,15,166,108,166,108,-,60297,110889,210421,151964,7846,-,-,50611,92177,92177,…,…,…,…
2,13112,世田谷区,1,16,化学工業,7,127,75,127,75,-,61816,204196,295736,231189,-,-,-,64547,84833,84833,…,…,…,…
2,13112,世田谷区,1,18,プラスチック製品製造業（別掲を除く）,3,25,16,25,16,-,10408,7850,13056,11959,1070,-,-,27,4821,4821,…,…,…,…
2,13112,世田谷区,1,19,ゴム製品製造業,1,4,1,4,1,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,21,窯業・土石製品製造業,5,71,59,74,62,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,23,非鉄金属製造業,1,7,5,7,5,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,24,金属製品製造業,16,153,108,153,108,-,65998,86674,198476,171097,27163,-,-,216,103519,103519,…,…,…,…
2,13112,世田谷区,1,25,はん用機械器具製造業,2,29,21,29,21,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,26,生産用機械器具製造業,10,104,85,104,85,-,48107,78088,166938,165096,-,-,4,1838,82306,82306,…,…,…,…
2,13112,世田谷区,1,27,業務用機械器具製造業,12,133,81,136,82,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,28,電子部品・デバイス・電子回路製造業,3,52,34,52,34,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,29,電気機械器具製造業,13,118,68,118,68,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,30,情報通信機械器具製造業,2,39,25,76,57,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,31,輸送用機械器具製造業,1,6,5,6,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,32,その他の製造業,3,22,18,22,18,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,0,00,総数,36,370,213,370,213,-,135073,206012,464949,423969,10125,1606,-,29249,240437,240437,…,…,…,…
2,13113,渋谷区,1,09,食料品製造業,3,39,19,39,19,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13113,渋谷区,1,11,繊維工業,1,7,-,7,-,-,x,x,x,-,x,-,-,x,x,x,…,…,…,…
2,13113,渋谷区,1,13,家具・装備品製造業,1,7,5,7,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,14,パルプ・紙・紙加工品製造業,1,8,2,8,2,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,15,印刷・同関連業,10,94,60,94,60,-,29611,41617,98866,96616,2250,-,-,-,53008,53008,…,…,…,…
2,13113,渋谷区,1,16,化学工業,1,9,3,9,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,18,プラスチック製品製造業（別掲を除く）,2,11,7,11,7,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13113,渋谷区,1,24,金属製品製造業,1,12,11,12,11,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,27,業務用機械器具製造業,3,42,25,42,25,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13113,渋谷区,1,29,電気機械器具製造業,6,69,46,69,46,-,25387,26359,74098,66234,1582,1408,-,4874,44575,44575,…,…,…,…
2,13113,渋谷区,1,30,情報通信機械器具製造業,1,4,3,4,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,32,その他の製造業,6,68,32,68,32,-,25200,72699,118220,118220,-,-,-,-,42149,42149,…,…,…,…
2,13114,中野区,0,00,総数,58,551,351,563,363,-,211030,397542,788438,520423,111014,1578,46,155377,361578,361578,…,…,…,…
2,13114,中野区,1,09,食料品製造業,7,71,48,71,48,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,10,飲料・たばこ・飼料製造業,2,14,9,14,9,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,11,繊維工業,6,56,21,56,21,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,13,家具・装備品製造業,1,4,3,4,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13114,中野区,1,14,パルプ・紙・紙加工品製造業,3,45,26,45,26,-,17856,45557,76225,76067,158,-,-,-,28396,28396,…,…,…,…
2,13114,中野区,1,15,印刷・同関連業,13,93,57,93,57,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,16,化学工業,2,17,11,29,23,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,21,窯業・土石製品製造業,1,4,3,4,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13114,中野区,1,24,金属製品製造業,5,89,61,89,61,-,34869,47209,99025,27397,37732,-,-,33896,47978,47978,…,…,…,…
2,13114,中野区,1,26,生産用機械器具製造業,3,13,10,13,10,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13114,中野区,1,27,業務用機械器具製造業,4,32,22,32,22,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13114,中野区,1,28,電子部品・デバイス・電子回路製造業,1,5,3,5,3,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13114,中野区,1,29,電気機械器具製造業,3,36,21,36,21,-,x,x,x,x,-,-,x,x,x,x,…,…,…,…
2,13114,中野区,1,31,輸送用機械器具製造業,1,19,18,19,18,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13114,中野区,1,32,その他の製造業,6,53,38,53,38,-,19982,48652,87301,61890,25411,-,-,-,36098,36098,…,…,…,…
2,13115,杉並区,0,00,総数,85,846,542,845,541,2,324593,634526,1409785,1051751,126168,28853,-,203013,723269,723269,…,…,…,…
2,13115,杉並区,1,09,食料品製造業,9,105,58,106,59,-,37213,93184,212757,176656,3529,-,-,32572,110972,110972,…,…,…,…
2,13115,杉並区,1,11,繊維工業,5,43,19,43,19,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13115,杉並区,1,13,家具・装備品製造業,5,31,24,31,24,-,14112,30514,41307,34310,2712,4285,-,-,9993,9993,…,…,…,…
2,13115,杉並区,1,14,パルプ・紙・紙加工品製造業,3,15,7,15,7,-,3293,14292,22412,22023,389,-,-,-,7518,7518,…,…,…,…
2,13115,杉並区,1,15,印刷・同関連業,19,178,103,177,102,1,71919,146866,393453,323445,60604,2986,-,6418,228321,228321,…,…,…,…
2,13115,杉並区,1,18,プラスチック製品製造業（別掲を除く）,3,36,17,35,16,1,11971,5306,34347,3240,31107,-,-,-,26890,26890,…,…,…,…
2,13115,杉並区,1,21,窯業・土石製品製造業,1,5,4,5,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13115,杉並区,1,22,鉄鋼業,2,12,9,12,9,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13115,杉並区,1,24,金属製品製造業,3,17,11,17,11,-,4763,4593,13641,12341,1300,-,-,-,8378,8378,…,…,…,…
2,13115,杉並区,1,25,はん用機械器具製造業,1,6,5,6,5,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13115,杉並区,1,26,生産用機械器具製造業,4,37,29,37,29,-,11755,16030,44037,41275,-,2762,-,-,26405,26405,…,…,…,…
2,13115,杉並区,1,27,業務用機械器具製造業,8,75,44,75,44,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13115,杉並区,1,28,電子部品・デバイス・電子回路製造業,1,12,8,12,8,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13115,杉並区,1,29,電気機械器具製造業,7,97,70,97,70,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13115,杉並区,1,30,情報通信機械器具製造業,2,49,41,49,41,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13115,杉並区,1,31,輸送用機械器具製造業,3,32,22,32,22,-,8722,24678,48682,41256,1831,5595,-,-,22225,22225,…,…,…,…
2,13115,杉並区,1,32,その他の製造業,9,96,71,96,71,-,30507,48775,134375,95103,1143,220,-,37909,81710,81710,…,…,…,…
2,13116,豊島区,0,00,総数,109,1215,824,1214,824,1,468835,909131,1916785,1476604,336456,2590,-,101135,950075,950075,…,…,…,…
2,13116,豊島区,1,09,食料品製造業,6,90,54,90,54,-,30976,95986,170468,164741,-,-,-,5727,68966,68966,…,…,…,…
2,13116,豊島区,1,11,繊維工業,11,98,36,97,36,1,24989,33718,82121,17951,63462,194,-,514,44819,44819,…,…,…,…
2,13116,豊島区,1,12,木材・木製品製造業（家具を除く）,1,13,10,13,10,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13116,豊島区,1,13,家具・装備品製造業,2,10,8,10,8,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13116,豊島区,1,14,パルプ・紙・紙加工品製造業,7,69,38,69,38,-,15419,23718,48904,38783,8170,-,-,1951,23321,23321,…,…,…,…
2,13116,豊島区,1,15,印刷・同関連業,43,519,390,519,390,-,205807,338050,733854,568766,163850,-,-,1238,366593,366593,…,…,…,…
2,13116,豊島区,1,16,化学工業,3,51,27,51,27,-,22309,95331,132772,115580,-,-,-,17192,34668,34668,…,…,…,…
2,13116,豊島区,1,18,プラスチック製品製造業（別掲を除く）,3,41,28,41,28,-,14813,42384,62833,6049,56784,-,-,-,19108,19108,…,…,…,…
2,13116,豊島区,1,19,ゴム製品製造業,2,16,13,16,13,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13116,豊島区,1,20,なめし革・同製品・毛皮製造業,1,6,2,6,2,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13116,豊島区,1,21,窯業・土石製品製造業,1,9,6,9,6,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13116,豊島区,1,24,金属製品製造業,7,56,38,56,38,-,26851,18177,62850,24104,31186,-,-,7560,41364,41364,…,…,…,…
2,13116,豊島区,1,25,はん用機械器具製造業,2,25,19,25,19,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13116,豊島区,1,26,生産用機械器具製造業,1,12,11,12,11,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13116,豊島区,1,27,業務用機械器具製造業,6,69,51,69,51,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13116,豊島区,1,29,電気機械器具製造業,5,50,36,50,36,-,39514,72128,273681,243946,1649,-,-,28086,201731,201731,…,…,…,…
2,13116,豊島区,1,30,情報通信機械器具製造業,2,28,22,28,22,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13116,豊島区,1,32,その他の製造業,6,53,35,53,35,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13117,北区,0,00,総数,197,2122,1359,2127,1362,5,844716,1900685,3406525,2515448,650301,11525,270,228981,1395615,1395615,…,…,…,…
2,13117,北区,1,09,食料品製造業,13,136,74,136,74,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13117,北区,1,11,繊維工業,10,108,33,107,32,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13117,北区,1,13,家具・装備品製造業,1,11,8,11,8,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13117,北区,1,14,パルプ・紙・紙加工品製造業,9,61,42,61,42,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13117,北区,1,15,印刷・同関連業,58,680,493,681,492,1,288104,517587,978257,661394,312377,-,270,4216,426598,426598,…,…,…,…
2,13117,北区,1,16,化学工業,2,41,35,43,37,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13117,北区,1,18,プラスチック製品製造業（別掲を除く）,8,69,34,68,33,1,22571,19773,63286,55174,8004,-,-,108,40290,40290,…,…,…,…
2,13117,北区,1,19,ゴム製品製造業,2,12,9,12,9,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13117,北区,1,20,なめし革・同製品・毛皮製造業,7,56,27,56,27,-,16727,40686,91730,70498,756,-,-,20476,47263,47263,…,…,…,…
2,13117,北区,1,21,窯業・土石製品製造業,1,9,8,9,8,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13117,北区,1,22,鉄鋼業,1,29,-,29,-,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13117,北区,1,23,非鉄金属製造業,2,24,18,24,18,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13117,北区,1,24,金属製品製造業,19,192,130,197,134,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13117,北区,1,25,はん用機械器具製造業,5,33,24,32,23,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13117,北区,1,26,生産用機械器具製造業,10,90,71,90,71,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13117,北区,1,27,業務用機械器具製造業,11,115,72,114,72,1,43528,131567,196318,78704,3920,9307,-,104387,59956,59956,…,…,…,…
2,13117,北区,1,28,電子部品・デバイス・電子回路製造業,2,23,10,23,10,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13117,北区,1,29,電気機械器具製造業,12,180,127,180,127,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13117,北区,1,30,情報通信機械器具製造業,1,16,15,16,15,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13117,北区,1,31,輸送用機械器具製造業,6,53,27,53,27,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13117,北区,1,32,その他の製造業,17,184,102,185,103,-,66848,98611,241177,172590,56043,97,-,12447,132564,132564,…,…,…,…
2,13118,荒川区,0,00,総数,380,3492,2383,3477,2375,21,1284234,2168391,4514041,3223495,1112542,40352,2400,135252,2177835,2177835,…,…,…,…
2,13118,荒川区,1,09,食料品製造業,13,93,48,92,47,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,10,飲料・たばこ・飼料製造業,1,22,22,22,22,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,11,繊維工業,12,100,34,99,33,1,28676,56455,106789,77658,29131,-,-,-,46606,46606,…,…,…,…
2,13118,荒川区,1,13,家具・装備品製造業,10,71,50,70,49,1,23955,45204,92317,90793,1505,19,-,-,43623,43623,…,…,…,…
2,13118,荒川区,1,14,パルプ・紙・紙加工品製造業,27,207,124,200,120,7,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,15,印刷・同関連業,92,939,696,943,700,-,374822,552611,1258138,783451,471491,-,993,2203,653365,653365,…,…,…,…
2,13118,荒川区,1,16,化学工業,4,53,31,53,31,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,18,プラスチック製品製造業（別掲を除く）,21,192,115,192,115,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,19,ゴム製品製造業,14,132,85,131,84,1,43015,64889,126392,118224,5173,356,-,2639,57057,57057,…,…,…,…
2,13118,荒川区,1,20,なめし革・同製品・毛皮製造業,10,73,59,73,59,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13118,荒川区,1,21,窯業・土石製品製造業,4,43,26,43,26,-,18751,8215,45286,37701,7500,-,-,85,34325,34325,…,…,…,…
2,13118,荒川区,1,22,鉄鋼業,3,15,10,15,10,-,6158,12509,27091,23142,2207,-,-,1742,13502,13502,…,…,…,…
2,13118,荒川区,1,23,非鉄金属製造業,3,34,22,34,22,-,10993,22987,43921,41374,2434,-,-,113,19383,19383,…,…,…,…
2,13118,荒川区,1,24,金属製品製造業,65,574,411,572,410,4,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13118,荒川区,1,25,はん用機械器具製造業,10,121,96,121,96,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13118,荒川区,1,26,生産用機械器具製造業,21,178,125,178,125,-,79721,152246,257115,212793,40370,1080,48,2824,100040,100040,…,…,…,…
2,13118,荒川区,1,27,業務用機械器具製造業,14,109,80,105,78,4,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13118,荒川区,1,28,電子部品・デバイス・電子回路製造業,3,49,23,49,23,-,20409,52173,86791,86791,-,-,-,-,32053,32053,…,…,…,…
2,13118,荒川区,1,29,電気機械器具製造業,13,124,89,124,89,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
