地域階層,地域コード,地域,従業者規模階層,従業者規模コード,従業者規模,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,常用労働者／総数（人）,常用労働者／うち男（人）,個人業主及び無給家族従業者（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）,有形固定資産額（30人以上）／年初現在高（万円）,有形固定資産額（30人以上）／取得額（万円）,有形固定資産額（30人以上）／除却額（万円）,有形固定資産額（30人以上）／減価償却額（万円）
2,13110,目黒区,1,04,30～49人,9,351,259,367,275,-,189083,443061,790570,719615,-,-,-,70955,310868,327008,136470,18618,5840,10510
2,13110,目黒区,1,05,50～99人,7,522,419,525,422,-,249290,277539,592819,356531,61510,37023,-,137755,271519,298330,381501,130610,3736,12654
2,13110,目黒区,1,06,100～199人,3,343,185,343,185,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,1,07,200～299人,1,207,119,208,120,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13111,大田区,0,00,総数,1207,19736,14586,19878,14718,22,8893359,21351190,40430356,32594968,5367071,679918,15123,1773276,17364766,17767604,8119584,890155,166104,470813
2,13111,大田区,1,01,4～9人,610,3686,2571,3668,2556,22,1416539,2156879,4877226,3433385,1274476,22189,196,146980,2522123,2522123,…,…,…,…
2,13111,大田区,1,02,10～19人,326,4330,3249,4335,3254,-,1863294,5274880,9286324,7532864,1437082,78512,174,237692,3720656,3720656,…,…,…,…
2,13111,大田区,1,03,20～29人,133,3198,2453,3205,2460,-,1554999,3772338,7138986,6037955,823698,31948,6618,238767,3127255,3127255,…,…,…,…
2,13111,大田区,1,04,30～49人,72,2759,2111,2766,2117,-,1307228,2986299,5843834,4963466,671437,2766,118,206047,2611364,2676828,2957838,307132,21648,108931
2,13111,大田区,1,05,50～99人,49,3194,2445,3219,2464,-,1548951,4199608,7406744,6771092,537086,19648,5750,73168,2800298,2999360,2827810,323339,66985,226884
2,13111,大田区,1,06,100～199人,15,2079,1459,2191,1565,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2,13111,大田区,1,07,200～299人,2,490,298,494,302,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13112,世田谷区,0,00,総数,138,2015,1295,2059,1332,-,852919,1987221,3894650,3334172,150357,1493,4,408624,1739577,1774175,265337,36174,1204,32834
2,13112,世田谷区,1,01,4～9人,69,412,254,412,254,-,139565,231421,473120,404120,39041,393,4,29562,224482,224482,…,…,…,…
2,13112,世田谷区,1,02,10～19人,36,506,309,510,311,-,203554,562430,1011691,821601,37789,1100,-,151201,419076,419076,…,…,…,…
2,13112,世田谷区,1,03,20～29人,20,474,328,514,363,-,205629,662142,1176422,937776,28206,-,-,210440,477223,477223,…,…,…,…
2,13112,世田谷区,1,04,30～49人,5,173,132,173,132,-,93630,208996,463916,446795,-,-,-,17121,223140,236791,168597,9585,125,17271
2,13112,世田谷区,1,05,50～99人,8,450,272,450,272,-,210541,322232,769501,723880,45321,-,-,300,395656,416603,96740,26589,1079,15563
2,13113,渋谷区,0,00,総数,42,827,556,829,557,-,351818,545008,1305762,1072377,185982,1606,-,45797,677659,705627,413344,12565,56,30468
2,13113,渋谷区,1,01,4～9人,21,130,73,130,73,-,38551,50520,110856,93218,10125,1038,-,6475,56196,56196,…,…,…,…
2,13113,渋谷区,1,02,10～19人,13,187,111,187,111,-,72155,127471,271021,270269,-,568,-,184,133268,133268,…,…,…,…
2,13113,渋谷区,1,03,20～29人,2,53,29,53,29,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13113,渋谷区,1,04,30～49人,2,72,55,72,55,-,x,x,x,x,-,-,-,x,x,x,x,x,-,x
2,13113,渋谷区,1,05,50～99人,2,124,85,124,85,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
2,13113,渋谷区,1,06,100～199人,2,261,203,263,204,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
2,13114,中野区,0,00,総数,63,811,524,824,537,-,335956,639295,1289632,957444,134258,1578,46,196306,594725,606756,118770,6130,800,10460
2,13114,中野区,1,01,4～9人,38,220,136,232,148,-,78682,184863,347947,315056,7511,1578,46,23756,150631,150631,…,…,…,…
2,13114,中野区,1,02,10～19人,16,222,143,222,143,-,81157,105471,239575,156834,73115,-,-,9626,124181,124181,…,…,…,…
2,13114,中野区,1,03,20～29人,4,109,72,109,72,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,04,30～49人,2,90,73,90,73,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13114,中野区,1,05,50～99人,3,170,100,171,101,-,82868,186332,366138,314990,23244,-,-,27904,162660,171373,x,x,x,x
2,13115,杉並区,0,00,総数,88,1081,704,1080,703,2,446455,717189,1720876,1358749,126168,28853,-,207106,934201,934808,96540,-,77616,1014
2,13115,杉並区,1,01,4～9人,49,289,194,287,192,2,108939,196306,435730,336225,35767,11293,-,52445,222171,222171,…,…,…,…
2,13115,杉並区,1,02,10～19人,27,351,202,351,202,-,131279,290782,653674,467650,63241,14478,-,108305,336906,336906,…,…,…,…
2,13115,杉並区,1,03,20～29人,9,206,146,207,147,-,84375,147438,320381,247876,27160,3082,-,42263,164192,164192,…,…,…,…
2,13115,杉並区,1,04,30～49人,2,75,50,75,50,-,x,x,x,x,-,-,-,x,x,x,x,-,x,x
2,13115,杉並区,1,06,100～199人,1,160,112,160,112,-,x,x,x,x,-,-,-,x,x,x,x,-,x,x
2,13116,豊島区,0,00,総数,122,2350,1560,2355,1563,1,1008582,2079107,4411700,3702888,339670,2590,-,366552,2180063,2182363,700390,70635,63693,24926
2,13116,豊島区,1,01,4～9人,60,372,214,371,214,1,121431,212206,442240,332459,95065,2506,-,12210,214008,214008,…,…,…,…
2,13116,豊島区,1,02,10～19人,34,471,344,471,344,-,202240,380007,885129,721722,99674,84,-,63649,483425,483425,…,…,…,…
2,13116,豊島区,1,03,20～29人,15,372,266,372,266,-,145164,316918,589416,422423,141717,-,-,25276,252642,252642,…,…,…,…
2,13116,豊島区,1,04,30～49人,4,152,110,152,110,-,73723,301529,663566,648668,-,-,-,14898,329264,335858,209016,3090,6672,6390
2,13116,豊島区,1,05,50～99人,4,248,170,248,170,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13116,豊島区,1,06,100～199人,4,510,299,516,302,-,219608,489333,1205720,1019012,-,-,-,186708,661080,663717,105945,7194,52192,4420
2,13116,豊島区,1,07,200～299人,1,225,157,225,157,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13117,北区,0,00,総数,236,8399,5618,8413,5630,5,4308420,8531965,17074780,13610744,2674932,61351,270,727483,7287154,7968529,12410492,654096,14075,657219
2,13117,北区,1,01,4～9人,113,661,418,657,415,5,220887,474336,889761,708598,148188,1297,22,31656,385264,385264,…,…,…,…
2,13117,北区,1,02,10～19人,54,720,472,727,476,-,284847,637861,1188771,907455,196922,2196,154,82044,510296,510296,…,…,…,…
2,13117,北区,1,03,20～29人,30,741,469,743,471,-,338982,788488,1327993,899395,305191,8032,94,115281,500055,500055,…,…,…,…
2,13117,北区,1,04,30～49人,11,433,349,435,351,-,188193,677960,1049312,930946,63126,-,-,55240,343774,345288,219331,4623,1031,16109
2,13117,北区,1,05,50～99人,20,1411,1101,1416,1106,-,663005,2162003,4785424,3968711,x,x,-,404755,2256324,2450779,2813298,138288,2359,160052
2,13117,北区,1,06,100～199人,2,294,230,294,230,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13117,北区,1,07,200～299人,1,227,154,227,154,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13117,北区,1,08,300～499人,2,844,675,846,677,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13117,北区,1,09,500～999人,1,634,389,634,389,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13117,北区,1,10,1000人以上,2,2434,1361,2434,1361,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13118,荒川区,0,00,総数,409,5280,3568,5284,3575,21,2023580,4662355,8391592,6258344,1198187,72265,2400,860396,3329863,3477207,1449532,203622,22549,139842
2,13118,荒川区,1,01,4～9人,238,1348,910,1328,897,20,442456,686217,1453912,1026207,359643,7285,1385,59392,711845,711845,…,…,…,…
2,13118,荒川区,1,02,10～19人,116,1527,1030,1532,1035,1,580348,1123739,2201333,1499358,618534,21903,382,61156,1001063,1001063,…,…,…,…
2,13118,荒川区,1,03,20～29人,26,617,443,617,443,-,261430,358435,858796,697930,134365,11164,633,14704,464927,464927,…,…,…,…
2,13118,荒川区,1,04,30～49人,19,778,581,778,581,-,340970,985524,1593278,1439710,68705,-,-,84863,485033,573001,893608,106337,9343,84570
2,13118,荒川区,1,05,50～99人,8,506,355,518,364,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
2,13118,荒川区,1,06,100～199人,1,125,107,127,108,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13118,荒川区,1,08,300～499人,1,379,142,384,147,-,x,x,x,x,x,-,-,-,x,x,x,-,-,x
2,13119,板橋区,0,00,総数,589,14889,11088,15087,11255,14,7338636,21033702,37825193,32118691,4629754,156592,20981,899175,14356751,15933818,10798614,773642,175343,821522
2,13119,板橋区,1,01,4～9人,263,1604,1070,1596,1066,13,560601,906386,1940390,1351502,498951,11063,2321,76553,959795,959795,…,…,…,…
2,13119,板橋区,1,02,10～19人,148,2062,1434,2070,1439,1,828474,1649781,3254681,2398624,695854,26620,281,133302,1489760,1489760,…,…,…,…
2,13119,板橋区,1,03,20～29人,68,1671,1141,1685,1152,-,704173,1287156,3008930,2281879,613460,25193,526,87872,1597088,1597088,…,…,…,…
2,13119,板橋区,1,04,30～49人,52,2045,1500,2057,1512,-,907480,2430256,4524352,3228704,881849,815,2176,410808,1850545,1960678,1944719,144801,19794,118348
2,13119,板橋区,1,05,50～99人,36,2529,1943,2531,1945,-,1266950,4728428,8277923,6509015,1489603,92901,4700,181704,2406207,3296210,3841258,195133,38523,288968
2,13119,板橋区,1,06,100～199人,16,2137,1654,2138,1655,-,922973,3041876,5527725,5069984,442579,-,6474,8688,2194123,2316194,2341172,92920,1611,159087
2,13119,板橋区,1,07,200～299人,2,521,392,521,392,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13119,板橋区,1,08,300～499人,2,795,680,812,697,-,x,x,x,x,x,-,x,x,x,x,x,x,x,x
2,13119,板橋区,1,09,500～999人,2,1525,1274,1677,1397,-,x,x,x,x,-,-,x,-,x,x,x,x,x,x
2,13120,練馬区,0,00,総数,168,3065,1943,3091,1962,10,1299016,3725594,6618588,5711224,427807,19793,150,459614,2655995,2730436,1307257,144967,58656,72585
2,13120,練馬区,1,01,4～9人,69,420,260,411,254,9,156815,220272,524890,408375,83041,4746,32,28696,282131,282131,…,…,…,…
2,13120,練馬区,1,02,10～19人,52,665,400,665,400,1,223740,642747,1137815,988708,68389,4952,118,75648,458623,458623,…,…,…,…
2,13120,練馬区,1,03,20～29人,22,522,312,533,321,-,214823,653931,1046086,686957,249131,-,-,109998,365398,365398,…,…,…,…
2,13120,練馬区,1,04,30～49人,15,534,317,534,317,-,229241,537552,966217,835361,27246,-,-,103610,382071,400354,418740,44549,406,18771
2,13120,練馬区,1,05,50～99人,7,466,308,467,309,-,219927,1097801,1684795,1616885,-,10095,-,57815,564801,585203,242357,79499,3202,21810
2,13120,練馬区,1,06,100～199人,3,458,346,481,361,-,254470,573291,1258785,1174938,-,-,-,83847,602971,638727,646160,20919,55048,32004
2,13121,足立区,0,00,総数,748,12851,7776,12812,7756,71,4726087,13930750,25397428,20343949,2081082,124185,2279,2845933,10205870,10696688,8600456,508554,282180,520206
2,13121,足立区,1,01,4～9人,407,2444,1486,2379,1443,69,759463,1453359,3071136,2355386,557386,12204,95,146065,1498167,1498167,…,…,…,…
2,13121,足立区,1,02,10～19人,193,2559,1657,2567,1666,2,924868,2045644,3985598,3144966,651423,7265,93,181851,1797176,1797176,…,…,…,…
2,13121,足立区,1,03,20～29人,74,1803,1154,1803,1154,-,686521,1895612,3309704,2728068,413256,39647,2091,126642,1319019,1319019,…,…,…,…
2,13121,足立区,1,04,30～49人,42,1592,1084,1597,1088,-,686109,1887604,3633347,2801698,266206,65069,-,500374,1583370,1632437,1291965,130609,39610,51553
2,13121,足立区,1,05,50～99人,20,1295,834,1295,834,-,566113,1374079,2816307,2157884,x,-,-,x,1273822,1343684,1223947,138035,4000,80899
2,13121,足立区,1,06,100～199人,9,1200,654,1200,654,-,500318,2781423,4547578,4065491,-,-,-,482087,1400822,1667897,5212545,136568,38407,290767
2,13121,足立区,1,08,300～499人,2,874,477,883,484,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13121,足立区,1,10,1000人以上,1,1084,430,1088,433,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
