地域階層,地域コード,地域,従業者規模階層,従業者規模コード,従業者規模,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,常用労働者／総数（人）,常用労働者／うち男（人）,個人業主及び無給家族従業者（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）,有形固定資産額（30人以上）／年初現在高（万円）,有形固定資産額（30人以上）／取得額（万円）,有形固定資産額（30人以上）／除却額（万円）,有形固定資産額（30人以上）／減価償却額（万円）
2,13223,武蔵村山市,1,04,30～49人,10,390,242,390,242,-,136515,441840,814706,708118,106588,-,-,-,346377,346463,203131,8821,3274,15687
2,13223,武蔵村山市,1,05,50～99人,13,812,561,814,562,-,329645,599729,1276540,874079,401665,-,-,796,588558,639475,633918,165995,78173,55461
2,13223,武蔵村山市,1,06,100～199人,7,936,597,978,620,-,389706,1251356,2740897,2457384,553,8493,-,274467,1315597,1385867,890048,76364,35777,59057
2,13223,武蔵村山市,1,08,300～499人,1,334,275,359,300,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13223,武蔵村山市,1,09,500～999人,2,1177,401,1177,401,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13224,多摩市,0,00,総数,21,884,509,889,514,-,410411,1255829,2457919,2281011,36493,403,-,140012,1095301,1158451,540415,57473,709,39844
2,13224,多摩市,1,01,4～9人,4,24,12,24,12,-,5413,2021,11196,3953,7243,-,-,-,8495,8495,…,…,…,…
2,13224,多摩市,1,02,10～19人,5,74,33,74,33,-,24724,28209,66766,62289,4074,403,-,-,35701,35701,…,…,…,…
2,13224,多摩市,1,03,20～29人,4,99,49,99,49,-,44237,92060,229570,218790,10780,-,-,-,131906,131906,…,…,…,…
2,13224,多摩市,1,04,30～49人,3,102,35,102,35,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13224,多摩市,1,05,50～99人,2,107,60,107,60,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13224,多摩市,1,06,100～199人,3,478,320,483,325,-,244835,706352,1571134,1535654,-,-,-,35480,773793,840975,406119,54484,628,34159
2,13225,稲城市,0,00,総数,62,1703,1108,1709,1115,4,856450,1434051,2947620,2276575,581568,14259,-,75218,1211373,1414490,1426789,181370,9521,160790
2,13225,稲城市,1,01,4～9人,24,138,94,136,93,4,46041,87114,165724,136305,9958,622,-,18839,72785,72785,…,…,…,…
2,13225,稲城市,1,02,10～19人,20,278,175,278,175,-,93734,163157,339606,246738,54374,4717,-,33777,163379,163379,…,…,…,…
2,13225,稲城市,1,03,20～29人,10,243,153,243,153,-,98296,214878,421389,375634,14233,8920,-,22602,192220,192220,…,…,…,…
2,13225,稲城市,1,04,30～49人,3,109,91,109,91,-,53826,44188,150269,119736,30533,-,-,-,98923,98390,27993,1109,134,1904
2,13225,稲城市,1,05,50～99人,2,128,94,128,94,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
2,13225,稲城市,1,06,100～199人,1,121,105,121,105,-,x,x,x,-,x,-,-,-,x,x,x,x,x,x
2,13225,稲城市,1,08,300～499人,2,686,396,694,404,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13227,羽村市,0,00,総数,70,8417,7507,8468,7557,2,3965619,43048194,70909000,70154407,557216,2352,220,194805,24783570,25954198,5525169,1293497,78019,961074
2,13227,羽村市,1,01,4～9人,20,129,86,127,84,2,42564,44202,117245,65257,50485,67,-,1436,67632,67632,…,…,…,…
2,13227,羽村市,1,02,10～19人,13,155,125,155,125,-,67771,513730,671718,461044,161668,-,23,48983,146465,146465,…,…,…,…
2,13227,羽村市,1,03,20～29人,8,205,143,205,143,-,96056,164730,382057,325739,50992,-,-,5326,205068,205068,…,…,…,…
2,13227,羽村市,1,04,30～49人,6,219,160,220,161,-,108627,199631,487531,473539,-,711,-,13281,271863,273145,63483,17643,2635,9508
2,13227,羽村市,1,05,50～99人,11,735,564,740,569,-,301983,1915112,2701411,2441818,252342,1574,-,5677,672599,736402,393715,126403,4734,65232
2,13227,羽村市,1,06,100～199人,8,1035,762,1036,762,-,511706,1993808,3304612,3164831,19482,-,197,120102,1045404,1249966,1109029,155413,8237,185106
2,13227,羽村市,1,07,200～299人,2,529,478,529,478,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
2,13227,羽村市,1,09,500～999人,1,548,488,548,488,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
2,13227,羽村市,1,10,1000人以上,1,4862,4701,4908,4747,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13228,あきる野市,0,00,総数,79,2096,1613,2099,1616,2,1000145,2618892,4642687,4189899,311217,-,395,141176,1737611,1897765,1725845,88016,4601,84530
2,13228,あきる野市,1,01,4～9人,26,150,99,148,97,2,50894,54182,160397,94417,59839,-,-,6141,98349,98349,…,…,…,…
2,13228,あきる野市,1,02,10～19人,26,374,273,374,273,-,123380,214115,466717,393817,28988,-,186,43726,233938,233938,…,…,…,…
2,13228,あきる野市,1,03,20～29人,14,366,257,366,257,-,167679,346625,675424,467443,206912,-,209,860,311894,311894,…,…,…,…
2,13228,あきる野市,1,04,30～49人,5,188,152,188,152,-,91603,339499,507657,507657,-,-,-,-,190695,165371,189621,14730,-,9363
2,13228,あきる野市,1,05,50～99人,2,151,99,151,99,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13228,あきる野市,1,06,100～199人,5,636,546,641,551,-,371822,1104958,1870903,1840664,-,-,-,30239,643469,714490,1429296,65918,3626,68416
2,13228,あきる野市,1,07,200～299人,1,231,187,231,187,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13229,西東京市,0,00,総数,29,964,762,967,763,-,518643,1424265,2926578,2634134,173668,-,-,118776,1498595,1479569,923580,138865,1102,19144
2,13229,西東京市,1,01,4～9人,10,54,35,54,35,-,18833,16676,60018,55057,4961,-,-,-,40140,40140,…,…,…,…
2,13229,西東京市,1,02,10～19人,10,133,81,133,81,-,48265,117034,308906,289363,15297,-,-,4246,177659,177659,…,…,…,…
2,13229,西東京市,1,03,20～29人,4,90,50,90,50,-,25969,48104,107568,83171,24397,-,-,-,55059,55059,…,…,…,…
2,13229,西東京市,1,04,30～49人,1,38,32,40,32,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13229,西東京市,1,05,50～99人,2,164,150,164,150,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
2,13229,西東京市,1,06,100～199人,1,126,100,127,101,-,x,x,x,x,-,-,-,x,x,x,x,x,-,x
2,13229,西東京市,1,08,300～499人,1,359,314,359,314,-,x,x,x,x,-,-,-,x,x,x,x,x,-,x
1,13300,郡部,0,00,総数,268,8599,6272,8759,6426,17,3913330,24985800,63218447,61274208,1399529,75242,7013,462455,37231849,35551589,5056951,1298157,67592,459487
1,13300,郡部,1,01,4～9人,113,728,506,712,493,17,267582,722866,1345519,835547,384192,5929,92,119759,577641,577641,…,…,…,…
1,13300,郡部,1,02,10～19人,67,911,661,918,666,-,x,x,x,x,x,x,x,x,x,x,…,…,…,…
1,13300,郡部,1,03,20～29人,34,816,634,816,634,-,x,x,x,x,x,x,x,x,x,x,…,…,…,…
1,13300,郡部,1,04,30～49人,22,890,636,900,645,-,382784,1073306,1790565,1498944,221518,24969,268,44866,636315,675292,492187,91146,1588,49636
1,13300,郡部,1,05,50～99人,20,1312,895,1323,906,-,507753,2077690,3684791,3368097,284006,42,922,31724,1309153,1502863,1550248,59931,2437,90600
1,13300,郡部,1,06,100～199人,9,1219,828,1232,841,-,529720,2434318,3696916,3540292,-,-,5021,151603,1234489,1232976,1256181,77772,28335,89892
1,13300,郡部,1,07,200～299人,2,503,289,503,289,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,13300,郡部,1,10,1000人以上,1,2220,1823,2355,1952,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13303,瑞穂町,0,00,総数,203,6771,4998,6912,5133,10,3159332,21814769,58339855,56757366,1221870,75242,6963,278414,35654041,33891226,4012630,1225878,41480,381981
2,13303,瑞穂町,1,01,4～9人,86,556,398,547,390,10,216737,646179,1183595,683972,376940,5929,92,116662,498719,498719,…,…,…,…
2,13303,瑞穂町,1,02,10～19人,50,663,508,667,512,-,249006,498982,1136459,907834,213427,10866,348,3984,591267,591267,…,…,…,…
2,13303,瑞穂町,1,03,20～29人,26,628,473,628,473,-,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13303,瑞穂町,1,04,30～49人,18,717,511,727,520,-,303432,944149,1524696,1252856,221518,24969,218,25135,515241,548274,442986,84779,1588,43374
2,13303,瑞穂町,1,05,50～99人,16,1051,720,1052,721,-,399964,1683264,2883906,2733725,141901,42,922,7316,936391,1120478,1413648,50729,1891,81338
2,13303,瑞穂町,1,06,100～199人,5,731,488,731,488,-,327746,969965,1767183,1701329,-,-,5021,60833,724218,744006,x,x,x,x
2,13303,瑞穂町,1,07,200～299人,1,205,77,205,77,-,x,x,x,x,-,-,-,-,x,x,x,-,-,x
2,13303,瑞穂町,1,10,1000人以上,1,2220,1823,2355,1952,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13305,日の出町,0,00,総数,51,1673,1187,1693,1207,6,707943,3113747,4724942,4383266,158840,-,50,182786,1488580,1571135,1044321,72279,26112,77506
2,13305,日の出町,1,01,4～9人,20,133,84,127,80,6,40553,61051,125758,117710,6206,-,-,1842,59913,59913,…,…,…,…
2,13305,日の出町,1,02,10～19人,12,179,126,182,127,-,59842,214585,418509,361945,10529,-,-,46035,188821,188821,…,…,…,…
2,13305,日の出町,1,03,20～29人,6,141,125,141,125,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13305,日の出町,1,04,30～49人,4,173,125,173,125,-,79352,129157,265869,246088,-,-,50,19731,121074,127018,49201,6367,-,6262
2,13305,日の出町,1,05,50～99人,4,261,175,271,185,-,107789,394426,800885,634372,142105,-,-,24408,372762,382385,136600,9202,546,9262
2,13305,日の出町,1,06,100～199人,4,488,340,501,353,-,201974,1464353,1929733,1838963,-,-,-,90770,510271,488970,x,x,x,x
2,13305,日の出町,1,07,200～299人,1,298,212,298,212,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13307,檜原村,0,00,総数,5,65,43,64,42,1,26015,37735,93255,73505,x,-,-,x,51407,51407,-,-,-,-
2,13307,檜原村,1,01,4～9人,2,10,8,9,7,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13307,檜原村,1,02,10～19人,2,32,13,32,13,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13307,檜原村,1,03,20～29人,1,23,22,23,22,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13308,奥多摩町,0,00,総数,9,90,44,90,44,-,20040,19549,60395,60071,x,-,-,x,37821,37821,-,-,-,-
2,13308,奥多摩町,1,01,4～9人,5,29,16,29,16,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13308,奥多摩町,1,02,10～19人,3,37,14,37,14,-,8547,6850,20790,x,x,-,-,-,12908,12908,…,…,…,…
2,13308,奥多摩町,1,03,20～29人,1,24,14,24,14,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
1,13350,島部,0,00,総数,40,321,158,298,144,23,70286,127287,277210,256622,2087,-,-,18501,125004,125004,-,-,-,-
1,13350,島部,1,01,4～9人,30,191,82,169,69,22,40866,68854,165528,148334,300,-,-,16894,79160,79160,…,…,…,…
1,13350,島部,1,02,10～19人,9,108,64,107,63,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13350,島部,1,03,20～29人,1,22,12,22,12,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13361,大島町,0,00,総数,8,76,34,76,34,-,13494,16938,40451,38799,-,-,-,1652,21772,21772,-,-,-,-
2,13361,大島町,1,01,4～9人,6,41,20,41,20,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13361,大島町,1,02,10～19人,1,13,2,13,2,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13361,大島町,1,03,20～29人,1,22,12,22,12,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13362,利島村,0,00,総数,2,11,8,11,8,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,13362,利島村,1,01,4～9人,2,11,8,11,8,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13363,新島村,0,00,総数,9,69,21,57,14,12,10394,10804,42171,26170,x,-,-,x,28711,28711,-,-,-,-
2,13363,新島村,1,01,4～9人,8,57,20,45,13,12,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13363,新島村,1,02,10～19人,1,12,1,12,1,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13364,神津島村,0,00,総数,3,17,7,17,7,-,4274,11152,22195,21895,x,-,-,x,6924,6924,-,-,-,-
2,13364,神津島村,1,01,4～9人,3,17,7,17,7,-,4274,11152,22195,21895,x,-,-,x,6924,6924,…,…,…,…
2,13381,三宅村,0,00,総数,2,17,13,14,11,3,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,13381,三宅村,1,01,4～9人,1,6,2,3,-,3,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13381,三宅村,1,02,10～19人,1,11,11,11,11,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13382,御蔵島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13401,八丈町,0,00,総数,13,112,61,104,56,8,27947,52009,108631,106542,x,-,-,x,45707,45707,-,-,-,-
2,13401,八丈町,1,01,4～9人,8,50,21,43,17,7,11611,19579,46753,46271,-,-,-,482,18440,18440,…,…,…,…
2,13401,八丈町,1,02,10～19人,5,62,40,61,39,1,16336,32430,61878,60271,x,-,-,x,27267,27267,…,…,…,…
2,13402,青ヶ島村,0,00,総数,2,14,11,14,11,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,13402,青ヶ島村,1,01,4～9人,1,4,1,4,1,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13402,青ヶ島村,1,02,10～19人,1,10,10,10,10,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13421,小笠原村,0,00,総数,1,5,3,5,3,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
2,13421,小笠原村,1,01,4～9人,1,5,3,5,3,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
,,,,,,,,,,,,,,,,,,,,,,,,,
2018東京の工業　平成30年工業統計調査報告（平成29年実績）,,,,,,,,,,,,,,,,,,,,,,,,,
第6-1表　区市町村，従業者規模別統計表（従業者4人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：東京都　1：区部・市部・郡部・島部　2：区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,
従業者規模階層（0：総数　1：従業者規模）,,,,,,,,,,,,,,,,,,,,,,,,,
