地域階層,地域コード,地域,平成5年／総数,平成5年／男,平成5年／女,平成6年／総数,平成6年／男,平成6年／女,平成7年／総数,平成7年／男,平成7年／女,平成8年／総数,平成8年／男,平成8年／女,平成9年／総数,平成9年／男,平成9年／女,平成10年／総数,平成10年／男,平成10年／女,平成11年／総数,平成11年／男,平成11年／女,平成12年／総数,平成12年／男,平成12年／女,平成13年／総数,平成13年／男,平成13年／女,平成14年／総数,平成14年／男,平成14年／女
4,13217,保谷市,97175,49027,48148,97946,49348,48598,98779,49739,49040,100077,50213,49864,100086,50239,49847,100460,50247,50213,101590,50761,50829,102516,51156,51360,102496,50958,51538,0,0,0
4,13218,福生市,60063,30765,29298,60722,31123,29599,61312,31390,29922,61564,31488,30076,61444,31325,30119,61590,31314,30276,61579,31314,30265,61481,31199,30282,61515,31208,30307,61744,31367,30377
4,13219,狛江市,74635,38187,36448,74915,38252,36663,74596,37900,36696,74665,37742,36923,74611,37686,36925,74506,37601,36905,75421,38074,37347,75609,38132,37477,75756,38209,37547,76363,38511,37852
4,13220,東大和市,75912,38226,37686,76297,38330,37967,76507,38404,38103,76412,38316,38096,77023,38571,38452,76530,38302,38228,75920,37963,37957,76454,38187,38267,77257,38534,38723,78502,39124,39378
4,13221,清瀬市,67444,33225,34219,67525,33162,34363,67628,33147,34481,67584,33035,34549,67650,33049,34601,67653,33082,34571,67789,33048,34741,67864,33058,34806,68002,33086,34916,68961,33557,35404
4,13222,東久留米市,112836,56495,56341,112176,56166,56010,112108,55956,56152,111230,55438,55792,111524,55436,56088,112308,55837,56471,113354,56396,56958,113250,56257,56993,113079,56156,56923,113715,56402,57313
4,13223,武蔵村山市,66796,34200,32596,67219,34383,32836,67450,34441,33009,66977,34155,32822,66299,33790,32509,66522,33956,32566,66259,33713,32546,66050,33622,32428,66027,33439,32588,66119,33484,32635
4,13224,多摩市,148293,75716,72577,149147,76011,73136,148578,75437,73141,147932,75028,72904,147129,74526,72603,146952,74431,72521,146512,74155,72357,145989,73916,72073,145523,73599,71924,145169,73353,71816
4,13225,稲城市,61467,31974,29493,62421,32426,29995,62288,32227,30061,63013,32446,30567,64240,32990,31250,64950,33358,31592,65918,33828,32090,67796,34803,32993,69484,35585,33899,70750,36218,34532
4,13227,羽村市,54200,28407,25793,54396,28382,26014,54790,28522,26268,55126,28662,26464,55126,28580,26546,55261,28553,26708,55787,28820,26967,56072,28849,27223,55990,28739,27251,55939,28667,27272
4,13228,あきる野市,74434,37676,36758,75112,37947,37165,75439,38026,37413,75438,37960,37478,76138,38282,37846,76604,38471,38133,76945,38663,38282,77704,38886,38818,78524,39376,39148,78928,39562,39366
4,13229,西東京市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182493,91061,91432
1,13550,町村部,92683,47193,45490,92993,47348,45645,93106,47323,45783,93171,47318,45853,92811,47029,45782,92282,46640,45642,92070,46488,45582,91781,46270,45511,87926,44315,43611,87616,44012,43394
2,13300,郡部,60827,30994,29833,61056,31074,29982,61144,31032,30112,61118,30978,30140,60944,30788,30156,60648,30559,30089,60520,30441,30079,60372,30276,30096,60332,30180,30152,60289,30166,30123
4,13303,瑞穂町,32057,16508,15549,32311,16617,15694,32608,16728,15880,32616,16731,15885,32540,16638,15902,32513,16590,15923,32531,16585,15946,32636,16566,16070,32958,16673,16285,33265,16855,16410
4,13305,日の出町,16659,8386,8273,16716,8432,8284,16696,8399,8297,16724,8402,8322,16796,8396,8400,16688,8321,8367,16806,8335,8471,16723,8264,8459,16591,8190,8401,16478,8103,8375
4,13307,檜原村,3720,1888,1832,3675,1857,1818,3610,1816,1794,3543,1776,1767,3499,1759,1740,3452,1726,1726,3361,1680,1681,3323,1655,1668,3252,1610,1642,3171,1586,1585
4,13308,奥多摩町,8391,4212,4179,8354,4168,4186,8230,4089,4141,8235,4069,4166,8109,3995,4114,7995,3922,4073,7822,3841,3981,7690,3791,3899,7531,3707,3824,7375,3622,3753
2,13350,島部,31856,16199,15657,31937,16274,15663,31962,16291,15671,32053,16340,15713,31867,16241,15626,31634,16081,15553,31550,16047,15503,31409,15994,15415,27594,14135,13459,27327,13846,13271
3,13360,大島支庁,15740,7790,7950,15581,7720,7861,15414,7655,7759,15429,7668,7761,15287,7568,7719,15126,7459,7667,15028,7417,7611,14900,7360,7540,14769,7308,7461,14595,7219,7376
4,13361,大島町,9769,4820,4949,9717,4793,4924,9641,4792,4849,9689,4806,4883,9573,4746,4827,9422,4638,4784,9371,4605,4766,9261,4573,4688,9199,4549,4650,9044,4455,4589
4,13362,利島村,309,176,133,313,181,132,321,185,136,315,181,134,312,172,140,319,175,144,320,173,147,307,168,139,299,164,135,308,163,145
4,13363,新島村,3372,1635,1737,3278,1594,1684,3184,1531,1653,3161,1527,1634,3162,1529,1633,3166,1534,1632,3147,1531,1616,3162,1522,1640,3132,1510,1622,3101,1500,1601
4,13364,神津島村,2290,1159,1131,2273,1152,1121,2268,1147,1121,2264,1154,1110,2240,1121,1119,2219,1112,1107,2190,1108,1082,2170,1097,1073,2139,1085,1054,2142,1101,1041
3,13380,三宅支庁,4043,1975,2068,4108,2019,2089,4139,2011,2128,4087,1999,2088,4040,1982,2058,4034,1996,2038,3946,1954,1992,3921,1946,1975,312,175,137,312,54,48
4,13381,三宅村,3769,1822,1947,3831,1862,1969,3862,1855,2007,3813,1844,1969,3761,1823,1938,3746,1827,1919,3657,1788,1869,3633,1784,1849,0,0,0,0,0,0
4,13382,御蔵島村,274,153,121,277,157,120,277,156,121,274,155,119,279,159,120,288,169,119,289,166,123,288,162,126,312,175,137,312,169,143
3,13400,八丈支庁,9510,4743,4767,9562,4761,4801,9623,4786,4837,9720,4813,4907,9752,4853,4899,9697,4824,4873,9731,4848,4883,9746,4884,4862,9709,4883,4826,9635,4823,4812
4,13401,八丈町,9291,4602,4689,9336,4618,4718,9395,4638,4757,9480,4661,4819,9514,4704,4810,9479,4687,4792,9523,4716,4807,9536,4758,4778,9501,4762,4739,9429,4703,4726
4,13402,青ヶ島村,219,141,78,226,143,83,228,148,80,240,152,88,238,149,89,218,137,81,208,132,76,210,126,84,208,121,87,206,120,86
3,13420,小笠原支庁,2563,1691,872,2686,1774,912,2786,1839,947,2817,1860,957,2788,1838,950,2777,1802,975,2845,1828,1017,2842,1804,1038,2804,1769,1035,2785,1750,1035
4,13421,小笠原村,2563,1691,872,2686,1774,912,2786,1839,947,2817,1860,957,2788,1838,950,2777,1802,975,2845,1828,1017,2842,1804,1038,2804,1769,1035,2785,1750,1035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
人口の動き（平成13年中）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
参考表３　区市町村、男女別人口（平成5年～14年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注１） 各年１月１日現在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注２） 平成12年国勢調査において、三宅村の人口がゼロとなったため、その後の住民基本台帳等の増減数は三宅村には加えず、総数のみに加えた。このため平成13、14年において、総数と各地域の合計は一致しない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,　　,,,,,,,,
