消防署,計,（一）・イ,（一）・ロ,（二）・イ,（二）・ロ,（二）・ハ,（二）・ニ,（三）・イ,（三）・ロ,（四）,（五）・イ,（五）・ロ,（六）・イ・（1）,（六）・イ・（2）,（六）・イ・（3）,（六）・イ・（4）,（六）・ロ・（1）,（六）・ロ・（2）,（六）・ロ・（3）,（六）・ロ・（4）,（六）・ロ・（5）,（六）・ハ・（1）,（六）・ハ・（2）,（六）・ハ・（3）,（六）・ハ・（4）,（六）・ハ・（5）,（六）・ニ,（七）,（八）,（九）・イ,（九）・ロ,（十）,十一,十二・イ,十二・ロ,十三・イ,十三・ロ,十四,十五,十六・イ,十六・ロ,十六の二,十六の三,十七,十八,十九,二十,危険物製造所等_製造所,危険物製造所等_貯蔵所,危険物製造所等_取扱所,少量危険物等_運搬,少量危険物等_貯蔵取扱所少量危険物,少量危険物等_貯蔵取扱所指定可燃物
赤坂,61,0,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,40,3,0,0,0,0,0,0,0,0,0,0,0,0
高輪,72,0,0,0,0,0,0,0,0,0,1,17,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,5,1,0,0,0,0,5,0,2,0,8,11,6,3,0,0,0,0,0,0,0,6,3,0,0,0
品川,129,0,0,0,0,0,0,0,3,5,2,23,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,2,9,4,0,1,0,1,5,36,8,0,0,0,0,0,0,0,9,15,0,0,0
大井,144,0,0,0,0,0,0,0,1,2,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,0,2,0,1,7,13,30,0,0,0,0,0,0,0,4,6,0,0,0
荏原,200,0,0,0,0,0,0,0,3,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,179,5,0,0,0,0,0,0,0,0,0,0,0,0
大森,136,0,0,0,0,0,0,0,1,2,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,1,0,0,0,9,29,0,0,0,8,18,16,8,0,0,0,0,0,0,0,9,3,0,0,0
田園調布,77,0,0,0,0,0,0,0,0,2,0,26,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,6,0,0,0,0,1,7,0,0,0,3,2,10,5,0,0,0,0,0,0,0,0,10,0,0,0
蒲田,243,0,0,0,0,0,0,0,4,7,4,104,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,10,15,0,2,0,3,2,26,24,0,0,2,0,0,0,0,1,34,0,0,0
矢口,194,0,0,0,0,0,0,0,3,12,4,66,0,0,0,1,0,0,0,0,0,0,0,6,0,1,1,0,0,0,1,4,4,7,0,2,0,5,6,11,51,0,0,0,0,0,0,0,3,6,0,0,0
目黒,54,0,0,0,0,0,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2,4,0,0,0,1,6,16,4,0,0,0,0,0,0,0,3,5,0,0,0
世田谷,131,0,0,0,0,0,0,0,2,3,0,102,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,10,2,0,0,0,0,0,0,0,3,3,0,0,0
玉川,63,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,0,0,3,0,2,0,0,0,2,2,30,2,0,0,0,0,0,0,0,2,6,0,0,0
成城,123,0,0,0,0,0,0,0,3,9,0,25,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,4,0,0,0,0,2,8,0,0,0,2,7,24,3,0,0,0,0,0,0,0,5,25,0,0,0
渋谷,275,0,0,0,0,0,0,0,7,10,9,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,91,31,54,0,0,0,0,0,0,0,0,0,0,0,0
四谷,40,0,0,0,0,0,0,0,8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,14,3,0,0,0,0,0,0,0,2,0,0,0,0
牛込,54,0,0,0,0,0,1,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,1,3,18,4,0,0,0,0,0,0,0,2,6,0,0,0
新宿,68,0,1,0,0,0,0,0,0,0,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0
中野,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,2,0,0,0
野方,111,0,0,0,0,0,0,0,2,4,0,26,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,1,0,0,0,1,6,40,4,0,0,9,0,0,0,0,2,3,0,0,0
杉並,98,0,0,0,0,0,0,0,4,2,0,23,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,7,4,0,2,0,3,11,18,7,0,0,4,0,0,0,0,0,2,0,0,0
荻窪,105,0,0,0,0,0,0,0,4,5,0,23,1,0,0,2,0,0,0,0,0,1,0,0,0,0,6,10,0,0,1,1,0,6,0,0,0,2,4,21,6,0,0,0,0,0,0,0,7,5,0,0,0
小石川,104,0,0,0,0,0,0,0,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,11,1,0,1,0,1,6,31,5,0,0,0,0,0,0,0,6,4,0,0,0
本郷,155,0,0,1,0,0,0,0,13,2,0,41,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,20,3,0,0,0,5,2,0,0,0,3,17,30,8,0,0,3,0,0,0,0,1,2,0,0,0
豊島,59,0,0,0,1,0,1,0,3,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,1,19,1,0,0,0,0,0,0,0,0,4,0,0,0
池袋,77,1,0,0,0,0,0,0,1,4,1,6,0,0,0,0,4,0,0,0,0,0,0,7,0,0,1,2,0,0,0,7,2,2,0,0,0,5,6,12,8,0,0,4,0,0,0,0,0,4,0,0,0
王子,62,0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5,0,2,0,0,0,4,7,5,2,0,0,0,0,0,0,0,2,5,0,0,0
赤羽,185,0,0,0,0,0,0,0,5,8,0,25,0,1,0,1,0,0,0,0,0,0,0,2,0,1,4,10,0,0,0,0,8,13,0,3,0,15,9,32,15,0,0,0,0,0,0,0,8,25,0,0,0
滝野川,68,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,0,0,0,0,0,5,0,0,0,2,7,11,11,0,0,0,0,0,0,0,1,12,0,0,0
板橋,81,0,0,0,0,0,0,0,2,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,3,14,1,0,0,0,0,0,0,0,7,8,0,0,0
志村,312,0,0,0,0,0,0,0,1,11,0,163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,25,0,3,0,9,21,22,45,0,0,0,0,0,0,0,1,6,0,0,0
練馬,178,0,0,0,0,0,0,0,1,1,1,53,0,0,0,1,11,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,2,4,0,0,0,0,8,39,43,0,0,0,0,0,0,0,0,9,0,0,0
光が丘,76,0,0,0,0,0,0,0,0,2,0,34,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,10,0,1,0,1,5,1,2,0,0,0,0,0,0,0,0,13,0,0,0
石神井,48,0,0,0,1,0,0,0,2,5,0,10,0,0,0,3,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,6,2,0,0,0,0,0,0,0,3,0,0,0,0
上野,180,0,0,0,0,0,0,0,0,1,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,3,0,2,23,16,46,0,0,0,0,0,0,0,0,2,0,0,0
浅草,116,0,0,0,0,0,0,1,3,6,16,21,0,0,0,1,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,3,1,1,0,0,0,0,12,22,22,0,0,0,0,0,0,0,0,1,0,0,0
日本堤,81,0,0,1,0,0,0,0,13,2,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,3,3,16,6,0,0,0,0,0,0,0,1,2,0,0,0
荒川,196,0,0,0,0,0,0,0,1,6,5,62,0,0,0,2,0,0,0,0,1,0,0,4,0,1,1,7,2,0,1,0,12,12,0,3,0,7,12,22,4,0,0,0,0,0,0,0,1,30,0,0,0
尾久,147,0,0,0,0,0,0,0,3,1,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,0,0,0,2,8,26,31,0,0,0,0,0,0,0,0,9,0,0,0
千住,87,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,3,0,8,9,8,3,0,0,0,0,0,0,0,2,14,0,0,0
足立,247,0,0,0,0,0,0,0,0,5,0,129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,38,0,0,0,0,6,1,0,1,0,8,17,5,8,0,0,0,0,0,0,0,2,22,0,0,0
西新井,334,0,0,0,0,0,0,0,2,6,0,91,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,34,0,0,1,1,7,76,0,0,0,44,13,9,19,0,0,4,0,0,0,0,1,24,0,0,0
本所,65,0,0,0,0,0,0,0,3,0,1,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,8,12,0,0,0,0,0,0,0,3,5,0,0,0
向島,119,0,0,0,0,0,0,0,0,0,0,31,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,25,0,0,0,4,1,12,20,0,0,0,0,0,0,0,0,16,0,0,0
深川,231,0,0,0,0,0,0,0,3,20,1,40,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,11,0,0,1,5,6,16,0,7,0,28,25,15,18,0,0,0,0,0,0,0,4,27,0,0,0
城東,138,0,0,0,0,0,0,0,3,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,14,0,0,0,21,6,34,11,0,0,0,0,0,0,0,3,10,0,0,0
本田,154,0,0,0,1,0,0,1,1,8,2,36,2,0,0,0,4,0,0,0,2,2,0,3,0,4,1,3,0,0,0,0,1,14,0,2,0,5,8,26,3,0,0,0,0,0,0,0,6,19,0,0,0
金町,102,0,0,0,1,0,1,0,7,19,1,22,0,2,0,0,2,0,0,0,0,0,0,4,0,0,1,2,0,0,0,2,0,2,0,0,0,3,7,16,9,0,0,0,0,0,0,0,0,1,0,0,0
江戸川,166,0,0,0,0,0,0,0,3,13,0,72,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,14,1,0,1,0,6,4,0,0,0,2,15,18,1,0,0,3,0,0,0,0,3,4,0,0,0
葛西,29,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,0,0,0,0,5,2,0,0,0
小岩,108,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0,1,2,6,3,0,0,0,0,0,0,0,0,9,0,0,0
受託地区,2867,4,0,0,2,0,3,0,87,178,58,707,0,2,1,37,24,0,0,0,12,18,1,57,6,59,32,150,8,0,2,10,51,177,0,12,0,114,212,343,232,0,0,6,0,0,0,1,63,198,0,0,0
立川,114,0,0,0,0,0,0,0,0,2,0,42,0,0,0,1,0,0,0,0,3,0,0,1,0,3,1,10,0,0,0,0,0,10,0,0,0,3,2,9,11,0,0,0,0,0,0,0,1,15,0,0,0
武蔵野,44,0,0,0,0,0,2,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,20,5,0,0,0,0,0,0,0,2,0,0,0,0
三鷹,286,0,0,0,0,0,0,0,9,16,0,90,0,0,0,1,1,0,0,0,0,4,0,10,1,6,8,16,0,0,0,0,5,6,0,0,0,14,20,47,13,0,0,2,0,0,0,0,5,12,0,0,0
府中,218,4,0,0,0,0,0,0,3,8,0,122,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,1,0,0,0,4,2,0,0,0,5,9,9,33,0,0,0,0,0,0,0,2,3,0,0,0
昭島,133,0,0,0,2,0,0,0,4,7,0,36,0,0,0,0,0,0,0,0,0,1,0,3,1,0,12,1,0,0,0,0,0,15,0,0,0,12,9,10,15,0,0,0,0,0,0,0,1,4,0,0,0
調布,100,0,0,0,0,0,0,0,1,4,1,27,0,0,0,3,0,0,0,0,2,2,0,1,0,4,0,4,0,0,0,0,1,4,0,3,0,1,6,15,7,0,0,0,0,0,0,0,8,6,0,0,0
小金井,76,0,0,0,0,0,0,0,4,3,0,23,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1,6,16,11,0,0,0,0,0,0,0,1,2,0,0,0
小平,86,0,0,0,0,0,0,0,3,13,0,17,0,0,0,1,3,0,0,0,2,0,0,4,0,2,6,8,0,0,0,0,1,1,0,0,0,0,0,11,4,0,0,0,0,0,0,0,2,8,0,0,0
東村山,181,0,0,0,0,0,1,0,5,6,0,95,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,6,5,0,0,0,2,9,21,13,0,0,0,0,0,0,0,5,6,0,0,0
国分寺,211,0,0,0,0,0,0,0,4,11,0,67,0,0,0,3,1,0,0,0,1,0,0,5,0,6,0,8,0,0,0,0,7,0,0,2,0,3,30,11,45,0,0,0,0,0,0,0,4,3,0,0,0
狛江,113,0,0,0,0,0,0,0,3,4,1,11,0,0,0,4,1,0,0,0,0,0,0,1,0,6,1,12,0,0,0,0,1,3,0,0,0,1,5,43,9,0,0,2,0,0,0,0,1,4,0,0,0
北多摩西部,144,0,0,0,0,0,0,0,13,19,0,4,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,2,2,0,0,0,0,22,0,2,0,18,4,12,9,0,0,0,0,0,0,0,5,27,0,0,0
清瀬,68,0,0,0,0,0,0,0,8,5,0,7,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,5,0,0,0,0,2,2,0,1,0,3,4,20,2,0,0,0,0,0,0,0,0,4,0,0,0
東久留米,122,0,0,0,0,0,0,0,3,17,4,4,0,0,0,4,5,0,0,0,4,1,0,8,0,1,1,0,0,0,0,0,1,5,0,0,0,1,3,11,3,0,0,0,0,0,0,0,9,37,0,0,0
西東京,44,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,7,1,0,1,0,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
八王子,146,0,0,0,0,0,0,0,10,23,2,13,0,2,0,2,2,0,0,0,0,4,1,0,0,4,0,15,0,0,0,0,1,20,0,0,0,10,8,14,4,0,0,0,0,0,0,1,1,9,0,0,0
青梅,178,0,0,0,0,0,0,0,6,12,6,21,0,0,0,8,4,0,0,0,0,3,0,10,2,15,1,5,1,0,0,0,2,7,0,1,0,11,15,9,13,0,0,0,0,0,0,0,3,23,0,0,0
町田,45,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,1,11,0,0,0,0,0,0,0,3,1,0,0,0
日野,62,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,1,0,0,0,0,1,0,2,1,2,0,0,0,0,0,4,2,1,0,1,0,1,5,23,1,0,0,0,0,0,0,0,0,3,0,0,0
福生,242,0,0,0,0,0,0,0,6,7,0,60,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,3,4,49,0,0,0,16,39,18,13,0,0,1,0,0,0,0,1,15,0,0,0
多摩,64,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,14,0,0,1,0,1,1,0,0,0,1,2,7,7,0,0,0,0,0,0,0,4,2,0,0,0
秋川,166,0,0,0,0,0,0,0,3,13,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,31,2,0,0,3,5,9,0,1,0,9,24,6,3,0,0,1,0,0,0,0,5,10,0,0,0
奥多摩,24,0,0,0,0,0,0,0,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0
