階層,計,（一）・イ,（一）・ロ,（二）・イ,（二）・ロ,（二）・ハ,（二）・二,（三）・イ,（三）・ロ,（四）,（五）・イ,（五）・ロ,（六）・イ・（１）,（六）・イ・（２）,（六）・イ・（３）,（六）・イ・（４）,（六）・ロ・（１）,（六）・ロ・（２）,（六）・ロ・（３）,（六）・ロ・（４）,（六）・ロ・（５）,（六）・ハ・（１）,（六）・ハ・（２）,（六）・ハ・（３）,（六）・ハ・（４）,（六）・ハ・（５）,（六）・二,（七）,（八）,（九）・イ,（九）・ロ,（十）,（十一）,（十二）・イ,（十二）・ロ,（十三）・イ,（十三）・ロ,（十四）,（十五）・①,（十五）・②,（十五）・③,（十六）・イ,（十六）・ロ,（十六の二）,（十六の三）,その他
55階建,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
54階建,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
53階建,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
52階建,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
51階建,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50階建,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49階建,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
48階建,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
47階建,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
46階建,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45階建,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
44階建,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
43階建,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0
42階建,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
41階建,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
40階建,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
39階建,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,3,0,0,0
38階建,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
37階建,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
36階建,24,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,0,0,0
35階建,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
34階建,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0
33階建,32,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0
32階建,39,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0
31階建,29,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,2,0,0,0
30階建,49,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,4,0,0,0
29階建,46,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,2,0,0,0
28階建,31,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0
27階建,44,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,25,3,0,0,0
26階建,37,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,17,4,0,0,0
25階建,73,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36,10,0,0,0
24階建,54,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,22,7,0,0,1
23階建,72,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,8,0,0,0
22階建,73,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,44,7,0,0,0
21階建,79,0,0,0,0,0,0,0,0,0,1,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,1,32,11,0,0,1
20階建,130,0,0,0,0,0,0,0,0,0,2,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,8,0,36,11,0,0,2
19階建,103,0,0,0,0,0,0,0,0,0,2,54,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,25,11,0,0,0
18階建,136,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,14,1,36,17,0,0,1
17階建,110,0,0,0,0,0,0,0,0,0,5,36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,8,0,37,17,0,0,0
16階建,128,0,0,0,0,0,0,0,0,0,4,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,15,1,44,15,0,0,1
15階建,1083,0,0,0,0,0,0,0,0,0,21,921,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,14,0,78,38,0,0,1
14階建,3176,0,0,0,0,0,0,0,0,0,84,2388,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,8,50,4,400,218,0,0,4
13階建,2296,0,0,0,0,0,0,0,0,2,58,1719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,1,62,5,243,183,0,0,7
12階建,3403,0,0,0,0,0,0,0,2,1,89,2389,2,0,3,0,4,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1,0,1,5,144,10,394,321,0,0,13
11階建,4573,0,0,0,0,0,3,0,2,3,99,3035,5,0,6,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,1,0,0,2,5,263,18,582,515,0,0,6
10階建,8245,0,0,0,2,0,15,0,7,15,169,4143,4,0,15,3,10,0,0,0,0,2,0,0,0,0,0,48,0,0,0,0,1,2,0,4,0,10,15,945,41,1782,982,0,0,30
9階建,9811,1,0,0,2,0,16,0,26,30,136,3666,10,2,16,3,10,0,0,0,0,3,0,1,0,0,0,101,3,0,0,0,4,1,0,5,0,24,11,1886,80,2536,1194,0,0,44
8階建,12719,1,0,0,2,0,14,0,38,59,135,5108,16,6,18,6,24,0,0,0,0,5,0,0,0,2,0,154,0,1,0,0,9,6,2,11,0,57,45,2052,131,3122,1630,0,0,65
7階建,15436,2,0,1,11,0,9,1,44,48,124,6516,23,4,39,15,37,0,0,0,0,6,0,2,0,2,0,170,6,0,1,3,16,28,1,9,0,80,45,1840,174,3781,2294,0,0,104
6階建,19855,4,1,0,13,2,11,0,97,87,203,7005,29,10,78,28,93,0,0,0,1,9,2,5,0,8,2,312,3,5,0,2,29,99,3,20,0,211,67,2030,351,5489,3324,0,0,222
5階建,43439,6,9,4,42,2,15,5,290,171,330,19756,53,20,105,67,234,2,1,1,1,10,2,36,1,30,2,634,9,25,3,4,86,292,3,44,1,315,133,2585,711,9758,6999,0,0,642
4階建,54737,21,13,6,55,2,24,8,611,312,346,22296,61,35,132,127,401,3,0,1,8,34,4,136,5,62,32,1890,32,64,2,12,177,814,7,143,1,455,225,2374,1136,11624,9846,0,0,1200
地下計,72030,51,32,14,115,4,77,19,1048,642,650,18910,157,53,309,166,411,2,0,5,34,53,5,160,8,96,104,2283,175,25,18,295,910,462,14,318,1,275,873,7981,2941,20676,10198,10,2,1448
地下1階,63944,35,20,13,103,3,62,18,966,573,587,18024,120,47,246,154,393,2,0,5,33,50,5,152,8,93,101,1858,140,20,17,59,844,436,9,247,1,259,587,6703,2337,17884,9438,2,0,1290
地下2階,6473,15,10,0,10,1,14,1,76,60,49,777,27,6,49,10,18,0,0,0,1,2,0,8,0,3,3,374,22,5,1,116,57,22,2,62,0,15,200,1082,459,2140,654,2,0,120
地下3階,1090,0,2,1,2,0,1,0,5,7,11,87,9,0,10,1,0,0,0,0,0,1,0,0,0,0,0,40,7,0,0,80,7,2,1,6,0,1,57,145,100,404,78,4,1,20
地下4階,367,1,0,0,0,0,0,0,1,2,2,16,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,23,0,2,0,2,0,0,18,37,29,186,17,2,0,9
地下5階,108,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,1,1,0,0,8,12,10,47,4,0,1,8
地下6階,35,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,1,0,0,0,1,2,3,13,4,0,0,1
地下7階,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,0,0,0
地下8階,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
