年度,Fiscal year,地域階層,地域コード,地域,District,住民税負担額 (百万円) Inhabitant tax (millions yen)／計 Total,住民税負担額 (百万円) Inhabitant tax (millions yen)／道府県民税分 Prefectural,住民税負担額 (百万円) Inhabitant tax (millions yen)／市町村民税分 Municipal,1人当たり負担額 (円) Tax levied per capita (yen)／計 Total,1人当たり負担額 (円) Tax levied per capita (yen)／道府県民税分 Prefectural,1人当たり負担額 (円) Tax levied per capita (yen)／市町村民税分 Municipal,1世帯当たり負担額 (円) Tax levied per household (yen)／計 Total,1世帯当たり負担額 (円) Tax levied per household (yen)／道府県民税分 Prefectural,1世帯当たり負担額 (円) Tax levied per household (yen)／市町村民税分 Municipal
平成22,2010,2,13219,狛江市,Komae-shi,9915,3938,5977,125900,50005,75895,253135,100540,152595
平成22,2010,2,13220,東大和市,Higashiyamato-shi,8231,3265,4967,99090,39299,59791,244628,97020,147608
平成22,2010,2,13221,清瀬市,Kiyose-shi,7134,2833,4301,96270,38233,58037,230470,91530,138940
平成22,2010,2,13222,東久留米市,Higashikurume-shi,12178,4823,7355,104492,41384,63108,247639,98077,149561
平成22,2010,2,13223,武蔵村山市,Musashimurayama-shi,5616,2230,3386,80167,31828,48339,209628,83227,126401
平成22,2010,2,13224,多摩市,Tama-shi,17558,6961,10597,118915,47144,71771,274003,108630,165374
平成22,2010,2,13225,稲城市,Inagi-shi,9973,3963,6011,117563,46711,70852,286247,113734,172513
平成22,2010,2,13227,羽村市,Hamura-shi,5567,2209,3357,97603,38740,58863,237388,94222,143166
平成22,2010,2,13228,あきる野市,Akiruno-shi,7197,2856,4341,88998,35319,53680,244925,97198,147727
平成22,2010,2,13229,西東京市,Nishitokyo-shi,23130,9181,13949,117702,46720,70982,264470,104977,159493
平成22,2010,1,13300,郡部,All gun,4902,1949,2954,83440,33168,50273,233857,92959,140898
平成22,2010,2,13303,瑞穂町,Mizuho-machi,2926,1165,1761,87356,34786,52570,236573,94206,142367
平成22,2010,2,13305,日の出町,Hinode-machi,1401,556,845,84157,33392,50765,256586,101808,154778
平成22,2010,2,13307,檜原村,Hinohara-mura,145,57,87,56498,22423,34075,157948,62686,95262
平成22,2010,2,13308,奥多摩町,Okutama-machi,430,170,260,71166,28127,43039,194044,76693,117351
平成22,2010,1,13350,島部,All islands,2317,926,1391,83304,33293,50011,169478,67734,101744
平成22,2010,2,13361,大島町,Oshima-machi,634,251,383,74949,29672,45277,154745,61264,93481
平成22,2010,2,13362,利島村,Toshima-mura,37,15,22,108915,42971,65944,182059,71829,110230
平成22,2010,2,13363,新島村,Niijima-mura,221,88,134,76752,30419,46333,176881,70103,106778
平成22,2010,2,13364,神津島村,Kozushima-mura,140,55,85,74141,29379,44762,177958,70517,107441
平成22,2010,2,13381,三宅村,Miyake-mura,243,101,142,90777,37667,53110,153942,63877,90065
平成22,2010,2,13382,御蔵島村,Mikurajima-mura,33,13,20,93795,37387,56408,164852,65711,99141
平成22,2010,2,13401,八丈町,Hachijo-machi,570,226,344,69211,27426,41785,139286,55194,84092
平成22,2010,2,13402,青ヶ島村,Aogashima-mura,27,11,16,134286,53769,80517,221243,88587,132656
平成22,2010,2,13421,小笠原村,Ogasawara-mura,412,167,245,148027,59888,88139,306737,124098,182639
,,,,,,,,,,,,,,
東京都統計年鑑（平成23年）TOKYO STATISTICAL YEARBOOK ( 2011 )　21  財政 21  PUBLIC FINANCE,,,,,,,,,,,,,,
21-8  地域別個人住民税負担額 (平成18～平成22年度) 21-8  INHABITANT TAX ON INDIVIDUALS LEVIED BY DISTRICT ( Fiscal Years 2006-2010 ),,,,,,,,,,,,,,
この表の住民負担額のうち特別区の区域分は都民税及び特別区民税の収入額，その他の区域分は都民税及び市町村税の収入額による。また，負担額の算出に用いた人口及び世帯数は各年度とも10月1日現在のものである。,,,,,,,,,,,,,,
The individual inhabitant tax for the ku area is revenue from the metropolitan and municipal ku inhabitant taxes， and for the other districts is revenue from the metropolitan and municipal shi， machi， mura inhabitant taxes. The populations and houshold numbers used to calculate the levied amounts are as of Oct. 1 of the fiscal years stated.,,,,,,,,,,,,,,
資料：都主税局税制部歳入課「東京都税務統計年報」Source: Bureau of Taxation， TMG,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市町村部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,
