年次,Year,項番 Item number,種類,Type,種類,Type,種類,Type,種類,Type,取扱総数 Total number of cases handled,旧受 Previously received,新受計 Newly received total,手続開始内訳  Breakdown of case proceedings commenced／申告 Stated／職員受 Received by officials,手続開始内訳  Breakdown of case proceedings commenced／申告 Stated／委員受 Received by commissioners,手続開始内訳  Breakdown of case proceedings commenced／委員通報 Notified by commissioners,手続開始内訳  Breakdown of case proceedings commenced／関係官公署の通報 Reported by relevant public authorities,手続開始内訳  Breakdown of case proceedings commenced／情報 Information,手続開始内訳  Breakdown of case proceedings commenced／移送 Transferred,処理件数 Total number of cases disposed,処理内訳 Breakdown of cases processed／措置 Measures／援助 Assisted,処理内訳 Breakdown of cases processed／措置 Measures／調整 Adjusted,処理内訳 Breakdown of cases processed／措置 Measures／要請 Requested,処理内訳 Breakdown of cases processed／措置 Measures／説示 Instructed,処理内訳 Breakdown of cases processed／措置 Measures／勧告 Advised,処理内訳 Breakdown of cases processed／措置 Measures／通告 Informed,処理内訳 Breakdown of cases processed／措置 Measures／告発 Indicted,処理内訳 Breakdown of cases processed／措置猶予 Suspension of sentence,処理内訳 Breakdown of cases processed／侵犯事実不存在 Non-existence of facts about infringement,処理内訳 Breakdown of cases processed／侵犯事実不明確 Uncertainty of facts about infringement,処理内訳 Breakdown of cases processed／打切り Closed,処理内訳 Breakdown of cases processed／中止 Discontinued,処理内訳 Breakdown of cases processed／移送 Transferred,処理内訳 Breakdown of cases processed／啓発 Admonished,未済 Pending
平成23年,2011,27,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,インターネット等によるもの,Via Internet， etc. ,,,112,2,110,76,34,-,-,-,-,111,100,-,10,-,-,-,-,-,-,1,-,-,-,-,1
平成23年,2011,28,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,相隣間におけるもの,Among neighbors,,,19,1,18,6,12,-,-,-,-,18,17,-,-,-,-,-,-,-,-,-,1,-,-,-,1
平成23年,2011,29,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,その他,Others,,,38,1,37,14,23,-,-,-,-,38,37,-,-,-,-,-,-,-,-,1,-,-,-,-,-
平成23年,2011,30,私人間の侵犯事件,Infringement cases among private citizens,集会，結社及び表現の自由に対する侵犯,Infringement of the freedom of gathering， association and expression,,,,,1,-,1,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,31,私人間の侵犯事件,Infringement cases among private citizens,信教の自由に対する侵犯,Infringement of the freedom of religion,,,,,2,-,2,1,1,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,32,私人間の侵犯事件,Infringement cases among private citizens,教育を受ける権利への侵犯,Infringement of the right of receiving education ,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,33,私人間の侵犯事件,Infringement cases among private citizens,労働権に対する侵犯,Infringement of the right of labor,不当労働行為,Unfair labor practice,,,1,-,1,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,34,私人間の侵犯事件,Infringement cases among private citizens,労働権に対する侵犯,Infringement of the right of labor,労働基準法違反,Violation of the Labor Standards Act ,,,5,-,5,1,4,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,35,私人間の侵犯事件,Infringement cases among private citizens,労働権に対する侵犯,Infringement of the right of labor,その他,Others　　,,,100,4,96,39,57,-,-,-,-,97,91,-,-,-,-,-,-,-,-,5,-,-,-,1,4
平成23年,2011,36,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,自力執行,Execution by oneself,,,1,-,1,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,37,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,相隣間におけるもの,Between neighbors,小公害,Small pollution,39,-,39,6,33,-,-,-,-,37,37,-,-,-,-,-,-,-,-,-,-,-,-,-,2
平成23年,2011,38,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,相隣間におけるもの,Between neighbors,その他,Others,92,5,87,22,65,-,-,-,-,90,85,-,-,-,-,-,-,-,-,5,-,-,-,-,2
平成23年,2011,39,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,公害,Pollution,,,1,-,1,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,40,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,不動産,Real estate,,,11,-,11,3,8,-,-,-,-,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,41,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,その他,Others,,,56,-,56,16,40,-,-,-,-,56,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,42,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,その他,Others,夫の妻に対するもの,From husband to wife　　　　　　　　　　　　　　,76,-,76,16,60,-,-,-,-,76,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,43,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,その他,Others,妻の夫に対するもの,From wife to husband 　　　　　　　　　　　　　　,10,-,10,3,7,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,44,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,その他,Others,親の子に対するもの,From parent to child 　　　　　　　　　　　　　　,8,-,8,2,6,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,45,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,その他,Others,子の親に対するもの,From child to parent 　　　　　　　　　　　　　　,12,-,12,2,10,-,-,-,-,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,46,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,その他,Others,その他,Others,17,-,17,4,13,-,-,-,-,17,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,47,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,セクシュアル・ハラスメント,Sexual harassment,,,25,-,25,12,13,-,-,-,-,25,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,48,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,ストーカー,Stalking,,,16,-,16,5,11,-,-,-,-,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,49,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,その他,Others,,,54,-,54,14,40,-,-,-,-,54,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,50,私人間の侵犯事件,Infringement cases among private citizens,組織，多衆の圧力による侵犯,Infringement by organizations or pressure of the masses,,,,,2,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,51,私人間の侵犯事件,Infringement cases among private citizens,交通事故,Traffic accidents,,,,,2,-,2,-,2,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,52,私人間の侵犯事件,Infringement cases among private citizens,犯罪被害者,Victims of crimes,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成23年,2011,53,私人間の侵犯事件,Infringement cases among private citizens,その他,Others,,,,,5,-,5,1,4,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成23年）TOKYO STATISTICAL YEARBOOK ( 2011 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-7  人権侵犯事件の種類別件数 （平成22， 23年） 20-7  CASES OF INFRINGEMENT ON HUMAN RIGHTS BY TYPE ( 2010 and 2011 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：東京法務局人権擁護部 Source: Tokyo Legal Affairs Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
